nId	nLevelMin	nLevelMax	szTimeBegin	szTimeEnd	tbAwardInfo	Desc
23	1	999			Item|1346	Khiêu Chiến Anh Hùng: EXP
23	1	39			Item|1203	Khiêu Chiến Anh Hùng: Đai Hiếm T2
23	1	39			Item|1677	Khiêu Chiến Anh Hùng: Đai Kế Thừa T2
23	40	49			Item|1204	Khiêu Chiến Anh Hùng: Đai Hiếm T3
23	40	49			Item|1678	Khiêu Chiến Anh Hùng: Đai Kế Thừa T3
23	50	59			Item|2136	Khiêu Chiến Anh Hùng: Mảnh Đai Hiếm T4
23	50	59			Item|1679	Khiêu Chiến Anh Hùng: Đai Kế Thừa T4
23	60	69			Item|2137	Khiêu Chiến Anh Hùng: Mảnh Đai Hiếm T5
23	60	69			Item|2140	Khiêu Chiến Anh Hùng: Mảnh Đai Kế Thừa T5
23	70	79			Item|2138	Khiêu Chiến Anh Hùng: Mảnh Đai Hiếm T6
23	70	79			Item|2141	Khiêu Chiến Anh Hùng: Mảnh Đai Kế Thừa T6
23	80	89			Item|2991	Khiêu Chiến Anh Hùng: Mảnh Đai Hiếm T7
23	80	89			Item|2994	Khiêu Chiến Anh Hùng: Mảnh Đai Kế Thừa T7
23	90	99			Item|2992	Khiêu Chiến Anh Hùng: Mảnh Đai Hiếm T8
23	90	99			Item|2995	Khiêu Chiến Anh Hùng: Mảnh Đai Kế Thừa T8
23	100	109			Item|2993	Khiêu Chiến Anh Hùng: Mảnh Đai Hiếm T9
23	100	109			Item|2996	Khiêu Chiến Anh Hùng: Mảnh Đai Kế Thừa T9
23	110	119			Item|3683	Khiêu Chiến Anh Hùng: Mảnh Đai Hiếm T10
23	110	119			Item|3684	Khiêu Chiến Anh Hùng: Mảnh Đai Kế Thừa T10
23	120	129			Item|5841	Khiêu Chiến Anh Hùng: Mảnh Đai Hiếm T11
23	120	129			Item|5846	Khiêu Chiến Anh Hùng: Mảnh Đai Kế Thừa T11
23	130	139			Item|5842	Khiêu Chiến Anh Hùng: Mảnh Đai Hiếm T12
23	130	139			Item|5847	Khiêu Chiến Anh Hùng: Mảnh Đai Kế Thừa T12
23	140	149			Item|5843	Khiêu Chiến Anh Hùng: Mảnh Đai Hiếm T13
23	140	149			Item|5848	Khiêu Chiến Anh Hùng: Mảnh Đai Kế Thừa T13
23	150	159			Item|5844	Khiêu Chiến Anh Hùng: Mảnh Đai Hiếm T14
23	150	159			Item|5849	Khiêu Chiến Anh Hùng: Mảnh Đai Kế Thừa T14
23	160	169			Item|5845	Khiêu Chiến Anh Hùng: Mảnh Đai Hiếm T15
23	160	169			Item|5850	Khiêu Chiến Anh Hùng: Mảnh Đai Kế Thừa T15
23	170	179			Item|10396	Khiêu Chiến Anh Hùng: Mảnh Đai Hiếm T16
23	170	179			Item|10401	Khiêu Chiến Anh Hùng: Mảnh Đai Kế Thừa T16
23	1	999			Item|1733	Khiêu Chiến Anh Hùng: Đá Liễu Tiêu Đình
23	60	999			Item|2530	Khiêu Chiến Anh Hùng: Đá Hồn-Chúc Tử Hư
24	1	999			Contrib|0	
25	1	999			Gold|0	Bạch Hổ Đường: Nguyên Bảo
25	1	999			Energy|0	Bạch Hổ Đường: Nguyên Khí
25	1	999			Contrib|0	Bạch Hổ Đường: Cống hiến
25	1	999			Item|2804	Bạch Hổ Đường: Hòa Thị Bích
25	1	999			Item|10491	Tuyệt Học-Huy Duệ Sinh Phong-Gốc
25	1	999			Item|10490	Tuyệt Học-Phong Hổ Vân Long-Gốc
25	80	999	OpenLevel109		Item|1526	Bạch Hổ Đường: Cao-Phụ Ma Thạch
25	80	999	OpenLevel109		Item|4849	Bạch Hổ Đường: Đá Hồn Đường Hiểu
25	80	999			Item|3022	Bạch Hổ Đường: Đá Hồn-Lôi
25	80	999			Item|2161	Bạch Hổ Đường: Sách Đồng Hành Lv5
25	80	999			Item|2160	Bạch Hổ Đường: Sách Đồng Hành Lv4
25	80	999			Item|788	Bạch Hổ Đường: Tàng Bảo Đồ-Cao
25	1	999			Item|1392	Bạch Hổ Đường: Phụ Ma Thạch Lv2
25	1	79			Item|1740	Bạch Hổ Đường: Đá Lôi Phong
25	1	79			Item|1741	Bạch Hổ Đường: Đá Lôi Đồng
25	1	79			Item|1742	Bạch Hổ Đường: Đá Đường Quyên Quyên
25	1	79			Item|1743	Bạch Hổ Đường: Đá Lôi Chấn Thiên
25	1	999			Item|1381	Bạch Hổ Đường: Thủy Tinh
26	1	999			Gold|0	Thông Thiên Tháp: Nguyên Bảo
26	1	999			Contrib|0	Thông Thiên Tháp: Cống hiến
26	1	999			Item|1346	Thông Thiên Tháp: EXP
26	1	999			Item|2169	Thông Thiên Tháp: Đá Hồn Lv4 Ngẫu Nhiên
26	1	39			Item|1213	Thông Thiên Tháp: Giày Hiếm T2
26	40	49			Item|1214	Thông Thiên Tháp: Giày Hiếm T3
26	50	59			Item|2142	Thông Thiên Tháp: Mảnh Giày Hiếm T4
26	60	69			Item|2143	Thông Thiên Tháp: Mảnh Giày Hiếm T5
26	70	79			Item|2144	Thông Thiên Tháp: Mảnh Giày Hiếm T6
26	80	89			Item|2997	Thông Thiên Tháp: Mảnh Giày Hiếm T7
26	90	99			Item|2998	Thông Thiên Tháp: Mảnh Giày Hiếm T8
26	100	109			Item|2999	Thông Thiên Tháp: Mảnh Giày Hiếm T9
26	110	119			Item|3685	Thông Thiên Tháp: Mảnh Giày Hiếm T10
26	120	129			Item|5851	Thông Thiên Tháp: Mảnh Giày Hiếm T11
26	130	139			Item|5852	Thông Thiên Tháp: Mảnh Giày Hiếm T12
26	140	149			Item|5853	Thông Thiên Tháp: Mảnh Giày Hiếm T13
26	150	159			Item|5854	Thông Thiên Tháp: T14 Mảnh Giày Hiếm
26	160	169			Item|5855	Thông Thiên Tháp: Mảnh Giày Hiếm T15
26	170	179			Item|10406	Thông Thiên Tháp: Mảnh Giày Hiếm T16
26	1	119			Item|1736	Thông Thiên Tháp: Đá Hồn Hoàn Nhan Tương-Sơ
26	60	999			Item|2533	Thông Thiên Tháp: Đá Hồn Đoan Mộc Duệ-Sơ
26	100	999			Item|6100	Thông Thiên Tháp: Đá Hồn Tiêu Ngọc Trúc-Sơ
26	120	999			Item|9971	Thông Thiên Tháp: Đá Hồn Phong Hành Chu-Sơ
27	1	999			Gold|0	Thi Đấu Môn Phái: Nguyên Bảo
27	1	999			Item|1346	Thi Đấu Môn Phái: EXP
27	1	999			Item|1713	Thi Đấu Môn Phái: Đá Hồn Tiểu Ảnh Phong
27	60	999			Item|2534	Thi Đấu Môn Phái: Đá Hồn Mạnh Tri Thu
27	1	999			Item|2424	Thi Đấu Môn Phái: Tín Vật Môn Phái
27	1	999			Contrib|0	Thi Đấu Môn Phái: Cống hiến phái
27	70	999			Item|6149	Thi Đấu Môn Phái: Bí Quyển Huyệt Nhâm Mạch-Khúc Cốt
27	60	89			Item|4321	Thi Đấu Môn Phái: Đá Lv1
27	60	89			Item|4301	Thi Đấu Môn Phái: Lụa Lv1
27	60	89			Item|4306	Thi Đấu Môn Phái: Kim Loại Lv1
27	60	89			Item|4316	Thi Đấu Môn Phái: Da Lv1
27	60	89			Item|4311	Thi Đấu Môn Phái: Đá Lv1
27	90	110			Item|4302	Thi Đấu Môn Phái: Lụa Lv2
27	90	110			Item|4307	Thi Đấu Môn Phái: Kim Loại Lv2
27	90	110			Item|4317	Thi Đấu Môn Phái: Da Lv2
27	90	110			Item|4312	Thi Đấu Môn Phái: Đá Lv2
27	110	999			Item|4303	Thi Đấu Môn Phái: Lụa Lv3
27	110	999			Item|4308	Thi Đấu Môn Phái: Kim Loại Lv3
27	110	999			Item|4318	Thi Đấu Môn Phái: Da Lv3
27	110	999			Item|4313	Thi Đấu Môn Phái: Đá Lv3
28	1	999			SilverBoard|0	Vận Tiêu Bang Hội: Ngân Sức
28	1	999			Gold|0	Vận Tiêu Bang Hội: Nguyên Bảo
28	1	999			Item|1346	Vận Tiêu Bang Hội: EXP
28	1	999			Contrib|0	
28	1	999			Coin|0	
28	1	999			Item|1969	Vận Tiêu Bang Hội: Tư Chất Đơn
29	1	999			Item|1346	Luyện Công Ngoài Thành: EXP
30	1	999			Gold|0	Thí Luyện Bang Hội: Nguyên Bảo
30	1	999			Contrib|0	Thí Luyện Bang Hội: Cống Hiến
30	1	999			Item|2424	Thí Luyện Bang Hội: Tín Vật Môn Phái
30	1	999			Item|1968	Thí Luyện Bang Hội: Tư Chất Đơn
30	1	999			Item|1734	Thí Luyện Bang Hội: Lý Điềm Nhi
30	1	999	OpenLevel69	OpenLevel99	Item|4312	Thí Luyện Bang Hội: Ngọc Lv2
30	1	999	OpenDay99	OpenDay399	Item|4313	Thí Luyện Bang Hội: Ngọc Lv3
30	1	999	OpenDay224		Item|4314	Thí Luyện Bang Hội: Ngọc Lv4
30	1	999	OpenDay399		Item|4315	Thí Luyện Bang Hội: Ngọc Lv5
31	1	999			Item|1346	Thí Luyện Giang Hồ: EXP
31	1	999			Item|2154	Thí Luyện Giang Hồ: Đá Hồn ngẫu nhiên
33	20	999	OpenDay279		Item|4056	Công Thành Chiến: Đồng Hành-Hoàn Nhan Hồng Liệt
33	20	999	OpenDay279		Item|4057	Công Thành Chiến: Hoàn Nhan Hồng Liệt-Vũ Khí Bổn Mạng
33	20	999	OpenLevel69		Item|10004	Công Thành Chiến: Bạch Kim Đồ Phổ (Vũ Khí)
33	20	999	OpenLevel69		Item|10005	Công Thành Chiến: Bạch Kim Đồ Phổ (Áo)
33	20	999	OpenLevel69		Item|10006	Công Thành Chiến: Bạch Kim Đồ Phổ (Nón)
33	20	999		OpenLevel79	Item|1394	Công Thành Chiến: Danh Tướng Lệnh
33	20	999	OpenLevel69	OpenLevel99	Item|1395	Công Thành Chiến: Trục Lộc Lệnh
33	20	999	OpenLevel89		Item|1396	Công Thành Chiến: Hoàng Đế Lệnh
33	20	999	OpenDay279		Item|7394	Công Thành Chiến: Nguyên Khí
33	20	999			Item|2400	Công Thành Chiến :Ô Vân Đạp Tuyết
33	20	999	OpenLevel79	OpenLevel89	Item|7387	Công Thành Chiến: Chân Nguyên Bậc 2
33	20	999	OpenLevel89	OpenLevel99	Item|7388	Công Thành Chiến: Chân Nguyên Bậc 3
33	20	999	OpenLevel99	OpenLevel109	Item|7389	Công Thành Chiến: Chân Nguyên Bậc 4
33	20	999	OpenLevel109	OpenLevel119	Item|7390	Công Thành Chiến: Chân Nguyên Bậc 5
33	20	999	OpenLevel119	OpenLevel129	Item|7391	Công Thành Chiến: Chân Nguyên Bậc 6
33	20	999	OpenLevel69	OpenLevel99	Item|4302	Công Thành Chiến: Tơ Lụa Lv2
33	20	999	OpenDay99	OpenDay224	Item|4303	Công Thành Chiến: Tơ Lụa Lv3
33	20	999	OpenDay224	OpenDay399	Item|4304	Công Thành Chiến: Tơ Lụa Lv4
33	20	999	OpenDay399		Item|4305	Công Thành Chiến: Tơ Lụa Lv5
33	20	999	OpenLevel69	OpenLevel99	Item|4312	Công Thành Chiến: Ngọc Lv2
33	20	999	OpenDay99	OpenDay224	Item|4313	Công Thành Chiến: Ngọc Lv3
33	20	999	OpenDay224	OpenDay399	Item|4314	Công Thành Chiến: Ngọc Lv4
33	20	999	OpenDay399		Item|4315	Công Thành Chiến: Ngọc Lv5
33	20	999	OpenDay279		Item|4053	Công Thành Chiến: Đá Hồn Hoàn Nhan Hồng Liệt-Chân
33	20	999	OpenLevel69	OpenLevel129	Item|2696	Công Thành Chiến: Đá Hồn Hoàn Nhan Hồng Liệt
33	20	999		OpenLevel129	Item|1739	Công Thành Chiến: Đá Hồn Gia Luật Sở Tài
33	20	999	OpenLevel129		Item|7377	Công Thành Chiến: Đá Hồn Ngu Doãn Văn
33	20	999	OpenLevel129		Item|7741	Công Thành Chiến: Đá Hồn Không Tướng
33	20	999			Contrib|0	Công Thành Chiến: Cống hiến
34	30	999			SilverBoard|0	Hoạt động Thu Thập Lăng Tuyệt Phong: Ngân Sức
34	30	999			Gold|0	Hoạt động Thu Thập Lăng Tuyệt Phong: Nguyên Bảo
34	30	999			Item|227	Hoạt động Thu Thập Lăng Tuyệt Phong: Thủy Tinh Vàng
34	30	999			Item|225	Hoạt động Thu Thập Lăng Tuyệt Phong: Thủy Tinh Cam
34	30	999			Item|224	Hoạt động Thu Thập Lăng Tuyệt Phong: Thủy Tinh Tím
34	30	999			Item|223	Hoạt động Thu Thập Lăng Tuyệt Phong: Thủy Tinh Lam
35	1	999			Gold|0	Hoa Sơn Luận Kiếm: Nguyên Bảo
35	1	999			Energy|0	Hoa Sơn Luận Kiếm: Nguyên Khí
35	1	999			Contrib|0	Hoa Sơn Luận Kiếm: Cống hiến
35	1	999	OpenLevel109		Item|6068	Hoa Sơn Luận Kiếm: Đá Hồn Băng Nghi
35	1	999			Item|2532	Hoa Sơn Luận Kiếm: Đá Hồn Đạo Nhất Chân Nhân
35	1	999		OpenLevel109	Item|1735	Hoa Sơn Luận Kiếm: Đá Hồn Lý Thiên Mục
35	1	999		OpenLevel109	Item|1431	Hoa Sơn Luận Kiếm: Bí Kíp Võ Lâm-Trung
35	1	999	OpenLevel129		Item|7912	Hoa Sơn Luận Kiếm: Dịch Cốt Kinh-Quyển 1
35	1	999	OpenLevel109		Item|1432	Hoa Sơn Luận Kiếm: Bí Kíp Võ Lâm-Hạ
35	1	999	OpenLevel89		Item|3476	Hoa Sơn Luận Kiếm: Mảnh Bàn Đạp-Cao
35	1	999			Item|2424	Hoa Sơn Luận Kiếm: Tín Vật Môn Phái
35	1	999	OpenLevel129		Item|225	Hoa Sơn Luận Kiếm: Thủy Tinh Cam
35	1	999			Item|224	Hoa Sơn Luận Kiếm: Thủy Tinh Tím
36	1	999			Gold|0	Hoa Sơn Luận Kiếm: Nguyên Bảo
36	1	999			Energy|0	Hoa Sơn Luận Kiếm: Nguyên Khí
36	1	999			Contrib|0	Hoa Sơn Luận Kiếm: Cống hiến
36	1	999	OpenLevel109		Item|6068	Hoa Sơn Luận Kiếm: Đá Hồn Băng Nghi
36	1	999			Item|2532	Hoa Sơn Luận Kiếm: Đá Hồn Đạo Nhất Chân Nhân
36	1	999		OpenLevel109	Item|1735	Hoa Sơn Luận Kiếm: Đá Hồn Lý Thiên Mục
36	1	999		OpenLevel109	Item|1431	Hoa Sơn Luận Kiếm: Bí Kíp Võ Lâm-Trung
36	1	999	OpenLevel109		Item|1432	Hoa Sơn Luận Kiếm: Bí Kíp Võ Lâm-Hạ
36	1	999	OpenLevel89		Item|3476	Hoa Sơn Luận Kiếm: Mảnh Bàn Đạp-Cao
36	1	999			Item|2424	Hoa Sơn Luận Kiếm: Tín Vật Môn Phái
36	1	999			Item|224	Hoa Sơn Luận Kiếm: Thủy Tinh Tím
37	1	999			Gold|0	Tần Lăng-Nguyên Bảo
37	1	999			Item|10014	Tần Lăng-Tùy Hầu Châu
37	1	999			Item|2804	Tần Lăng-Hòa Thị Bích
37	1	999			Item|2840	Tần Lăng-Dạ Minh Châu
37	1	999			Item|223	Tần Lăng-Thủy Tinh Lam
37	1	999			Item|2824	Tần Lăng-Đá Hồn Huyền Thiên Võ Cơ-Sơ
37	1	999			Item|2825	Tần Lăng-Đá Hồn Bạch Khởi-Sơ
37	1	999			Item|2826	Tần Lăng-Đá Hồn Lý Tư-Sơ
38	1	999	OpenDay234		Item|3544	Thủy Hoàng Giáng Thế: Vũ Khí Bổn Mạng Tần Thủy Hoàng
38	1	999	OpenDay204		Item|3554	Thủy Hoàng Giáng Thế: Đồng Hành-Tần Thủy Hoàng
38	1	999		OpenLevel119	Item|1396	Thủy Hoàng Giáng Thế: Hoàng Đế Lệnh
38	1	999	OpenDay153		Item|2794	Thủy Hoàng Giáng Thế: Hoàng Kim Đồ Phổ (Vũ Khí) 
38	1	999	OpenDay153		Item|2795	Thủy Hoàng Giáng Thế: Hoàng Kim Đồ Phổ (Áo) 
38	1	999	OpenDay153		Item|2804	Thủy Hoàng Giáng Thế: Hòa Thị Bích
38	1	999		OpenLevel119	Item|2800	Thủy Hoàng Giáng Thế: Hoàng Kim Đồ Phổ (Dây Chuyền) 
38	1	999			Item|10011	Thủy Hoàng Giáng Thế: Bạch Kim Đồ Phổ (Nhẫn) 
38	1	999		OpenLevel119	Item|2797	Thủy Hoàng Giáng Thế: Hoàng Kim Đồ Phổ (Đai) 
38	1	999	OpenLevel119		Item|10012	Thủy Hoàng Giáng Thế: Bạch Kim Đồ Phổ (Ngọc Bội)
38	1	999	OpenLevel119		Item|10013	Thủy Hoàng Giáng Thế: Bạch Kim Đồ Phổ (Hộ Thân Phù)
38	1	999	OpenLevel119		Item|10014	Thủy Hoàng Giáng Thế: Tùy Hầu Châu
38	1	999		OpenDay204	Item|2827	Thủy Hoàng Giáng Thế: Đá Hồn Tần Thủy Hoàng (Âm) 
38	1	999		OpenDay204	Item|2828	Thủy Hoàng Giáng Thế: Đá Hồn Tần Thủy Hoàng (Dương) 
38	1	999		OpenDay153	Item|2824	Thủy Hoàng Giáng Thế: Đá Hồn Huyền Thiên Võ Cơ-Sơ
38	1	999		OpenDay153	Item|2825	Thủy Hoàng Giáng Thế: Đá Hồn Bạch Khởi-Sơ
38	1	999		OpenDay153	Item|2826	Thủy Hoàng Giáng Thế: Đá Hồn Lý Tư-Sơ
39	1	999			Item|1346	EXP
39	1	999		OpenDay33	Contrib|0	Hoạt động cuối tuần
39	1	999	OpenDay33		Energy|0	Hoạt động cuối tuần
40	1	999			Contrib|0	Hoạt động cuối tuần
41	1	999		OpenDay33	Contrib|0	Hoạt động cuối tuần
41	1	999	OpenDay33		Energy|0	Hoạt động cuối tuần
42	1	999			SilverBoard|0	Tâm Ma Ảo Cảnh: Ngân Sức
42	1	999			Gold|0	Tâm Ma Ảo Cảnh: Nguyên Bảo
42	1	999			Contrib|0	Tâm Ma Ảo Cảnh: Cống hiến
42	1	999			Item|1397	Tâm Ma Ảo Cảnh: Truyền Thuyết Lệnh
42	1	69			Item|2101	Tâm Ma Ảo Cảnh: Mảnh Nhẫn Hiếm T5
42	70	79			Item|2102	Tâm Ma Ảo Cảnh: Mảnh Nhẫn Hiếm T6
42	80	89			Item|2955	Tâm Ma Ảo Cảnh: Mảnh Nhẫn Hiếm T7
42	90	99			Item|2956	Tâm Ma Ảo Cảnh: Mảnh Nhẫn Hiếm T8
42	100	109			Item|2957	Tâm Ma Ảo Cảnh: Mảnh Nhẫn Hiếm T9
42	110	119			Item|3671	Tâm Ma Ảo Cảnh: Mảnh Nhẫn Hiếm T10
42	120	129			Item|5781	Tâm Ma Ảo Cảnh: Mảnh Nhẫn Hiếm T11
42	130	139			Item|5782	Tâm Ma Ảo Cảnh: Mảnh Nhẫn Hiếm T12
42	140	149			Item|5783	Tâm Ma Ảo Cảnh: Mảnh Nhẫn Hiếm T13
42	150	159			Item|5784	Tâm Ma Ảo Cảnh: Mảnh Nhẫn Hiếm T14
42	160	169			Item|5785	Tâm Ma Ảo Cảnh: Mảnh Nhẫn Hiếm T15
42	170	179			Item|10336	Tâm Ma Ảo Cảnh: Mảnh Nhẫn Hiếm T16
42	80	999			Item|3469	Tâm Ma Ảo Cảnh: Mảnh Yên-Cao
42	80	999			Item|3468	Tâm Ma Ảo Cảnh: Mảnh Yên-Trung
42	80	999			Item|3467	Tâm Ma Ảo Cảnh: Mảnh Yên-Thấp
42	1	999			Item|3494	Tâm Ma Ảo Cảnh: Tâm Ma Bảo Châu
42	120	999			Item|10449	Tâm Ma Ảo Cảnh: Đá Hồn Thiên Âm-Sơ
42	90	999			Item|3854	Tâm Ma Ảo Cảnh: Đá Hồn Hắc Diện Lang Quân-Sơ
43	20	999			Item|1397	Ném Tuyết: Truyền Thuyết Lệnh
43	20	999			Item|1396	Ném Tuyết: Hoàng Đế Lệnh
43	20	999			Item|1395	Ném Tuyết: Trục Lộc Lệnh
43	20	999			Item|2682	Ném Tuyết: Thiên Kiếm Lệnh
43	20	999			Item|2804	Ném Tuyết: Hòa Thị Bích
43	20	999			Item|3536	Ném Tuyết: Liệt Diệm Phi Tuyết
43	20	999			Gold|0	Ném Tuyết: Nguyên Bảo
43	20	999			Energy|0	Ném Tuyết: Nguyên Khí
43	20	999			ZhenQi|0	Ném Tuyết: Chân Khí
43	20	999			Contrib|0	Ném Tuyết: Cống hiến
44	1	999			SilverBoard|0	Ngồi Thiền Tịnh Tâm: Ngân Sức
44	1	999			Gold|0	Ngồi Thiền Tịnh Tâm: Nguyên Bảo
44	1	999			Energy|0	Ngồi Thiền Tịnh Tâm: Nguyên Khí
44	1	999			Item|1346	Ngồi Thiền Tịnh Tâm: EXP
45	1	999	OpenLevel129Add30		Item|2801	Nữ Đế Hồi Sinh: Hoàng Kim Đồ Phổ (Nhẫn) 
45	1	999	OpenLevel139Add30		Item|2803	Nữ Đế Hồi Sinh: Hoàng Kim Đồ Phổ (Hộ Thân Phù)
45	1	999	OpenLevel129Add30		Item|2798	Nữ Đế Hồi Sinh: Hoàng Kim Đồ Phổ (Hộ Uyển) 
45	1	999	OpenLevel139Add30		Item|2799	Nữ Đế Hồi Sinh: Hoàng Kim Đồ Phổ (Giày)
45	1	999	OpenLevel139Add30		Item|3545	Nữ Đế Hồi Sinh: Võ Tắc Thiên-Minh Không Phượng Chỉ
45	1	999	OpenLevel129		Item|3555	Nữ Đế Hồi Sinh: Đồng Hành·Võ Tắc Thiên
45	1	999	OpenLevel129		Item|10010	Nữ Đế Hồi Sinh: Bạch Kim Đồ Phổ (Dây Chuyền)
45	1	999	OpenLevel129		Item|10009	Nữ Đế Hồi Sinh: Bạch Kim Đồ Phổ (Giày)
45	1	999	OpenLevel129		Item|10014	Nữ Đế Hồi Sinh: Tùy Hầu Châu
45	1	999	OpenLevel129		Item|2804	Nữ Đế Hồi Sinh: Hòa Thị Bích
45	1	999	OpenLevel129		Item|1396	Nữ Đế Hồi Sinh: Hoàng Đế Lệnh
45	1	999	OpenLevel129		Item|6127	Nữ Đế Hồi Sinh: Đá Hồn Võ Tắc Thiên (Âm)
45	1	999	OpenLevel129		Item|6126	Nữ Đế Hồi Sinh: Đá Hồn Võ Tắc Thiên (Dương)
45	1	999	OpenLevel129	OpenLevel129Add30	Item|2794	Nữ Đế Hồi Sinh: Hoàng Kim Đồ Phổ (Vũ Khí) 
45	1	999	OpenLevel129	OpenLevel129Add30	Item|2795	Nữ Đế Hồi Sinh: Hoàng Kim Đồ Phổ (Áo) 
45	1	999	OpenLevel129	OpenLevel139Add30	Item|2800	Nữ Đế Hồi Sinh: Hoàng Kim Đồ Phổ (Dây Chuyền) 
45	1	999	OpenLevel129	OpenLevel129Add30	Item|2802	Nữ Đế Hồi Sinh: Hoàng Kim Đồ Phổ (Ngọc Bội) 
45	1	999	OpenLevel129	OpenLevel139Add30	Item|2796	Nữ Đế Hồi Sinh: Hoàng Kim Đồ Phổ (Nón) 
45	1	999	OpenLevel129	OpenLevel139Add30	Item|2797	Nữ Đế Hồi Sinh: Hoàng Kim Đồ Phổ (Đai) 
45	1	999	OpenLevel129	OpenLevel139Add30	Item|6130	Nữ Đế Hồi Sinh: Đá Hồn Vô Tự Bi-Sơ
45	1	999	OpenLevel129	OpenLevel139Add30	Item|6129	Nữ Đế Hồi Sinh: Đá Hồn Nguyên Phương-Sơ
45	1	999	OpenLevel129	OpenLevel139Add30	Item|6128	Nữ Đế Hồi Sinh: Đá Hồn Địch Nhân Kiệt-Sơ
46	1	999			Gold|0	Liên SV, Chiến Trường Bách Nhân: Nguyên Bảo
46	1	999			Energy|0	Liên SV, Chiến Trường Bách Nhân: Nguyên Khí
46	1	999			Contrib|0	Liên SV, Chiến Trường Bách Nhân: Cống Hiến
46	1	999			Item|3476	Liên SV, Chiến Trường Bách Nhân: Mảnh Bàn Đạp-Cao
46	1	999			Item|3475	Liên SV, Chiến Trường Bách Nhân: Mảnh Bàn Đạp-Trung
46	90	99			Item|2956	Liên SV, Chiến Trường Bách Nhân: Mảnh Nhẫn Hiếm T8
46	100	109			Item|2957	Liên SV ,Chiến Trường Bách Nhân: Mảnh Nhẫn Hiếm T9
46	110	119			Item|3671	Liên SV, Chiến Trường Bách Nhân: Mảnh Nhẫn Hiếm T10
46	120	129			Item|5781	Liên SV, Chiến Trường Bách Nhân: Mảnh Nhẫn Hiếm T11
46	130	139			Item|5782	Liên SV, Chiến Trường Bách Nhân: Mảnh Nhẫn Hiếm T12
46	140	149			Item|5783	Liên SV, Chiến Trường Bách Nhân: Mảnh Nhẫn Hiếm T13
46	150	159			Item|5784	Liên SV, Chiến Trường Bách Nhân: Mảnh Nhẫn Hiếm T14
46	160	169			Item|5785	Liên SV, Chiến Trường Bách Nhân: Mảnh Nhẫn Hiếm T15
46	170	179			Item|10336	Liên SV, Chiến Trường Bách Nhân: Mảnh Nhẫn Hiếm T16
46	90	999			Item|6069	Liên SV, Chiến Trường Bách Nhân: Đá Hồn Dương Tái Hưng
46	90	999			Item|6070	Liên SV, Chiến Trường Bách Nhân: Đá Hồn Hoàn Nhan Lâu Thất
46	60	89			Item|2535	Liên SV, Chiến Trường Bách Nhân: Đá Hồn Lý Hiển Trung
46	60	89			Item|2536	Liên SV, Chiến Trường Bách Nhân: Đá Hồn Đồ Đơn Khắc Ninh
46	1	999			Item|1737	Liên SV, Chiến Trường Bách Nhân: Đá Hồn Thiệu Hồng Uyên
46	1	999			Item|1738	Liên SV, Chiến Trường Bách Nhân: Đá Hồn Bạch Ngạn Kính
46	1	999			Item|1970	Liên SV, Chiến Trường Bách Nhân: Chiêu Thư Tống Kim
47	1	999			Item|1394	Danh Tướng: Danh Tướng Lệnh
47	1	999	OpenDay52		Item|1395	Danh Tướng: Trục Lộc Lệnh
47	1	999	OpenDay353		Item|1396	Danh Tướng: Hoàng Đế Lệnh
47	1	999	OpenLevel149		Item|1397	Danh Tướng: Truyền Thuyết Lệnh
47	1	999			Item|1455	Danh Tướng: Đồng Hành S
47	1	999	OpenDay52		Item|4604	Danh Tướng: Đồng Hành SS
47	1	999	OpenDay353		Item|4605	Danh Tướng: Đồng Hành SSS
47	1	999	OpenDay353		Item|6112	Danh Tướng: Đá Hồn Ngu Cơ Tuyệt Thế
47	1	999	OpenDay353		Item|3543	Danh Tướng: Hạng Vũ-Bá Vương Kích
47	1	999		OpenLevel69	Item|1124	Danh Tướng: Vũ Khí T3
47	1	999		OpenLevel69	Item|1125	Danh Tướng: Vũ Khí T4
47	1	999	OpenLevel69	OpenLevel79	Item|1126	Danh Tướng: Vũ Khí T5
47	1	999	OpenLevel79	OpenLevel89	Item|1127	Danh Tướng: Vũ Khí T6
47	1	999	OpenLevel89	OpenLevel99	Item|1128	Danh Tướng: Vũ Khí T7
47	1	999	OpenLevel99	OpenLevel109	Item|1129	Danh Tướng: Vũ Khí T8
47	1	999	OpenLevel109	OpenLevel119	Item|1130	Danh Tướng: Vũ Khí T9
47	1	999	OpenLevel119	OpenLevel129	Item|1131	Danh Tướng: Vũ Khí T10
47	1	999	OpenLevel129	OpenLevel139	Item|5561	Danh Tướng: Vũ Khí T11
47	1	999	OpenLevel139	OpenLevel149	Item|5562	Danh Tướng: Vũ Khí T12
47	1	999	OpenLevel149	OpenLevel159	Item|5563	Danh Tướng: Vũ Khí T13
47	1	999	OpenLevel159	OpenLevel169	Item|5564	Danh Tướng: Vũ Khí T14
47	1	999	OpenLevel169	OpenLevel179	Item|5565	Danh Tướng: Vũ Khí T15
47	1	999	OpenLevel179		Item|5566	Danh Tướng: Vũ Khí T16
47	1	999	OpenLevel69	OpenDay224	Item|4317	Danh Tướng: Da Lv2
47	1	999	OpenDay99	OpenDay399	Item|4318	Danh Tướng: Da Lv3
47	1	999	OpenDay224		Item|4319	Danh Tướng: Da Lv4
47	1	999	OpenDay399		Item|4320	Danh Tướng: Da Lv5
