szKind	nCount	nPoint	szAward		nKinMsg	nWorldMsg	szName	szDesc
RankBattle_1	1	3	Gold|500				Khiêu Chiến Võ Thần Điện	Khiêu chiến người khác 1 lần trong Võ Thần Điện
RankBattle_2	1	5	Gold|2000				Top 1000	Võ Thần Điện đạt Top 1000
RankBattle_3	1	10	Gold|3000				Top 100	Võ Thần Điện đạt Top 100
RankBattle_4	1	20	Gold|5000;item|9626|1		1		Top 10	Võ Thần Điện đạt Top 10
RankBattle_5	1	40	Gold|10000;item|9627|1		1	1	Hạng 1!	Võ Thần Điện đạt hạng 1
InDifferBattle_1	1	3	Gold|1000				Lần đầu vào Tâm Ma	Tham gia hoạt động Tâm Ma Ảo Cảnh/Tuyệt Địa
InDifferBattle_2	1	5	Gold|2000				Diệt Người Bí Ẩn	Trong Tâm Ma Ảo Cảnh/Tuyệt Địa diệt 1 Người Bí Ẩn
InDifferBattle_3	1	10	Gold|3000				Sống Còn	Trong Tâm Ma Ảo Cảnh/Tuyệt Địa vào giai đoạn cuối
InDifferBattle_4	1	20	Gold|5000;item|9628|1		1		Cao Thủ Sinh Tồn	Trong Tâm Ma Ảo Cảnh/Tuyệt Địa chiến thắng 1 lần
InDifferBattle_4p	1	20	Gold|20000				Cao Thủ Sinh Tồn 2	Trong Tâm Ma Ảo Cảnh/Tuyệt Địa ghép cá nhân chiến thắng 1 lần
InDifferBattle_4	10	30	Gold|10000;item|9629|1;item|9833|1		1		Bậc Thầy Sinh Tồn 1	Trong Tâm Ma Ảo Cảnh/Tuyệt Địa tích lũy chiến thắng 10 lần
InDifferBattle_4	50	50	Gold|30000;item|9630|1				Bậc Thầy Sinh Tồn	Trong Tâm Ma Ảo Cảnh/Tuyệt Địa tích lũy chiến thắng 50 lần
InDifferBattle_Tank	1	20	Gold|10000				Ảo Ảnh Xa	Trong Tâm Ma Ảo Cảnh/Tuyệt Địa không diệt một ai vào đến giai đoạn cuối
InDifferBattle_Boxes	1	10	Gold|2000				Bá Chiếm Ảo Tượng	Trong Tâm Ma Ảo Cảnh, đội mở Ảo Tượng và mở tất cả bảo rương
InDifferBattle_BearKiller	1	15	Gold|2000				Gấu Chúa Sát Thủ	Trong Tâm Ma Ảo Cảnh diệt 1 Hám Thiên Hùng Hoàng
InDifferBattle_Wusheng	1	15	Gold|5000				Ta Thần Trang Rồi	Trong Tâm Ma Ảo Cảnh quân hàm tăng đến Võ Thánh
Challenge_1	1	3	Gold|1000				Không Phục Đấu Đơn	Lần đầu lên Lôi Đài
Challenge_Win	5	5	Gold|1000				Tài Năng Đơn Đấu	Ở Tỉ Võ Trường tích lũy thắng 5 trận
Challenge_Win	10	10	Gold|2000				Cao Thủ Đơn Đấu	Ở Tỉ Võ Trường tích lũy thắng 10 trận
Challenge_Win	50	20	Gold|5000;item|9631|1		1		Vương Giả Đơn Đấu	Ở Tỉ Võ Trường tích lũy thắng 50 trận
Challenge_Win	100	50	Gold|10000;item|9632|1		1		Trăm Trận Trăm Thắng	Ở Tỉ Võ Trường tích lũy thắng 100 trận
KeyQuest_1	1	3	Gold|1000				Sơ Nhập Đào Lâm	Lần đầu vào Di Tích Tầm Bảo
KeyQuest_KeyRobber	1	5	Gold|1000				Sát Nhân Đoạt Phù	Tại Di Tích Tầm Bảo diệt Người Bí Ẩn và đoạt Bùa Truyền Tống
KeyQuest_Floor3	1	10	Gold|3000				Thám Hiểm Tầng 3	Tại Di Tích Tầm Bảo lần đầu vào tầng 3
KeyQuest_Unfortunate	1	10	Gold|2000				Thảm Họa	Di Tích Tầm Bảo 1 phút trước khi vào tầng tiếp theo bị mất Bùa Truyền Tống
KeyQuest_BigBox	1	20	Gold|20000;item|9633|1		1		Bảo Rương Lớn!	Di Tích Tầm Bảo tầng 3 mở Bảo Rương Lớn
KeyQuest_SwordRobber	1	5	Gold|2000		1		Giết Người Cướp Của	Tại Di Tích Tầm Bảo diệt Người Bí Ẩn và đoạt Sáng Thế Kiếm
HeroChallenge_1	1	3	Gold|1000				Khiêu Chiến	Vượt thành công 1 lượt Khiêu Chiến Anh Hùng
HeroChallenge_2	1	5	Gold|2000				Dũng Cảm	Vượt thành công 6 lượt Khiêu Chiến Anh Hùng
HeroChallenge_3	1	10	Gold|3000				Toàn Thắng	Vượt thành công 10 lượt Khiêu Chiến Anh Hùng
HeroChallenge_3	10	20	Gold|5000;item|9634|1				Bách Chiến Bách Thắng	Vượt thành công 10 lượt Khiêu Chiến Anh Hùng 10 lần
HeroChallenge_3	100	50	Gold|10000;item|9635|1		1		Bách Chiến Thành Ma	Vượt thành công 10 lượt Khiêu Chiến Anh Hùng 100 lần
Cangbaotu_1	1	3	Gold|1500				Đào Kho Báu bắt đầu rồi	Đào kho báu 1 lần
Cangbaotu_2	1	5	Gold|1500				Bên trong là gì?	Đào được rương cũ
Cangbaotu_3	1	5	Gold|4000;item|9611|1				Ồ! Bảo Vật	Đào được vật phẩm Lam trở lên
Cangbaotu_1	200	10	Gold|5000;item|9636|1				Tầm Bảo	Đào kho báu 200 lần
Cangbaotu_1	1000	20	Gold|7000;item|9637|1		1		Đoạt Bảo Kỳ Binh	Đào kho báu 1000 lần
Dungeon_1	1	5	Gold|1500				Ồ! Địa Cung	Đào kho báu rơi vào Địa Cung
Dungeon_2	1	5	Gold|1500				Trợ Thủ Đến Rồi	Mời người khác vào Địa Cung thành công
Dungeon_3	1	5	Gold|1500				Cảm Ơn Đã Mời	Được người khác mời vào Địa Cung
Dungeon_4	1	5	Gold|1500				Mật Thất Tầng 2!	Trong Địa Cung phát hiện Mật Thất Tầng 2
Dungeon_1	50	20	Gold|7000;item|9638|1		1		Trời Xanh Chiếu Cố	Đào kho báu rơi vào Địa Cung 50 lần
HighCangbaotu_1	1	10	Gold|4000;item|9611|1				Tàng Bảo Đồ-Cao	Đào Tàng Bảo Đồ-Cao thành công 1 lần
HighCangbaotu_2	1	10	Gold|4000;item|9611|1				Bị Bao Vây	Đào Tàng Bảo Đồ-Cao xuất hiện Đoạt Bảo Tặc
HighCangbaotu_3thieves	1	15	Gold|5000				Cướp Cướp Cướp	Đào Tàng Bảo Đồ-Cao liên tục xuất hiện 3 lần Đoạt Bảo Tặc
HighCangbaotu_5thieves	1	20	Gold|10000				Cướp Cướp Cướp Cướp Cướp	Đào Tàng Bảo Đồ-Cao liên tục xuất hiện 5 lần Đoạt Bảo Tặc
HighCangbaotu_3	1	20	Gold|4000;item|9611|1				Nhận Bí Kíp	Đào Tàng Bảo Đồ-Cao nhận được Bí Kíp Võ Lâm
HighCangbaotu_4	1	20	Gold|4000;item|9611|1				Thần Binh Bổn Mạng	Đào Tàng Bảo Đồ-Cao nhận được Thần Binh Bổn Mạng Đồng Hành
HighCangbaotu_5	1	20	Gold|4000;item|9611|1				Thủ Lĩnh!	Đào Tàng Bảo Đồ-Cao xuất hiện Thủ Lĩnh Dã Ngoại
PunishTask_1	1	3	Gold|500				Giang Hồ Trừng Ác	Hoàn thành 1 lần nhiệm vụ Trừng Ác
PunishTask_1	20	5	Gold|1000				Nghiêm Trừng Ác Đồ	Hoàn thành 20 lần nhiệm vụ Trừng Ác
PunishTask_1	100	10	Gold|2000				Hành Hiệp Trượng Nghĩa	Hoàn thành 100 lần nhiệm vụ Trừng Ác
PunishTask_1	300	20	Gold|3000				Diệt Cỏ Tận Gốc	Hoàn thành 300 lần nhiệm vụ Trừng Ác
PunishTask_1	1000	50	Gold|5000;item|9639|1		1		Danh Mãn Giang Hồ	Hoàn thành 1000 lần nhiệm vụ Trừng Ác
PunishTask_Orange	1	10	Gold|2000				Đại Đạo Tặc 1	Làm đội trưởng và diệt 1 Thủ Lĩnh Cam trong Trừng Ác
PunishTask_Orange	10	20	Gold|5000				Đại Đạo Tặc 2	Làm đội trưởng và diệt 10 Thủ Lĩnh Cam trong Trừng Ác
PunishTask_Orange	50	50	Gold|10000				Đại Đạo Tặc 3	Làm đội trưởng và diệt 50 Thủ Lĩnh Cam trong Trừng Ác
KinSecret_Win1	1	10	Gold|1000				Vượt Ải Bí Cảnh 1	Tham gia Bí Cảnh Bang Hội và vượt 1 phòng
KinSecret_Win2	1	20	Gold|3000				Vượt Ải Bí Cảnh 2	Tham gia Bí Cảnh Bang Hội và vượt 2 phòng
KinSecret_Win3	1	50	Gold|5000				Vượt Ải Bí Cảnh 3	Tham gia Bí Cảnh Bang Hội và vượt 3 phòng
KinSecret_BigBox	1	10	Gold|2000				Nhanh Tay	Bí Cảnh Bang Hội mở Bảo Rương Lớn sau khi vượt ải
KinSecret_Order	1	50	Gold|5000				Kỷ Luật Nghiêm Minh	Vượt ải 1 phòng và boss của 3 ải đều chưa hấp hồn thành công
KinSecret_Bad	1	10	Gold|2000				Thôi rồi	Độc Cô Kiếm được Trương Lâm Tâm hồi sinh trong Bí Cảnh Bang Hội
KinFuben_1	1	3	Gold|1000				Bắt Đầu Thí Luyện	Tham gia 1 lần Thí Luyện Bang Hội
KinFuben_1	2	5	Gold|2000				Tiếp Tục Thí Luyện	Tham gia 2 lần Thí Luyện Bang Hội
KinFuben_1	4	5	Gold|3000				Luyện Binh	Tham gia 4 lần Thí Luyện Bang Hội
KinFuben_1	10	10	Gold|5000				Tập Luyện	Tham gia 10 lần Thí Luyện Bang Hội
KinFuben_1	20	20	Gold|10000;item|9640|1		1		Bách Luyện Thành Cang	Tham gia 20 lần Thí Luyện Bang Hội
RandomFuben_1	1	3	Gold|3000				Mới Đến Lăng Tuyệt Phong	Vượt Lăng Tuyệt Phong Tầng 1
RandomFuben_2	1	3	Gold|3000				Cơ Quan Trùng Trùng	Vượt Lăng Tuyệt Phong Tầng 2
RandomFuben_3	1	3	Gold|3000				Bí Mật Trong Núi	Vượt Lăng Tuyệt Phong Tầng 3
RandomFuben_4	1	3	Gold|3000				Lăng Tuyệt Gian Nan	Vượt Lăng Tuyệt Phong Tầng 4
RandomFuben_5	1	3	Gold|3000;item|9641|1		1		Cao Thủ Lăng Tuyệt	Vượt Lăng Tuyệt Phong Tầng 5
RandomFuben_NoDeath	1	20	Gold|5000				Một Mạng Vượt Ải	Đội viên đều chưa tử vong đã vượt ải Lăng Tuyệt Phong
RandomFuben_Fast	1	20	Gold|10000				Nhanh Như Chớp	Thời gian tiêu hao 2 phút 40 giây vượt ải Lăng Tuyệt Phong
RandomFubenCard_1	1	3	Gold|6000;item|9613|1				Bí Mật Lăng Tuyệt Phong	Thu thập 1 Thẻ Lăng Tuyệt Phong
RandomFubenCard_2	1	5	Gold|6000;item|9613|1				Kho Báu Lăng Tuyệt Phong	Từng nhận thưởng thu thập Lăng Tuyệt Phong
RandomFubenCard_3	1	5	Gold|6000;item|9613|1				Giang Hồ Bách Hiểu Sinh	Thu thập Lăng Tuyệt Phong đạt top 100
RandomFubenCard_4	1	10	Gold|6000;item|9613|1				Lăng Tuyệt Tiếu Hồng Trần	Thu thập Lăng Tuyệt Phong đạt top 30
RandomFubenCard_5	1	20	Gold|6000;item|9642|1		1		Cửu Thiên Tiêu Dao Du	Hạng 1 trong BXH Thu Thập Thẻ Lăng Tuyệt Phong
AdventureFuben_Anger1	1	3	Gold|1000				Nộ Khí Đầy	Sơn Tặc Mật Quật mở cơ quan 1 lần
AdventureFuben_Anger0	1	3	Gold|3000				Dễ Dàng	Sơn Tặc Mật Quật đội không mở cơ quan thành công vượt ải
XiuLian_1	1	3	Gold|1000				Tu Luyện Bắt Đầu Rồi	Mở trạng thái Tu Luyện 1 lần
XiuLian_1	20	5	Gold|2000				Tiếp Tục	Mở trạng thái Tu Luyện 20 lần
XiuLian_1	60	10	Gold|3000				Khổ Luyện Mỗi Ngày	Mở trạng thái Tu Luyện 60 lần
XiuLian_1	200	20	Gold|5000;item|9643|1		1		Luyện Cấp Cuồng Ma	Mở trạng thái Tu Luyện 200 lần
XiuLian_2	1	3	Gold|1000				Đống Lửa	Đốt Lửa Trại
TeamFuben_1	1	3	Gold|500				Bí Cảnh Tổ Đội	Vượt bí cảnh tổ đội
TeamFuben_2	1	10	Gold|2000;item|9644|1				Phong Vân Nổi Dậy	Bí Cảnh Tàng Kiếm Sơn Trang đạt「Trác Việt」
TeamFuben_3	1	10	Gold|2000;item|9645|1				Võ Di Kinh Hồn	Bí Cảnh Võ Di Cấm Địa đạt「Trác Việt」 đạt
TeamFuben_4	1	10	Gold|2000;item|9646|1				Bí Cảnh Dung Hỏa	Bí Cảnh Dung Hỏa Tịch Lịch đạt「Trác Việt」
TeamFuben_5	1	10	Gold|2000;item|9647|1				Thúy Trúc Quỷ Sâm	Bí Cảnh Thúy Trúc U Cốc đạt「Trác Việt」
TeamFuben_6	1	10	Gold|2000;item|9648|1				Hô Khiếu Liệt Phong	Bí Cảnh Hô Khiếu Sơn Đạo đạt 「Trác Việt」
TeamFuben_7	1	10	Gold|2000;item|9649|1				Tuyết Phong Tử Nhật	Bí Cảnh Tuyết Phong Tiêu Yên đạt「Trác Việt」t
ImperialTomb_Heshibi	1	5	Gold|1000				Thủy Hoàng Ban Thưởng 1	Ở Tần Lăng nhận 1 Hòa Thị Bích
ImperialTomb_Heshibi	10	10	Gold|2000				Thủy Hoàng Ban Thưởng 2	Ở Tần Lăng nhận 10 Hòa Thị Bích
ImperialTomb_Heshibi	50	20	Gold|5000				Thủy Hoàng Ban Thưởng 3	Ở Tần Lăng nhận 50 Hòa Thị Bích
ImperialTomb_Heshibi	100	50	Gold|20000;item|9650|1		1		Thủy Hoàng Ban Thưởng 4	Ở Tần Lăng nhận 100 Hòa Thị Bích
ImperialTomb_Hole_1	1	5	Gold|1000				Linh Quang Nhất Hiện	Vào Mật Thất Tần Lăng 1 lần
ImperialTomb_Hole_2	1	10	Gold|3000				May Mắn Liên Tiếp 1	Trong 1 ngày vào Mật Thất Tần Lăng 3 lần
ImperialTomb_Hole_3	1	15	Gold|5000				May Mắn Liên Tiếp 2	Trong 1 ngày vào Mật Thất Tần Lăng 5 lần
ImperialTomb_Hole_4	1	20	Gold|10000				May Mắn Liên Tiếp 3	Trong 1 ngày vào Mật Thất Tần Lăng 10 lần
ImperialTomb_Hole_5	1	40	Gold|20000;item|9651|1		1		May Mắn Liên Tiếp 4	Trong 1 ngày vào Mật Thất Tần Lăng 20 lần
Chat_Private	1	3	Gold|500				Trò Chuyện	Chat riêng 1 lần với người chơi bất kỳ
Chat_Emotion	1	3	Gold|500				Ngôn từ phong phú	Gửi biểu cảm ở bất kỳ kênh nào
Chat_Voice	1	3	Gold|500				Dư Âm Nhiễu Lương	Gửi Voice đến kênh bất kỳ
Chat_World	1	3	Gold|500				Công Khai Quan Điểm	Trong kênh Thế Giới gửi tin nhắn Chat cộng đồng
Chat_Kin	1	3	Gold|500				Bang Hội Lên Tiếng	Trong Bang Hội gửi tin nhắn Chat cộng đồng
Chat_School	1	3	Gold|500				Chào Đồng Môn	Trong Môn phái gửi tin nhắn Chat cộng đồng
Chat_Color	1	5	Gold|1000				Thiên Lý Truyền Âm	Gửi tin chat màu
QuickTeamUp_Normal	1	3	Gold|500				Lập Tổ Đội	Dùng tổ đội nhanh tham gia 1 lần hoạt động tổ đội
PkExcercise_1	1	3	Gold|500				Tỉ Thí Nào	Tỷ thí cùng người khác
2-person_Horse	1	5	Gold|500				Vui Vẻ Bên Nhau	Cùng người chơi khác hoàn thành 1 lần Cùng Cưỡi
2-person_Close	1	5	Gold|500				Thân Thiết	Cùng người chơi khác hoàn thành 1 lần động tác Thân Thiết
2-person_Hug	1	5	Gold|500				Ôm Vào Lòng	Cùng người chơi khác hoàn thành 1 lần Ôm
2-person_HandInHand	1	5	Gold|500				Tay Đan Trong Tay	Cùng người chơi khác hoàn thành 1 lần Nắm Tay
Give_Clothes	1	10	Gold|2000				Áo Xinh Tặng Người Đẹp	Tặng 1 lần Ngoại Trang
Give_Flower	1	3	Gold|500				Có Qua Có Lại 1	Tặng 1 lần Hoa Hồng/Cỏ May Mắn
Give_Flower	10	5	Gold|1000				Có Qua Có Lại 2	Tích lũy tặng 10 lần Hoa Hồng/Cỏ May Mắn
Give_Flower	50	10	Gold|3000				Có Qua Có Lại 3	Tích lũy tặng 50 lần Hoa Hồng/Cỏ May Mắn
Give_Flower	100	20	Gold|5000				Có Qua Có Lại 4	Tích lũy tặng 100 lần Hoa Hồng/Cỏ May Mắn
Give_Flower	500	50	Gold|10000				Có Qua Có Lại 5	Tích lũy tặng 500 lần Hoa Hồng/Cỏ May Mắn
Give_Flower	1000	100	Gold|20000;item|9577|1;item|9652|1		1		Có Qua Có Lại 6	Tích lũy tặng 1000 lần Hoa Hồng/Cỏ May Mắn
Give_99Flower	1	5	Gold|2000				Tặng Quà Lớn 1	Tặng 1 lần 99 Hoa Hồng/99 Cỏ May Mắn
Give_99Flower	10	10	Gold|5000				Tặng Quà Lớn 3	Tích lũy tặng 10 lần 99 Hoa Hồng/99 Cỏ May Mắn
Give_99Flower	50	50	Gold|10000;item|9653|1		1		Tặng Quà Lớn 2	Tích lũy tặng 50 lần 99 Hoa Hồng/99 Cỏ May Mắn
Family_1	1	3	Gold|500				Nơi Dừng Chân	Lần đầu vào Bang Hội
Family_3	1	3	Gold|500				Quà Bang Hội 1	Nhận 1 Hộp Quà Bang Hội
Family_3	5	5	Gold|500				Quà Bang Hội 2	Đã nhận 5 Hộp Quà Bang Hội
Family_3	50	10	Gold|3000				Quà Bang Hội 3	Đã nhận 50 Hộp Quà Bang Hội
Family_3	250	20	Gold|5000				Quà Bang Hội 4	Nhận 250 Hộp Quà Bang Hội
Family_3	1000	50	Gold|10000;item|9654|1				Quà Bang Hội 5	Nhận 1000 Hộp Quà Bang Hội
FamilyContribute_1	1	3	Gold|1000				Ta Muốn Quyên Góp	Hoàn thành 1 lần Góp Bang Hội
FamilyContribute_1	10	5	Gold|2000				Góp tiếp	Hoàn thành 10 lần Góp Bang Hội
FamilyContribute_1	50	10	Gold|3000				Công Huân Thành Viên	Hoàn thành 50 lần Góp Bang Hội
FamilyContribute_1	200	20	Gold|5000				Đóng Góp Không Ngừng	Hoàn thành 200 lần Góp Bang Hội
FamilyContribute_1	1000	50	Gold|10000;item|9655|1		1		Hào Phóng	Hoàn thành 1000 lần Góp Bang Hội
FamilyContribute_1	10000	100	Gold|50000;item|4250|1		1		Giàu Sang	Góp Bang Hội 10000 lần
PayOff_1	1	3	Gold|1000				Đã Phát Lương	Nhận lương Bang Hội 1 lần
PayOff_1	100	5	Gold|2000				Lại Có Tiền Nhận	Tích lũy nhận Lương Bang Hội vượt quá 100 Nguyên Bảo
PayOff_1	1000	10	Gold|3000				Làm Nhiều Hưởng Nhiều 1	Tích lũy nhận Lương Bang Hội vượt quá 1000 Nguyên Bảo
PayOff_1	3000	20	Gold|5000				Làm Nhiều Hưởng Nhiều 2	Tích lũy nhận Lương Bang Hội vượt quá 3000 Nguyên Bảo
PayOff_1	10000	50	Gold|10000				Làm Nhiều Hưởng Nhiều 3	Tích lũy nhận Lương Bang Hội vượt quá 10000 Nguyên Bảo
Family_Share	1	3	Gold|500				Hào Sảng 1	Nhận 1 lần lợi tức
Family_Share	1000	5	Gold|1000				Hào Sảng 2	Tích lũy nhận lợi tức hơn 1000 Nguyên Bảo
Family_Share	3000	10	Gold|2000				Hào Sảng 3	Tích lũy nhận lợi tức hơn 3000 Nguyên Bảo
Family_Share	10000	20	Gold|3000				Hào Sảng 4	Tích lũy nhận lợi tức hơn 10000 Nguyên Bảo
Family_Share	50000	50	Gold|5000				Hào Sảng 5	Tích lũy nhận lợi tức hơn 50000 Nguyên Bảo
Family_Share	100000	100	Gold|10000		1		Hào Sảng 6	Tích lũy nhận lợi tức hơn 100000 Nguyên Bảo
RedBag_1	1	3	Gold|1000				Lì Xì	Lần Đầu Phát Lì Xì
DoubleRedBag_1	1	10	Gold|5000				Lì Xì Lớn	Lần Đầu Phát Lì Xì x2
LuckDog	1	10	Gold|2000				Vận May Cực Tốt	Đoạt Lì Xì nhận may mắn nhất
UnforunateMan	1	10	Gold|2000				Vận May Không Tốt	Đoạt Lì Xì chỉ được nhận 1 Nguyên Bảo
GetMeFight_1	1	3	Gold|1000				Đến Truyền Công	Truyền công hoặc được truyền công 1 lần
GetMeFight_1	3	5	Gold|1000				Tiếp Tục Truyền Công	Truyền công hoặc được truyền công 3 lần
GetMeFight_1	10	10	Gold|2000				Giúp Người	Truyền công hoặc được truyền công 10 lần
GetMeFight_1	30	15	Gold|3000;item|9656|1				Niềm Vui Giúp Người	Truyền công hoặc được truyền công 30 lần
GetMeFight_1	100	20	Gold|5000;item|9657|1		1		Ở Hiền Gặp Lành	Truyền công hoặc được truyền công 100 lần
Family_5	1	3	Gold|2000				Lửa Trại Bang Hội	Tham gia 1 lần Hoạt động Lửa Trại Bang Hội
Drink	1	5	Gold|1000				Tiếp Đãi 1	Mời mọi người uống rượu 1 lần ở Lửa Trại Bang Hội
Drink	10	10	Gold|3000				Tiếp Đãi 2	Mời mọi người uống rượu 10 lần ở Lửa Trại Bang Hội
Drink	50	20	Gold|5000				Tiếp Đãi 3	Mời mọi người uống rượu 50 lần ở Lửa Trại Bang Hội
Drink	100	50	Gold|10000;item|9658|1		1		Tiếp Đãi 4	Mời mọi người uống rượu 100 lần ở Lửa Trại Bang Hội
Family_4	1	3	Gold|1000				Chế Tạo Trang Bị	Tạo trang bị ở Bang Hội Tác Phường 1 lần
CommerceTask_Help	1	3	Gold|500				Cùng Giúp Đỡ Nhau	Giúp thành viên Bang hoàn thành nhiệm vụ Thương Hội 1 lần
CommerceTask_Help	10	5	Gold|1000				Cao Thủ Hỗ Trợ 1	Giúp thành viên Bang hoàn thành nhiệm vụ Thương Hội 10 lần
CommerceTask_Help	50	10	Gold|3000				Cao Thủ Hỗ Trợ 2	Giúp thành viên Bang hoàn thành nhiệm vụ Thương Hội 50 lần
CommerceTask_Help	100	20	Gold|5000				Cao Thủ Hỗ Trợ 3	Giúp thành viên Bang hoàn thành nhiệm vụ Thương Hội 100 lần
CommerceTask_Help	500	50	Gold|10000;item|9659|1		1		Cao Thủ Hỗ Trợ 4	Giúp thành viên Bang hoàn thành nhiệm vụ Thương Hội 500 lần
Sworn_1	1	10	Gold|2000				Kết Nghĩa Kim Lan	Hoàn thành 1 lần Kết Bái
Sworn_2	1	20	Gold|10000				Tình Cảm Sâu Đậm	Thân mật với thành viên Kết Bái đạt Lv30
Friends_1	1	3	Gold|1000				Kêu Gọi Bằng Hữu	Có 20 hảo hữu
Friends_2	1	10	Gold|2000				Khách Quý Đông Đúc	Có 50 hảo hữu
Friends_3	1	20	Gold|5000				Tứ Hải Giai Huynh Đệ	Có 100 hảo hữu
Friend_1	1	3	Gold|1000				Xã Giao	Độ thân mật cùng 1 hảo hữu đạt Lv5
Friend_2	1	5	Gold|3000				Giao Tình	Độ thân mật cùng 1 hảo hữu đạt Lv10
Friend_3	1	10	Gold|5000				Chân Thành	Độ thân mật cùng 1 hảo hữu đạt Lv20
Friend_4	1	20	Gold|10000				Tri Kỷ	Độ thân mật cùng 1 hảo hữu đạt Lv30
Friend_5	1	30	Gold|30000				Sinh Tử	Độ thân mật cùng 1 hảo hữu đạt Lv40
FriendFamiliar_1	3	5	Gold|3000				Tình Bạn Chân Thành	Độ thân mật cùng 3 hảo hữu đạt Lv5
FriendFamiliar_2	3	10	Gold|5000				Tình Thâm Ý Trọng	Độ thân mật cùng 3 hảo hữu đạt Lv10
FriendFamiliar_3	3	20	Gold|10000				Can Đảm Tương Chiếu	Độ thân mật cùng 3 hảo hữu đạt Lv20
FriendFamiliar_4	3	30	Gold|30000				Tâm Đầu Ý Hợp	Độ thân mật cùng 3 hảo hữu đạt Lv30
FriendFamiliar_5	3	50	Gold|50000;item|9660|1		1		Sinh Tử Có Nhau	Độ thân mật cùng 3 hảo hữu đạt Lv40
TeacherStudentElite_1	1	10	Gold|3000				Giáo Đạo Hữu Phương	Có 1 Đệ Tử Kiệt Xuất xuất sư
TeacherStudentMaster_1	2	10	Gold|2000				Thầy Tốt Bạn Hiền	Có 2 đệ tử xuất sư
TeacherStudentMaster_1	5	20	Gold|5000				Dạy Dỗ Tận Tình	Có 5 đệ tử xuất sư
TeacherStudentMaster_1	10	30	Gold|10000;item|9661|1		1		Gương Sáng Noi Theo	Có 10 đệ tử xuất sư
TeacherStudentMaster_1	20	40	Gold|30000;item|9662|1		1		Học Trò Khắp Chốn	Có 20 đệ tử xuất sư
TeacherStudentMaster_1	30	50	Gold|50000;item|9663|1		1		Nhất Đại Tôn Sư	Có 30 đệ tử xuất sư
TeacherStudentMaster_1	50	60	Gold|50000				Khai Tông Lập Phái	Có 50 đệ tử xuất sư
TeacherStudent_Horse	1	20	Gold|10000				Tặng Ngựa Quý	Đồ đệ xuất sư được tặng Ô Vân Đạp Tuyết
TeacherStudent_Equip	1	10	Gold|2000				Mong Ngươi Mạnh Hơn	Đồ đệ xuất sư được tặng trang bị
TeacherStudent_Clothes	1	10	Gold|2000				Giúp Ngươi Thay Đổi	Đồ đệ xuất sư được tặng ngoại trang
TeacherStudent_Token	1	10	Gold|2000				Chúc Ngươi Mạnh Mẽ	Đồ đệ xuất sư được tặng lệnh bài
TeacherStudent_Excellent	1	10	Gold|3000				Xuất Chúng	Làm Đồ Đệ xuất sư hoàn mỹ
TeacherStudent_Task	1	5	Gold|500				Hoàn Thành Hoàn Mỹ 1	Hoàn thành hoàn mỹ nhiệm vụ Sư Phụ giao 1 lần
TeacherStudent_Task	10	10	Gold|2000				Hoàn Thành Hoàn Mỹ 2	Hoàn thành hoàn mỹ nhiệm vụ Sư Phụ giao 10 lần
TeacherStudent_Task	30	20	Gold|3000				Hoàn Thành Hoàn Mỹ 3	Hoàn thành hoàn mỹ nhiệm vụ Sư Phụ giao 30 lần
TeacherStudent_Task	50	50	Gold|5000;item|9664|1		1		Hoàn Thành Hoàn Mỹ 4	Hoàn thành hoàn mỹ nhiệm vụ Sư Phụ giao 50 lần
Engage_1	1	20	Gold|3000				Nắm Tay Thành Công	Đính hôn với một người
Marry_1	1	50	Gold|10000				Duyên Định Tam Sinh	Cùng đối tượng đính hôn cử hành hôn lễ
Marry_Qinggong	1	10	Gold|5000				Chung Vai Sát Cánh	Tại Lâm An Thành hoàn thành 1 lần Khinh Công Hai Người
WeddingAnniversary_1	1	10	Gold|5000				Đám Cưới Giấy	Cùng bạn đời trải qua kỷ niệm 1 tháng kết hôn và nhận thưởng kỷ niệm
WeddingAnniversary_2	1	50	Gold|10000		1		Đám Cưới Bạc	Cùng bạn đời trải qua kỷ niệm 6 tháng kết hôn và nhận thưởng kỷ niệm
WeddingAnniversary_3	1	100	Gold|50000;item|9665|1		1	1	Đám Cưới Vàng	Cùng bạn đời trải qua kỷ niệm 1 năm kết hôn và nhận thưởng kỷ niệm
Revenge_1	1	3	Gold|500				Ta Muốn Báo Thù	Báo thù thành công 1 lần
Revenge_2	10000	10	Gold|3000				Báo Thù 1	Báo thù đoạt được 10000 Bạc
Revenge_2	100000	20	Gold|5000				Báo Thù 2	Báo thù đoạt được 100000 Bạc
Prison_1	1	3	Gold|5000				Truy Nã	Truy nã người khác lần đầu
Wanted_Complete	1	5	Gold|1000				Truy Giết 1	Hoàn thành Truy Nã 1 lần
Wanted_Complete	10	10	Gold|3000				Truy Giết 2	Hoàn thành Truy Nã 10 lần
Wanted_Complete	50	30	Gold|5000		1		Truy Giết 3	Hoàn thành Truy Nã 50 lần
Wanted_Complete	100	50	Gold|10000;item|9542|1;item|9666|1		1	1	Truy Giết 4	Hoàn thành Truy Nã 100 lần
HouseLevel_1	1	3	Gold|6000				Ta Đã Có Nhà	Sở hữu 1 Gia Viên cho bản thân
HouseLevel_2	3	5	Gold|7000				Xây Dựng Rầm Rộ	Cấp Gia Viên đạt Lv3
