ItemTID	Faction	SoleTag	SkillID	AttribType1	InitValue1	GrowValue1	AttribType2	InitValue2	GrowValue2	AttribType3	InitValue3	GrowValue3	AttribType4	InitValue4	GrowValue4	Desc
10563	19	7	105	vitality_v	2000	200	dexterity_v	2000	200	strength_v	4000	400	energy_v	2000	200	Đoàn Thị Tuyệt Học 7
10564	19	8	105	vitality_v	2000	200	dexterity_v	2000	200	strength_v	4000	400	energy_v	2000	200	Đoàn Thị Tuyệt Học 8
10565	19	9	105	vitality_v	2000	200	dexterity_v	2000	200	strength_v	4000	400	energy_v	2000	200	Đoàn Thị Tuyệt Học 9
10566	19	10	105	vitality_v	2000	200	dexterity_v	2000	200	strength_v	4000	400	energy_v	2000	200	Đoàn Thị Tuyệt Học 10
11285	20	1	5872	vitality_v	2000	200	dexterity_v	4000	400	strength_v	3000	300	energy_v	1000	100	万花绝学1
11286	20	2	5874	vitality_v	2000	200	dexterity_v	4000	400	strength_v	3000	300	energy_v	1000	100	万花绝学2
11287	20	3	105	vitality_v	2000	200	dexterity_v	4000	400	strength_v	3000	300	energy_v	1000	100	万花绝学3
11288	20	4	105	vitality_v	2000	200	dexterity_v	4000	400	strength_v	3000	300	energy_v	1000	100	万花绝学4
11289	20	5	105	vitality_v	2000	200	dexterity_v	4000	400	strength_v	3000	300	energy_v	1000	100	万花绝学5
11290	20	6	105	vitality_v	2000	200	dexterity_v	4000	400	strength_v	3000	300	energy_v	1000	100	万花绝学6
11291	20	7	105	vitality_v	2000	200	dexterity_v	4000	400	strength_v	3000	300	energy_v	1000	100	万花绝学7
11292	20	8	105	vitality_v	2000	200	dexterity_v	4000	400	strength_v	3000	300	energy_v	1000	100	万花绝学8
11293	20	9	105	vitality_v	2000	200	dexterity_v	4000	400	strength_v	3000	300	energy_v	1000	100	万花绝学9
11294	20	10	105	vitality_v	2000	200	dexterity_v	4000	400	strength_v	3000	300	energy_v	1000	100	万花绝学10
