TemplateId	Name	Kind	ShowType	ItemType	DetailType	Level	RequireLevel	RealLevel	Icon	BigIcon	ObjID	Intro	Price	Quality	ItemValue	Sellable	ClassName	ResEffect	FightPower	ExtParam1	ExtParam2	ExtParam3	Attrib1Type	Attrib1Value1	Attrib1Value2	Attrib1Value3	Attrib2Type	Attrib2Value1	Attrib2Value2	Attrib2Value3	Attrib3Type	Attrib3Value1	Attrib3Value2	Attrib3Value3	Attrib4Type	Attrib4Value1	Attrib4Value2	Attrib4Value3	Attrib5Type	Attrib5Value1	Attrib5Value2	Attrib5Value3	Attrib6Type	Attrib6Value1	Attrib6Value2	Attrib6Value3	Attrib7Type	Attrib7Value1	Attrib7Value2	Attrib7Value3	Attrib8Type	Attrib8Value1	Attrib8Value2	Attrib8Value3	Attrib9Type	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3
8152	Tuyệt Học-Tiêu Sử Thừa Long	Juexue_Faction17_02		22		4	100		8152	8152				6	4600000		JuexueBook		4600																																																		
8153	Hoa Sơn Tuyệt Học 3	Juexue_Faction17_03		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8154	Hoa Sơn Tuyệt Học 4	Juexue_Faction17_04		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8155	Hoa Sơn Tuyệt Học 5	Juexue_Faction17_05		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8156	Hoa Sơn Tuyệt Học 6	Juexue_Faction17_06		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8157	Hoa Sơn Tuyệt Học 7	Juexue_Faction17_07		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8158	Hoa Sơn Tuyệt Học 8	Juexue_Faction17_08		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8159	Hoa Sơn Tuyệt Học 9	Juexue_Faction17_09		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
8160	Hoa Sơn Tuyệt Học 10	Juexue_Faction17_10		22		4	100		7991	7991				6	4600000		JuexueBook		4600																																																		
9988	Tuyệt Học-Hỏa Quang Tàn Ảnh	Juexue_Faction18_01		22		4	100		9988	9988				6	4600000		JuexueBook		4600																																																		
9989	Tuyệt Học-Bất Diệt Quang	Juexue_Faction18_02		22		4	100		9989	9989				6	4600000		JuexueBook		4600																																																		
9990	Minh Giáo Tuyệt Học 3	Juexue_Faction18_03		22		4	100		9990	9990				6	4600000		JuexueBook		4600																																																		
9991	Minh Giáo Tuyệt Học 4	Juexue_Faction18_04		22		4	100		9991	9991				6	4600000		JuexueBook		4600																																																		
9992	Minh Giáo Tuyệt Học 5	Juexue_Faction18_05		22		4	100		9992	9992				6	4600000		JuexueBook		4600																																																		
9993	Minh Giáo Tuyệt Học 6	Juexue_Faction18_06		22		4	100		9993	9993				6	4600000		JuexueBook		4600																																																		
9994	Minh Giáo Tuyệt Học 7	Juexue_Faction18_07		22		4	100		9994	9994				6	4600000		JuexueBook		4600																																																		
9995	Minh Giáo Tuyệt Học 8	Juexue_Faction18_08		22		4	100		9995	9995				6	4600000		JuexueBook		4600																																																		
9996	Minh Giáo Tuyệt Học 9	Juexue_Faction18_09		22		4	100		9996	9996				6	4600000		JuexueBook		4600																																																		
9997	Minh Giáo Tuyệt Học 10	Juexue_Faction18_10		22		4	100		9997	9997				6	4600000		JuexueBook		4600																																																		
10557	Tuyệt Học-Nhất Dương Chỉ	Juexue_Faction19_01		22		4	100		10557	10557				6	4600000		JuexueBook		4600																																																		
10558	Tuyệt Học-Ngũ La Khinh Yên	Juexue_Faction19_02		22		4	100		10558	10558				6	4600000		JuexueBook		4600																																																		
10559	Đoàn Thị Tuyệt Học 3	Juexue_Faction19_03		22		4	100		10559	10559				6	4600000		JuexueBook		4600																																																		
10560	Đoàn Thị Tuyệt Học 4	Juexue_Faction19_04		22		4	100		10560	10560				6	4600000		JuexueBook		4600																																																		
10561	Đoàn Thị Tuyệt Học 5	Juexue_Faction19_05		22		4	100		10561	10561				6	4600000		JuexueBook		4600																																																		
10562	Đoàn Thị Tuyệt Học 6	Juexue_Faction19_06		22		4	100		10562	10562				6	4600000		JuexueBook		4600																																																		
10563	Đoàn Thị Tuyệt Học 7	Juexue_Faction19_07		22		4	100		10563	10563				6	4600000		JuexueBook		4600																																																		
10564	Đoàn Thị Tuyệt Học 8	Juexue_Faction19_08		22		4	100		10564	10564				6	4600000		JuexueBook		4600																																																		
10565	Đoàn Thị Tuyệt Học 9	Juexue_Faction19_09		22		4	100		10565	10565				6	4600000		JuexueBook		4600																																																		
10566	Đoàn Thị Tuyệt Học 10	Juexue_Faction19_10		22		4	100		10566	10566				6	4600000		JuexueBook		4600																																																		
11285	Tuyệt Học-Vạn Hoa Bút Pháp	Juexue_Faction20_01		22		4	100		111285	111285				6	4600000		JuexueBook		4600																																																		
11286	Tuyệt Học-Mặc Thủ Thành Quy	Juexue_Faction20_02		22		4	100		111286	111286				6	4600000		JuexueBook		4600																																																		
11287	Vạn Hoa Tuyệt Học 3	Juexue_Faction20_03		22		4	100		111287	111287				6	4600000		JuexueBook		4600																																																		
11288	Vạn Hoa Tuyệt Học 4	Juexue_Faction20_04		22		4	100		111288	111288				6	4600000		JuexueBook		4600																																																		
11289	Vạn Hoa Tuyệt Học 5	Juexue_Faction20_05		22		4	100		111289	111289				6	4600000		JuexueBook		4600																																																		
11290	Vạn Hoa Tuyệt Học 6	Juexue_Faction20_06		22		4	100		111290	111290				6	4600000		JuexueBook		4600																																																		
11291	Vạn Hoa Tuyệt Học 7	Juexue_Faction20_07		22		4	100		111291	111291				6	4600000		JuexueBook		4600																																																		
11292	Vạn Hoa Tuyệt Học 8	Juexue_Faction20_08		22		4	100		111292	111292				6	4600000		JuexueBook		4600																																																		
11293	Vạn Hoa Tuyệt Học 9	Juexue_Faction20_09		22		4	100		111293	111293				6	4600000		JuexueBook		4600																																																		
11294	Vạn Hoa Tuyệt Học 10	Juexue_Faction20_10		22		4	100		111294	111294				6	4600000		JuexueBook		4600																																																		
