SrcItem	TarItem	DESC	Cosume2Item	Consume2Count	CosumeItem	TimeFrame1	ConsumeCount1	TimeFrame2	ConsumeCount2	TimeFrame3	ConsumeCount3	TimeFrame4	ConsumeCount4	TimeFrame5	ConsumeCount5	TimeFrame6	ConsumeCount6	TimeFrame7	ConsumeCount7	TimeFrame8	ConsumeCount8	TimeFrame9	ConsumeCount9	TimeFrame10	ConsumeCount10	TimeFrame11	ConsumeCount11
5409	9769	Giày Hoàng Kim T15 tăng lên T16			2804	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel189	24
5369	9734	Dây Chuyền Hoàng Kim T15 tăng lên T16			2804	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel189	48
5374	9739	Nhẫn Hoàng Kim T15 tăng lên T16			2804	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel189	48
5379	9744	Ngọc Bội Hoàng Kim T15 tăng lên T16			2804	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel189	48
5384	9749	Hộ Thân Phù Hoàng Kim T15 tăng lên T16			2804	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel189	48
10016	10017	Vũ Khí Bạch Kim T10 tăng lên T11	10014	30	2804	OpenLevel129	120	OpenLevel129	120	OpenLevel129	120	OpenLevel129	120	OpenLevel129	120	OpenLevel139	96	OpenLevel149	84	OpenLevel159	72	OpenLevel169	60	OpenLevel179	60	OpenLevel189	60
10104	10105	Áo Bạch Kim T10 tăng lên T11	10014	18	2804	OpenLevel129	72	OpenLevel129	72	OpenLevel129	72	OpenLevel129	72	OpenLevel129	72	OpenLevel139	57	OpenLevel149	50	OpenLevel159	43	OpenLevel169	36	OpenLevel179	36	OpenLevel189	36
10060	10061	Nón Bạch Kim T10 tăng lên T11	10014	6	2804	OpenLevel129	24	OpenLevel129	24	OpenLevel129	24	OpenLevel129	24	OpenLevel129	24	OpenLevel139	19	OpenLevel149	16	OpenLevel159	14	OpenLevel169	12	OpenLevel179	12	OpenLevel189	12
10093	10094	Đai Bạch Kim T10 tăng lên T11	10014	6	2804	OpenLevel129	24	OpenLevel129	24	OpenLevel129	24	OpenLevel129	24	OpenLevel129	24	OpenLevel139	19	OpenLevel149	16	OpenLevel159	14	OpenLevel169	12	OpenLevel179	12	OpenLevel189	12
10071	10072	Bao Tay Bạch Kim T10 tăng lên T11	10014	6	2804	OpenLevel129	24	OpenLevel129	24	OpenLevel129	24	OpenLevel129	24	OpenLevel129	24	OpenLevel139	19	OpenLevel149	16	OpenLevel159	14	OpenLevel169	12	OpenLevel179	12	OpenLevel189	12
10082	10083	Giày Bạch Kim T10 tăng lên T11	10014	6	2804	OpenLevel129	24	OpenLevel129	24	OpenLevel129	24	OpenLevel129	24	OpenLevel129	24	OpenLevel139	19	OpenLevel149	16	OpenLevel159	14	OpenLevel169	12	OpenLevel179	12	OpenLevel189	12
10049	10050	Dây Chuyền Bạch Kim T10 tăng lên T11	10014	12	2804	OpenLevel129	48	OpenLevel129	48	OpenLevel129	48	OpenLevel129	48	OpenLevel129	48	OpenLevel139	38	OpenLevel149	33	OpenLevel159	28	OpenLevel169	24	OpenLevel179	24	OpenLevel189	24
10027	10028	Nhẫn Bạch Kim T10 tăng lên T11	10014	12	2804	OpenLevel129	48	OpenLevel129	48	OpenLevel129	48	OpenLevel129	48	OpenLevel129	48	OpenLevel139	38	OpenLevel149	33	OpenLevel159	28	OpenLevel169	24	OpenLevel179	24	OpenLevel189	24
10038	10039	Ngọc Bội Bạch Kim T10 tăng lên T11	10014	12	2804	OpenLevel129	48	OpenLevel129	48	OpenLevel129	48	OpenLevel129	48	OpenLevel129	48	OpenLevel139	38	OpenLevel149	33	OpenLevel159	28	OpenLevel169	24	OpenLevel179	24	OpenLevel189	24
10115	10116	Hộ Thân Phù Bạch Kim T10 tăng lên T11	10014	12	2804	OpenLevel129	48	OpenLevel129	48	OpenLevel129	48	OpenLevel129	48	OpenLevel129	48	OpenLevel139	38	OpenLevel149	33	OpenLevel159	28	OpenLevel169	24	OpenLevel179	24	OpenLevel189	24
10017	10018	Vũ Khí Bạch Kim T11 tăng lên T12	10014	30	2804	OpenLevel139	120	OpenLevel139	120	OpenLevel139	120	OpenLevel139	120	OpenLevel139	120	OpenLevel139	120	OpenLevel149	96	OpenLevel159	84	OpenLevel169	72	OpenLevel179	60	OpenLevel189	60
10105	10106	Áo Bạch Kim T11 tăng lên T12	10014	18	2804	OpenLevel139	72	OpenLevel139	72	OpenLevel139	72	OpenLevel139	72	OpenLevel139	72	OpenLevel139	72	OpenLevel149	57	OpenLevel159	50	OpenLevel169	43	OpenLevel179	36	OpenLevel189	36
10061	10062	Nón Bạch Kim T11 tăng lên T12	10014	6	2804	OpenLevel139	24	OpenLevel139	24	OpenLevel139	24	OpenLevel139	24	OpenLevel139	24	OpenLevel139	24	OpenLevel149	19	OpenLevel159	16	OpenLevel169	14	OpenLevel179	12	OpenLevel189	12
10094	10095	Đai Bạch Kim T11 tăng lên T12	10014	6	2804	OpenLevel139	24	OpenLevel139	24	OpenLevel139	24	OpenLevel139	24	OpenLevel139	24	OpenLevel139	24	OpenLevel149	19	OpenLevel159	16	OpenLevel169	14	OpenLevel179	12	OpenLevel189	12
10072	10073	Bao Tay Bạch Kim T11 tăng lên T12	10014	6	2804	OpenLevel139	24	OpenLevel139	24	OpenLevel139	24	OpenLevel139	24	OpenLevel139	24	OpenLevel139	24	OpenLevel149	19	OpenLevel159	16	OpenLevel169	14	OpenLevel179	12	OpenLevel189	12
10083	10084	Giày Bạch Kim T11 tăng lên T12	10014	6	2804	OpenLevel139	24	OpenLevel139	24	OpenLevel139	24	OpenLevel139	24	OpenLevel139	24	OpenLevel139	24	OpenLevel149	19	OpenLevel159	16	OpenLevel169	14	OpenLevel179	12	OpenLevel189	12
10050	10051	Dây Chuyền Bạch Kim T11 tăng lên T12	10014	12	2804	OpenLevel139	48	OpenLevel139	48	OpenLevel139	48	OpenLevel139	48	OpenLevel139	48	OpenLevel139	48	OpenLevel149	38	OpenLevel159	33	OpenLevel169	28	OpenLevel179	24	OpenLevel189	24
10028	10029	Nhẫn Bạch Kim T11 tăng lên T12	10014	12	2804	OpenLevel139	48	OpenLevel139	48	OpenLevel139	48	OpenLevel139	48	OpenLevel139	48	OpenLevel139	48	OpenLevel149	38	OpenLevel159	33	OpenLevel169	28	OpenLevel179	24	OpenLevel189	24
10039	10040	Ngọc Bội Bạch Kim T11 tăng lên T12	10014	12	2804	OpenLevel139	48	OpenLevel139	48	OpenLevel139	48	OpenLevel139	48	OpenLevel139	48	OpenLevel139	48	OpenLevel149	38	OpenLevel159	33	OpenLevel169	28	OpenLevel179	24	OpenLevel189	24
10116	10117	Hộ Thân Phù Bạch Kim T11 tăng lên T12	10014	12	2804	OpenLevel139	48	OpenLevel139	48	OpenLevel139	48	OpenLevel139	48	OpenLevel139	48	OpenLevel139	48	OpenLevel149	38	OpenLevel159	33	OpenLevel169	28	OpenLevel179	24	OpenLevel189	24
10018	10019	Vũ Khí Bạch Kim T12 tăng lên T13	10014	30	2804	OpenLevel149	120	OpenLevel149	120	OpenLevel149	120	OpenLevel149	120	OpenLevel149	120	OpenLevel149	120	OpenLevel149	120	OpenLevel159	96	OpenLevel169	84	OpenLevel179	72	OpenLevel189	72
10106	10107	Áo Bạch Kim T12 tăng lên T13	10014	18	2804	OpenLevel149	72	OpenLevel149	72	OpenLevel149	72	OpenLevel149	72	OpenLevel149	72	OpenLevel149	72	OpenLevel149	72	OpenLevel159	57	OpenLevel169	50	OpenLevel179	43	OpenLevel189	43
10062	10063	Nón Bạch Kim T12 tăng lên T13	10014	6	2804	OpenLevel149	24	OpenLevel149	24	OpenLevel149	24	OpenLevel149	24	OpenLevel149	24	OpenLevel149	24	OpenLevel149	24	OpenLevel159	19	OpenLevel169	16	OpenLevel179	14	OpenLevel189	14
10095	10096	Đai Bạch Kim T12 tăng lên T13	10014	6	2804	OpenLevel149	24	OpenLevel149	24	OpenLevel149	24	OpenLevel149	24	OpenLevel149	24	OpenLevel149	24	OpenLevel149	24	OpenLevel159	19	OpenLevel169	16	OpenLevel179	14	OpenLevel189	14
10073	10074	Bao Tay Bạch Kim T12 tăng lên T13	10014	6	2804	OpenLevel149	24	OpenLevel149	24	OpenLevel149	24	OpenLevel149	24	OpenLevel149	24	OpenLevel149	24	OpenLevel149	24	OpenLevel159	19	OpenLevel169	16	OpenLevel179	14	OpenLevel189	14
10084	10085	Giày Bạch Kim T12 tăng lên T13	10014	6	2804	OpenLevel149	24	OpenLevel149	24	OpenLevel149	24	OpenLevel149	24	OpenLevel149	24	OpenLevel149	24	OpenLevel149	24	OpenLevel159	19	OpenLevel169	16	OpenLevel179	14	OpenLevel189	14
10051	10052	Dây Chuyền Bạch Kim T12 tăng lên T13	10014	12	2804	OpenLevel149	48	OpenLevel149	48	OpenLevel149	48	OpenLevel149	48	OpenLevel149	48	OpenLevel149	48	OpenLevel149	48	OpenLevel159	38	OpenLevel169	33	OpenLevel179	28	OpenLevel189	28
10029	10030	Nhẫn Bạch Kim T12 tăng lên T13	10014	12	2804	OpenLevel149	48	OpenLevel149	48	OpenLevel149	48	OpenLevel149	48	OpenLevel149	48	OpenLevel149	48	OpenLevel149	48	OpenLevel159	38	OpenLevel169	33	OpenLevel179	28	OpenLevel189	28
10040	10041	Ngọc Bội Bạch Kim T12 tăng lên T13	10014	12	2804	OpenLevel149	48	OpenLevel149	48	OpenLevel149	48	OpenLevel149	48	OpenLevel149	48	OpenLevel149	48	OpenLevel149	48	OpenLevel159	38	OpenLevel169	33	OpenLevel179	28	OpenLevel189	28
10117	10118	Hộ Thân Phù Bạch Kim T12 tăng lên T13	10014	12	2804	OpenLevel149	48	OpenLevel149	48	OpenLevel149	48	OpenLevel149	48	OpenLevel149	48	OpenLevel149	48	OpenLevel149	48	OpenLevel159	38	OpenLevel169	33	OpenLevel179	28	OpenLevel189	28
10019	10020	Vũ Khí Bạch Kim T13 tăng lên T14	10014	30	2804	OpenLevel159	120	OpenLevel159	120	OpenLevel159	120	OpenLevel159	120	OpenLevel159	120	OpenLevel159	120	OpenLevel159	120	OpenLevel159	120	OpenLevel169	96	OpenLevel179	84	OpenLevel189	84
10107	10108	Áo Bạch Kim T13 tăng lên T14	10014	18	2804	OpenLevel159	72	OpenLevel159	72	OpenLevel159	72	OpenLevel159	72	OpenLevel159	72	OpenLevel159	72	OpenLevel159	72	OpenLevel159	72	OpenLevel169	57	OpenLevel179	50	OpenLevel189	50
10063	10064	Nón Bạch Kim T13 tăng lên T14	10014	6	2804	OpenLevel159	24	OpenLevel159	24	OpenLevel159	24	OpenLevel159	24	OpenLevel159	24	OpenLevel159	24	OpenLevel159	24	OpenLevel159	24	OpenLevel169	19	OpenLevel179	16	OpenLevel189	16
10096	10097	Đai Bạch Kim T13 tăng lên T14	10014	6	2804	OpenLevel159	24	OpenLevel159	24	OpenLevel159	24	OpenLevel159	24	OpenLevel159	24	OpenLevel159	24	OpenLevel159	24	OpenLevel159	24	OpenLevel169	19	OpenLevel179	16	OpenLevel189	16
10074	10075	Bao Tay Bạch Kim T13 tăng lên T14	10014	6	2804	OpenLevel159	24	OpenLevel159	24	OpenLevel159	24	OpenLevel159	24	OpenLevel159	24	OpenLevel159	24	OpenLevel159	24	OpenLevel159	24	OpenLevel169	19	OpenLevel179	16	OpenLevel189	16
10085	10086	Giày Bạch Kim T13 tăng lên T14	10014	6	2804	OpenLevel159	24	OpenLevel159	24	OpenLevel159	24	OpenLevel159	24	OpenLevel159	24	OpenLevel159	24	OpenLevel159	24	OpenLevel159	24	OpenLevel169	19	OpenLevel179	16	OpenLevel189	16
10052	10053	Dây Chuyền Bạch Kim T13 tăng lên T14	10014	12	2804	OpenLevel159	48	OpenLevel159	48	OpenLevel159	48	OpenLevel159	48	OpenLevel159	48	OpenLevel159	48	OpenLevel159	48	OpenLevel159	48	OpenLevel169	38	OpenLevel179	33	OpenLevel189	33
10030	10031	Nhẫn Bạch Kim T13 tăng lên T14	10014	12	2804	OpenLevel159	48	OpenLevel159	48	OpenLevel159	48	OpenLevel159	48	OpenLevel159	48	OpenLevel159	48	OpenLevel159	48	OpenLevel159	48	OpenLevel169	38	OpenLevel179	33	OpenLevel189	33
10041	10042	Ngọc Bội Bạch Kim T13 tăng lên T14	10014	12	2804	OpenLevel159	48	OpenLevel159	48	OpenLevel159	48	OpenLevel159	48	OpenLevel159	48	OpenLevel159	48	OpenLevel159	48	OpenLevel159	48	OpenLevel169	38	OpenLevel179	33	OpenLevel189	33
10118	10119	Hộ Thân Phù Bạch Kim T13 tăng lên T14	10014	12	2804	OpenLevel159	48	OpenLevel159	48	OpenLevel159	48	OpenLevel159	48	OpenLevel159	48	OpenLevel159	48	OpenLevel159	48	OpenLevel159	48	OpenLevel169	38	OpenLevel179	33	OpenLevel189	33
10020	10021	Vũ Khí Bạch Kim T14 tăng lên T15	10014	30	2804	OpenLevel169	120	OpenLevel169	120	OpenLevel169	120	OpenLevel169	120	OpenLevel169	120	OpenLevel169	120	OpenLevel169	120	OpenLevel169	120	OpenLevel169	120	OpenLevel179	96	OpenLevel189	96
10108	10109	Áo Bạch Kim T14 tăng lên T15	10014	18	2804	OpenLevel169	72	OpenLevel169	72	OpenLevel169	72	OpenLevel169	72	OpenLevel169	72	OpenLevel169	72	OpenLevel169	72	OpenLevel169	72	OpenLevel169	72	OpenLevel179	57	OpenLevel189	57
10064	10065	Nón Bạch Kim T14 tăng lên T15	10014	6	2804	OpenLevel169	24	OpenLevel169	24	OpenLevel169	24	OpenLevel169	24	OpenLevel169	24	OpenLevel169	24	OpenLevel169	24	OpenLevel169	24	OpenLevel169	24	OpenLevel179	19	OpenLevel189	19
10097	10098	Đai Bạch Kim T14 tăng lên T15	10014	6	2804	OpenLevel169	24	OpenLevel169	24	OpenLevel169	24	OpenLevel169	24	OpenLevel169	24	OpenLevel169	24	OpenLevel169	24	OpenLevel169	24	OpenLevel169	24	OpenLevel179	19	OpenLevel189	19
10075	10076	Bao Tay Bạch Kim T14 tăng lên T15	10014	6	2804	OpenLevel169	24	OpenLevel169	24	OpenLevel169	24	OpenLevel169	24	OpenLevel169	24	OpenLevel169	24	OpenLevel169	24	OpenLevel169	24	OpenLevel169	24	OpenLevel179	19	OpenLevel189	19
10086	10087	Giày Bạch Kim T14 tăng lên T15	10014	6	2804	OpenLevel169	24	OpenLevel169	24	OpenLevel169	24	OpenLevel169	24	OpenLevel169	24	OpenLevel169	24	OpenLevel169	24	OpenLevel169	24	OpenLevel169	24	OpenLevel179	19	OpenLevel189	19
10053	10054	Dây Chuyền Bạch Kim T14 tăng lên T15	10014	12	2804	OpenLevel169	48	OpenLevel169	48	OpenLevel169	48	OpenLevel169	48	OpenLevel169	48	OpenLevel169	48	OpenLevel169	48	OpenLevel169	48	OpenLevel169	48	OpenLevel179	38	OpenLevel189	38
10031	10032	Nhẫn Bạch Kim T14 tăng lên T15	10014	12	2804	OpenLevel169	48	OpenLevel169	48	OpenLevel169	48	OpenLevel169	48	OpenLevel169	48	OpenLevel169	48	OpenLevel169	48	OpenLevel169	48	OpenLevel169	48	OpenLevel179	38	OpenLevel189	38
10042	10043	Ngọc Bội Bạch Kim T14 tăng lên T15	10014	12	2804	OpenLevel169	48	OpenLevel169	48	OpenLevel169	48	OpenLevel169	48	OpenLevel169	48	OpenLevel169	48	OpenLevel169	48	OpenLevel169	48	OpenLevel169	48	OpenLevel179	38	OpenLevel189	38
10119	10120	Hộ Thân Phù Bạch Kim T14 tăng lên T15	10014	12	2804	OpenLevel169	48	OpenLevel169	48	OpenLevel169	48	OpenLevel169	48	OpenLevel169	48	OpenLevel169	48	OpenLevel169	48	OpenLevel169	48	OpenLevel169	48	OpenLevel179	38	OpenLevel189	38
10021	10022	Vũ Khí Bạch Kim T15 tăng lên T16	10014	30	2804	OpenLevel179	120	OpenLevel179	120	OpenLevel179	120	OpenLevel179	120	OpenLevel179	120	OpenLevel179	120	OpenLevel179	120	OpenLevel179	120	OpenLevel179	120	OpenLevel179	120	OpenLevel189	120
10109	10110	Áo Bạch Kim T15 tăng lên T16	10014	18	2804	OpenLevel179	72	OpenLevel179	72	OpenLevel179	72	OpenLevel179	72	OpenLevel179	72	OpenLevel179	72	OpenLevel179	72	OpenLevel179	72	OpenLevel179	72	OpenLevel179	72	OpenLevel189	72
10065	10066	Nón Bạch Kim T15 tăng lên T16	10014	6	2804	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel189	24
10098	10099	Đai Bạch Kim T15 tăng lên T16	10014	6	2804	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel189	24
10076	10077	Hộ Uyển Bạch Kim T15 tăng lên T16	10014	6	2804	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel189	24
10087	10088	Giày Bạch Kim T15 tăng lên T16	10014	6	2804	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel179	24	OpenLevel189	24
10054	10055	Dây Chuyền Bạch Kim T15 tăng lên T16	10014	12	2804	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel189	48
10032	10033	Nhẫn Bạch Kim T15 tăng lên T16	10014	12	2804	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel189	48
10043	10044	Ngọc Bội Bạch Kim T15 tăng lên T16	10014	12	2804	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel189	48
10120	10121	Hộ Thân Phù Bạch Kim T15 tăng lên T16	10014	12	2804	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel179	48	OpenLevel189	48
10022	10023	Vũ Khí Bạch Kim T16 tăng lên T17	10014	30	2804	OpenLevel189	120	OpenLevel189	120	OpenLevel189	120	OpenLevel189	120	OpenLevel189	120	OpenLevel189	120	OpenLevel189	120	OpenLevel189	120	OpenLevel189	120	OpenLevel189	120	OpenLevel189	120
10110	10111	Áo Bạch Kim T16 tăng lên T17	10014	18	2804	OpenLevel189	72	OpenLevel189	72	OpenLevel189	72	OpenLevel189	72	OpenLevel189	72	OpenLevel189	72	OpenLevel189	72	OpenLevel189	72	OpenLevel189	72	OpenLevel189	72	OpenLevel189	72
10066	10067	Nón Bạch Kim T16 tăng lên T17	10014	6	2804	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24
10099	10100	Đai Bạch Kim T16 tăng lên T17	10014	6	2804	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24
10077	10078	Hộ Uyển Bạch Kim T16 tăng lên T17	10014	6	2804	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24
10088	10089	Giày Bạch Kim T16 tăng lên T17	10014	6	2804	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24	OpenLevel189	24
10055	10056	Dây Chuyền Bạch Kim T16 tăng lên T17	10014	12	2804	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48
10033	10034	Nhẫn Bạch Kim T16 tăng lên T17	10014	12	2804	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48
10044	10045	Ngọc Bội Bạch Kim T16 tăng lên T17	10014	12	2804	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48
10121	10122	Hộ Thân Phù Bạch Kim T16 tăng lên T17	10014	12	2804	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48	OpenLevel189	48
