TeamID	Name	HeroName	Faction	Level	ExtAttribId	HonorLevel	PartnerId1	PartnerId2	PartnerId3	PartnerId4	PartnerLevel	Strength	Vitality	Dexterity	Energy	SkillLevel	SkillID1	SkillID2	SkillID3	SkillID4	SkillID5
231	Võ Thần Điện Thủ Hộ	Sái Thi Đan	15	41	6	5	96	77	102	59	36	0	0	0	0	1					
232	Võ Thần Điện Thủ Hộ	Long Bác Hãn	16	41	6	5	96	78	103	59	36	0	0	0	0	1					
233	Võ Thần Điện Thủ Hộ	Y Phỏng Cầm	17	41	6	5	96	79	104	59	36	0	0	0	0	1					
234	Võ Thần Điện Thủ Hộ	Tiêu Hòa Tụng	18	41	6	5	96	80	105	59	36	0	0	0	0	1					
235	Võ Thần Điện Thủ Hộ	Quách Hòa Dục	1	41	6	5	96	81	106	59	36	0	0	0	0	1					
236	Võ Thần Điện Thủ Hộ	Giản Hiểu Bác	2	42	6	5	96	82	107	59	37	0	0	0	0	1					
237	Võ Thần Điện Thủ Hộ	Tống Dương Vũ	3	42	6	5	96	83	108	59	37	0	0	0	0	1					
238	Võ Thần Điện Thủ Hộ	Mã Linh Phiến	4	42	6	5	96	84	109	59	37	0	0	0	0	1					
239	Võ Thần Điện Thủ Hộ	Nhạc Mẫn Duệ	5	42	6	5	96	85	102	59	37	0	0	0	0	1					
240	Võ Thần Điện Thủ Hộ	Từ Linh Tùng	6	42	6	5	96	86	103	59	37	0	0	0	0	1					
241	Võ Thần Điện Thủ Hộ	Khấu Túy Liễu	7	43	6	5	96	87	104	59	38	0	0	0	0	1					
242	Võ Thần Điện Thủ Hộ	Tư Mã Minh Hiên	8	43	6	5	96	88	105	59	38	0	0	0	0	1					
243	Võ Thần Điện Thủ Hộ	Diệp Hàn Tảo	9	43	6	5	96	89	106	59	38	0	0	0	0	1					
244	Võ Thần Điện Thủ Hộ	Hình Tuấn Triết	10	43	6	5	96	90	107	59	38	0	0	0	0	1					
245	Võ Thần Điện Thủ Hộ	Lư Khưu Kiên Bạch	11	43	6	5	96	91	108	59	38	0	0	0	0	1					
246	Võ Thần Điện Thủ Hộ	Bốc Kỳ Thụy	12	44	6	5	96	92	109	59	39	0	0	0	0	1					
247	Võ Thần Điện Thủ Hộ	Lâm Nhã Kiện	13	44	6	5	96	93	102	59	39	0	0	0	0	1					
248	Võ Thần Điện Thủ Hộ	Soái Văn Thạch	14	44	6	5	96	94	103	59	39	0	0	0	0	1					
249	Võ Thần Điện Thủ Hộ	Ô Tiếu Hòe	15	44	6	5	96	95	104	59	39	0	0	0	0	1					
250	Võ Thần Điện Thủ Hộ	Vũ Vĩ Kỳ	16	44	6	5	96	76	105	59	39	0	0	0	0	1					
251	Võ Thần Điện Thủ Hộ	Giả Hưng Đằng	17	45	6	6	96	77	106	59	40	0	0	0	0	1					
252	Võ Thần Điện Thủ Hộ	Kha Diệp Thước	18	45	6	6	96	78	107	59	40	0	0	0	0	1					
253	Võ Thần Điện Thủ Hộ	Bảo Nhã Đạt	1	45	6	6	96	79	108	59	40	0	0	0	0	1					
254	Võ Thần Điện Thủ Hộ	Mai Mịch Song	2	45	6	6	96	80	109	59	40	0	0	0	0	1					
255	Võ Thần Điện Thủ Hộ	Cù Duệ Thức	3	45	6	6	96	81	102	59	40	0	0	0	0	1					
256	Võ Thần Điện Thủ Hộ	Lỗ Thừa Cơ	4	46	6	6	96	82	103	59	41	0	0	0	0	1					
257	Võ Thần Điện Thủ Hộ	Kim Bạch An	5	46	6	6	96	83	104	59	41	0	0	0	0	1					
258	Võ Thần Điện Thủ Hộ	Hạng Hoài Hàn	6	46	6	6	96	84	105	59	41	0	0	0	0	1					
259	Võ Thần Điện Thủ Hộ	Mộc Chí Học	7	46	6	6	96	85	106	59	41	0	0	0	0	1					
260	Võ Thần Điện Thủ Hộ	Mộ Thính Phong	8	46	6	6	96	86	107	59	41	0	0	0	0	1					
261	Võ Thần Điện Thủ Hộ	Đông Môn Bân Úy	9	47	6	6	96	87	108	59	42	0	0	0	0	1					
262	Võ Thần Điện Thủ Hộ	Bành Nhạn Hạm	10	47	6	6	96	88	109	59	42	0	0	0	0	1					
263	Võ Thần Điện Thủ Hộ	Hồ Tinh Hán	11	47	6	6	96	89	102	59	42	0	0	0	0	1					
264	Võ Thần Điện Thủ Hộ	Trì Phán Dịch	12	47	6	6	96	90	103	59	42	0	0	0	0	1					
265	Võ Thần Điện Thủ Hộ	Tang Bạch Trúc	13	47	6	6	96	91	104	59	42	0	0	0	0	1					
266	Võ Thần Điện Thủ Hộ	Toàn Ngữ Nhi	14	48	6	6	96	92	105	59	43	0	0	0	0	1					
267	Võ Thần Điện Thủ Hộ	Đường Hùng Bác	15	48	6	6	96	93	106	59	43	0	0	0	0	1					
268	Võ Thần Điện Thủ Hộ	Vi Nguyên Dao	16	48	6	6	96	94	107	59	43	0	0	0	0	1					
269	Võ Thần Điện Thủ Hộ	Hoa Ảo Phong	17	48	6	6	96	95	108	59	43	0	0	0	0	1					
270	Võ Thần Điện Thủ Hộ	Thành Ngạo Dị	18	48	6	6	96	76	109	59	43	0	0	0	0	1					
271	Võ Thần Điện Thủ Hộ	Thạch Anh Duệ	1	49	6	6	96	77	102	59	44	0	0	0	0	1					
272	Võ Thần Điện Thủ Hộ	Tư Hồng Thiệu Quân	2	49	6	6	96	78	103	59	44	0	0	0	0	1					
273	Võ Thần Điện Thủ Hộ	Chu Tư Diểu	3	49	6	6	96	79	104	59	44	0	0	0	0	1					
274	Võ Thần Điện Thủ Hộ	Vũ Văn Ức Nam	4	49	6	6	96	80	105	59	44	0	0	0	0	1					
275	Võ Thần Điện Thủ Hộ	Tư Ngưng Liên	5	49	6	6	96	81	106	59	44	0	0	0	0	1					
276	Võ Thần Điện Thủ Hộ	Mạnh Dĩ Đằng	6	50	7	6	96	82	107	59	45	0	0	0	0	1					
277	Võ Thần Điện Thủ Hộ	Ung Dị Hoè	7	50	7	6	96	83	108	59	45	0	0	0	0	1					
278	Võ Thần Điện Thủ Hộ	Thích Kiên Thành	8	50	7	6	96	84	109	59	45	0	0	0	0	1					
279	Võ Thần Điện Thủ Hộ	Mưu Mộ Nhạn	9	50	7	6	96	85	102	59	45	0	0	0	0	1					
280	Võ Thần Điện Thủ Hộ	Cảnh Dũng Nam	10	50	7	6	96	86	103	59	45	0	0	0	0	1					
281	Võ Thần Điện Thủ Hộ	Du Tu Quân	11	51	7	6	96	87	104	59	46	0	0	0	0	1					
282	Võ Thần Điện Thủ Hộ	Uất Trì Tích Phiến	12	51	7	6	96	88	105	59	46	0	0	0	0	1					
283	Võ Thần Điện Thủ Hộ	Mã Tâm Viễn	13	51	7	6	96	89	106	59	46	0	0	0	0	1					
284	Võ Thần Điện Thủ Hộ	Diêm Thiên Kiêu	14	51	7	6	96	90	107	59	46	0	0	0	0	1					
285	Võ Thần Điện Thủ Hộ	Soái Thư Liễu	15	51	7	6	96	91	108	59	46	0	0	0	0	1					
286	Võ Thần Điện Thủ Hộ	Mạch Bành Bành	16	52	7	6	96	92	109	59	47	0	0	0	0	1					
287	Võ Thần Điện Thủ Hộ	Kết nối với 	17	52	7	6	96	93	102	59	47	0	0	0	0	1					
288	Võ Thần Điện Thủ Hộ	Tư Không Hồng Thâm	18	52	7	6	96	94	103	59	47	0	0	0	0	1					
289	Võ Thần Điện Thủ Hộ	Dị Ký Dao	1	52	7	6	96	95	104	59	47	0	0	0	0	1					
290	Võ Thần Điện Thủ Hộ	Miêu Bạch Hủy	2	52	7	6	96	76	105	59	47	0	0	0	0	1					
291	Võ Thần Điện Thủ Hộ	Thời Tuấn Kiệt	3	53	7	6	96	77	106	59	48	0	0	0	0	1					
292	Võ Thần Điện Thủ Hộ	Quảng Phi Thư	4	53	7	6	96	78	107	59	48	0	0	0	0	1					
293	Võ Thần Điện Thủ Hộ	Khấu Hoa Hàn	5	53	7	6	96	79	108	59	48	0	0	0	0	1					
294	Võ Thần Điện Thủ Hộ	Thuần Vu Lãnh Sương	6	53	7	6	96	80	109	59	48	0	0	0	0	1					
295	Võ Thần Điện Thủ Hộ	Nhậm Ký Linh	7	53	7	6	96	81	102	59	48	0	0	0	0	1					
296	Võ Thần Điện Thủ Hộ	Hà Tự Di	8	54	7	6	96	79	108	59	49	0	0	0	0	1					
297	Võ Thần Điện Thủ Hộ	Gia Phàm Chi	9	54	7	6	96	80	109	59	49	0	0	0	0	1					
298	Võ Thần Điện Thủ Hộ	Tùy Diệc Du	10	54	7	6	96	81	102	59	49	0	0	0	0	1					
299	Võ Thần Điện Thủ Hộ	Quản Sơ Dao	11	54	7	6	96	79	108	59	49	0	0	0	0	1					
300	Võ Thần Điện Thủ Hộ	Tiêu Hạo Bác	12	54	7	6	96	80	109	59	49	0	0	0	0	1					
301	Võ Thần Điện Thủ Hộ	Tìm	13	55	7	7	96	81	102	59	50	0	0	0	0	1					
302	Võ Thần Điện Thủ Hộ	Tây Môn Linh An	14	55	7	7	96	79	108	59	50	0	0	0	0	1					
303	Võ Thần Điện Thủ Hộ	Bốc Hải Đông	15	55	7	7	96	80	109	59	50	0	0	0	0	1					
304	Võ Thần Điện Thủ Hộ	Uất Trì Lương Hàn	16	55	7	7	96	81	102	59	50	0	0	0	0	1					
305	Võ Thần Điện Thủ Hộ	Vinh Hạ Chân	17	55	7	7	96	81	102	59	50	0	0	0	0	1					
306	Võ Thần Điện Thủ Hộ	Đơn Vu Lạc Phàm	18	56	7	7	96	87	104	59	51	0	0	0	0	1					
307	Võ Thần Điện Thủ Hộ	Lang Bán An	1	56	7	7	96	88	105	59	51	0	0	0	0	1					
308	Võ Thần Điện Thủ Hộ	Phan Trạch Ngữ	2	56	7	7	96	89	106	59	51	0	0	0	0	1					
309	Võ Thần Điện Thủ Hộ	Đơn Vu Nguyên Tư	3	56	7	7	96	90	107	59	51	0	0	0	0	1					
310	Võ Thần Điện Thủ Hộ	Minh Khiếu Phú	4	56	7	7	96	91	108	59	51	0	0	0	0	1					
311	Võ Thần Điện Thủ Hộ	Ngao Tử Mặc	5	57	7	7	96	92	109	59	52	0	0	0	0	1					
312	Võ Thần Điện Thủ Hộ	Doãn Cô Lăng	6	57	7	7	96	93	102	59	52	0	0	0	0	1					
313	Võ Thần Điện Thủ Hộ	Cốc Khiếu Thao	7	57	7	7	96	94	103	59	52	0	0	0	0	1					
314	Võ Thần Điện Thủ Hộ	Vu Mặc Tuyên	8	57	7	7	96	95	104	59	52	0	0	0	0	1					
315	Võ Thần Điện Thủ Hộ	Hồ Đại Linh	9	57	7	7	96	76	105	59	52	0	0	0	0	1					
316	Võ Thần Điện Thủ Hộ	Miêu Thanh Hàn	10	58	7	7	96	77	106	59	53	0	0	0	0	1					
317	Võ Thần Điện Thủ Hộ	Lăng Tu Vi	11	58	7	7	96	78	107	59	53	0	0	0	0	1					
318	Võ Thần Điện Thủ Hộ	Thuần Vu Ức Phong	12	58	7	7	96	79	108	59	53	0	0	0	0	1					
319	Võ Thần Điện Thủ Hộ	Khói Trì Hoãn	13	58	7	7	96	80	109	59	53	0	0	0	0	1					
320	Võ Thần Điện Thủ Hộ	Phòng Hưng Đằng	14	58	7	7	96	81	102	59	53	0	0	0	0	1					
321	Võ Thần Điện Thủ Hộ	Hình Tích Hàn	15	59	7	7	96	82	103	59	54	0	0	0	0	1					
322	Võ Thần Điện Thủ Hộ	Trịnh Dạ Dục	16	59	7	7	96	83	104	59	54	0	0	0	0	1					
323	Võ Thần Điện Thủ Hộ	Mễ Hòa Hiệp	17	59	7	7	96	84	105	59	54	0	0	0	0	1					
324	Võ Thần Điện Thủ Hộ	Thương Tư Ngự	18	59	7	7	96	85	106	59	54	0	0	0	0	1					
325	Võ Thần Điện Thủ Hộ	Đào An Ba	1	59	7	7	96	86	107	59	54	0	0	0	0	1					
326	Võ Thần Điện Thủ Hộ	Quế Đạt An	2	60	8	7	96	87	108	59	55	0	0	0	0	1					
327	Võ Thần Điện Thủ Hộ	Du Tu Văn	3	60	8	7	96	88	109	59	55	0	0	0	0	1					
328	Võ Thần Điện Thủ Hộ	Liêu Hoằng Thâm	4	60	8	7	96	89	102	59	55	0	0	0	0	1					
329	Võ Thần Điện Thủ Hộ	Lê Cảnh Diệu	5	60	8	7	96	90	103	59	55	0	0	0	0	1					
330	Võ Thần Điện Thủ Hộ	Dụ Thiên Canh	6	60	8	7	96	91	104	59	55	0	0	0	0	1					
331	Võ Thần Điện Thủ Hộ	Sư Ân Yên	7	61	8	7	96	92	105	59	56	0	0	0	0	1					
332	Võ Thần Điện Thủ Hộ	Uyển Diệp Hách	8	61	8	7	96	93	106	59	56	0	0	0	0	1					
333	Võ Thần Điện Thủ Hộ	Mã Phong Đức	9	61	8	7	96	94	107	59	56	0	0	0	0	1					
334	Võ Thần Điện Thủ Hộ	Tuân Vũ Ấm	10	61	8	7	96	95	108	59	56	0	0	0	0	1					
335	Võ Thần Điện Thủ Hộ	Vu Thành Lễ	11	61	8	7	96	76	109	59	56	0	0	0	0	1					
336	Võ Thần Điện Thủ Hộ	Địch Kỳ Thúy	12	62	8	7	96	77	102	59	57	0	0	0	0	1					
337	Võ Thần Điện Thủ Hộ	Trịnh Đại Linh	13	62	8	7	96	78	103	59	57	0	0	0	0	1					
338	Võ Thần Điện Thủ Hộ	Lăng Dương Sóc	14	62	8	7	96	79	104	59	57	0	0	0	0	1					
339	Võ Thần Điện Thủ Hộ	Lưu Quân Hạo	15	62	8	7	96	80	105	59	57	0	0	0	0	1					
340	Võ Thần Điện Thủ Hộ	Phiền Bạch Phàm	16	62	8	7	96	81	106	59	57	0	0	0	0	1					
341	Võ Thần Điện Thủ Hộ	Tôn Minh Húc	17	63	8	7	96	82	107	59	58	0	0	0	0	1					
342	Võ Thần Điện Thủ Hộ	Bàng Tòng Ngưng	18	63	8	7	96	83	108	59	58	0	0	0	0	1					
343	Võ Thần Điện Thủ Hộ	Khổng Chính Nghị	1	63	8	7	96	84	109	59	58	0	0	0	0	1					
344	Võ Thần Điện Thủ Hộ	Cù Vĩnh Khang	2	63	8	7	96	85	102	59	58	0	0	0	0	1					
345	Võ Thần Điện Thủ Hộ	Ông Kỳ Lược	3	63	8	7	96	86	103	59	58	0	0	0	0	1					
346	Võ Thần Điện Thủ Hộ	Nguyên Liên Đằng	4	64	8	7	96	87	104	59	59	0	0	0	0	1					
347	Võ Thần Điện Thủ Hộ	Lặc Bằng Hưng	5	64	8	7	96	88	105	59	59	0	0	0	0	1					
348	Võ Thần Điện Thủ Hộ	Từ Hàn Tảo	6	64	8	7	96	89	106	59	59	0	0	0	0	1					
349	Võ Thần Điện Thủ Hộ	Công Dã Hạ Thu	7	64	8	7	96	90	107	59	59	0	0	0	0	1					
350	Võ Thần Điện Thủ Hộ	Khổng Hựu Liên	8	64	8	7	96	91	108	59	59	0	0	0	0	1					
351	Võ Thần Điện Thủ Hộ	Mâu Mặc Dao	9	65	8	8	96	92	109	59	60	0	0	0	0	1					
352	Võ Thần Điện Thủ Hộ	Mưu Dị Văn	10	65	8	8	96	93	102	59	60	0	0	0	0	1					
353	Võ Thần Điện Thủ Hộ	Quách Hãn Nguyệt	11	65	8	8	96	94	103	59	60	0	0	0	0	1					
354	Võ Thần Điện Thủ Hộ	Cữu An Nhiên	12	65	8	8	96	95	104	59	60	0	0	0	0	1					
355	Võ Thần Điện Thủ Hộ	Ngân Vũ Văn	13	65	8	8	96	76	105	59	60	0	0	0	0	1					
356	Võ Thần Điện Thủ Hộ	Mẫn Đan Khiếu	14	66	8	8	96	77	106	59	61	0	0	0	0	1					
357	Võ Thần Điện Thủ Hộ	Lê Anh Ngạn	15	66	8	8	96	78	107	59	61	0	0	0	0	1					
358	Võ Thần Điện Thủ Hộ	Hình Niệm Thao	16	66	8	8	96	79	108	59	61	0	0	0	0	1					
359	Võ Thần Điện Thủ Hộ	Cung Tinh Kiếm	17	66	8	8	96	80	109	59	61	0	0	0	0	1					
360	Võ Thần Điện Thủ Hộ	Thuần Vu Văn Xương	18	66	8	8	96	81	102	59	61	0	0	0	0	1					
361	Võ Thần Điện Thủ Hộ	Gia Hòa An	1	67	8	8	96	82	103	59	62	0	0	0	0	1					
362	Võ Thần Điện Thủ Hộ	Cảnh Bình Đoan	2	67	8	8	96	83	104	59	62	0	0	0	0	1					
363	Võ Thần Điện Thủ Hộ	Lăng Gia Chí	3	67	8	8	96	84	105	59	62	0	0	0	0	1					
364	Võ Thần Điện Thủ Hộ	Địch Nhĩ Liễu	4	67	8	8	96	85	106	59	62	0	0	0	0	1					
365	Võ Thần Điện Thủ Hộ	Tuân Bán Song	5	67	8	8	96	86	107	59	62	0	0	0	0	1					
366	Võ Thần Điện Thủ Hộ	Lý Vũ Chính	6	68	8	8	96	87	108	59	63	0	0	0	0	1					
367	Võ Thần Điện Thủ Hộ	Đằng Nguy Ngang	7	68	8	8	96	88	109	59	63	0	0	0	0	1					
368	Võ Thần Điện Thủ Hộ	Văn Chí Minh	8	68	8	8	96	89	102	59	63	0	0	0	0	1					
369	Võ Thần Điện Thủ Hộ	Hầu Tiếu Nam	9	68	8	8	96	90	103	59	63	0	0	0	0	1					
370	Võ Thần Điện Thủ Hộ	Đông Quách An Tường	10	68	8	8	96	91	104	59	63	0	0	0	0	1					
371	Võ Thần Điện Thủ Hộ	Sử Hoài Liên	11	69	8	8	96	92	105	59	64	0	0	0	0	1					
372	Võ Thần Điện Thủ Hộ	Liêm Bác Siêu	12	69	8	8	96	93	106	59	64	0	0	0	0	1					
373	Võ Thần Điện Thủ Hộ	Biện Phong Bật	13	69	8	8	96	94	107	59	64	0	0	0	0	1					
374	Võ Thần Điện Thủ Hộ	Tần Đại Phàm	14	69	8	8	96	95	108	59	64	0	0	0	0	1					
375	Võ Thần Điện Thủ Hộ	Liêm Linh Phiến	15	69	8	8	96	76	109	59	64	0	0	0	0	1					
376	Võ Thần Điện Thủ Hộ	Đường Lãnh Chính	16	70	9	8	96	77	102	59	65	0	0	0	0	1					
377	Võ Thần Điện Thủ Hộ	Hoa Hạo Đại	17	70	9	8	96	78	103	59	65	0	0	0	0	1					
378	Võ Thần Điện Thủ Hộ	Tiết Bái Cần	18	70	9	8	96	79	104	59	65	0	0	0	0	1					
379	Võ Thần Điện Thủ Hộ	Đơn Phỏng Phong	1	70	9	8	96	80	105	59	65	0	0	0	0	1					
380	Võ Thần Điện Thủ Hộ	Phí Hoa Áo	2	70	9	8	96	81	106	59	65	0	0	0	0	1					
381	Võ Thần Điện Thủ Hộ	Hàn Hướng Hoè	3	71	9	8	96	82	107	59	66	0	0	0	0	1					
382	Võ Thần Điện Thủ Hộ	Vu Minh Trí	4	71	9	8	96	83	108	59	66	0	0	0	0	1					
383	Võ Thần Điện Thủ Hộ	Phí Quang Dự	5	71	9	8	96	84	109	59	66	0	0	0	0	1					
384	Võ Thần Điện Thủ Hộ	Ân Thu Tiếu	6	71	9	8	96	85	102	59	66	0	0	0	0	1					
385	Võ Thần Điện Thủ Hộ	Mộ Dung Dị Dung	7	71	9	8	96	86	103	59	66	0	0	0	0	1					
386	Võ Thần Điện Thủ Hộ	Ô Anh Tư	8	72	9	8	96	87	104	59	67	0	0	0	0	1					
387	Võ Thần Điện Thủ Hộ	Nghiêm Đoan Khiếu	9	72	9	8	96	88	105	59	67	0	0	0	0	1					
388	Võ Thần Điện Thủ Hộ	Hoàng Thiên Công	10	72	9	8	96	89	106	59	67	0	0	0	0	1					
389	Võ Thần Điện Thủ Hộ	Giản Mặc Trúc	11	72	9	8	96	90	107	59	67	0	0	0	0	1					
390	Võ Thần Điện Thủ Hộ	Bùi Đạt Hàn	12	72	9	8	96	91	108	59	67	0	0	0	0	1					
391	Võ Thần Điện Thủ Hộ	Tư Mã Nguyên Thanh	13	73	9	8	96	92	109	59	68	0	0	0	0	1					
392	Võ Thần Điện Thủ Hộ	Lâm Thủy Hà	14	73	9	8	96	93	102	59	68	0	0	0	0	1					
393	Võ Thần Điện Thủ Hộ	Giang Nguyên Cơ	15	73	9	8	96	94	103	59	68	0	0	0	0	1					
394	Võ Thần Điện Thủ Hộ	Đới Lãnh Tuyết	16	73	9	8	96	95	104	59	68	0	0	0	0	1					
395	Võ Thần Điện Thủ Hộ	Vu Tuyết Thu	17	73	9	8	96	76	105	59	68	0	0	0	0	1					
396	Võ Thần Điện Thủ Hộ	Nhạc Minh Triết	18	74	9	8	96	77	106	59	69	0	0	0	0	1					
397	Võ Thần Điện Thủ Hộ	Hình Thủy Nhi	1	74	9	8	96	78	107	59	69	0	0	0	0	1					
398	Võ Thần Điện Thủ Hộ	Triệu Sơn Phú	2	74	9	8	96	79	108	59	69	0	0	0	0	1					
399	Võ Thần Điện Thủ Hộ	Dụ Lạc Du	3	74	9	8	96	80	109	59	69	0	0	0	0	1					
400	Võ Thần Điện Thủ Hộ	Lữ Tử Trạc	4	74	9	8	96	81	102	59	69	0	0	0	0	1					
401	Võ Thần Điện Thủ Hộ	Quan Thư Cầm	5	75	9	9	96	81	102	59	70	0	0	0	0	1					
402	Võ Thần Điện Thủ Hộ	Cung Chí Thành	6	75	9	9	96	81	102	59	70	0	0	0	0	1					
403	Võ Thần Điện Thủ Hộ	Tả Khâu Hàn Lâm	7	75	9	9	96	81	102	59	70	0	0	0	0	1					
404	Võ Thần Điện Thủ Hộ	Trọng Tôn Hoằng Viễn	8	75	9	9	96	81	102	59	70	0	0	0	0	1					
405	Võ Thần Điện Thủ Hộ	Chương Ức Đạt	9	75	9	9	96	81	102	59	70	0	0	0	0	1					
406	Võ Thần Điện Thủ Hộ	Độc Cô Tuấn Dự	10	76	9	9	96	81	102	59	71	0	0	0	0	1					
407	Võ Thần Điện Thủ Hộ	Nghiêm Nhuệ Tinh	11	76	9	9	96	81	102	59	71	0	0	0	0	1					
408	Võ Thần Điện Thủ Hộ	Loan Mịch Vân	12	76	9	9	96	81	102	59	71	0	0	0	0	1					
409	Võ Thần Điện Thủ Hộ	Tư Mã Diệc Toàn	13	76	9	9	96	81	102	59	71	0	0	0	0	1					
410	Võ Thần Điện Thủ Hộ	Đoạn Ức Tuyết	14	76	9	9	96	81	102	59	71	0	0	0	0	1					
411	Võ Thần Điện Thủ Hộ	Mục Mặc Dung	15	77	9	9	96	81	102	59	72	0	0	0	0	1					
412	Võ Thần Điện Thủ Hộ	Thẩm Tinh Hỏa	16	77	9	9	96	81	102	59	72	0	0	0	0	1					
413	Võ Thần Điện Thủ Hộ	Lệnh Hồ Tư Phong	17	77	9	9	96	81	102	59	72	0	0	0	0	1					
414	Võ Thần Điện Thủ Hộ	Mộ Hàn Tùng	18	77	9	9	96	81	102	59	72	0	0	0	0	1					
415	Võ Thần Điện Thủ Hộ	Hạ Hòa Quang	1	77	9	9	96	81	102	59	72	0	0	0	0	1					
416	Võ Thần Điện Thủ Hộ	Mục Hồng Hi	2	78	9	9	96	81	102	59	73	0	0	0	0	1					
417	Võ Thần Điện Thủ Hộ	Tô Hoằng Văn	3	78	9	9	96	81	102	59	73	0	0	0	0	1					
418	Võ Thần Điện Thủ Hộ	Ung Gia Tứ	4	78	9	9	96	81	102	59	73	0	0	0	0	1					
419	Võ Thần Điện Thủ Hộ	Ngũ Hưng Nghiệp	5	78	9	9	96	81	102	59	73	0	0	0	0	1					
420	Võ Thần Điện Thủ Hộ	Hình Nghi Nhân	6	78	9	9	96	81	102	59	73	0	0	0	0	1					
421	Võ Thần Điện Thủ Hộ	Khương Gia Thụ	7	79	9	9	96	81	102	59	74	0	0	0	0	1					
422	Võ Thần Điện Thủ Hộ	Đông Môn Tư Tuyên	8	79	9	9	96	81	102	59	74	0	0	0	0	1					
423	Võ Thần Điện Thủ Hộ	Tần Nhạn Lục	9	79	9	9	96	81	102	59	74	0	0	0	0	1					
424	Võ Thần Điện Thủ Hộ	Xa Ánh Chân	10	79	9	9	96	81	102	59	74	0	0	0	0	1					
425	Võ Thần Điện Thủ Hộ	La Tài Lương	11	79	9	9	96	81	102	59	74	0	0	0	0	1					
426	Võ Thần Điện Thủ Hộ	Hùng Mặc Vân	12	80	10	9	96	81	102	59	75	0	0	0	0	1					
427	Võ Thần Điện Thủ Hộ	Diêm Tuyết Dung	13	80	10	9	96	81	102	59	75	0	0	0	0	1					
428	Võ Thần Điện Thủ Hộ	Hạng Kỳ Thắng	14	80	10	9	96	81	102	59	75	0	0	0	0	1					
429	Võ Thần Điện Thủ Hộ	Tư Hồng Thu Phiến	15	80	10	9	96	81	102	59	75	0	0	0	0	1					
430	Võ Thần Điện Thủ Hộ	Nghiêm Dĩ Quân	16	80	10	9	96	81	102	59	75	0	0	0	0	1					
431	Võ Thần Điện Thủ Hộ	Sái Thi Đan	17	81	10	9	96	81	102	59	76	0	0	0	0	1					
432	Võ Thần Điện Thủ Hộ	Long Bác Hãn	18	81	10	9	96	81	102	59	76	0	0	0	0	1					
433	Võ Thần Điện Thủ Hộ	Y Phỏng Cầm	1	81	10	9	96	81	102	59	76	0	0	0	0	1					
434	Võ Thần Điện Thủ Hộ	Tiêu Hòa Tụng	2	81	10	9	96	81	102	59	76	0	0	0	0	1					
435	Võ Thần Điện Thủ Hộ	Quách Hòa Dục	3	81	10	9	96	81	102	59	76	0	0	0	0	1					
436	Võ Thần Điện Thủ Hộ	Giản Hiểu Bác	4	82	10	9	96	81	102	59	77	0	0	0	0	1					
437	Võ Thần Điện Thủ Hộ	Tống Dương Vũ	5	82	10	9	96	81	102	59	77	0	0	0	0	1					
438	Võ Thần Điện Thủ Hộ	Mã Linh Phiến	6	82	10	9	96	81	102	59	77	0	0	0	0	1					
439	Võ Thần Điện Thủ Hộ	Nhạc Mẫn Duệ	7	82	10	9	96	81	102	59	77	0	0	0	0	1					
440	Võ Thần Điện Thủ Hộ	Từ Linh Tùng	8	82	10	9	96	81	102	59	77	0	0	0	0	1					
441	Võ Thần Điện Thủ Hộ	Khấu Túy Liễu	9	83	10	9	96	81	102	59	78	0	0	0	0	1					
442	Võ Thần Điện Thủ Hộ	Tư Mã Minh Hiên	10	83	10	9	96	81	102	59	78	0	0	0	0	1					
443	Võ Thần Điện Thủ Hộ	Diệp Hàn Tảo	11	83	10	9	96	81	102	59	78	0	0	0	0	1					
444	Võ Thần Điện Thủ Hộ	Hình Tuấn Triết	12	83	10	9	96	81	102	59	78	0	0	0	0	1					
445	Võ Thần Điện Thủ Hộ	Lư Khưu Kiên Bạch	13	83	10	9	96	81	102	59	78	0	0	0	0	1					
446	Võ Thần Điện Thủ Hộ	Bốc Kỳ Thụy	14	84	10	9	96	81	102	59	79	0	0	0	0	1					
447	Võ Thần Điện Thủ Hộ	Lâm Nhã Kiện	15	84	10	9	96	81	102	59	79	0	0	0	0	1					
448	Võ Thần Điện Thủ Hộ	Soái Văn Thạch	16	84	10	9	96	81	102	59	79	0	0	0	0	1					
449	Võ Thần Điện Thủ Hộ	Ô Tiếu Hòe	17	84	10	9	96	81	102	59	79	0	0	0	0	1					
450	Võ Thần Điện Thủ Hộ	Vũ Vĩ Kỳ	18	84	10	9	96	81	102	59	79	0	0	0	0	1					
451	Võ Thần Điện Thủ Hộ	Giả Hưng Đằng	1	85	10	10	96	81	102	59	80	0	0	0	0	1					
452	Võ Thần Điện Thủ Hộ	Kha Diệp Thước	2	85	10	10	96	81	102	59	80	0	0	0	0	1					
453	Võ Thần Điện Thủ Hộ	Bảo Nhã Đạt	3	85	10	10	96	81	102	59	80	0	0	0	0	1					
454	Võ Thần Điện Thủ Hộ	Mai Mịch Song	4	85	10	10	96	81	102	59	80	0	0	0	0	1					
455	Võ Thần Điện Thủ Hộ	Cù Duệ Thức	5	85	10	10	96	81	102	59	80	0	0	0	0	1					
456	Võ Thần Điện Thủ Hộ	Lỗ Thừa Cơ	6	86	10	10	96	81	102	59	81	0	0	0	0	1					
