Desc	ActEventID	EventType	Frame	EventName	EventParam1	EventParam2	EventParam3	EventParam4	EventParam5	EventParamStr
Nga Mi Kiếm Thuật 4	1134	2	3	CastSkill	1134					
Nga Mi Kiếm Thuật 4	1134	2	6	CanDoRun						
Nga Mi Kiếm Thuật 4	1134	3		CrossFade	500					
Giang Hải Ngưng Ba	1136	1		CrossFade	1					
Giang Hải Ngưng Ba	1136	1		InstantDir	1000					
Giang Hải Ngưng Ba	1136	1		PlayEffect						
Giang Hải Ngưng Ba	1136	1		PlayEffect	6311			1	10	
Giang Hải Ngưng Ba	1136	2	11	CastSkill	1136					
Giang Hải Ngưng Ba_Phụ	1137	1		CastSkill						
Nga Mi Kiếm Thuật 1	1140	1		CrossFade	1					
Nga Mi Kiếm Thuật 1	1140	1		InstantDir	1000					
Nga Mi Kiếm Thuật 1	1140	1		LinkSkillInit	20	1141				
Nga Mi Kiếm Thuật 1	1140	2	3	CastSkill	1140					
Nga Mi Kiếm Thuật 1	1140	2	1	CanDoSkill						
Nga Mi Kiếm Thuật 1	1140	2	5	CastLinkSkill						
Nga Mi Kiếm Thuật 1	1140	2	5	CanDoRun						
Nga Mi Kiếm Thuật 2	1141	1		CrossFade	1					
Nga Mi Kiếm Thuật 2	1141	1		InstantDir	1000					
Nga Mi Kiếm Thuật 2	1141	1		LinkSkillInit	20	1142				
Nga Mi Kiếm Thuật 2	1141	1		PlayEffect	302					
Nga Mi Kiếm Thuật 2	1141	2	1	CanDoSkill						
Nga Mi Kiếm Thuật 2	1141	2	2	CastSkill	1141					
Nga Mi Kiếm Thuật 2	1141	2	7	CastLinkSkill						
Nga Mi Kiếm Thuật 2	1141	2	5	CanDoRun						
Nga Mi Kiếm Thuật 3	1142	1		CrossFade	1					
Nga Mi Kiếm Thuật 3	1142	1		InstantDir	1000					
Nga Mi Kiếm Thuật 3	1142	1		LinkSkillInit	20	1143				
Nga Mi Kiếm Thuật 3	1142	1		PlayEffect	303					
Nga Mi Kiếm Thuật 3	1142	2	1	CanDoSkill						
Nga Mi Kiếm Thuật 3	1142	2	3	CastSkill	1142					
Nga Mi Kiếm Thuật 3	1142	2	10	CastLinkSkill						
Nga Mi Kiếm Thuật 3	1142	2	8	CanDoRun						
Nga Mi Kiếm Thuật 4	1143	1		CrossFade	1					
Nga Mi Kiếm Thuật 4	1143	1		InstantDir	1000					
Nga Mi Kiếm Thuật 4	1143	1		PlayEffect						
Nga Mi Kiếm Thuật 4	1143	2	1	CanDoSkill						
Nga Mi Kiếm Thuật 4	1143	2	3	CastSkill	1143					
Nga Mi Kiếm Thuật 4	1143	2	6	CanDoRun						
Nga Mi Kiếm Thuật 4	1143	3		CrossFade	500					
Thiên Vũ Bảo Luân	1144	1		CrossFade	1					
Thiên Vũ Bảo Luân	1144	1		InstantDir	1000					
Thiên Vũ Bảo Luân	1144	1		CastSkill	1144					
Thiên Vũ Bảo Luân	1144	1		PlayEffect	312					
Thiên Vũ Bảo Luân	1144	3		CrossFade	850					
Thiên Vũ Bảo Luân_Phụ	1145	1		CastSkill	1145					
Đào Hoa Tiễn Thuật	1181	1		CrossFade	1					
Đào Hoa Tiễn Thuật	1181	1		InstantDir	1000					
Đào Hoa Tiễn Thuật	1181	2	1	CanDoSkill						
Đào Hoa Tiễn Thuật	1181	2	1	CastSkill	1181					
Đào Hoa Tiễn Thuật	1181	1	0	LinkSkillInit	20	1182				
Đào Hoa Tiễn Thuật	1181	1	0	PlayEffect	6401					
Đào Hoa Tiễn Thuật	1181	2	5	CanDoRun						
Đào Hoa Tiễn Thuật	1181	2	5	CastLinkSkill	1					
Đào Hoa Tiễn Thuật	1181	3		UnbindEffect	6401					
Đào Hoa Tiễn Thuật 2	1182	1		CrossFade	500					
Đào Hoa Tiễn Thuật 2	1182	1		InstantDir	1000					
Đào Hoa Tiễn Thuật 2	1182	2	1	CanDoSkill						
Đào Hoa Tiễn Thuật 2	1182	2	3	CastSkill	1182					
Đào Hoa Tiễn Thuật 2	1182	1	0	LinkSkillInit	20	1183				
Đào Hoa Tiễn Thuật 2	1182	2	1	PlayEffect	6402					
Đào Hoa Tiễn Thuật 2	1182	2	6	CanDoRun						
Đào Hoa Tiễn Thuật 2	1182	2	5	CastLinkSkill	1					
Đào Hoa Tiễn Thuật 2	1182	3		UnbindEffect	6402					
Đào Hoa Tiễn Thuật 3	1183	1		CrossFade	500					
Đào Hoa Tiễn Thuật 3	1183	1		InstantDir	1000					
Đào Hoa Tiễn Thuật 3	1183	2	1	CanDoSkill						
Đào Hoa Tiễn Thuật 3	1183	2	3	CastSkill	1183					
Đào Hoa Tiễn Thuật 3	1183	1	0	LinkSkillInit	20	1184				
Đào Hoa Tiễn Thuật 3	1183	2	1	PlayEffect	6402					
Đào Hoa Tiễn Thuật 3	1183	2	8	CanDoRun						
Đào Hoa Tiễn Thuật 3	1183	2	7	CastLinkSkill	1					
Đào Hoa Tiễn Thuật 3	1183	3		UnbindEffect	6402					
Đào Hoa Tiễn Thuật 4	1184	1		CrossFade	500					
Đào Hoa Tiễn Thuật 4	1184	1		InstantDir	1000					
Đào Hoa Tiễn Thuật 4	1184	2	1	CanDoSkill						
Đào Hoa Tiễn Thuật 4	1184	2	5	CastSkill	1184					
Đào Hoa Tiễn Thuật 4	1184	1	0	PlayEffect	6403					
Đào Hoa Tiễn Thuật 4	1184	2	8	CanDoRun						
Đào Hoa Tiễn Thuật 4	1184	3		UnbindEffect	6403					
Phi Hỏa Lưu Tinh	1188	1		CrossFade	1					
Phi Hỏa Lưu Tinh	1188	1		InstantDir	1000					
Phi Hỏa Lưu Tinh	1188	1		PlayEffect	6407					
Phi Hỏa Lưu Tinh	1188	2	11	CastSkill	1188					
Phi Hỏa Lưu Tinh	1188	2	11	PlayShake	60	160	1	1		
Phi Hỏa Lưu Tinh_Hiệu quả	1189	2	3	CastSkill	1189					
Đào Hoa Tiễn Thuật	1191	1		CrossFade	1					
Đào Hoa Tiễn Thuật	1191	1		InstantDir	1000					
Đào Hoa Tiễn Thuật	1191	2	1	CanDoSkill						
Đào Hoa Tiễn Thuật	1191	2	1	CastSkill	1191					
Đào Hoa Tiễn Thuật	1191	1	0	LinkSkillInit	20	1192				
Đào Hoa Tiễn Thuật	1191	1	0	PlayEffect	6401					
Đào Hoa Tiễn Thuật	1191	2	5	CanDoRun						
Đào Hoa Tiễn Thuật	1191	2	5	CastLinkSkill	1					
Đào Hoa Tiễn Thuật	1191	3		UnbindEffect	6401					
Đào Hoa Tiễn Thuật 2	1192	1		CrossFade	500					
Đào Hoa Tiễn Thuật 2	1192	1		InstantDir	1000					
Đào Hoa Tiễn Thuật 2	1192	2	1	CanDoSkill						
Đào Hoa Tiễn Thuật 2	1192	2	3	CastSkill	1192					
Đào Hoa Tiễn Thuật 2	1192	1	0	LinkSkillInit	20	1193				
Đào Hoa Tiễn Thuật 2	1192	2	1	PlayEffect	6402					
Đào Hoa Tiễn Thuật 2	1192	2	6	CanDoRun						
Đào Hoa Tiễn Thuật 2	1192	2	5	CastLinkSkill	1					
Đào Hoa Tiễn Thuật 2	1192	3		UnbindEffect	6402					
Đào Hoa Tiễn Thuật 3	1193	1		CrossFade	500					
Đào Hoa Tiễn Thuật 3	1193	1		InstantDir	1000					
Đào Hoa Tiễn Thuật 3	1193	2	1	CanDoSkill						
Đào Hoa Tiễn Thuật 3	1193	2	3	CastSkill	1193					
Đào Hoa Tiễn Thuật 3	1193	1	0	LinkSkillInit	20	1194				
Đào Hoa Tiễn Thuật 3	1193	2	1	PlayEffect	6402					
Đào Hoa Tiễn Thuật 3	1193	2	8	CanDoRun						
Đào Hoa Tiễn Thuật 3	1193	2	7	CastLinkSkill	1					
Đào Hoa Tiễn Thuật 3	1193	3		UnbindEffect	6402					
Đào Hoa Tiễn Thuật 4	1194	1		CrossFade	500					
Đào Hoa Tiễn Thuật 4	1194	1		InstantDir	1000					
Đào Hoa Tiễn Thuật 4	1194	2	1	CanDoSkill						
Đào Hoa Tiễn Thuật 4	1194	2	5	CastSkill	1194					
Đào Hoa Tiễn Thuật 4	1194	1	0	PlayEffect	6403					
Đào Hoa Tiễn Thuật 4	1194	2	8	CanDoRun						
Đào Hoa Tiễn Thuật 4	1194	3		UnbindEffect	6403					
Hỏa Phượng Liêu Nguyên	1195	1		CastSkill	1195					
Hỏa Phượng Liêu Nguyên	1195	1		PlayEffect	6406					
Tiêu Dao Thương Pháp 1	1221	1		CrossFade	1					
Tiêu Dao Thương Pháp 1	1221	1		InstantDir	1000					
Tiêu Dao Thương Pháp 1	1221	2	3	CastSkill	1221					
Tiêu Dao Thương Pháp 1	1221	1	0	LinkSkillInit	20	1222				
Tiêu Dao Thương Pháp 1	1221	2	1	CanDoSkill						
Tiêu Dao Thương Pháp 1	1221	2	0	PlayEffect	501					
Tiêu Dao Thương Pháp 1	1221	2	5	CanDoRun						
Tiêu Dao Thương Pháp 1	1221	2	5	CastLinkSkill						
Tiêu Dao Thương Pháp 2	1222	1		CrossFade	1					
Tiêu Dao Thương Pháp 2	1222	1		InstantDir	1000					
Tiêu Dao Thương Pháp 2	1222	2	4	CastSkill	1222					
Tiêu Dao Thương Pháp 2	1222	1	0	LinkSkillInit	20	1223				
Tiêu Dao Thương Pháp 2	1222	2	1	CanDoSkill						
Tiêu Dao Thương Pháp 2	1222	2	0	PlayEffect	502					
Tiêu Dao Thương Pháp 2	1222	2	6	CanDoRun						
Tiêu Dao Thương Pháp 2	1222	2	6	CastLinkSkill						
Tiêu Dao Thương Pháp 3	1223	1		CrossFade	1					
Tiêu Dao Thương Pháp 3	1223	1		InstantDir	1000					
Tiêu Dao Thương Pháp 3	1223	1		LinkSkillInit	20	1224				
Tiêu Dao Thương Pháp 3	1223	2	1	CanDoSkill						
Tiêu Dao Thương Pháp 3	1223	2	0	PlayEffect	503					
Tiêu Dao Thương Pháp 3	1223	2	4	CastSkill	1223					
Tiêu Dao Thương Pháp 3	1223	2	6	CanDoRun						
Tiêu Dao Thương Pháp 3	1223	2	8	CastLinkSkill						
Tiêu Dao Thương Pháp 3	1223	2	4	MovePos	60	25	150			
Tiêu Dao Thương Pháp 4	1224	1		CrossFade	1					
Tiêu Dao Thương Pháp 4	1224	1		InstantDir	1000					
Tiêu Dao Thương Pháp 4	1224	2	1	CanDoSkill						
Tiêu Dao Thương Pháp 4	1224	2	4	CastSkill	1224					
Tiêu Dao Thương Pháp 4	1224	2	0	PlayEffect	504					
Tiêu Dao Thương Pháp 4	1224	2	8	CanDoRun						
Tiêu Dao Thương Pháp 4	1224	2	4	MovePos	60	25	150			
Bạch Hồng Quán Nhật	1232	1		CrossFade	1					
Bạch Hồng Quán Nhật	1232	1		InstantDir	1000					
Bạch Hồng Quán Nhật	1232	2	1	CastSkill	1233					
Bạch Hồng Quán Nhật	1232	2	1	PlayEffect	510	1				
Bạch Hồng Quán Nhật	1232	2	8	ClearEffect	510					
Bạch Hồng Quán Nhật	1232	3		ClearEffect	510					
Bạch Hồng Quán Nhật_Phụ 1	1233	1		CastSkill	1233					
Tiêu Dao Thương Pháp 1	1234	1		CrossFade	1					
Tiêu Dao Thương Pháp 1	1234	1		InstantDir	1000					
Tiêu Dao Thương Pháp 1	1234	2	3	CastSkill	1234					
Tiêu Dao Thương Pháp 1	1234	1	0	LinkSkillInit	20	1235				
Tiêu Dao Thương Pháp 1	1234	2	1	CanDoSkill						
Tiêu Dao Thương Pháp 1	1234	2	0	PlayEffect	501					
Tiêu Dao Thương Pháp 1	1234	2	5	CanDoRun						
Tiêu Dao Thương Pháp 1	1234	2	5	CastLinkSkill						
Tiêu Dao Thương Pháp 2	1235	1		CrossFade	1					
Tiêu Dao Thương Pháp 2	1235	1		InstantDir	1000					
Tiêu Dao Thương Pháp 2	1235	2	4	CastSkill	1235					
Tiêu Dao Thương Pháp 2	1235	1	0	LinkSkillInit	20	1236				
Tiêu Dao Thương Pháp 2	1235	2	1	CanDoSkill						
Tiêu Dao Thương Pháp 2	1235	2	0	PlayEffect	502					
Tiêu Dao Thương Pháp 2	1235	2	6	CanDoRun						
Tiêu Dao Thương Pháp 2	1235	2	6	CastLinkSkill						
Tiêu Dao Thương Pháp 3	1236	1		CrossFade	1					
Tiêu Dao Thương Pháp 3	1236	1		InstantDir	1000					
Tiêu Dao Thương Pháp 3	1236	1		LinkSkillInit	20	1237				
Tiêu Dao Thương Pháp 3	1236	2	1	CanDoSkill						
Tiêu Dao Thương Pháp 3	1236	2	0	PlayEffect	503					
Tiêu Dao Thương Pháp 3	1236	2	4	CastSkill	1236					
Tiêu Dao Thương Pháp 3	1236	2	6	CanDoRun						
Tiêu Dao Thương Pháp 3	1236	2	8	CastLinkSkill						
Tiêu Dao Thương Pháp 3	1236	2	4	MovePos	60	25	150			
Tiêu Dao Thương Pháp 4	1237	1		CrossFade	1					
Tiêu Dao Thương Pháp 4	1237	1		InstantDir	1000					
Tiêu Dao Thương Pháp 4	1237	2	1	CanDoSkill						
Tiêu Dao Thương Pháp 4	1237	2	4	CastSkill	1237					
Tiêu Dao Thương Pháp 4	1237	2	0	PlayEffect	504					
Tiêu Dao Thương Pháp 4	1237	2	8	CanDoRun						
Tiêu Dao Thương Pháp 4	1237	2	4	MovePos	60	25	150			
Thất Thám Xà Bàn	1238	1		PlayEffect	6507				10	
Thất Thám Xà Bàn	1238	1		CrossFade	1					
Thất Thám Xà Bàn	1238	1		InstantDir	1000					
Thất Thám Xà Bàn_Phụ 1	1239	1		CastSkill	531					
Thất Thám Xà Bàn_Phụ 1	1239	1		PlaySound	5508					
Thất Thám Xà Bàn_Phụ 1	1239	1		RetsetPos						
Thất Thám Xà Bàn_Phụ 1	1239	1		CrossFade	1					
Thất Thám Xà Bàn_Phụ 1	1239	1		InstantDir	1000					
Thất Thám Xà Bàn_Phụ 1	1239	1		CastSkill	1239					
Thất Thám Xà Bàn_Phụ 1	1239	3		RemoveBuff	531					
Thất Thám Xà Bàn_Phụ 2	1240	1		CrossFade	1					
Thất Thám Xà Bàn_Phụ 2	1240	1		InstantDir	1000					
Thất Thám Xà Bàn_Phụ 2	1240	3		CastSkill	1240					
Thất Thám Xà Bàn_Phụ 3	1241	1		PlaySound	5509					
Thất Thám Xà Bàn_Phụ 3	1241	2	3	PlayEffect	508					
Thất Thám Xà Bàn_Phụ 3	1241	3		CrossFade	1					
Thất Thám Xà Bàn_Phụ 3	1241	3		UnbindEffect	508					
Bạch Hồng Quán Nhật	1238	1		CrossFade	1					
Bạch Hồng Quán Nhật	1238	1		InstantDir	1000					
Bạch Hồng Quán Nhật	1238	2	1	CastSkill	1239					
Bạch Hồng Quán Nhật	1238	2	1	PlayEffect	510	1				
Bạch Hồng Quán Nhật	1238	2	8	ClearEffect	510					
Bạch Hồng Quán Nhật	1238	3		ClearEffect	510					
Bạch Hồng Quán Nhật_Phụ 1	1239	1		CastSkill	1239					
Chém	1270	2	5	CastSkill	1270					
Chém	1271	2	5	CastSkill	1271					
Chém	1272	2	5	CastSkill	1272					
Chém	1273	2	5	CastSkill	1273					
Quần Thể Đao Trọng Kích	1278	2	5	CastSkill	1278					
Tiêu Động Trần_Đánh Thường	1281	1		CrossFade	1					
Tiêu Động Trần_Đánh Thường	1281	1		InstantDir	1000					
Tiêu Động Trần_Đánh Thường	1281	2	8	CastSkill	1281					
Hoành Tảo	1282	1		CrossFade	1					
Hoành Tảo	1282	1		InstantDir	1000					
Hoành Tảo	1282	1		PlayEffect	1336					
Hoành Tảo	1282	2	12	CastSkill	1282					
Hoành Tảo	1282	3		DoCommonAct	7			15		
Cửu Khê Di Yên	1284	2	6	CastSkill	1284					
Cửu Khê Di Yên	1284	3		DoCommonAct	7			15		
Cửu Khê Di Yên_Phụ	1285	2	8	CastSkill	1285					
Cửu Khê Di Yên_Phụ	1285	3		DoCommonAct	7			13		
Độc Tí-Đánh Thường	1286	1		CrossFade	1					
Độc Tí-Đánh Thường	1286	1		InstantDir	1000					
Độc Tí-Đánh Thường	1286	2	7	CastSkill	1286					
Trọng Quyền Tam Kích	1287	1		CrossFade	1					
Trọng Quyền Tam Kích	1287	1		InstantDir	1000					
Trọng Quyền Tam Kích	1287	2	4	PlayEffect	1479				3	
Trọng Quyền Tam Kích	1287	2	6	CastSkill	1287					
Trọng Quyền Tam Kích	1287	2	7	MovePos	80	80	80			
Trọng Quyền Tam Kích	1287	2	16	PlayEffect	1478					
Trọng Quyền Tam Kích	1287	2	18	CastSkill	1287					
Trọng Quyền Tam Kích	1287	2	18	MovePos	30	40	100			
Trọng Quyền Tam Kích	1287	2	21	PlayEffect	1479					
Trọng Quyền Tam Kích	1287	2	23	CastSkill	1288					
Trọng Quyền Tam Kích	1287	2	23	MovePos	30	40	100			
Trọng Quyền Tam Kích_Phụ	1288	1		CrossFade	1					
Trọng Quyền Tam Kích_Phụ	1288	1		InstantDir	1000					
Trọng Quyền Tam Kích_Phụ	1288	2	6	CastSkill	1288					
Hàn Băng Trảm	1289	1		CrossFade	1					
Hàn Băng Trảm	1289	2	6	CastSkill	1289					
Liên Hoàn Hàn Băng Trảm	1290	1		CrossFade	1					
Liên Hoàn Hàn Băng Trảm	1290	1		InstantDir	1000					
Liên Hoàn Hàn Băng Trảm	1290	2	11	CastSkill	1290					
Liên Hoàn Hàn Băng Trảm_Hiệu quả	1291	1		CastSkill	1291					
Phi Trảm	1293	1		CrossFade	1					
Phi Trảm	1293	2	4	CastSkill	1293					
Phi Trảm	1293	2	7	CastSkill	1293					
Chưởng Kích	1294	1		CrossFade	1					
Chưởng Kích	1294	1		InstantDir	1000					
Chưởng Kích	1294	2	5	PlayEffect	1305				5	
Chưởng Kích	1294	2	8	CastSkill	1294					
Phong Tuyết Thương	1295	1		PlayEffect	1295				-1	
Phong Tuyết Thương	1295	2	5	CastSkill	1295					
Liên kích_Động tác	11296	1		DoCommonAct	16	1296		25		
Liên kích 1	1296	1		CrossFade	1					
Liên kích 1	1296	1		InstantDir	1000					
Liên kích 1	1296	2	8	CastSkill	1296					
Liên kích 1	1296	3		DoCommonAct	7			15		
Liên kích 2	1297	1		CrossFade	1					
Liên kích 2	1297	1		InstantDir	1000					
Liên kích 2	1297	2	8	CastSkill	1297					
Liên kích 3	1298	1		CrossFade	1					
Liên kích 3	1298	1		InstantDir	1000					
Liên kích 3	1298	2	8	CastSkill	1298					
Bài Sơn Đáo Hải	11300	1		DoCommonAct	17	1300		70		
Bài Sơn Đáo Hải	1300	1		CrossFade	1					
Bài Sơn Đáo Hải	1300	1		InstantDir	1000					
Bài Sơn Đáo Hải	1300	2	10	CastSkill	1549					
Bài Sơn Đáo Hải	1300	2	20	CastSkill	1549					
Bài Sơn Đáo Hải	1300	2	30	CastSkill	1549					
Bài Sơn Đáo Hải	1300	2	8	CastSkill	1300					
Bài Sơn Đáo Hải	1300	2	13	CastSkill	1300					
Bài Sơn Đáo Hải	1300	2	18	CastSkill	1300					
Bài Sơn Đáo Hải	1300	2	23	CastSkill	1300					
Bài Sơn Đáo Hải	1300	2	28	CastSkill	1300					
Bài Sơn Đáo Hải	1300	2	33	CastSkill	1300					
Bài Sơn Đáo Hải	1300	3		DoCommonAct	7			20		
Hình Quạt_Hoành Tảo	1301	1		CrossFade	1					
Hình Quạt_Hoành Tảo	1301	1		InstantDir	1000					
Hình Quạt_Hoành Tảo	1301	1		PlayEffect						
Hình Quạt_Hoành Tảo	1301	2	12	CastSkill	1302					
Hình Quạt_Hoành Tảo	1301	2	26	CastSkill	1301					
Chưởng Kích	1303	1		CrossFade	1					
Chưởng Kích	1303	1		InstantDir	1000					
Chưởng Kích	1303	2	5	PlayEffect	1305				5	
Chưởng Kích	1303	2	8	CastSkill	1303					
Chưởng Kích_Phụ	1322	1		DoCommonAct	16	1303		20		
Liên kích_Động tác	11304	1		DoCommonAct	16	1304		25		
Liên kích 1	1304	1		CrossFade	1					
Liên kích 1	1304	1		InstantDir	1000					
Liên kích 1	1304	2	8	CastSkill	1304					
Liên kích 1	1304	3		DoCommonAct	7			15		
Liên kích 2	1305	1		CrossFade	1					
Liên kích 2	1305	1		InstantDir	1000					
Liên kích 2	1305	2	8	CastSkill	1305					
Liên kích 3	1306	1		CrossFade	1					
Liên kích 3	1306	1		InstantDir	1000					
Liên kích 3	1306	2	8	CastSkill	1306					
Địa Liệt	1307	1		CrossFade	1					
Địa Liệt	1307	1		InstantDir	1000					
Địa Liệt	1307	2	20	CastSkill	1307					
Địa Liệt	1307	3		DoCommonAct	7			10		
Hình Quạt_Phong Lãng	1308	1		CrossFade	1					
Hình Quạt_Phong Lãng	1308	1		InstantDir	1000					
Hình Quạt_Phong Lãng	1308	2	15	CastSkill	1308					
Hình Quạt_Phong Lãng_Hiệu quả	1309	2	3	CastSkill	1309					
Hình Quạt_Long Quyển Phong	1310	1		CrossFade	1					
Hình Quạt_Long Quyển Phong	1310	1		InstantDir	1000					
Hình Quạt_Long Quyển Phong	1310	2	15	CastSkill	1310					
Hình Quạt_Long Quyển Phong_Hiệu quả	1311	1		CastSkill	1311					
Lôi Động Cửu Thiên	1312	1		PlayEffect						
Lôi Động Cửu Thiên	1312	1		CastSkill						
Lôi Động Cửu Thiên	1312	3		PlaySound	6312					
Địa Liệt_Hiệu Quả	1316	2	3	CastSkill	1316					
Dơi_Đánh Thường	1317	1		PlayEffect	1317					
Dơi_Đánh Thường	1317	2	12	CastSkill	1317					
Hào Hỏa Cầu Liên Đạn (Sát thương)	1321	1		CastSkill	1321					
Hào Hỏa Cầu Liên Đạn	1323	1		CrossFade	1					
Hào Hỏa Cầu Liên Đạn	1323	1		InstantDir	1000					
Hào Hỏa Cầu Liên Đạn	1323	1		PlayEffect	7340			12		
Hào Hỏa Cầu Liên Đạn	1323	2	10	CastSkill	1323					
Hào Hỏa Cầu Liên Đạn_Động tác	11323	1		DoCommonAct	17	1323		10		
Hào Hỏa Cầu Liên Đạn_Phụ (Nổ) 	1324	1		CastSkill	1324					
Càn Khôn Đại Na Di_Hấp	1325	1		CrossFade	1					
Càn Khôn Đại Na Di_Hấp	1325	1		InstantDir	1000					
Càn Khôn Đại Na Di_Hấp	1325	1		CastSkill	1325					
Càn Khôn Đại Na Di_Hấp	1325	2	10	PlayEffect	208					
Càn Khôn Đại Na Di_Hấp	1325	2	10	CastSkill	1326					
Càn Khôn Đại Na Di_Hấp	1325	3		DoCommonAct	7			15		
Càn Khôn Đại Na Di_Đạn	1326	2	10	CastSkill	1326					
Càn Khôn Đại Na Di_Đạn	1326	2	10	PlayEffect	208					
Càn Khôn Đại Na Di_Đạn	1326	3		DoCommonAct	7			15		
Hỏa Vẫn	1327	2	5	CastSkill	1327					
Hỏa Vẫn	1327	3		DoCommonAct	7			20		
Hỏa Vẫn_Địa Liệt Hiệu Quả	1328	1		CastSkill	1328					
Hỏa Vẫn_Sát thương	1329	1		CastSkill	1329					
Xung Phong	1330	1		CrossFade	1					
Xung Phong	1330	1		InstantDir	1000					
Xung Phong	1330	1		CastSkill	1331					
Xung Phong	1330	1		PlayEffect	1330					
Xung Phong	1330	3		ClearEffect	1330					
Xung Phong	1330	3		DoCommonAct	7			20		
Xung Phong_Phụ	1331	1		CastSkill	1331					
Phi Nhẫn	1332	1		CrossFade	1					
Phi Nhẫn	1332	1		InstantDir	1000					
Phi Nhẫn	1332	2	7	CastSkill	1332					
Phi Nhẫn	1332	3		DoCommonAct	7			20		
Thất Sát Địa Liệt	1333	2	12	CastSkill	1333					
Thất Sát Địa Liệt	1333	3		DoCommonAct	7			20		
Tiêu Động Trần_Đánh Thường	1335	1		CrossFade	1					
Tiêu Động Trần_Đánh Thường	1335	1		InstantDir	1000					
Tiêu Động Trần_Đánh Thường	1335	1		PlayEffect	1335					
Tiêu Động Trần_Đánh Thường	1335	2	8	CastSkill	1335					
Hoành Tảo	1336	1		CrossFade	1					
Hoành Tảo	1336	1		InstantDir	1000					
Hoành Tảo	1336	1		PlayEffect	1336					
Hoành Tảo	1336	2	12	CastSkill	1336					
Hoành Tảo	1336	3		DoCommonAct	7			15		
Kinh Lôi	1337	2	10	CastSkill	1337					
Kinh Lôi	1337	3		DoCommonAct	7			30		
Long Chiến Thiên_Đánh Thường	1340	1		PlayEffect	7323			12		
Long Chiến Thiên_Đánh Thường	1340	2	8	CastSkill	1340					
Thất Sát Sứ Đánh Thường	11342	1		DoCommonAct	16	1342		20		
Thất Sát Sứ Đánh Thường	11342	3		CrossFade	1200					
Thất Sát Sứ Đánh Thường	1342	2	5	CastSkill	1342					
Tiêu Động Trần_Xung Phong	1341	1		CastSkill	1341					
Tiêu Động Trần_Xung Phong	1341	1		PlayEffect	9016					
Tiêu Động Trần_Xung Phong	1341	3		ClearEffect	9016					
Tiêu Động Trần_Xung Phong	1343	1		CrossFade	1					
Tiêu Động Trần_Xung Phong	1343	1		InstantDir	1000					
Tiêu Động Trần_Xung Phong	1343	1		CastSkill	1344					
Tiêu Động Trần_Xung Phong	1343	1		CastSkill	1345					
Tiêu Động Trần_Xung Phong	1343	1		PlayEffect						
Tiêu Động Trần_Xung Phong	1343	3		ClearEffect						
Tiêu Động Trần_Xung Phong	1343	3		DoCommonAct	7			20		
Tiêu Động Trần_Xung Phong_Phụ	1344	1		CastSkill	1344					
Hào Hỏa Cầu Liên Đạn (Sát thương)	1346	1		CastSkill	1346					
Hào Hỏa Cầu Liên Đạn	1347	1		CrossFade	1					
Hào Hỏa Cầu Liên Đạn	1347	1		InstantDir	1000					
Hào Hỏa Cầu Liên Đạn	1347	1		PlayEffect	7340			12		
Hào Hỏa Cầu Liên Đạn	1347	2	10	CastSkill	1347					
Hào Hỏa Cầu Liên Đạn	1347	3		DoCommonAct	7			30		
Hào Hỏa Cầu Liên Đạn_Động tác	11347	1		DoCommonAct	17	1347		10		
Hào Hỏa Cầu Liên Đạn_Phụ (Nổ) 	1348	1		CastSkill	1348					
Cửu Vĩ Đánh Thường	1349	2	8	CastSkill	1349					
Ngũ Tinh Liên Châu	1350	2	6	CastSkill	1350					
Ngũ Tinh Liên Châu	1350	3		DoCommonAct	7			15		
Ngũ Tinh Liên Châu_Phụ	1354	2	8	CastSkill	1354					
Ngũ Tinh Liên Châu_Phụ	1354	3		DoCommonAct	7			13		
Lôi Linh Phá	1351	2	5	CastSkill	1351					
Lôi Linh Phá	1351	3		DoCommonAct	7			22		
Kim Cang Trụy	1355	1		CrossFade	1					
Kim Cang Trụy	1355	1		InstantDir	35					
Kim Cang Trụy	1355	2	17	PlaySound	6355					
Kim Cang Trụy	1355	2	18	CastSkill	1356					
Kim Cang Trụy	1355	2	18	CastSkill	1360					
Kim Cang Trụy	1355	3		UnbindEffect	206					
Kim Cang Trụy_Phụ	1356	1		CastSkill	1356					
Trọng Quyền Tam Kích	1357	1		CrossFade	1					
Trọng Quyền Tam Kích	1357	1		InstantDir	1000					
Trọng Quyền Tam Kích	1357	2	4	PlayEffect	1479				3	
Trọng Quyền Tam Kích	1357	2	6	CastSkill	1357					
Trọng Quyền Tam Kích	1357	2	7	MovePos	80	80	80			
Trọng Quyền Tam Kích	1357	2	16	PlayEffect	1478					
Trọng Quyền Tam Kích	1357	2	18	CastSkill	1357					
Trọng Quyền Tam Kích	1357	2	18	MovePos	30	40	100			
Trọng Quyền Tam Kích	1357	2	21	PlayEffect	1479					
Trọng Quyền Tam Kích	1357	2	23	CastSkill	1358					
Trọng Quyền Tam Kích	1357	2	23	MovePos	30	40	100			
Trọng Quyền Tam Kích_Phụ	1358	1		CrossFade	1					
Trọng Quyền Tam Kích_Phụ	1358	1		InstantDir	1000					
Trọng Quyền Tam Kích_Phụ	1358	2	6	CastSkill	1358					
Độc Tí-Đánh Thường	1359	1		CrossFade	1					
Độc Tí-Đánh Thường	1359	1		InstantDir	1000					
Độc Tí-Đánh Thường	1359	2	10	CastSkill	1359					
