Index	Name	AttribID	AttackSpeed	MaxLife	FightPower	Miss	HitRate	MinBaseAttack	MaxBaseAttack	WoodDamage	WaterDamage	FireDamage	EarthDamage	MetalResist	WoodResist	WaterResist	FireResist	EarthResist	DeadlyStrike	MetalDamage	SeriesDamageValue
Guanka_Tiny	Quái nhỏ	210	15	{1,150*0.5},{5,350*0.5},{10,900*0.5},{20,3500*0.5},{30,4000*0.5},{40,7000*0.5},{50,10000*0.5},{60,13500*0.5},{70,20000*0.5},{80,30000*0.5},{100,60000*0.5},{110,75000*0.5}	0	0	{10,1000},{100,2800},{150,7000}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	0	0	0	0		0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}		
Guanka_Normal_1	Quái 1	211	15	{1,180},{5,350},{10,900},{20,3500},{30,4000},{40,7000},{50,10000},{60,13500},{70,20000},{80,30000},{100,60000},{110,75000}	0	0	{10,1000},{100,2800},{150,7000}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	0	0	0	0		0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}		
Guanka_Normal_2	Quái 2	212	15	{1,180*1.5},{5,350*1.5},{10,900*1.5},{20,3500*1.5},{30,4000*1.5},{40,7000*1.5},{50,10000*1.5},{60,13500*1.5},{70,20000*1.5},{80,30000*1.5},{100,60000*1.5},{110,75000*1.5}	0	0	{10,1000},{100,2800},{150,7000}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	0	0	0	0		0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}		
Guanka_Elite_1	Tinh Anh 1	213	15	{1,180*2.5},{5,350*2.5},{10,900*2.5},{20,3500*2.5},{30,4000*2.5},{40,7000*2.5},{50,10000*2.5},{60,13500*2.5},{70,20000*2.5},{80,30000*2.5},{100,60000*2.5},{110,75000*2.5}	0	0	{10,1000},{100,2800},{150,7000}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	0	0	0	0		0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}		
Guanka_Elite_2	Tinh Anh 2	214	15	{1,180*5},{5,350*5},{10,900*5},{20,3500*5},{30,4000*5},{40,7000*5},{50,10000*5},{60,13500*5},{70,20000*5},{80,30000*5},{100,60000*5},{110,75000*5}	0	0	{10,1000},{100,2800},{150,7000}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	0	0	0	0		0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}		
Guanka_Captain_1	Thủ Lĩnh 1	215	15	{1,180*7.5},{5,350*7.5},{10,900*7.5},{20,3500*7.5},{30,4000*7.5},{40,7000*7.5},{50,10000*7.5},{60,13500*7.5},{70,20000*7.5},{80,30000*7.5},{100,60000*7.5},{110,75000*7.5}	0	0	{10,1000},{100,2800},{150,7000}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	0	0	0	0		0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}		
Guanka_Captain_2	Thủ Lĩnh 2	216	15	{1,180*10},{5,350*10},{10,900*10},{20,3500*10},{30,4000*10},{40,7000*10},{50,10000*10},{60,13500*10},{70,20000*10},{80,30000*10},{100,60000*10},{110,75000*10}	0	0	{10,1000},{100,2800},{150,7000}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	{1,3},{5,8},{6,15},{7,18},{8,20},{9,25},{10,30},{20,40},{30,150},{40,350},{41,420},{50,600}	0	0	0	0		0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}		
Guanka_Boss_1	boss1	217	15	{1,180*12},{5,350*12},{10,900*12},{20,3500*12},{30,4000*12},{40,7000*12},{50,10000*12},{60,13500*12},{70,20000*12},{80,30000*12},{100,60000*12},{110,75000*12}	0	0	{10,1000},{100,2800},{150,7000}	{1,3},{5,12},{6,18},{7,25},{8,30},{9,50},{10,60},{20,100},{30,150*2},{40,350*2},{41,420*2},{50,600*2}	{1,3},{5,12},{6,18},{7,25},{8,30},{9,50},{10,60},{20,100},{30,150*2},{40,350*2},{41,420*2},{50,600*2}	0	0	0	0		0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}		
Guanka_Boss_2	boss1	218	15	{1,180*15},{5,350*15},{10,900*15},{20,3500*15},{30,4000*15},{40,7000*15},{50,10000*15},{60,13500*15},{70,20000*15},{80,30000*15},{100,60000*15},{110,75000*15}	0	0	{10,1000},{100,2800},{150,7000}	{1,3},{5,12},{6,18},{7,25},{8,30},{9,50},{10,60},{20,100},{30,150*2},{40,350*2},{41,420*2},{50,600*2}	{1,3},{5,12},{6,18},{7,25},{8,30},{9,50},{10,60},{20,100},{30,150*2},{40,350*2},{41,420*2},{50,600*2}	0	0	0	0		0	0	0	0	{1,50},{10,100},{50,150},{70,200},{110,800}		
Random_fb_key	Bí cảnh ngẫu nhiên-Diệt Nhanh	300	15	{1,1000},{10,1000}	0	0	{10,1000},{100,2800},{150,7000}	{10,5},{20,120*1.5},{30,250*1.5},{40,400*1.5},{50,600*1.5}	{10,5},{20,120*1.5},{30,250*1.5},{40,400*1.5},{50,600*1.5}	0	0	0	0	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{1,50},{10,100},{50,150},{70,200},{110,800}		
Random_fb_normal	Bí cảnh ngẫu nhiên-Thường	301	15	{20,10000*1.2},{30,12000*1.2},{40,30000*1.2},{50,60000*1.2}	0	0	{10,1000},{100,2800},{150,7000}	{10,5},{20,120*1.2},{30,250*1.2},{40,400*1.2},{50,500*1.2}	{10,5},{20,120*1.2},{30,250*1.2},{40,400*1.2},{50,500*1.2}	0	0	0	0	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{1,50},{10,100},{50,150},{70,200},{110,800}		
Random_fb_tiny	Bí cảnh ngẫu nhiên-Yếu	302	15	{20,10000*0.5},{30,12000*0.5},{40,30000*0.5},{50,60000*0.5}	0	0	{10,1000},{100,2800},{150,7000}	{10,5},{20,120},{30,250},{40,400},{50,600}	{10,5},{20,120},{30,250},{40,400},{50,600}	0	0	0	0	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{1,50},{10,100},{50,150},{70,200},{110,800}		
Random_fb_elite	Bí cảnh ngẫu nhiên-Tinh Anh	303	15	{20,10000*2},{30,12000*2},{40,30000*2},{50,60000*2}	0	0	{10,1000},{100,2800},{150,7000}	{10,5},{20,120*1.5},{30,250*1.5},{40,400*1.5},{50,600*1.5}	{10,5},{20,120*1.5},{30,250*1.5},{40,400*1.5},{50,600*1.5}	0	0	0	0	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{1,50},{10,100},{50,150},{70,200},{110,800}		
Random_fb_captain	Bí cảnh ngẫu nhiên-Thủ Lĩnh	304	15	{20,10000*15},{30,12000*15},{40,30000*15},{50,60000*15}	0	0	{10,1000},{100,2800},{150,7000}	{10,5},{20,120*2},{30,250*2},{40,400*2},{50,600*2}	{10,5},{20,120*2},{30,250*2},{40,400*2},{50,600*2}	0	0	0	0	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{1,50},{10,100},{50,150},{70,200},{110,800}		
Random_fb_boss1	BOSS Bí cảnh ngẫu nhiên (Tầng 5)	305	15	{20,10000*40},{30,12000*40},{40,30000*40},{50,60000*40}	0	0	{10,1000},{100,2800},{150,7000}	{10,5},{20,120*5.5},{30,250*5.5},{40,400*5.5},{50,600*5.5}	{10,5},{20,120*5.5},{30,250*5.5},{40,400*5.5},{50,600*5.5}	0	0	0	0	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{1,50},{10,100},{50,150},{70,200},{110,800}		
Random_fb_boss2	BOSS Bí cảnh ngẫu nhiên (Tầng 4)	306	15	{20,10000*25},{30,12000*25},{40,30000*25},{50,60000*25}	0	0	{10,1000},{100,2800},{150,7000}	{10,5},{20,120*3},{30,250*3},{40,400*3},{50,600*3}	{10,5},{20,120*3},{30,250*3},{40,400*3},{50,600*3}	0	0	0	0	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{1,50},{10,100},{50,150},{70,200},{110,800}		
Random_fb_boss3	BOSS Bí cảnh ngẫu nhiên (Tầng 3)	307	15	{20,10000*20},{30,12000*20},{40,30000*20},{50,60000*20}	0	0	{10,1000},{100,2800},{150,7000}	{10,5},{20,120*3},{30,250*3},{40,400*3},{50,600*3}	{10,5},{20,120*3},{30,250*3},{40,400*3},{50,600*3}	0	0	0	0	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{1,50},{10,100},{50,150},{70,200},{110,800}		
Random_fb_boss4	BOSS Bí cảnh ngẫu nhiên (Tầng 2)	308	15	{20,10000*15},{30,12000*15},{40,30000*15},{50,60000*15}	0	0	{10,1000},{100,2800},{150,7000}	{10,5},{20,120*3},{30,250*3},{40,400*3},{50,600*3}	{10,5},{20,120*3},{30,250*3},{40,400*3},{50,600*3}	0	0	0	0	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{10,165},{45,715},{80,1265},{115,1815}	{1,50},{10,100},{50,150},{70,200},{110,800}		
LJF_enemy_1	Lăng Tuyệt Phong-Quái nhỏ	311	15	{20,3000},{30,4000},{40,5000},{50,10000},{60,15000},{70,25000},{80,35000},{90,55000},{100,70000},{110,85000},{120,120000},{130,150000},{140,180000},{150,220000},{160,260000},{170,300000},{180,350000},{190,410000},{200,480000}	0		{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{20,120*1.2},{30,250*1.2},{40,400*1.2},{50,650*1.2},{60,1100*1.2},{70,1600*1.2},{100,2000*1.2},{110,2500*1.2},{120,3000*1.2},{130,3500*1.2},{140,4000*1.2},{150,5000*1.2},{160,5500*1.2},{170,6000*1.2}	{20,120*1.2},{30,250*1.2},{40,400*1.2},{50,650*1.2},{60,1100*1.2},{70,1600*1.2},{100,2000*1.2},{110,2500*1.2}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
LJF_enemy_2	Lăng Tuyệt Phong-Quái 1	312	15	{20,3000*2.5},{30,4000*2.5},{40,5000*2.5},{50,10000*2.5},{60,15000*2.5},{70,25000*2.5},{80,35000*2.5},{90,55000*2.5},{100,70000*2.5},{110,85000*2.5},{120,120000*2.5},{130,150000*2.5},{140,180000*2.5},{150,220000*2.5},{160,260000*2.5},{170,300000*2.5},{180,350000*2.5},{190,410000*2.5},{200,480000*2.5}	0		{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{20,120*1.2},{30,250*1.2},{40,400*1.2},{50,650*1.2},{60,1100*1.2},{70,1600*1.2},{100,2000*1.2},{110,2500*1.2},{120,3000*1.2},{130,3500*1.2},{140,4000*1.2},{150,5000*1.2},{160,5500*1.2},{170,6000*1.2}	{20,120*1.2},{30,250*1.2},{40,400*1.2},{50,650*1.2},{60,1100*1.2},{70,1600*1.2},{100,2000*1.2},{110,2500*1.2}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
LJF_enemy_3	Lăng Tuyệt Phong-Quái 2	313	15	{20,3000*4},{30,4000*4},{40,5000*4},{50,10000*4},{60,15000*4},{70,25000*4},{80,35000*4},{90,55000*4},{100,70000*4},{110,85000*4},{120,120000*4},{130,150000*4},{140,180000*4},{150,220000*4},{160,260000*4},{170,300000*4},{180,350000*4},{190,410000*4},{200,480000*4}	0		{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{20,120*1.2},{30,250*1.2},{40,400*1.2},{50,650*1.2},{60,1100*1.2},{70,1600*1.2},{100,2000*1.2},{110,2500*1.2},{120,3000*1.2},{130,3500*1.2},{140,4000*1.2},{150,5000*1.2},{160,5500*1.2},{170,6000*1.2}	{20,120*1.2},{30,250*1.2},{40,400*1.2},{50,650*1.2},{60,1100*1.2},{70,1600*1.2},{100,2000*1.2},{110,2500*1.2}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
LJF_enemy_4	Lăng Tuyệt Phong-Quái 3	314	15	{20,3000*7},{30,4000*7},{40,5000*7},{50,10000*7},{60,15000*7},{70,25000*7},{80,35000*7},{90,55000*7},{100,70000*7},{110,85000*7},{120,120000*7},{130,150000*7},{140,180000*7},{150,220000*7},{160,260000*7},{170,300000*7},{180,350000*7},{190,410000*7},{200,480000*7}	0		{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{20,120*1.2},{30,250*1.2},{40,400*1.2},{50,650*1.2},{60,1100*1.2},{70,1600*1.2},{100,2000*1.2},{110,2500*1.2},{120,3000*1.2},{130,3500*1.2},{140,4000*1.2},{150,5000*1.2},{160,5500*1.2},{170,6000*1.2}	{20,120*1.2},{30,250*1.2},{40,400*1.2},{50,650*1.2},{60,1100*1.2},{70,1600*1.2},{100,2000*1.2},{110,2500*1.2}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
LJF_elite_1	Lăng Tuyệt Phong Tinh Anh 1	321	15	{20,3000*10},{30,4000*10},{40,5000*10},{50,10000*10},{60,15000*10},{70,25000*10},{80,35000*10},{90,55000*10},{100,70000*10},{110,85000*10},{120,120000*10},{130,150000*10},{140,180000*10},{150,220000*10},{160,260000*10},{170,300000*10},{180,350000*10},{190,410000*10},{200,480000*10}	0		{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{20,120*1.5},{30,250*1.5},{40,400*1.5},{50,650*2},{60,1100*2},{70,1600*2},{100,2000*2},{110,2500*2},{120,3000*2},{130,3500*2},{140,4000*2},{150,5000*2},{160,5500*2},{170,6000*2}	{20,120*1.5},{30,250*1.5},{40,400*1.5},{50,650*2},{60,1100*2},{70,1600*2},{100,2000*2},{110,2500*2}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
LJF_elite_2	Lăng Tuyệt Phong Tinh Anh 2	322	15	{20,3000*16},{30,4000*16},{40,5000*16},{50,10000*16},{60,15000*16},{70,25000*16},{80,35000*16},{90,55000*16},{100,70000*16},{110,85000*16},{120,120000*16},{130,150000*16},{140,180000*16},{150,220000*16},{160,260000*16},{170,300000*16},{180,350000*16},{190,410000*16},{200,480000*16}	0		{10,1140},{20,2090},{30,3040},{40,3990},{50,4940},{60,5889},{70,6839},{80,7789},{100,9689},{110,10640},{120,11590},{130,12540},{140,13699},{150,15086},{160,16587},{170,18240},{180,20083},{190,22078},{200,24282}	{20,120*1.5},{30,250*1.5},{40,400*1.5},{50,650*2},{60,1100*2},{70,1600*2},{100,2000*2},{110,2500*2},{120,3000*2},{130,3500*2},{140,4000*2},{150,5000*2},{160,5500*2},{170,6000*2}	{20,120*1.5},{30,250*1.5},{40,400*1.5},{50,650*2},{60,1100*2},{70,1600*2},{100,2000*2},{110,2500*2}	0	0	0	0	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,210},{20,410},{30,610},{40,810},{50,1010},{60,1210},{70,1410},{80,1610},{100,2010},{110,2210},{120,2410},{130,2610},{140,2860},{150,3146},{160,3461},{170,3807},{180,4188},{190,4607},{200,5068}	{10,257},{20,300},{30,342},{40,385},{50,428},{60,471},{70,514},{80,557},{100,642},{110,685},{120,728},{130,771},{140,1103},{150,1214},{160,1335},{170,1468},{180,1615},{190,1777},{200,1955}		
