Index	TemplateID	Name	Kind	Camp	ClassName	ScriptParam	NpcResID	FaceID	BigFaceID	DefaultDialog	ReviveFrame	NpcAttribID	NormalSkill1	NormalSkillLevel1	NormalSkill2	NormalSkillLevel2	NormalSkill3	NormalSkillLevel3	VisionRadius	ActiveRadius	AiFile	Treasure	DropFile	FightMode	RunSpeed	BloodStyle	ForbitMove	TitleID	AuraSkillId	AuraSkillLevel	StartActEvent	Tag	DropType	WalkSpeed	NameColor	Experience	GouHuoRate	TransBossNpcTID	TransBossRate	IsNotShowShadow	FixExperience	SyncFirst	IsNotBYStealLife	Sex
TeachersDay_book3_6	2603	Số	2	0	FubenDialog	2. Đang nhặt......	520	995	300																							NoTurn												
TeachersDay_book3_7	2604	Kỵ	2	0	FubenDialog	2. Đang nhặt......	520	995	300																							NoTurn												
TeachersDay_book3_8	2605	Cầm	2	0	FubenDialog	2. Đang nhặt......	520	995	300																							NoTurn												
TeachersDay_book3_9	2606	Họa	2	0	FubenDialog	2. Đang nhặt......	520	995	300																							NoTurn												
TeachersDay_book3_10	2607	Kỳ	2	0	FubenDialog	2. Đang nhặt......	520	995	300																							NoTurn												
CountryFestival_Xiaoguai	3157	Mảnh Đạo Tặc	0	1			169	200	300			314	21	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	18	1									3									
CountryFestival_Boss	3158	Mảnh Thủ Vệ	0	1	FubenDeath		365	200	300			323	1811	1	91	1			1500	1500	Setting/Npc/Ai/fuben/Boss18.ini			1	20	2									5									
CountryFestival_Business1	3159	Hành Thương Giang Hồ	2	0	CollectAndRobClueDialog		146	206	306																										4									
CountryFestival_Business2	3160	Giang Nam Phú Giả	2	0	CollectAndRobClueDialog		146	206	306																										6									
WishNPC_1	2825	Thiếu Nữ Giáng Sinh	2	0	NewYearChrisNpc		1154	206	306	Giáng Sinh Vui Vẻ!																						NoTurn			6									
WishNPC_2	2826	Cây Thông Noel	5	0			954	206	306																							NoTurn												
Womensday_dushui	2880	Bẫy diệt nhanh	6	1	FubenDeath		456	200	300			323	2468	30										1																				
Womensday_zhiyin	2881	Vòng hướng dẫn	6	1	FubenDeath		383	200	300			314							150	150	Setting/Npc/Ai/zhiyin.ini			1	0																			
Womensday_jiguan	2882	Cơ Quan	2	0	FubenDialog	2. Đang mở...	377	995	300										560	980												NoTurn												
Womensday_boss	2883	Đọa Lạc Kiếm Khách	0	1	FubenDeath		367	200	300			341	2928	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss18.ini			1	20	2										4								
QiXi_xianghuiqueqiao1	3199		2	0	XiQue		1245																																					
QiXi_xianghuiqueqiao2	3200		2	0	XiQue		1246																																					
QiXi_xianghuiqueqiao3	3201		2	0	XiQue		1247																																					
DumplingAct_Compere	3416	Công Tôn Tích Hoa	2	0	DumplingActNpc		189	715	997	Đông Tuyết Tế đến rồi, mọi người cùng ăn sủi cảo nóng!			21	1							Setting/Npc/Ai/CommonActive.ini			0	20	1																		
DumplingAct_jiucai	3417	Rau Hẹ	2	0	IngredientBox	2,Đang thu thập...	964	992	300																																			
DumplingAct_jidan	3418	Trứng Gà	2	0	IngredientBox	2,Đang thu thập...	965	992	300																																			
DumplingAct_niurou	3419	Thịt Bò	2	0	IngredientBox	2,Đang thu thập...	966	992	300																																			
DumplingAct_qincai	3420	Cần Tây	2	0	IngredientBox	2,Đang thu thập...	967	992	300																																			
DumplingAct_dongsun	3421	Măng Mùa Đông	2	0	IngredientBox	2,Đang thu thập...	968	992	300																																			
DumplingAct_xianggu	3422	Nấm Hương	2	0	IngredientBox	2,Đang thu thập...	969	992	300																																			
DumplingAct_jiaozi	3423	Các loại Sủi Cảo	2	0	IngredientBox	10192	970	992	300																																			
YuanXiaoJie_denglong	3430	Hoa Đăng Nguyên Tiêu	2	0	YuanXiaoJie		972	995	300																							NoTurn												
YuanXiaoJie_jiaozi	3431	Bánh Trôi	2	0	YuanXiaoJie	10302	973	992	300																							NoTurn												
Yurenjie_XuanXiangJia	3463	Chọn S	5	0			719	992	300																							NoTurn												
Yurenjie_XuanXiangYi	3464	Chọn A	5	0			720	992	300																							NoTurn												
Yurenjie_XuanXiangBing	3465	Chọn B	5	0			721	992	300																							NoTurn												
Yurenjie_Guangquan	3466	Vòng Sáng	5	0			722	992	300																							NoTurn												
