Index	TemplateID	Name	Kind	Camp	ClassName	ScriptParam	NpcResID	FaceID	BigFaceID	DefaultDialog	ReviveFrame	NpcAttribID	NormalSkill1	NormalSkillLevel1	NormalSkill2	NormalSkillLevel2	NormalSkill3	NormalSkillLevel3	VisionRadius	ActiveRadius	AiFile	Treasure	DropFile	FightMode	RunSpeed	BloodStyle	ForbitMove	TitleID	AuraSkillId	AuraSkillLevel	StartActEvent	Tag	DropType	WalkSpeed	NameColor	Experience	GouHuoRate	TransBossNpcTID	TransBossRate	IsNotShowShadow	FixExperience	SyncFirst	IsNotBYStealLife	Sex
xs_dajiang_bs	2711	Hoàn Nhan Hoa Lê	0	1	FubenDeath		180	200	994			91	166	1	91	1			1500	1500	Setting/Npc/Ai/fuben/xinshouboss.ini			1	20	2									4									
xs_shiti1	2712	Thi Thể Kim Binh	0	0	FubenDeath		1127	200	300			91	166	1					800	800	Setting/Npc/Ai/CommonActive.ini			1	20	3	1													1				
xs_shiti2	2713	Thi Thể Tống Binh	0	0	FubenDeath		1126	200	300			91												1	20	3	1													1				
xs_shiti3	2714	Thi Thể Võ Lâm Nhân Sĩ	0	0	FubenDeath		163	200	300			91												1	20	3	1													1				
xs_shiti4	2715	Thi Thể Võ Lâm Nhân Sĩ	0	0	FubenDeath		120	200	300			91												1	20	3	1													1				
xs_shiti5	2716	Thi Thể Võ Lâm Nhân Sĩ	0	0	FubenDeath		1210	200	300			91												1	20	3	1													1				
xs_shiti6	2717	Thi Thể Võ Lâm Nhân Sĩ	0	0	FubenDeath		142	200	300			91												1	20	3	1													1				
UseImage_1	558	Cô Gái Thần Bí						996	997																																			
UseImage_2	559	Cô Gái Thần Bí						998	999																																			
UseImage_3	560	Đệ Tử Thiên Vương						1001	1121																																			
UseImage_4	561	Đệ Tử Nga Mi						1002	1122																																			
UseImage_5	562	Đệ Tử Đào Hoa						1003	1123																																			
UseImage_6	563	Đệ Tử Tiêu Dao						1004	1124																																			
UseImage_7	1228	Đệ Tử Võ Đang						1005	1125																																			
UseImage_8	1229	Đệ Tử Thiên Nhẫn						1006	1126																																			
Fb_Npc_muziyi	577	Mộc Tử Y	2	0	FubenDeath		176	1	101			305	56	1	91	1			3000	3000	Setting/Npc/Ai/Stay.ini			1	20	1																		
QiYuMiJingNuQi	628	Nộ Khí	2	0	AdventureAnger	3|1000|Đang mở|Kẻ địch đợt sau sắp xuất hiện, các vị đại hiệp hãy sẵn sàng!	377					201												1		1																		
Wlmz_boss	634	Độc Cô Kiếm	0	1	FubenDeath		32	654				801	1756	1	2304	1			1500	1500	Setting/Npc/Ai/normal/wlmz.ini			1	20	2																		
Wlmz_boss2	1896	Nam Cung Phi	0	1	FubenDeath		27	307				801	1759	1	2304	1			1500	1500	Setting/Npc/Ai/normal/wlmz_ngfy.ini			1	20	2																		
Wlmz_boss3	1897	Dương Ảnh Phong	0	1	FubenDeath		536	225				801	1762	1	2304	1	1765	1	1500	1500	Setting/Npc/Ai/normal/wlmz_yyf.ini			1	20	2																		
Wlmz_boss4	2189	Đường Giản	0	1	FubenDeath		1190	661				801	1785	1	2304	1			1500	1500	Setting/Npc/Ai/normal/wlmz_tj.ini			1	20	2																		
Wlmz_boss5	3329	Quỷ Cốc Tử	0	1	FubenDeath		1171	666				801	1793	1	2304	1			1500	1500	Setting/Npc/Ai/normal/wlmz_ggz.ini			1	20	2																		
KinNest_gouhuo	654	Lửa Trại	4	0	GouHuoNpc	all|3000|5|500|0|12	380																	0																				
KinNest_boss1	655	Cao Thủ Thần Bí	0	1	FubenDeath		152					815	182	1	91	1	1065	2	650	650	Setting/Npc/Ai/CommonActive.ini			1	20	2																		
KinNest_boss2	656	Cao Thủ Thần Bí	0	1	FubenDeath		169					815	166	1	91	1	1065	2	650	650	Setting/Npc/Ai/CommonActive.ini			1	20	2																		
KinNest_boss3	657	Cao Thủ Thần Bí	0	1	FubenDeath		24					815	23	1	91	1	1065	2	650	650	Setting/Npc/Ai/CommonActive.ini			1	20	2																		
DungeonSoldier_1	1307	Cổ Độc Hạt	0	1	FubenDeath		109	200	300			401	21	1	105	1			1500	1500	Setting/Npc/Ai/fuben/DungeonSoldier1.ini			1	12	1																		
DungeonSoldier_2	1308	Cổ Độc Thù	0	1	FubenDeath		112	200	300			401	21	1	105	1			1500	1500	Setting/Npc/Ai/fuben/DungeonSoldier2.ini			1	15	1									1									
DungeonSoldier_3	1309	Cổ Độc Phong	0	1	FubenDeath		1182	200	300			401	1689	1	105	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1									1									
DungeonLeader_1	664	Thủ Hộ Thần Bí	0	1	FubenDeath		317	200	300			405	90	1	91	1			1500	1500	Setting/Npc/Ai/fuben/Boss1.ini			1	17	2									4									
KinTask_np1	672	Tiểu Hòa Thượng	2	0	KinTaskNpc	673	163					3	21	1					3000	3000					18			300																
KinTask_np2	673	Tiểu Hòa Thượng	0	1	KinTaskFightNpc		163					62	21	1	91	1			600	600	Setting/Npc/Ai/CommonActive.ini			1	18	1		300																
yewai_10_1	1748	Lưu Manh	0	1	FieldMapNpc		170	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_10.tab	1	18	1							1			16		1754	300					
yewai_10_2	1749	Đại Đao Mã Tặc	0	1	FieldMapNpc		106	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_10.tab	1	18	1							1			16		1755	300					
yewai_10_3	1750	Quỷ Thích Khách	0	1	FieldMapNpc		436	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_10.tab	1	18	1							1			16		1756	300					
yewai_10_4	1751	Ác Bá	0	1	FieldMapNpc		173	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_10.tab	1	18	1							1			16		1757	300					
yewai_10_5	1752	Đạo Sĩ Vân Du	0	1	FieldMapNpc		169	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_10.tab	1	18	1							1			16		1758	300					
yewai_10_6	1753	Đông Doanh Nữ Thị	0	1	FieldMapNpc		102	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_10.tab	1	18	1							1			16		1759	300					
yewai_jy_10_1	1754	Lưu Manh-Tinh Anh	0	1	FieldMapNpc		170	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_10.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_10_2	1755	Đại Đao Mã Tặc-Tinh Anh	0	1	FieldMapNpc		106	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_10.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_10_3	1756	Quỷ Thích Khách-Tinh Anh	0	1	FieldMapNpc		436	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_10.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_10_4	1757	Ác Bá-Tinh Anh	0	1	FieldMapNpc		173	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_10.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_10_5	1758	Đạo Sĩ Vân Du-Tinh Anh	0	1	FieldMapNpc		169	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_10.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_10_6	1759	Đông Doanh Nữ Thị-Tinh Anh	0	1	FieldMapNpc		102	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_10.tab	1	18	1			197	1			1		3	5000	100000							
yewai_20_1	1010	Đệ Tử Phi Long Bảo	0	1	FieldMapNpc		151	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_20.tab	1	18	1							1			16		1016	300					
yewai_20_2	1011	Đệ Tử Dược Vương	0	1	FieldMapNpc		139	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_20.tab	1	18	1							1			16		1017	300					
yewai_20_3	1012	Đệ Tử Ngũ Sắc	0	1	FieldMapNpc		124	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_20.tab	1	18	1							1			16		1018	300					
yewai_20_4	1013	Lưu Manh	0	1	FieldMapNpc		170	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_20.tab	1	18	1							1			16		1019	300					
yewai_20_5	1014	Nam Cung Gia Thủ Vệ	0	1	FieldMapNpc		174	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_20.tab	1	18	1							1			16		1020	300					
yewai_20_6	1015	Lưu Manh Võ Lâm	0	1	FieldMapNpc		134	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_20.tab	1	18	1							1			16		1021	300					
yewai_jy_20_1	1016	Đệ Tử Phi Long Bảo-Tinh Anh	0	1	FieldMapNpc		151	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_20.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_20_2	1017	Đệ Tử Dược Vương-Tinh Anh	0	1	FieldMapNpc		139	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_20.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_20_3	1018	Đệ Tử Ngũ Sắc-Tinh Anh	0	1	FieldMapNpc		124	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_20.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_20_4	1019	Lưu Manh-Tinh Anh	0	1	FieldMapNpc		170	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_20.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_20_5	1020	Nam Cung Gia Thủ Vệ-Tinh Anh	0	1	FieldMapNpc		174	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_20.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_20_6	1021	Lưu Manh Võ Lâm-Tinh Anh	0	1	FieldMapNpc		134	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_20.tab	1	18	1			197	1			1		3	5000	100000							
yewai_40_1	1022	Nữ Vũ Thị	0	1	FieldMapNpc		102	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_40.tab	1	18	1							1			16		1028	300					
yewai_40_2	1023	Đao Thị Vệ	0	1	FieldMapNpc		106	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_40.tab	1	18	1							1			16		1029	300					
yewai_40_3	1024	Ác Nhân Cốc Cuồng Đồ	0	1	FieldMapNpc		436	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_40.tab	1	18	1							1			16		1030	300					
yewai_40_4	1025	Đạo Chích	0	1	FieldMapNpc		170	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_40.tab	1	18	1							1			16		1031	300					
yewai_40_5	1026	Mao Sơn Đạo Sĩ	0	1	FieldMapNpc		169	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_40.tab	1	18	1							1			16		1032	300					
yewai_40_6	1027	Lục Lâm	0	1	FieldMapNpc		173	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_40.tab	1	18	1							1			16		1033	300					
yewai_jy_40_1	1028	Nữ Vũ Thị-Tinh Anh	0	1	FieldMapNpc		102	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_40.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_40_2	1029	Đao Thị Vệ-Tinh Anh	0	1	FieldMapNpc		106	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_40.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_40_3	1030	Ác Nhân Cốc Cuồng Đồ-Tinh Anh	0	1	FieldMapNpc		436	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_40.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_40_4	1031	Đạo Chích-Tinh Anh	0	1	FieldMapNpc		170	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_40.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_40_5	1032	Mao Sơn Đạo Sĩ-Tinh Anh	0	1	FieldMapNpc		169	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_40.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_40_6	1033	Lục Lâm-Tinh Anh	0	1	FieldMapNpc		173	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_40.tab	1	18	1			197	1			1		3	5000	100000							
yewai_40_pk_1	1222	Ác Nhân Cốc Đồ Phu	0	1	FieldMapNpc		171	200	300		600	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_20.tab	1	18	1							1			16		1224	300					
yewai_40_pk_2	1223	Triều Đình Tinh Nhuệ	0	1	FieldMapNpc		150	200	300		600	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_20.tab	1	18	1							1			16		1230	300					
yewai_jy_40_pk_1	1224	Ác Nhân Cốc Đồ Phu-Tinh Anh	0	1	FieldMapNpc		171	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_20.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_40_pk_2	1230	Triều Đình Tinh Nhuệ-Tinh Anh	0	1	FieldMapNpc		150	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_20.tab	1	18	1			197	1			1		3	5000	100000							
yewai_50_pk_1	1760	Võ Lâm Ác Đồ	0	1	FieldMapNpc		171	200	300		600	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_50.tab	1	18	1							1			16		1762	300					
yewai_50_pk_2	1761	Cấm Binh	0	1	FieldMapNpc		150	200	300		600	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_50.tab	1	18	1							1			16		1763	300					
yewai_jy_50_pk_1	1762	Võ Lâm Ác Đồ-Tinh Anh	0	1	FieldMapNpc		171	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_40.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_50_pk_2	1763	Cấm Binh-Tinh Anh	0	1	FieldMapNpc		150	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_40.tab	1	18	1			197	1			1		3	5000	100000							
yewai_60_1	1034	Tống Binh	0	1	FieldMapNpc		151	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_60.tab	1	18	1							1			16		1040	300					
yewai_60_2	1035	Hái Thuốc	0	1	FieldMapNpc		139	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_60.tab	1	18	1							1			16		1041	300					
yewai_60_3	1036	Thích Khách Thần Bí	0	1	FieldMapNpc		124	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_60.tab	1	18	1							1			16		1042	300					
yewai_60_4	1037	Đạo Tặc	0	1	FieldMapNpc		170	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_60.tab	1	18	1							1			16		1043	300					
yewai_60_5	1038	Thích Khách Bịt Mặt	0	1	FieldMapNpc		174	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_60.tab	1	18	1							1			16		1044	300					
yewai_60_6	1039	Đệ Tử Vô Ưu Giáo	0	1	FieldMapNpc		134	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_60.tab	1	18	1							1			16		1045	300					
yewai_jy_60_1	1040	Tống Binh-Tinh Anh	0	1	FieldMapNpc		151	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_60.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_60_2	1041	Hái Thuốc-Tinh Anh	0	1	FieldMapNpc		139	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_60.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_60_3	1042	Thích Khách Thần Bí-Tinh Anh	0	1	FieldMapNpc		124	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_60.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_60_4	1043	Đạo Tặc-Tinh Anh	0	1	FieldMapNpc		170	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_60.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_60_5	1044	Thích Khách Bịt Mặt-Tinh Anh	0	1	FieldMapNpc		174	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_60.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_60_6	1045	Vô Ưu Giáo Đệ Tử-Tinh Anh	0	1	FieldMapNpc		134	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_60.tab	1	18	1			197	1			1		3	5000	100000							
yewai_70_pk_1	1851	Cường Đạo	0	1	FieldMapNpc		171	200	300		600	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_70.tab	1	18	1							1			16		1853	300					
yewai_70_pk_2	1852	Triều Phản Quân	0	1	FieldMapNpc		150	200	300		600	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_70.tab	1	18	1							1			16		1854	300					
yewai_jy_70_pk_1	1853	Cường Đạo-Tinh Anh	0	1	FieldMapNpc		171	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_60.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_70_pk_2	1854	Triều Phản Quân-Tinh Anh	0	1	FieldMapNpc		150	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_60.tab	1	18	1			197	1			1		3	5000	100000							
yewai_80_1	1855	Địa Bì	0	1	FieldMapNpc		170	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_80.tab	1	18	1							1			16		1861	300					
yewai_80_2	1856	Phong Lâm Vệ	0	1	FieldMapNpc		106	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_80.tab	1	18	1							1			16		1862	300					
yewai_80_3	1857	Quỷ Diện Thị Vệ	0	1	FieldMapNpc		436	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_80.tab	1	18	1							1			16		1863	300					
yewai_80_4	1858	Lưu Manh Phố Chợ	0	1	FieldMapNpc		173	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_80.tab	1	18	1							1			16		1864	300					
yewai_80_5	1859	Vô Lại Phố Chợ	0	1	FieldMapNpc		169	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_80.tab	1	18	1							1			16		1865	300					
yewai_80_6	1860	Đông Doanh Ca Kỹ	0	1	FieldMapNpc		102	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_80.tab	1	18	1							1			16		1866	300					
yewai_jy_80_1	1861	Địa Bì-Tinh Anh	0	1	FieldMapNpc		170	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_80.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_80_2	1862	Phong Lâm Vệ-Tinh Anh	0	1	FieldMapNpc		106	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_80.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_80_3	1863	Quỷ Diện Thị Vệ-Tinh Anh	0	1	FieldMapNpc		436	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_80.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_80_4	1864	Lưu Manh Phố Chợ-Tinh Anh	0	1	FieldMapNpc		173	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_80.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_80_5	1865	Vô Lại Phố Chợ-Tinh Anh	0	1	FieldMapNpc		169	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_80.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_80_6	1866	Đông Doanh Ca Kỹ-Tinh Anh	0	1	FieldMapNpc		102	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_80.tab	1	18	1			197	1			1		3	5000	100000							
yewai_90_pk_1	2047	Man Hùng	0	1	FieldMapNpc		116	200	300		600	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_90.tab	1	18	1							1			16		2049	300					
yewai_90_pk_2	2048	Người Săn Bắt	0	1	FieldMapNpc		159	200	300		600	611	182	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_90.tab	1	18	1							1			16		2050	300					
yewai_jy_90_pk_1	2049	Man Hùng-Tinh Anh	0	1	FieldMapNpc		116	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_80.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_90_pk_2	2050	Người Săn Bắt-Tinh Anh	0	1	FieldMapNpc		159	200	300			612	182	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_80.tab	1	18	1			197	1			1		3	5000	100000							
yewai_100_1	2067	Linh Hầu	0	1	FieldMapNpc		117	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_100.tab	1	18	1							1			16		2073	300					
yewai_100_2	2068	Hái Thuốc	0	1	FieldMapNpc		139	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_100.tab	1	18	1							1			16		2074	300					
yewai_100_3	2069	Đại Đạo Tặc	0	1	FieldMapNpc		174	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_100.tab	1	18	1							1			16		2075	300					
yewai_100_4	2070	Sói Xám	0	1	FieldMapNpc		115	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_100.tab	1	18	1							1			16		2076	300					
yewai_100_5	2071	Kim Binh	0	1	FieldMapNpc		1127	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_100.tab	1	18	1							1			16		2077	300					
yewai_100_6	2072	Hoa Tặc	0	1	FieldMapNpc		173	200	300		500	611	166	1	200	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_100.tab	1	18	1							1			16		2078	300					
yewai_jy_100_1	2073	Linh Hầu-Tinh Anh	0	1	FieldMapNpc		117	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_100.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_100_2	2074	Hái Thuốc-Tinh Anh	0	1	FieldMapNpc		139	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_100.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_100_3	2075	Đại Đạo Tặc-Tinh Anh	0	1	FieldMapNpc		174	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_100.tab	1	18	1			197	1			1		3	5000	100000							
yewai_jy_100_4	2076	Sói Xám-Tinh Anh	0	1	FieldMapNpc		115	200	300			612	166	1	91	1			600	600	Setting/Npc/Ai/CommonPassive.ini	1	Setting/Npc/DropFile/yewai/yewai_jy_100.tab	1	18	1			197	1			1		3	5000	100000							
