FaceId	Atlas	Sprite	Desc
720	UI/Atlas/Head/Partner/Partner_Female_01.prefab	Head_pet_007	Vô Tưởng
721	UI/Atlas/Head/Partner/Partner_Female_02.prefab	Head_npc_214	Hoàng Chân Y
722	UI/Atlas/Head/Partner/Partner_Female_02.prefab	Head_npc_205	Võ Tắc Thiên
723	UI/Atlas/Head/Partner/Partner_Female_01.prefab	Head_pet_007	Vị trí
724	UI/Atlas/Head/Partner/Partner_Female_01.prefab	Head_pet_007	Vị trí
725	UI/Atlas/Head/Partner/Partner_Female_01.prefab	Head_pet_007	Vị trí
726	UI/Atlas/Head/Partner/Partner_Female_01.prefab	Head_npc_125	Tần Lương Ngọc
727	UI/Atlas/Head/Partner/Partner_Female_01.prefab	Head_npc_129	Yên Nhược Tuyết
728	UI/Atlas/Head/Partner/Partner_Female_01.prefab	Head_npc_106	-
729	UI/Atlas/Head/Partner/Partner_Male_05.prefab	MaleHead40	Trương Tam Phong
801	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_normal_001	Thường-Nam
802	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_normal_002	Thường-Nữ
803	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_normal_003	Thường-Thú
804	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_boss016	Hồ Vương
805	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_boss018	Lộc Vương
806	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_boss019	Lang Vương
807	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_boss020	Báo Vương
808	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_boss025	Bạch Mi Hầu Vương
809	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_boss024	Song Thủ Dị Thú
810	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_boss030	Định Hải Kim Cang
811	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_boss026	Kim Sí Bằng Hoàng
812	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_boss028	Ngân Giác Tê Hoàng
813	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_npc_064	Cô Gái Choàng Khăn
814	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_npc_076	Tử Y Muội Muội
815	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_npc_092	Đào Hoa-Lam
816	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_pet_008	Nga Mi Đại Sư Tỷ
817	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_npc_002	Khúc Hà
818	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_nil_001	Dương Ảnh Phong-Cũ
819	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_nil_002	Dương Anh Tóc Bạc
820	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_nil_003	Quản Lý Bang Hội
821	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_npc_005b	Thiếu Nữ Áo Trắng
822	UI/Atlas/Head/Partner/Partner_Others_02.prefab	Head_boss027	Gấu Chúa
823	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_boss029	Hổ Chúa
824	UI/Atlas/Head/Partner/Partner_Others.prefab	Head_boss031	Cá Sấu Chúa
825	UI/Atlas/Head/Partner/Partner_Others_02.prefab	Head_boss032	Tích Vương
826	UI/Atlas/Head/Partner/Partner_Others_02.prefab	Head_boss033	Hạt Vương
827	UI/Atlas/Head/Partner/Partner_Others_02.prefab	Head_boss034	Ngao Vương
851	UI/Atlas/Head/Partner/Partner_Female_01.prefab	Head_npc_005a	Hà Mộ Tuyết
992	UI/Atlas/Home/HomeScreenAtlas.prefab 	Collection	Thu thập hình đại diện
993	UI/Atlas/NPC/Female_01/Female_01.prefab	TransparentRole	Dùng cho lời bày tỏ riêng
994	UI/Atlas/NPC/Male_04/Male_04.prefab	MaleBust99	Người Bí Ẩn
995	UI/Atlas/Home/HomeScreenAtlas.prefab	OpenIcon	Mở cơ quan
996	UI/Atlas/Head/HeadAtlas.prefab	FemaleHead	Hình đại diện nữ
997	UI/Atlas/NPC/Female_01/Female_01.prefab	Female	Hình nhân vật nữ
998	UI/Atlas/Head/HeadAtlas_02.prefab	MaleHead	Hình đại diện nữ
999	UI/Atlas/NPC/Male_01/Male_01.prefab	Male	Hình nhân vật nam
1000	UI/Atlas/Head/HeadAtlas_03.prefab	CompanionHead	Hình đại diện Thú nhỏ
1001	UI/Atlas/Head/Partner/Partner_Male_03.prefab	TianWangHead	Hình đại diện Thiên Vương
1002	UI/Atlas/Head/Partner/Partner_Female_01.prefab	EmeiHead	Hình đại diện Nga Mi
1003	UI/Atlas/Head/Partner/Partner_Female_01.prefab	TaoHuaHead	Hình đại diện Đào Hoa
1004	UI/Atlas/Head/Partner/Partner_Male_03.prefab	XiaoYaoHead	Hình đại diện Tiêu Dao 
1005	UI/Atlas/Head/Partner/Partner_Male_03.prefab	WuDangHead	Hình Đại Diện Võ Đang (Nam)
1006	UI/Atlas/Head/Partner/Partner_Female_01.prefab	TianRenHead	Hình đại diện Thiên Nhẫn
1007	UI/Atlas/Head/Partner/Partner_Male_03.prefab	ShaoLinHead	Hình đại diện Thiếu Lâm
1008	UI/Atlas/Head/Partner/Partner_Female_02.prefab	CuiYanHead	Hình đại diện Thúy Yên
1009	UI/Atlas/Head/Partner/Partner_Male_03.prefab	TangMenHead	Hình đại diện Đường Môn
1010	UI/Atlas/Head/Partner/Partner_Female_02.prefab	KunLunHead	Hình đại diện Côn Lôn
1011	UI/Atlas/Head/Partner/Partner_Male_03.prefab	GaiBangHead	Hình đại diện Cái Bang
1012	UI/Atlas/Head/Partner/Partner_Female_02.prefab	WuDuHead	Hình đại diện Ngũ Độc
1013	UI/Atlas/Head/Partner/Partner_Male_04.prefab	CangJianHead	Hình đại diện Tàng Kiếm
1014	UI/Atlas/Head/Partner/Partner_Female_02.prefab	ChangGeHead	Hình đại diện Trường Ca
1015	UI/Atlas/Head/Partner/Partner_Male_04.prefab	TianShanHead1	Hình Đại Diện Thiên Sơn (Nam)
1016	UI/Atlas/Head/Partner/Partner_Female_02.prefab	TianShanHead2	Hình Đại Diện Thiên Sơn (Nữ)
1017	UI/Atlas/Head/Partner/Partner_Male_04.prefab	BaDaoHead1	Hình Đại Diện Bá Đao (Nam)
1018	UI/Atlas/Head/Partner/Partner_Female_02.prefab	BaDao2Head	Hình Đại Diện Bá Đao (Nữ)
1019	UI/Atlas/Head/Partner/Partner_Female_02.prefab	WuDang2Head	Hình Đại Diện Võ Đang (Nữ)
1020	UI/Atlas/Head/Partner/Partner_Male_04.prefab	HuaShan1Head	Hình Đại Diện Hoa Sơn (Nam)
1021	UI/Atlas/Head/Partner/Partner_Female_03.prefab	HuaShan2Head	Hình Đại Diện Hoa Sơn (Nữ)
1022	UI/Atlas/Head/Partner/Partner_Male_04.prefab	KunLun1Head	Hình Đại Diện Côn Lôn (Nam)
1023	UI/Atlas/Head/Partner/Partner_Male_04.prefab	MingJiaoHead1	Hình Đại Diện Minh Giáo (Nam)
1024	UI/Atlas/Head/Partner/Partner_Female_03.prefab	MingJiaoHead2	Hình Đại Diện Minh Giáo (Nữ)
1025	UI/Atlas/Head/Partner/Partner_Female_03.prefab	TianWangHead2	Hình đại diện Thiên Vương (Nữ) 
1026	UI/Atlas/Head/Partner/Partner_Male_05.prefab	DuanShiHead1	Hình Đại Diện Đoàn Thị (Nam)
1027	UI/Atlas/Head/Partner/Partner_Female_03.prefab	DuanShiHead2	Hình Đại Diện Đoàn Thị (Nữ)
1028	UI/Atlas/Head/Partner/Partner_Female_03.prefab	XiaoYaoHead2	Hình Đại Diện Tiêu Dao (Nữ)
1029	UI/Atlas/Head/Partner/Partner_Male_05.prefab	WanHuaHead1	Hình Đại Diện Vạn Hoa (Nam)
1030	UI/Atlas/Head/Partner/Partner_Female_03.prefab	WanHuaHead2	Hình Đại Diện Vạn Hoa (Nữ)
1031	UI/Atlas/Head/Partner/Partner_Female_03.prefab	GaiBangHead2	Hình Đại Diện Cái Bang (Nữ)
1121	UI/Atlas/NPC/Male_03/Male_03.prefab	TianWangBust	Tượng Thiên Vương
1122	UI/Atlas/NPC/Female_01/Female_01.prefab	EmeiBust	Tượng Nga Mi
1123	UI/Atlas/NPC/Female_02/Female_02.prefab	TaoHuaBust	Tượng Đào Hoa
1124	UI/Atlas/NPC/Male_03/Male_03.prefab	XiaoYaoBust	Tượng Tiêu Dao
1125	UI/Atlas/NPC/Male_04/Male_04.prefab	WuDangBust	Tượng Võ Đang (Nam)
1126	UI/Atlas/NPC/Female_03/Female_03.prefab	TianRenBust	Tượng Thiên Nhẫn
1127	UI/Atlas/NPC/Male_04/Male_04.prefab	ShaoLinBust	Tượng Thiếu Lâm
1128	UI/Atlas/NPC/Female_03/Female_03.prefab	CuiYanBust	Tượng Thúy Yên
1129	UI/Atlas/NPC/Male_04/Male_04.prefab	TangMenBust	Tượng Đường Môn
1130	UI/Atlas/NPC/Female_04/Female_04.prefab	KunLunBust	Tượng Côn Lôn
1131	UI/Atlas/NPC/Male_05/Male_05.prefab	GaiBangBust	Tượng Cái Bang
1132	UI/Atlas/NPC/Female_04/Female_04.prefab	WuDuBust	Tượng Ngũ Độc
1133	UI/Atlas/NPC/Male_05/Male_05.prefab	CangJianBust	Tượng Tàng Kiếm
1134	UI/Atlas/NPC/Female_04/Female_04.prefab	ChangGeBust	Tượng Trường Ca
1135	UI/Atlas/NPC/Male_05/Male_05.prefab	TianShanBust1	Tượng Thiên Sơn (Nam)
1136	UI/Atlas/NPC/Female_05/Female_05.prefab	TianShanBust2	Tượng Thiên Sơn (Nữ)
1137	UI/Atlas/NPC/Male_07/Male_07.prefab	BaDaoBust1	Tượng Bá Đao (Nam)
1138	UI/Atlas/NPC/Female_05/Female_05.prefab	BaDaoBust2	Tượng Bá Đao (Nữ)
1139	UI/Atlas/NPC/Female_05/Female_05.prefab	WuDangBust2	Tượng Võ Đang (Nữ)
1140	UI/Atlas/NPC/Male_07/Male_07.prefab	HuaShanBust1	Tượng Hoa Sơn (Nam)
1141	UI/Atlas/NPC/Female_06/Female_06.prefab	HuaShanBust2	Tượng Hoa Sơn (Nữ)
1142	UI/Atlas/NPC/Male_07/Male_07.prefab	KunLunBust1	Tượng Côn Lôn (Nam)
1143	UI/Atlas/NPC/Male_07/Male_07.prefab	MingJiaoBust1	Tượng Minh Giáo (Nam)
1144	UI/Atlas/NPC/Female_06/Female_06.prefab	MingJiaoBust2	Tượng Minh Giáo (Nữ)
1145	UI/Atlas/NPC/Female_06/Female_06.prefab	TianWangBust2	Tượng Thiên Vương (Nữ) 
1146	UI/Atlas/NPC/Male_08/Male_08.prefab	DuanShiBust1	Tượng Đoàn Thị (Nam)
1147	UI/Atlas/NPC/Female_07/Female_07.prefab	DuanShiBust2	Tượng Đoàn Thị (Nữ)
1148	UI/Atlas/NPC/Female_07/Female_07.prefab	XiaoYaoBust1	Tượng Tiêu Dao (Nữ)
1149	UI/Atlas/NPC/Male_08/Male_08.prefab	WanHuaBust1	Tượng Vạn Hoa (Nam)
1150	UI/Atlas/NPC/Female_07/Female_07.prefab	WanHuaBust2	Tượng Vạn Hoa (Nữ)
1151	UI/Atlas/NPC/Female_07/Female_07.prefab	GaiBangBust2	Tượng Cái Bang (Nữ)
8000	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	MaleHead37	Tần Thủy Hoàng
8001	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	MaleHead38	Huyền Thiên Võ Cơ
8002	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	MaleHead36	Bạch Khởi
8003	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	MaleHead39	Lý Tư
9001	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	MaleHead19	(Triều Hữu) Cao Trường Cung
9002	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	MaleHead20	(Triều Hữu) Triết Biệt
9003	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	MaleHead21	(Triều Hữu) Viên Thừa Chí
9004	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	MaleHead22	(Triều Hữu) Ngao Bái
9005	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	CompanionHead	(Triều Hữu) Thủ lĩnh
9006	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	MaleHead30	(Triều Hữu) Hàn Thế Trung
9007	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	FemaleHead14	(Triều Hữu) Tần Lương Ngọc
9008	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	Animal01	(Triều Hữu) Hồ Vương
9009	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	Animal02	(Triều Hữu) Lộc Vương
9010	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	Animal03	(Triều Hữu) Lang Vương
9011	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	Animal04	(Triều Hữu) Báo Vương
9012	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	Animal08	(Triều Hữu) Hầu Vương
9013	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	Animal07	(Triều Hữu) Song Thủ Dị Thú
9014	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	MaleHead31	Kinh Kha
9015	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	FemaleHead24	Ngu Cơ
9016	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	MaleHead33	Nhạc Phi
9017	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	MaleHead35	Lý Quảng
9018	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	MaleHead34	Triệu Vân
9019	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	MaleHead32	Lý Nguyên Bá
9020	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	Animal11	Định Hải Kim Cang
9021	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	Animal09	Kim Sí Bằng Hoàng
9022	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	Animal10	Ngân Giác Tê Hoàng
9023	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	Animal12	(Phải) Gấu Chúa
9024	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	Animal13	(Phải) Hổ Chúa
9025	UI/Atlas/Head/HomeScreenHeadAtlas.prefab	Animal14	(Phải) Cá Sấu Chúa
9026	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab	Animals15	(Triều Hữu) Tích Vương
9027	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab	Animals16	(Triều Hữu) Hạt Vương
9028	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab	Animals17	(Triều Hữu) Ngao Vương
9029	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab	MaleHead45	Hạng Vũ
9030	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab	MaleHead47	Vô Tự Bi
9031	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab	MaleHead48	Địch Nhân Kiệt
9032	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab	MaleHead49	Lý Nguyên Phương
9033	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab	FemaleHead31	Võ Tắc Thiên
9034	UI/Atlas/Home/HomeScreenAtlas2.prefab	Head_jh_zhuozi01	Kết hôn 1-Đầy Bàn
9035	UI/Atlas/Home/HomeScreenAtlas2.prefab	Head_jh_zhuozi02	Kết hôn 2-Đầy Bàn
9036	UI/Atlas/Home/HomeScreenAtlas2.prefab	Head_jh_zhuozi03	Kết hôn 3-Đầy Bàn
9037	UI/Atlas/Home/HomeScreenAtlas2.prefab	Head_jh_tongxinguo01	Kết Hôn-Quả Đồng Tâm
9038	UI/Atlas/Home/HomeScreenAtlas2.prefab	Head_jh_lihe01	Kết hôn-Hộp Quà Kẹo Hỉ
9039	UI/Atlas/Head/Partner/Partner_Female_02.prefab	Head_npc_206	Kết hôn-Hồng Nương
9040	UI/Atlas/Head/Partner/Partner_Female_02.prefab	Head_npc_181	Kết hôn-Phụng Hỉ
9041	UI/Atlas/Head/Partner/Partner_Male_04.prefab	Head_npc_207	Kết hôn-Nguyệt Lão
9042	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab	Animals18	(Phải) Sư Vương
9043	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab	Animals19	(Phải) Phong Hậu
9045	UI/Atlas/Home/HomeScreenAtlas2.prefab	Throne	Vương Tọa
9046	UI/Atlas/Home/HomeScreenAtlas2.prefab 	Flower	Cánh Hoa Đào
10001	UI/Atlas/Head/Pet/Pet.prefab	Full_npc_a001	Tượng-Chó
10002	UI/Atlas/Head/Pet/Pet.prefab	Full_npc_a002	Tượng-Mèo
10003	UI/Atlas/Head/Pet/Pet.prefab	Full_npc_a003	Ảnh Toàn Thân-Ba Tư Nhỏ
10004	UI/Atlas/Head/Pet/Pet.prefab	Full_npc_a004	Tượng-Heo
10005	UI/Atlas/Head/Pet/Pet.prefab	Full_npc_a005	Ảnh Toàn Thân- Tiểu Bạch Thố
9047	UI/Atlas/Home/HomeScreenAtlas2.prefab 	Meal	Dùng Bữa
9048	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab	Animals21	(Phải) Cúc Hoàng
9049	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab	Animals20	(Phải) Điêu Hoàng
9050	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab	Animals23	(Phải) Ngưu Vương
9051	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab	Animals22	(Phải) Ngưu Hậu
