Index	TemplateID	Name	Kind	Camp	ClassName	ScriptParam	NpcResID	FaceID	BigFaceID	ReviveFrame	NpcAttribID	NormalSkill1	NormalSkillLevel1	NormalSkill2	NormalSkillLevel2	NormalSkill3	NormalSkillLevel3	VisionRadius	ActiveRadius	AiFile	Treasure	DropFile	FightMode	RunSpeed	BloodStyle	AuraSkillId	AuraSkillLevel	ForbitMove	StartActEvent	TitleID	DropType	Tag	DefaultDialog	NameColor	Experience	GouHuoRate	TransBossNpcTID	TransBossRate	WalkSpeed	IsNotShowShadow	FixExperience	IsNotBYStealLife	SyncFirst	Sex
Partner_C_5	378	Phong Lâm Vệ	0	1			5106	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_6	379	Viên Hầu	0	1			5117	803	1000			54	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_7	380	Thiết Diện Bổ Đầu	0	1			5157	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_8	381	Hồng Y Nữ Đồng	0	1			5104	802	997			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_9	382	Thầy Đúc Kiếm	0	1			5135	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_10	383	Thợ Săn	0	1			5159	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_11	384	Hồng Anh Thị	0	1			5108	802	997			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_12	385	Cường Đạo	0	1			5136	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_13	386	Đệ Tử Dược Vương	0	1			5139	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_14	387	Sói Xám	0	1			5115	803	1000			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_15	388	Đông Doanh Nhẫn Giả	0	1			5124	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_16	389	Sinh Sứ	0	1			5107	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_17	390	Tử Thị	0	1			5155	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_18	391	Hỏa Hồ	0	1			5110	803	1000			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_19	392	Đệ Tử Cửu U	0	1			5174	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_20	393	Gấu Đen	0	1			5116	803	1000			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_21	394	Đệ Tử Vô Ưu Giáo	0	1			5134	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_22	395	Thiên Công Tượng Giả	0	1			5142	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_23	396	Khôi Lỗi Sĩ Binh	0	1			5151	803	1000			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_24	397	Cơ Quan Nhân	0	1			5154	803	1000			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_25	398	C25	0	1			1	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_26	399	C26	0	1			1	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_27	400	C27	0	1			1	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_28	401	C28	0	1			1	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_29	402	C29	0	1			1	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_C_30	403	C30	0	1			1	801	999			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Laohu	101	Mãnh Hổ (Bỏ)	0	1			5114	803	1000			22	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Houzi	102	Khỉ (Bỏ)	0	1			5117	803	1000			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Heixiong	103	Gấu Đen (Bỏ)	0	1			5116	803	1000			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_TW_1	107	Thiên Vương Đại Sư Huynh (Bỏ)	0	1			5207	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_XY_1	108	Tiêu Dao Đại Sư Huynh (Bỏ)	0	1			5210	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_EM_1	109	Nga Mi Đại Sư Tỷ (Bỏ)	0	1			5208	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_TH_1	110	Đào Hoa Đại Sư Tỷ (Bỏ)	0	1			5209	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_TW_2	111	Thiên Vương Thập Hiệp (Bỏ)	0	1			5211	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_XY_2	112	Tiêu Dao Thập Hiệp (Bỏ)	0	1			5214	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_EM_2	113	Nga Mi Thập Hiệp (Bỏ)	0	1			5212	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_TH_2	114	Đào Hoa Thập Hiệp (Bỏ)	0	1			5213	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Header_1_1	131	Hình đại diện người chơi nam-1	0	1			5101	202	302			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Header_1_2	132	Hình đại diện người chơi nam-2	0	1			5101	204	304			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Header_1_3	133	Hình đại diện người chơi nam-3	0	1			5101	205	305			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Header_1_4	134	Hình đại diện người chơi nam-4	0	1			5101	207	307			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Header_2_1	135	Hình đại diện người chơi nam-5	0	1			5101	215	315			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Header_2_2	136	Hình đại diện người chơi nam-6	0	1			5101	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Header_2_3	137	Hình đại diện người chơi nam-7	0	1			5101	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Header_2_4	138	Hình đại diện người chơi nam-8	0	1			5101	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Boss_1_1	139	Hình đại diện người chơi nữ-1	0	1			5101	1	101			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Boss_1_2	140	Hình đại diện người chơi nữ-2	0	1			5101	2	102			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Boss_1_3	141	Hình đại diện người chơi nữ-3	0	1			5101	3	103			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Boss_1_4	142	Hình đại diện người chơi nữ-4	0	1			5101	4	104			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Boss_2_1	143	Hình đại diện người chơi nữ-5	0	1			5101	7	107			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Boss_2_2	144	Hình đại diện người chơi nữ-6	0	1			5101	9	109			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Boss_2_3	145	Hình đại diện người chơi nữ-7	0	1			5101	12	112			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Boss_2_4	146	Hình đại diện người chơi nữ-8	0	1			5101	15	115			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
Partner_Jiantong	245	Hình đại diện người chơi nữ-9	0	1			5125	801	999			21	1					3000	3000	Setting/Npc/Ai/partner/FellowCommon.ini				30	1																			
