Index	TemplateID	Name	Kind	Camp	ClassName	ScriptParam	NpcResID	FaceID	BigFaceID	ReviveFrame	NpcAttribID	NormalSkill1	NormalSkillLevel1	NormalSkill2	NormalSkillLevel2	NormalSkill3	NormalSkillLevel3	VisionRadius	ActiveRadius	AiFile	Treasure	DropFile	FightMode	RunSpeed	BloodStyle	ForbitMove	TitleID	AuraSkillId	AuraSkillLevel	StartActEvent	Tag	DropType	DefaultDialog	WalkSpeed	NameColor	Experience	GouHuoRate	TransBossNpcTID	TransBossRate	IsNotShowShadow	FixExperience	IsNotBYStealLife	SyncFirst	Sex
Fb_2_7_3	1127	Trác Phi Phàm	0	1	FubenDeath		194	218	318		217	1496	1	91	1			1000	1500	Setting/Npc/Ai/teamfb/20fb_boss.ini			1	20	2										5									
Fb_2_7_4	1449	Tàng Kiếm Thân Vệ	0	1	FubenDeath		178		993		212	196	1	2487	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1		3001	1533	17						3									
Fb_2_7_5	1450	Tàng Kiếm Thân Vệ	0	1	FubenDeath		178		993		210	196	1	2487	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1		3002	1503	1						3									
Fb_2_7_guanzhan1	1217	Nhân Sĩ Võ Lâm	0	0	FubenDeath		106		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_2_7_guanzhan2	1218	Nhân Sĩ Võ Lâm	0	0	FubenDeath		134		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_2_7_guanzhan3	1219	Nhân Sĩ Võ Lâm	0	0	FubenDeath		120		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_2_7_guanzhan4	1220	Nhân Sĩ Võ Lâm	0	0	FubenDeath		142		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_3_1_1	823	Thương Ưng	0	1	FubenDeath		147		993		211	22	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_3_1_3	825	Đại Thương Ưng	0	1	FubenDeath		147		993		214	22	1	2472	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3									
Fb_3_1_5	827	Kiếm Khách Thần Bí	0	1	FubenDeath		367		993		213	1386	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss14.ini			1	20	2										4									
Fb_3_1_6	828	Tường Vi	0	1	FubenDeath		103	18	118		216	56	1	91	1			1000	1500	Setting/Npc/Ai/random/qiangwei.ini			1	20	2										4									
Fb_3_2_1	829	Kẻ Bịt Mặt	0	1	FubenDeath		174		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_3_2_2	830	Tinh Anh Bịt Mặt	0	1	FubenDeath		174		993		213	169	1	2380	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3									
Fb_3_2_3	831	Đầu Mục Bịt Mặt	0	1	FubenDeath		124		993		215	21	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss18.ini			1	20	2										4									
Fb_3_2_4	1347	Rương Chứa	4	0	FubenDeath		352		993		211							1000	1500	Setting/Npc/Ai/CommonActive.ini			1	28	3										1									
Fb_3_2_5	1348	Tường Vi	0	0	FubenDeath		103	18	118		215	56	1	2455	2			1000	1500	Setting/Npc/Ai/partner/Fellow_qiangwei.ini			1	28	1									20	2									
Fb_3_2_6	1490	Nam Thôn Dân	0	0	FubenDeath		170		993		215	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	20	1										2									
Fb_3_2_7	1491	Thôn Nữ	0	0	FubenDeath		105		993		215							1000	1500	Setting/Npc/Ai/CommonActive.ini			1	20	1										2									
Fb_3_3_1	832	Đệ Tử Vô Ưu Giáo	0	1	FubenDeath		134		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_3_3_2	833	Vô Ưu Giáo Đồ	0	1	FubenDeath		124		993		213	170	1	2489	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1					900001					3									
Fb_3_3_3	834	Nguyệt My Nhi	0	0	FubenDeath		1102	22	122		216	54	1	2455	1			1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	1									20	2									
Fb_3_3_4	835	Vô Ưu Giáo Đầu Mục	0	1	FubenDeath		155		993		215	21	1	91	1			1000	1500	Setting/Npc/Ai/Stay.ini			1	28	1										4									
Fb_3_4_1	836	Vô Ưu Giáo Tinh Anh	0	1	FubenDeath		134		993		214	166	1	2387	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3									
Fb_3_4_2	837	Thủ Vệ Cấm Địa	0	1	FubenDeath		368		993		215	21	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss17.ini			1	20	2										4									
Fb_3_4_3	838	Nạp Lan Chân	0	0	FubenDeath		177		993		215	39	1	2455	1			1000	1500	Setting/Npc/Ai/partner/Fellow_nalanzhen_r.ini			1	28	1										2									
Fb_3_4_4	1600	Cấm Địa Hộ Pháp	0	1	FubenDeath		134		993		213	57	1	2389	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	0	1	1									3									
Fb_3_5_1	839	Trích Tinh Lao Đầu	0	1	FubenDeath		372		993		215	168	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss21.ini			1	20	2										4									
Fb_3_5_2	840	Tử Hiên	0	0	FubenDeath		131	20	120		215	41	1	2455	1			1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	3									20	2									
Fb_3_6_1	1486	Vô Ưu Thích Khách	0	1	FubenDeath		124		993		211	170	1					1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1					900001					1									
Fb_3_6_2	1487	Thích Khách Tinh Anh	0	1	FubenDeath		124		993		213	170	1	2425	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1					900001					3									
Fb_3_6_3	1488	Đệ Tử Thủ Vệ	0	1	FubenDeath		174		993		212	166	1					1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										1									
Fb_3_6_4	1489	Thủ Lĩnh Thích Khách	0	1	FubenDeath		365		993		215	168	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss18.ini			1	20	2										4									
Fb_3_7_1	841	Nạp Lan Tiềm Lẫm	0	1	FubenDeath		187	212	312		218	177	1	91	1			1000	1500	Setting/Npc/Ai/fuben/nalanqianling.ini			1	20	2										6									
Fb_3_8_1	1351	Cáo Hoang	0	1	FubenDeath		110	200	300		211	22	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_3_8_2	1352	Cáo Nhanh Nhẹn	0	1	FubenDeath		110	200	300		214	22	1	2475	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3									
Fb_3_8_3	1353	Dã Hồ Vương	0	1	FubenDeath		384	200	300		215	22	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss9.ini			1	20	2										4									
Fb_3_8_4	1354	Mạnh Tri Thu	0	0	FubenDeath		156	200	300		217	56	1	2383	1	91	1	1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	28	3										2									
Fb_4_1_1	842	Ngũ Sắc Giáo Đồ	0	1	FubenDeath		174		993		211	166	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_4_1_2	843	Ngũ Sắc Giáo Thích Khách	0	1	FubenDeath		124		993		213	23	1	26	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1					900001					3									
Fb_4_1_3	844	Thủ Lĩnh Ngũ Sắc Giáo	0	1	FubenDeath		121		993		215	1342	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss5.ini			1	20	2										4									
Fb_4_1_4	1355	Bia Đá Kỳ Quái	4	0	FubenDeath		414				211	1342	1					1000	1500				1	28	3										1									
Fb_4_2_1	845	Hầu Vương	0	1	FubenDeath		117		993		215	22	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss9.ini			1	20	2										4									
Fb_4_3_1	846	Lưu Manh	0	1	FubenDeath		173		993		212	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_4_3_2	847	Lưu Manh Tinh Anh	0	1	FubenDeath		170		993		213	167	1	28	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3									
Fb_4_3_3	848	Lộ Đạt	0	1	FubenDeath		371		993		215	40	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss22.ini			1	20	2										4									
Fb_4_3_4	1373	Trương Như Mộng	0	0	FubenDeath		193		993		216	54	1	2455	1			1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	1									20	2									
Fb_4_4_1	849	Thích Khách Thần Bí	0	1	FubenDeath		124		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1					900001					1									
Fb_4_4_2	850	Thích Khách Tinh Anh	0	1	FubenDeath		124		993		213	21	1	42	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1					900001					3									
Fb_4_4_3	851	Hoa Tặc	0	1	FubenDeath		138		993		215	21	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss4.ini			1	20	2										4									
Fb_4_5_1	852	Trương Như Mộng	0	0	FubenDeath		193		993		216	54	1	2455	1			1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	1									20	5									
Fb_4_5_2	1226	Nam Cung Thái Hồng	0	0	FubenDeath		126		993		217	54	1					1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	2										2									
Fb_4_6_1	853	Trương Lâm Tâm	0	0	FubenDeath		1100		993		216	41	1	2455	1			1000	1500	Setting/Npc/Ai/partner/Fellow_zhanglinxin.ini			1	28	1									20	2									
Fb_4_7_1	854	Nam Cung Diệt	0	1	FubenDeath		129		993		217	21	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss10.ini			1	20	2										5									
Fb_4_7_2	855	Trương Phong	0	0	FubenDeath		1119		993		217	1386	1					1000	1500	Setting/Npc/Ai/fuben/Boss14.ini			1	20	2									20	2									
Fb_5_1_1	856	Hoa Sơn Ác Đồ	0	1	FubenDeath		143		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_5_1_2	857	Hoa Sơn Ác Đồ Tinh Anh	0	1	FubenDeath		143		993		214	168	1	51	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3									
Fb_5_1_3	858	Thủ Lĩnh Hoa Sơn Ác Đồ	0	1	FubenDeath		369		993		215	166	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss16_1.ini			1	20	2										4									
Fb_5_1_4	1383	Trương Lâm	0	0	FubenDeath		1121		993		217	166	1					1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	1										2									
Fb_5_2_1	859	Ngũ Sắc Giáo Đồ	0	1	FubenDeath		174		993		212	166	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_5_2_2	860	Thích Khách Thần Bí	0	1	FubenDeath		124		993		214	23	1	2441	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1					900001					3									
Fb_5_2_3	861	Thủ Lĩnh Thích Khách	0	1	FubenDeath		365		993		215	40	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss18.ini			1	20	2										4									
Fb_5_2_4	862	Liễu Trung Nguyên	0	0	FubenDeath		135		993		211	54	1					1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	1										2									
Fb_5_3_1	863	Nam Cung Diệt	0	1	FubenDeath		5129		993		216	21	1	91	1			1000	1500	Setting/Npc/Ai/random/nangongmie.ini			1	20	2										5									
Fb_5_3_2	864	Trương Phong	0	0	FubenDeath		1119		993		217	1386	1					1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	2										2									
Fb_5_3_3	865	Thám Tử Nước Kim	0	1	FubenDeath		136		993		212	168	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_5_3_4	866	Cao Thủ Nước Kim	0	1	FubenDeath		431		993		214	169	1	2354	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3									
Fb_5_3_5	867	Thích Khách	0	1	FubenDeath		143		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_5_4_1	868	Thủy Tặc	0	1	FubenDeath		123		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1					900004					1									
Fb_5_4_2	869	Bảo Tiêu	0	1	FubenDeath		436		993		214	1359	1	2476	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3									
Fb_5_4_3	870	Diêu Công Tử	0	1	FubenDeath		160		993		215	54	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss7.ini			1	20	2										4									
Fb_5_4_4	1385	Đỗ Quyên	0	0	FubenDeath		105		993		211	54	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	28	3										1									
Fb_5_5_1	871	Cai Ngục	0	1	FubenDeath		151		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_5_5_2	1282	Quan Binh	0	1	FubenDeath		152		993		213	182	1	2484	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3									
Fb_5_6_1	872	Lao Đầu	0	1	FubenDeath		369		993		215	1848	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss16.ini			1	20	2										4									
Fb_5_6_2	873	Lý Tam	0	0	FubenDeath		159		993		211	54	1					1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	1										2									
Fb_5_6_3	874	Dương Hồ	0	0	FubenDeath		132		993		211	54	1					1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	1										2									
Fb_5_6_4	1390	Diêu Công Tử	0	0	FubenDeath		160		993		211	54	1					1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	1										2									
Fb_5_7_1	875	Vô Tướng	0	1	FubenDeath		1118		993		217	174	1	91	1			1000	1500	Setting/Npc/Ai/fuben/wuxiang.ini			1	20	2										5									
Fb_5_7_2	876	Vô Hư Đại Sư	0	0	FubenDeath		163		993		217	54	1					1000	1500	Setting/Npc/Ai/RangeActive.ini			1	15	1										2									
Fb_5_7_3	1212	Phương Miễn	0	0	FubenDeath		1117		993		217	23	1					1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										2									
Fb_6_1_1	1394	Đệ Tử Hoa Sơn	0	1	FubenDeath		135		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_6_1_2	1395	Hoa Sơn Cao Thủ	0	1	FubenDeath		169		993		213	57	1	2425	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3									
Fb_6_1_3	1396	Lâm Đối Nhi	0	1	FubenDeath		1121		993		215	41	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss19.ini			1	20	2										4									
Fb_6_1_4	1397	Kỹ Nữ Xinh Đẹp	0	0	FubenDeath		105		993		211	54	1					1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	3										2									
Fb_6_2_1	1398	Hoa Sơn Hộ Pháp	0	1	FubenDeath		169		993		214	106	1	2447	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3									
Fb_6_2_2	1399	Lâm Hải	0	1	FubenDeath		1120		993		216	177	1	91	1			1000	1500	Setting/Npc/Ai/fuben/linhai.ini			1	20	2										4									
Fb_6_2_3	1400	Phương Miễn	0	0	FubenDeath		1117		993		217	21	1					1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	3										2									
Fb_6_2_4	1401	Giang Hồ Nhân Sĩ	0	0	FubenDeath		165		993		211	21	1					1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	3										2									
Fb_6_3_1	1402	Ngũ Sắc Giáo Đồ	0	1	FubenDeath		174		993		212	166	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_6_3_2	1403	Ngũ Sắc Giáo Thích Khách	0	1	FubenDeath		124		993		213	167	1	2490	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1					900001					3									
Fb_6_3_3	1404	Cẩu Nhục Hòa Thượng	0	0	FubenDeath		163		993		211	21	1					1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	3										1									
Fb_6_3_4	1405	Vô Tướng	0	1	FubenDeath		1118		993		216	174	1	91	1			1000	1500	Setting/Npc/Ai/fuben/wuxiang.ini			1	20	2										4									
Fb_6_3_5	1406	Tiên Phong Hiệu Úy	0	1	FubenDeath		180		993		216	23	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss6.ini			1	20	2										4									
Fb_6_4_1	1407	Kim Binh	0	1	FubenDeath		431		993		211	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_6_4_2	1408	Bách Phu Trưởng	0	1	FubenDeath		181		993		213	168	1	59	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3									
Fb_6_4_3	1409	Chó Sói	0	1	FubenDeath		115		993		213	22	1	29	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3									
Fb_6_4_4	1410	Kim Binh Tinh Nhuệ	0	1	FubenDeath		181		993		214	169	1	2441	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3									
Fb_6_4_5	1411	Lục Văn Long	0	0	FubenDeath		144		993		217	21	1					1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	3										2									
Fb_6_4_6	1412	Vương Tá	0	0	FubenDeath		1109		993		217	174	1					1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	3										2									
Fb_6_4_7	1413	Nhũ Nương	0	0	FubenDeath		1123		993		211	54	1					1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	3										2									
Fb_6_4_8	1422	Khổ Nhân Nhi	0	0	FubenDeath		1109		993		217	174	1					1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	3										2									
Fb_6_5_1	1414	Kim Binh Tinh Nhuệ	0	1	FubenDeath		431		993		212	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_6_5_2	1415	Thiên Phu Trưởng	0	1	FubenDeath		181		993		214	170	1	2351	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3									
Fb_6_5_3	1416	Thiết Phù Đà	0	1	FubenDeath		378		993		214	56	1	91	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	0	1										3									
Fb_6_5_4	1417	Nam Cung Diệt	0	1	FubenDeath		5129		993		218	23	1	91	1			1000	1500	Setting/Npc/Ai/random/nangongmie.ini			1	20	2										6									
Fb_6_5_5	1418	Kim Ngột Thuật	0	0	FubenDeath		180		993		217	21	1					1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	3										6									
Fb_7_1_1	1672	Lão Hổ	0	1	FubenDeath		114		993		212	22	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_7_1_2	1673	Mãnh Hổ	0	1	FubenDeath		114		993		214	22	1	2443	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3									
Fb_7_1_3	1674	Sói Hoang	0	1	FubenDeath		115		993		212	22	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_7_1_4	1675	Cuồng Lang	0	1	FubenDeath		115		993		214	22	1	2354	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3									
Fb_7_1_5	1676	Tuyết Liên Lão Lão	0	1	FubenDeath		188		993		216	37	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss15.ini			1	15	2										4									
Fb_7_2_1	1680	Nhện	0	1	FubenDeath		112		993		212	22	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_7_2_2	1681	Hung Hãn Độc Thù	0	1	FubenDeath		112		993		214	22	1	2457	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3									
Fb_7_2_3	1682	Bò Cạp	0	1	FubenDeath		109		993		212	22	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_7_2_4	1683	Bò Cạp Độc	0	1	FubenDeath		109		993		214	22	1	2389	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3									
Fb_7_2_5	1684	Cự Hình Độc Hạt	0	1	FubenDeath		475		993		216	22	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss9.ini			1	15	2										4									
Fb_7_3_1	1686	Ngũ Sắc Giáo Đồ	0	1	FubenDeath		174		993		212	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_7_3_2	1687	Thiên Vương Phản Đồ	0	1	FubenDeath		134		993		212	166	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_7_3_3	1688	Thiên Vương Phản Đồ Hung Ác	0	1	FubenDeath		134		993		214	168	1	42	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3									
Fb_7_3_4	1689	Phong Ngọc Thư	0	1	FubenDeath		478		993		216	23	1	91	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	2										4									
Fb_7_3_5	1690	Dương Anh	0	0	FubenDeath		141		993		216	166	1	2455	1			1000	1500	Setting/Npc/Ai/partner/Fellow_yangying.ini			1	28	1									20	2									
Fb_7_4_1	1691	Cảnh Giới Trang Đinh	0	1	FubenDeath		101		993		213	21	1					220	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_7_4_2	1692	Ngũ Sắc Giáo Đồ	0	1	FubenDeath		135		993		212	1386	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_7_4_3	1693	Ngũ Sắc Giáo Hộ Vệ	0	1	FubenDeath		159	200	300		212	182	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1					900001					1									
Fb_7_4_4	1694	Ngũ Sắc Thích Khách	0	1	FubenDeath		178		993		214	196	1	2489	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1		3000	1535	2						3									
Fb_7_4_5	1695	Thủ Lĩnh Ngũ Sắc Giáo	0	1	FubenDeath		121		993		216	57	1	91	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	2										4									
Fb_7_4_6	1696	Thủ Lĩnh Trang Đinh	0	1	FubenDeath		354		993		214	21	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss8.ini			1	20	2										4									
Fb_7_5_1	1697	Lâm Đối Nhi	0	1	FubenDeath		1121		993		216	69	1	91	1			1000	1500	Setting/Npc/Ai/fuben/linhai.ini			1	15	2										4									
Fb_7_5_2	1698	Vô Tướng	0	1	FubenDeath		1118		993		216	166	1	91	1			1000	1500	Setting/Npc/Ai/fuben/wuxiang.ini			1	15	2										4									
Fb_7_5_3	1699	Phong Ngọc Thư	0	1	FubenDeath		182		993		216	23	1	91	1			1000	1500	Setting/Npc/Ai/fuben/Boss6.ini			1	15	2										4									
Fb_7_6_1	1700	Giang Hồ Ác Đồ	0	1	FubenDeath		143		993		212	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_7_6_2	1701	Vô Lương Kiếm Khách	0	1	FubenDeath		135		993		212	167	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_7_6_3	1702	Cao Thủ Tà Ác	0	1	FubenDeath		155		993		214	106	1	2384	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3									
Fb_7_6_4	1703	Nam Cung Thái Hồng	0	1	FubenDeath		126		993		217	54	1	91	1			1000	1500	Setting/Npc/Ai/teamfb/20fb_boss.ini			1	28	2										5									
Fb_7_6_5	1704	Trương Như Mộng	0	0	FubenDeath		193		993		217	21	1	2455	1			1000	1500	Setting/Npc/Ai/partner/FellowCommon.ini			1	28	1									20	2									
Fb_7_7_1	1713	Ngũ Sắc Giáo Thích Khách	0	1	FubenDeath		174		993		212	170	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_7_7_2	1714	Quân Kim Cản Đường	0	1	FubenDeath		1127		993		212	21	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_7_7_3	1715	Tinh AnhThích Khách	0	1	FubenDeath		174		993		214	40	1	2459	1			1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3									
Fb_7_7_4	1716	Phương Miễn	0	1	FubenDeath		1117		993		218	38	1	91	1			1000	1500	Setting/Npc/Ai/random/fangmian.ini			1	28	2										6									
Fb_8_1_1	1915	Ác Lang	0	1	FubenDeath		115		993		212	1897	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_8_1_2	1916	Thổ Phỉ	0	1	FubenDeath		143		993		212	166	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_8_1_3	1917	Thổ Phỉ Tinh Anh	0	1	FubenDeath		143		993		214	168	1	91	1	2360	1	1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3									
Fb_8_1_4	1918	Đấu Lạp Khách	0	1	FubenDeath		174		993		217	2713	1	91	1	2475	1	1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	20	2										4									
Fb_8_1_5	2532	Cự Kiếm	0	1	FubenDeath		362		993		212												1	0	1	1									3									
Fb_8_2_1	1919	Sơn Tặc	0	1	FubenDeath		136		993		212	169	1					5000	5000	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_8_2_2	1920	Sơn Tặc Tinh Anh	0	1	FubenDeath		136		993		214	170	1	91	1	31	1	5000	5000	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3									
Fb_8_2_3	1921	Cố Võ	0	1	FubenDeath		143		993		217	23	1	91	1	2486	1	1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	20	2										4									
Fb_8_2_4	2533	Sơn Tặc Tuần Vệ	0	1	FubenDeath		106		993		213	21	1					220	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_8_2_5	2534	Sơn Tặc Đầu Mục Say Rượu	0	1	FubenDeath		142		993		217	1807	1	91	1			1500	1500	Setting/Npc/Ai/fuben/Boss17.ini			1	15	2										3									
Fb_8_2_6	2653	Cơ Quan	2	0	FubenDialog	4,Đang mở...	467	995	300		212							560	980				1	0		1					NoTurn													
Fb_8_3_1	1922	Binh Đinh	0	1	FubenDeath		151		993		212	2711	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_8_3_2	1923	Tinh Nhuệ	0	1	FubenDeath		150		993		214	2712	1	91	1	2443	1	1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										3									
Fb_8_3_3	1924	Hộ Vệ Trưởng	0	1	FubenDeath		106		993		217	23	1	91	1	2773	1	1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	20	2										4									
Fb_8_4_1	1925	Gia Đinh	0	1	FubenDeath		170		993		212	2715	1					1000	1500	Setting/Npc/Ai/CommonActive.ini			1	15	1										1									
Fb_8_4_2	1926	Hộ Viện	0	1	FubenDeath		152		993		212	2726	1					1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	15	1										1									
Fb_8_4_3	1927	Hộ Viện Đầu Mục	0	1	FubenDeath		142		993		217	1893	1	91	1	29	1	1000	1500	Setting/Npc/Ai/CommonSkill.ini			1	20	2										4									
