Index	TemplateID	Name	Kind	Camp	ClassName	ScriptParam	NpcResID	FaceID	BigFaceID	ReviveFrame	NpcAttribID	NormalSkill1	NormalSkillLevel1	NormalSkill2	NormalSkillLevel2	NormalSkill3	NormalSkillLevel3	VisionRadius	ActiveRadius	AiFile	Treasure	DropFile	FightMode	RunSpeed	BloodStyle	ForbitMove	AuraSkillId	AuraSkillLevel	StartActEvent	TitleID	BigFaceID	Tag	DropType	DefaultDialog	WalkSpeed	NameColor	Experience	GouHuoRate	TransBossNpcTID	TransBossRate	IsNotShowShadow	FixExperience	SyncFirst	IsNotBYStealLife	Sex
JZ_F_3_npc_jiguan	3608	Cơ Quan	2	0	FubenDialog	4, Đang đóng...	377	995	300		1							560	980				1	0		1				3011		NoTurn												1	
JZ_F_3_xunluo	3609	Tuần La Cơ Quan Nhân	0	1	FubenDeath		157	200	300		331	3109	7	91	1			280	1000	Setting/Npc/Ai/random/G7_Xunluo.ini			1	15	1											5								1	
JZ_F_4_enemy_BOSS	3610	Doãn Hàm Yên	0	1	FubenDeath		1161	200	300		351	3144	1	91	1			1000	300	Setting/Npc/Ai/random/F4_yinhanyan.ini	4		1	20	2								1			6								1	
JZ_F_4_enemy_guaiwu	3611	Hồn Hồi Sinh	0	1	FubenDeath		489	200	300		321	91	1					1000	1000	Setting/Npc/Ai/CommonActive.ini			1	10	1											3								1	
JZ_F_4_npc_fazhen	3612	Cực Phản Pháp Trận	6	0	FubenDeath		383	200	300		323							1000	1000	Setting/Npc/Ai/CommonActive.ini			1	0	3		3115	1								2								1	
JZ_F_6_enemy_BOSS	3613	Đoan Mộc Duệ	0	1	FubenDeath		623	200	300		351	3137	1	91	1			750	750	Setting/Npc/Ai/random/duanmurui.ini	4		1	20	2								1			6								1	
JZ_F_6_enemy_xianjing	3614	Lửa Kỳ Bí	6	1	FubenDeath		469	200	300		343							1000	1000	Setting/Npc/Ai/AlwaysRunning.ini			1	18	3		3109	3								1								1	
JZ_G_1_enemy_1	3615	NPC Phun Lửa	6	0	FubenDeath		467	200	300		343																																	1	
JZ_G_1_enemy_2	3616	Hắc Y Thích Khách	0	1	FubenDeath		121	200	300		343	91	1	1058	1			1500	1500	Setting/Npc/Ai/random/F8_Laren.ini			1	18	1											3								1	
JZ_G_1_enemy_3	3617	Bỏ kỹ năng	6	1	FubenDeath		469	200	300		343												1	0	1											1					1			1	
JZ_G_1_enemy_BOSS	3618	Khúc Hà	0	1	FubenDeath		517	200	300		352	56	1	91	1			1500	300	Setting/Npc/Ai/random/pilihuo.ini	4		1	20	2								1			6								1	
JZ_G_2_enemy_BOSS	3619	Đạo Nhất Chân Nhân	0	1	FubenDeath		622	200	300		351	3130	1	91	1			1000	400	Setting/Npc/Ai/random/daoyizhenren.ini	4		1	20	2								1			6								1	
JZ_G_2_enemy_jiguan	3620	Trận Nhãn	0	1	FubenDeath		377				313							1000	1000				1	0	2	1										3								1	
JZ_G_2_enemy_xianjing	3621	Bẫy Tuần La	6	1	FubenDeath		469	200	300		343							1000	1000	Setting/Npc/Ai/AlwaysRunning.ini			1	50	3		3106	20								1								1	
JZ_G_3_enemy_BOSS	3622	Cổ Yên Nhiên	0	1	FubenDeath		619	200	300		352	3718	1	91	1			15000	15000	Setting/Npc/Ai/random/G3_guyanranzc.ini	4		1	20	2											6								1	
JZ_G_4_enemy_BOSS	3623	Hoàng Mộ Vân	0	1	FubenDeath		624	200	300		347	3120	1	91	1			1000	1000	Setting/Npc/Ai/random/huangmuyun.ini	4		1	20	2								1			6								1	
JZ_G_4_enemy_gw	3624	Âm Trầm Đao Khách	0	1	FubenDeath		123	200	300		312	169	1					1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	1											1								1	
JZ_G_4_enemy_gw_s1	3625	Độc Nương Tử	0	1	FubenDeath		164	200	300		313	169	1	91	1	2486	1	1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	1											3								1	
JZ_G_4_enemy_gw_s2	3626	Cuồng Nộ Xung Phong	6	1	FubenDeath		486	200	300		313	1874	1	91	1			1000	1000	Setting/Npc/Ai/CommonActive.ini			1	15	1											1								1	
JZ_G_4_enemy_jy	3627	Tội Đạo Nhân	0	1	FubenDeath		169	200	300		313	166	1	91	1			1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	1											3								1	
JZ_G_5_enemy_1	3628	Linh Hồn Cầu	0	1	FubenDeath		485	200	300		321	91	1							Setting/Npc/Ai/CommonActive.ini			1	8	1					3007						3								1	
JZ_G_5_enemy_2	3629	Linh Hồn Cầu	0	1	FubenDeath		486	200	300		321	91	1							Setting/Npc/Ai/CommonActive.ini			1	8	1					3007						3								1	
JZ_G_5_enemy_BOSS	3630	Tống Thu Thạch	0	1	FubenDeath		620	200	300		352	3150	1	91	1			2000	2000	Setting/Npc/Ai/random/songqiushi.ini	4		1	20	2								1			6								1	
JZ_G_5_jiguan_1	3631	Bẫy diệt nhanh	6	1	FubenDeath		456	200	300		323	2468	30										1																					1	
JZ_G_6_enemy_gw	3632	Lưu Khấu	0	1	FubenDeath		170	200	300		314	2716	1					1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	1											1								1	
JZ_G_6_enemy_jy	3633	Khoái Đao Khách	0	1	FubenDeath		171	200	300		322	2721	1	2447	1	91	1	1000	1000	Setting/Npc/Ai/CommonSkill.ini			1	20	1											3								1	
JZ_G_6_enemy_sl1	3634	Trung Nguyên Nhất Điểm Hồng	0	1	FubenDeath		627	200	300		332	2712	1	91	1			1000	1000	Setting/Npc/Ai/fuben/Boss11.ini			1	20	2											4								1	
JZ_G_6_enemy_sl2	3635	Trung Nguyên Nhị Điểm Hồng	0	1	FubenDeath		627	200	300		332	2712	1	91	1			1000	1000	Setting/Npc/Ai/fuben/Boss11.ini			1	20	2											4								1	
JZ_G_6_enemy_sl3	3636	Trung Nguyên Tam Điểm Hồng	0	1	FubenDeath		627	200	300		332	2712	1	91	1			1000	1000	Setting/Npc/Ai/fuben/Boss11.ini			1	20	2											4								1	
JZ_G_6_enemy_sl4	3637	Trung Nguyên Tứ Điểm Hồng	0	1	FubenDeath		627	200	300		332	2712	1	91	1			1000	1000	Setting/Npc/Ai/fuben/Boss11.ini			1	20	2											4								1	
JZ_G_6_enmey_ex	3638	Bò Cạp	0	1	FubenDeath		109	200	300		314	22	1	91	1	2418	6	3000	3000	Setting/Npc/Ai/CommonActive.ini			1	10	1					3003						1								1	
JZ_G_6_jiguan	3639	Cơ Quan	2	0	FubenDialog	2,Đang mở...	377	995	300		1							560	980				1	0		1				3011		NoTurn												1	
JZ_G_6_npc_xy	3640	Huyền Thiên Đạo Nhân	0	0	FubenDeath		5016	200	300		347							1000	1000	Setting/Npc/Ai/Stay.ini			1	20	3											2								1	
JZ_G_6_SkillNpc1	3641	Kỹ năng	6	1	FubenDeath		469	200	300		343												1	0	1		2095	4								1					1			1	
JZ_G_6_SkillNpc2	3642	Kỹ năng	6	0	FubenDeath		469	200	300		343												1	0	1											1					1			1	
JZ_G_6_zy	3643	Vòng hướng dẫn	6	1	FubenDeath		383	200	300		314							150	150	Setting/Npc/Ai/CommonActive.ini			1	0	1											1								1	
JZ_jiguan2	3644	Kiếm	2	0	FubenDialog	4,Đang mở...	362	995	300		1							560	980				1	15		1						NoTurn												1	
JZ_shanzei_1	3645	Sơn Tặc	0	1	FubenDeath		136	200	300		314	21	1	91	1			1500	1500	Setting/Npc/Ai/CommonActive.ini			1	20	1											1								1	
JZ_shanzei_2	3646	Sơn Tặc Đầu Mục	0	1	FubenDeath		369	200	300		322	21	1	24	1	91	1	1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	20	2											3								1	
JZ_xinmo1	3647	Thiên Vương	0	1	FubenDeath		421	200	300		332	2001	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_tianwang.ini			1	25	1																			1	
JZ_xinmo10	3648	Nhân vật Côn Lôn	0	1	FubenDeath		562	200	300		332	3096	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_kunlun.ini			1	25	1																			1	
JZ_xinmo11	3649	Nhân vật Cái Bang	0	1	FubenDeath		588	200	300		332	3622	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_gaibang.ini			1	25	1																			1	
JZ_xinmo12	3650	Nhân vật Ngũ Độc	0	1	FubenDeath		589	200	300		332	3628	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_wudu.ini			1	25	1																			1	
JZ_xinmo13	3651	Nhân vật Tàng Kiếm	0	1	FubenDeath		610	200	300		332	3951	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_cangjian.ini			1	25	1																			1	
JZ_xinmo14	3652	Nhân vật Trường Ca	0	1	FubenDeath		611	200	300		332	3957	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_changge.ini			1	25	1																			1	
JZ_xinmo15	3653	Nhân Vật Thiên Sơn	0	1	FubenDeath		611	200	300		332	4869	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_tianshan.ini			1	25	1																			1	
JZ_xinmo16	3654	Nhân Vật Bá Đao	0	1	FubenDeath		611	200	300		332	5088	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_badao.ini			1	25	1																			1	
JZ_xinmo17	3655	Nhân Vật Hoa Sơn	0	1	FubenDeath		611	200	300		332	5282	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_huashan.ini			1	25	1																			1	
JZ_xinmo18	3656	Nhân vật Minh Giáo	0	1	FubenDeath		611	200	300		332	5591	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_mingjiao.ini			1	25	1																			1	
JZ_xinmo19	3657	Nhân vật Đoàn Thị	0	1	FubenDeath		611	200	300		332	5691	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_duanshi.ini			1	25	1																			1	
JZ_xinmo2	3658	Nga Mi	0	1	FubenDeath		422	200	300		332	2008	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_emei.ini			1	25	1																			1	
JZ_xinmo3	3659	Đào Hoa	0	1	FubenDeath		423	200	300		332	2014	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_taohua.ini			1	25	1																			1	
JZ_xinmo4	3660	Tiêu Dao	0	1	FubenDeath		424	200	300		332	2024	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_xiaoyao.ini			1	25	1																			1	
JZ_xinmo5	3661	Võ Đang	0	1	FubenDeath		434	200	300		332	2901	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_wudang.ini			1	25	1																			1	
JZ_xinmo6	3662	Thiên Nhẫn	0	1	FubenDeath		435	200	300		332	2908	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_tianren.ini			1	25	1																			1	
JZ_xinmo7	3663	Nhân vật Thiếu Lâm	0	1	FubenDeath		525	200	300		332	2084	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_shaolin.ini			1	25	1																			1	
JZ_xinmo8	3664	Nhân vật Thúy Yên	0	1	FubenDeath		526	200	300		332	2088	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_cuiyan.ini			1	25	1																			1	
JZ_xinmo9	3665	Nhân vật Đường Môn	0	1	FubenDeath		561	200	300		332	3085	1	91	1			3000	3000	Setting/Npc/Ai/random/jx_tangmen.ini			1	25	1																			1	
JZ_zhuofeifan	3666	Trác Phi Phàm	0	0	FubenDeath		194	200	300		323	37	1	2363	1			1500	1500	Setting/Npc/Ai/CommonSkill.ini			1	18	2											5								1	
