Index	TemplateID	Name	Kind	Camp	ClassName	ScriptParam	NpcResID	FaceID	BigFaceID	DefaultDialog	ReviveFrame	NpcAttribID	NormalSkill1	NormalSkillLevel1	NormalSkill2	NormalSkillLevel2	NormalSkill3	NormalSkillLevel3	VisionRadius	ActiveRadius	AiFile	Treasure	DropFile	FightMode	RunSpeed	BloodStyle	ForbitMove	TitleID	AuraSkillId	AuraSkillLevel	StartActEvent	Tag	DropType	WalkSpeed	NameColor	Experience	GouHuoRate	TransBossNpcTID	TransBossRate	IsNotShowShadow	FixExperience	IsNotBYStealLife	SyncFirst	Sex
Task_Move_zhanglin	1311	Trương Lâm	0	1			135		993			1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Move_nalanqianlin	1342	Nạp Lan Tiềm Lẫm	0	1			187	212	312	Ha ha ha! Ta là thiên hạ đệ nhất!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Move_yangyingfeng	1343	Dương Ảnh Phong	0	1			1101	225	325	Đệ nhất thiên hạ... Ta đã làm đúng hay sai?		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Move_wanjincai	1381	Vạn Kim Tài	0	1			146			Hi hi, tiền vô như nước...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Move_luzhaohao	1384	Lư Triệu Hạo	0	1			101			Phi Long Bảo thành lập mấy mươi năm, ai dám xâm phạm?		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Move_huashandizi	1433	Đệ Tử Hoa Sơn	0	1			1120			Phi Long Bảo thành lập mấy mươi năm, ai dám xâm phạm?		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Move_qiaofu	1432	Tiều Phu	0	1			173			Hi hi, con đường này chỉ ta biết mà thôi!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Move_duanfurong	1436	Đoàn Phù Dung	0	1			178			Hi hi, con đường này chỉ ta biết mà thôi!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Move_houzi	1438	Khỉ Tinh Nghịch	0	1			117			Két... Két...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Move_yanjiangjun	1442	Nghiêm Tướng Quân	0	1			1113			Hừ! Đại Tống đã có binh hùng tướng mạnh bảo vệ, đâu cần người khác!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Move_maoshandaozhang	1445	Mao Sư Đạo Trưởng	0	1			169			Yên tâm, chỉ cần ta bói cho một quẻ, đảm bảo sau này mọi sự hanh thông!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Move_shibing	1453	Thân Vệ Nghiêm Gia Quân	0	1			150			Bảo vệ Nghiêm Tướng Quân! Bảo vệ vương triều Đại Tống!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Move_shenmiren	1454	Người Bí Ẩn	0	1			24			Thú vị đấy...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Move_yinfang	1612	Ân Phương	0	1			125	208	308	Ta muốn trở thành đại hiệp! Sau đó sẽ tiêu diệt hết bọn chúng!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Move_shenmishaonv1	1628	Thiếu Nữ Bí Ẩn	0	1			1102			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Move_shenmishaonv2	1631	Thiếu Nữ Bí Ẩn	0	1			103			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Move_yangying	1660	Dương Anh	0	1			141			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Move_dugujian	1764	Độc Cô Kiếm	0	1			5032			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Move_longwu	2750	Long Ngũ	0	1			658			...		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Syy_yyf1	730	Dương Ảnh Phong	2	1	ClientTaskNpc		1101	225	325	Sẽ có một ngày ta sẽ trở thành kiếm khách giống Độc Cô đại hiệp và Nam Cung đại hiệp.		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Syy_yyf2	731	Dương Ảnh Phong	2	1			1101	225	325	Sẽ có một ngày ta sẽ trở thành kiếm khách giống Độc Cô đại hiệp và Nam Cung đại hiệp.		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Syy_yyf3	732	Dương Ảnh Phong	0	1			1101	225	325	Sẽ có một ngày ta sẽ trở thành kiếm khách giống Độc Cô đại hiệp và Nam Cung đại hiệp.		1	21	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	30	3																		
Task_Syy_yyf4	733	Dương Ảnh Phong	2	1			1101	225	325	Sẽ có một ngày ta sẽ trở thành kiếm khách giống Độc Cô đại hiệp và Nam Cung đại hiệp.		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Syy_npc1	719		2	1					993			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Syy_npc2	720	Nạp Lan Chân	2	1	ClientTaskNpc		177	13	113	Dương đại ca chắc chắn có thể trở thành đại nhân vật trong giang hồ! Ta chỉ cần ở bên cạnh người là đủ rồi...		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Syy_npc3	721	Nạp Lan Chân	2	1			177	13	113	Dương đại ca chắc chắn có thể trở thành đại nhân vật trong giang hồ! Ta chỉ cần ở bên cạnh người là đủ rồi...		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Syy_npc6	724	Nạp Lan Chân	0	1			177	13	113	Dương đại ca chắc chắn có thể trở thành đại nhân vật trong giang hồ! Ta chỉ cần ở bên cạnh người là đủ rồi...		1	21	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	30	3																		
Task_Syy_npc7	725	Nạp Lan Chân	0	1			177	13	113	Dương đại ca chắc chắn có thể trở thành đại nhân vật trong giang hồ! Ta chỉ cần ở bên cạnh người là đủ rồi...		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	25	3																		
Task_Syy_npc5	723	Mã Tặc	0	1	FixExpNpc		173		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Syy_npc8	726	Địa Bì	0	1	FixExpNpc		170				150	611	21	1					500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Wys_yyf1	1003	Dương Ảnh Phong	2	1	ClientTaskNpc		1101	225	325	Vị Hồng Y Thiếu Nữ này thân thủ khó lường, thôi cứ giúp một tay trước vậy!		1	56	1							Setting/Npc/Ai/CommonActive.ini			1	15	3																		
Task_Wys_yyf2	1004	Dương Ảnh Phong	2	1			1101	225	325	Vị Hồng Y Thiếu Nữ này thân thủ khó lường, thôi cứ giúp một tay trước vậy!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Wys_yyf3	1082	Dương Ảnh Phong	0	1			1101	225	325	Vị Hồng Y Thiếu Nữ này thân thủ khó lường, thôi cứ giúp một tay trước vậy!		1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	30	3																		
Task_Wys_zx1	1156	Tử Hiên	0	1			131	20	120	Ta phải làm sao đây!		1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	30	3																		
Task_Wys_yme1	1005	Nguyệt My Nhi	2	1	ClientTaskNpc		1102	22	122	Chỉ là vài tên giặc cỏ thôi! Không lo! Phiền phức ở phía sau kìa!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Wys_yme2	1006	Nguyệt My Nhi	2	1			1102	22	122	Chỉ là vài tên giặc cỏ thôi! Không lo! Phiền phức ở phía sau kìa!		1	56	1										0	15	3																		
Task_Wys_yme3	1083	Nguyệt My Nhi	0	1			1102	22	122	Chỉ là vài tên giặc cỏ thôi! Không lo! Phiền phức ở phía sau kìa!		1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	30	3																		
Task_Wys_npc2	1046	Lâu La	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Wys_npc3	1047	Ác Bá	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Wys_npc1	1009	Giả Thiếu 	0	1	FixExpNpc		170		993		36	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Wys_npc4	1048	Sát Thủ	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Wys_npc5	1058	Đống Lửa Nhỏ	4	1			380																			3																		
Task_Wys_npc6	1059	Thôn Nữ	2	1			105		993	Dương Ảnh Phong còn trẻ vậy đã đạt thành tựu lớn! Nhìn lại ngươi xem!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Wys_npc7	1060	Nam Thôn Dân	2	1			173		993	Hừ! Có gì giỏi! Chỉ là tên thư sinh mà thôi!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Wys_npc8	1068	Nam Thôn Dân	2	1	ClientTaskNpc		173		993	Hừ! Có gì giỏi! Chỉ là tên thư sinh mà thôi!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Wys_npc11	1090	Nam Thôn Dân	0	1			173		993	Hừ! Có gì giỏi! Chỉ là tên thư sinh mà thôi!		1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	40	3																		
Task_Wys_npc9	1077	Lục Lâm Đầu Lĩnh	2	1	ClientTaskNpc		173		993			1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Wys_npc10	1078	Lục Lâm Đầu Lĩnh	2	1			173		993			1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Yds_yyf1	1049	Dương Ảnh Phong	2	1	ClientTaskNpc		1101	225	325	Vị Hồng Y Thiếu Nữ này thân thủ khó lường, thôi cứ giúp một tay trước vậy!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	30	3																		
Task_Yds_yyf2	1050	Dương Ảnh Phong	2	1			1101	225	325	Vị Hồng Y Thiếu Nữ này thân thủ khó lường, thôi cứ giúp một tay trước vậy!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Yds_yyf3	1079	Dương Ảnh Phong	0	1			1101	225	325	Vị Hồng Y Thiếu Nữ này thân thủ khó lường, thôi cứ giúp một tay trước vậy!		1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	30	3																		
Task_Yds_npc1	1067	Trác Phi Phàm	2	1	ClientTaskNpc		194	218	318	「Võ Đạo Đức Kinh」xuất hiện, võ lâm lại dậy sóng... Mong đừng ảnh hưởng đến bá tánh.		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Yds_npc2	1069	Trác Phi Phàm	2	1			194	218	318	「Võ Đạo Đức Kinh」xuất hiện, võ lâm lại dậy sóng... Mong đừng ảnh hưởng đến bá tánh.		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Yds_npc3	1070	Tử Hiên	2	1	ClientTaskNpc		131	20	120	Ân nghĩa khó vẹn toàn... Dù không muốn, nhưng biết làm sao...		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Yds_npc4	1071	Tử Hiên	2	1			131	20	120	Ân nghĩa khó vẹn toàn... Dù không muốn, nhưng biết làm sao...		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Yds_npc5	1074	Lý Đại Ngưu	2	1			173	20	120	Hừ! Bản lĩnh của ta là do phụ thân truyền dạy!		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Yds_npc6	1075	Tặc Phỉ	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Yds_npc7	1076	Tàng Kiếm Gia Đinh	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Dth_yyf1	1093	Dương Ảnh Phong	2	1	ClientTaskNpc		1101	225	325	Vị Hồng Y Thiếu Nữ này thân thủ khó lường, thôi cứ giúp một tay trước vậy!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_yyf2	1095	Dương Ảnh Phong	2	1			1101	225	325	Vị Hồng Y Thiếu Nữ này thân thủ khó lường, thôi cứ giúp một tay trước vậy!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_yyf3	1094	Dương Ảnh Phong	0	1			1101	225	325	Vị Hồng Y Thiếu Nữ này thân thủ khó lường, thôi cứ giúp một tay trước vậy!		1	56	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	30	3																		
Task_Dth_npc1	1091	Tử Hiên	2	1	ClientTaskNpc		131	20	120	Ân nghĩa khó vẹn toàn... Dù không muốn, nhưng biết làm sao...		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_npc2	1092	Tử Hiên	2	1			131	20	120	Ân nghĩa khó vẹn toàn... Dù không muốn, nhưng biết làm sao...		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_npc3	1096	Nguyệt My Nhi	2	1	ClientTaskNpc		1102	22	122	Chỉ là vài tên giặc cỏ thôi! Không lo! Phiền phức ở phía sau kìa!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_npc4	1097	Nguyệt My Nhi	2	1			1102	22	122	Chỉ là vài tên giặc cỏ thôi! Không lo! Phiền phức ở phía sau kìa!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_npc5	1098	Tường Vi	2	1	ClientTaskNpc		103	18	118	Cha thật hồ đồ! Trác Phi Phàm có gì hay ho chứ? Hừ!		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_npc6	1099	Tường Vi	2	1			103	18	118	Cha thật hồ đồ! Trác Phi Phàm có gì hay ho chứ? Hừ!		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_npc7	1100	Nạp Lan Chân	2	1	ClientTaskNpc		177	13	113	Dương đại ca chắc chắn có thể trở thành đại nhân vật trong giang hồ! Ta chỉ cần ở bên cạnh người là đủ rồi...		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_npc8	1101	Nạp Lan Chân	2	1			177	13	113	Dương đại ca chắc chắn có thể trở thành đại nhân vật trong giang hồ! Ta chỉ cần ở bên cạnh người là đủ rồi...		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_npc9	1102	Mạnh Tri Thu	2	1	ClientTaskNpc		156	203	303	Trong tay không kiếm, trong lòng có kiếm, người kiếm hợp nhất!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_npc10	1103	Mạnh Tri Thu	2	1			156	203	303	Trong tay không kiếm, trong lòng có kiếm, người kiếm hợp nhất!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_npc11	1106	Tử Hiên	0	1			131	20	120	Ân nghĩa khó vẹn toàn... Dù không muốn, nhưng biết làm sao...		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Dth_npc12	1107	Nguyệt My Nhi	0	1			1102	22	122	Chỉ là vài tên giặc cỏ thôi! Không lo! Phiền phức ở phía sau kìa!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Dth_npc20	1281	Tường Vi	0	1			103	18	118	Chỉ là vài tên giặc cỏ thôi! Không lo! Phiền phức ở phía sau kìa!		1	56	1							Setting/Npc/Ai/CommonActive.ini			0	20	3																		
Task_Dth_npc13	1108	Tường Vi	0	1			103	18	118	Cha thật hồ đồ! Trác Phi Phàm có gì hay ho chứ? Hừ!		1	21	1							Setting/Npc/Ai/partner/FellowCommon.ini			0	30	3																		
Task_Dth_npc14	1109	Thương Ưng	0	1			147					1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_npc15	1110	Lý Tổng Quản	2	1			106		993			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_npc16	1111	Thân Vệ Nghiêm Gia Quân	2	1			150	215	315			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_npc17	1112	Khả Hàm	2	1			191		993			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_npc18	1113	Lư Triệu Hạo	2	1			101		993			1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_npc19	1130	Nạp Lan Chân	0	1			177	13	113	Dương đại ca chắc chắn có thể trở thành đại nhân vật trong giang hồ! Ta chỉ cần ở bên cạnh người là đủ rồi...		1	21	1							Setting/Npc/Ai/CommonActive.ini			0	15	3																		
Task_Dth_enemy1	1146	Vô Ưu Giáo Đồ	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Flb_enemy1	1245	Đệ Tử Phi Long Bảo	0	1	FixExpNpc		151		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Flb_friend1	1247	Phi Long Bảo Tinh Nhuệ	0	0	FixExpNpc		150		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonActive.ini			1	18	1										1								
Task_Flb_enemy2	1246	Đệ Tử Vô Ưu Giáo	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonActive.ini			1	18	1										1								
Task_Flb_enemy3	1248	Vô Ưu Giáo Tinh Nhuệ	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Ml_enemy1	1187	Tặc Phỉ	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Ml_enemy2	1188	Thủ Lĩnh Tặc Phỉ	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Ml_enemy3	1216	Ngũ Sắc Giáo Trưởng Lão	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Hsmd_enemy1	1251	Gấu Đen	0	1	FixExpNpc		116				150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Xsd_enemy1	1237	Mãnh Hổ	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Xsd_enemy2	1238	Sát Thủ Thần Bí	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Dth_enemy2	1147	Vô Ưu Giáo Hộ Pháp	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Dth_enemy3	1148	Vô Ưu Giáo Tử Sĩ	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Dth_enemy4	1149	Vô Ưu Giáo Tử Sĩ	0	1	FixExpNpc		170		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Jhd_enemy	1424	Khỉ	0	1	FixExpNpc		117		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Jhd_enemy2	1427	Ngũ Sắc Giáo Mật Thám	0	1	FixExpNpc		174		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Wyp_enemy1	1429	Sát Thủ Áo Đỏ	0	1	FixExpNpc		101		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Wyjd_enemy1	1428	Sát Thủ Áo Đỏ	0	1	FixExpNpc		101		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_HuaShan_enemy1	1425	Ngũ Sắc Giáo Thám Tử	0	1	FixExpNpc		174		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_HuaShan_enemy2	1426	Khỉ Tinh Nghịch	0	1	FixExpNpc		117		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_LinAnYiDao_enemy1	1431	Nữ Thích Khách Hắc Y	0	1	FixExpNpc		164		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_LinAnXiaoDao_enemy1	2751	Tinh Nhuệ Sĩ Binh	0	1	FixExpNpc		150		993		150	611	166	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Gzc_enemy1	1451	Kim Quốc Tử Sĩ	0	1	FixExpNpc		164		993		150	611	21	1	200	1			500	500	Setting/Npc/Ai/CommonPassive.ini			1	18	1										1								
Task_Lgf_Gold	1374	Rối Thiên Cơ-Kim	0	1	FixExpNpc		190		993		15	111	166	1	200	1			500	500				1	18	1										1								
Task_Lgf_Wood	1375	Rối Thiên Cơ-Mộc	0	1	FixExpNpc		190		993		15	112	166	1	200	1			500	500				1	18	1										1								
Task_Lgf_Water	1376	Rối Thiên Cơ-Thủy	0	1	FixExpNpc		190		993		15	113	166	1	200	1			500	500				1	18	1										1								
Task_Lgf_Fire	1377	Rối Thiên Cơ-Hỏa	0	1	FixExpNpc		190		993		15	114	166	1	200	1			500	500				1	18	1										1								
Task_Lgf_Earth	1378	Rối Thiên Cơ-Thổ	0	1	FixExpNpc		190		993		15	115	166	1	200	1			500	500				1	18	1										1								
Task_Fxsz_enemy1	1948	Gia Đinh	0	1	FixExpNpc		101		993		30	115	166	1	200	1			500	500				1	18	1										1								
