Type	TitleID	Name	Achievement	ColorDesc	ColorID	GTopColorID	GBottomColorID	OutlineColorID	Timeout	ImgAltlas	ImgPrefix	EffectResID	EffecUitResID	Rank	WorldNotify	Desc	Quality	Icon
FactionBattle61	361	Thiên Sơn Tân Vương Quý	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	7776000					1		Danh hiệu dành cho Hạng 1 Thi Đấu Môn Phái Quý	5	
FactionBattle62	362	Bá Đao Tân Vương	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Hạng 1 Thi Đấu Môn Phái nhận được danh hiệu này	5	
FactionBattle63	363	Bá Đao Tân Vương Tháng	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	2592000					1		Danh hiệu dành cho hạng 1 Thi Đấu Môn Phái Tháng	5	
FactionBattle64	364	Bá Đao Tân Vương Quý	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	7776000					1		Danh hiệu dành cho Hạng 1 Thi Đấu Môn Phái Quý	5	
FactionBattle65	365	Bá Đao Đại Sư Huynh	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	2592000					1		Hạng 1 tuyển chọn Môn Phái Đại Sư Huynh/Đại Sư Tỷ được danh hiệu này	6	
FactionBattle66	366	Bá Đao Đại Sư Tỷ	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	2592000					1		Hạng 1 tuyển chọn Môn Phái Đại Sư Huynh/Đại Sư Tỷ được danh hiệu này	6	
FactionBattle67	367	Võ Đang Đại Sư Tỷ	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	2592000					1		Hạng 1 tuyển chọn Môn Phái Đại Sư Huynh/Đại Sư Tỷ được danh hiệu này	6	
FactionBattle62	368	Hoa Sơn Tân Vương	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Hạng 1 Thi Đấu Môn Phái nhận được danh hiệu này	5	
FactionBattle63	369	Hoa Sơn Tân Vương Tháng	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	2592000					1		Danh hiệu dành cho hạng 1 Thi Đấu Môn Phái Tháng	5	
FactionBattle64	370	Hoa Sơn Tân Vương Quý	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	7776000					1		Danh hiệu dành cho Hạng 1 Thi Đấu Môn Phái Quý	5	
FactionBattle65	371	Hoa Sơn Đại Huynh	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	2592000					1		Hạng 1 tuyển chọn Môn Phái Đại Sư Huynh/Đại Sư Tỷ được danh hiệu này	6	
FactionBattle66	372	Hoa Sơn Đại Tỷ	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	2592000					1		Hạng 1 tuyển chọn Môn Phái Đại Sư Huynh/Đại Sư Tỷ được danh hiệu này	6	
FactionBattle67	373	Côn Lôn Đại Huynh	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	2592000					1		Hạng 1 tuyển chọn Môn Phái Đại Sư Huynh/Đại Sư Tỷ được danh hiệu này	6	
DrinkHouse_1	374	Người hướng dẫn thu thập nội dung	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		NPC Giang Hồ Thịnh Điển	5	
FactionBattle68	375	Minh Giáo Tân Vương	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Hạng 1 Thi Đấu Môn Phái nhận được danh hiệu này	5	
FactionBattle69	376	Minh Giáo Tân Vương Tháng	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	2592000					1		Danh hiệu dành cho hạng 1 Thi Đấu Môn Phái Tháng	5	
FactionBattle70	377	Minh Giáo Tân Vương Quý	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	7776000					1		Danh hiệu dành cho Hạng 1 Thi Đấu Môn Phái Quý	5	
FactionBattle71	378	Minh Giáo Đại Sư Huynh	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	2592000					1		Hạng 1 tuyển chọn Môn Phái Đại Sư Huynh/Đại Sư Tỷ được danh hiệu này	6	
FactionBattle72	379	Minh Giáo Đại Sư Tỷ	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	2592000					1		Hạng 1 tuyển chọn Môn Phái Đại Sư Huynh/Đại Sư Tỷ được danh hiệu này	6	
FactionBattle73	380	Thiên Vương Đại Sư Tỷ	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	2592000					1		Hạng 1 tuyển chọn Môn Phái Đại Sư Huynh/Đại Sư Tỷ được danh hiệu này	6	
FactionBattle74	381	Đoàn Thị Tân Vương	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Hạng 1 Thi Đấu Môn Phái nhận được danh hiệu này	5	
FactionBattle75	382	Đoàn Thị Tân Vương Tháng	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	2592000					1		Danh hiệu dành cho hạng 1 Thi Đấu Môn Phái Tháng	5	
FactionBattle76	383	Đoàn Thị Tân Vương Quý	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	7776000					1		Danh hiệu dành cho Hạng 1 Thi Đấu Môn Phái Quý	5	
FactionBattle77	384	Đoàn Thị Đại Sư Huynh	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	2592000					1		Hạng 1 tuyển chọn Môn Phái Đại Sư Huynh/Đại Sư Tỷ được danh hiệu này	6	
FactionBattle78	385	Đoàn Thị Đại Sư Tỷ	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	2592000					1		Hạng 1 tuyển chọn Môn Phái Đại Sư Huynh/Đại Sư Tỷ được danh hiệu này	6	
FactionBattle79	386	Thiên Nhẫn Đại Tỷ	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	2592000					1		Hạng 1 tuyển chọn Môn Phái Đại Sư Huynh/Đại Sư Tỷ được danh hiệu này	6	
FactionBattle80	387	Vạn Hoa Tân Vương	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Hạng 1 Thi Đấu Môn Phái nhận được danh hiệu này	5	
FactionBattle81	388	Vạn Hoa Tân Vương Tháng	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	2592000					1		Danh hiệu dành cho hạng 1 Thi Đấu Môn Phái Tháng	5	
FactionBattle82	389	Vạn Hoa Tân Vương Quý	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212	7776000					1		Danh hiệu dành cho Hạng 1 Thi Đấu Môn Phái Quý	5	
FactionBattle83	390	Vạn Hoa Đại Sư Huynh	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	2592000					1		Hạng 1 tuyển chọn Môn Phái Đại Sư Huynh/Đại Sư Tỷ được danh hiệu này	6	
FactionBattle84	391	Vạn Hoa Đại Sư Tỷ	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	2592000					1		Hạng 1 tuyển chọn Môn Phái Đại Sư Huynh/Đại Sư Tỷ được danh hiệu này	6	
FactionBattle85	392	Cái Bang Đại Sư Tỷ	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215	2592000					1		Hạng 1 tuyển chọn Môn Phái Đại Sư Huynh/Đại Sư Tỷ được danh hiệu này	6	
Card_collection_1	400	Giang Hồ Bách Hiểu Sinh	Title_Normal;Title_Purple	Danh hiệu Tím	200	213	214	215		  		9248		1		Danh hiệu Top 30 Thu Thập Lăng Tuyệt Phong!	4	
Card_collection_1	401	Lăng Tuyệt Tiếu Hồng Trần	Title_Normal;Title_Pink	Danh hiệu Hồng	200	213	214	215		  		9247		1		Danh hiệu Top 10 Thu Thập Lăng Tuyệt Phong!	5	
Card_collection_1	402	Cửu Thiên Tiêu Dao Du	Title_Normal;Title_Orange	Danh hiệu Cam	200	216	217	218		  		9246		1		Danh hiệu hạng 1 Thu Thập Lăng Tuyệt Phong!	6	
Card_collection_gq	403	Lòng Tỏ Dạ Sáng	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Danh hiệu thu thập Cẩm Tú Sơn Hà Top 30	4	
Card_collection_gq	404	Vạn Sự Thông	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						2		Danh hiệu thu thập Cẩm Tú Sơn Hà Top 10	5	
Card_collection_gq	405	Tri Thiên Hiểu Địa	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						3		Danh hiệu thu thập Cẩm Tú Sơn Hà hạng 1	6	
hd_putiantongqing1	406	Đông Như Trẩy Hội	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Danh hiệu Chúc Phúc Ngày Lễ Top 30	4	
hd_putiantongqing2	407	Khách Quý Đông Đúc	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Danh hiệu Chúc Phúc Ngày Lễ Top 10	5	
hd_putiantongqing3	408	Hảo Hữu Vô Số	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1		Danh hiệu Chúc Phúc Ngày Lễ hạng 1	6	
QSHL_Leader1	500	Phi Công		Danh hiệu Tím	200	207	208	209						2		Danh hiệu Tần Lăng	4	
QSHL_Leader2	501	Sát Thần		Danh hiệu Tím	200	207	208	209						2		Danh hiệu Tần Lăng	4	
QSHL_Leader3	502	Quỷ Tướng		Danh hiệu Tím	200	207	208	209						2		Danh hiệu Tần Lăng	4	
QSHL_Boss	503	Thiên Cổ Nhất Đế		Danh hiệu Cam	200	213	214	215						3		Danh hiệu Tần Lăng	6	
QSHL_BossFaker	504	Thủy Hoàng Thế Thân		Danh hiệu Cam	200	213	214	215						3		Danh hiệu Tần Lăng	6	
NDYZ_Leader1	505	Nữ Đế Thủ Hộ		Danh hiệu Tím	200	207	208	209						2		Danh hiệu Tần Lăng	4	
NDYZ_Leader2	506	Vệ Đội Trưởng		Danh hiệu Tím	200	207	208	209						2		Danh hiệu Tần Lăng	4	
NDYZ_Leader3	507	Thần Thám		Danh hiệu Tím	200	207	208	209						2		Danh hiệu Tần Lăng	4	
NDYZ_Boss	508	Nữ Đế Vô Song		Danh hiệu Cam	200	213	214	215						3		Danh hiệu Tần Lăng	6	
NDYZ_BossFaker	509	Ngụy Đế Loan Cơ		Danh hiệu Cam	200	213	214	215						3		Danh hiệu Tần Lăng	6	
KinTrain_Captain	550	Huynh Đệ Đồng Tâm		Danh hiệu Tím	200	207	208	209						1		Danh hiệu Thí Luyện Bang Hội-Mới	4	
KinTrain_Boss	551	Kim Đại Tướng		Danh hiệu Cam	200	213	214	215						1		Danh hiệu Thí Luyện Bang Hội-Mới	6	
KinTrain_shibing	552	Có Chuyện Muốn Nói		Danh hiệu Tím	200	207	208	209						1		Danh hiệu Thí Luyện Bang Hội-Mới	4	
XMJD_title	600	Siêu Phàm		Danh hiệu Tím		207	208	209		UI/Atlas/Title/Title.prefab	T1_			1		Lực chiến Tâm Ma Tuyệt Địa nhận danh hiệu	4	
XMJD_title	601	Xuất Trần		Danh hiệu Tím		207	208	209		UI/Atlas/Title/Title.prefab	T2_			2		Lực chiến Tâm Ma Tuyệt Địa nhận danh hiệu	4	
XMJD_title	602	Kinh Hồng		Danh hiệu Tím		207	208	209		UI/Atlas/Title/Title.prefab	T3_			3		Lực chiến Tâm Ma Tuyệt Địa nhận danh hiệu	4	
XMJD_title	603	Lăng Vân		Danh hiệu Tím		207	208	209		UI/Atlas/Title/Title.prefab	T4_			4		Lực chiến Tâm Ma Tuyệt Địa nhận danh hiệu	4	
XMJD_title	604	Ngự Không		Danh hiệu Tím		207	208	209		UI/Atlas/Title/Title.prefab	T5_			5		Lực chiến Tâm Ma Tuyệt Địa nhận danh hiệu	4	
XMJD_title	605	Tiềm Long		Danh hiệu Tím		207	208	209		UI/Atlas/Title/Title.prefab	T6_			6		Lực chiến Tâm Ma Tuyệt Địa nhận danh hiệu	4	
XMJD_title	606	Ngạo Thế		Danh hiệu Tím		207	208	209		UI/Atlas/Title/Title.prefab	T7_			7		Lực chiến Tâm Ma Tuyệt Địa nhận danh hiệu	4	
XMJD_title	607	Ỷ Thiên		Danh hiệu Tím		207	208	209		UI/Atlas/Title/Title.prefab	T8_			8		Lực chiến Tâm Ma Tuyệt Địa nhận danh hiệu	4	
XMJD_title	608	Chí Tôn		Danh hiệu Tím		207	208	209		UI/Atlas/Title/Title.prefab	T9_			9		Lực chiến Tâm Ma Tuyệt Địa nhận danh hiệu	4	
XMJD_title	609	Võ Thánh		Danh hiệu Tím		207	208	209		UI/Atlas/Title/Title.prefab	T12_			10		Lực chiến Tâm Ma Tuyệt Địa nhận danh hiệu	4	
XMJD_title	610	Vô Song		Danh hiệu Tím		207	208	209		UI/Atlas/Title/Title.prefab	T15_			11		Lực chiến Tâm Ma Tuyệt Địa nhận danh hiệu	4	
Achievement1	1000	Cùng Nhau Xuất Chiến	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Xuất chiến 4 đồng hành cấp S trở lên	4	
Achievement3	1002	Sinh Tử Có Nhau	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Độ thân mật cùng 3 hảo hữu đạt Lv40	5	
Achievement6	1005	Bách Luyện Thành Cang	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Tham gia 20 lần Thí Luyện Bang Hội	4	
Achievement7	1006	Niềm Vui Giúp Người	Title_Normal;	Danh hiệu lam	200	204	205	206						1		Truyền công hoặc được truyền công 30 lần	3	
Achievement8	1007	Ở Hiền Gặp Lành	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Truyền công hoặc được truyền công 100 lần	4	
Achievement9	1008	Hào Phóng	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Hoàn thành 1000 lần Góp Bang Hội	4	
Achievement10	1009	Cao Thủ Cường Hóa	Title_Normal;	Danh hiệu lam	200	204	205	206						1		Cường hóa trang bị toàn thân +60 trở lên	3	
Achievement11	1010	Bậc Thầy Cường Hóa	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Cường hóa trang bị toàn thân +80 trở lên	4	
Achievement12	1011	Thợ Khảm	Title_Normal;	Danh hiệu lam	200	204	205	206						1		Toàn thân khảm đầy Đá Hồn Lv4 trở lên	3	
Achievement13	1012	Bậc Thầy Khảm Nạm	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Toàn thân khảm đầy Đá Hồn Lv5 trở lên	4	
Achievement18	1017	Giang Hồ	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Tích lũy điểm danh 100 ngày	4	
Achievement21	1020	Tài Nguyên Quảng Tiến	Title_Normal;	Danh hiệu lam	200	204	205	206						1		Dùng Rung Cây Tiền 200 lần	3	
Achievement22	1021	Thần Tài Đến	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Dùng Rung Cây Tiền 1000 lần	4	
Achievement25	1024	Buôn Bán Khắp Nơi	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Hoàn thành 100 lần nhiệm vụ Thương Hội	4	
Achievement26	1025	Tầm Bảo	Title_Normal;	Danh hiệu lam	200	204	205	206						1		Đào kho báu 200 lần	3	
Achievement27	1026	Đoạt Bảo Kỳ Binh	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Đào kho báu 1000 lần	4	
Achievement28	1027	Danh Mãn Giang Hồ	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Hoàn thành 1000 lần nhiệm vụ Trừng Ác	4	
Achievement29	1028	Phong Vân Nổi Dậy	Title_Normal;	Danh hiệu lam	200	204	205	206						1		Bí Cảnh Phong Vân Sơn Trang đạt「Trác Việt」	3	
Achievement30	1029	Võ Di Kinh Hồn	Title_Normal;	Danh hiệu lam	200	204	205	206						1		Bí Cảnh Võ Di Cấm Địa đạt「Trác Việt」 đạt	3	
Achievement31	1030	Bí Cảnh Dung Hỏa	Title_Normal;	Danh hiệu lam	200	204	205	206						1		Bí Cảnh Dung Hỏa Tịch Lịch đạt「Trác Việt」	3	
Achievement32	1031	Xông Vào Thúy Trúc U Cốc	Title_Normal;	Danh hiệu lam	200	204	205	206						1		Bí Cảnh Thúy Trúc U Cốc đạt「Trác Việt」	3	
Achievement33	1032	Cao Thủ Lăng Tuyệt	Title_Normal;	Danh hiệu lam	200	204	205	206						1		Vượt ải Lăng Tuyệt Phong cấp 5	3	
Achievement34	1033	Vượt Đỉnh	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Võ Thần Điện đạt Top 10	4	
Achievement35	1034	Tuyệt Đỉnh	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Võ Thần Điện đạt hạng 1	5	
Achievement36	1035	Thường Thắng Sư	Title_Normal;	Danh hiệu lam	200	204	205	206						1		Tham gia Chiến Trường thắng 10 trận	3	
Achievement37	1036	Túy Ngọa Sa Trường	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Tham gia 100 lần Chiến Trường	4	
Achievement38	1037	Nhất Tướng Công Thành	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Tham gia Chiến Trường thắng 100 trận	5	
Achievement39	1038	Quân Công Cái Thế	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Hạng cá nhân đạt hạng 1 đủ 10 lần	4	
Achievement40	1039	Quân Thần	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Hạng cá nhân đạt hạng 1 đủ 100 lần	5	
Achievement41	1040	Bách Chiến Bách Thắng	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Vượt thành công 10 lượt Khiêu Chiến Anh Hùng 10 lần	4	
Achievement42	1041	Bách Chiến Thành Ma	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Vượt thành công 10 lượt Khiêu Chiến Anh Hùng 100 lần	5	
Achievement44	1043	Minh Chủ Xem Trọng	Title_Normal;	Danh hiệu lam	200	204	205	206						1		Khiêu chiến Minh Chủ Võ Lâm hạng chung cuộc cá nhân Top 10	3	
Achievement45	1044	Minh Chủ Khen Ngợi	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Khiêu chiến Minh Chủ Võ Lâm hạng chung cuộc cá nhân Hạng 1	4	
Achievement46	1045	Minh Chủ Thán Phục	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Nhận 100 lần khiêu chiến Minh Chủ Võ Lâm cá nhân đạt hạng 1 chung cuộc	5	
Achievement47	1046	Thủ Lĩnh Thợ Săn	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Diệt 100 Thủ Lĩnh Dã Ngoại	4	
Achievement48	1047	Dã Địa Vương	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Diệt 500 Thủ Lĩnh Dã Ngoại	5	
Achievement49	1048	Thích Bảo Rương	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Mở 300 Rương Hoàng Kim	4	
Achievement50	1049	Cuồng Bảo Rương	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Mở 1000 Rương Hoàng Kim	5	
Achievement51	1050	Luyện Cấp Cuồng Ma	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Mở trạng thái Tu Luyện 200 lần	4	
Achievement52	1051	Thiên Nhai Lãng Khách	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Hoàn thành 1000 lần Tìm Kho Báu	4	
Achievement53	1052	Thông Thiên Lộ	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Vào 10 lần Thông Thiên Tháp Tầng 7	4	
Achievement54	1053	Một Bước Lên Trời	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Vào 50 lần Thông Thiên Tháp Tầng 7	5	
Achievement56	1055	Thợ Săn Bạch Hổ Đường	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Trong Bạch Hổ Đường diệt 500 người chơi	5	
Achievement57	1056	Danh Tướng Xem Trọng	Title_Normal;	Danh hiệu lam	200	204	205	206						1		Bang Hội tiêu diệt 10 lần Danh Tướng	3	
Achievement58	1057	Danh Tướng Tán Thưởng	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Bang Hội tiêu diệt 100 lần Danh Tướng	4	
Achievement59	1058	Danh Tướng Kinh Ngạc	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Bang Hội tiêu diệt 500 lần Danh Tướng	5	
Achievement60	1059	Tiêu Hành Thiên Hạ	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Hộ tống 100 Tiêu Xa về đích thành công	4	
Achievement61	1060	Vô Tình	Title_Normal;	Danh hiệu lam	200	204	205	206						1		Trong Công Thành Chiến diệt 200 người chơi địch	3	
Achievement62	1061	La Sát	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Trong Công Thành Chiến diệt 500 người chơi địch	4	
Achievement63	1062	Chiến Thần	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Trong Công Thành Chiến diệt 1000 người chơi địch	5	
Achievement64	1063	Gương Sáng Noi Theo	Title_Normal;	Danh hiệu lam	200	204	205	206						1		Có 10 đệ tử xuất sư	3	
Achievement65	1064	Học Trò Khắp Chốn	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Có 20 đệ tử xuất sư	4	
Achievement66	1065	Nhất Đại Tôn Sư	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1		Có 30 đệ tử xuất sư	6	
Achievement67	1066	Thần Công Thiên Xảo	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Cấp Gia Viên đạt Lv6	5	
Achievement68	1067	Danh Môn Vọng Đình	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Độ thoải mái Gia Viên đạt Lv25	5	
Achievement69	1068	Ai Thấy Cũng Yêu	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Hấp dẫn đạt 100000	5	
Achievement70	1069	Thương Hội Mật Hữu	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Hoàn thành 400 Quyển Nhiệm vụ 	4	
Achievement71	1070	Tài Năng	Title_Normal;	Danh hiệu lam	200	204	205	206						1		Quần Anh Hội giành 6 trận thắng liên tiếp	3	
Achievement72	1071	Thể Hiện	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Quần Anh Hội giành 6 trận thắng liên tiếp đủ 5 lần	4	
Achievement73	1072	Ngạo Thị Quần Anh	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Quần Anh Hội giành 6 trận thắng liên tiếp đủ 50 lần	5	
Achievement74	1073	Sinh Tồn Cao Thủ	Title_Normal;	Danh hiệu lam	200	204	205	206						1		Thắng 1 lần trong Tâm Ma Ảo Cảnh	3	
Achievement75	1074	Sinh Tồn Đại Sư	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Thắng tích lũy 10 lần trong Tâm Ma Ảo Cảnh	4	
Achievement76	1075	Đế Hoàng Tùy Tùng	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Bang hội diệt Tần Thủy Hoàng/Võ Tắc Thiên 20 lần	4	
Achievement77	1076	Đế Hoàng Thân Vệ	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Bang hội diệt Tần Thủy Hoàng/Võ Tắc Thiên 100 lần	5	
Achievement78	1077	Kiếm Hiệp Chân Chính	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Tích lũy điểm danh 200 ngày	5	
Achievement79	1078	Kiếm Hiệp Vĩnh Viễn	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1		Tích lũy điểm danh 500 ngày	6	
Achievement80	1079	Kiếm Tâm Bất Lão	Title_Normal;Title_Gold	Danh hiệu Vàng	200	216	217	218						1		Tích lũy điểm danh 1000 ngày	7	
Achievement81	1080	Chăm Chỉ Chuyên Cần	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Liên tục 30 ngày đạt 100 điểm năng động	4	
Achievement82	1081	Ngũ Đỉnh Vạn Chung	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Tích lũy 5 lần trong 1 tháng nhận tất cả thưởng điểm danh	5	
Achievement83	1082	Bậc Thầy Thành Tựu	Title_Normal;	Danh hiệu lam	200	204	205	206						1		Điểm thành tựu đột phá 5000	3	
Achievement84	1083	Tôn Sư Thành Tựu	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Điểm thành tựu đột phá 7500	4	
Achievement85	1084	Thành Công	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Điểm thành tựu đột phá 10000	5	
Achievement86	1085	Công Thành Danh Toại	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1		Điểm thành tựu đột phá 12000	6	
Achievement87	1086	Bậc Thầy Tẩy Luyện	Title_Normal;	Danh hiệu lam	200	204	205	206						1		Tẩy 1 trang bị trên người đến 6 hoặc trên 6 thuộc tính Tím	3	
Achievement88	1087	Tôn Sư Tẩy Luyện	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Trang bị trên người tẩy luyện đến 6 hoặc trên 6 thuộc tính Tím	4	
Achievement89	1088	Tỉnh Mộng	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Thức tỉnh 4 Đồng Hành	5	
Achievement90	1089	Quán Tuyệt Giang Hồ	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1		Đoạt Quán Quân Hoa Sơn Luận Kiếm 10 lần	6	
Achievement91	1090	Vệ Miện Đại Sư Huynh	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Liên tục đảm nhiệm 2 lần Đại Sư Huynh Thi Đấu Môn Phái	5	
Achievement92	1091	Sống Sót	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Trong Tâm Ma Ảo Cảnh/Tuyệt Địa tích lũy chiến thắng 50 lần	5	
Achievement93	1092	Bậc Thầy Đơn Đấu	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Ở Tỉ Võ Trường tích lũy thắng 50 trận	4	
Achievement94	1093	Vua Đơn Đấu	Title_Normal;Title_Pink	Danh hiệu Hồng	200	210	211	212						1		Ở Tỉ Võ Trường tích lũy thắng 100 trận	5	
Achievement95	1094	Không Đối Thủ	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Di Tích Tầm Bảo tầng 3 mở Bảo Rương Lớn	4	
Achievement96	1095	Trời Xanh Chiếu Cố	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Đào kho báu rơi vào Địa Cung 50 lần	4	
Achievement97	1096	Thánh Nhân Biết Mọi Việc	Title_Normal;Title_Orange	Danh hiệu Cam	200	213	214	215						1		Hạng 1 trong BXH Thu Thập Thẻ Lăng Tuyệt Phong	6	
Achievement98	1097	Hô Khiếu Liệt Phong	Title_Normal;	Danh hiệu lam	200	204	205	206						1		Bí Cảnh Hô Khiếu Sơn Đạo đạt 「Trác Việt」	3	
Achievement99	1098	Tuyết Phong Tử Nhật	Title_Normal;	Danh hiệu lam	200	204	205	206						1		Bí Cảnh Tuyết Phong Tiêu Yên đạt「Trác Việt」t	3	
Achievement100	1099	Thủy Hoàng Ban Thưởng	Title_Normal;Title_Purple	Danh hiệu Tím	200	207	208	209						1		Ở Tần Lăng nhận 100 Hòa Thị Bích	4	
