Id	FaceID	BigFaceID	Faction	Sex	FactionDefault	Name	Level	OpenUi	Icon	IconAtlas	Basic	SaveIdx	Desc
203	234	334		1		Quốc Sắc Thiên Hương	Tân Tiêu Dao		MaleHead43	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		18	Tranh vẽ đại hiệp được ủng hộ trong「Miss Võ Lâm Truyền Kỳ Mobile」toàn máy chủ\n\nNgười này có thật trên đời sao?
204	233	333		1		Đệ Nhất Mỹ Nhân Server (?) 	Tân Võ Đang		MaleHead42	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		19	Tranh vẽ Đệ Nhất Mỹ Nhân Server trong cuộc thi「Miss Võ Lâm Truyền Kỳ Mobile」.\n\nHãy tự tin, đại hiệp là người đẹp nhất!
205	27	127		2		Võ Lâm Đại Mỹ Nhân TOP 20	Tân Thiên Nhẫn		FemaleHead29	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		20	Tranh vẽ Võ Lâm Đại Mỹ Nhân TOP 20 trong cuộc thi「Miss Võ Lâm Truyền Kỳ Mobile」toàn máy chủ
206	230	330		1		Thập Đại Mỹ Nhân Server (?) 	Tân Thiếu Lâm		MaleHead44	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		21	Tranh vẽ Thập Đại Mỹ Nhân Server trong cuộc thi「Miss Võ Lâm Truyền Kỳ Mobile」.\n\nTừ xưa đến nay, người đẹp có mấy ai!
207	24	124		2		Thu Thủy Y Nhân	Tân Thúy Yên		FemaleHead26	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		22	Tranh vẽ đại hiệp được ủng hộ trong「Miss Võ Lâm Truyền Kỳ Mobile」
208	231	331		1		Thu Thủy Y Nhân (?) 	Tân Đường Môn		MaleHead40	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		23	Tranh vẽ đại hiệp được ủng hộ trong「Miss Võ Lâm Truyền Kỳ Mobile」\n\nNgười đẹp đang ở nơi nào!
209	25	125		2		Thập Đại Mỹ Nhân Server	Tân Côn Lôn		FemaleHead27	UI/Atlas/Head/HomeScreenHeadAtlas.prefab		24	Tranh vẽ Thập Đại Mỹ Nhân Server trong cuộc thi「Miss Võ Lâm Truyền Kỳ Mobile」
210	28	128		2		Tượng Triệu Ân Đồng			FemaleHead30	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		25	Tượng của nữ hiệp Triệu Ân Đồng, tham gia「Tỉ Võ Chiêu Thân Triệu Ân Đồng/Lâm Triều Hoa」, mở「Hoa Đồng Tiểu Trúc Chiến」nhận
211	235	335		1		Chân dung Lâm Triều Hoa			MaleHead46	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		26	Tượng của thiếu hiệp Lâm Triều Hoa, tham gia「Tỉ Võ Chiêu Thân Triệu Ân Đồng/Lâm Triều Hoa」, mở「Hoa Đồng Tiểu Trúc Chiến」nhận
212	31	128		2		Hình Đại Diện Ngôi Sao Triệu Ân Đồng			Head_npc_213	UI/Atlas/Head/Partner/Partner_Female_02.prefab		29	
213	238	335		1		Lâm Triều Hoa-Hình Đại Diện Ngôi Sao			Head_npc_212	UI/Atlas/Head/Partner/Partner_Male_04.prefab		30	
214	34	133		2		Dịu Dàng Êm Ái			FemaleHead36	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		34	Tranh vẽ sau khi nhận được sự ủng hộ của mọi người khi tham gia dự đoán「The Voice Kiếm Hiệp」
215	35	134		2		Top 10 Hảo Thanh Toàn Máy Chủ			FemaleHead37	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		41	Tranh vẽ khi trở thành Top 10 khi tham gia「The Voice Kiếm Hiệp」
216	36	135		2		Top 3 Vòng Chung Kết The Voice			FemaleHead38	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		42	Tranh vẽ khi trở thành Top 3 Vòng Chung Kết khi tham gia「VLTK M Voice」
217	37	136		2		The Voice Top 10 Toàn Máy Chủ			FemaleHead39	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		43	Tranh vẽ khi trở thành Top 10 toàn máy chủ khi tham gia「The Voice Kiếm Hiệp」
218	38	137		2		The Voice Quán Quân Toàn Máy Chủ			FemaleHead40	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		44	Tranh vẽ khi trở thành quán quân toàn máy chủ khi tham gia「The Voice Kiếm Hiệp」
219	245	344		1		Dư Âm Du Dương			MaleHead58	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		40	Tranh vẽ sau khi nhận được sự ủng hộ của mọi người khi tham gia dự đoán「The Voice Kiếm Hiệp」
220	244	343		1		Top 10 Hảo Thanh Toàn Máy Chủ			MaleHead57	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		39	Tranh vẽ khi trở thành Top 10 khi tham gia「The Voice Kiếm Hiệp」
221	241	340		1		Top 3 Vòng Chung Kết The Voice			MaleHead54	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		36	Tranh vẽ khi trở thành Top 3 Vòng Chung Kết khi tham gia「VLTK M Voice」
222	246	345		1		The Voice Top 10 Toàn Máy Chủ			MaleHead59	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		45	Tranh vẽ khi trở thành Top 10 toàn máy chủ khi tham gia「The Voice Kiếm Hiệp」
223	247	346		1		The Voice Quán Quân Toàn Máy Chủ			MaleHead60	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		46	Tranh vẽ khi trở thành quán quân toàn máy chủ khi tham gia「The Voice Kiếm Hiệp」
224	28	128		2		Áp phích chữ ký Triệu Ân Đồng			FemaleHead30	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		47	Phần thưởng offline-Áp phích chữ ký Triệu Ân Đồng
225	235	335		1		Poster Chữ Ký Lâm Triều Hoa			MaleHead46	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		48	Thưởng Offline-Poster Chữ Ký Lâm Triều Hoa
226	39	138		2		Hồn Tây Bắc			FemaleHead41	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		49	Hồn Tây Bắc - Biểu tượng của đoàn kết của người Việt, tinh thần có khó khăn cùng chia sẻ, cố gắng cùng đi đến thành công.
227	40	139		2		Hồn Thiêng Đất Việt Nữ Tiêu Chuẩn			FemaleHead42	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		50	Hồn Quốc Hoa - Biểu tượng của Sen, tinh thần của người Việt, sống trong khó khăn vẫn vươn mình khoe sắc, tỏa hương.
228	248	347		1		Hồn Âu Lạc			MaleHead61	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		51	Hồn Âu Lạc - Biểu tượng của cội nguồn, nơi cháu con ghi nhớ ơn tiên tổ, khắp nơi người Việt đều là cháu Lạc con Rồng.
229	249	348		1		Hồn Thiên Sử			MaleHead62	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		52	Hồn Thiên Sử - Biểu tượng của ngàn năm văn hiến, nhìn về quá khứ để ghi nhớ, hướng đến tương lai để phấn đấu.
230	252			1		Tượng Thủy Long Ngâm			MaleHead65	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		57	Hình vẽ sau khi mở tầng cuối của「Rương Du Long Phúc Lộc」
231	253			2		Tượng Thủy Long Ngâm			FemaleHead45	UI/Atlas/Head/HomeScreenHeadAtlas02.prefab		58	Hình vẽ sau khi mở tầng cuối của「Rương Du Long Phúc Lộc」
