ItemId	MaxItemCount	Desc	TypeName	Silver2GoldRate	OrgPrice	Price1	Price2	Price3	Price4	Price5	Price6	Price7	Price8	Price9	Price10	Price11	OrgSilverPrice	SilverPrice1	SilverPrice2	SilverPrice3	SilverPrice4	SilverPrice5	SilverPrice6	SilverPrice7	SilverPrice8	SilverPrice9	SilverPrice10	SilverPrice11	MaxPriceRate1	MaxPriceRate2	MaxPriceRate3	MaxPriceRate4	MaxPriceRate5	MaxPriceRate6	MaxPriceRate7	MaxPriceRate8	MaxPriceRate9	MaxPriceRate10	MaxPriceRate11	MaxPriceRate12
1180	1	Nón Hiếm T9	Trang Bị	1	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1200	1	Hộ Uyển Hiếm T9	Trang Bị	1	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1210	1	Đai Hiếm T9	Trang Bị	1	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1220	1	Giày Hiếm T9	Trang Bị	1	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	3600	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1129	1	Vũ Khí Hiếm T8	Trang Bị	1	13500	13500	13500	13500	13500	13500	13500	13500	13500	13500	13500	13500	13500	13500	13500	13500	13500	13500	13500	13500	13500	13500	13500	13500	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1189	1	Áo Hiếm T8	Trang Bị	1	8100	8100	8100	8100	8100	8100	8100	8100	8100	8100	8100	8100	8100	8100	8100	8100	8100	8100	8100	8100	8100	8100	8100	8100	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1139	1	Dây Chuyền Hiếm T8	Trang Bị	1	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1149	1	Nhẫn Hiếm T8	Trang Bị	1	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1159	1	Ngọc Bội Hiếm T8	Trang Bị	1	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1169	1	Hộ Thân Phù Hiếm T8	Trang Bị	1	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	5400	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1179	1	Nón Hiếm T8	Trang Bị	1	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1199	1	Hộ Uyển Hiếm T8	Trang Bị	1	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1209	1	Đai Hiếm T8	Trang Bị	1	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1219	1	Giày Hiếm T8	Trang Bị	1	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1128	1	Vũ Khí Hiếm T7	Trang Bị	1	10000	10000	10000	10000	10000	10000	9000	9000	9000	9000	9000	9000	10000	10000	10000	10000	10000	10000	9000	9000	9000	9000	9000	9000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1188	1	Áo Hiếm T7	Trang Bị	1	6000	6000	6000	6000	6000	6000	5400	5400	5400	5400	5400	5400	6000	6000	6000	6000	6000	6000	5400	5400	5400	5400	5400	5400	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1138	1	Dây Chuyền Hiếm T7	Trang Bị	1	4000	4000	4000	4000	4000	4000	3600	3600	3600	3600	3600	3600	4000	4000	4000	4000	4000	4000	3600	3600	3600	3600	3600	3600	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1148	1	Nhẫn Hiếm T7	Trang Bị	1	4000	4000	4000	4000	4000	4000	3600	3600	3600	3600	3600	3600	4000	4000	4000	4000	4000	4000	3600	3600	3600	3600	3600	3600	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1158	1	Ngọc Bội Hiếm T7	Trang Bị	1	4000	4000	4000	4000	4000	4000	3600	3600	3600	3600	3600	3600	4000	4000	4000	4000	4000	4000	3600	3600	3600	3600	3600	3600	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1168	1	Hộ Thân Phù Hiếm T7	Trang Bị	1	4000	4000	4000	4000	4000	4000	3600	3600	3600	3600	3600	3600	4000	4000	4000	4000	4000	4000	3600	3600	3600	3600	3600	3600	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1178	1	Nón Hiếm T7	Trang Bị	1	2000	2000	2000	2000	2000	2000	1800	1800	1800	1800	1800	1800	2000	2000	2000	2000	2000	2000	1800	1800	1800	1800	1800	1800	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1198	1	Hộ Uyển Hiếm T7	Trang Bị	1	2000	2000	2000	2000	2000	2000	1800	1800	1800	1800	1800	1800	2000	2000	2000	2000	2000	2000	1800	1800	1800	1800	1800	1800	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1208	1	Đai Hiếm T7	Trang Bị	1	2000	2000	2000	2000	2000	2000	1800	1800	1800	1800	1800	1800	2000	2000	2000	2000	2000	2000	1800	1800	1800	1800	1800	1800	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1218	1	Giày Hiếm T7	Trang Bị	1	2000	2000	2000	2000	2000	2000	1800	1800	1800	1800	1800	1800	2000	2000	2000	2000	2000	2000	1800	1800	1800	1800	1800	1800	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1127	1	Vũ Khí Hiếm T6	Trang Bị	1	7500	7500	7500	7500	7500	6750	6000	6000	6000	6000	6000	6000	7500	7500	7500	7500	7500	6750	6000	6000	6000	6000	6000	6000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1187	1	Áo Hiếm T6	Trang Bị	1	4500	4500	4500	4500	4500	4050	3600	3600	3600	3600	3600	3600	4500	4500	4500	4500	4500	4050	3600	3600	3600	3600	3600	3600	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1137	1	Dây Chuyền Hiếm T6	Trang Bị	1	3000	3000	3000	3000	3000	2700	2400	2400	2400	2400	2400	2400	3000	3000	3000	3000	3000	2700	2400	2400	2400	2400	2400	2400	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1147	1	Nhẫn Hiếm T6	Trang Bị	1	3000	3000	3000	3000	3000	2700	2400	2400	2400	2400	2400	2400	3000	3000	3000	3000	3000	2700	2400	2400	2400	2400	2400	2400	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1157	1	Ngọc Bội Hiếm T6	Trang Bị	1	3000	3000	3000	3000	3000	2700	2400	2400	2400	2400	2400	2400	3000	3000	3000	3000	3000	2700	2400	2400	2400	2400	2400	2400	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1167	1	Hộ Thân Phù Hiếm T6	Trang Bị	1	3000	3000	3000	3000	3000	2700	2400	2400	2400	2400	2400	2400	3000	3000	3000	3000	3000	2700	2400	2400	2400	2400	2400	2400	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1177	1	Nón Hiếm T6	Trang Bị	1	1500	1500	1500	1500	1500	1350	1200	1200	1200	1200	1200	1200	1500	1500	1500	1500	1500	1350	1200	1200	1200	1200	1200	1200	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1197	1	Hộ Uyển Hiếm T6	Trang Bị	1	1500	1500	1500	1500	1500	1350	1200	1200	1200	1200	1200	1200	1500	1500	1500	1500	1500	1350	1200	1200	1200	1200	1200	1200	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1207	1	Đai Hiếm T6	Trang Bị	1	1500	1500	1500	1500	1500	1350	1200	1200	1200	1200	1200	1200	1500	1500	1500	1500	1500	1350	1200	1200	1200	1200	1200	1200	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1217	1	Giày Hiếm T6	Trang Bị	1	1500	1500	1500	1500	1500	1350	1200	1200	1200	1200	1200	1200	1500	1500	1500	1500	1500	1350	1200	1200	1200	1200	1200	1200	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1126	1	Vũ Khí Hiếm T5	Trang Bị	1	6250	6250	6250	6250	5625	5000	4375	4375	4375	4375	4375	4375	6250	6250	6250	6250	5625	5000	4375	4375	4375	4375	4375	4375	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1186	1	Áo Hiếm T5	Trang Bị	1	3750	3750	3750	3750	3375	3000	2625	2625	2625	2625	2625	2625	3750	3750	3750	3750	3375	3000	2625	2625	2625	2625	2625	2625	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1136	1	Dây Chuyền Hiếm T5	Trang Bị	1	2500	2500	2500	2500	2250	2000	1750	1750	1750	1750	1750	1750	2500	2500	2500	2500	2250	2000	1750	1750	1750	1750	1750	1750	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1146	1	Nhẫn Hiếm T5	Trang Bị	1	2500	2500	2500	2500	2250	2000	1750	1750	1750	1750	1750	1750	2500	2500	2500	2500	2250	2000	1750	1750	1750	1750	1750	1750	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1156	1	Ngọc Bội Hiếm T5	Trang Bị	1	2500	2500	2500	2500	2250	2000	1750	1750	1750	1750	1750	1750	2500	2500	2500	2500	2250	2000	1750	1750	1750	1750	1750	1750	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1166	1	Hộ Thân Phù Hiếm T5	Trang Bị	1	2500	2500	2500	2500	2250	2000	1750	1750	1750	1750	1750	1750	2500	2500	2500	2500	2250	2000	1750	1750	1750	1750	1750	1750	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1176	1	Nón Hiếm T5	Trang Bị	1	1250	1250	1250	1250	1125	1000	875	875	875	875	875	875	1250	1250	1250	1250	1125	1000	875	875	875	875	875	875	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1196	1	Hộ Uyển Hiếm T5	Trang Bị	1	1250	1250	1250	1250	1125	1000	875	875	875	875	875	875	1250	1250	1250	1250	1125	1000	875	875	875	875	875	875	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1206	1	Đai Hiếm T5	Trang Bị	1	1250	1250	1250	1250	1125	1000	875	875	875	875	875	875	1250	1250	1250	1250	1125	1000	875	875	875	875	875	875	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1216	1	Giày Hiếm T5	Trang Bị	1	1250	1250	1250	1250	1125	1000	875	875	875	875	875	875	1250	1250	1250	1250	1125	1000	875	875	875	875	875	875	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1125	1	Vũ Khí Hiếm T4	Trang Bị	1	3000	3000	3000	2700	2400	2100	1800	1800	1800	1800	1800	1800	3000	3000	3000	2700	2400	2100	1800	1800	1800	1800	1800	1800	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1185	1	Áo Hiếm T4	Trang Bị	1	1800	1800	1800	1620	1440	1260	1080	1080	1080	1080	1080	1080	1800	1800	1800	1620	1440	1260	1080	1080	1080	1080	1080	1080	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1135	1	Dây Chuyền Hiếm T4	Trang Bị	1	1200	1200	1200	1080	960	840	720	720	720	720	720	720	1200	1200	1200	1080	960	840	720	720	720	720	720	720	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1145	1	Nhẫn Hiếm T4	Trang Bị	1	1200	1200	1200	1080	960	840	720	720	720	720	720	720	1200	1200	1200	1080	960	840	720	720	720	720	720	720	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1155	1	Ngọc Bội Hiếm T4	Trang Bị	1	1200	1200	1200	1080	960	840	720	720	720	720	720	720	1200	1200	1200	1080	960	840	720	720	720	720	720	720	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1165	1	Hộ Thân Phù Hiếm T4	Trang Bị	1	1200	1200	1200	1080	960	840	720	720	720	720	720	720	1200	1200	1200	1080	960	840	720	720	720	720	720	720	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1175	1	Nón Hiếm T4	Trang Bị	1	600	600	600	540	480	420	360	360	360	360	360	360	600	600	600	540	480	420	360	360	360	360	360	360	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1195	1	Hộ Uyển Hiếm T4	Trang Bị	1	600	600	600	540	480	420	360	360	360	360	360	360	600	600	600	540	480	420	360	360	360	360	360	360	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1205	1	Đai Hiếm T4	Trang Bị	1	600	600	600	540	480	420	360	360	360	360	360	360	600	600	600	540	480	420	360	360	360	360	360	360	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1215	1	Giày Hiếm T4	Trang Bị	1	600	600	600	540	480	420	360	360	360	360	360	360	600	600	600	540	480	420	360	360	360	360	360	360	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1124	1	Vũ Khí Hiếm T3	Trang Bị	1	1250	1250	1125	1000	875	750	625	625	625	625	625	625	1250	1250	1125	1000	875	750	625	625	625	625	625	625	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1184	1	Áo Hiếm T3	Trang Bị	1	750	750	675	600	525	450	375	375	375	375	375	375	750	750	675	600	525	450	375	375	375	375	375	375	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1134	1	Dây Chuyền Hiếm T3	Trang Bị	1	500	500	450	400	350	300	250	250	250	250	250	250	500	500	450	400	350	300	250	250	250	250	250	250	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1144	1	Nhẫn Hiếm T3	Trang Bị	1	500	500	450	400	350	300	250	250	250	250	250	250	500	500	450	400	350	300	250	250	250	250	250	250	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1154	1	Ngọc Bội Hiếm T3	Trang Bị	1	500	500	450	400	350	300	250	250	250	250	250	250	500	500	450	400	350	300	250	250	250	250	250	250	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1164	1	Hộ Thân Phù Hiếm T3	Trang Bị	1	500	500	450	400	350	300	250	250	250	250	250	250	500	500	450	400	350	300	250	250	250	250	250	250	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1174	1	Nón Hiếm T3	Trang Bị	1	250	250	225	200	175	150	125	125	125	125	125	125	250	250	225	200	175	150	125	125	125	125	125	125	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1194	1	Hộ Uyển Hiếm T3	Trang Bị	1	250	250	225	200	175	150	125	125	125	125	125	125	250	250	225	200	175	150	125	125	125	125	125	125	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1204	1	Đai Hiếm T3	Trang Bị	1	250	250	225	200	175	150	125	125	125	125	125	125	250	250	225	200	175	150	125	125	125	125	125	125	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1214	1	Giày Hiếm T3	Trang Bị	1	250	250	225	200	175	150	125	125	125	125	125	125	250	250	225	200	175	150	125	125	125	125	125	125	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1123	1	Vũ Khí Hiếm T2	Trang Bị	1	500	450	400	350	300	250	200	200	200	200	200	200	500	450	400	350	300	250	200	200	200	200	200	200	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1183	1	Áo Hiếm T2	Trang Bị	1	300	270	240	210	180	150	120	120	120	120	120	120	300	270	240	210	180	150	120	120	120	120	120	120	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1133	1	Dây Chuyền Hiếm T2	Trang Bị	1	200	180	160	140	120	100	80	80	80	80	80	80	200	180	160	140	120	100	80	80	80	80	80	80	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1143	1	Nhẫn Hiếm T2	Trang Bị	1	200	180	160	140	120	100	80	80	80	80	80	80	200	180	160	140	120	100	80	80	80	80	80	80	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1153	1	Ngọc Bội Hiếm T2	Trang Bị	1	200	180	160	140	120	100	80	80	80	80	80	80	200	180	160	140	120	100	80	80	80	80	80	80	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1163	1	Hộ Thân Phù Hiếm T2	Trang Bị	1	200	180	160	140	120	100	80	80	80	80	80	80	200	180	160	140	120	100	80	80	80	80	80	80	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1173	1	Nón Hiếm T2	Trang Bị	1	100	90	80	70	60	50	40	40	40	40	40	40	100	90	80	70	60	50	40	40	40	40	40	40	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1193	1	Hộ Uyển Hiếm T2	Trang Bị	1	100	90	80	70	60	50	40	40	40	40	40	40	100	90	80	70	60	50	40	40	40	40	40	40	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1203	1	Đai Hiếm T2	Trang Bị	1	100	90	80	70	60	50	40	40	40	40	40	40	100	90	80	70	60	50	40	40	40	40	40	40	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1213	1	Giày Hiếm T2	Trang Bị	1	100	90	80	70	60	50	40	40	40	40	40	40	100	90	80	70	60	50	40	40	40	40	40	40	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
10316	1	Mảnh Vũ Khí Hiếm Bậc 16	Trang Bị	1	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	4750	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
10376	1	Mảnh Áo Hiếm Bậc 16	Trang Bị	1	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5765	1	Mảnh Vũ Khí Hiếm Bậc 15	Trang Bị	1	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	4315	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5825	1	Mảnh Áo Hiếm Bậc 15	Trang Bị	1	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	2589	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5764	1	Mảnh Vũ Khí Hiếm Bậc 14	Trang Bị	1	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	3916	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5824	1	Mảnh Áo Hiếm Bậc 14	Trang Bị	1	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5763	1	Mảnh Vũ Khí Hiếm Bậc 13	Trang Bị	1	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	3560	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5823	1	Mảnh Áo Hiếm Bậc 13	Trang Bị	1	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	2136	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5762	1	Mảnh Vũ Khí Hiếm Bậc 12	Trang Bị	1	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	3420	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5822	1	Mảnh Áo Hiếm Bậc 12	Trang Bị	1	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	2052	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5761	1	Mảnh Vũ Khí Hiếm Bậc 11	Trang Bị	1	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
5821	1	Mảnh Áo Hiếm Bậc 11	Trang Bị	1	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
3667	1	Mảnh Vũ Khí Hiếm Bậc 10	Trang Bị	1	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
3679	1	Mảnh Áo Hiếm Bậc 10	Trang Bị	1	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
2945	1	Mảnh Vũ Khí Hiếm Bậc 9	Trang Bị	1	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
2981	1	Mảnh Áo Hiếm Bậc 9	Trang Bị	1	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
2944	1	Mảnh Vũ Khí Hiếm Bậc 8	Trang Bị	1	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
2980	1	Mảnh Áo Hiếm Bậc 8	Trang Bị	1	810	810	810	810	810	810	810	810	810	810	810	810	810	810	810	810	810	810	810	810	810	810	810	810	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
2943	1	Mảnh Vũ Khí Hiếm Bậc 7	Trang Bị	1	1000	1000	1000	1000	1000	1000	900	900	900	900	900	900	1000	1000	1000	1000	1000	1000	900	900	900	900	900	900	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
2979	1	Mảnh Áo Hiếm Bậc 7	Trang Bị	1	600	600	600	600	600	600	540	540	540	540	540	540	600	600	600	600	600	600	540	540	540	540	540	540	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
2090	1	Mảnh Vũ Khí Hiếm Bậc 6	Trang Bị	1	750	750	750	750	750	675	600	600	600	600	600	600	750	750	750	750	750	675	600	600	600	600	600	600	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
2126	1	Mảnh Áo Hiếm Bậc 6	Trang Bị	1	450	450	450	450	450	405	360	360	360	360	360	360	450	450	450	450	450	405	360	360	360	360	360	360	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
2089	1	Mảnh Vũ Khí Hiếm Bậc 5	Trang Bị	1	625	625	625	625	563	500	438	438	438	438	438	438	625	625	625	625	563	500	438	438	438	438	438	438	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
2125	1	Mảnh Áo Hiếm Bậc 5	Trang Bị	1	375	375	375	375	338	300	263	263	263	263	263	263	375	375	375	375	338	300	263	263	263	263	263	263	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
2088	1	Mảnh Vũ Khí Hiếm Bậc 4	Trang Bị	1	300	300	300	270	240	210	180	180	180	180	180	180	300	300	300	270	240	210	180	180	180	180	180	180	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
2124	1	Mảnh Áo Hiếm Bậc 4	Trang Bị	1	180	180	180	162	144	126	108	108	108	108	108	108	180	180	180	162	144	126	108	108	108	108	108	108	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1617	1	Vũ Khí Kế Thừa T6	Trang Bị	1	3000	3000	3000	3000	3000	2700	2400	2400	2400	2400	2400	2400	3000	3000	3000	3000	3000	2700	2400	2400	2400	2400	2400	2400	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1665	1	Áo Kế Thừa T6	Trang Bị	1	1800	1800	1800	1800	1800	1620	1440	1440	1440	1440	1440	1440	1800	1800	1800	1800	1800	1620	1440	1440	1440	1440	1440	1440	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1625	1	Dây Chuyền Kế Thừa T6	Trang Bị	1	1200	1200	1200	1200	1200	1080	960	960	960	960	960	960	1200	1200	1200	1200	1200	1080	960	960	960	960	960	960	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1633	1	Nhẫn Kế Thừa T6	Trang Bị	1	1200	1200	1200	1200	1200	1080	960	960	960	960	960	960	1200	1200	1200	1200	1200	1080	960	960	960	960	960	960	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1641	1	Ngọc Bội Kế Thừa T6	Trang Bị	1	1200	1200	1200	1200	1200	1080	960	960	960	960	960	960	1200	1200	1200	1200	1200	1080	960	960	960	960	960	960	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
1649	1	Hộ Thân Phù Kế Thừa T6	Trang Bị	1	1200	1200	1200	1200	1200	1080	960	960	960	960	960	960	1200	1200	1200	1200	1200	1080	960	960	960	960	960	960	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000
