ParamId	DefaultRandomId	Desc0	TimeFrame1	RandomId1	Desc1	TimeFrame2	RandomId2	Desc2	TimeFrame3	RandomId3	Desc3	TimeFrame4	RandomId4	Desc4	TimeFrame5	RandomId5	Desc5	TimeFrame6	RandomId6	Desc6	TimeFrame7	RandomId7	Desc7	TimeFrame8	RandomId8	Desc8	TimeFrame9	RandomId9	Desc9	TimeFrame10	RandomId10	Desc10	Desc
32	12420	Dùng nhận [FFFE0D]Thủy Tinh Trắng x6, Rương Hoàng Kim x1, 20 Nguyên Bảo, 2000 Bạc[-] đồng thời may mắn nhận thêm [FFFE0D]Minh Chủ Lệnh, Trang Bị Hiếm Bậc 3, Đá Hồn Lv2 Ngẫu Nhiên hoặc Đá Hồn Lv1 Ngẫu Nhiên[-].	OpenLevel59	12421	Dùng nhận [FFFE0D]Thủy Tinh Trắng x6, Rương Hoàng Kim x1, 20 Nguyên Bảo, 2000 Bạc[-] đồng thời may mắn nhận thêm [FFFE0D]Danh Tướng Lệnh, Trang Bị Hiếm Bậc 4, Đá Hồn Lv3 Ngẫu Nhiên hoặc Đá Hồn Lv2 Ngẫu Nhiên[-].	OpenLevel69	12422	Dùng nhận [FFFE0D]Thủy Tinh Trắng x6, Rương Hoàng Kim x1, 20 Nguyên Bảo, 2000 Bạc[-] đồng thời may mắn nhận thêm [FFFE0D]Danh Tướng Lệnh, Trang Bị Hiếm Bậc 5, Đá Hồn Lv3 Ngẫu Nhiên hoặc Đá Hồn Lv2 Ngẫu Nhiên[-].	OpenLevel79	12423	Dùng nhận [FFFE0D]Thủy Tinh Trắng x6, Rương Hoàng Kim x1, 20 Nguyên Bảo, 2000 Bạc[-] đồng thời may mắn nhận thêm [FFFE0D]Trục Lộc Lệnh, Trang Bị Hiếm Bậc 6, Đá Hồn Lv3 Ngẫu Nhiên hoặc Đá Hồn Lv2 Ngẫu Nhiên[-].	OpenLevel89	12424	Dùng nhận [FFFE0D]Thủy Tinh Trắng x6, Rương Hoàng Kim x1, 20 Nguyên Bảo, 2000 Bạc[-] đồng thời may mắn nhận thêm [FFFE0D]Trục Lộc Lệnh, Trang Bị Hiếm Bậc 7, Đá Hồn Lv4 Ngẫu Nhiên, Đá Hồn Lv3 Ngẫu Nhiên hoặc Đá Hồn Lv2 Ngẫu Nhiên[-].	OpenLevel99	12425	Dùng nhận [FFFE0D]Thủy Tinh Trắng x6, Rương Hoàng Kim x1, 20 Nguyên Bảo, 2000 Bạc[-] đồng thời may mắn nhận thêm [FFFE0D]Trục Lộc Lệnh, Trang Bị Hiếm Bậc 8, Đá Hồn Lv4 Ngẫu Nhiên, Đá Hồn Lv3 Ngẫu Nhiên hoặc Đá Hồn Lv2 Ngẫu Nhiên[-].	OpenLevel109	12426	Dùng nhận [FFFE0D]Thủy Tinh Lục x2, Rương Hoàng Kim x1, 30 Nguyên Bảo, 2000 Bạc[-] và có tỉ lệ nhận thêm [FFFE0D]Hoàng Đế Lệnh, Trang bị Hiếm Bậc 9, Đá Hồn Lv4 Ngẫu Nhiên, Đá Hồn Lv3 Ngẫu Nhiên hoặc Đá Hồn Lv2 Ngẫu Nhiên[-].	OpenLevel119	12427	Dùng nhận [FFFE0D]Thủy Tinh Lục x2, Rương Hoàng Kim x1, 30 Nguyên Bảo, 2000 Bạc[-]. 	OpenLevel129	12428	Dùng nhận [FFFE0D]Thủy Tinh Lam x1, 30 Nguyên Bảo, 2000 Bạc và Bí Quyển Trận Pháp Cổ x1[-]. 	OpenLevel139	12429	Dùng nhận [FFFE0D]Thủy Tinh Lam x1, 30 Nguyên Bảo, 2000 Bạc và Bí Quyển Trận Pháp Cổ x1[-]. 	OpenLevel149	124210	Dùng nhận [FFFE0D]Thủy Tinh Lam x1, 30 Nguyên Bảo, 2000 Bạc và Bí Quyển Trận Pháp Cổ x1[-]. 	Quà Siêu Giá Trị 5,000 VNĐ (Trong Nước)
33	60900		OpenLevel59	60901		OpenLevel69	60902		OpenLevel79	60903		OpenLevel89	60904		OpenLevel99	60905																	Rương Đá Hồn Lam Ngẫu Nhiên
34	60920		OpenDay7	60921		OpenDay35	60922		OpenDay116	60923		OpenDay251	60924																				Chiêu Mộ Lệnh Đồng Hành A
35	62610	Rương nhận được sau khi khiêu chiến Thí Luyện Sư Đồ lần đầu, dùng nhận: [FFFE0D]Cống hiến x2000[-].	OpenLevel69	62611	Rương nhận được sau khi khiêu chiến Thí Luyện Sư Đồ lần đầu, dùng nhận ngẫu nhiên: [FFFE0D]Cống hiến x2000, Nguyên Khí x2000[-].	OpenLevel79	62612	Rương nhận được sau khi khiêu chiến Thí Luyện Sư Đồ lần đầu, dùng nhận ngẫu nhiên: [FFFE0D]Cống hiến x2000, Nguyên Khí x2000, Chân Khí x2000[-].																									Rương Thí Luyện Sư Đồ Lần Đầu
36	62620	Rương nhận được sau khi khiêu chiến Thí Luyện Sư Đồ, dùng nhận: [FFFE0D]Cống hiến x1000[-].	OpenLevel69	62621	Rương nhận được sau khi khiêu chiến Thí Luyện Sư Đồ, dùng nhận ngẫu nhiên: [FFFE0D]Cống hiến x1000, Nguyên Khí x1000[-].	OpenLevel79	62622	Rương nhận được sau khi khiêu chiến Thí Luyện Sư Đồ, dùng nhận ngẫu nhiên: [FFFE0D]Cống hiến x1000, Nguyên Khí x1000, Chân Khí x1000[-].																									Rương Thí Luyện Sư Đồ
37	65320		OpenLevel69	65321		OpenLevel79	65322																										Rương Ghép Phân Quyển
38	67750	Trong hoạt động, năng động đạt 20 được thưởng rương này, dùng nhận: [FFFE0D]100 Cống Hiến[-]	OpenLevel89	67751	Trong hoạt động, năng động đạt 20 được thưởng rương này, dùng nhận: [FFFE0D]100 Chân Khí[-]																												Rương Hào Hiệp 20 Điểm
39	67760	Trong hoạt động, năng động đạt 40 được thưởng rương này, dùng nhận: [FFFE0D]200 Cống Hiến[-]	OpenLevel89	67761	Trong hoạt động, năng động đạt 40 được thưởng rương này, dùng nhận: [FFFE0D]200 Chân Khí[-]																												Rương Hào Hiệp 40 Điểm
40	67770	Trong hoạt động, năng động đạt 60 được thưởng rương này, dùng nhận: [FFFE0D]300 Cống Hiến[-]	OpenLevel89	67771	Trong hoạt động, năng động đạt 60 được thưởng rương này, dùng nhận: [FFFE0D]300 Chân Khí[-]																												Rương Hào Hiệp 60 Điểm
41	67780	Trong hoạt động, năng động đạt 80 được thưởng rương này, dùng nhận: [FFFE0D]400 Cống Hiến[-]	OpenLevel89	67781	Trong hoạt động, năng động đạt 80 được thưởng rương này, dùng nhận: [FFFE0D]400 Chân Khí[-]																												Rương Hào Hiệp 80 Điểm
42	67790	Trong hoạt động, năng động đạt 100 được thưởng rương này, dùng nhận: [FFFE0D]500 Cống Hiến[-]	OpenLevel89	67791	Trong hoạt động, năng động đạt 100 được thưởng rương này, dùng nhận: [FFFE0D]500 Chân Khí[-]																												Rương Hào Hiệp 100 Điểm
43	66940	Dùng nhận:\n[FFFE0D]Giang Hồ Hào Hiệp\n20000 Cống Hiến\nRương Ý Trung Nhân[-]	OpenLevel89	66941	Dùng nhận:\n[FFFE0D]Giang Hồ Hào Hiệp\n20000 Chân Khí\nRương Ý Trung Nhân[-]																												Hộp Quà Hào Hiệp
44	72810	Trong [FFFE0D]Trận Pháp Thí Luyện[-] nhận Quyển Sách Trận Pháp, dùng [FFFE0D]đạo cụ tu sửa[-] sẽ nhận Sách Trận Pháp phẩm chất cao hơn, nghiên cứu có cơ hội nhận Yếu Quyết phẩm chất cao hơn\n\nDùng ngẫu nhiên nhận [FFFE0D]Yếu Quyết, Tàn Quyển Tu Luyện Trận Pháp, đạo cụ tu sửa, cống hiến hoặc Bạc[-]\nCao nhất chỉ nhận [11adf6]Yếu Quyết phẩm chất thường[-]	OpenLevel89	72810	Trong [FFFE0D]Trận Pháp Thí Luyện[-] nhận Quyển Sách Trận Pháp, dùng [FFFE0D]đạo cụ tu sửa[-] sẽ nhận Sách Trận Pháp phẩm chất cao hơn, nghiên cứu có cơ hội nhận Yếu Quyết phẩm chất cao hơn\n\nDùng ngẫu nhiên nhận [FFFE0D]Yếu Quyết, Tàn Quyển Tu Luyện Trận Pháp, đạo cụ tu sửa, cống hiến hoặc Bạc[-]\nCao nhất chỉ nhận [11adf6]Yếu Quyết phẩm chất thường[-]																												Tàn Quyển Tu Luyện Trận Pháp Cổ
45	72820	Dùng ngẫu nhiên nhận [FFFE0D]Yếu Quyết, Yếu Quyển Tu Luyện Trận Pháp, Đạo Cụ Tu Sửa[-]\nCao nhất nhận [aa62fc]Yếu Quyết kế thừa[-]	OpenLevel89	72820	Dùng ngẫu nhiên nhận [FFFE0D]Yếu Quyết, Yếu Quyển Tu Luyện Trận Pháp, Đạo Cụ Tu Sửa[-]\nCao nhất nhận [aa62fc]Yếu Quyết kế thừa[-]	OpenLevel109	73820	Dùng ngẫu nhiên nhận [FFFE0D]Yếu Quyết, Yếu Quyển Tu Luyện Trận Pháp, Đạo Cụ Tu Sửa[-]\nCao nhất nhận [aa62fc]Yếu Quyết kế thừa[-]																									Mật Tịch Trận Pháp Kế Thừa
46	72830	Dùng ngẫu nhiên nhận [FFFE0D]Yếu Quyết hoặc Yếu Quyển Tu Luyện Trận Pháp[-]\nCao nhất nhận [ff8f06]Yếu Quyết phẩm chất hiếm[-]	OpenLevel89	72830	Dùng ngẫu nhiên nhận [FFFE0D]Yếu Quyết hoặc Yếu Quyển Tu Luyện Trận Pháp[-]\nCao nhất nhận [ff8f06]Yếu Quyết phẩm chất hiếm[-]	OpenLevel109	73830	Dùng ngẫu nhiên nhận [FFFE0D]Yếu Quyết hoặc Yếu Quyển Tu Luyện Trận Pháp[-]\nCao nhất nhận [ff8f06]Yếu Quyết phẩm chất hiếm[-]																									Mật Tịch Trận Pháp Hiếm
47	3527	Vớ của Ông Già Noel, hình như bên trong có phần quà hấp dẫn	OpenLevel69	3527	Vớ của Ông Già Noel, hình như bên trong có phần quà hấp dẫn	OpenLevel79	3528	Vớ của Ông Già Noel, hình như bên trong có phần quà hấp dẫn	OpenLevel99	3529	Vớ của Ông Già Noel, hình như bên trong có phần quà hấp dẫn	OpenLevel109	35291	Vớ của Ông Già Noel, hình như bên trong có phần quà hấp dẫn																			Vớ Giáng Sinh
48	3533	Sau khi tăng cấp Người Tuyết Bang Hội, Quản Lý Bang Hội tặng hộp quà cho thành viên bang đắp Người Tuyết. Hộp quà tinh xảo, siêu giá trị	OpenLevel59	3533	Sau khi tăng cấp Người Tuyết Bang Hội, Quản Lý Bang Hội tặng hộp quà cho thành viên bang đắp Người Tuyết. Hộp quà tinh xảo, siêu giá trị	OpenLevel69	3535	Sau khi tăng cấp Người Tuyết Bang Hội, Quản Lý Bang Hội tặng hộp quà cho thành viên bang đắp Người Tuyết. Hộp quà tinh xảo, siêu giá trị																									Quà Người Tuyết
49	74021	Quà trả lễ Bánh Chưng đại hiệp đã dâng, mở nhận nhiều phần thưởng	OpenLevel69	74021	Quà trả lễ Bánh Chưng đại hiệp đã dâng, mở nhận nhiều phần thưởng	OpenLevel79	74022	Quà trả lễ Bánh Chưng đại hiệp đã dâng, mở nhận nhiều phần thưởng	OpenLevel99	74023	Quà trả lễ Bánh Chưng đại hiệp đã dâng, mở nhận nhiều phần thưởng																						Quà Tặng Giỗ Tổ
50	74031	Trong hoạt động Giỗ Tổ Hùng Vương có cống hiến nổi bật, đã dâng 5 phần Bánh Chưng nhận phần thưởng này	OpenLevel69	74031	Trong hoạt động Giỗ Tổ Hùng Vương có cống hiến nổi bật, đã dâng 5 phần Bánh Chưng nhận phần thưởng này	OpenLevel79	74032	Trong hoạt động Giỗ Tổ Hùng Vương có cống hiến nổi bật, đã dâng 5 phần Bánh Chưng nhận phần thưởng này																									Phần thưởng của Triều Đình
51	74041	Trong hoạt động Giỗ Tổ Hùng Vương có cống hiến lớn, đã dâng 10 phần Bánh Chưng nhận phần thưởng này	OpenLevel69	74041	Trong hoạt động Giỗ Tổ Hùng Vương có cống hiến lớn, đã dâng 10 phần Bánh Chưng nhận phần thưởng này	OpenLevel79	74042	Trong hoạt động Giỗ Tổ Hùng Vương có cống hiến lớn, đã dâng 10 phần Bánh Chưng nhận phần thưởng này																									Phần thưởng của Triều Đình
52	7438	[FFFE0D]1, 80 Nguyên Bảo\n2, Thủy Tinh Trắng x12[-]	OpenLevel59	7438	[FFFE0D]1, 80 Nguyên Bảo\n2, Thủy Tinh Trắng x16[-]	OpenLevel69	7438	[FFFE0D]1, 80 Nguyên Bảo\n2, Thủy Tinh Lục x8[-]	OpenLevel79	7438	[FFFE0D]1, 80 Nguyên Bảo\n2, Thủy Tinh Lục x10[-]	OpenLevel89	7438	[FFFE0D]1, 100 Nguyên Bảo\n2, Thủy Tinh Lục x10[-]	OpenLevel99	7438	[FFFE0D]1, 100 Nguyên Bảo\n2, Thủy Tinh Lục x10[-]	OpenLevel109	7438	[FFFE0D]1, 100 Nguyên Bảo\n2, Thủy Tinh Lục x10[-]	OpenLevel119	7438	[FFFE0D]1, 100 Nguyên Bảo\n2, Thủy Tinh Lục x10[-]	OpenLevel129	7438	[FFFE0D]1, 100 Nguyên Bảo\n2, Thủy Tinh Lục x10[-]	OpenLevel139	7438	[FFFE0D]1, 100 Nguyên Bảo\n2, Thủy Tinh Lục x10[-]	OpenLevel149	7438	[FFFE0D]1. 100 Nguyên Bảo\n2, Thủy Tinh Lam x3[-]	Quà Siêu Giá Trị 5,000 VNĐ (Đặc Biệt)
53	7438	[FFFE0D]1, 160 Nguyên Bảo\n2, Thủy Tinh Trắng x18[-]	OpenLevel59	7438	[FFFE0D]1, 160 Nguyên Bảo\n2, Thủy Tinh Trắng x20[-]	OpenLevel69	7438	[FFFE0D]1, 160 Nguyên Bảo\n2, Thủy Tinh Lục x12[-]	OpenLevel79	7438	[FFFE0D]1, 160 Nguyên Bảo\n2, Thủy Tinh Lục x16[-]	OpenLevel89	7438	[FFFE0D]1, 160 Nguyên Bảo\n2, Thủy Tinh Lục x18[-]	OpenLevel99	7438	[FFFE0D]1, 160 Nguyên Bảo\n2, Thủy Tinh Lục x18[-]	OpenLevel109	7438	[FFFE0D]1, 160 Nguyên Bảo\n2, Thủy Tinh Lục x18[-]	OpenLevel119	7438	[FFFE0D]1, 160 Nguyên Bảo\n2, Thủy Tinh Lục x18[-]	OpenLevel129	7438	[FFFE0D]1, 160 Nguyên Bảo\n2, Thủy Tinh Lục x18[-]	OpenLevel139	7438	[FFFE0D]1, 160 Nguyên Bảo\n2, Thủy Tinh Lục x18[-]	OpenLevel149	7438	[FFFE0D]1. 160 Nguyên Bảo\n2, Thủy Tinh Lam x5[-]	Quà Siêu Giá Trị 10,000 VNĐ (Đặc Biệt)
54	7438	[FFFE0D]1, 220 Nguyên Bảo\n2, 800 Cống hiến[-]	OpenLevel59	7438	[FFFE0D]1, 220 Nguyên Bảo\n2, 1000 Cống hiến[-]	OpenLevel69	7438	[FFFE0D]1, 220 Nguyên Bảo\n2, 1500 Cống hiến[-]	OpenLevel79	7438	[FFFE0D]1, 320 Nguyên Bảo\n2, 2000 Cống hiến[-]	OpenLevel89	7438	[FFFE0D]1, 320 Nguyên Bảo\n2, 2000 Cống hiến\n2, Thủy Tinh Lam x8[-]	OpenLevel99	7438	[FFFE0D]1, 320 Nguyên Bảo\n2, 2000 Cống hiến\n2, Thủy Tinh Tím x2[-]	OpenLevel109	7438	[FFFE0D]1, 320 Nguyên Bảo\n2, 2000 Cống hiến\n2, Thủy Tinh Tím x2[-]	OpenLevel119	7438	[FFFE0D]1, 320 Nguyên Bảo\n2, 2500 Cống hiến\n3, Thủy Tinh Tím x2[-]	OpenLevel129	7438	[FFFE0D]1, 320 Nguyên Bảo\n2, 2500 Cống hiến\n3, Thủy Tinh Tím x2[-]	OpenLevel139	7438	[FFFE0D]1, 320 Nguyên Bảo\n2, 2500 Cống hiến\n3, Thủy Tinh Tím x2[-]	OpenLevel149	7438	[FFFE0D]1, 320 Nguyên Bảo\n2, 2500 Cống hiến\n3, Thủy Tinh Tím x2[-]	Hiện Quà Siêu Giá Trị 20,000 VNĐ (Đặc Biệt)
55	70671		OpenDay89	70671		OpenLevel99	70677		OpenLevel109	70672		OpenDay279	70673		OpenDay353	70674		OpenLevel129	70675		OpenLevel139	70676											Rương Đá Hồn Lv5
56	77001	Phần thưởng lễ lao động, nhìn rất quý giá	OpenLevel79	77002	Phần thưởng lễ lao động, nhìn rất quý giá																												Rương Người Lao Động 1
57	77011	Phần thưởng lễ lao động, nhìn khá quý giá	OpenLevel79	77012	Phần thưởng lễ lao động, nhìn khá quý giá																												Rương Người Lao Động 2
58	77021	Phần thưởng lễ lao động, nhìn rất quý giá	OpenLevel79	77022	Phần thưởng lễ lao động, nhìn rất quý giá																												Rương Người Lao Động 3
59	77031	Phần thưởng lễ lao động, nhìn hơi quý giá	OpenLevel79	77032	Phần thưởng lễ lao động, nhìn hơi quý giá																												Rương Người Lao Động 4
60	77041	Thưởng chung cuộc hoạt động Lễ Lao Động, trong đó hình như có gì đó	OpenLevel79	77042	Thưởng chung cuộc hoạt động Lễ Lao Động, trong đó hình như có gì đó																												Rương Người Lao Động 5
61	83611	Quà Vạn Kim Tài tặng sau khi hoàn thành hoàn mỹ nhiệm vụ Thương Hội.\nThu thập có thể đổi quà phong phú	OpenLevel109	83612	Quà Vạn Kim Tài tặng sau khi hoàn thành hoàn mỹ nhiệm vụ Thương Hội.\nThu thập có thể đổi quà phong phú																												Vé Hỏng
62	85011	Đến [FFFE0D]Vạn Kim Tài[-] tốn [FFFE0D]10[-] vé hỏng nhận, trông không có gì đặc biệt	OpenLevel69	85012	Đến [FFFE0D]Vạn Kim Tài[-] tốn [FFFE0D]10[-] vé hỏng nhận, trông không có gì đặc biệt	OpenLevel89	85013	Đến [FFFE0D]Vạn Kim Tài[-] tốn [FFFE0D]10[-] vé hỏng nhận, trông không có gì đặc biệt	OpenLevel109	85014	Đến [FFFE0D]Vạn Kim Tài[-] tốn [FFFE0D]10[-] vé hỏng nhận, trông không có gì đặc biệt																						Hộp Vô Kỳ
63	85031	Đến [FFFE0D]Vạn Kim Tài[-] tốn [FFFE0D]10[-] vé hỏng đổi, trông cũng có chút giá trị	OpenLevel69	85032	Đến [FFFE0D]Vạn Kim Tài[-] tốn [FFFE0D]10[-] vé hỏng đổi, trông cũng có chút giá trị	OpenLevel89	85033	Đến [FFFE0D]Vạn Kim Tài[-] tốn [FFFE0D]10[-] vé hỏng đổi, trông cũng có chút giá trị	OpenLevel109	85034	Đến [FFFE0D]Vạn Kim Tài[-] tốn [FFFE0D]10[-] vé hỏng đổi, trông cũng có chút giá trị																						Hộp Tinh Xảo
64	85021	Đến [FFFE0D]Vạn Kim Tài[-] tốn [FFFE0D]15[-] vé hỏng đổi, trông như là vật quý báu	OpenLevel69	85022	Đến [FFFE0D]Vạn Kim Tài[-] tốn [FFFE0D]15[-] vé hỏng đổi, trông như là vật quý báu	OpenLevel89	85023	Đến [FFFE0D]Vạn Kim Tài[-] tốn [FFFE0D]15[-] vé hỏng đổi, trông như là vật quý báu	OpenLevel109	85024	Đến [FFFE0D]Vạn Kim Tài[-] tốn [FFFE0D]15[-] vé hỏng đổi, trông như là vật quý báu																						Hộp Hoa Lệ
65	85041	Đến [FFFE0D]Vạn Kim Tài[-] tốn [FFFE0D]20[-] vé hỏng đổi, bên trong như có đồ vật thần bí	OpenLevel69	85042	Đến [FFFE0D]Vạn Kim Tài[-] tốn [FFFE0D]20[-] vé hỏng đổi, bên trong như có đồ vật thần bí	OpenLevel89	85043	Đến [FFFE0D]Vạn Kim Tài[-] tốn [FFFE0D]20[-] vé hỏng đổi, bên trong như có đồ vật thần bí	OpenLevel109	85044	Đến [FFFE0D]Vạn Kim Tài[-] tốn [FFFE0D]20[-] vé hỏng đổi, bên trong như có đồ vật thần bí																						Hộp Rực Rỡ
66	8379	Trực tiếp trừ [FFFE0D]500[-] điểm Bạch Ngân trong Di Tích Tầm Bảo để đổi lấy.	OpenLevel109	9325	Trực tiếp trừ [FFFE0D]500[-] điểm Bạch Ngân trong Di Tích Tầm Bảo để đổi lấy.	OpenLevel119	9326	Trực tiếp trừ [FFFE0D]500[-] điểm Bạch Ngân trong Di Tích Tầm Bảo để đổi lấy.	OpenLevel129	9327	Trực tiếp trừ [FFFE0D]500[-] điểm Bạch Ngân trong Di Tích Tầm Bảo để đổi lấy.	OpenLevel139	9328	Trực tiếp trừ [FFFE0D]500[-] điểm Bạch Ngân trong Di Tích Tầm Bảo để đổi lấy.	OpenLevel149	9329	Trực tiếp trừ [FFFE0D]500[-] điểm Bạch Ngân trong Di Tích Tầm Bảo để đổi lấy.	OpenLevel159	9330	Trực tiếp trừ [FFFE0D]500[-] điểm Bạch Ngân trong Di Tích Tầm Bảo để đổi lấy.	OpenLevel169	9894	Trực tiếp trừ [FFFE0D]500[-] điểm Bạch Ngân trong Di Tích Tầm Bảo để đổi lấy.	OpenLevel179	10431	Trực tiếp trừ [FFFE0D]500[-] điểm Bạch Ngân trong Di Tích Tầm Bảo để đổi lấy.							Phần thưởng Di Tích Tầm Bảo
67	8380	Trực tiếp trừ [FFFE0D]1000[-] điểm Hoàng Kim trong Di Tích Tầm Bảo để đổi lấy.	OpenLevel109	9331	Trực tiếp trừ [FFFE0D]1000[-] điểm Hoàng Kim trong Di Tích Tầm Bảo để đổi lấy.	OpenLevel119	9332	Trực tiếp trừ [FFFE0D]1000[-] điểm Hoàng Kim trong Di Tích Tầm Bảo để đổi lấy.	OpenLevel129	9333	Trực tiếp trừ [FFFE0D]1000[-] điểm Hoàng Kim trong Di Tích Tầm Bảo để đổi lấy.	OpenLevel139	9335	Trực tiếp trừ [FFFE0D]1000[-] điểm Hoàng Kim trong Di Tích Tầm Bảo để đổi lấy.	OpenLevel149	9336	Trực tiếp trừ [FFFE0D]1000[-] điểm Hoàng Kim trong Di Tích Tầm Bảo để đổi lấy.	OpenLevel159	9337	Trực tiếp trừ [FFFE0D]1000[-] điểm Hoàng Kim trong Di Tích Tầm Bảo để đổi lấy.	OpenLevel169	9895	Trực tiếp trừ [FFFE0D]1000[-] điểm Hoàng Kim trong Di Tích Tầm Bảo để đổi lấy.	OpenLevel179	10432	Trực tiếp trừ [FFFE0D]1000[-] điểm Hoàng Kim trong Di Tích Tầm Bảo để đổi lấy.							Phần thưởng Di Tích Tầm Bảo
68	94511	Duyên Tình Hội Ngộ nhận hộp quà tinh tế, mở nhận nhiều thưởng	OpenLevel69	94512	Duyên Tình Hội Ngộ nhận hộp quà tinh tế, mở nhận nhiều thưởng																												Hộp Duyên Hội Ngộ
69	94521	Duyên Tình Hội Ngộ nhận hộp quà tinh tế, mở nhận nhiều thưởng	OpenLevel69	94522	Duyên Tình Hội Ngộ nhận hộp quà tinh tế, mở nhận nhiều thưởng																												Hộp Duyên Hội Ngộ
70	94531	Duyên Tình Hội Ngộ nhận hộp quà tinh tế, mở nhận nhiều thưởng	OpenLevel69	94532	Duyên Tình Hội Ngộ nhận hộp quà tinh tế, mở nhận nhiều thưởng																												Hộp Duyên Hội Ngộ
71	94541	Duyên Tình Hội Ngộ nhận hộp quà tinh tế, mở nhận nhiều thưởng	OpenLevel69	94542	Duyên Tình Hội Ngộ nhận hộp quà tinh tế, mở nhận nhiều thưởng																												Hộp Duyên Hội Ngộ
72	94551	Duyên Tình Hội Ngộ nhận hộp quà tinh tế, mở nhận nhiều thưởng	OpenLevel69	94552	Duyên Tình Hội Ngộ nhận hộp quà tinh tế, mở nhận nhiều thưởng																												Hộp Duyên Hội Ngộ
73	94561	Duyên Tình Hội Ngộ nhận hộp quà tinh tế, mở nhận nhiều thưởng	OpenLevel69	94562	Duyên Tình Hội Ngộ nhận hộp quà tinh tế, mở nhận nhiều thưởng																												Hộp Duyên Hội Ngộ
74	9494	Thưởng dùng thức ăn Tiệc Gia Tộc	OpenLevel69	9495	Thưởng dùng thức ăn Tiệc Gia Tộc	OpenLevel79	9496	Thưởng dùng thức ăn Tiệc Gia Tộc																									
75	9503	Phần thưởng khi ăn Tiệc Bang Hội	OpenLevel79	9504	Phần thưởng khi ăn Tiệc Bang Hội	OpenLevel109	9505	Phần thưởng khi ăn Tiệc Bang Hội																									
76	97061	Mở nhận ngẫu nhiên 1 Hoàng Kim Đồ Phổ-Phòng Cụ	OpenLevel129Add30	97062	Mở nhận ngẫu nhiên 1 Hoàng Kim Đồ Phổ-Phòng Cụ	OpenLevel139Add30	97063	Mở nhận ngẫu nhiên 1 Hoàng Kim Đồ Phổ-Phòng Cụ																									Hoàng Kim Đồ Phổ-Phòng Cụ
77	99241	Phần thưởng tham gia mua chung thời trang	OpenLevel49	99242	Phần thưởng tham gia mua chung thời trang																												
78	101821	Dùng nhận [FFFE0D]Thủy Tinh Trắng x6, Đá Hồn Lv1 Ngẫu Nhiên x1, Tẩy Tủy Đơn x1, 30 Nguyên Bảo, 200 Cống Hiến[-] đồng thời may mắn nhận thêm [FFFE0D]Minh Chủ Lệnh, Trang Bị Hiếm Bậc 3, Đá Hồn Lv2 Ngẫu Nhiên hoặc Đá Hồn Lv1 Ngẫu Nhiên[-].	OpenLevel59	101821	Dùng chắc chắn nhận [FFFE0D]Cống hiến x2000, nguyên khí x2000, chân Khí x2000 và Bùa Chưa Giám Định x3[-] và báu vật quý [FFFE0D]Mảnh Đá Hồn-Sơ Lv5 x6[-]. 	OpenLevel69	101821	Dùng chắc chắn nhận [FFFE0D]Cống hiến x2000, nguyên khí x2000, chân Khí x2000 và Bùa Chưa Giám Định x3[-] và báu vật quý [FFFE0D]Mảnh Đá Hồn-Sơ Lv5 x6[-]. 	OpenLevel79	101821	Dùng chắc chắn nhận [FFFE0D]Cống hiến x2000, nguyên khí x2000, chân Khí x2000 và Bùa Chưa Giám Định x3[-] và báu vật quý [FFFE0D]Mảnh Đá Hồn-Sơ Lv5 x6[-]. 	OpenLevel89	101821	Dùng chắc chắn nhận [FFFE0D]Cống hiến x2000, nguyên khí x2000, chân Khí x2000 và Bùa Chưa Giám Định x3[-] và báu vật quý [FFFE0D]Mảnh Đá Hồn-Sơ Lv5 x6[-]. 	OpenLevel99	101821	Dùng chắc chắn nhận [FFFE0D]Cống hiến x2000, nguyên khí x2000, chân Khí x2000 và Bùa Chưa Giám Định x3[-] và báu vật quý [FFFE0D]Mảnh Đá Hồn-Sơ Lv5 x6[-]. 	OpenLevel109	101821	Dùng chắc chắn nhận [FFFE0D]Cống hiến x2000, nguyên khí x2000, chân Khí x2000 và Bùa Chưa Giám Định x3[-] và báu vật quý [FFFE0D]Mảnh Đá Hồn-Sơ Lv5 x6[-]. 	OpenLevel119	101821	Dùng nhận [FFFE0D]Cống hiến x2000, Nguyên khí x2000, Chân Khí x2000 và Bùa Chưa Giám Định x3[-]. 	OpenLevel129	101822	Dùng nhận [FFFE0D]Cống hiến x2000, Nguyên khí x2000, Chân Khí x2000 và Bùa Chưa Giám Định x3[-]. 	OpenLevel139	101823	Dùng nhận [FFFE0D]Cống hiến x2000, Nguyên khí x2000, Chân Khí x2000 và Bùa Chưa Giám Định x3[-]. 	OpenLevel149	101824	Dùng nhận [FFFE0D]Cống hiến x2000, Nguyên khí x2000, Chân Khí x2000 và Bùa Chưa Giám Định x3[-]. 	Quà Siêu Giá Trị 50,000 VND (Trong Nước)
79	101890		OpenLevel59	101890		OpenLevel69	101890		OpenLevel79	101890		OpenLevel89	101890		OpenLevel99	101890		OpenLevel109	101890		OpenLevel119	101891		OpenLevel129	101892		OpenLevel139	101892		OpenLevel149	101892		Rương Quà Siêu Giá Trị 5,000 VNĐ (Trong Nước)
