ChangeId	Desc	Part	CharmExtern	ColorItem1	ConsumeItem1	ConsumeCount1	ColorItem2	ConsumeItem2	ConsumeCount2	ColorItem3	ConsumeItem3	ConsumeCount3	ColorItem4	ConsumeItem4	ConsumeCount4	ColorItem5	ConsumeItem5	ConsumeCount5	ColorItem6	ConsumeItem6	ConsumeCount6	ColorItem7	ConsumeItem7	ConsumeCount7	ColorItem8	ConsumeItem8	ConsumeCount8	NameFacionMale1	NameFacionFemale1	NameFacionFemale2	NameFacionFemale3	NameFacionMale4	NameFacionFemale4	NameFacionMale5	NameFacionFemale5	NameFacionFemale6	NameFacionMale7	NameFacionFemale8	NameFacionMale9	NameFacionMale10	NameFacionFemale10	NameFacionMale11	NameFacionFemale12	NameFacionMale13	NameFacionFemale14	NameFacionMale15	NameFacionFemale15	NameFacionMale16	NameFacionFemale16	NameFacionMale17	NameFacionFemale17	NameFacionMale18	NameFacionFemale18	NameFacionMale19	NameFacionFemale19			
4007	Vũ Khí T7	1	12	3255	2569	1	3203	2569	4	3204	2569	4	3205	2569	4													Bậc 7: Kim Qua Chùy	Bậc 7: Kim Qua Chùy	Bậc 7: Huyền Thiết Kiếm	Bậc 7: Trụy Tinh Cung	Bậc 7: Thấu Cốt Thương	Bậc 7: Thấu Cốt Thương	Bậc 7: Thất Tinh Kiếm	Bậc 7: Thất Tinh Kiếm	Bậc 7: Ngư Trường Kiếm	Bậc 7: Phổ Độ Côn	Bậc 7: Đỗ Quyên Đề Huyết	Bậc 7: Thất Cốt Nỏ	Bậc 7: Thương Mặc Vô Phong	Bậc 7: Thương Mặc Vô Phong	Bậc 7: Hỏa Long Châu	Bậc 7: Tản Thiên Sương	Bậc 7: Lưu Phong Kiếm	Bậc 7: Vũ Lâm Linh	Bậc 7: Ngô Cung Thu	Bậc 7: Ngô Cung Thu	Bậc 7: Như Vân Đao	Bậc 7: Như Vân Đao	Bậc 7: Bích Linh Kiếm	Bậc 7: Bích Linh Kiếm	Bậc 7: Minh Vương Trấn Nhạc	Bậc 7: Minh Vương Trấn Nhạc	Bậc 7: Tử La Ngâm Hương	Bậc 7: Tử La Ngâm Hương			
4008	Vũ Khí T8	1	12	3256	2569	1	3206	2569	4	3207	2569	4	3208	2569	4													Bậc 8: Nghiệt Long Chùy	Bậc 8: Nghiệt Long Chùy	Bậc 8: Ỷ Thiên Kiếm	Bậc 8: Thí Nguyệt Cung	Bậc 8: Kinh Lôi Thương	Bậc 8: Kinh Lôi Thương	Bậc 8: Bạch Hồng Kiếm	Bậc 8: Bạch Hồng Kiếm	Bậc 8: Đồ Cùng Chủy	Bậc 8: Giảo Hải Côn	Bậc 8: Sinh Ca Lưu Quang	Bậc 8: Thiên Ngoại Phi Tiên	Bậc 8: Ngân Nguyệt Phi Yến	Bậc 8: Ngân Nguyệt Phi Yến	Bậc 8: Xích Long Trụ	Bậc 8: Đa Tình Hoàn	Bậc 8: Tàn Tuyết Kiếm	Bậc 8: Kim Lũ Ca	Bậc 8: Ô Dạ Đề	Bậc 8: Ô Dạ Đề	Bậc 8: Vũ Nham Đao	Bậc 8: Vũ Nham Đao	Bậc 8: Thanh Vận Kiếm	Bậc 8: Thanh Vận Kiếm	Bậc 8: Mộng Ảnh Lưu Li	Bậc 8: Mộng Ảnh Lưu Li	Bậc 8: Vân Kính Sương Hoa	Bậc 8: Vân Kính Sương Hoa			
4009	Vũ Khí T9	1	12	3257	2569	1	3209	2569	4	3210	2569	4	3211	2569	4													Bậc 9: Phá Thiên Chùy	Bậc 9: Phá Thiên Chùy	Bậc 9: Liên Hoa Kiếm	Bậc 9: Hậu Nghệ Cung	Bậc 9: Phá Thiên Kích	Bậc 9: Phá Thiên Kích	Bậc 9: Bích Huyết Kiếm	Bậc 9: Bích Huyết Kiếm	Bậc 9: Đoạn Nhạc Tỷ	Bậc 9: Bàn Long Côn	Bậc 9: Sương Linh Hàm Hoa	Bậc 9: Thực Cốt Nỏ	Bậc 9: Loan Ca Phượng Vũ	Bậc 9: Loan Ca Phượng Vũ	Bậc 9: Kim Long Thiên	Bậc 9: Ly Biệt Câu	Bậc 9: Chính Dương Kiếm	Bậc 9: Cán Khê Sa	Bậc 9: Quy Khứ Lai	Bậc 9: Quy Khứ Lai	Bậc 9: Châm Đấu Đao	Bậc 9: Châm Đấu Đao	Bậc 9: Ngọc Tuyền Kiếm	Bậc 9: Ngọc Tuyền Kiếm	Bậc 9: Phượng Vĩ Ti Lan	Bậc 9: Phượng Vĩ Ti Lan	Bậc 9: Kim Lý Mặc Ngấn	Bậc 9: Kim Lý Mặc Ngấn			
4010	Vũ Khí T10	1	12	3258	2569	1	3212	2569	4	3213	2569	4	3214	2569	4													Bậc 10: Hỗn Nguyên Chùy	Bậc 10: Hỗn Nguyên Chùy	Bậc 10: Phá Nguyệt Kiếm	Bậc 10: Long Thiệt Cung	Bậc 10: Thiên Long Kích	Bậc 10: Thiên Long Kích	Bậc 10: Thiên Xu Kiếm	Bậc 10: Thiên Xu Kiếm	Bậc 10: Huyết Phách Nhẫn	Bậc 10: Hàng Ma Côn	Bậc 10: Hồng Phấn Lộ Ngưng	Bậc 10: Truy Tinh Nỏ	Bậc 10: Toái Ngọc Kim	Bậc 10: Toái Ngọc Kim	Bậc 10: Hàng Long Hữu Hối	Bậc 10: Tương Tư Dẫn	Bậc 10: Toái Tinh Kiếm	Bậc 10: Thanh Ngọc Án	Bậc 10: Song Yến Ly	Bậc 10: Song Yến Ly	Bậc 10: Phong Cốt Đao	Bậc 10: Phong Cốt Đao	Bậc 10: Thanh Tiêu Kiếm	Bậc 10: Thanh Tiêu Kiếm	Bậc 10: Ngụy Mạc U Ảnh	Bậc 10: Ngụy Mạc U Ảnh	Bậc 10: Phi Hoa Tự Mộng	Bậc 10: Phi Hoa Tự Mộng			
4011	Vũ Khí T11	1	12	5311	2569	1	5312	2569	4	5313	2569	4	5314	2569	4													Bậc 11: Hám Địa Chùy	Bậc 11: Hám Địa Chùy	Bậc 11: Ngưng Tuyết Kiếm	Bậc 11: Thần Mộc Cung	Bậc 11: Bá Vương Thương	Bậc 11: Bá Vương Thương	Bậc 11: Huyền Tiêu Kiếm	Bậc 11: Huyền Tiêu Kiếm	Bậc 11: Đoạn Ly Chủy	Bậc 11: Kim Liên Côn	Bậc 11: Phượng Vũ Tuyền Cơ	Bậc 11: Xuyên Vân Nỏ	Bậc 11: Thiên Châu Lưu Quang	Bậc 11: Thiên Châu Lưu Quang	Bậc 11: Hắc Ma Trượng	Bậc 11: Ẩm Nguyệt Chi	Bậc 11: Ngự Thần Kiếm	Bậc 11: Như Mộng Lệnh	Bậc 11: Tuyết Dạ Băng	Bậc 11: Tuyết Dạ Băng	Bậc 11: Nhuận Đức Đao	Bậc 11: Nhuận Đức Đao	Bậc 11: Mặc Ảnh Kiếm	Bậc 11: Mặc Ảnh Kiếm	Bậc 11: Mộc Huy Ngọc Lân	Bậc 11: Mộc Huy Ngọc Lân	Bậc 11: Thanh Sương Tàn Tuyết	Bậc 11: Thanh Sương Tàn Tuyết			
4012	Vũ Khí T12	1	12	5315	2569	1	5316	2569	4	5317	2569	4	5318	2569	4													Bậc 12: Tứ Tượng Chùy	Bậc 12: Tứ Tượng Chùy	Bậc 12: Hồng Lăng Kiếm	Bậc 12: Triều Nhan Cung	Bậc 12: Long Đảm Thương	Bậc 12: Long Đảm Thương	Bậc 12: Chân Linh Kiếm	Bậc 12: Chân Linh Kiếm	Bậc 12: Long Nha Chủy	Bậc 12: Quan Thế Côn	Bậc 12: Mạch Thượng Hoa Khai	Bậc 12: Hắc Hạt Ngân Câu	Bậc 12: Nguyệt Lãnh Hàn Tuyền	Bậc 12: Nguyệt Lãnh Hàn Tuyền	Bậc 12: Thanh Long Toái Ngọc	Bậc 12: Tuyết Linh Lung	Bậc 12: Thanh Vân Kiếm	Bậc 12: Bạch Bình Hương	Bậc 12: Hải Nguyệt Thanh Huy	Bậc 12: Hải Nguyệt Thanh Huy	Bậc 12: Oán Nguyệt Đao	Bậc 12: Oán Nguyệt Đao	Bậc 12: U Ngữ Kiếm	Bậc 12: U Ngữ Kiếm	Bậc 12: Thương Khung Hạc Huyết	Bậc 12: Thương Khung Hạc Huyết	Bậc 12: Khinh Ngữ Phù Dung	Bậc 12: Khinh Ngữ Phù Dung			
4013	Vũ Khí T13	1	12	5319	2569	1	5320	2569	4	5321	2569	4	5322	2569	4													Bậc 13: Ngũ Nhạc Chùy	Bậc 13: Ngũ Nhạc Chùy	Bậc 13: Băng Ngọc Kiếm	Bậc 13: Linh Bảo Cung	Bậc 13: Lịch Tuyền Thương	Bậc 13: Lịch Tuyền Thương	Bậc 13: Chân Võ Kiếm	Bậc 13: Chân Võ Kiếm	Bậc 13: Can Tương Mạc Tà	Bậc 13: Độ Ách Côn	Bậc 13: Hán Cung Xuân Hiểu	Bậc 13: Thất Sát Thiên La	Bậc 13: Phi Tinh Đoạt Nguyệt	Bậc 13: Phi Tinh Đoạt Nguyệt	Bậc 13: Ứng Long Phần Thiên	Bậc 13: Hoàng Tuyền Dẫn	Bậc 13: Thần Tiêu Kiếm	Bậc 13: Tô Mạc Già	Bậc 13: Phi Bộc Liên Châu	Bậc 13: Phi Bộc Liên Châu	Bậc 13: Phù Long Đao	Bậc 13: Phù Long Đao	Bậc 13: Lan Hối Kiếm	Bậc 13: Lan Hối Kiếm	Bậc 13: Lục Ma Ẩm Huyết	Bậc 13: Lục Ma Ẩm Huyết	Bậc 13: Ti Vũ Như Sầu	Bậc 13: Ti Vũ Như Sầu			
4014	Vũ Khí T14	1	12	5323	2569	1	5324	2569	4	5325	2569	4	5326	2569	4													Bậc 14: Minh Ngục Chùy	Bậc 14: Minh Ngục Chùy	Bậc 14: Lưu Huỳnh Kiếm	Bậc 14: Bích Loan Cung	Bậc 14: Trạm Kim Thương	Bậc 14: Trạm Kim Thương	Bậc 14: Tiên Vũ Kiếm	Bậc 14: Tiên Vũ Kiếm	Bậc 14: U Minh Chủy	Bậc 14: Xá Lợi Côn	Bậc 14: Dao Đài Bộ Nguyệt	Bậc 14: Phi Tinh Đoạt Hồn	Bậc 14: Ngọc Huyền Minh	Bậc 14: Ngọc Huyền Minh	Bậc 14: Tinh Phệ Nhật	Bậc 14: Bách Triều Phượng	Bậc 14: Hy Hoàng Kiếm	Bậc 14: Đông Hồ Nguyệt	Bậc 14: Tiêu Hoàn Bội	Bậc 14: Tiêu Hoàn Bội	Bậc 14: Cửu Cốt Đao	Bậc 14: Cửu Cốt Đao	Bậc 14: Phủ Dạ Kiếm	Bậc 14: Phủ Dạ Kiếm	Bậc 14: Quỳ Thú Song Giảo	Bậc 14: Quỳ Thú Song Giảo	Bậc 14: Nộ Quyển Sương Tuyết	Bậc 14: Nộ Quyển Sương Tuyết			
4015	Vũ Khí T15	1	12	5327	2569	1	5328	2569	4	5329	2569	4	5330	2569	4													Bậc 15: Bích Tiêu Chùy	Bậc 15: Bích Tiêu Chùy	Bậc 15: Chỉ Thủy Kiếm	Bậc 15: Lạc Nhật Cung	Bậc 15: Ngự Hải Thương	Bậc 15: Ngự Hải Thương	Bậc 15: Trạm Lư Kiếm	Bậc 15: Trạm Lư Kiếm	Bậc 15: Ly Hận Nhẫn	Bậc 15: Thiên Phật Trượng	Bậc 15: Giang Hành Sơ Tuyết	Bậc 15: Hoa Vũ Mạn Thiên	Bậc 15: Tử Mạch Hồng Trần	Bậc 15: Tử Mạch Hồng Trần	Bậc 15: Khôi Long Trượng	Bậc 15: Phong Thanh Hạc Lệ	Bậc 15: Tinh Hồng Kiếm	Bậc 15: Phượng Lâu Xuân	Bậc 15: Trúc Linh Phong	Bậc 15: Trúc Linh Phong	Bậc 15: Hạo Phong Đao	Bậc 15: Hạo Phong Đao	Bậc 15: Thanh Công Kiếm	Bậc 15: Thanh Công Kiếm	Bậc 15: Minh Nguyệt Kinh Sinh	Bậc 15: Minh Nguyệt Kinh Sinh	Bậc 15: Phù Sinh Nhã Mộng	Bậc 15: Phù Sinh Nhã Mộng			
4016	Vũ Khí T16	1	12	5331	2569	1	5332	2569	4	5333	2569	4	5334	2569	4													Bậc 16: Khải Ngọc Chùy	Bậc 16: Khải Ngọc Chùy	Bậc 16: Hàn Anh Kiếm	Bậc 16: Hàn Ngọc Cung	Bậc 16: Ngục Hỏa Thương	Bậc 16: Ngục Hỏa Thương	Bậc 16: Túc Ưng Kiếm	Bậc 16: Túc Ưng Kiếm	Bậc 16: Thí Phong Đoạn Vũ	Bậc 16: Không Minh Trượng	Bậc 16: Hải Đường Xuân Thụy	Bậc 16: Nguyệt Chiếu Hoa Lâm	Bậc 16: Vân Uyên Song Giao	Bậc 16: Vân Uyên Song Giao	Bậc 16: Bàn Xà Trượng	Bậc 16: Ám Hương Sơ Ảnh	Bậc 16: Ngọc Liên Kiếm	Bậc 16: Tử Dạ Ca	Bậc 16: Phượng Hoàng Hòa Minh	Bậc 16: Phượng Hoàng Hòa Minh	Bậc 16: Yển Cốt Đao	Bậc 16: Yển Cốt Đao	Bậc 16: Ngự Sầu Kiếm	Bậc 16: Ngự Sầu Kiếm	Bậc 16: Lãnh Huy Linh Mị	Bậc 16: Lãnh Huy Linh Mị	Bậc 16: Tử Lan Mộ Xuân	Bậc 16: Tử Lan Mộ Xuân			
4017	Vũ Khí T17	1	12	5335	2569	1	5336	2569	4	5337	2569	4	5338	2569	4													Bậc 17: Lang Tru Chùy	Bậc 17: Lang Tru Chùy	Bậc 17: Kim Lan Kiếm	Bậc 17: Bạch Trạch Cung	Bậc 17: Xích Nguyệt Thương	Bậc 17: Xích Nguyệt Thương	Bậc 17: Tình Quân Kiếm	Bậc 17: Tình Quân Kiếm	Bậc 17: Hư Minh Chủy	Bậc 17: Nguyệt Minh Trượng	Bậc 17: Chi Anh Hoa Dữ	Bậc 17: Thiên Nữ Tán Hoa	Bậc 17: Thanh Chi Khảm Sương	Bậc 17: Thanh Chi Khảm Sương	Bậc 17: Phong Suy Trúc	Bậc 17: Phong Ngân Nguyệt	Bậc 17: Thiên Vân Kiếm	Bậc 17: Thanh Xuân Oán	Bậc 17: Kim Hộc Thanh Âm	Bậc 17: Kim Hộc Thanh Âm	Bậc 17: Bắc Tinh Đao	Bậc 17: Bắc Tinh Đao	Bậc 17: Thiên Long Kiếm	Bậc 17: Thiên Long Kiếm	Bậc 17: Minh Huy Độc Tôn	Bậc 17: Minh Huy Độc Tôn	Bậc 17: Ác Phong Lãm Tinh	Bậc 17: Ác Phong Lãm Tinh			
4018	Vũ Khí T18	1	12	5339	2569	1	5340	2569	4	5341	2569	4	5342	2569	4													Bậc 18: <Lang Khiếu Chuy>	Bậc 18: <Lang Khiếu Chuy>	Bậc 18: <Kim Lan Kiếm>	Bậc 18: <Bạch Trạch Cung>	Bậc 18: <Xích Nguyệt Thương>	Bậc 18: <Xích Nguyệt Thương>	Bậc 18: <Thuần Quân Kiếm>	Bậc 18: <Thuần Quân Kiếm>	Bậc 18: <Hư Minh Chủy>	Bậc 18: <Nguyệt Luân Trượng>	Bậc 18: <Oanh Dữ Hoa Ngữ>	Bậc 18: <Thiên Nữ Tán Hoa>	Bậc 18: <Thanh Chi Khảm Sương>	Bậc 18: <Thanh Chi Khảm Sương>	Bậc 18: <Phong Xuy Tân Trúc>	Bậc 18: <Phong Xuy Tân Trúc>	Bậc 18: <Ngâm Phong Lộng Nguyệt>	Bậc 18: <Kim Qua Kiếm>	Bậc 18: <Dương Xuân Oán>	Bậc 18: <Kim Hộc Thanh Âm>	Bậc 18: <Kim Hộc Thanh Âm>	Bậc 18: <Bắc Tinh Đao>	Bậc 18: <Bắc Tinh Đao>	Bậc 18: <Tinh Ngân Kiếm>	Bậc 18: <Tinh Ngân Kiếm>	Bậc 18: <Minh Huy Độc Tôn>	Bậc 18: <Minh Huy Độc Tôn>	Bậc 18: <Ác Phong Lãm Tinh>	Bậc 18: <Ác Phong Lãm Tinh>	Bậc 18: <Nhất Thủy Gian>	Bậc 18: <Nhất Thủy Gian>
5901	Nón Ngoại Trang T1 (Giới Hạn)	4	4	8203	2569	1																						Ngoại Trang: Ngạo Huyết Đan Thanh	Ngoại Trang: Thanh Ngọc Vân Ca	Ngoại Trang: Thanh Đăng Duệ Ảnh	Ngoại Trang: Thanh Ngọc Vân Ca	Ngoại Trang: Thiên Diệp Sâm La	Ngoại Trang: Thanh Đăng Duệ Ảnh	Ngoại Trang: Thiên Diệp Sâm La	Ngoại Trang: Thanh Đăng Duệ Ảnh	Ngoại Trang: Thanh Đăng Duệ Ảnh	Ngoại Trang: Ngạo Huyết Đan Thanh	Ngoại Trang: Thanh Đăng Duệ Ảnh	Ngoại Trang: Thiên Diệp Sâm La	Ngoại Trang: Ngạo Huyết Đan Thanh	Ngoại Trang: Thanh Đăng Duệ Ảnh	Ngoại Trang: Ngạo Huyết Đan Thanh	Ngoại Trang: Thanh Ngọc Vân Ca	Ngoại Trang: Thiên Diệp Sâm La	Ngoại Trang: Thanh Đăng Duệ Ảnh	Ngoại Trang: Thiên Diệp Sâm La	Ngoại Trang: Thanh Đăng Duệ Ảnh	Ngoại Trang: Ngạo Huyết Đan Thanh	Ngoại Trang: Thanh Ngọc Vân Ca	Ngoại Trang: Thiên Diệp Sâm La	Ngoại Trang: Thanh Đăng Duệ Ảnh	Ngoại Trang: Thiên Diệp Sâm La	Ngoại Trang: Thanh Đăng Duệ Ảnh	Ngoại Trang: Thiên Diệp Sâm La	Ngoại Trang: Thanh Ngọc Vân Ca			
5902	Đầu Sức Hoa T2 (Giới Hạn)	4	10	8204	2569	1																						Ngoại Trang: Thiết Huyết Long Đảm	Ngoại Trang: Anh Lạc Trường Không	Ngoại Trang: Mẫu Đơn Vọng Nguyệt	Ngoại Trang: Anh Lạc Trường Không	Ngoại Trang: Quân Tử Như Phong	Ngoại Trang: Mẫu Đơn Vọng Nguyệt	Ngoại Trang: Quân Tử Như Phong	Ngoại Trang: Mẫu Đơn Vọng Nguyệt	Ngoại Trang: Mẫu Đơn Vọng Nguyệt	Ngoại Trang: Thiết Huyết Long Đảm	Ngoại Trang: Mẫu Đơn Vọng Nguyệt	Ngoại Trang: Quân Tử Như Phong	Ngoại Trang: Thiết Huyết Long Đảm	Ngoại Trang: Mẫu Đơn Vọng Nguyệt	Ngoại Trang: Thiết Huyết Long Đảm	Ngoại Trang: Anh Lạc Trường Không	Ngoại Trang: Quân Tử Như Phong	Ngoại Trang: Mẫu Đơn Vọng Nguyệt	Ngoại Trang: Quân Tử Như Phong	Ngoại Trang: Mẫu Đơn Vọng Nguyệt	Ngoại Trang: Thiết Huyết Long Đảm	Ngoại Trang: Anh Lạc Trường Không	Ngoại Trang: Quân Tử Như Phong	Ngoại Trang: Mẫu Đơn Vọng Nguyệt	Ngoại Trang: Quân Tử Như Phong	Ngoại Trang: Mẫu Đơn Vọng Nguyệt	Ngoại Trang: Quân Tử Như Phong	Ngoại Trang: Anh Lạc Trường Không			
5903	Áo Năm Mới T3 (Giới Hạn)	4	10	8205	2569	1																						Ngoại Trang: Bát Phương Vân Động	Ngoại Trang: Mặc Chỉ U Lan	Ngoại Trang: Ngạo Hàn Tố Tuyết	Ngoại Trang: Mặc Chỉ U Lan	Ngoại Trang: Bạch Ngọc Lang Hoàn	Ngoại Trang: Ngạo Hàn Tố Tuyết	Ngoại Trang: Bạch Ngọc Lang Hoàn	Ngoại Trang: Ngạo Hàn Tố Tuyết	Ngoại Trang: Ngạo Hàn Tố Tuyết	Ngoại Trang: Bát Phương Vân Động	Ngoại Trang: Ngạo Hàn Tố Tuyết	Ngoại Trang: Bạch Ngọc Lang Hoàn	Ngoại Trang: Bát Phương Vân Động	Ngoại Trang: Ngạo Hàn Tố Tuyết	Ngoại Trang: Bát Phương Vân Động	Ngoại Trang: Mặc Chỉ U Lan	Ngoại Trang: Bạch Ngọc Lang Hoàn	Ngoại Trang: Ngạo Hàn Tố Tuyết	Ngoại Trang: Bạch Ngọc Lang Hoàn	Ngoại Trang: Ngạo Hàn Tố Tuyết	Ngoại Trang: Bát Phương Vân Động	Ngoại Trang: Mặc Chỉ U Lan	Ngoại Trang: Bạch Ngọc Lang Hoàn	Ngoại Trang: Ngạo Hàn Tố Tuyết	Ngoại Trang: Bạch Ngọc Lang Hoàn	Ngoại Trang: Ngạo Hàn Tố Tuyết	Ngoại Trang: Bạch Ngọc Lang Hoàn	Ngoại Trang: Mặc Chỉ U Lan			
5904	Đầu Sức-Ngoại Trang T4 (Bát Gia Tướng)-Giới Hạn	4	10	8206	2569	1																						Ngoại Trang: Huyền Giáp Thiết Kỵ	Ngoại Trang: Già Lam Thính Vũ	Ngoại Trang: Vũ Lạc Trần Thương	Ngoại Trang: Già Lam Thính Vũ	Ngoại Trang: Mặc Ngữ Vô Trần	Ngoại Trang: Vũ Lạc Trần Thương	Ngoại Trang: Mặc Ngữ Vô Trần	Ngoại Trang: Vũ Lạc Trần Thương	Ngoại Trang: Vũ Lạc Trần Thương	Ngoại Trang: Huyền Giáp Thiết Kỵ	Ngoại Trang: Vũ Lạc Trần Thương	Ngoại Trang: Mặc Ngữ Vô Trần	Ngoại Trang: Huyền Giáp Thiết Kỵ	Ngoại Trang: Vũ Lạc Trần Thương	Ngoại Trang: Huyền Giáp Thiết Kỵ	Ngoại Trang: Già Lam Thính Vũ	Ngoại Trang: Mặc Ngữ Vô Trần	Ngoại Trang: Vũ Lạc Trần Thương	Ngoại Trang: Mặc Ngữ Vô Trần	Ngoại Trang: Vũ Lạc Trần Thương	Ngoại Trang: Huyền Giáp Thiết Kỵ	Ngoại Trang: Già Lam Thính Vũ	Ngoại Trang: Mặc Ngữ Vô Trần	Ngoại Trang: Vũ Lạc Trần Thương	Ngoại Trang: Mặc Ngữ Vô Trần	Ngoại Trang: Vũ Lạc Trần Thương	Ngoại Trang: Mặc Ngữ Vô Trần	Ngoại Trang: Già Lam Thính Vũ			
5905	Đầu Sức Hắc Bang T5 (Giới Hạn)	4	10	8215	2569	1																						Ngoại Trang: Cuồng Khách	Ngoại Trang: Mị Linh	Ngoại Trang: Quyến Giả	Ngoại Trang: Mị Linh	Ngoại Trang: Tà Hiệp	Ngoại Trang: Quyến Giả	Ngoại Trang: Tà Hiệp	Ngoại Trang: Quyến Giả	Ngoại Trang: Quyến Giả	Ngoại Trang: Cuồng Khách	Ngoại Trang: Quyến Giả	Ngoại Trang: Tà Hiệp	Ngoại Trang: Cuồng Khách	Ngoại Trang: Quyến Giả	Ngoại Trang: Cuồng Khách	Ngoại Trang: Mị Linh	Ngoại Trang: Tà Hiệp	Ngoại Trang: Quyến Giả	Ngoại Trang: Tà Hiệp	Ngoại Trang: Quyến Giả	Ngoại Trang: Cuồng Khách	Ngoại Trang: Mị Linh	Ngoại Trang: Tà Hiệp	Ngoại Trang: Quyến Giả	Ngoại Trang: Tà Hiệp	Ngoại Trang: Quyến Giả	Ngoại Trang: Tà Hiệp	Ngoại Trang: Mị Linh			
5906	Đầu Sức Tự Nhiên T6 (Giới Hạn)	4	10	8207	2569	1																						Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết	Ngoại Trang: Thanh Trúc Mịch Ảnh	Ngoại Trang: Lạc Hoa Ánh Tuyết			
5907	Đầu Sức Phù Quang T7 (Giới Hạn)	4	10	8208	2569	1																						Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp	Ngoại Trang: Phù Quang-Mộng Vũ	Ngoại Trang: Phù Quang-Mộng Điệp			
5908	Đầu Sức Ti Lộ Lưu Sa T9 (Giới Hạn)	4	10	7128	2569	1																						Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa	Ngoại Trang: Ti Lộ Lưu Sa			
