ShowType	Name	Faction	Sex	ResId	IconId	BigIconId	Desc	Desc2
8207	【Hiếm】Bồ Đề Đai	1|7|10|11|16	1		10507	10507	【Hiếm】Đai Thiên Vương T7	T7
8208	【Hiếm】Kinh Vũ Đai	1|7|10|11|16	1		10508	10508	【Hiếm】Đai Thiên Vương T8	T8
8209	【Hiếm】Tu Di Yêu Đai	1|7|10|11|16	1		10509	10509	【Hiếm】Đai Thiên Vương T9	T9
8210	【Hiếm】Tham Lang Đai	1|7|10|11|16	1		10510	10510	【Hiếm】Đai Thiên Vương T10	T10
9101	Hắc Vân Ngoa	1|7|10|11|16	1		10601	10601	Giày Thiên Vương T1	T1
9102	Phi Ngư Ngoa	1|7|10|11|16	1		10602	10602	Giày Thiên Vương T2	T2
9103	Phá Lỗ Ngoa	1|7|10|11|16	1		10603	10603	Giày Thiên Vương T3	T3
9104	Lang Yên Ngoa	1|7|10|11|16	1		10604	10604	Giày Thiên Vương T4	T4
9105	Tru Tà Ngoa	1|7|10|11|16	1		10605	10605	Giày Thiên Vương T5	T5
9106	Quỷ Diện Ngoa	1|7|10|11|16	1		10606	10606	Giày Thiên Vương T6	T6
9107	Bồ Đề Ngoa	1|7|10|11|16	1		10607	10607	Giày Thiên Vương T7	T7
9108	Kinh Vũ Ngoa	1|7|10|11|16	1		10608	10608	Giày Thiên Vương T8	T8
9109	Tu Di Ngoa	1|7|10|11|16	1		10609	10609	Giày Thiên Vương T9	T9
9110	Tham Lang Ngoa	1|7|10|11|16	1		10610	10610	Giày Thiên Vương T10	T10
9201	【Hiếm】Hắc Vân Ngoa	1|7|10|11|16	1		10601	10601	【Hiếm】Giày Thiên Vương T1	T1
9202	【Hiếm】Phi Ngư Ngoa	1|7|10|11|16	1		10602	10602	【Hiếm】Giày Thiên Vương T2	T2
9203	【Hiếm】Phá Lỗ Ngoa	1|7|10|11|16	1		10603	10603	【Hiếm】Giày Thiên Vương T3	T3
9204	【Hiếm】Lang Yên Ngoa	1|7|10|11|16	1		10604	10604	【Hiếm】Giày Thiên Vương T4	T4
9205	【Hiếm】Tru Tà Ngoa	1|7|10|11|16	1		10605	10605	【Hiếm】Giày Thiên Vương T5	T5
9206	【Hiếm】Quỷ Diện Ngoa	1|7|10|11|16	1		10606	10606	【Hiếm】Giày Thiên Vương T6	T6
9207	【Hiếm】Bồ Đề Ngoa	1|7|10|11|16	1		10607	10607	【Hiếm】Giày Thiên Vương T7	T7
9208	【Hiếm】Kinh Vũ Ngoa	1|7|10|11|16	1		10608	10608	【Hiếm】Giày Thiên Vương T8	T8
9209	【Hiếm】Tu Di Ngoa	1|7|10|11|16	1		10609	10609	【Hiếm】Giày Thiên Vương T9	T9
9210	【Hiếm】Tham Lang Ngoa	1|7|10|11|16	1		10610	10610	【Hiếm】Giày Thiên Vương T10	T10
1101	Thanh Phong Kiếm	2	2	11	10111	10111	Vũ Khí Nga Mi T1	T1
1102	Bạch Ngọc Kiếm	2	2	12	10112	10112	Vũ Khí Nga Mi T2	T2
1103	Vạn Nhẫn Kiếm	2	2	13	10113	10113	Vũ Khí Nga Mi T3	T3
1104	Thanh Phong Kiếm	2	2	14	10114	10114	Vũ Khí Nga Mi T4	T4
1105	Xích Tiêu Kiếm	2	2	15	10115	10115	Vũ Khí Nga Mi T5	T5
1106	Thanh Sương Kiếm	2	2	16	10116	10116	Vũ Khí Nga Mi T6	T6
1107	Huyền Thiết Kiếm	2	2	17	10117	10117	Vũ Khí Nga Mi T7	T7
1108	Ỷ Thiên Kiếm	2	2	18	10118	10118	Vũ Khí Nga Mi T8	T8
1109	Liên Hoa Kiếm	2	2	19	10119	10119	Vũ Khí Nga Mi T9	T9
1110	Phá Nguyệt Kiếm	2	2	20	10120	10120	Vũ Khí Nga Mi T10	T10
1201	【Hiếm】Thanh Phong Kiếm	2	2	11	10111	10111	【Hiếm】Vũ Khí Nga Mi T1	T1
1202	【Hiếm】Bạch Ngọc Kiếm	2	2	12	10112	10112	【Hiếm】Vũ Khí Nga Mi T2	T2
1203	【Hiếm】Vạn Nhẫn Kiếm	2	2	13	10113	10113	【Hiếm】Vũ Khí Nga Mi T3	T3
1204	【Hiếm】Thanh Phong Kiếm	2	2	14	10114	10114	【Hiếm】Vũ Khí Nga Mi T4	T4
1205	【Hiếm】Xích Tiêu Kiếm	2	2	15	10115	10115	【Hiếm】Vũ Khí Nga Mi T5	T5
1206	【Hiếm】Thanh Sương Kiếm	2	2	16	10116	10116	【Hiếm】Vũ Khí Nga Mi T6	T6
1207	【Hiếm】Huyền Thiết Kiếm	2	2	17	10117	10117	【Hiếm】Vũ Khí Nga Mi T7	T7
1208	【Hiếm】Ỷ Thiên Kiếm	2	2	18	10118	10118	【Hiếm】Vũ Khí Nga Mi T8	T8
1209	【Hiếm】Liên Hoa Kiếm	2	2	19	10119	10119	【Hiếm】Vũ Khí Nga Mi T9	T9
1210	【Hiếm】Phá Nguyệt Kiếm	2	2	20	10120	10120	【Hiếm】Vũ Khí Nga Mi T10	T10
6101	Đinh Hương Thường	2|4|5|6|8|10|14|15|17|18|20	2	4001	10411	10411	Áo Nga Mi T1	T1
6102	Xích Luyện Y	2|4|5|6|8|10|14|15|17|18|20	2	4002	10412	10412	Áo Nga Mi T2	T2
6103	Phồn Hoa Thường	2|4|5|6|8|10|14|15|17|18|20	2	4003	10413	10413	Áo Nga Mi T3	T3
6104	Ly Thương Y	2|4|5|6|8|10|14|15|17|18|20	2	4004	10414	10414	Áo Nga Mi T4	T4
6105	Hàn Mai Thường	2|4|5|6|8|10|14|15|17|18|20	2	4005	10415	10415	Áo Nga Mi T5	T5
6106	Bế Nguyệt Thường	2|4|5|6|8|10|14|15|17|18|20	2	4006	10416	10416	Áo Nga Mi T6	T6
6107	Tử Hà Thường	2|4|5|6|8|10|14|15|17|18|20	2	4007	10417	10417	Áo Nga Mi T7	T7
6108	Vận Nghê Thường	2|4|5|6|8|10|14|15|17|18|20	2	4008	10418	10418	Áo Nga Mi T8	T8
6109	Khởi Tú Thường	2|4|5|6|8|10|14|15|17|18|20	2	4009	10419	10419	Áo Nga Mi T9	T9
6110	Thiên Hương Thường	2|4|5|6|8|10|14|15|17|18|20	2	4010	10420	10420	Áo Nga Mi T10	T10
6201	【Hiếm】Đinh Hương Thường	2|4|5|6|8|10|14|15|17|18|20	2	4001	10411	10411	【Hiếm】Áo Nga Mi T1	T1
6202	【Hiếm】Xích Luyện Y	2|4|5|6|8|10|14|15|17|18|20	2	4002	10412	10412	【Hiếm】Áo Nga Mi T2	T2
6203	【Hiếm】Phồn Hoa Thường	2|4|5|6|8|10|14|15|17|18|20	2	4003	10413	10413	【Hiếm】Áo Nga Mi T3	T3
6204	【Hiếm】Ly Thương Y	2|4|5|6|8|10|14|15|17|18|20	2	4004	10414	10414	【Hiếm】Áo Nga Mi T4	T4
6205	【Hiếm】Hàn Mai Thường	2|4|5|6|8|10|14|15|17|18|20	2	4005	10415	10415	【Hiếm】Áo Nga Mi T5	T5
6206	【Hiếm】Bế Nguyệt Thường	2|4|5|6|8|10|14|15|17|18|20	2	4006	10416	10416	【Hiếm】Áo Nga Mi T6	T6
6207	【Hiếm】Tử Hà Thường	2|4|5|6|8|10|14|15|17|18|20	2	4007	10417	10417	【Hiếm】Áo Nga Mi T7	T7
6208	【Hiếm】Vận Nghê Thường	2|4|5|6|8|10|14|15|17|18|20	2	4008	10418	10418	【Hiếm】Áo Nga Mi T8	T8
6209	【Hiếm】Khởi Tú Thường	2|4|5|6|8|10|14|15|17|18|20	2	4009	10419	10419	【Hiếm】Áo Nga Mi T9	T9
6210	【Hiếm】Thiên Hương Thường	2|4|5|6|8|10|14|15|17|18|20	2	4010	10420	10420	【Hiếm】Áo Nga Mi T10	T10
5101	Đinh Hương Thoa	2|4|5|6|8|10|14|15|17|18|20	2	4001	10211	10211	Nón Nga Mi T1	T1
5102	Xích Luyện Thoa	2|4|5|6|8|10|14|15|17|18|20	2	4002	10212	10212	Nón Nga Mi T2	T2
5103	Phồn Hoa Thoa	2|4|5|6|8|10|14|15|17|18|20	2	4003	10213	10213	Nón Nga Mi T3	T3
5104	Ly Thương Thoa	2|4|5|6|8|10|14|15|17|18|20	2	4004	10214	10214	Nón Nga Mi T4	T4
5105	Hàn Mai Thoa	2|4|5|6|8|10|14|15|17|18|20	2	4005	10215	10215	Nón Nga Mi T5	T5
5106	Bế Nguyệt Thoa	2|4|5|6|8|10|14|15|17|18|20	2	4006	10216	10216	Nón Nga Mi T6	T6
5107	Tử Hà Thoa	2|4|5|6|8|10|14|15|17|18|20	2	4007	10217	10217	Nón Nga Mi T7	T7
5108	Vận Nghê Thoa	2|4|5|6|8|10|14|15|17|18|20	2	4008	10218	10218	Nón Nga Mi T8	T8
5109	Khởi Tú Thoa	2|4|5|6|8|10|14|15|17|18|20	2	4009	10219	10219	Nón Nga Mi T9	T9
5110	Thiên Hương Thoa	2|4|5|6|8|10|14|15|17|18|20	2	4010	10220	10220	Nón Nga Mi T10	T10
5201	【Hiếm】Đinh Hương Thoa	2|4|5|6|8|10|14|15|17|18|20	2	4001	10211	10211	【Hiếm】Nón Nga Mi T1	T1
5202	【Hiếm】Xích Luyện Thoa	2|4|5|6|8|10|14|15|17|18|20	2	4002	10212	10212	【Hiếm】Nón Nga Mi T2	T2
5203	【Hiếm】Phồn Hoa Thoa	2|4|5|6|8|10|14|15|17|18|20	2	4003	10213	10213	【Hiếm】Nón Nga Mi T3	T3
5204	【Hiếm】Ly Thương Thoa	2|4|5|6|8|10|14|15|17|18|20	2	4004	10214	10214	【Hiếm】Nón Nga Mi T4	T4
5205	【Hiếm】Hàn Mai Thoa	2|4|5|6|8|10|14|15|17|18|20	2	4005	10215	10215	【Hiếm】Nón Nga Mi T5	T5
5206	【Hiếm】Bế Nguyệt Thoa	2|4|5|6|8|10|14|15|17|18|20	2	4006	10216	10216	【Hiếm】Nón Nga Mi T6	T6
5207	【Hiếm】Tử Hà Thoa	2|4|5|6|8|10|14|15|17|18|20	2	4007	10217	10217	【Hiếm】Nón Nga Mi T7	T7
5208	【Hiếm】Vận Nghê Thoa	2|4|5|6|8|10|14|15|17|18|20	2	4008	10218	10218	【Hiếm】Nón Nga Mi T8	T8
5209	【Hiếm】Khởi Tú Thoa	2|4|5|6|8|10|14|15|17|18|20	2	4009	10219	10219	【Hiếm】Nón Nga Mi T9	T9
5210	【Hiếm】Thiên Hương Thoa	2|4|5|6|8|10|14|15|17|18|20	2	4010	10220	10220	【Hiếm】Nón Nga Mi T10	T10
7101	Đinh Hương Uyển	2|4|5|6|8|10|14|15|17|18|20	2		10311	10311	Bao Tay Nga Mi T1	T1
7102	Xích Luyện Uyển	2|4|5|6|8|10|14|15|17|18|20	2		10312	10312	Bao Tay Nga Mi T2	T2
7103	Phồn Hoa Uyển	2|4|5|6|8|10|14|15|17|18|20	2		10313	10313	Bao Tay Nga Mi T3	T3
7104	Ly Thương Uyển	2|4|5|6|8|10|14|15|17|18|20	2		10314	10314	Bao Tay Nga Mi T4	T4
7105	Hàn Mai Uyển	2|4|5|6|8|10|14|15|17|18|20	2		10315	10315	Bao Tay Nga Mi T5	T5
7106	Bế Nguyệt Uyển	2|4|5|6|8|10|14|15|17|18|20	2		10316	10316	Bao Tay Nga Mi T6	T6
7107	Tử Hà Uyển	2|4|5|6|8|10|14|15|17|18|20	2		10317	10317	Bao Tay Nga Mi T7	T7
7108	Vận Nghê Uyển	2|4|5|6|8|10|14|15|17|18|20	2		10318	10318	Bao Tay Nga Mi T8	T8
7109	Khởi Tú Uyển	2|4|5|6|8|10|14|15|17|18|20	2		10319	10319	Bao Tay Nga Mi T9	T9
7110	Thiên Hương Uyển	2|4|5|6|8|10|14|15|17|18|20	2		10320	10320	Bao Tay Nga Mi T10	T10
7201	【Hiếm】Đinh Hương Uyển	2|4|5|6|8|10|14|15|17|18|20	2		10311	10311	【Hiếm】Bao Tay Nga Mi T1	T1
7202	【Hiếm】Xích Luyện Uyển	2|4|5|6|8|10|14|15|17|18|20	2		10312	10312	【Hiếm】Bao Tay Nga Mi T2	T2
7203	【Hiếm】Phồn Hoa Uyển	2|4|5|6|8|10|14|15|17|18|20	2		10313	10313	【Hiếm】Bao Tay Nga Mi T3	T3
7204	【Hiếm】Ly Thương Uyển	2|4|5|6|8|10|14|15|17|18|20	2		10314	10314	【Hiếm】Bao Tay Nga Mi T4	T4
7205	【Hiếm】Hàn Mai Uyển	2|4|5|6|8|10|14|15|17|18|20	2		10315	10315	【Hiếm】Bao Tay Nga Mi T5	T5
7206	【Hiếm】Bế Nguyệt Uyển	2|4|5|6|8|10|14|15|17|18|20	2		10316	10316	【Hiếm】Bao Tay Nga Mi T6	T6
7207	【Hiếm】Tử Hà Uyển	2|4|5|6|8|10|14|15|17|18|20	2		10317	10317	【Hiếm】Bao Tay Nga Mi T7	T7
7208	【Hiếm】Vận Nghê Uyển	2|4|5|6|8|10|14|15|17|18|20	2		10318	10318	【Hiếm】Bao Tay Nga Mi T8	T8
7209	【Hiếm】Khởi Tú Uyển	2|4|5|6|8|10|14|15|17|18|20	2		10319	10319	【Hiếm】Bao Tay Nga Mi T9	T9
7210	【Hiếm】Thiên Hương Uyển	2|4|5|6|8|10|14|15|17|18|20	2		10320	10320	【Hiếm】Bao Tay Nga Mi T10	T10
8101	Đinh Hương Đai	2|4|5|6|8|10|14|15|17|18|20	2		10511	10511	Đai Nga Mi T1	T1
8102	Xích Luyện Đai	2|4|5|6|8|10|14|15|17|18|20	2		10512	10512	Đai Nga Mi T2	T2
8103	Phồn Hoa Đai	2|4|5|6|8|10|14|15|17|18|20	2		10513	10513	Đai Nga Mi T3	T3
8104	Ly Thương Đai	2|4|5|6|8|10|14|15|17|18|20	2		10514	10514	Đai Nga Mi T4	T4
8105	Hàn Mai Đai	2|4|5|6|8|10|14|15|17|18|20	2		10515	10515	Đai Nga Mi T5	T5
8106	Bế Nguyệt Đai	2|4|5|6|8|10|14|15|17|18|20	2		10516	10516	Đai Nga Mi T6	T6
8107	Tử Hà Đai	2|4|5|6|8|10|14|15|17|18|20	2		10517	10517	Đai Nga Mi T7	T7
8108	Vận Nghê Đai	2|4|5|6|8|10|14|15|17|18|20	2		10518	10518	Đai Nga Mi T8	T8
8109	Khởi Tú Đai	2|4|5|6|8|10|14|15|17|18|20	2		10519	10519	Đai Nga Mi T9	T9
8110	Thiên Hương Đai	2|4|5|6|8|10|14|15|17|18|20	2		10520	10520	Đai Nga Mi T10	T10
8201	【Hiếm】Đinh Hương Đai	2|4|5|6|8|10|14|15|17|18|20	2		10511	10511	【Hiếm】Đai Nga Mi T1	T1
8202	【Hiếm】Xích Luyện Đai	2|4|5|6|8|10|14|15|17|18|20	2		10512	10512	【Hiếm】Đai Nga Mi T2	T2
8203	【Hiếm】Phồn Hoa Đai	2|4|5|6|8|10|14|15|17|18|20	2		10513	10513	【Hiếm】Đai Nga Mi T3	T3
8204	【Hiếm】Ly Thương Đai	2|4|5|6|8|10|14|15|17|18|20	2		10514	10514	【Hiếm】Đai Nga Mi T4	T4
8205	【Hiếm】Hàn Mai Đai	2|4|5|6|8|10|14|15|17|18|20	2		10515	10515	【Hiếm】Đai Nga Mi T5	T5
8206	【Hiếm】Bế Nguyệt Đai	2|4|5|6|8|10|14|15|17|18|20	2		10516	10516	【Hiếm】Đai Nga Mi T6	T6
8207	【Hiếm】Tử Hà Đai	2|4|5|6|8|10|14|15|17|18|20	2		10517	10517	【Hiếm】Đai Nga Mi T7	T7
8208	【Hiếm】Vận Nghê Đai	2|4|5|6|8|10|14|15|17|18|20	2		10518	10518	【Hiếm】Đai Nga Mi T8	T8
8209	【Hiếm】Khởi Tú Đai	2|4|5|6|8|10|14|15|17|18|20	2		10519	10519	【Hiếm】Đai Nga Mi T9	T9
8210	【Hiếm】Thiên Hương Đai	2|4|5|6|8|10|14|15|17|18|20	2		10520	10520	【Hiếm】Đai Nga Mi T10	T10
9101	Đinh Hương Ngoa	2|4|5|6|8|10|14|15|17|18|20	2		10611	10611	Giày Nga Mi T1	T1
9102	Xích Luyện Ngoa	2|4|5|6|8|10|14|15|17|18|20	2		10612	10612	Giày Nga Mi T2	T2
9103	Phồn Hoa Ngoa	2|4|5|6|8|10|14|15|17|18|20	2		10613	10613	Giày Nga Mi T3	T3
9104	Ly Thương Ngoa	2|4|5|6|8|10|14|15|17|18|20	2		10614	10614	Giày Nga Mi T4	T4
9105	Hàn Mai Ngoa	2|4|5|6|8|10|14|15|17|18|20	2		10615	10615	Giày Nga Mi T5	T5
9106	Bế Nguyệt Ngoa	2|4|5|6|8|10|14|15|17|18|20	2		10616	10616	Giày Nga Mi T6	T6
9107	Tử Hà Ngoa	2|4|5|6|8|10|14|15|17|18|20	2		10617	10617	Giày Nga Mi T7	T7
9108	Vận Nghê Ngoa	2|4|5|6|8|10|14|15|17|18|20	2		10618	10618	Giày Nga Mi T8	T8
9109	Khởi Tú Ngoa	2|4|5|6|8|10|14|15|17|18|20	2		10619	10619	Giày Nga Mi T9	T9
9110	Thiên Hương Ngoa	2|4|5|6|8|10|14|15|17|18|20	2		10620	10620	Giày Nga Mi T10	T10
9201	【Hiếm】Đinh Hương Ngoa	2|4|5|6|8|10|14|15|17|18|20	2		10611	10611	【Hiếm】Giày Nga Mi T1	T1
9202	【Hiếm】Xích Luyện Ngoa	2|4|5|6|8|10|14|15|17|18|20	2		10612	10612	【Hiếm】Giày Nga Mi T2	T2
9203	【Hiếm】Phồn Hoa Ngoa	2|4|5|6|8|10|14|15|17|18|20	2		10613	10613	【Hiếm】Giày Nga Mi T3	T3
9204	【Hiếm】Ly Thương Ngoa	2|4|5|6|8|10|14|15|17|18|20	2		10614	10614	【Hiếm】Giày Nga Mi T4	T4
9205	【Hiếm】Hàn Mai Ngoa	2|4|5|6|8|10|14|15|17|18|20	2		10615	10615	【Hiếm】Giày Nga Mi T5	T5
9206	【Hiếm】Bế Nguyệt Ngoa	2|4|5|6|8|10|14|15|17|18|20	2		10616	10616	【Hiếm】Giày Nga Mi T6	T6
9207	【Hiếm】Tử Hà Ngoa	2|4|5|6|8|10|14|15|17|18|20	2		10617	10617	【Hiếm】Giày Nga Mi T7	T7
9208	【Hiếm】Vận Nghê Ngoa	2|4|5|6|8|10|14|15|17|18|20	2		10618	10618	【Hiếm】Giày Nga Mi T8	T8
9209	【Hiếm】Khởi Tú Ngoa	2|4|5|6|8|10|14|15|17|18|20	2		10619	10619	【Hiếm】Giày Nga Mi T9	T9
9210	【Hiếm】Thiên Hương Ngoa	2|4|5|6|8|10|14|15|17|18|20	2		10620	10620	【Hiếm】Giày Nga Mi T10	T10
1101	Phá Giáp Cung	3	2	21	10121	10121	Vũ Khí Đào Hoa T1	T1
1102	Phi Hồng Cung	3	2	22	10122	10122	Vũ Khí Đào Hoa T2	T2
1103	Xuyên Dương Cung	3	2	23	10123	10123	Vũ Khí Đào Hoa T3	T3
1104	Lý Quảng Cung	3	2	24	10124	10124	Vũ Khí Đào Hoa T4	T4
1105	Thấu Cốt Cung	3	2	25	10125	10125	Vũ Khí Đào Hoa T5	T5
1106	Tru Tâm Cung	3	2	26	10126	10126	Vũ Khí Đào Hoa T6	T6
1107	Trụy Tinh Cung	3	2	27	10127	10127	Vũ Khí Đào Hoa T7	T7
1108	Thí Nguyệt Cung	3	2	28	10128	10128	Vũ Khí Đào Hoa T8	T8
1109	Hậu Nghệ Cung	3	2	29	10129	10129	Vũ Khí Đào Hoa T9	T9
1110	Long Thiệt Cung	3	2	30	10130	10130	Vũ Khí Đào Hoa T10	T10
1201	【Hiếm】Phá Giáp Cung	3	2	21	10121	10121	【Hiếm】Vũ Khí Đào Hoa T1	T1
1202	【Hiếm】Phi Hồng Cung	3	2	22	10122	10122	【Hiếm】Vũ Khí Đào Hoa T2	T2
1203	【Hiếm】Xuyên Dương Cung	3	2	23	10123	10123	【Hiếm】Vũ Khí Đào Hoa T3	T3
1204	【Hiếm】Lý Quảng Cung	3	2	24	10124	10124	【Hiếm】Vũ Khí Đào Hoa T4	T4
1205	【Hiếm】Thấu Cốt Cung	3	2	25	10125	10125	【Hiếm】Vũ Khí Đào Hoa T5	T5
1206	【Hiếm】Tru Tâm Cung	3	2	26	10126	10126	【Hiếm】Vũ Khí Đào Hoa T6	T6
1207	【Hiếm】Trụy Tinh Cung	3	2	27	10127	10127	【Hiếm】Vũ Khí Đào Hoa T7	T7
1208	【Hiếm】Thí Nguyệt Cung	3	2	28	10128	10128	【Hiếm】Vũ Khí Đào Hoa T8	T8
1209	【Hiếm】Hậu Nghệ Cung	3	2	29	10129	10129	【Hiếm】Vũ Khí Đào Hoa T9	T9
1210	【Hiếm】Long Thiệt Cung	3	2	30	10130	10130	【Hiếm】Vũ Khí Đào Hoa T10	T10
6101	Vân Cẩm Thường	1|3|11|12|16|19	2	3001	10421	10421	Áo Đào Hoa T1	T1
6102	Mộng Điệp Thường	1|3|11|12|16|19	2	3002	10422	10422	Áo Đào Hoa T2	T2
6103	Bích Lạc Thường	1|3|11|12|16|19	2	3003	10423	10423	Áo Đào Hoa T3	T3
6104	Lưu Ly Thường	1|3|11|12|16|19	2	3004	10424	10424	Áo Đào Hoa T4	T4
6105	Thanh Loan Thường	1|3|11|12|16|19	2	3005	10425	10425	Áo Đào Hoa T5	T5
6106	Dao Trì Thường	1|3|11|12|16|19	2	3006	10426	10426	Áo Đào Hoa T6	T6
6107	Thanh Mộ Thường	1|3|11|12|16|19	2	3007	10427	10427	Áo Đào Hoa T7	T7
6108	Tử Huỳnh Thường	1|3|11|12|16|19	2	3008	10428	10428	Áo Đào Hoa T8	T8
6109	Hoa Vũ Thường	1|3|11|12|16|19	2	3009	10429	10429	Áo Đào Hoa T9	T9
6110	Linh Lung Thường	1|3|11|12|16|19	2	3010	10430	10430	Áo Đào Hoa T10	T10
6201	【Hiếm】Vân Cẩm Thường	1|3|11|12|16|19	2	3001	10421	10421	【Hiếm】Áo Đào Hoa T1	T1
6202	【Hiếm】Mộng Điệp Thường	1|3|11|12|16|19	2	3002	10422	10422	【Hiếm】Áo Đào Hoa T2	T2
6203	【Hiếm】Bích Lạc Thường	1|3|11|12|16|19	2	3003	10423	10423	【Hiếm】Áo Đào Hoa T3	T3
6204	【Hiếm】Lưu Ly Thường	1|3|11|12|16|19	2	3004	10424	10424	【Hiếm】Áo Đào Hoa T4	T4
6205	【Hiếm】Thanh Loan Thường	1|3|11|12|16|19	2	3005	10425	10425	【Hiếm】Áo Đào Hoa T5	T5
6206	【Hiếm】Dao Trì Thường	1|3|11|12|16|19	2	3006	10426	10426	【Hiếm】Áo Đào Hoa T6	T6
6207	【Hiếm】Thanh Mộ Thường	1|3|11|12|16|19	2	3007	10427	10427	【Hiếm】Áo Đào Hoa T7	T7
6208	【Hiếm】Tử Huỳnh Thường	1|3|11|12|16|19	2	3008	10428	10428	【Hiếm】Áo Đào Hoa T8	T8
6209	【Hiếm】Hoa Vũ Thường	1|3|11|12|16|19	2	3009	10429	10429	【Hiếm】Áo Đào Hoa T9	T9
6210	【Hiếm】Linh Lung Thường	1|3|11|12|16|19	2	3010	10430	10430	【Hiếm】Áo Đào Hoa T10	T10
5101	Vân Cẩm Thoa	1|3|11|12|16|19	2	3001	10221	10221	Nón Đào Hoa T1	T1
5102	Mộng Điệp Thoa	1|3|11|12|16|19	2	3002	10222	10222	Nón Đào Hoa T2	T2
5103	Bích Lạc Thoa	1|3|11|12|16|19	2	3003	10223	10223	Nón Đào Hoa T3	T3
5104	Lưu Ly Thoa	1|3|11|12|16|19	2	3004	10224	10224	Nón Đào Hoa T4	T4
5105	Thanh Loan Thoa	1|3|11|12|16|19	2	3005	10225	10225	Nón Đào Hoa T5	T5
5106	Dao Trì Thoa	1|3|11|12|16|19	2	3006	10226	10226	Nón Đào Hoa T6	T6
5107	Thanh Mộ Thoa	1|3|11|12|16|19	2	3007	10227	10227	Nón Đào Hoa T7	T7
5108	Tử Huỳnh Thoa	1|3|11|12|16|19	2	3008	10228	10228	Nón Đào Hoa T8	T8
5109	Hoa Vũ Thoa	1|3|11|12|16|19	2	3009	10229	10229	Nón Đào Hoa T9	T9
5110	Linh Lung Thoa	1|3|11|12|16|19	2	3010	10230	10230	Nón Đào Hoa T10	T10
5201	【Hiếm】Vân Cẩm Thoa	1|3|11|12|16|19	2	3001	10221	10221	【Hiếm】Nón Đào Hoa T1	T1
5202	【Hiếm】Mộng Điệp Thoa	1|3|11|12|16|19	2	3002	10222	10222	【Hiếm】Nón Đào Hoa T2	T2
5203	【Hiếm】Bích Lạc Thoa	1|3|11|12|16|19	2	3003	10223	10223	【Hiếm】Nón Đào Hoa T3	T3
5204	【Hiếm】Lưu Ly Thoa	1|3|11|12|16|19	2	3004	10224	10224	【Hiếm】Nón Đào Hoa T4	T4
5205	【Hiếm】Thanh Loan Thoa	1|3|11|12|16|19	2	3005	10225	10225	【Hiếm】Nón Đào Hoa T5	T5
5206	【Hiếm】Dao Trì Thoa	1|3|11|12|16|19	2	3006	10226	10226	【Hiếm】Nón Đào Hoa T6	T6
5207	【Hiếm】Thanh Mộ Thoa	1|3|11|12|16|19	2	3007	10227	10227	【Hiếm】Nón Đào Hoa T7	T7
5208	【Hiếm】Tử Huỳnh Thoa	1|3|11|12|16|19	2	3008	10228	10228	【Hiếm】Nón Đào Hoa T8	T8
5209	【Hiếm】Hoa Vũ Thoa	1|3|11|12|16|19	2	3009	10229	10229	【Hiếm】Nón Đào Hoa T9	T9
5210	【Hiếm】Linh Lung Thoa	1|3|11|12|16|19	2	3010	10230	10230	【Hiếm】Nón Đào Hoa T10	T10
7101	Vân Cẩm Uyển	1|3|11|12|16|19	2		10321	10321	Bao Tay Đào Hoa T1	T1
7102	Mộng Điệp Uyển	1|3|11|12|16|19	2		10322	10322	Bao Tay Đào Hoa T2	T2
7103	Bích Lạc Uyển	1|3|11|12|16|19	2		10323	10323	Bao Tay Đào Hoa T3	T3
7104	Lưu Ly Uyển	1|3|11|12|16|19	2		10324	10324	Bao Tay Đào Hoa T4	T4
7105	Thanh Loan Uyển	1|3|11|12|16|19	2		10325	10325	Bao Tay Đào Hoa T5	T5
7106	Dao Trì Uyển	1|3|11|12|16|19	2		10326	10326	Bao Tay Đào Hoa T6	T6
7107	Thanh Mộ Uyển	1|3|11|12|16|19	2		10327	10327	Bao Tay Đào Hoa T7	T7
7108	Tử Huỳnh Uyển	1|3|11|12|16|19	2		10328	10328	Bao Tay Đào Hoa T8	T8
7109	Hoa Vũ Uyển	1|3|11|12|16|19	2		10329	10329	Bao Tay Đào Hoa T9	T9
7110	Linh Lung Uyển	1|3|11|12|16|19	2		10330	10330	Bao Tay Đào Hoa T10	T10
7201	【Hiếm】Vân Cẩm Uyển	1|3|11|12|16|19	2		10321	10321	【Hiếm】Bao Tay Đào Hoa T1	T1
7202	【Hiếm】Mộng Điệp Uyển	1|3|11|12|16|19	2		10322	10322	【Hiếm】Bao Tay Đào Hoa T2	T2
7203	【Hiếm】Bích Lạc Uyển	1|3|11|12|16|19	2		10323	10323	【Hiếm】Bao Tay Đào Hoa T3	T3
7204	【Hiếm】Lưu Ly Uyển	1|3|11|12|16|19	2		10324	10324	【Hiếm】Bao Tay Đào Hoa T4	T4
7205	【Hiếm】Thanh Loan Uyển	1|3|11|12|16|19	2		10325	10325	【Hiếm】Bao Tay Đào Hoa T5	T5
7206	【Hiếm】Dao Trì Uyển	1|3|11|12|16|19	2		10326	10326	【Hiếm】Bao Tay Đào Hoa T6	T6
7207	【Hiếm】Thanh Mộ Uyển	1|3|11|12|16|19	2		10327	10327	【Hiếm】Bao Tay Đào Hoa T7	T7
7208	【Hiếm】Tử Huỳnh Uyển	1|3|11|12|16|19	2		10328	10328	【Hiếm】Bao Tay Đào Hoa T8	T8
