ClassParamID	Desc	Probability	Name	Item	DebtReplaceItem	OtherType	SubType	Amount	ForbidStall	Add2Auction	TimeLimit	WorldMsg	FriendMsg	KinMsg	TeamMsg	CloseWorldMsg	CloseFriendMsg	CloseKinMsg	CloseTeamMsg	DateLimit
809	Bảo Thạch Khoáng Địa Cung (90-100)	36630	Đá Kháng Bạo Kích Lv1	300				1												
809	Bảo Thạch Khoáng Địa Cung (90-100)	36630	Đá Hiệu Quả Lv1	310				1												
809	Bảo Thạch Khoáng Địa Cung (90-100)	36630	Đá Giảm Hiệu Quả Lv1	320				1												
809	Bảo Thạch Khoáng Địa Cung (90-100)	7000	Đá Sinh Lực Lv2	231				1												
809	Bảo Thạch Khoáng Địa Cung (90-100)	7000	Đá Tấn Công Lv2	241				1												
809	Bảo Thạch Khoáng Địa Cung (90-100)	7000	Đá Kháng Tính Lv2	251				1												
809	Bảo Thạch Khoáng Địa Cung (90-100)	7000	Đá Bỏ Qua Kháng Lv2	261				1												
809	Bảo Thạch Khoáng Địa Cung (90-100)	7000	Đá Né Tránh Lv2	271				1												
809	Bảo Thạch Khoáng Địa Cung (90-100)	7000	Đá Bỏ Qua Né Tránh Lv2	281				1												
809	Bảo Thạch Khoáng Địa Cung (90-100)	7000	Đá Bạo Kích Lv2	291				1												
809	Bảo Thạch Khoáng Địa Cung (90-100)	7000	Đá Kháng Bạo Kích Lv2	301				1												
809	Bảo Thạch Khoáng Địa Cung (90-100)	7000	Đá Hiệu Quả Lv2	311				1												
809	Bảo Thạch Khoáng Địa Cung (90-100)	7000	Đá Giảm Hiệu Quả Lv2	321				1												
809	Bảo Thạch Khoáng Địa Cung (90-100)	1200	Đá Sinh Lực Lv3	232				1												
809	Bảo Thạch Khoáng Địa Cung (90-100)	1200	Đá Tấn Công Lv3	242				1												
809	Bảo Thạch Khoáng Địa Cung (90-100)	1200	Đá Kháng Tính Lv3	252				1												
809	Bảo Thạch Khoáng Địa Cung (90-100)	1200	Đá Bỏ Qua Kháng Lv3	262				1												
809	Bảo Thạch Khoáng Địa Cung (90-100)	1200	Đá Né Tránh Lv3	272				1												
809	Bảo Thạch Khoáng Địa Cung (90-100)	1200	Đá Bỏ Qua Né Tránh Lv3	282				1												
809	Bảo Thạch Khoáng Địa Cung (90-100)	1200	Đá Bạo Kích Lv3	292				1												
809	Bảo Thạch Khoáng Địa Cung (90-100)	1200	Đá Kháng Bạo Kích Lv3	302				1												
809	Bảo Thạch Khoáng Địa Cung (90-100)	1200	Đá Hiệu Quả Lv3	312				1												
809	Bảo Thạch Khoáng Địa Cung (90-100)	1200	Đá Giảm Hiệu Quả Lv3	322				1												
809	Bảo Thạch Khoáng Địa Cung (90-100)	300	Đá Sinh Lực Lv4	233				1												
809	Bảo Thạch Khoáng Địa Cung (90-100)	300	Đá Tấn Công Lv4	243				1												
809	Bảo Thạch Khoáng Địa Cung (90-100)	300	Đá Kháng Tính Lv4	253				1												
809	Bảo Thạch Khoáng Địa Cung (90-100)	300	Đá Bỏ Qua Kháng Lv4	263				1												
809	Bảo Thạch Khoáng Địa Cung (90-100)	300	Đá Né Tránh Lv4	273				1												
809	Bảo Thạch Khoáng Địa Cung (90-100)	300	Đá Bỏ Qua Né Tránh Lv4	283				1												
809	Bảo Thạch Khoáng Địa Cung (90-100)	300	Đá Bạo Kích Lv4	293				1												
809	Bảo Thạch Khoáng Địa Cung (90-100)	300	Đá Kháng Bạo Kích Lv4	303				1												
809	Bảo Thạch Khoáng Địa Cung (90-100)	300	Đá Hiệu Quả Lv4	313				1												
809	Bảo Thạch Khoáng Địa Cung (90-100)	300	Đá Giảm Hiệu Quả Lv4	323				1												
811	Quà Bang Hội Đạo Tặc Lv1-59	328000	5000 Bạc			Coin		5000												
811	Quà Bang Hội Đạo Tặc Lv1-59	116000	10000 Bạc			Coin		10000												
811	Quà Bang Hội Đạo Tặc Lv1-59	40000	30000 Bạc			Coin		30000												
811	Quà Bang Hội Đạo Tặc Lv1-59	12000	50000 Bạc			Coin		50000						1						
811	Quà Bang Hội Đạo Tặc Lv1-59	4000	100000 Bạc			Coin		100000				1		1						
811	Quà Bang Hội Đạo Tặc Lv1-59	300000	300 Cống Hiến			Contrib		300												
811	Quà Bang Hội Đạo Tặc Lv1-59	130000	500 Cống Hiến			Contrib		500												
811	Quà Bang Hội Đạo Tặc Lv1-59	50000	1000 Cống Hiến			Contrib		1000												
811	Quà Bang Hội Đạo Tặc Lv1-59	15000	2000 Cống Hiến			Contrib		2000												
811	Quà Bang Hội Đạo Tặc Lv1-59	5000	3000 Cống Hiến			Contrib		3000												
812	Quà Bang Hội Đạo Tặc Lv60-69	310000	5000 Bạc			Coin		5000												
812	Quà Bang Hội Đạo Tặc Lv60-69	120000	10000 Bạc			Coin		10000												
812	Quà Bang Hội Đạo Tặc Lv60-69	50000	30000 Bạc			Coin		30000												
812	Quà Bang Hội Đạo Tặc Lv60-69	15000	50000 Bạc			Coin		50000						20						
812	Quà Bang Hội Đạo Tặc Lv60-69	5000	100000 Bạc			Coin		100000				20		20						
812	Quà Bang Hội Đạo Tặc Lv60-69	235000	300 Cống Hiến			Contrib		300												
812	Quà Bang Hội Đạo Tặc Lv60-69	181000	500 Cống Hiến			Contrib		500												
812	Quà Bang Hội Đạo Tặc Lv60-69	60000	1000 Cống Hiến			Contrib		1000												
812	Quà Bang Hội Đạo Tặc Lv60-69	18000	2000 Cống Hiến			Contrib		2000												
812	Quà Bang Hội Đạo Tặc Lv60-69	6000	3000 Cống Hiến			Contrib		3000												
813	Quà Bang Hội Đạo Tặc Lv70-79	272000	5000 Bạc			Coin		5000												
813	Quà Bang Hội Đạo Tặc Lv70-79	149000	10000 Bạc			Coin		10000												
813	Quà Bang Hội Đạo Tặc Lv70-79	55000	30000 Bạc			Coin		30000												
813	Quà Bang Hội Đạo Tặc Lv70-79	18000	50000 Bạc			Coin		50000						20						
813	Quà Bang Hội Đạo Tặc Lv70-79	6000	100000 Bạc			Coin		100000				20		20						
813	Quà Bang Hội Đạo Tặc Lv70-79	170000	300 Cống Hiến			Contrib		300												
813	Quà Bang Hội Đạo Tặc Lv70-79	232000	500 Cống Hiến			Contrib		500												
813	Quà Bang Hội Đạo Tặc Lv70-79	70000	1000 Cống Hiến			Contrib		1000												
813	Quà Bang Hội Đạo Tặc Lv70-79	21000	2000 Cống Hiến			Contrib		2000												
813	Quà Bang Hội Đạo Tặc Lv70-79	7000	3000 Cống Hiến			Contrib		3000												
814	Quà Bang Hội Đạo Tặc Lv80-89	226000	5000 Bạc			Coin		5000												
814	Quà Bang Hội Đạo Tặc Lv80-89	187000	10000 Bạc			Coin		10000												
814	Quà Bang Hội Đạo Tặc Lv80-89	60000	30000 Bạc			Coin		30000												
814	Quà Bang Hội Đạo Tặc Lv80-89	20000	50000 Bạc			Coin		50000						20						
814	Quà Bang Hội Đạo Tặc Lv80-89	7000	100000 Bạc			Coin		100000				20		20						
814	Quà Bang Hội Đạo Tặc Lv80-89	130000	300 Cống Hiến			Contrib		300												
814	Quà Bang Hội Đạo Tặc Lv80-89	248000	500 Cống Hiến			Contrib		500												
814	Quà Bang Hội Đạo Tặc Lv80-89	90000	1000 Cống Hiến			Contrib		1000												
814	Quà Bang Hội Đạo Tặc Lv80-89	24000	2000 Cống Hiến			Contrib		2000												
814	Quà Bang Hội Đạo Tặc Lv80-89	8000	3000 Cống Hiến			Contrib		3000												
815	Quà Bang Hội Đạo Tặc Lv90-100	195000	5000 Bạc			Coin		5000												
815	Quà Bang Hội Đạo Tặc Lv90-100	205000	10000 Bạc			Coin		10000												
815	Quà Bang Hội Đạo Tặc Lv90-100	70000	30000 Bạc			Coin		30000												
815	Quà Bang Hội Đạo Tặc Lv90-100	22500	50000 Bạc			Coin		50000						20						
815	Quà Bang Hội Đạo Tặc Lv90-100	7500	100000 Bạc			Coin		100000				20		20						
815	Quà Bang Hội Đạo Tặc Lv90-100	75000	300 Cống Hiến			Contrib		300												
815	Quà Bang Hội Đạo Tặc Lv90-100	295000	500 Cống Hiến			Contrib		500												
815	Quà Bang Hội Đạo Tặc Lv90-100	90000	1000 Cống Hiến			Contrib		1000												
815	Quà Bang Hội Đạo Tặc Lv90-100	30000	2000 Cống Hiến			Contrib		2000												
815	Quà Bang Hội Đạo Tặc Lv90-100	10000	3000 Cống Hiến			Contrib		3000												
1006	Mở 1 Đá Lv1	100000	Rương Bảo Thạch Lv1	230				1												
1006	Mở 1 Đá Lv1	100000	Rương Bảo Thạch Lv1	240				1												
1006	Mở 1 Đá Lv1	100000	Rương Bảo Thạch Lv1	250				1												
1006	Mở 1 Đá Lv1	100000	Rương Bảo Thạch Lv1	260				1												
1006	Mở 1 Đá Lv1	100000	Rương Bảo Thạch Lv1	270				1												
1006	Mở 1 Đá Lv1	100000	Rương Bảo Thạch Lv1	280				1												
1006	Mở 1 Đá Lv1	100000	Rương Bảo Thạch Lv1	290				1												
1006	Mở 1 Đá Lv1	100000	Rương Bảo Thạch Lv1	300				1												
1006	Mở 1 Đá Lv1	100000	Rương Bảo Thạch Lv1	310				1												
1006	Mở 1 Đá Lv1	100000	Rương Bảo Thạch Lv1	320				1												
1007	Mở nhận ngẫu nhiên 1 Đá Lv2	100000	Rương Bảo Thạch Lv2	231				1												
1007	Mở nhận ngẫu nhiên 1 Đá Lv2	100000	Rương Bảo Thạch Lv2	241				1												
1007	Mở nhận ngẫu nhiên 1 Đá Lv2	100000	Rương Bảo Thạch Lv2	251				1												
1007	Mở nhận ngẫu nhiên 1 Đá Lv2	100000	Rương Bảo Thạch Lv2	261				1												
1007	Mở nhận ngẫu nhiên 1 Đá Lv2	100000	Rương Bảo Thạch Lv2	271				1												
1007	Mở nhận ngẫu nhiên 1 Đá Lv2	100000	Rương Bảo Thạch Lv2	281				1												
1007	Mở nhận ngẫu nhiên 1 Đá Lv2	100000	Rương Bảo Thạch Lv2	291				1												
1007	Mở nhận ngẫu nhiên 1 Đá Lv2	100000	Rương Bảo Thạch Lv2	301				1												
1007	Mở nhận ngẫu nhiên 1 Đá Lv2	100000	Rương Bảo Thạch Lv2	311				1												
1007	Mở nhận ngẫu nhiên 1 Đá Lv2	100000	Rương Bảo Thạch Lv2	321				1												
1008	Mở nhận ngẫu nhiên 1 Đá Lv3	100000	Rương Bảo Thạch Lv3	232				1												
1008	Mở nhận ngẫu nhiên 1 Đá Lv3	100000	Rương Bảo Thạch Lv3	242				1												
1008	Mở nhận ngẫu nhiên 1 Đá Lv3	100000	Rương Bảo Thạch Lv3	252				1												
1008	Mở nhận ngẫu nhiên 1 Đá Lv3	100000	Rương Bảo Thạch Lv3	262				1												
1008	Mở nhận ngẫu nhiên 1 Đá Lv3	100000	Rương Bảo Thạch Lv3	272				1												
1008	Mở nhận ngẫu nhiên 1 Đá Lv3	100000	Rương Bảo Thạch Lv3	282				1												
1008	Mở nhận ngẫu nhiên 1 Đá Lv3	100000	Rương Bảo Thạch Lv3	292				1												
1008	Mở nhận ngẫu nhiên 1 Đá Lv3	100000	Rương Bảo Thạch Lv3	302				1												
1008	Mở nhận ngẫu nhiên 1 Đá Lv3	100000	Rương Bảo Thạch Lv3	312				1												
1008	Mở nhận ngẫu nhiên 1 Đá Lv3	100000	Rương Bảo Thạch Lv3	322				1												
1009	Mở nhận ngẫu nhiên 1 Đá Lv4	100000	Rương Bảo Thạch Lv4	233				1												
1009	Mở nhận ngẫu nhiên 1 Đá Lv4	100000	Rương Bảo Thạch Lv4	243				1												
1009	Mở nhận ngẫu nhiên 1 Đá Lv4	100000	Rương Bảo Thạch Lv4	253				1												
1009	Mở nhận ngẫu nhiên 1 Đá Lv4	100000	Rương Bảo Thạch Lv4	263				1												
1009	Mở nhận ngẫu nhiên 1 Đá Lv4	100000	Rương Bảo Thạch Lv4	273				1												
1009	Mở nhận ngẫu nhiên 1 Đá Lv4	100000	Rương Bảo Thạch Lv4	283				1												
1009	Mở nhận ngẫu nhiên 1 Đá Lv4	100000	Rương Bảo Thạch Lv4	293				1												
1009	Mở nhận ngẫu nhiên 1 Đá Lv4	100000	Rương Bảo Thạch Lv4	303				1												
1009	Mở nhận ngẫu nhiên 1 Đá Lv4	100000	Rương Bảo Thạch Lv4	313				1												
1009	Mở nhận ngẫu nhiên 1 Đá Lv4	100000	Rương Bảo Thạch Lv4	323				1												
1010	Mở nhận ngẫu nhiên 1 Đá Lv5	100000	Rương Bảo Thạch Lv5	234				1												
1010	Mở nhận ngẫu nhiên 1 Đá Lv5	100000	Rương Bảo Thạch Lv5	244				1												
1010	Mở nhận ngẫu nhiên 1 Đá Lv5	100000	Rương Bảo Thạch Lv5	254				1												
1010	Mở nhận ngẫu nhiên 1 Đá Lv5	100000	Rương Bảo Thạch Lv5	264				1												
1010	Mở nhận ngẫu nhiên 1 Đá Lv5	100000	Rương Bảo Thạch Lv5	274				1												
1010	Mở nhận ngẫu nhiên 1 Đá Lv5	100000	Rương Bảo Thạch Lv5	284				1												
1010	Mở nhận ngẫu nhiên 1 Đá Lv5	100000	Rương Bảo Thạch Lv5	294				1												
1010	Mở nhận ngẫu nhiên 1 Đá Lv5	100000	Rương Bảo Thạch Lv5	304				1												
1010	Mở nhận ngẫu nhiên 1 Đá Lv5	100000	Rương Bảo Thạch Lv5	314				1												
1010	Mở nhận ngẫu nhiên 1 Đá Lv5	100000	Rương Bảo Thạch Lv5	324				1												
1011	Mở nhận ngẫu nhiên 1 Đá Lv6	100000	Rương Bảo Thạch Lv6	235				1												
1011	Mở nhận ngẫu nhiên 1 Đá Lv6	100000	Rương Bảo Thạch Lv6	245				1												
1011	Mở nhận ngẫu nhiên 1 Đá Lv6	100000	Rương Bảo Thạch Lv6	255				1												
1011	Mở nhận ngẫu nhiên 1 Đá Lv6	100000	Rương Bảo Thạch Lv6	265				1												
1011	Mở nhận ngẫu nhiên 1 Đá Lv6	100000	Rương Bảo Thạch Lv6	275				1												
1011	Mở nhận ngẫu nhiên 1 Đá Lv6	100000	Rương Bảo Thạch Lv6	285				1												
1011	Mở nhận ngẫu nhiên 1 Đá Lv6	100000	Rương Bảo Thạch Lv6	295				1												
1011	Mở nhận ngẫu nhiên 1 Đá Lv6	100000	Rương Bảo Thạch Lv6	305				1												
1011	Mở nhận ngẫu nhiên 1 Đá Lv6	100000	Rương Bảo Thạch Lv6	315				1												
1011	Mở nhận ngẫu nhiên 1 Đá Lv6	100000	Rương Bảo Thạch Lv6	325				1												
1012	Mở nhận ngẫu nhiên 1 Đá Lv7	100000	Rương Bảo Thạch Lv7	236				1												
1012	Mở nhận ngẫu nhiên 1 Đá Lv7	100000	Rương Bảo Thạch Lv7	246				1												
1012	Mở nhận ngẫu nhiên 1 Đá Lv7	100000	Rương Bảo Thạch Lv7	256				1												
1012	Mở nhận ngẫu nhiên 1 Đá Lv7	100000	Rương Bảo Thạch Lv7	266				1												
1012	Mở nhận ngẫu nhiên 1 Đá Lv7	100000	Rương Bảo Thạch Lv7	276				1												
1012	Mở nhận ngẫu nhiên 1 Đá Lv7	100000	Rương Bảo Thạch Lv7	286				1												
1012	Mở nhận ngẫu nhiên 1 Đá Lv7	100000	Rương Bảo Thạch Lv7	296				1												
1012	Mở nhận ngẫu nhiên 1 Đá Lv7	100000	Rương Bảo Thạch Lv7	306				1												
1012	Mở nhận ngẫu nhiên 1 Đá Lv7	100000	Rương Bảo Thạch Lv7	316				1												
1012	Mở nhận ngẫu nhiên 1 Đá Lv7	100000	Rương Bảo Thạch Lv7	326				1												
1013	Mở nhận ngẫu nhiên 1 Đá Lv8	100000	Rương Bảo Thạch Lv8	237				1												
1013	Mở nhận ngẫu nhiên 1 Đá Lv8	100000	Rương Bảo Thạch Lv8	247				1												
1013	Mở nhận ngẫu nhiên 1 Đá Lv8	100000	Rương Bảo Thạch Lv8	257				1												
1013	Mở nhận ngẫu nhiên 1 Đá Lv8	100000	Rương Bảo Thạch Lv8	267				1												
1013	Mở nhận ngẫu nhiên 1 Đá Lv8	100000	Rương Bảo Thạch Lv8	277				1												
1013	Mở nhận ngẫu nhiên 1 Đá Lv8	100000	Rương Bảo Thạch Lv8	287				1												
1013	Mở nhận ngẫu nhiên 1 Đá Lv8	100000	Rương Bảo Thạch Lv8	297				1												
1013	Mở nhận ngẫu nhiên 1 Đá Lv8	100000	Rương Bảo Thạch Lv8	307				1												
1013	Mở nhận ngẫu nhiên 1 Đá Lv8	100000	Rương Bảo Thạch Lv8	317				1												
1013	Mở nhận ngẫu nhiên 1 Đá Lv8	100000	Rương Bảo Thạch Lv8	327				1												
1015	Mở nhận ngẫu nhiên 1 Đá Lv9	100000	Rương Bảo Thạch Lv9	238				1												
1015	Mở nhận ngẫu nhiên 1 Đá Lv9	100000	Rương Bảo Thạch Lv9	248				1												
1015	Mở nhận ngẫu nhiên 1 Đá Lv9	100000	Rương Bảo Thạch Lv9	258				1												
1015	Mở nhận ngẫu nhiên 1 Đá Lv9	100000	Rương Bảo Thạch Lv9	268				1												
1015	Mở nhận ngẫu nhiên 1 Đá Lv9	100000	Rương Bảo Thạch Lv9	278				1												
1015	Mở nhận ngẫu nhiên 1 Đá Lv9	100000	Rương Bảo Thạch Lv9	288				1												
1015	Mở nhận ngẫu nhiên 1 Đá Lv9	100000	Rương Bảo Thạch Lv9	298				1												
1015	Mở nhận ngẫu nhiên 1 Đá Lv9	100000	Rương Bảo Thạch Lv9	308				1												
1015	Mở nhận ngẫu nhiên 1 Đá Lv9	100000	Rương Bảo Thạch Lv9	318				1												
1015	Mở nhận ngẫu nhiên 1 Đá Lv9	100000	Rương Bảo Thạch Lv9	328				1												
1016		-1	3000 Bạc			Coin		3000												
1017	Hộp Quà Bang Hội Lv1	25700	Tẩy Tủy Đơn	1968				1												
1017	Hộp Quà Bang Hội Lv1	128600	Đá Hồn Lv1-Ngẫu Nhiên	2154				1												
1017	Hộp Quà Bang Hội Lv1	14300	Đá Hồn Lv2-Ngẫu Nhiên	2167				1												
1017	Hộp Quà Bang Hội Lv1	342900	Thủy Tinh Trắng x5	212				5												
1017	Hộp Quà Bang Hội Lv1	64300	Khoáng Thạch Thần Bí-Vỡ	213				1												
1017	Hộp Quà Bang Hội Lv1	25700	Sách Đồng Hành Lv1	2157				1												
1017	Hộp Quà Bang Hội Lv1	2900	Sách Đồng Hành Lv2	2158				1												
1017	Hộp Quà Bang Hội Lv1	107100	20 Nguyên Bảo			Gold		20												
1017	Hộp Quà Bang Hội Lv1	42900	30 Nguyên Bảo			Gold		30												
1017	Hộp Quà Bang Hội Lv1	12900	50 Nguyên Bảo			Gold		50												
1017	Hộp Quà Bang Hội Lv1	2100	100 Nguyên Bảo			Gold		100						2						
1017	Hộp Quà Bang Hội Lv1	180500	3000 Bạc			Coin		3000												
1017	Hộp Quà Bang Hội Lv1	37400	5000 Bạc			Coin		5000												
1017	Hộp Quà Bang Hội Lv1	12700	10000 Bạc			Coin		10000												
1018	Hộp Quà Bang Hội Lv2	27000	Tẩy Tủy Đơn	1968				1												
1018	Hộp Quà Bang Hội Lv2	126000	Đá Hồn Lv1-Ngẫu Nhiên	2154				1												
1018	Hộp Quà Bang Hội Lv2	18000	Đá Hồn Lv2-Ngẫu Nhiên	2167				1												
1018	Hộp Quà Bang Hội Lv2	360000	Thủy Tinh Trắng x5	212				5												
1018	Hộp Quà Bang Hội Lv2	67500	Khoáng Thạch Thần Bí-Vỡ	213				1												
1018	Hộp Quà Bang Hội Lv2	25200	Sách Đồng Hành Lv1	2157				1												
1018	Hộp Quà Bang Hội Lv2	3600	Sách Đồng Hành Lv2	2158				1												
1018	Hộp Quà Bang Hội Lv2	90000	20 Nguyên Bảo			Gold		20												
1018	Hộp Quà Bang Hội Lv2	45000	30 Nguyên Bảo			Gold		30												
1018	Hộp Quà Bang Hội Lv2	18000	50 Nguyên Bảo			Gold		50												
1018	Hộp Quà Bang Hội Lv2	4500	100 Nguyên Bảo			Gold		100						2						
1018	Hộp Quà Bang Hội Lv2	133000	3000 Bạc			Coin		3000												
1018	Hộp Quà Bang Hội Lv2	64200	5000 Bạc			Coin		5000												
1018	Hộp Quà Bang Hội Lv2	18000	10000 Bạc			Coin		10000												
1019	Hộp Quà Bang Hội Lv3	28300	Tẩy Tủy Đơn	1968				1												
1019	Hộp Quà Bang Hội Lv3	113100	Đá Hồn Lv1-Ngẫu Nhiên	2154				1												
1019	Hộp Quà Bang Hội Lv3	15800	Đá Hồn Lv2-Ngẫu Nhiên	2167				1												
1019	Hộp Quà Bang Hội Lv3	3100	Đá Hồn Lv3-Ngẫu Nhiên	2168				1												
1019	Hộp Quà Bang Hội Lv3	330000	Thủy Tinh Lục	222				1												
1019	Hộp Quà Bang Hội Lv3	35400	Thủy Tinh Lam	223				1												
1019	Hộp Quà Bang Hội Lv3	47200	Khoáng Thạch Thần Bí-Vỡ	213				1												
1019	Hộp Quà Bang Hội Lv3	6000	Khoáng Thạch Thần Bí Lv2	214				1												
1019	Hộp Quà Bang Hội Lv3	25000	Sách Đồng Hành Lv1	2157				1												
1019	Hộp Quà Bang Hội Lv3	4200	Sách Đồng Hành Lv2	2158				1												
1019	Hộp Quà Bang Hội Lv3	94300	20 Nguyên Bảo			Gold		20												
1019	Hộp Quà Bang Hội Lv3	47200	30 Nguyên Bảo			Gold		30												
1019	Hộp Quà Bang Hội Lv3	18800	50 Nguyên Bảo			Gold		50												
1019	Hộp Quà Bang Hội Lv3	4800	100 Nguyên Bảo			Gold		100						2						
1019	Hộp Quà Bang Hội Lv3	143300	3000 Bạc			Coin		3000												
1019	Hộp Quà Bang Hội Lv3	64700	5000 Bạc			Coin		5000												
1019	Hộp Quà Bang Hội Lv3	18800	10000 Bạc			Coin		10000												
1020	Hộp Quà Bang Hội Lv4	30000	Tẩy Tủy Đơn	1968				1												
1020	Hộp Quà Bang Hội Lv4	110000	Đá Hồn Lv1-Ngẫu Nhiên	2154				1												
1020	Hộp Quà Bang Hội Lv4	18300	Đá Hồn Lv2-Ngẫu Nhiên	2167				1												
1020	Hộp Quà Bang Hội Lv4	3900	Đá Hồn Lv3-Ngẫu Nhiên	2168				1												
1020	Hộp Quà Bang Hội Lv4	325000	Thủy Tinh Lục	222				1												
1020	Hộp Quà Bang Hội Lv4	43800	Thủy Tinh Lam	223				1												
1020	Hộp Quà Bang Hội Lv4	45000	Khoáng Thạch Thần Bí-Vỡ	213				1												
1020	Hộp Quà Bang Hội Lv4	7500	Khoáng Thạch Thần Bí Lv2	214				1												
1020	Hộp Quà Bang Hội Lv4	28000	Sách Đồng Hành Lv1	2157				1												
1020	Hộp Quà Bang Hội Lv4	4000	Sách Đồng Hành Lv2	2158				1												
1020	Hộp Quà Bang Hội Lv4	100000	20 Nguyên Bảo			Gold		20												
1020	Hộp Quà Bang Hội Lv4	50000	30 Nguyên Bảo			Gold		30												
1020	Hộp Quà Bang Hội Lv4	20000	50 Nguyên Bảo			Gold		50												
1020	Hộp Quà Bang Hội Lv4	5000	100 Nguyên Bảo			Gold		100						2						
1020	Hộp Quà Bang Hội Lv4	99400	3000 Bạc			Coin		3000												
1020	Hộp Quà Bang Hội Lv4	80000	5000 Bạc			Coin		5000												
1020	Hộp Quà Bang Hội Lv4	30100	10000 Bạc			Coin		10000												
1021	Hộp Quà Bang Hội Lv5	32100	Tẩy Tủy Đơn	1968				1												
1021	Hộp Quà Bang Hội Lv5	107200	Đá Hồn Lv1-Ngẫu Nhiên	2154				1												
1021	Hộp Quà Bang Hội Lv5	21500	Đá Hồn Lv2-Ngẫu Nhiên	2167				1												
1021	Hộp Quà Bang Hội Lv5	4800	Đá Hồn Lv3-Ngẫu Nhiên	2168				1												
1021	Hộp Quà Bang Hội Lv5	294600	Thủy Tinh Lục	222				1												
1021	Hộp Quà Bang Hội Lv5	60300	Thủy Tinh Lam	223				1												
1021	Hộp Quà Bang Hội Lv5	44200	Khoáng Thạch Thần Bí-Vỡ	213				1												
1021	Hộp Quà Bang Hội Lv5	9000	Khoáng Thạch Thần Bí Lv2	214				1												
1021	Hộp Quà Bang Hội Lv5	26800	Sách Đồng Hành Lv1	2157				1												
1021	Hộp Quà Bang Hội Lv5	5400	Sách Đồng Hành Lv2	2158				1												
1021	Hộp Quà Bang Hội Lv5	80300	20 Nguyên Bảo			Gold		20												
1021	Hộp Quà Bang Hội Lv5	53600	30 Nguyên Bảo			Gold		30												
1021	Hộp Quà Bang Hội Lv5	26800	50 Nguyên Bảo			Gold		50												
1021	Hộp Quà Bang Hội Lv5	8000	100 Nguyên Bảo			Gold		100						2						
1021	Hộp Quà Bang Hội Lv5	110900	3000 Bạc			Coin		3000												
1021	Hộp Quà Bang Hội Lv5	82500	5000 Bạc			Coin		5000												
1021	Hộp Quà Bang Hội Lv5	32000	10000 Bạc			Coin		10000												
1022	Hộp Quà Bang Hội Lv6	34300	Tẩy Tủy Đơn	1968				1												
1022	Hộp Quà Bang Hội Lv6	80000	Đá Hồn Lv1-Ngẫu Nhiên	2154				1												
1022	Hộp Quà Bang Hội Lv6	26700	Đá Hồn Lv2-Ngẫu Nhiên	2167				1												
1022	Hộp Quà Bang Hội Lv6	7600	Đá Hồn Lv3-Ngẫu Nhiên	2168				1												
1022	Hộp Quà Bang Hội Lv6	285700	Thủy Tinh Lục	222				1												
1022	Hộp Quà Bang Hội Lv6	71400	Thủy Tinh Lam	223				1												
1022	Hộp Quà Bang Hội Lv6	42900	Khoáng Thạch Thần Bí-Vỡ	213				1												
1022	Hộp Quà Bang Hội Lv6	10700	Khoáng Thạch Thần Bí Lv2	214				1												
1022	Hộp Quà Bang Hội Lv6	22900	Sách Đồng Hành Lv1	2157				1												
1022	Hộp Quà Bang Hội Lv6	7600	Sách Đồng Hành Lv2	2158				1												
1022	Hộp Quà Bang Hội Lv6	81600	20 Nguyên Bảo			Gold		20												
1022	Hộp Quà Bang Hội Lv6	47600	30 Nguyên Bảo			Gold		30												
1022	Hộp Quà Bang Hội Lv6	28700	50 Nguyên Bảo			Gold		50												
1022	Hộp Quà Bang Hội Lv6	12200	100 Nguyên Bảo			Gold		100						2						
1022	Hộp Quà Bang Hội Lv6	114300	3000 Bạc			Coin		3000												
1022	Hộp Quà Bang Hội Lv6	91400	5000 Bạc			Coin		5000												
1022	Hộp Quà Bang Hội Lv6	34400	10000 Bạc			Coin		10000												
1023	Hộp Quà Bang Hội Lv7	37700	Tẩy Tủy Đơn	1968				1												
1023	Hộp Quà Bang Hội Lv7	88000	Đá Hồn Lv1-Ngẫu Nhiên	2154				1												
1023	Hộp Quà Bang Hội Lv7	29300	Đá Hồn Lv2-Ngẫu Nhiên	2167				1												
1023	Hộp Quà Bang Hội Lv7	8400	Đá Hồn Lv3-Ngẫu Nhiên	2168				1												
1023	Hộp Quà Bang Hội Lv7	244500	Thủy Tinh Lục	222				1												
1023	Hộp Quà Bang Hội Lv7	48900	Thủy Tinh Lam	223				1												
1023	Hộp Quà Bang Hội Lv7	11800	Thủy Tinh Tím	224				1						2						
1023	Hộp Quà Bang Hội Lv7	47100	Khoáng Thạch Thần Bí-Vỡ	213				1												
1023	Hộp Quà Bang Hội Lv7	7900	Khoáng Thạch Thần Bí Lv2	214				1												
1023	Hộp Quà Bang Hội Lv7	1000	Khoáng Thạch Thần Bí Lv3	215				1						2						
1023	Hộp Quà Bang Hội Lv7	25000	Sách Đồng Hành Lv1	2157				1												
1023	Hộp Quà Bang Hội Lv7	8400	Sách Đồng Hành Lv2	2158				1												
1023	Hộp Quà Bang Hội Lv7	78700	200 Chân Khí			ZhenQi		200												
1023	Hộp Quà Bang Hội Lv7	52600	300 Chân Khí			ZhenQi		300												
1023	Hộp Quà Bang Hội Lv7	31200	500 Chân Khí			ZhenQi		500												
1023	Hộp Quà Bang Hội Lv7	15700	1000 Chân Khí			ZhenQi		1000						2						
