GroupId	SaveId	Desc	Level	Attrib1Type	Attrib1Value1	Attrib1Value2	Attrib1Value3	Attrib2Type	Attrib2Value1	Attrib2Value2	Attrib2Value3	Attrib3Type	Attrib3Value1	Attrib3Value2	Attrib3Value3	Attrib4Type	Attrib4Value1	Attrib4Value2	Attrib4Value3	Attrib5Type	Attrib5Value1	Attrib5Value2	Attrib5Value3
1026		Đốc Mạch-Thuộc tính nhân vật 3	15	ignore_water_resist_v	100	118																	
1026		Đốc Mạch-Thuộc tính nhân vật 3	16	ignore_water_resist_v	100	125																	
1026		Đốc Mạch-Thuộc tính nhân vật 3	17	ignore_water_resist_v	100	132																	
1026		Đốc Mạch-Thuộc tính nhân vật 3	18	ignore_water_resist_v	100	138																	
1026		Đốc Mạch-Thuộc tính nhân vật 3	19	ignore_water_resist_v	100	144																	
1026		Đốc Mạch-Thuộc tính nhân vật 3	20	ignore_water_resist_v	100	150																	
1027		Đốc Mạch-Thuộc tính nhân vật 4	1	ignore_fire_resist_v	100	20																	
1027		Đốc Mạch-Thuộc tính nhân vật 4	2	ignore_fire_resist_v	100	27																	
1027		Đốc Mạch-Thuộc tính nhân vật 4	3	ignore_fire_resist_v	100	34																	
1027		Đốc Mạch-Thuộc tính nhân vật 4	4	ignore_fire_resist_v	100	41																	
1027		Đốc Mạch-Thuộc tính nhân vật 4	5	ignore_fire_resist_v	100	48																	
1027		Đốc Mạch-Thuộc tính nhân vật 4	6	ignore_fire_resist_v	100	55																	
1027		Đốc Mạch-Thuộc tính nhân vật 4	7	ignore_fire_resist_v	100	62																	
1027		Đốc Mạch-Thuộc tính nhân vật 4	8	ignore_fire_resist_v	100	69																	
1027		Đốc Mạch-Thuộc tính nhân vật 4	9	ignore_fire_resist_v	100	76																	
1027		Đốc Mạch-Thuộc tính nhân vật 4	10	ignore_fire_resist_v	100	83																	
1027		Đốc Mạch-Thuộc tính nhân vật 4	11	ignore_fire_resist_v	100	90																	
1027		Đốc Mạch-Thuộc tính nhân vật 4	12	ignore_fire_resist_v	100	97																	
1027		Đốc Mạch-Thuộc tính nhân vật 4	13	ignore_fire_resist_v	100	104																	
1027		Đốc Mạch-Thuộc tính nhân vật 4	14	ignore_fire_resist_v	100	111																	
1027		Đốc Mạch-Thuộc tính nhân vật 4	15	ignore_fire_resist_v	100	118																	
1027		Đốc Mạch-Thuộc tính nhân vật 4	16	ignore_fire_resist_v	100	125																	
1027		Đốc Mạch-Thuộc tính nhân vật 4	17	ignore_fire_resist_v	100	132																	
1027		Đốc Mạch-Thuộc tính nhân vật 4	18	ignore_fire_resist_v	100	138																	
1027		Đốc Mạch-Thuộc tính nhân vật 4	19	ignore_fire_resist_v	100	144																	
1027		Đốc Mạch-Thuộc tính nhân vật 4	20	ignore_fire_resist_v	100	150																	
1028		Đốc Mạch-Thuộc tính nhân vật 5	1	ignore_earth_resist_v	100	20																	
1028		Đốc Mạch-Thuộc tính nhân vật 5	2	ignore_earth_resist_v	100	27																	
1028		Đốc Mạch-Thuộc tính nhân vật 5	3	ignore_earth_resist_v	100	34																	
1028		Đốc Mạch-Thuộc tính nhân vật 5	4	ignore_earth_resist_v	100	41																	
1028		Đốc Mạch-Thuộc tính nhân vật 5	5	ignore_earth_resist_v	100	48																	
1028		Đốc Mạch-Thuộc tính nhân vật 5	6	ignore_earth_resist_v	100	55																	
1028		Đốc Mạch-Thuộc tính nhân vật 5	7	ignore_earth_resist_v	100	62																	
1028		Đốc Mạch-Thuộc tính nhân vật 5	8	ignore_earth_resist_v	100	69																	
1028		Đốc Mạch-Thuộc tính nhân vật 5	9	ignore_earth_resist_v	100	76																	
1028		Đốc Mạch-Thuộc tính nhân vật 5	10	ignore_earth_resist_v	100	83																	
1028		Đốc Mạch-Thuộc tính nhân vật 5	11	ignore_earth_resist_v	100	90																	
1028		Đốc Mạch-Thuộc tính nhân vật 5	12	ignore_earth_resist_v	100	97																	
1028		Đốc Mạch-Thuộc tính nhân vật 5	13	ignore_earth_resist_v	100	104																	
1028		Đốc Mạch-Thuộc tính nhân vật 5	14	ignore_earth_resist_v	100	111																	
1028		Đốc Mạch-Thuộc tính nhân vật 5	15	ignore_earth_resist_v	100	118																	
1028		Đốc Mạch-Thuộc tính nhân vật 5	16	ignore_earth_resist_v	100	125																	
1028		Đốc Mạch-Thuộc tính nhân vật 5	17	ignore_earth_resist_v	100	132																	
1028		Đốc Mạch-Thuộc tính nhân vật 5	18	ignore_earth_resist_v	100	138																	
1028		Đốc Mạch-Thuộc tính nhân vật 5	19	ignore_earth_resist_v	100	144																	
1028		Đốc Mạch-Thuộc tính nhân vật 5	20	ignore_earth_resist_v	100	150																	
1029		Đốc Mạch-Thuộc tính nhân vật 6	1	basic_damage_v	25		25																
1029		Đốc Mạch-Thuộc tính nhân vật 6	2	basic_damage_v	38		38																
1029		Đốc Mạch-Thuộc tính nhân vật 6	3	basic_damage_v	51		51																
1029		Đốc Mạch-Thuộc tính nhân vật 6	4	basic_damage_v	64		64																
1029		Đốc Mạch-Thuộc tính nhân vật 6	5	basic_damage_v	77		77																
1029		Đốc Mạch-Thuộc tính nhân vật 6	6	basic_damage_v	90		90																
1029		Đốc Mạch-Thuộc tính nhân vật 6	7	basic_damage_v	103		103																
1029		Đốc Mạch-Thuộc tính nhân vật 6	8	basic_damage_v	116		116																
1029		Đốc Mạch-Thuộc tính nhân vật 6	9	basic_damage_v	129		129																
1029		Đốc Mạch-Thuộc tính nhân vật 6	10	basic_damage_v	142		142																
1029		Đốc Mạch-Thuộc tính nhân vật 6	11	basic_damage_v	154		154																
1029		Đốc Mạch-Thuộc tính nhân vật 6	12	basic_damage_v	166		166																
1029		Đốc Mạch-Thuộc tính nhân vật 6	13	basic_damage_v	178		178																
1029		Đốc Mạch-Thuộc tính nhân vật 6	14	basic_damage_v	190		190																
1029		Đốc Mạch-Thuộc tính nhân vật 6	15	basic_damage_v	202		202																
1029		Đốc Mạch-Thuộc tính nhân vật 6	16	basic_damage_v	214		214																
1029		Đốc Mạch-Thuộc tính nhân vật 6	17	basic_damage_v	226		226																
1029		Đốc Mạch-Thuộc tính nhân vật 6	18	basic_damage_v	238		238																
1029		Đốc Mạch-Thuộc tính nhân vật 6	19	basic_damage_v	250		250																
1029		Đốc Mạch-Thuộc tính nhân vật 6	20	basic_damage_v	260		260																
1030		Đốc Mạch-Thuộc tính nhân vật 7	1	lifemax_v	150																		
1030		Đốc Mạch-Thuộc tính nhân vật 7	2	lifemax_v	460																		
1030		Đốc Mạch-Thuộc tính nhân vật 7	3	lifemax_v	770																		
1030		Đốc Mạch-Thuộc tính nhân vật 7	4	lifemax_v	1080																		
1030		Đốc Mạch-Thuộc tính nhân vật 7	5	lifemax_v	1390																		
1030		Đốc Mạch-Thuộc tính nhân vật 7	6	lifemax_v	1700																		
1030		Đốc Mạch-Thuộc tính nhân vật 7	7	lifemax_v	2010																		
1030		Đốc Mạch-Thuộc tính nhân vật 7	8	lifemax_v	2320																		
1030		Đốc Mạch-Thuộc tính nhân vật 7	9	lifemax_v	2630																		
1030		Đốc Mạch-Thuộc tính nhân vật 7	10	lifemax_v	2940																		
1030		Đốc Mạch-Thuộc tính nhân vật 7	11	lifemax_v	3250																		
1030		Đốc Mạch-Thuộc tính nhân vật 7	12	lifemax_v	3560																		
1030		Đốc Mạch-Thuộc tính nhân vật 7	13	lifemax_v	3870																		
1030		Đốc Mạch-Thuộc tính nhân vật 7	14	lifemax_v	4180																		
1030		Đốc Mạch-Thuộc tính nhân vật 7	15	lifemax_v	4490																		
1030		Đốc Mạch-Thuộc tính nhân vật 7	16	lifemax_v	4800																		
1030		Đốc Mạch-Thuộc tính nhân vật 7	17	lifemax_v	5110																		
1030		Đốc Mạch-Thuộc tính nhân vật 7	18	lifemax_v	5420																		
1030		Đốc Mạch-Thuộc tính nhân vật 7	19	lifemax_v	5720																		
1030		Đốc Mạch-Thuộc tính nhân vật 7	20	lifemax_v	6000																		
1031		Đốc Mạch-Thuộc tính nhân vật 8	1	deadlystrike_v	15																		
1031		Đốc Mạch-Thuộc tính nhân vật 8	2	deadlystrike_v	24																		
1031		Đốc Mạch-Thuộc tính nhân vật 8	3	deadlystrike_v	33																		
1031		Đốc Mạch-Thuộc tính nhân vật 8	4	deadlystrike_v	42																		
1031		Đốc Mạch-Thuộc tính nhân vật 8	5	deadlystrike_v	51																		
1031		Đốc Mạch-Thuộc tính nhân vật 8	6	deadlystrike_v	60																		
1031		Đốc Mạch-Thuộc tính nhân vật 8	7	deadlystrike_v	69																		
1031		Đốc Mạch-Thuộc tính nhân vật 8	8	deadlystrike_v	78																		
1031		Đốc Mạch-Thuộc tính nhân vật 8	9	deadlystrike_v	87																		
1031		Đốc Mạch-Thuộc tính nhân vật 8	10	deadlystrike_v	96																		
1031		Đốc Mạch-Thuộc tính nhân vật 8	11	deadlystrike_v	105																		
1031		Đốc Mạch-Thuộc tính nhân vật 8	12	deadlystrike_v	114																		
1031		Đốc Mạch-Thuộc tính nhân vật 8	13	deadlystrike_v	123																		
1031		Đốc Mạch-Thuộc tính nhân vật 8	14	deadlystrike_v	132																		
1031		Đốc Mạch-Thuộc tính nhân vật 8	15	deadlystrike_v	140																		
1031		Đốc Mạch-Thuộc tính nhân vật 8	16	deadlystrike_v	148																		
1031		Đốc Mạch-Thuộc tính nhân vật 8	17	deadlystrike_v	156																		
1031		Đốc Mạch-Thuộc tính nhân vật 8	18	deadlystrike_v	164																		
1031		Đốc Mạch-Thuộc tính nhân vật 8	19	deadlystrike_v	172																		
1031		Đốc Mạch-Thuộc tính nhân vật 8	20	deadlystrike_v	180																		
1032		Đốc Mạch-Thuộc tính nhân vật 9	1	defense_v	45																		
1032		Đốc Mạch-Thuộc tính nhân vật 9	2	defense_v	62																		
1032		Đốc Mạch-Thuộc tính nhân vật 9	3	defense_v	79																		
1032		Đốc Mạch-Thuộc tính nhân vật 9	4	defense_v	96																		
1032		Đốc Mạch-Thuộc tính nhân vật 9	5	defense_v	113																		
1032		Đốc Mạch-Thuộc tính nhân vật 9	6	defense_v	130																		
1032		Đốc Mạch-Thuộc tính nhân vật 9	7	defense_v	147																		
1032		Đốc Mạch-Thuộc tính nhân vật 9	8	defense_v	164																		
1032		Đốc Mạch-Thuộc tính nhân vật 9	9	defense_v	181																		
1032		Đốc Mạch-Thuộc tính nhân vật 9	10	defense_v	198																		
1032		Đốc Mạch-Thuộc tính nhân vật 9	11	defense_v	215																		
1032		Đốc Mạch-Thuộc tính nhân vật 9	12	defense_v	232																		
1032		Đốc Mạch-Thuộc tính nhân vật 9	13	defense_v	248																		
1032		Đốc Mạch-Thuộc tính nhân vật 9	14	defense_v	264																		
1032		Đốc Mạch-Thuộc tính nhân vật 9	15	defense_v	280																		
1032		Đốc Mạch-Thuộc tính nhân vật 9	16	defense_v	296																		
1032		Đốc Mạch-Thuộc tính nhân vật 9	17	defense_v	312																		
1032		Đốc Mạch-Thuộc tính nhân vật 9	18	defense_v	328																		
1032		Đốc Mạch-Thuộc tính nhân vật 9	19	defense_v	344																		
1032		Đốc Mạch-Thuộc tính nhân vật 9	20	defense_v	360																		
1033		Đốc Mạch-Thuộc tính nhân vật 10	1	basic_damage_v	30		30																
1033		Đốc Mạch-Thuộc tính nhân vật 10	2	basic_damage_v	45		45																
1033		Đốc Mạch-Thuộc tính nhân vật 10	3	basic_damage_v	60		60																
1033		Đốc Mạch-Thuộc tính nhân vật 10	4	basic_damage_v	75		75																
1033		Đốc Mạch-Thuộc tính nhân vật 10	5	basic_damage_v	90		90																
1033		Đốc Mạch-Thuộc tính nhân vật 10	6	basic_damage_v	105		105																
1033		Đốc Mạch-Thuộc tính nhân vật 10	7	basic_damage_v	120		120																
1033		Đốc Mạch-Thuộc tính nhân vật 10	8	basic_damage_v	135		135																
1033		Đốc Mạch-Thuộc tính nhân vật 10	9	basic_damage_v	150		150																
1033		Đốc Mạch-Thuộc tính nhân vật 10	10	basic_damage_v	165		165																
1033		Đốc Mạch-Thuộc tính nhân vật 10	11	basic_damage_v	180		180																
1033		Đốc Mạch-Thuộc tính nhân vật 10	12	basic_damage_v	194		194																
1033		Đốc Mạch-Thuộc tính nhân vật 10	13	basic_damage_v	208		208																
1033		Đốc Mạch-Thuộc tính nhân vật 10	14	basic_damage_v	222		222																
1033		Đốc Mạch-Thuộc tính nhân vật 10	15	basic_damage_v	236		236																
1033		Đốc Mạch-Thuộc tính nhân vật 10	16	basic_damage_v	249		249																
1033		Đốc Mạch-Thuộc tính nhân vật 10	17	basic_damage_v	262		262																
1033		Đốc Mạch-Thuộc tính nhân vật 10	18	basic_damage_v	275		275																
1033		Đốc Mạch-Thuộc tính nhân vật 10	19	basic_damage_v	288		288																
1033		Đốc Mạch-Thuộc tính nhân vật 10	20	basic_damage_v	300		300																
1034		Đốc Mạch-Thuộc tính nhân vật 11	1	lifemax_v	400																		
1034		Đốc Mạch-Thuộc tính nhân vật 11	2	lifemax_v	830																		
1034		Đốc Mạch-Thuộc tính nhân vật 11	3	lifemax_v	1260																		
1034		Đốc Mạch-Thuộc tính nhân vật 11	4	lifemax_v	1690																		
1034		Đốc Mạch-Thuộc tính nhân vật 11	5	lifemax_v	2120																		
1034		Đốc Mạch-Thuộc tính nhân vật 11	6	lifemax_v	2550																		
1034		Đốc Mạch-Thuộc tính nhân vật 11	7	lifemax_v	2980																		
1034		Đốc Mạch-Thuộc tính nhân vật 11	8	lifemax_v	3410																		
1034		Đốc Mạch-Thuộc tính nhân vật 11	9	lifemax_v	3840																		
1034		Đốc Mạch-Thuộc tính nhân vật 11	10	lifemax_v	4270																		
1034		Đốc Mạch-Thuộc tính nhân vật 11	11	lifemax_v	4700																		
1034		Đốc Mạch-Thuộc tính nhân vật 11	12	lifemax_v	5130																		
1034		Đốc Mạch-Thuộc tính nhân vật 11	13	lifemax_v	5560																		
1034		Đốc Mạch-Thuộc tính nhân vật 11	14	lifemax_v	5990																		
1034		Đốc Mạch-Thuộc tính nhân vật 11	15	lifemax_v	6420																		
1034		Đốc Mạch-Thuộc tính nhân vật 11	16	lifemax_v	6838																		
1034		Đốc Mạch-Thuộc tính nhân vật 11	17	lifemax_v	7256																		
1034		Đốc Mạch-Thuộc tính nhân vật 11	18	lifemax_v	7674																		
1034		Đốc Mạch-Thuộc tính nhân vật 11	19	lifemax_v	8092																		
1034		Đốc Mạch-Thuộc tính nhân vật 11	20	lifemax_v	8500																		
1035		Đốc Mạch-Thuộc tính đồng hành 1	1	ignore_metal_resist_v	100	30																	
1035		Đốc Mạch-Thuộc tính đồng hành 1	2	ignore_metal_resist_v	100	41																	
1035		Đốc Mạch-Thuộc tính đồng hành 1	3	ignore_metal_resist_v	100	52																	
1035		Đốc Mạch-Thuộc tính đồng hành 1	4	ignore_metal_resist_v	100	63																	
1035		Đốc Mạch-Thuộc tính đồng hành 1	5	ignore_metal_resist_v	100	74																	
1035		Đốc Mạch-Thuộc tính đồng hành 1	6	ignore_metal_resist_v	100	85																	
1035		Đốc Mạch-Thuộc tính đồng hành 1	7	ignore_metal_resist_v	100	96																	
1035		Đốc Mạch-Thuộc tính đồng hành 1	8	ignore_metal_resist_v	100	107																	
1035		Đốc Mạch-Thuộc tính đồng hành 1	9	ignore_metal_resist_v	100	118																	
1035		Đốc Mạch-Thuộc tính đồng hành 1	10	ignore_metal_resist_v	100	129																	
1035		Đốc Mạch-Thuộc tính đồng hành 1	11	ignore_metal_resist_v	100	139																	
1035		Đốc Mạch-Thuộc tính đồng hành 1	12	ignore_metal_resist_v	100	149																	
1035		Đốc Mạch-Thuộc tính đồng hành 1	13	ignore_metal_resist_v	100	159																	
1035		Đốc Mạch-Thuộc tính đồng hành 1	14	ignore_metal_resist_v	100	169																	
1035		Đốc Mạch-Thuộc tính đồng hành 1	15	ignore_metal_resist_v	100	179																	
1035		Đốc Mạch-Thuộc tính đồng hành 1	16	ignore_metal_resist_v	100	189																	
1035		Đốc Mạch-Thuộc tính đồng hành 1	17	ignore_metal_resist_v	100	198																	
1035		Đốc Mạch-Thuộc tính đồng hành 1	18	ignore_metal_resist_v	100	207																	
1035		Đốc Mạch-Thuộc tính đồng hành 1	19	ignore_metal_resist_v	100	216																	
1035		Đốc Mạch-Thuộc tính đồng hành 1	20	ignore_metal_resist_v	100	225																	
1036		Đốc Mạch-Thuộc tính đồng hành 2	1	ignore_wood_resist_v	100	30																	
1036		Đốc Mạch-Thuộc tính đồng hành 2	2	ignore_wood_resist_v	100	41																	
1036		Đốc Mạch-Thuộc tính đồng hành 2	3	ignore_wood_resist_v	100	52																	
1036		Đốc Mạch-Thuộc tính đồng hành 2	4	ignore_wood_resist_v	100	63																	
1036		Đốc Mạch-Thuộc tính đồng hành 2	5	ignore_wood_resist_v	100	74																	
1036		Đốc Mạch-Thuộc tính đồng hành 2	6	ignore_wood_resist_v	100	85																	
1036		Đốc Mạch-Thuộc tính đồng hành 2	7	ignore_wood_resist_v	100	96																	
1036		Đốc Mạch-Thuộc tính đồng hành 2	8	ignore_wood_resist_v	100	107																	
1036		Đốc Mạch-Thuộc tính đồng hành 2	9	ignore_wood_resist_v	100	118																	
1036		Đốc Mạch-Thuộc tính đồng hành 2	10	ignore_wood_resist_v	100	129																	
1036		Đốc Mạch-Thuộc tính đồng hành 2	11	ignore_wood_resist_v	100	139																	
1036		Đốc Mạch-Thuộc tính đồng hành 2	12	ignore_wood_resist_v	100	149																	
1036		Đốc Mạch-Thuộc tính đồng hành 2	13	ignore_wood_resist_v	100	159																	
1036		Đốc Mạch-Thuộc tính đồng hành 2	14	ignore_wood_resist_v	100	169																	
1036		Đốc Mạch-Thuộc tính đồng hành 2	15	ignore_wood_resist_v	100	179																	
1036		Đốc Mạch-Thuộc tính đồng hành 2	16	ignore_wood_resist_v	100	189																	
1036		Đốc Mạch-Thuộc tính đồng hành 2	17	ignore_wood_resist_v	100	198																	
1036		Đốc Mạch-Thuộc tính đồng hành 2	18	ignore_wood_resist_v	100	207																	
1036		Đốc Mạch-Thuộc tính đồng hành 2	19	ignore_wood_resist_v	100	216																	
1036		Đốc Mạch-Thuộc tính đồng hành 2	20	ignore_wood_resist_v	100	225																	
1037		Đốc Mạch-Thuộc tính đồng hành 3	1	ignore_water_resist_v	100	30																	
1037		Đốc Mạch-Thuộc tính đồng hành 3	2	ignore_water_resist_v	100	41																	
1037		Đốc Mạch-Thuộc tính đồng hành 3	3	ignore_water_resist_v	100	52																	
1037		Đốc Mạch-Thuộc tính đồng hành 3	4	ignore_water_resist_v	100	63																	
1037		Đốc Mạch-Thuộc tính đồng hành 3	5	ignore_water_resist_v	100	74																	
1037		Đốc Mạch-Thuộc tính đồng hành 3	6	ignore_water_resist_v	100	85																	
1037		Đốc Mạch-Thuộc tính đồng hành 3	7	ignore_water_resist_v	100	96																	
1037		Đốc Mạch-Thuộc tính đồng hành 3	8	ignore_water_resist_v	100	107																	
1037		Đốc Mạch-Thuộc tính đồng hành 3	9	ignore_water_resist_v	100	118																	
1037		Đốc Mạch-Thuộc tính đồng hành 3	10	ignore_water_resist_v	100	129																	
1037		Đốc Mạch-Thuộc tính đồng hành 3	11	ignore_water_resist_v	100	139																	
1037		Đốc Mạch-Thuộc tính đồng hành 3	12	ignore_water_resist_v	100	149																	
1037		Đốc Mạch-Thuộc tính đồng hành 3	13	ignore_water_resist_v	100	159																	
1037		Đốc Mạch-Thuộc tính đồng hành 3	14	ignore_water_resist_v	100	169																	
1037		Đốc Mạch-Thuộc tính đồng hành 3	15	ignore_water_resist_v	100	179																	
1037		Đốc Mạch-Thuộc tính đồng hành 3	16	ignore_water_resist_v	100	189																	
1037		Đốc Mạch-Thuộc tính đồng hành 3	17	ignore_water_resist_v	100	198																	
1037		Đốc Mạch-Thuộc tính đồng hành 3	18	ignore_water_resist_v	100	207																	
1037		Đốc Mạch-Thuộc tính đồng hành 3	19	ignore_water_resist_v	100	216																	
1037		Đốc Mạch-Thuộc tính đồng hành 3	20	ignore_water_resist_v	100	225																	
1038		Đốc Mạch-Thuộc tính đồng hành 4	1	ignore_fire_resist_v	100	30																	
1038		Đốc Mạch-Thuộc tính đồng hành 4	2	ignore_fire_resist_v	100	41																	
1038		Đốc Mạch-Thuộc tính đồng hành 4	3	ignore_fire_resist_v	100	52																	
1038		Đốc Mạch-Thuộc tính đồng hành 4	4	ignore_fire_resist_v	100	63																	
1038		Đốc Mạch-Thuộc tính đồng hành 4	5	ignore_fire_resist_v	100	74																	
1038		Đốc Mạch-Thuộc tính đồng hành 4	6	ignore_fire_resist_v	100	85																	
1038		Đốc Mạch-Thuộc tính đồng hành 4	7	ignore_fire_resist_v	100	96																	
1038		Đốc Mạch-Thuộc tính đồng hành 4	8	ignore_fire_resist_v	100	107																	
1038		Đốc Mạch-Thuộc tính đồng hành 4	9	ignore_fire_resist_v	100	118																	
1038		Đốc Mạch-Thuộc tính đồng hành 4	10	ignore_fire_resist_v	100	129																	
1038		Đốc Mạch-Thuộc tính đồng hành 4	11	ignore_fire_resist_v	100	139																	
1038		Đốc Mạch-Thuộc tính đồng hành 4	12	ignore_fire_resist_v	100	149																	
1038		Đốc Mạch-Thuộc tính đồng hành 4	13	ignore_fire_resist_v	100	159																	
1038		Đốc Mạch-Thuộc tính đồng hành 4	14	ignore_fire_resist_v	100	169																	
1038		Đốc Mạch-Thuộc tính đồng hành 4	15	ignore_fire_resist_v	100	179																	
1038		Đốc Mạch-Thuộc tính đồng hành 4	16	ignore_fire_resist_v	100	189																	
1038		Đốc Mạch-Thuộc tính đồng hành 4	17	ignore_fire_resist_v	100	198																	
1038		Đốc Mạch-Thuộc tính đồng hành 4	18	ignore_fire_resist_v	100	207																	
1038		Đốc Mạch-Thuộc tính đồng hành 4	19	ignore_fire_resist_v	100	216																	
1038		Đốc Mạch-Thuộc tính đồng hành 4	20	ignore_fire_resist_v	100	225																	
1039		Đốc Mạch-Thuộc tính đồng hành 5	1	ignore_earth_resist_v	100	30																	
1039		Đốc Mạch-Thuộc tính đồng hành 5	2	ignore_earth_resist_v	100	41																	
1039		Đốc Mạch-Thuộc tính đồng hành 5	3	ignore_earth_resist_v	100	52																	
1039		Đốc Mạch-Thuộc tính đồng hành 5	4	ignore_earth_resist_v	100	63																	
1039		Đốc Mạch-Thuộc tính đồng hành 5	5	ignore_earth_resist_v	100	74																	
1039		Đốc Mạch-Thuộc tính đồng hành 5	6	ignore_earth_resist_v	100	85																	
1039		Đốc Mạch-Thuộc tính đồng hành 5	7	ignore_earth_resist_v	100	96																	
1039		Đốc Mạch-Thuộc tính đồng hành 5	8	ignore_earth_resist_v	100	107																	
1039		Đốc Mạch-Thuộc tính đồng hành 5	9	ignore_earth_resist_v	100	118																	
1039		Đốc Mạch-Thuộc tính đồng hành 5	10	ignore_earth_resist_v	100	129																	
1039		Đốc Mạch-Thuộc tính đồng hành 5	11	ignore_earth_resist_v	100	139																	
1039		Đốc Mạch-Thuộc tính đồng hành 5	12	ignore_earth_resist_v	100	149																	
1039		Đốc Mạch-Thuộc tính đồng hành 5	13	ignore_earth_resist_v	100	159																	
1039		Đốc Mạch-Thuộc tính đồng hành 5	14	ignore_earth_resist_v	100	169																	
1039		Đốc Mạch-Thuộc tính đồng hành 5	15	ignore_earth_resist_v	100	179																	
1039		Đốc Mạch-Thuộc tính đồng hành 5	16	ignore_earth_resist_v	100	189																	
1039		Đốc Mạch-Thuộc tính đồng hành 5	17	ignore_earth_resist_v	100	198																	
1039		Đốc Mạch-Thuộc tính đồng hành 5	18	ignore_earth_resist_v	100	207																	
1039		Đốc Mạch-Thuộc tính đồng hành 5	19	ignore_earth_resist_v	100	216																	
1039		Đốc Mạch-Thuộc tính đồng hành 5	20	ignore_earth_resist_v	100	225																	
1040		Đốc Mạch-Thuộc tính đồng hành 6	1	basic_damage_v	38		38																
1040		Đốc Mạch-Thuộc tính đồng hành 6	2	basic_damage_v	57		57																
1040		Đốc Mạch-Thuộc tính đồng hành 6	3	basic_damage_v	76		76																
1040		Đốc Mạch-Thuộc tính đồng hành 6	4	basic_damage_v	95		95																
1040		Đốc Mạch-Thuộc tính đồng hành 6	5	basic_damage_v	114		114																
1040		Đốc Mạch-Thuộc tính đồng hành 6	6	basic_damage_v	133		133																
1040		Đốc Mạch-Thuộc tính đồng hành 6	7	basic_damage_v	152		152																
1040		Đốc Mạch-Thuộc tính đồng hành 6	8	basic_damage_v	171		171																
1040		Đốc Mạch-Thuộc tính đồng hành 6	9	basic_damage_v	190		190																
1040		Đốc Mạch-Thuộc tính đồng hành 6	10	basic_damage_v	209		209																
1040		Đốc Mạch-Thuộc tính đồng hành 6	11	basic_damage_v	228		228																
1040		Đốc Mạch-Thuộc tính đồng hành 6	12	basic_damage_v	246		246																
1040		Đốc Mạch-Thuộc tính đồng hành 6	13	basic_damage_v	264		264																
1040		Đốc Mạch-Thuộc tính đồng hành 6	14	basic_damage_v	282		282																
1040		Đốc Mạch-Thuộc tính đồng hành 6	15	basic_damage_v	300		300																
1040		Đốc Mạch-Thuộc tính đồng hành 6	16	basic_damage_v	318		318																
1040		Đốc Mạch-Thuộc tính đồng hành 6	17	basic_damage_v	336		336																
1040		Đốc Mạch-Thuộc tính đồng hành 6	18	basic_damage_v	354		354																
1040		Đốc Mạch-Thuộc tính đồng hành 6	19	basic_damage_v	372		372																
1040		Đốc Mạch-Thuộc tính đồng hành 6	20	basic_damage_v	390		390																
1041		Đốc Mạch-Thuộc tính đồng hành 7	1	lifemax_v	225																		
1041		Đốc Mạch-Thuộc tính đồng hành 7	2	lifemax_v	687																		
1041		Đốc Mạch-Thuộc tính đồng hành 7	3	lifemax_v	1149																		
1041		Đốc Mạch-Thuộc tính đồng hành 7	4	lifemax_v	1611																		
1041		Đốc Mạch-Thuộc tính đồng hành 7	5	lifemax_v	2073																		
1041		Đốc Mạch-Thuộc tính đồng hành 7	6	lifemax_v	2535																		
1041		Đốc Mạch-Thuộc tính đồng hành 7	7	lifemax_v	2997																		
1041		Đốc Mạch-Thuộc tính đồng hành 7	8	lifemax_v	3459																		
1041		Đốc Mạch-Thuộc tính đồng hành 7	9	lifemax_v	3921																		
1041		Đốc Mạch-Thuộc tính đồng hành 7	10	lifemax_v	4383																		
1041		Đốc Mạch-Thuộc tính đồng hành 7	11	lifemax_v	4845																		
1041		Đốc Mạch-Thuộc tính đồng hành 7	12	lifemax_v	5307																		
1041		Đốc Mạch-Thuộc tính đồng hành 7	13	lifemax_v	5769																		
1041		Đốc Mạch-Thuộc tính đồng hành 7	14	lifemax_v	6231																		
1041		Đốc Mạch-Thuộc tính đồng hành 7	15	lifemax_v	6693																		
1041		Đốc Mạch-Thuộc tính đồng hành 7	16	lifemax_v	7155																		
1041		Đốc Mạch-Thuộc tính đồng hành 7	17	lifemax_v	7617																		
1041		Đốc Mạch-Thuộc tính đồng hành 7	18	lifemax_v	8078																		
1041		Đốc Mạch-Thuộc tính đồng hành 7	19	lifemax_v	8539																		
1041		Đốc Mạch-Thuộc tính đồng hành 7	20	lifemax_v	9000																		
1042		Đốc Mạch-Thuộc tính đồng hành 8	1	deadlystrike_v	23																		
1042		Đốc Mạch-Thuộc tính đồng hành 8	2	deadlystrike_v	36																		
1042		Đốc Mạch-Thuộc tính đồng hành 8	3	deadlystrike_v	49																		
1042		Đốc Mạch-Thuộc tính đồng hành 8	4	deadlystrike_v	62																		
1042		Đốc Mạch-Thuộc tính đồng hành 8	5	deadlystrike_v	75																		
1042		Đốc Mạch-Thuộc tính đồng hành 8	6	deadlystrike_v	88																		
1042		Đốc Mạch-Thuộc tính đồng hành 8	7	deadlystrike_v	101																		
1042		Đốc Mạch-Thuộc tính đồng hành 8	8	deadlystrike_v	114																		
1042		Đốc Mạch-Thuộc tính đồng hành 8	9	deadlystrike_v	127																		
