EquipItem	WaiYiItem	Cost	TimeOut	Desc
6659	3877			Ngoại Trang T6 Tất Cả Phái (Tự Nhiên)-Bạc Màu 3
4370	4243			Ngoại Trang T6 Tất Cả Phái (Tự Nhiên)-Đặc Biệt
4371	4243			Ngoại Trang T6 Tất Cả Phái (Tự Nhiên)-Đặc Biệt
4372	4243			Ngoại Trang T6 Tất Cả Phái (Tự Nhiên)-Đặc Biệt
4373	4243			Ngoại Trang T6 Tất Cả Phái (Tự Nhiên)-Đặc Biệt
4374	4243			Ngoại Trang T6 Tất Cả Phái (Tự Nhiên)-Đặc Biệt
4375	4243			Ngoại Trang T6 Tất Cả Phái (Tự Nhiên)-Đặc Biệt
4376	4243			Ngoại Trang T6 Tất Cả Phái (Tự Nhiên)-Đặc Biệt
4377	4243			Ngoại Trang T6 Tất Cả Phái (Tự Nhiên)-Đặc Biệt
4378	4243			Ngoại Trang T6 Tất Cả Phái (Tự Nhiên)-Đặc Biệt
4379	4243			Ngoại Trang T6 Tất Cả Phái (Tự Nhiên)-Đặc Biệt
4380	4243			Ngoại Trang T6 Tất Cả Phái (Tự Nhiên)-Đặc Biệt
5267	4243			Ngoại Trang T6 Tất Cả Phái (Tự Nhiên)-Đặc Biệt
5268	4243			Ngoại Trang T6 Tất Cả Phái (Tự Nhiên)-Đặc Biệt
6660	4243			Ngoại Trang T6 Tất Cả Phái (Tự Nhiên)-Đặc Biệt
4773	4772		5184000	Ngoại Trang T6 Tất Cả Phái (Tự Nhiên)-60 ngày
4774	4772		5184000	Ngoại Trang T6 Tất Cả Phái (Tự Nhiên)-60 ngày
4775	4772		5184000	Ngoại Trang T6 Tất Cả Phái (Tự Nhiên)-60 ngày
4776	4772		5184000	Ngoại Trang T6 Tất Cả Phái (Tự Nhiên)-60 ngày
4777	4772		5184000	Ngoại Trang T6 Tất Cả Phái (Tự Nhiên)-60 ngày
4778	4772		5184000	Ngoại Trang T6 Tất Cả Phái (Tự Nhiên)-60 ngày
4779	4772		5184000	Ngoại Trang T6 Tất Cả Phái (Tự Nhiên)-60 ngày
4780	4772		5184000	Ngoại Trang T6 Tất Cả Phái (Tự Nhiên)-60 ngày
4781	4772		5184000	Ngoại Trang T6 Tất Cả Phái (Tự Nhiên)-60 ngày
4782	4772		5184000	Ngoại Trang T6 Tất Cả Phái (Tự Nhiên)-60 ngày
4783	4772		5184000	Ngoại Trang T6 Tất Cả Phái (Tự Nhiên)-60 ngày
7369	4772		5184000	Ngoại Trang T6 Tất Cả Phái (Tự Nhiên)-60 ngày
7370	4772		5184000	Ngoại Trang T6 Tất Cả Phái (Tự Nhiên)-60 ngày
5863	3878			Ngoại Trang T7 Tất Cả Phái (Phù Quang)
5864	3879			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 1
5865	3880			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 2
5866	3881			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 3
5867	3878			Ngoại Trang T7 Tất Cả Phái (Phù Quang)
5868	3879			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 1
5869	3880			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 2
5870	3881			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 3
5871	3878			Ngoại Trang T7 Tất Cả Phái (Phù Quang)
5872	3879			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 1
5873	3880			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 2
5874	3881			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 3
5875	3878			Ngoại Trang T7 Tất Cả Phái (Phù Quang)
5876	3879			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 1
5877	3880			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 2
5878	3881			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 3
5879	3878			Ngoại Trang T7 Tất Cả Phái (Phù Quang)
5880	3879			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 1
5881	3880			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 2
5882	3881			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 3
5883	3878			Ngoại Trang T7 Tất Cả Phái (Phù Quang)
5884	3879			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 1
5885	3880			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 2
5886	3881			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 3
5887	3878			Ngoại Trang T7 Tất Cả Phái (Phù Quang)
5888	3879			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 1
5889	3880			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 2
5890	3881			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 3
5891	3878			Ngoại Trang T7 Tất Cả Phái (Phù Quang)
5892	3879			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 1
5893	3880			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 2
5894	3881			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 3
5895	3878			Ngoại Trang T7 Tất Cả Phái (Phù Quang)
5896	3879			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 1
5897	3880			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 2
5898	3881			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 3
5899	3878			Ngoại Trang T7 Tất Cả Phái (Phù Quang)
5900	3879			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 1
5901	3880			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 2
5902	3881			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 3
5903	3878			Ngoại Trang T7 Tất Cả Phái (Phù Quang)
5904	3879			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 1
5905	3880			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 2
5906	3881			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 3
5907	3878			Ngoại Trang T7 Tất Cả Phái (Phù Quang)
5908	3879			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 1
5909	3880			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 2
5910	3881			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 3
5911	3878			Ngoại Trang T7 Tất Cả Phái (Phù Quang)
5912	3879			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 1
5913	3880			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 2
5914	3881			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 3
6661	3878			Ngoại Trang T7 Tất Cả Phái (Phù Quang)
6662	3879			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 1
6663	3880			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 2
6664	3881			Ngoại Trang T7 Tất Cả Phái (Phù Quang)-Bạc Màu 3
6724	6741		2592000	Ngoại Trang T7 Tất Cả Phái (Phù Quang)-30 ngày
6725	6741		2592000	Ngoại Trang T7 Tất Cả Phái (Phù Quang)-30 ngày
6726	6741		2592000	Ngoại Trang T7 Tất Cả Phái (Phù Quang)-30 ngày
6727	6741		2592000	Ngoại Trang T7 Tất Cả Phái (Phù Quang)-30 ngày
6728	6741		2592000	Ngoại Trang T7 Tất Cả Phái (Phù Quang)-30 ngày
6729	6741		2592000	Ngoại Trang T7 Tất Cả Phái (Phù Quang)-30 ngày
6730	6741		2592000	Ngoại Trang T7 Tất Cả Phái (Phù Quang)-30 ngày
6731	6741		2592000	Ngoại Trang T7 Tất Cả Phái (Phù Quang)-30 ngày
6732	6741		2592000	Ngoại Trang T7 Tất Cả Phái (Phù Quang)-30 ngày
6733	6741		2592000	Ngoại Trang T7 Tất Cả Phái (Phù Quang)-30 ngày
6734	6741		2592000	Ngoại Trang T7 Tất Cả Phái (Phù Quang)-30 ngày
6735	6741		2592000	Ngoại Trang T7 Tất Cả Phái (Phù Quang)-30 ngày
6736	6741		2592000	Ngoại Trang T7 Tất Cả Phái (Phù Quang)-30 ngày
6737	6741		2592000	Ngoại Trang T7 Tất Cả Phái (Phù Quang)-30 ngày
5915	3882			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)
5916	3883			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 1
5917	3884			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 2
5918	3885			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 3
5919	3882			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)
5920	3883			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 1
5921	3884			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 2
5922	3885			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 3
5923	3882			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)
5924	3883			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 1
5925	3884			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 2
5926	3885			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 3
5927	3882			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)
5928	3883			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 1
5929	3884			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 2
5930	3885			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 3
5931	3882			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)
5932	3883			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 1
5933	3884			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 2
5934	3885			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 3
5935	3882			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)
5936	3883			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 1
5937	3884			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 2
5938	3885			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 3
5939	3882			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)
5940	3883			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 1
5941	3884			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 2
5942	3885			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 3
5943	3882			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)
5944	3883			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 1
5945	3884			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 2
5946	3885			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 3
5947	3882			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)
5948	3883			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 1
5949	3884			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 2
5950	3885			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 3
5951	3882			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)
5952	3883			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 1
5953	3884			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 2
5954	3885			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 3
5955	3882			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)
5956	3883			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 1
5957	3884			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 2
5958	3885			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 3
5959	3882			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)
5960	3883			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 1
5961	3884			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 2
5962	3885			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 3
5963	3882			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)
5964	3883			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 1
5965	3884			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 2
5966	3885			Ngoại Trang T8 Tất Cả Phái (Hàn Phục)-Bạc Màu 3
6554	3886			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)
6555	3887			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 1
6556	3888			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 2
6557	3889			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 3
6558	3886			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)
6559	3887			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 1
6560	3888			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 2
6561	3889			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 3
6562	3886			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)
6563	3887			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 1
6564	3888			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 2
6565	3889			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 3
6566	3886			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)
6567	3887			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 1
6568	3888			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 2
6569	3889			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 3
6570	3886			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)
6571	3887			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 1
6572	3888			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 2
6573	3889			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 3
6574	3886			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)
6575	3887			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 1
6576	3888			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 2
6577	3889			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 3
6578	3886			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)
6579	3887			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 1
6580	3888			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 2
6581	3889			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 3
6582	3886			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)
6583	3887			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 1
6584	3888			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 2
6585	3889			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 3
6586	3886			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)
6587	3887			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 1
6588	3888			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 2
6589	3889			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 3
6590	3886			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)
6591	3887			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 1
6592	3888			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 2
6593	3889			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 3
6594	3886			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)
6595	3887			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 1
6596	3888			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 2
6597	3889			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 3
6598	3886			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)
6599	3887			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 1
6600	3888			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 2
6601	3889			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 3
6602	3886			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)
6603	3887			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 1
6604	3888			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 2
6605	3889			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 3
6606	3886			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)
6607	3887			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 1
6608	3888			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 2
6609	3889			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 3
6610	3886			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)
6611	3887			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 1
6612	3888			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 2
6613	3889			Ngoại Trang T9 Tất Cả Phái (Khinh Sa)-Bạc Màu 3
6879	4772		5184000	Ngoại Trang【Lạc Hoa Thanh Trúc】60 ngày
6880	3879			Ngoại Trang【Phù Quang Nhược Mộng】Màu 1
6881	3880			Ngoại Trang【Phù Quang Nhược Mộng】Màu 2
6882	3881			Ngoại Trang【Phù Quang Nhược Mộng】Màu 3
6884	6452			Đồng Phục T1-Màu 1-Đạo cụ quá độ
6885	6456			Đồng Phục T2-Màu 1-Đạo cụ quá độ
6886	6460			Đồng Phục T3-Màu 1-Đạo cụ quá độ
7507	7502			Đồng Phục T4-Màu 1-Đạo cụ quá độ
6995	6783			Đồng Phục T1-Đầu-Màu 1-Đạo cụ quá độ
6996	6787			Đồng Phục T2-Đầu-Màu 1-Đạo cụ quá độ
6997	6791			Đồng Phục T3-Đầu-Màu 1-Đạo cụ quá độ
7508	7509			Đồng Phục T4-Đầu-Màu 1-Đạo cụ quá độ
6998	6615			Ngoại Trang T1 (Nón)-Đạo cụ quá độ
6999	6616			Ngoại Trang T1 (Nón)-Màu 2-Đạo cụ quá độ
7000	6617			Ngoại Trang T1 (Nón)-Màu 3-Đạo cụ quá độ
7001	6618			Ngoại Trang T1 (Nón)-Màu 4-Đạo cụ quá độ
7002	6858			Ngoại Trang T1 (Nón)-Màu 5-Đạo cụ quá độ
7003	6619			Ngoại Trang T2 (Hoa)-Đạo cụ quá độ
7004	6620			Ngoại Trang T2 (Hoa)-Màu 2-Đạo cụ quá độ
7005	6621			Ngoại Trang T2 (Hoa)-Màu 3-Đạo cụ quá độ
7006	6622			Ngoại Trang T2 (Hoa)-Màu 4-Đạo cụ quá độ
7007	6667			Ngoại Trang T2 (Hoa)-Màu 5-Đạo cụ quá độ
7008	6668			Ngoại Trang T2 (Hoa)-Màu 6-Đạo cụ quá độ
7009	6669			Ngoại Trang T2 (Hoa)-Màu 7-Đạo cụ quá độ
7010	6670			Ngoại Trang T2 (Hoa)-Màu 8-Đạo cụ quá độ
7011	6623			Ngoại Trang T3 (Áo Năm Mới)-Đạo cụ quá độ
7012	6624			Ngoại Trang T3 (Áo Năm Mới)-Màu 2-Đạo cụ quá độ
7013	6625			Ngoại Trang T3 (Áo Năm Mới)-Màu 3-Đạo cụ quá độ
7014	6626			Ngoại Trang T3 (Áo Năm Mới)-Màu 4-Đạo cụ quá độ
7015	6859			Ngoại Trang T3 (Áo Năm Mới)-Màu 5-Đạo cụ quá độ
7016	6627			Ngoại Trang T4 (Bát Gia Tướng)-Đạo cụ quá độ
7017	6628			Ngoại Trang T4 (Bát Gia Tướng)-Màu 2-Đạo cụ quá độ
7018	6629			Ngoại Trang T4 (Bát Gia Tướng)-Màu 3-Đạo cụ quá độ
7019	6630			Ngoại Trang T4 (Bát Gia Tướng)-Màu 4-Đạo cụ quá độ
7020	6671			Ngoại Trang T4 (Bát Gia Tướng)-Màu 5-Đạo cụ quá độ
7021	6631			Ngoại Trang T5 (Hắc Bang)-Đạo cụ quá độ
7022	6632			Ngoại Trang T5 (Hắc Bang)-Màu 2-Đạo cụ quá độ
7023	6633			Ngoại Trang T5 (Hắc Bang)-Màu 3-Đạo cụ quá độ
7024	6634			Ngoại Trang T5 (Hắc Bang)-Màu 4-Đạo cụ quá độ
7025	6672			Ngoại Trang T5 (Hắc Bang)-Màu 5-Đạo cụ quá độ
7026	6635			Ngoại Trang T6 (Tự Nhiên)-Đạo cụ quá độ
7027	6636			Ngoại Trang T6 (Tự Nhiên)-Màu 2-Đạo cụ quá độ
7028	6637			Ngoại Trang T6 (Tự Nhiên)-Màu 3-Đạo cụ quá độ
7029	6638			Ngoại Trang T6 (Tự Nhiên)-Màu 4-Đạo cụ quá độ
7030	6673			Ngoại Trang T6 (Tự Nhiên)-Màu 5-Đạo cụ quá độ
7031	6639			Ngoại Trang T7 (Phù Quang)-Đạo cụ quá độ
7032	6640			Ngoại Trang T7 (Phù Quang)-Màu 2-Đạo cụ quá độ
7033	6641			Ngoại Trang T7 (Phù Quang)-Màu 3-Đạo cụ quá độ
7034	6642			Ngoại Trang T7 (Phù Quang)-Màu 4-Đạo cụ quá độ
7035	6861			Ngoại Trang T7 (Phù Quang)-Màu 5-Đạo cụ quá độ
7036	6643			Ngoại Trang T8 (Khinh Sa)-Đạo cụ quá độ
7037	6644			Ngoại Trang T8 (Khinh Sa)-Màu 2-Đạo cụ quá độ
7038	6645			Ngoại Trang T8 (Khinh Sa)-Màu 3-Đạo cụ quá độ
7039	6646			Ngoại Trang T8 (Khinh Sa)-Màu 4-Đạo cụ quá độ
7044	6862			Ngoại Trang T9 (Khinh Sa)-Màu 5-Đạo cụ quá độ
7040	6647			Ngoại Trang T9-Đạo cụ quá độ
7041	6648			Ngoại Trang T9-Màu 2-Đạo cụ quá độ
7042	6649			Ngoại Trang T9-Màu 3-Đạo cụ quá độ
7043	6650			Ngoại Trang T9-Màu 4-Đạo cụ quá độ
51	6887	50000		Đầu T1
52	6892	50000		Đầu T2
53	6897	50000		Đầu T3
54	6902	50000		Đầu T4
55	6907	50000		Đầu T5
56	6912	50000		Đầu T6
57	6917	50000		Đầu T7
58	6922	50000		Đầu T8
59	6927	50000		Đầu T9
60	6932	50000		Đầu T10
4951	6937	50000		Nón T11
4952	6942	50000		Nón T12
4953	6947	50000		Nón T13
4954	6952	50000		Nón T14
4955	6957	50000		Nón T15
4956	6962	50000		Nón T16
151	6887	50000		【Hiếm】Nón Bậc 1
152	6892	50000		【Hiếm】Nón Bậc 2
153	6897	50000		【Hiếm】Nón Bậc 3
154	6902	50000		【Hiếm】Nón Bậc 4
155	6907	50000		【Hiếm】Nón Bậc 5
156	6912	50000		【Hiếm】Nón Bậc 6
157	6917	50000		【Hiếm】Nón Bậc 7
158	6922	50000		【Hiếm】Nón Bậc 8
159	6927	50000		【Hiếm】Nón Bậc 9
160	6932	50000		【Hiếm】Nón Bậc 10
5051	6937	50000		【Hiếm】Nón Bậc 11
5052	6942	50000		【Hiếm】Nón Bậc 12
5053	6947	50000		【Hiếm】Nón Bậc 13
5054	6952	50000		【Hiếm】Nón Bậc 14
5055	6957	50000		【Hiếm】Nón Bậc 15
5056	6962	50000		【Hiếm】Nón Bậc 16
1562	6887	50000		【Kế Thừa】Nón Bậc 1
1563	6892	50000		【Kế Thừa】Nón Bậc 2
1564	6897	50000		【Kế Thừa】Nón Bậc 3
1565	6902	50000		【Kế Thừa】Nón Bậc 4
1566	6907	50000		【Kế Thừa】Nón Bậc 5
1567	6912	50000		【Kế Thừa】Nón Bậc 6
1568	6917	50000		【Kế Thừa】Nón Bậc 7
1569	6922	50000		【Kế Thừa】Nón Bậc 8
3609	6927	50000		【Kế Thừa】Nón Bậc 9
3610	6932	50000		【Kế Thừa】Nón Bậc 10
5151	6937	50000		【Kế Thừa】Nón Bậc 11
5152	6942	50000		【Kế Thừa】Nón Bậc 12
5153	6947	50000		【Kế Thừa】Nón Bậc 13
5154	6952	50000		【Kế Thừa】Nón Bậc 14
5155	6957	50000		【Kế Thừa】Nón Bậc 15
5156	6962	50000		【Kế Thừa】Nón Bậc 16
1251	6887	50000		Đầu T1 (Đặc chế)
7124	7123		2592000	Ngoại Trang T9 Tất Cả Phái (Khinh Sa)
7125	7123		604800	Ngoại Trang T9 Tất Cả Phái (Khinh Sa)
7278	6706			Ngoại Trang Vũ Khí T2
7294	7131			Nhung Tuyết Hoa Quán
7295	7135			Vân Mộng Cơ
7310	7298			Ngoại Trang Đầu Năm
7311	7304			Cẩu Đầu
7954	7955			Đầu Thỏ
7318	7312			Ngoại Trang Năm Mới
9779	9774			Đầu Halloween
7675	7542			Áo Bộ Ngoại Trang-Cao T12
7676	7554			Đầu Sức Bộ Ngoại Trang-Cao T12
7677	7548			Áo Bộ Ngoại Trang-Thường T12
7678	7560			Đầu Sức Bộ Ngoại Trang-Thường T12
8523	8384			Áo Hawaii T13
8524	8388			Nón Hawaii T13
7730	7712		31536000	Quỷ Mị Tuyết Hồ
7740	7713		31536000	U Viêm-Si Mị Tuyết Hồ
9983	7712		2592000	Si Mị Tuyết Hồ 30 Ngày
8161	8203		259200	Nón Ngoại Trang T1 (3 Ngày)
8162	8203		604800	Nón Ngoại Trang T1 (7 Ngày)
8163	8203		2592000	Nón Ngoại Trang T1 (30 Ngày)
8164	8204		259200	Nón Hoa T2 (3 Ngày)
8165	8204		604800	Nón Hoa T2 (7 Ngày)
8166	8204		2592000	Nón Hoa T2 (30 Ngày)
8167	8205		259200	Nón Năm Mới T3 (3 Ngày)
8168	8205		604800	Nón Năm Mới T3 (7 Ngày)
8169	8205		2592000	Nón Năm Mới T3 (30 Ngày)
8170	8206		259200	Nón Bát Gia Tướng T4 (3 Ngày)
8171	8206		604800	Nón Bát Gia Tướng T4 (7 Ngày)
8172	8206		2592000	Nón Bát Gia Tướng T4 (30 Ngày)
8173	8215		259200	Nón Hắc Bang T5 (3 Ngày)
8174	8215		604800	Nón Hắc Bang T5 (7 Ngày)
8175	8215		2592000	Nón Hắc Bang T5 (30 Ngày)
8176	8207		259200	Nón Tự Nhiên T6 (3 Ngày)
8177	8207		604800	Nón Tự Nhiên T6 (7 Ngày)
8178	8207		2592000	Nón Tự Nhiên T6 (30 Ngày)
8179	8208		259200	Nón Phù Quang T7 (3 Ngày)
8180	8208		604800	Nón Phù Quang T7 (7 Ngày)
8181	8208		2592000	Nón Phù Quang T7 (30 Ngày)
8182	7128		259200	Nón Ti Lộ Lưu Sa 3 Ngày
7127	7128		604800	Nón Ti Lộ Lưu Sa-7 ngày
