TemplateId	Desc	AttribType1	AttribLevel1	AttribType2	AttribLevel2	AttribType3	AttribLevel3	AttribType4	AttribLevel4	AttribType5	AttribLevel5	AttribType6	AttribLevel6
3799	Vũ Khí T10 (Cao)	strength_v	24	energy_v	24	basic_damage_v	24	physical_damage_v	24	deadlystrike_v	24	steallife_p	24
483	Dây Chuyền T1 (Thấp)	strength_v	2	dexterity_v	2	ignore_defense_v	2	deadlystrike_damage_p	2	meleedamagereturn_p	2	deadlystrike_v	2
484	Dây Chuyền T2 (Thấp)	strength_v	4	dexterity_v	4	ignore_defense_v	4	deadlystrike_damage_p	4	meleedamagereturn_p	4	deadlystrike_v	4
485	Dây Chuyền T3 (Thấp)	strength_v	6	dexterity_v	6	ignore_defense_v	6	deadlystrike_damage_p	6	meleedamagereturn_p	6	deadlystrike_v	6
486	Dây Chuyền T4 (Thấp)	strength_v	8	dexterity_v	8	ignore_defense_v	8	deadlystrike_damage_p	8	meleedamagereturn_p	8	deadlystrike_v	8
487	Dây Chuyền T5 (Thấp)	strength_v	10	dexterity_v	10	ignore_defense_v	10	deadlystrike_damage_p	10	meleedamagereturn_p	10	deadlystrike_v	10
488	Dây Chuyền T6 (Thấp)	strength_v	12	dexterity_v	12	ignore_defense_v	12	deadlystrike_damage_p	12	meleedamagereturn_p	12	deadlystrike_v	12
489	Dây Chuyền T7 (Thấp)	strength_v	14	dexterity_v	14	ignore_defense_v	14	deadlystrike_damage_p	14	meleedamagereturn_p	14	deadlystrike_v	14
490	Dây Chuyền T8 (Thấp)	strength_v	16	dexterity_v	16	ignore_defense_v	16	deadlystrike_damage_p	16	meleedamagereturn_p	16	deadlystrike_v	16
3800	Dây Chuyền T9 (Thấp)	strength_v	18	dexterity_v	18	ignore_defense_v	18	deadlystrike_damage_p	18	meleedamagereturn_p	18	deadlystrike_v	18
3801	Dây Chuyền T10 (Thấp)	strength_v	20	dexterity_v	20	ignore_defense_v	20	deadlystrike_damage_p	20	meleedamagereturn_p	20	deadlystrike_v	20
491	Dây Chuyền T1 (Trung)	strength_v	3	dexterity_v	3	ignore_defense_v	3	deadlystrike_damage_p	3	meleedamagereturn_p	3	deadlystrike_v	3
492	Dây Chuyền T2 (Trung)	strength_v	5	dexterity_v	5	ignore_defense_v	5	deadlystrike_damage_p	5	meleedamagereturn_p	5	deadlystrike_v	5
493	Dây Chuyền T3 (Trung)	strength_v	7	dexterity_v	7	ignore_defense_v	7	deadlystrike_damage_p	7	meleedamagereturn_p	7	deadlystrike_v	7
494	Dây Chuyền T4 (Trung)	strength_v	9	dexterity_v	9	ignore_defense_v	9	deadlystrike_damage_p	9	meleedamagereturn_p	9	deadlystrike_v	9
495	Dây Chuyền T5 (Trung)	strength_v	11	dexterity_v	11	ignore_defense_v	11	deadlystrike_damage_p	11	meleedamagereturn_p	11	deadlystrike_v	11
496	Dây Chuyền T6 (Trung)	strength_v	14	dexterity_v	12	ignore_defense_v	12	deadlystrike_damage_p	12	meleedamagereturn_p	12	deadlystrike_v	12
497	Dây Chuyền T7 (Trung)	strength_v	15	dexterity_v	15	ignore_defense_v	15	deadlystrike_damage_p	15	meleedamagereturn_p	15	deadlystrike_v	15
498	Dây Chuyền T8 (Trung)	strength_v	17	dexterity_v	17	ignore_defense_v	17	deadlystrike_damage_p	17	meleedamagereturn_p	17	deadlystrike_v	17
3802	Dây Chuyền T9 (Trung)	strength_v	19	dexterity_v	19	ignore_defense_v	19	deadlystrike_damage_p	19	meleedamagereturn_p	19	deadlystrike_v	19
3803	Dây Chuyền T10 (Trung)	strength_v	21	dexterity_v	21	ignore_defense_v	21	deadlystrike_damage_p	21	meleedamagereturn_p	21	deadlystrike_v	21
499	Dây Chuyền T1 (Cao)	strength_v	6	dexterity_v	6	ignore_defense_v	6	deadlystrike_damage_p	6	meleedamagereturn_p	6	deadlystrike_v	6
500	Dây Chuyền T2 (Cao)	strength_v	8	dexterity_v	8	ignore_defense_v	8	deadlystrike_damage_p	8	meleedamagereturn_p	8	deadlystrike_v	8
501	Dây Chuyền T3 (Cao)	strength_v	10	dexterity_v	10	ignore_defense_v	10	deadlystrike_damage_p	10	meleedamagereturn_p	10	deadlystrike_v	10
502	Dây Chuyền T4 (Cao)	strength_v	12	dexterity_v	12	ignore_defense_v	12	deadlystrike_damage_p	12	meleedamagereturn_p	12	deadlystrike_v	12
503	Dây Chuyền T5 (Cao)	strength_v	14	dexterity_v	14	ignore_defense_v	14	deadlystrike_damage_p	14	meleedamagereturn_p	14	deadlystrike_v	14
504	Dây Chuyền T6 (Cao)	strength_v	16	dexterity_v	16	ignore_defense_v	16	deadlystrike_damage_p	16	meleedamagereturn_p	16	deadlystrike_v	16
505	Dây Chuyền T7 (Cao)	strength_v	18	dexterity_v	18	ignore_defense_v	18	deadlystrike_damage_p	18	meleedamagereturn_p	18	deadlystrike_v	18
506	Dây Chuyền T8 (Cao)	strength_v	20	dexterity_v	20	ignore_defense_v	20	deadlystrike_damage_p	20	meleedamagereturn_p	20	deadlystrike_v	20
3804	Dây Chuyền T9 (Cao)	strength_v	22	dexterity_v	22	ignore_defense_v	22	deadlystrike_damage_p	22	meleedamagereturn_p	22	deadlystrike_v	22
3805	Dây Chuyền T10 (Cao)	strength_v	24	dexterity_v	24	ignore_defense_v	24	deadlystrike_damage_p	24	meleedamagereturn_p	24	deadlystrike_v	24
531	Nhẫn T1 (Thấp)	strength_v	2	energy_v	2	ignore_defense_v	2	defense_v	2	meleedamagereturn_p	2	deadlystrike_v	2
532	Nhẫn T2 (Thấp)	strength_v	4	energy_v	4	ignore_defense_v	4	defense_v	4	meleedamagereturn_p	4	deadlystrike_v	4
533	Nhẫn T3 (Thấp)	strength_v	6	energy_v	6	ignore_defense_v	6	defense_v	6	meleedamagereturn_p	6	deadlystrike_v	6
534	Nhẫn T4 (Thấp)	strength_v	8	energy_v	8	ignore_defense_v	8	defense_v	8	meleedamagereturn_p	8	deadlystrike_v	8
535	Nhẫn T5 (Thấp)	strength_v	10	energy_v	10	ignore_defense_v	10	defense_v	10	meleedamagereturn_p	10	deadlystrike_v	10
536	Nhẫn T6 (Thấp)	strength_v	12	energy_v	12	ignore_defense_v	12	defense_v	12	meleedamagereturn_p	12	deadlystrike_v	12
537	Nhẫn T7 (Thấp)	strength_v	14	energy_v	14	ignore_defense_v	14	defense_v	14	meleedamagereturn_p	14	deadlystrike_v	14
538	Nhẫn T8 (Thấp)	strength_v	16	energy_v	16	ignore_defense_v	16	defense_v	16	meleedamagereturn_p	16	deadlystrike_v	16
3806	Nhẫn T9 (Thấp)	strength_v	18	energy_v	18	ignore_defense_v	18	defense_v	18	meleedamagereturn_p	18	deadlystrike_v	18
3807	Nhẫn T10 (Thấp)	strength_v	20	energy_v	20	ignore_defense_v	20	defense_v	20	meleedamagereturn_p	20	deadlystrike_v	20
539	Nhẫn T1 (Trung)	strength_v	3	energy_v	3	ignore_defense_v	3	defense_v	3	meleedamagereturn_p	3	deadlystrike_v	3
540	Nhẫn T2 (Trung)	strength_v	5	energy_v	5	ignore_defense_v	5	defense_v	5	meleedamagereturn_p	5	deadlystrike_v	5
541	Nhẫn T3 (Trung)	strength_v	7	energy_v	7	ignore_defense_v	7	defense_v	7	meleedamagereturn_p	7	deadlystrike_v	7
542	Nhẫn T4 (Trung)	strength_v	9	energy_v	9	ignore_defense_v	9	defense_v	9	meleedamagereturn_p	9	deadlystrike_v	9
543	Nhẫn T5 (Trung)	strength_v	11	energy_v	11	ignore_defense_v	11	defense_v	11	meleedamagereturn_p	11	deadlystrike_v	11
544	Nhẫn T6 (Trung)	strength_v	14	energy_v	12	ignore_defense_v	12	defense_v	12	meleedamagereturn_p	12	deadlystrike_v	12
545	Nhẫn T7 (Trung)	strength_v	15	energy_v	15	ignore_defense_v	15	defense_v	15	meleedamagereturn_p	15	deadlystrike_v	15
546	Nhẫn T8 (Trung)	strength_v	17	energy_v	17	ignore_defense_v	17	defense_v	17	meleedamagereturn_p	17	deadlystrike_v	17
3808	Nhẫn T9 (Trung)	strength_v	19	energy_v	19	ignore_defense_v	19	defense_v	19	meleedamagereturn_p	19	deadlystrike_v	19
3809	Nhẫn T10 (Trung)	strength_v	21	energy_v	21	ignore_defense_v	21	defense_v	21	meleedamagereturn_p	21	deadlystrike_v	21
547	Nhẫn T1 (Cao)	strength_v	6	energy_v	6	ignore_defense_v	6	defense_v	6	meleedamagereturn_p	6	deadlystrike_v	6
548	Nhẫn T2 (Cao)	strength_v	8	energy_v	8	ignore_defense_v	8	defense_v	8	meleedamagereturn_p	8	deadlystrike_v	8
549	Nhẫn T3 (Cao)	strength_v	10	energy_v	10	ignore_defense_v	10	defense_v	10	meleedamagereturn_p	10	deadlystrike_v	10
550	Nhẫn T4 (Cao)	strength_v	12	energy_v	12	ignore_defense_v	12	defense_v	12	meleedamagereturn_p	12	deadlystrike_v	12
551	Nhẫn T5 (Cao)	strength_v	14	energy_v	14	ignore_defense_v	14	defense_v	14	meleedamagereturn_p	14	deadlystrike_v	14
552	Nhẫn T6 (Cao)	strength_v	16	energy_v	16	ignore_defense_v	16	defense_v	16	meleedamagereturn_p	16	deadlystrike_v	16
553	Nhẫn T7 (Cao)	strength_v	18	energy_v	18	ignore_defense_v	18	defense_v	18	meleedamagereturn_p	18	deadlystrike_v	18
554	Nhẫn T8 (Cao)	strength_v	20	energy_v	20	ignore_defense_v	20	defense_v	20	meleedamagereturn_p	20	deadlystrike_v	20
3810	Nhẫn T9 (Cao)	strength_v	22	energy_v	22	ignore_defense_v	22	defense_v	22	meleedamagereturn_p	22	deadlystrike_v	22
3811	Nhẫn T10 (Cao)	strength_v	24	energy_v	24	ignore_defense_v	24	defense_v	24	meleedamagereturn_p	24	deadlystrike_v	24
507	Ngọc Bội T1 (Thấp)	vitality_v	2	energy_v	2	deadlystrike_damage_p	2	rangedamagereturn_p	2	ignore_defense_v	2	weaken_deadlystrike_v	2
508	Ngọc Bội T2 (Thấp)	vitality_v	4	energy_v	4	deadlystrike_damage_p	4	rangedamagereturn_p	4	ignore_defense_v	4	weaken_deadlystrike_v	4
509	Ngọc Bội T3 (Thấp)	vitality_v	6	energy_v	6	deadlystrike_damage_p	6	rangedamagereturn_p	6	ignore_defense_v	6	weaken_deadlystrike_v	6
510	Ngọc Bội T4 (Thấp)	vitality_v	8	energy_v	8	deadlystrike_damage_p	8	rangedamagereturn_p	8	ignore_defense_v	8	weaken_deadlystrike_v	8
511	Ngọc Bội T5 (Thấp)	vitality_v	10	energy_v	10	deadlystrike_damage_p	10	rangedamagereturn_p	10	ignore_defense_v	10	weaken_deadlystrike_v	10
512	Ngọc Bội T6 (Thấp)	vitality_v	12	energy_v	12	deadlystrike_damage_p	12	rangedamagereturn_p	12	ignore_defense_v	12	weaken_deadlystrike_v	12
513	Ngọc Bội T7 (Thấp)	vitality_v	14	energy_v	14	deadlystrike_damage_p	14	rangedamagereturn_p	14	ignore_defense_v	14	weaken_deadlystrike_v	14
514	Ngọc Bội T8 (Thấp)	vitality_v	16	energy_v	16	deadlystrike_damage_p	16	rangedamagereturn_p	16	ignore_defense_v	16	weaken_deadlystrike_v	16
3812	Ngọc Bội T9 (Thấp)	vitality_v	18	energy_v	18	deadlystrike_damage_p	18	rangedamagereturn_p	18	ignore_defense_v	18	weaken_deadlystrike_v	18
3813	Ngọc Bội T10 (Thấp)	vitality_v	20	energy_v	20	deadlystrike_damage_p	20	rangedamagereturn_p	20	ignore_defense_v	20	weaken_deadlystrike_v	20
515	Ngọc Bội T1 (Trung)	vitality_v	3	energy_v	3	deadlystrike_damage_p	3	rangedamagereturn_p	3	ignore_defense_v	3	weaken_deadlystrike_v	3
516	Ngọc Bội T2 (Trung)	vitality_v	5	energy_v	5	deadlystrike_damage_p	5	rangedamagereturn_p	5	ignore_defense_v	5	weaken_deadlystrike_v	5
517	Ngọc Bội T3 (Trung)	vitality_v	7	energy_v	7	deadlystrike_damage_p	7	rangedamagereturn_p	7	ignore_defense_v	7	weaken_deadlystrike_v	7
518	Ngọc Bội T4 (Trung)	vitality_v	9	energy_v	9	deadlystrike_damage_p	9	rangedamagereturn_p	9	ignore_defense_v	9	weaken_deadlystrike_v	9
519	Ngọc Bội T5 (Trung)	vitality_v	11	energy_v	11	deadlystrike_damage_p	11	rangedamagereturn_p	11	ignore_defense_v	11	weaken_deadlystrike_v	11
520	Ngọc Bội T6 (Trung)	vitality_v	14	energy_v	12	deadlystrike_damage_p	12	rangedamagereturn_p	12	ignore_defense_v	12	weaken_deadlystrike_v	12
521	Ngọc Bội T7 (Trung)	vitality_v	15	energy_v	15	deadlystrike_damage_p	15	rangedamagereturn_p	15	ignore_defense_v	15	weaken_deadlystrike_v	15
522	Ngọc Bội T8 (Trung)	vitality_v	17	energy_v	17	deadlystrike_damage_p	17	rangedamagereturn_p	17	ignore_defense_v	17	weaken_deadlystrike_v	17
3814	Ngọc Bội T9 (Trung)	vitality_v	19	energy_v	19	deadlystrike_damage_p	19	rangedamagereturn_p	19	ignore_defense_v	19	weaken_deadlystrike_v	19
3815	Ngọc Bội T10 (Trung)	vitality_v	21	energy_v	21	deadlystrike_damage_p	21	rangedamagereturn_p	21	ignore_defense_v	21	weaken_deadlystrike_v	21
523	Ngọc Bội T1 (Cao)	vitality_v	6	energy_v	6	deadlystrike_damage_p	6	rangedamagereturn_p	6	ignore_defense_v	6	weaken_deadlystrike_v	6
524	Ngọc Bội T2 (Cao)	vitality_v	8	energy_v	8	deadlystrike_damage_p	8	rangedamagereturn_p	8	ignore_defense_v	8	weaken_deadlystrike_v	8
525	Ngọc Bội T3 (Cao)	vitality_v	10	energy_v	10	deadlystrike_damage_p	10	rangedamagereturn_p	10	ignore_defense_v	10	weaken_deadlystrike_v	10
526	Ngọc Bội T4 (Cao)	vitality_v	12	energy_v	12	deadlystrike_damage_p	12	rangedamagereturn_p	12	ignore_defense_v	12	weaken_deadlystrike_v	12
527	Ngọc Bội T5 (Cao)	vitality_v	14	energy_v	14	deadlystrike_damage_p	14	rangedamagereturn_p	14	ignore_defense_v	14	weaken_deadlystrike_v	14
528	Ngọc Bội T6 (Cao)	vitality_v	16	energy_v	16	deadlystrike_damage_p	16	rangedamagereturn_p	16	ignore_defense_v	16	weaken_deadlystrike_v	16
529	Ngọc Bội T7 (Cao)	vitality_v	18	energy_v	18	deadlystrike_damage_p	18	rangedamagereturn_p	18	ignore_defense_v	18	weaken_deadlystrike_v	18
530	Ngọc Bội T8 (Cao)	vitality_v	20	energy_v	20	deadlystrike_damage_p	20	rangedamagereturn_p	20	ignore_defense_v	20	weaken_deadlystrike_v	20
3816	Ngọc Bội T9 (Cao)	vitality_v	22	energy_v	22	deadlystrike_damage_p	22	rangedamagereturn_p	22	ignore_defense_v	22	weaken_deadlystrike_v	22
3817	Ngọc Bội T10 (Cao)	vitality_v	24	energy_v	24	deadlystrike_damage_p	24	rangedamagereturn_p	24	ignore_defense_v	24	weaken_deadlystrike_v	24
340	Hộ Thân Phù T1 (Thấp)	vitality_v	2	dexterity_v	2	deadlystrike_damage_p	2	rangedamagereturn_p	2	lifereplenish_p	2	ignore_defense_v	2
341	Hộ Thân Phù T2 (Thấp)	vitality_v	4	dexterity_v	4	deadlystrike_damage_p	4	rangedamagereturn_p	4	lifereplenish_p	4	ignore_defense_v	4
342	Hộ Thân Phù T3 (Thấp)	vitality_v	6	dexterity_v	6	deadlystrike_damage_p	6	rangedamagereturn_p	6	lifereplenish_p	6	ignore_defense_v	6
343	Hộ Thân Phù T4 (Thấp)	vitality_v	8	dexterity_v	8	deadlystrike_damage_p	8	rangedamagereturn_p	8	lifereplenish_p	8	ignore_defense_v	8
344	Hộ Thân Phù T5 (Thấp)	vitality_v	10	dexterity_v	10	deadlystrike_damage_p	10	rangedamagereturn_p	10	lifereplenish_p	10	ignore_defense_v	10
345	Hộ Thân Phù T6 (Thấp)	vitality_v	12	dexterity_v	12	deadlystrike_damage_p	12	rangedamagereturn_p	12	lifereplenish_p	12	ignore_defense_v	12
346	Hộ Thân Phù T7 (Thấp)	vitality_v	14	dexterity_v	14	deadlystrike_damage_p	14	rangedamagereturn_p	14	lifereplenish_p	14	ignore_defense_v	14
347	Hộ Thân Phù T8 (Thấp)	vitality_v	16	dexterity_v	16	deadlystrike_damage_p	16	rangedamagereturn_p	16	lifereplenish_p	16	ignore_defense_v	16
3818	Hộ Thân Phù T9 (Thấp)	vitality_v	18	dexterity_v	18	deadlystrike_damage_p	18	rangedamagereturn_p	18	lifereplenish_p	18	ignore_defense_v	18
3819	Hộ Thân Phù T10 (Thấp)	vitality_v	20	dexterity_v	20	deadlystrike_damage_p	20	rangedamagereturn_p	20	lifereplenish_p	20	ignore_defense_v	20
348	Hộ Thân Phù T1 (Trung)	vitality_v	3	dexterity_v	3	deadlystrike_damage_p	3	rangedamagereturn_p	3	lifereplenish_p	3	ignore_defense_v	3
349	Hộ Thân Phù T2 (Trung)	vitality_v	5	dexterity_v	5	deadlystrike_damage_p	5	rangedamagereturn_p	5	lifereplenish_p	5	ignore_defense_v	5
350	Hộ Thân Phù T3 (Trung)	vitality_v	7	dexterity_v	7	deadlystrike_damage_p	7	rangedamagereturn_p	7	lifereplenish_p	7	ignore_defense_v	7
351	Hộ Thân Phù T4 (Trung)	vitality_v	9	dexterity_v	9	deadlystrike_damage_p	9	rangedamagereturn_p	9	lifereplenish_p	9	ignore_defense_v	9
352	Hộ Thân Phù T5 (Trung)	vitality_v	11	dexterity_v	11	deadlystrike_damage_p	11	rangedamagereturn_p	11	lifereplenish_p	11	ignore_defense_v	11
353	Hộ Thân Phù T6 (Trung)	vitality_v	14	dexterity_v	12	deadlystrike_damage_p	12	rangedamagereturn_p	12	lifereplenish_p	12	ignore_defense_v	12
354	Hộ Thân Phù T7 (Trung)	vitality_v	15	dexterity_v	15	deadlystrike_damage_p	15	rangedamagereturn_p	15	lifereplenish_p	15	ignore_defense_v	15
355	Hộ Thân Phù T8 (Trung)	vitality_v	17	dexterity_v	17	deadlystrike_damage_p	17	rangedamagereturn_p	17	lifereplenish_p	17	ignore_defense_v	17
3820	Hộ Thân Phù T9 (Trung)	vitality_v	19	dexterity_v	19	deadlystrike_damage_p	19	rangedamagereturn_p	19	lifereplenish_p	19	ignore_defense_v	19
3821	Hộ Thân Phù T10 (Trung)	vitality_v	21	dexterity_v	21	deadlystrike_damage_p	21	rangedamagereturn_p	21	lifereplenish_p	21	ignore_defense_v	21
356	Hộ Thân Phù T1 (Cao)	vitality_v	6	dexterity_v	6	deadlystrike_damage_p	6	rangedamagereturn_p	6	lifereplenish_p	6	ignore_defense_v	6
357	Hộ Thân Phù T2 (Cao)	vitality_v	8	dexterity_v	8	deadlystrike_damage_p	8	rangedamagereturn_p	8	lifereplenish_p	8	ignore_defense_v	8
358	Hộ Thân Phù T3 (Cao)	vitality_v	10	dexterity_v	10	deadlystrike_damage_p	10	rangedamagereturn_p	10	lifereplenish_p	10	ignore_defense_v	10
359	Hộ Thân Phù T4 (Cao)	vitality_v	12	dexterity_v	12	deadlystrike_damage_p	12	rangedamagereturn_p	12	lifereplenish_p	12	ignore_defense_v	12
360	Hộ Thân Phù T5 (Cao)	vitality_v	14	dexterity_v	14	deadlystrike_damage_p	14	rangedamagereturn_p	14	lifereplenish_p	14	ignore_defense_v	14
361	Hộ Thân Phù T6 (Cao)	vitality_v	16	dexterity_v	16	deadlystrike_damage_p	16	rangedamagereturn_p	16	lifereplenish_p	16	ignore_defense_v	16
362	Hộ Thân Phù T7 (Cao)	vitality_v	18	dexterity_v	18	deadlystrike_damage_p	18	rangedamagereturn_p	18	lifereplenish_p	18	ignore_defense_v	18
363	Hộ Thân Phù T8 (Cao)	vitality_v	20	dexterity_v	20	deadlystrike_damage_p	20	rangedamagereturn_p	20	lifereplenish_p	20	ignore_defense_v	20
3822	Hộ Thân Phù T9 (Cao)	vitality_v	22	dexterity_v	22	deadlystrike_damage_p	22	rangedamagereturn_p	22	lifereplenish_p	22	ignore_defense_v	22
3823	Hộ Thân Phù T10 (Cao)	vitality_v	24	dexterity_v	24	deadlystrike_damage_p	24	rangedamagereturn_p	24	lifereplenish_p	24	ignore_defense_v	24
1246	Vũ Khí T1	basic_damage_v	2	attackrate_v	1								
1247	Dây Chuyền T1	strength_v	2	defense_v	1								
1248	Nhẫn T1	energy_v	2	defense_v	1								
1249	Ngọc Bội T1	vitality_v	2	ignore_defense_v	1								
1250	Hộ Thân Phù T1	dexterity_v	2	ignore_defense_v	1								
1251	Nón T1	energy_v	2	water_resist_v	1								
1252	Áo T1	lifemax_v	2	metal_resist_v	1								
1253	Hộ Uyển T1	strength_v	2	wood_resist_v	1								
1254	Đai T1	dexterity_v	2	fire_resist_v	1								
1255	Giày T1	vitality_v	2	earth_resist_v	1								
1529	Áo T1	lifemax_v	3	metal_resist_v	2								
6080	【Đặc Chế-Hiếm】Nhẫn Đại Diện	deadlystrike_v	10	strength_v	8	defense_v	7	ignore_defense_v	6				
