nTaskId	szTaskIndex	szTaskTitle	szDetailDesc	szTaskDesc	szFinishDesc	szTrackInfo	szDoNextFunc	szFinishTrackInfo	Require_FinishTask	nAutoNextTaskId	nFinishDialogId	nFinishTaskNpcId	Target_PersonalFuben	Target_Achievement	Target_KillNpc	bNotAutoNext	bKillNpcToAllPlayer	bAutoFinish	Target_ExtPoint	szAwardInfo	nTaskType	bShowFinish	nNeedConfirmFinish	Target_ExtInfo	nTaskItemId	szOnFinishTrack	Target_EnterMap	Target_CollectItem	nAcceptTaskNpcId	Target_MinLevel	Require_MinLevel	Require_MaxLevel	bCanRepeat	nAcceptDialogId	IsFinishGuide
70063	ZhenFaTask4_18	[Thường] Trận Pháp Thí Luyện	Cùng [FFFE0D]$ZFT[-] (Hảo hữu) đến Bờ Hồ Động Đình cùng diệt [FFFE0D]Đệ Tử Dược Vương[-]	Cùng [FFFE0D]hảo hữu[-] tiêu diệt [FFFE0D]Đệ Tử Dược Vương[-]	Cùng [FFFE0D]hảo hữu[-] tiêu diệt [FFFE0D]Đệ Tử Dược Vương[-]	[url=goanddosomething:test, 403, 9622, 5783, autofight, 1]									1011|5		1	1			6												1		
70064	ZhenFaTask4_19	[Thường] Trận Pháp Thí Luyện	Bảo vệ [FFFE0D]$ZFT[-] (Tình duyên) đến Võ Di Sơn diệt [FFFE0D]Ác Bá[-]	Bảo vệ [FFFE0D]bạn đời[-] đánh bại [FFFE0D]Ác Bá[-]	Bảo vệ [FFFE0D]bạn đời[-] đánh bại [FFFE0D]Ác Bá[-]	[url=goanddosomething:test, 401, 7707, 4785, autofight, 1]									1751|5		1	1			6												1		
70065	ZhenFaTask4_20	[Thường] Trận Pháp Thí Luyện	Bảo vệ [FFFE0D]$ZFT[-] (Phu thê) đến Võ Di Sơn diệt [FFFE0D]Ác Bá[-]	Bảo vệ [FFFE0D]phu thê[-] đánh bại [FFFE0D]Ác Bá[-]	Bảo vệ [FFFE0D]phu thê[-] đánh bại [FFFE0D]Ác Bá[-]	[url=goanddosomething:test, 401, 7707, 4785, autofight, 1]									1751|5		1	1			6												1		
70066	ZhenFaTask4_21	[Thường] Trận Pháp Thí Luyện	Chứng tỏ cho [FFFE0D]$ZFT[-] (Sư phụ) thấy thành quả khổ luyện, đến Võ Di Sơn diệt [FFFE0D]Ác Bá[-]	Giúp [FFFE0D]sư phụ[-] đánh bại [FFFE0D]Ác Bá[-]	Giúp [FFFE0D]sư phụ[-] đánh bại [FFFE0D]Ác Bá[-]	[url=goanddosomething:test, 401, 7707, 4785, autofight, 1]									1751|5		1	1			6												1		
70067	ZhenFaTask4_22	[Thường] Trận Pháp Thí Luyện	Phái [FFFE0D]$ZFT[-] (Đệ tử) đến Võ Di Sơn diệt [FFFE0D]Ác Bá[-]	Cùng [FFFE0D]đệ tử[-] đánh bại [FFFE0D]Ác Bá[-]	Cùng [FFFE0D]đệ tử[-] đánh bại [FFFE0D]Ác Bá[-]	[url=goanddosomething:test, 401, 7707, 4785, autofight, 1]									1751|5		1	1			6												1		
70068	ZhenFaTask4_23	[Thường] Trận Pháp Thí Luyện	Cùng [FFFE0D]$ZFT[-] (Kết bái) đến Võ Di Sơn tiêu diệt [FFFE0D]Ác Bá[-]	Cùng [FFFE0D]kết bái[-] đánh bại [FFFE0D]Ác Bá[-]	Cùng [FFFE0D]kết bái[-] đánh bại [FFFE0D]Ác Bá[-]	[url=goanddosomething:test, 401, 7707, 4785, autofight, 1]									1751|5		1	1			6												1		
70069	ZhenFaTask4_24	[Thường] Trận Pháp Thí Luyện	Cùng [FFFE0D]$ZFT[-] (Hảo hữu) đến Võ Di Sơn cùng diệt [FFFE0D]Ác Bá[-]	Cùng [FFFE0D]hảo hữu[-] tiêu diệt [FFFE0D]Ác Bá[-]	Cùng [FFFE0D]hảo hữu[-] tiêu diệt [FFFE0D]Ác Bá[-]	[url=goanddosomething:test, 401, 7707, 4785, autofight, 1]									1751|5		1	1			6												1		
70070	ZhenFaTask4_25	[Thường] Trận Pháp Thí Luyện	Bảo vệ [FFFE0D]$ZFT[-] (Tình duyên) đến Tỏa Vân Uyên đánh bại [FFFE0D]Lưu Manh[-]	Bảo vệ [FFFE0D]bạn đời[-] đánh bại [FFFE0D]Lưu Manh[-]	Bảo vệ [FFFE0D]bạn đời[-] đánh bại [FFFE0D]Lưu Manh[-]	[url=goanddosomething:test, 400, 6006, 6692, autofight, 1]									1748|5		1	1			6												1		
70071	ZhenFaTask4_26	[Thường] Trận Pháp Thí Luyện	Bảo vệ [FFFE0D]$ZFT[-] (Phu thê) đến Tỏa Vân Uyên đánh bại [FFFE0D]Lưu Manh[-]	Bảo vệ [FFFE0D]phu thê[-] đánh bại [FFFE0D]Lưu Manh[-]	Bảo vệ [FFFE0D]phu thê[-] đánh bại [FFFE0D]Lưu Manh[-]	[url=goanddosomething:test, 400, 6006, 6692, autofight, 1]									1748|5		1	1			6												1		
70072	ZhenFaTask4_27	[Thường] Trận Pháp Thí Luyện	Chứng tỏ cho [FFFE0D]$ZFT[-] (Sư phụ) thấy thành quả khổ luyện, đến Tỏa Vân Uyên đánh bại [FFFE0D]Lưu Manh[-]	Giúp [FFFE0D]sư phụ[-] đánh bại [FFFE0D]Lưu Manh[-]	Giúp [FFFE0D]sư phụ[-] đánh bại [FFFE0D]Lưu Manh[-]	[url=goanddosomething:test, 400, 6006, 6692, autofight, 1]									1748|5		1	1			6												1		
70073	ZhenFaTask4_28	[Thường] Trận Pháp Thí Luyện	Phái [FFFE0D]$ZFT[-] (Đệ tử) đến Tỏa Vân Uyên đánh bại [FFFE0D]Lưu Manh[-]	Cùng [FFFE0D]đệ tử[-] đánh bại [FFFE0D]Lưu Manh[-]	Cùng [FFFE0D]đệ tử[-] đánh bại [FFFE0D]Lưu Manh[-]	[url=goanddosomething:test, 400, 6006, 6692, autofight, 1]									1748|5		1	1			6												1		
70074	ZhenFaTask4_29	[Thường] Trận Pháp Thí Luyện	Cùng [FFFE0D]$ZFT[-] (Kết bái) đến Tỏa Vân Uyên cùng diệt [FFFE0D]Lưu Manh[-]	Cùng [FFFE0D]Kết Bái[-] đánh bại [FFFE0D]Lưu Manh[-]	Cùng [FFFE0D]Kết Bái[-] đánh bại [FFFE0D]Lưu Manh[-]	[url=goanddosomething:test, 400, 6006, 6692, autofight, 1]									1748|5		1	1			6												1		
70075	ZhenFaTask4_30	[Thường] Trận Pháp Thí Luyện	Cùng [FFFE0D]$ZFT[-] (Hảo hữu) đến Tỏa Vân Uyên cùng diệt [FFFE0D]Lưu Manh[-]	Cùng [FFFE0D] hảo hữu [-] tiêu diệt [FFFE0D]Lưu Manh[-]	Cùng [FFFE0D] hảo hữu [-] tiêu diệt [FFFE0D]Lưu Manh[-]	[url=goanddosomething:test, 400, 6006, 6692, autofight, 1]									1748|5		1	1			6												1		
70076	ZhenFaTask4_31	[Thường] Trận Pháp Thí Luyện	Bảo vệ [FFFE0D]$ZFT[-] (Tình duyên) đến Nhạn Đãng Sơn đánh bại [FFFE0D]Đạo Sĩ Vân Du[-]	Bảo vệ [FFFE0D]bạn đời[-] đánh bại [FFFE0D]Đạo Sĩ Vân Du[-]	Bảo vệ [FFFE0D]bạn đời[-] đánh bại [FFFE0D]Đạo Sĩ Vân Du[-]	[url=goanddosomething:test, 402, 9841, 4992, autofight, 1]									1752|5		1	1			6												1		
70077	ZhenFaTask4_32	[Thường] Trận Pháp Thí Luyện	Bảo vệ [FFFE0D]$ZFT[-] (Phu thê) đến Nhạn Đãng Sơn đánh bại [FFFE0D]Đạo Sĩ Vân Du[-]	Bảo vệ [FFFE0D]phu thê[-] đánh bại [FFFE0D]Đạo Sĩ Vân Du[-]	Bảo vệ [FFFE0D]phu thê[-] đánh bại [FFFE0D]Đạo Sĩ Vân Du[-]	[url=goanddosomething:test, 402, 9841, 4992, autofight, 1]									1752|5		1	1			6												1		
70078	ZhenFaTask4_33	[Thường] Trận Pháp Thí Luyện	Chứng tỏ cho [FFFE0D]$ZFT[-] (Sư phụ) thấy thành quả khổ luyện, đến Nhạn Đãng Sơn đánh bại [FFFE0D]Đạo Sĩ Vân Du[-]	Giúp [FFFE0D]sư phụ[-] đánh bại [FFFE0D]Đạo Sĩ Vân Du[-]	Giúp [FFFE0D]sư phụ[-] đánh bại [FFFE0D]Đạo Sĩ Vân Du[-]	[url=goanddosomething:test, 402, 9841, 4992, autofight, 1]									1752|5		1	1			6												1		
70079	ZhenFaTask4_34	[Thường] Trận Pháp Thí Luyện	Phái [FFFE0D]$ZFT[-] (Đệ tử) đến Nhạn Đãng Sơn đánh bại [FFFE0D]Đạo Sĩ Vân Du[-]	Cùng [FFFE0D]đệ tử[-] đánh bại [FFFE0D]Đạo Sĩ Vân Du[-]	Cùng [FFFE0D]đệ tử[-] đánh bại [FFFE0D]Đạo Sĩ Vân Du[-]	[url=goanddosomething:test, 402, 9841, 4992, autofight, 1]									1752|5		1	1			6												1		
70080	ZhenFaTask4_35	[Thường] Trận Pháp Thí Luyện	Cùng [FFFE0D]$ZFT[-] (Kết bái) đến Nhạn Đãng Sơn diệt [FFFE0D]Đạo Sĩ Vân Du[-]	Cùng [FFFE0D]Kết Bái[-] đánh bại [FFFE0D]Đạo Sĩ Vân Du[-]	Cùng [FFFE0D]Kết Bái[-] đánh bại [FFFE0D]Đạo Sĩ Vân Du[-]	[url=goanddosomething:test, 402, 9841, 4992, autofight, 1]									1752|5		1	1			6												1		
70081	ZhenFaTask4_36	[Thường] Trận Pháp Thí Luyện	Cùng [FFFE0D]$ZFT[-] (Hảo hữu) đến Nhạn Đãng Sơn cùng diệt [FFFE0D]Đạo Sĩ Vân Du[-]	Cùng [FFFE0D] hảo hữu [-]tiêu diệt [FFFE0D]Đạo Sĩ Vân Du[-]	Cùng [FFFE0D] hảo hữu [-]tiêu diệt [FFFE0D]Đạo Sĩ Vân Du[-]	[url=goanddosomething:test, 402, 9841, 4992, autofight, 1]									1752|5		1	1			6												1		
70082	ZhenFaTask5_1	[Thường] Trận Pháp Thí Luyện	Tìm [FFFE0D]Nguyệt Lão[-] trò chuyện, 	Tìm [FFFE0D]Nguyệt Lão[-] trò chuyện	Tìm [FFFE0D]Nguyệt Lão[-] trò chuyện			[url=npc:testtt,2371,10]			50001	2371						1			6												1		
70083	ZhenFaTask5_2	[Thường] Trận Pháp Thí Luyện	Tìm [FFFE0D]Nguyệt Lão[-] trò chuyện, 	Tìm [FFFE0D]Nguyệt Lão[-] trò chuyện	Tìm [FFFE0D]Nguyệt Lão[-] trò chuyện			[url=npc:testtt,2371,10]			50002	2371						1			6												1		
70084	ZhenFaTask5_3	[Thường] Trận Pháp Thí Luyện	Tìm [FFFE0D]Thượng Quan Phi Long[-] trò chuyện	Tìm [FFFE0D]Thượng Quan Phi Long[-] trò chuyện	Tìm [FFFE0D]Thượng Quan Phi Long[-] trò chuyện			[url=npc:testtt,1839,1000]			50003	1839						1			6												1		
70085	ZhenFaTask5_4	[Thường] Trận Pháp Thí Luyện	Tìm [FFFE0D]Thượng Quan Phi Long[-] trò chuyện	Tìm [FFFE0D]Thượng Quan Phi Long[-] trò chuyện	Tìm [FFFE0D]Thượng Quan Phi Long[-] trò chuyện			[url=npc:testtt,1839,1000]			50004	1839						1			6												1		
70086	ZhenFaTask5_5	[Thường] Trận Pháp Thí Luyện	Tìm [FFFE0D]Nạp Lan Tiềm Lẫm[-] trò chuyện	Tìm [FFFE0D]Nạp Lan Tiềm Lẫm[-] trò chuyện	Tìm [FFFE0D]Nạp Lan Tiềm Lẫm[-] trò chuyện			[url=npc:testtt,629,10]			50005	629						1			6												1		
70087	ZhenFaTask5_6	[Thường] Trận Pháp Thí Luyện	Tìm [FFFE0D]Công Tôn Tích Hoa[-] trò chuyện	Tìm [FFFE0D]Công Tôn Tích Hoa[-] trò chuyện	Tìm [FFFE0D]Công Tôn Tích Hoa[-] trò chuyện			[url=npc:testtt,99,10]			50006	99						1			6												1		
70088	ZhenFaTask6_1	[Thường] Trận Pháp Thí Luyện	Trả lời câu hỏi của [FFFE0D]Phụng Hỉ[-]	Trả lời câu hỏi của [FFFE0D]Phụng Hỉ[-]	Trả lời câu hỏi của [FFFE0D]Phụng Hỉ[-]	[url=npc:testtt,2373,10]	OnZhenFaTaskDoNext					2373						1	1		6												1		
70089	ZhenFaTask6_2	[Thường] Trận Pháp Thí Luyện	Trả lời câu hỏi của [FFFE0D]Phụng Hỉ[-]	Trả lời câu hỏi của [FFFE0D]Phụng Hỉ[-]	Trả lời câu hỏi của [FFFE0D]Phụng Hỉ[-]	[url=npc:testtt,2373,10]	OnZhenFaTaskDoNext					2373						1	1		6												1		
70090	ZhenFaTask6_3	[Thường] Trận Pháp Thí Luyện	Trả lời câu hỏi của [FFFE0D]Thượng Quan Phi Long[-]	Trả lời câu hỏi của [FFFE0D]Thượng Quan Phi Long[-]	Trả lời câu hỏi của [FFFE0D]Thượng Quan Phi Long[-]	[url=npc:testtt,1839,1000]	OnZhenFaTaskDoNext					1839						1	1		6												1		
70091	ZhenFaTask6_4	[Thường] Trận Pháp Thí Luyện	Trả lời câu hỏi của [FFFE0D]Thượng Quan Phi Long[-]	Trả lời câu hỏi của [FFFE0D]Thượng Quan Phi Long[-]	Trả lời câu hỏi của [FFFE0D]Thượng Quan Phi Long[-]	[url=npc:testtt,1839,1000]	OnZhenFaTaskDoNext					1839						1	1		6												1		
70092	ZhenFaTask6_5	[Thường] Trận Pháp Thí Luyện	Trả lời câu hỏi của [FFFE0D]Nạp Lan Tiềm Lẫm[-]	Trả lời câu hỏi của [FFFE0D]Nạp Lan Tiềm Lẫm[-]	Trả lời câu hỏi của [FFFE0D]Nạp Lan Tiềm Lẫm[-]	[url=npc:testtt,629,10]	OnZhenFaTaskDoNext					629						1	1		6												1		
70093	ZhenFaTask6_6	[Thường] Trận Pháp Thí Luyện	Trả lời câu hỏi của [FFFE0D]Công Tôn Tích Hoa[-]	Trả lời câu hỏi của [FFFE0D]Công Tôn Tích Hoa[-]	Trả lời câu hỏi của [FFFE0D]Công Tôn Tích Hoa[-]	[url=npc:testtt,99,10]	OnZhenFaTaskDoNext					99						1	1		6												1		
