nTaskId	szTaskIndex	szTaskTitle	szDetailDesc	szTaskDesc	szFinishDesc	szTrackInfo	szFinishTrackInfo	Require_FinishTask	nAutoNextTaskId	nFinishDialogId	nFinishTaskNpcId	Target_PersonalFuben	Target_Achievement	Target_KillNpc	bNotAutoNext	bKillNpcToAllPlayer	bAutoFinish	Target_ExtPoint	szAwardInfo	nTaskType	bShowFinish	nNeedConfirmFinish	Target_ExtInfo	nTaskItemId	szOnFinishTrack	Target_EnterMap	Target_CollectItem	nAcceptTaskNpcId	Target_MinLevel	Require_MinLevel	Require_MaxLevel	bCanRepeat	nAcceptDialogId	IsFinishGuide	DeleteClientNpc	ShowClientNpc	Target_OnTrap
3063	PedagogicalTask1_63	[P] Ngũ Hành Tương Khắc	Võ công các phái trong thiên hạ đều bắt nguồn từ Ngũ Hành, Ngũ Hành [FFFE0D]tương khắc[-], [FFFE0D]Kim khắc Mộc[-], [FFFE0D]Mộc khắc Thổ[-], [FFFE0D]Thủy khắc Hỏa[-], [FFFE0D]Hỏa khắc Kim[-], [FFFE0D]Thổ khắc Thủy[-], các phái khắc chế lẫn nhau, nếu khắc chế đối phương sẽ tăng sát thương và giảm sát thương phải chịu.	Diệt [FFFE0D]Rối Thiên Cơ-Kim[-]	Diệt [FFFE0D]Rối Thiên Cơ-Kim[-]	[url=npcanddosomething:test, 1374, 482, autofight, 1]		3062	3064					1374|3	1	1	1			2					[url=dialog:test, 3063]												
3064	PedagogicalTask1_64	[P] Ngũ Hành Tương Khắc	Võ công các phái trong thiên hạ đều bắt nguồn từ Ngũ Hành, Ngũ Hành [FFFE0D]tương khắc[-], [FFFE0D]Kim khắc Mộc[-], [FFFE0D]Mộc khắc Thổ[-], [FFFE0D]Thủy khắc Hỏa[-], [FFFE0D]Hỏa khắc Kim[-], [FFFE0D]Thổ khắc Thủy[-], các phái khắc chế lẫn nhau, nếu khắc chế đối phương sẽ tăng sát thương và giảm sát thương phải chịu.	Về tìm [FFFE0D]Nạp Lan Cô Nương[-]	Về tìm [FFFE0D]Nạp Lan Cô Nương[-]	[url=npc:testtt,$F,482]	[url=npc:testtt,$F,482]	3063	3065	3064	1101				1					2																	
3065	PedagogicalTask1_65	[P] Ngũ Hành Tương Khắc	Võ công các phái trong thiên hạ đều bắt nguồn từ Ngũ Hành, Ngũ Hành [FFFE0D]tương khắc[-], [FFFE0D]Kim khắc Mộc[-], [FFFE0D]Mộc khắc Thổ[-], [FFFE0D]Thủy khắc Hỏa[-], [FFFE0D]Hỏa khắc Kim[-], [FFFE0D]Thổ khắc Thủy[-], các phái khắc chế lẫn nhau, nếu khắc chế đối phương sẽ tăng sát thương và giảm sát thương phải chịu.	Hỏi đáp về [FFFE0D]Ngũ Hành[-]	Hỏi đáp về [FFFE0D]Ngũ Hành[-]	[url=openwnd:test, ActivityQuestion, "Task"]	[url=npc:testtt,$F,482]	3064		3065	1101								Exp|40000	2	1	1	Task_DaTi		[url=openwnd:test, FiveElements]												
3070	PedagogicalTask1_70	[P] Ngũ Hành Tương Khắc	Võ công các phái trong thiên hạ đều bắt nguồn từ Ngũ Hành, Ngũ Hành [FFFE0D]tương khắc[-], [FFFE0D]Kim khắc Mộc[-], [FFFE0D]Mộc khắc Thổ[-], [FFFE0D]Thủy khắc Hỏa[-], [FFFE0D]Hỏa khắc Kim[-], [FFFE0D]Thổ khắc Thủy[-], các phái khắc chế lẫn nhau, nếu khắc chế đối phương sẽ tăng sát thương và giảm sát thương phải chịu.	Tìm [FFFE0D]Nạp Lan cô nương[-] tìm hiểu Ngũ Hành	Tìm [FFFE0D]Nạp Lan cô nương[-] tìm hiểu Ngũ Hành	[url=npc:testtt,$F,482]	[url=npc:testtt,$F,482]		3071	3070	1101				1					2																	
3071	PedagogicalTask1_71	[P] Ngũ Hành Tương Khắc	Võ công các phái trong thiên hạ đều bắt nguồn từ Ngũ Hành, Ngũ Hành [FFFE0D]tương khắc[-], [FFFE0D]Kim khắc Mộc[-], [FFFE0D]Mộc khắc Thổ[-], [FFFE0D]Thủy khắc Hỏa[-], [FFFE0D]Hỏa khắc Kim[-], [FFFE0D]Thổ khắc Thủy[-], các phái khắc chế lẫn nhau, nếu khắc chế đối phương sẽ tăng sát thương và giảm sát thương phải chịu.	Diệt [FFFE0D]Rối Thiên Cơ-Kim[-]	Diệt [FFFE0D]Rối Thiên Cơ-Kim[-]	[url=npcanddosomething:test, 1374, 482, autofight, 1]		3070	3072					1374|3	1	1	1			2					[url=dialog:test, 3071]												
3072	PedagogicalTask1_72	[P] Ngũ Hành Tương Khắc	Võ công các phái trong thiên hạ đều bắt nguồn từ Ngũ Hành, Ngũ Hành [FFFE0D]tương khắc[-], [FFFE0D]Kim khắc Mộc[-], [FFFE0D]Mộc khắc Thổ[-], [FFFE0D]Thủy khắc Hỏa[-], [FFFE0D]Hỏa khắc Kim[-], [FFFE0D]Thổ khắc Thủy[-], các phái khắc chế lẫn nhau, nếu khắc chế đối phương sẽ tăng sát thương và giảm sát thương phải chịu.	Diệt [FFFE0D]Rối Thiên Cơ-Hỏa[-]	Diệt [FFFE0D]Rối Thiên Cơ-Hỏa[-]	[url=npcanddosomething:test, 1377, 482, autofight, 1]		3071	3073					1377|3	1	1	1			2					[url=dialog:test, 3072]												
3073	PedagogicalTask1_73	[P] Ngũ Hành Tương Khắc	Võ công các phái trong thiên hạ đều bắt nguồn từ Ngũ Hành, Ngũ Hành [FFFE0D]tương khắc[-], [FFFE0D]Kim khắc Mộc[-], [FFFE0D]Mộc khắc Thổ[-], [FFFE0D]Thủy khắc Hỏa[-], [FFFE0D]Hỏa khắc Kim[-], [FFFE0D]Thổ khắc Thủy[-], các phái khắc chế lẫn nhau, nếu khắc chế đối phương sẽ tăng sát thương và giảm sát thương phải chịu.	Diệt [FFFE0D]Rối Thiên Cơ-Thổ[-]	Diệt [FFFE0D]Rối Thiên Cơ-Thổ[-]	[url=npcanddosomething:test, 1378, 482, autofight, 1]		3072	3074					1378|3	1	1	1			2					[url=dialog:test, 3073]												
3074	PedagogicalTask1_74	[P] Ngũ Hành Tương Khắc	Võ công các phái trong thiên hạ đều bắt nguồn từ Ngũ Hành, Ngũ Hành [FFFE0D]tương khắc[-], [FFFE0D]Kim khắc Mộc[-], [FFFE0D]Mộc khắc Thổ[-], [FFFE0D]Thủy khắc Hỏa[-], [FFFE0D]Hỏa khắc Kim[-], [FFFE0D]Thổ khắc Thủy[-], các phái khắc chế lẫn nhau, nếu khắc chế đối phương sẽ tăng sát thương và giảm sát thương phải chịu.	Về tìm [FFFE0D]Nạp Lan Cô Nương[-]	Về tìm [FFFE0D]Nạp Lan Cô Nương[-]	[url=npc:testtt,$F,482]	[url=npc:testtt,$F,482]	3073	3075	3074	1101				1					2																	
3075	PedagogicalTask1_75	[P] Ngũ Hành Tương Khắc	Võ công các phái trong thiên hạ đều bắt nguồn từ Ngũ Hành, Ngũ Hành [FFFE0D]tương khắc[-], [FFFE0D]Kim khắc Mộc[-], [FFFE0D]Mộc khắc Thổ[-], [FFFE0D]Thủy khắc Hỏa[-], [FFFE0D]Hỏa khắc Kim[-], [FFFE0D]Thổ khắc Thủy[-], các phái khắc chế lẫn nhau, nếu khắc chế đối phương sẽ tăng sát thương và giảm sát thương phải chịu.	Hỏi đáp về [FFFE0D]Ngũ Hành[-]	Hỏi đáp về [FFFE0D]Ngũ Hành[-]	[url=openwnd:test, ActivityQuestion, "Task"]	[url=npc:testtt,$F,482]	3074		3075	1101								Exp|40000	2	1	1	Task_DaTi		[url=openwnd:test, FiveElements]												
3080	PedagogicalTask1_80	[P] Ngũ Hành Tương Khắc	Võ công các phái trong thiên hạ đều bắt nguồn từ Ngũ Hành, Ngũ Hành [FFFE0D]tương khắc[-], [FFFE0D]Kim khắc Mộc[-], [FFFE0D]Mộc khắc Thổ[-], [FFFE0D]Thủy khắc Hỏa[-], [FFFE0D]Hỏa khắc Kim[-], [FFFE0D]Thổ khắc Thủy[-], các phái khắc chế lẫn nhau, nếu khắc chế đối phương sẽ tăng sát thương và giảm sát thương phải chịu.	Tìm [FFFE0D]Nạp Lan cô nương[-] tìm hiểu Ngũ Hành	Tìm [FFFE0D]Nạp Lan cô nương[-] tìm hiểu Ngũ Hành	[url=npc:testtt,$F,482]	[url=npc:testtt,$F,482]		3081	3080	1101				1					2																	
3081	PedagogicalTask1_81	[P] Ngũ Hành Tương Khắc	Võ công các phái trong thiên hạ đều bắt nguồn từ Ngũ Hành, Ngũ Hành [FFFE0D]tương khắc[-], [FFFE0D]Kim khắc Mộc[-], [FFFE0D]Mộc khắc Thổ[-], [FFFE0D]Thủy khắc Hỏa[-], [FFFE0D]Hỏa khắc Kim[-], [FFFE0D]Thổ khắc Thủy[-], các phái khắc chế lẫn nhau, nếu khắc chế đối phương sẽ tăng sát thương và giảm sát thương phải chịu.	Diệt [FFFE0D]Rối Thiên Cơ-Mộc[-]	Diệt [FFFE0D]Rối Thiên Cơ-Mộc[-]	[url=npcanddosomething:test, 1375, 482, autofight, 1]		3080	3082					1375|3	1	1	1			2					[url=dialog:test, 3081]												
3082	PedagogicalTask1_82	[P] Ngũ Hành Tương Khắc	Võ công các phái trong thiên hạ đều bắt nguồn từ Ngũ Hành, Ngũ Hành [FFFE0D]tương khắc[-], [FFFE0D]Kim khắc Mộc[-], [FFFE0D]Mộc khắc Thổ[-], [FFFE0D]Thủy khắc Hỏa[-], [FFFE0D]Hỏa khắc Kim[-], [FFFE0D]Thổ khắc Thủy[-], các phái khắc chế lẫn nhau, nếu khắc chế đối phương sẽ tăng sát thương và giảm sát thương phải chịu.	Diệt [FFFE0D]Rối Thiên Cơ-Kim[-]	Diệt [FFFE0D]Rối Thiên Cơ-Kim[-]	[url=npcanddosomething:test, 1374, 482, autofight, 1]		3081	3083					1374|3	1	1	1			2					[url=dialog:test, 3082]												
3083	PedagogicalTask1_83	[P] Ngũ Hành Tương Khắc	Võ công các phái trong thiên hạ đều bắt nguồn từ Ngũ Hành, Ngũ Hành [FFFE0D]tương khắc[-], [FFFE0D]Kim khắc Mộc[-], [FFFE0D]Mộc khắc Thổ[-], [FFFE0D]Thủy khắc Hỏa[-], [FFFE0D]Hỏa khắc Kim[-], [FFFE0D]Thổ khắc Thủy[-], các phái khắc chế lẫn nhau, nếu khắc chế đối phương sẽ tăng sát thương và giảm sát thương phải chịu.	Diệt [FFFE0D]Rối Thiên Cơ-Thủy[-]	Diệt [FFFE0D]Rối Thiên Cơ-Thủy[-]	[url=npcanddosomething:test, 1376, 482, autofight, 1]		3082	3084					1376|3	1	1	1			2					[url=dialog:test, 3083]												
3084	PedagogicalTask1_84	[P] Ngũ Hành Tương Khắc	Võ công các phái trong thiên hạ đều bắt nguồn từ Ngũ Hành, Ngũ Hành [FFFE0D]tương khắc[-], [FFFE0D]Kim khắc Mộc[-], [FFFE0D]Mộc khắc Thổ[-], [FFFE0D]Thủy khắc Hỏa[-], [FFFE0D]Hỏa khắc Kim[-], [FFFE0D]Thổ khắc Thủy[-], các phái khắc chế lẫn nhau, nếu khắc chế đối phương sẽ tăng sát thương và giảm sát thương phải chịu.	Về tìm [FFFE0D]Nạp Lan Cô Nương[-]	Về tìm [FFFE0D]Nạp Lan Cô Nương[-]	[url=npc:testtt,$F,482]	[url=npc:testtt,$F,482]	3083	3085	3084	1101				1					2																	
3085	PedagogicalTask1_85	[P] Ngũ Hành Tương Khắc	Võ công các phái trong thiên hạ đều bắt nguồn từ Ngũ Hành, Ngũ Hành [FFFE0D]tương khắc[-], [FFFE0D]Kim khắc Mộc[-], [FFFE0D]Mộc khắc Thổ[-], [FFFE0D]Thủy khắc Hỏa[-], [FFFE0D]Hỏa khắc Kim[-], [FFFE0D]Thổ khắc Thủy[-], các phái khắc chế lẫn nhau, nếu khắc chế đối phương sẽ tăng sát thương và giảm sát thương phải chịu.	Hỏi đáp về [FFFE0D]Ngũ Hành[-]	Hỏi đáp về [FFFE0D]Ngũ Hành[-]	[url=openwnd:test, ActivityQuestion, "Task"]	[url=npc:testtt,$F,482]	3084		3085	1101								Exp|40000	2	1	1	Task_DaTi		[url=openwnd:test, FiveElements]												
3090	PedagogicalTask1_90	[P] Ngũ Hành Tương Khắc	Võ công các phái trong thiên hạ đều bắt nguồn từ Ngũ Hành, Ngũ Hành [FFFE0D]tương khắc[-], [FFFE0D]Kim khắc Mộc[-], [FFFE0D]Mộc khắc Thổ[-], [FFFE0D]Thủy khắc Hỏa[-], [FFFE0D]Hỏa khắc Kim[-], [FFFE0D]Thổ khắc Thủy[-], các phái khắc chế lẫn nhau, nếu khắc chế đối phương sẽ tăng sát thương và giảm sát thương phải chịu.	Tìm [FFFE0D]Nạp Lan cô nương[-] tìm hiểu Ngũ Hành	Tìm [FFFE0D]Nạp Lan cô nương[-] tìm hiểu Ngũ Hành	[url=npc:testtt,$F,482]	[url=npc:testtt,$F,482]		3091	3090	1101				1					2																	
3091	PedagogicalTask1_91	[P] Ngũ Hành Tương Khắc	Võ công các phái trong thiên hạ đều bắt nguồn từ Ngũ Hành, Ngũ Hành [FFFE0D]tương khắc[-], [FFFE0D]Kim khắc Mộc[-], [FFFE0D]Mộc khắc Thổ[-], [FFFE0D]Thủy khắc Hỏa[-], [FFFE0D]Hỏa khắc Kim[-], [FFFE0D]Thổ khắc Thủy[-], các phái khắc chế lẫn nhau, nếu khắc chế đối phương sẽ tăng sát thương và giảm sát thương phải chịu.	Diệt [FFFE0D]Rối Thiên Cơ-Hỏa[-]	Diệt [FFFE0D]Rối Thiên Cơ-Hỏa[-]	[url=npcanddosomething:test, 1377, 482, autofight, 1]		3090	3092					1377|3	1	1	1			2					[url=dialog:test, 3091]												
3092	PedagogicalTask1_92	[P] Ngũ Hành Tương Khắc	Võ công các phái trong thiên hạ đều bắt nguồn từ Ngũ Hành, Ngũ Hành [FFFE0D]tương khắc[-], [FFFE0D]Kim khắc Mộc[-], [FFFE0D]Mộc khắc Thổ[-], [FFFE0D]Thủy khắc Hỏa[-], [FFFE0D]Hỏa khắc Kim[-], [FFFE0D]Thổ khắc Thủy[-], các phái khắc chế lẫn nhau, nếu khắc chế đối phương sẽ tăng sát thương và giảm sát thương phải chịu.	Diệt [FFFE0D]Rối Thiên Cơ-Thủy[-]	Diệt [FFFE0D]Rối Thiên Cơ-Thủy[-]	[url=npcanddosomething:test, 1376, 482, autofight, 1]		3091	3093					1376|3	1	1	1			2					[url=dialog:test, 3092]												
3093	PedagogicalTask1_93	[P] Ngũ Hành Tương Khắc	Võ công các phái trong thiên hạ đều bắt nguồn từ Ngũ Hành, Ngũ Hành [FFFE0D]tương khắc[-], [FFFE0D]Kim khắc Mộc[-], [FFFE0D]Mộc khắc Thổ[-], [FFFE0D]Thủy khắc Hỏa[-], [FFFE0D]Hỏa khắc Kim[-], [FFFE0D]Thổ khắc Thủy[-], các phái khắc chế lẫn nhau, nếu khắc chế đối phương sẽ tăng sát thương và giảm sát thương phải chịu.	Diệt [FFFE0D]Rối Thiên Cơ-Mộc[-]	Diệt [FFFE0D]Rối Thiên Cơ-Mộc[-]	[url=npcanddosomething:test, 1375, 482, autofight, 1]		3092	3094					1375|3	1	1	1			2					[url=dialog:test, 3093]												
3094	PedagogicalTask1_94	[P] Ngũ Hành Tương Khắc	Võ công các phái trong thiên hạ đều bắt nguồn từ Ngũ Hành, Ngũ Hành [FFFE0D]tương khắc[-], [FFFE0D]Kim khắc Mộc[-], [FFFE0D]Mộc khắc Thổ[-], [FFFE0D]Thủy khắc Hỏa[-], [FFFE0D]Hỏa khắc Kim[-], [FFFE0D]Thổ khắc Thủy[-], các phái khắc chế lẫn nhau, nếu khắc chế đối phương sẽ tăng sát thương và giảm sát thương phải chịu.	Về tìm [FFFE0D]Nạp Lan Cô Nương[-]	Về tìm [FFFE0D]Nạp Lan Cô Nương[-]	[url=npc:testtt,$F,482]	[url=npc:testtt,$F,482]	3093	3095	3094	1101				1					2																	
3095	PedagogicalTask1_95	[P] Ngũ Hành Tương Khắc	Võ công các phái trong thiên hạ đều bắt nguồn từ Ngũ Hành, Ngũ Hành [FFFE0D]tương khắc[-], [FFFE0D]Kim khắc Mộc[-], [FFFE0D]Mộc khắc Thổ[-], [FFFE0D]Thủy khắc Hỏa[-], [FFFE0D]Hỏa khắc Kim[-], [FFFE0D]Thổ khắc Thủy[-], các phái khắc chế lẫn nhau, nếu khắc chế đối phương sẽ tăng sát thương và giảm sát thương phải chịu.	Hỏi đáp về [FFFE0D]Ngũ Hành[-]	Hỏi đáp về [FFFE0D]Ngũ Hành[-]	[url=openwnd:test, ActivityQuestion, "Task"]	[url=npc:testtt,$F,482]	3094		3095	1101								Exp|40000	2	1	1	Task_DaTi		[url=openwnd:test, FiveElements]												
3100	HomeworldTask1_1	[P] Nhắc Nhở	Đại hiệp hùng bá thiên hạ, danh tiếng uy phong lẫm liệt, hãy ở lại cùng bang hội, cùng hưởng rượu lửa trại. Hiện nay võ lâm đang chọn nơi xây Gia Viên, các hạ hãy mau mở rộng địa phận của mình!	Tìm [FFFE0D]Triệu Ân Đồng[-] tìm hiểu Gia Viên	Tìm [FFFE0D]Triệu Ân Đồng[-] tìm hiểu Gia Viên	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]		3101	3100	2279				1		1			2																	
3101	HomeworldTask2_2	[P] Nhắc Nhở	Chúc mừng Đại Hiệp mua Khế Đất và đã trả chi phí xây nhà, giờ hãy đi tìm Triệu Ân Đồng Cô Nương hỏi tình hình xây nhà đi!	Tìm [FFFE0D]Triệu Ân Đồng[-] xây Gia Viên	Tìm [FFFE0D]Triệu Ân Đồng[-] xây Gia Viên	[url=npc:testtt,2279,15]	[url=npc:testtt,2279,15]	3100	3102						1		1	1		2					[url=dialog:test, 3101]												
3102	HomeworldTask2_3	[P] Nhắc Nhở	Hiện đang cần nhiều Gỗ để xây Gia Viên, ta đã nhờ người vận chuyển đến, nhưng do đường xá xa xôi nên gặp chút khó khăn, vì vậy rất mong đại hiệp có thể đến Điểm Thương Sơn giúp chuyển số Gỗ đó về giúp đẩy nhanh tiến độ xây dựng!.	Vận chuyển [FFFE0D]Gỗ[-]	Vận chuyển [FFFE0D]Gỗ[-]	[url=npc:testtt,2214,405]	[url=npc:testtt,2214,405]	3101	3103						1		1	1		2																	
3103	HomeworldTask2_4	[P] Nhắc Nhở	Hiện đang cần nhiều Gỗ để xây Gia Viên, ta đã nhờ người vận chuyển đến, nhưng do đường xá xa xôi nên gặp chút khó khăn, vì vậy rất mong đại hiệp có thể đến Điểm Thương Sơn giúp chuyển số Gỗ đó về giúp đẩy nhanh tiến độ xây dựng!.	Đem Gỗ đến cho [FFFE0D]Triệu Ân Đồng[-]	Đem Gỗ đến cho [FFFE0D]Triệu Ân Đồng[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3102	3104	3103	2279				1		1			2																	
3104	HomeworldTask2_5	[P] Nhắc Nhở	Hiện nhà cửa đã được tu sửa xong, đại hiệp hãy thu thập một số cây yêu thích về trồng tại Đình Viện.	Hãy nhổ một số [FFFE0D]Cây Xanh[-] mang về	Hãy nhổ một số [FFFE0D]Cây Xanh[-] mang về	[url=npc:testtt,2213,403]	[url=npc:testtt,2213,403]	3103	3105						1		1	1		2																	
3105	HomeworldTask2_6	[P] Nhắc Nhở	Hiện nhà cửa đã được tu sửa xong, đại hiệp hãy thu thập một số cây yêu thích về trồng tại Đình Viện.	Đem Thanh Diệp Thảo đến cho [FFFE0D]Triệu Ân Đồng[-]	Đem Thanh Diệp Thảo đến cho [FFFE0D]Triệu Ân Đồng[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3104	3106	3105	2279				1				Item|4058|1	2	1	1															
3106	HomeworldTask2_7	[P] Nhắc Nhở	Đại hiệp đã có Gia Viên, tiếp theo nên học cách đặt gia cụ!	Đến Gia Viên bày biện [FFFE0D]gia cụ[-]	Đến Gia Viên bày biện [FFFE0D]gia cụ[-]	[url=openwnd:test, MiniMap]	[url=openwnd:test, MiniMap]	3105	3107						1		1			2			UseFurniture		[url=dialog:test, 3106]												
3107	HomeworldTask2_8	[P] Nhắc Nhở	Ở chỗ ta có một số nguyên liệu cơ bản để chế tạo gia cụ, hãy mau đến nhận nhé!	Nhận nguyên liệu từ tay [FFFE0D]Triệu Ân Đồng[-]	Nhận nguyên liệu từ tay [FFFE0D]Triệu Ân Đồng[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3106		3107	2279				1				Item|4435|1;Item|4443|1	2	1	1															
3108	HomeworldTask3_1	[P] Thương Hội Thiếu Gia	Ta là「Thương Hội Thiếu Gia」Lâm Triều Hoa. Thương Hội mấy năm nay phát triển nhờ Vạn Thúc quản lý tốt và các vị Đại hiệp giúp đỡ. Nếu không chê, mời Đại hiệp đến tệ xá chơi...	Thăm hỏi [FFFE0D]Lâm Triều Hoa[-]	Thăm hỏi [FFFE0D]Lâm Triều Hoa[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]		3109	3108	2326				1		1			2																	
3109	HomeworldTask3_2	[P] Thương Hội Thiếu Gia	Tiểu Lâm thường bôn ba ở bên ngoài, nhờ đó mà thương hội mới có ngày hôm nay. (Cười lớn) Hậu sinh khả úy...	Tìm [FFFE0D]Lâm Triều Hoa[-] đến「Hoa Đồng Tiểu Trúc」	Báo tình hình cho [FFFE0D]Vạn Kim Tài[-]	[url=npc:testtt,2326,15]	[url=npc:testtt,190,15]	3108			190				1				Item|4187|1	2	1	1				4006											
3150	FactionTask1	[P] Chuyển Phái	Nay võ lâm gặp nạn, cần các đại môn phái đồng lòng dốc sức, bỏ hết hiềm khích!	Tìm [FFFE0D]$NF[-] hỏi về về võ học	Tìm [FFFE0D]$NF[-] hỏi về về võ học	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]		3151	3150	88				1					2																	
3151	FactionTask2	[P] Chuyển Phái	Nay võ lâm gặp nạn, cần các đại môn phái đồng lòng dốc sức, bỏ hết hiềm khích!	Đến Sân Luyện công tìm [FFFE0D]$NF[-]	Đến Sân Luyện công tìm [FFFE0D]$NF[-]	[url=npc:testtt,$F,482]	[url=npc:testtt,$F,482]	3150	3152	3151	1101				1					2																	
3152	FactionTask3	[P] Chuyển Phái	Nay võ lâm gặp nạn, cần các đại môn phái đồng lòng dốc sức, bỏ hết hiềm khích!	Đi gặp [FFFE0D]nhân tài các phái[-]	Đi gặp [FFFE0D]nhân tài các phái[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	3151	3153						1		1	1		2				3152	[url=dialog:test, 3152]												
3153	FactionTask4	[P] Chuyển Phái	Nay võ lâm gặp nạn, cần các đại môn phái đồng lòng dốc sức, bỏ hết hiềm khích!	Về bên [FFFE0D]$NF[-]	Về bên [FFFE0D]$NF[-]	[url=npc:testtt,$F,482]	[url=npc:testtt,$F,482]	3152	3154	3153	1101				1					2																	
3154	FactionTask5	[P] Chuyển Phái	Nay võ lâm gặp nạn, cần các đại môn phái đồng lòng dốc sức, bỏ hết hiềm khích!	Về gặp [FFFE0D]$NF[-]	Về gặp [FFFE0D]$NF[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3153	3155	3154	88				1				Item|6883|1	2	1	1															
3200	JingMai_1	[P] Kinh mạch Tuyệt Học	Gần đây võ công tiến bộ rất chậm, có lẽ là do sai sót gì trong lúc tu luyện, Bà Chủ thấy nhiều hiểu rộng, chắc sẽ biết người có thể chỉ giáo ta!	Tìm [FFFE0D]$NF[-]	Tìm [FFFE0D]$NF[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]		3201	3200	99				1					2																	
3201	JingMai_2	[P] Kinh mạch Tuyệt Học	Bà Chủ nhắc ta mới nhớ! Huyền Thiên Đạo Nhân lai lịch thần bí, võ nghệ cao cường, được người chỉ dạy, có lẽ sẽ có lãnh ngộ phi thường!	Tìm [FFFE0D]$NF[-]	Tìm [FFFE0D]$NF[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3200	3202	3201	626				1					2																	
3202	JingMai_3	[P] Kinh mạch Tuyệt Học	Không biết đây là đâu, có vẻ rất thần bí, đi xung quanh xem sao!	Đến [FFFE0D]Hưởng Thủy Động[-] xem thử	Đến [FFFE0D]Hưởng Thủy Động[-] xem thử	[url=pos:test,406,13500,6650]	[url=pos:test,406,13500,6650]	3201	3203			1000|1|1			1		1			2																	
3203	JingMai_4	[P] Kinh mạch Tuyệt Học	Tàn quyển này rất huyền bí, mang về cho Huyền Thiên Đạo Nhân xem thử rốt cuộc là gì!	Tìm [FFFE0D]$NF[-]	Tìm [FFFE0D]$NF[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3202	3204	3203	626				1					2																	
3204	JingMai_5	[P] Kinh mạch Tuyệt Học	Độc Cô đại hiệp võ công cái thế, nền tảng vững vàng, xem ra Huyền Thiên Đạo Sĩ muốn ta phải có nền tảng vững chắc trước!	Tìm [FFFE0D]$NF[-]	Tìm [FFFE0D]$NF[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3203	3205	3204	88				1					2																	
3205	JingMai_6	[P] Kinh mạch Tuyệt Học	Trở về nơi tu luyện của Huyền Thiên Đạo Nhân, diệt Tâm Ma, có thể mở tu vi mới!	Diệt [FFFE0D]Tâm Ma[-] của bản thân	Diệt [FFFE0D]Tâm Ma[-] của bản thân	[url=pos:test,406,13500,6650]	[url=gotofuben:test, 1000, 2, 1]	3204	3206			1000|2|1			1		1			2																	
3206	JingMai_7	[P] Kinh mạch Tuyệt Học	Cuối cùng cũng đã vượt qua thử thách của Huyền Thiên Đạo Nhân, cách tu luyện kinh mạch này thất truyền đã lâu, ta quyết phải tu luyện thành công!	Tìm [FFFE0D]$NF[-]	Tìm [FFFE0D]$NF[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3205		3206	626				1				ZhenQi|1000;Coin|3000	2	1	1															
3250	WaiZhuang1_1	[P] Sơ Nhập Giang Hồ	Đã lâu không về Vong Ưu Đảo, không biết Chân Nhi cô nương có khỏe không? Nhân lúc rảnh rỗi, về thăm Chân Nhi cô nương!	Về Vong Ưu Đảo thăm [FFFE0D]Nạp Lan Chân[-]	Về Vong Ưu Đảo thăm [FFFE0D]Nạp Lan Chân[-]	[url=npc:testtt,$F,1000]	[url=npc:testtt,$F,1000]		3251	3250	418				1					2																	
3251	WaiZhuang1_2	[P] Sơ Nhập Giang Hồ	Chẳng trách Chân Nhi cô nương ủ rũ! Không thể tha cho chúng! Bà Chủ hiểu biết sâu rộng, có lẽ có manh mối!	Tìm [FFFE0D]Công Tôn Tích Hoa[-] hỏi tin tức	Tìm [FFFE0D]Công Tôn Tích Hoa[-] hỏi tin tức	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3250	3252	3251	99				1					2																	
3252	WaiZhuang1_3	[P] Sơ Nhập Giang Hồ	Cũng đúng, tang vật cần phải bán, có lẽ Vạn Kim Tài có thông tin!	Hỏi [FFFE0D]Vạn Kim Tài[-] tung tích tặc phỉ	Hỏi [FFFE0D]Vạn Kim Tài[-] tung tích tặc phỉ	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3251	3253	3252	190				1					2																	
3253	WaiZhuang1_4	[P] Sơ Nhập Giang Hồ	Ân Phương thường đi đây đi đó, có lẽ sẽ có thông tin!	Hỏi [FFFE0D]Ân Phương[-] xem có manh mối không	Hỏi [FFFE0D]Ân Phương[-] xem có manh mối không	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	3252	3254	3253	623				1					2																	
