nDialogId	szDialogIndex	nLookNpcTemplateId	nNpcTemplateId	szNpcSay	szPlayerSay	szStoryBefore	szStoryAfter	nSoundId	szAction
114	114				(Cô nương này không biết là ai nhưng hình như không có ác ý... Việc này ta không nên nhúng tay vào... chỉ mong Tử Hiên cô nương sớm ngày bình phục...)				
115	115		415	Sao đi lâu vậy mới về?					
115	115				(Khoan hãy nói với Dương huynh vậy) Trên đường ta gặp một người quen, giờ chúng ta đi bái kiến đại hiệp Mạnh Tri Thu đi!				
116	116		415	Ở đây rất đẹp! Nếu không phải có việc đi Lạc Diệp Cốc thì có thể ngắm kỹ hơn. Ủa? Ở đây có 1 bẫy thú? Ai để nó giữa đường thế, bẫy thú hay bẫy người đây!					
116	116				Chúng ta mau dẹp bẫy thú này tránh gây thương tích cho người khác.				
117	117		1629	Ngươi là ai? Tại sao động vào bẫy bắt thú của ta!					
117	117		415	Tại hạ Dương Ảnh Phong. Đặt bẫy thú ở đây không những không săn được thú mà có thể làm người khác bị thương. Tại hạ xin cất nó dùm cô nương! Nếu nó là của cô nương, thì xin trả cô nương.					
117	117		1629	Ngươi là ai mà dám lên mặt với bổn cô nương! Ngươi chắc là người luyện võ, hay là chúng ta tỷ thí chút, nếu ngươi thắng ta và Thương Ưng thì ta sẽ theo ngươi về, nếu thua thì mặc ta làm gì làm!					
117	117		415	Đa tạ nhắc nhở! Thương Ưng cũng chỉ là một loài thú, ta mà bại dưới tay nó thì còn mặt mũi gì!					
117	117				(Xem ra khó tránh khỏi trận này rồi...)				
119	119		1629	Thật ra ta lạc đường, ngươi đưa ta về được không?					
119	119		415	Việc này... Ta có việc cần làm, e rằng không tiện!					
119	119		1629	Các ngươi đều là người hành tẩu giang hồ, sao lại không có lòng giúp người gì cả? Không sợ bị chê cười sao.					
119	119				(Nha đầu này mồm mép lanh lợi thật) Được thôi! Xem ra khó lòng từ chối cô nương rồi. Không biết nhà cô nương ở...				
119	119		1629	Ở phía nam, nhanh lên!					
120	120		1629	Không đúng, nhà ta hình như không phải ở đây.					
120	120		415	Cô nương đừng đùa, sao lại không biết đường về chứ?					
120	120		1629	Ta đã trọng thương khi giao đấu với ngươi nên mới không nhớ rõ, hình như chúng ta phải từ chỗ lúc nãy đi theo hướng đông mới đúng, đúng, hướng đông!					
120	120				Đã suy nghĩ kỹ thì tốt, chúng ta mau lên đường thôi.				
121	121		415	Cô nương nhớ lại xem có phải đi bên này không?					
121	121		1629	Sao, hoài nghi ta sao? Ngươi xem, ở đó nước rất trong, ta hay đến Thiên Trì chơi... Về nhà rất chán, lại không có ai chơi với ta.					
121	121		415	Cô nương trêu đùa tại hạ rồi. Ta còn có việc, chỗ này hoang vắng, cô nương nên về nhà sớm đi! Cáo từ!					
122	122		415	Xin hỏi tại sao tôn phủ lại hỗn loạn như vậy?					
122	122		1110	Tường Vi mới sáng đã đi săn bắt, lát nữa trang chủ không thấy cô ấy sẽ lại nổi giận mất!					
122	122		415	Khi nãy vào cốc, bọn ta thấy giữa đường có 1 bẫy săn thú, chắc là do tiểu thư nhà ngươi đặt, ta đi xem thử, không biết chừng sẽ tìm được tiểu thư.					
122	122		1110	Cô nương mặc áo tím chính là Tường Vi, thiên kim của Lạc Diệp Cốc.					
122	122				(Không ngờ cô bé bướng bỉnh này lại có gốc gác lớn đến vậy) Thôi để chúng ta tìm cô ấy giúp các ngươi.				
122	122		1110	Làm phiền hai vị! Ta sẽ tìm cách giữ chân chủ nhân, hy vọng hai vị có thể về kịp!					
123	123	1098	415	Tường Vi cô nương vui chơi xong chưa? Ta đến mời cô nương mau về sơn trang.					
123	123		1098	Sao biết ta là Tường Vi? (Tường Vi ném trâm cài xuống nước) Nếu ngươi tìm được trâm cài, ta sẽ theo ngươi về! Nước trong hồ rất lạnh, và còn có cá dữ nữa!					
123	123		415	Nếu tìm được Trâm Cài thì cô nương phải theo tại hạ về!					
123	123		415		(Dương huynh đúng là tài ba...) Dương huynh hãy cẩn thận!				
124	124		1098	Sao lại phải xuống? Nếu không phải ngươi võ công cao thâm... ta chưa từng thấy ai như ngươi! Từ nhỏ không ai chơi với ta, còn ngươi thì khác...					
124	124		415	Ha ha! Chuyện nhỏ!					
124	124		1098	Ngươi thật thú vị! Được, về thôi!					
124	124				(Cuối cùng nha đầu cũng chịu về nhà...)				
125	125		1102	Có phải con gây chuyện gì rồi phải không?					
125	125		1098	Đâu có đâu cha! Con về phòng đây, Dương đại ca, tí nữa ta sẽ ra tìm huynh chơi, đừng trốn đi nhé!					
125	125		415	Ngưỡng mộ đại danh tiền bối đã lâu, nay có duyên gặp mặt, mong tiền bối chỉ giáo!					
125	125		1103	Ha ha! Biết có nguy hiểm vẫn xông vào, dám đến khiêu chiến ta, ta sẽ cho ngươi toại nguyện! Chúng ta phải tìm nơi hẻo lánh để quyết đấu!					
125	125				Dương huynh, ta thay huynh về Bi Ma Sơn Trang báo tin cho Nạp Lan cô nương đây, cáo từ! 				
126	126		415	Đã gặp Chân Nhi cô nương chưa?					
126	126		1112	Chân Nhi tiểu thư nói đêm qua không ngủ được, muốn ra ngoài đi dạo, cả đêm rồi không về. Công tử mau đi tìm thử đi.					
126	126		415	Biết nàng ta đi đâu không?					
126	126		1112	Chân Nhi tiểu thư thường đi dạo ở khu rừng phía đông, công tử có thể đến đó tìm thử.					
126	126		415	(Nhìn bạn) Chúng ta cùng đi nào.					
127	127		415	Đa tạ, Mạnh tiền bối võ công cao cường, thật đáng ngưỡng mộ!					
127	127		1102	Chàng trai trẻ, hãy suy nghĩ đề nghị của ta, cơ hội không phải ai cũng gặp được, ngươi đừng bỏ lỡ!					
127	127		415	...$N, chúng ta quay về Bi Ma Sơn Trang.					
127	127				(Không biết Mạnh tiền bối đề nghị chuyện gì...)				
128	128		415	Tử Hiên! Sao nàng lại ở đây?					
128	128		1091	Dương đại ca... đến tìm Nạp Lan cô nương phải không?					
128	128		415	Sao nàng biết?					
128	128		1091	Dương đại ca năm xưa bỏ ta đi, ta chẳng thiết gì sống, nhưng được Nguyệt My Nhi cứu và đưa về Phi Long Bảo, nhờ có cô ấy an ủi, ta đã từ bỏ ý định tự vẫn, nhưng muốn quay về Ba Tiêu Tiểu Trúc...					
128	128		1091	Khi băng qua một khu rừng thì gặp mười mấy kẻ bịt mặt đang bắt trói một cô nương, qua cuộc trò chuyện ta được biết cô ấy tên là Nạp Lan, vả lại cô ấy còn nhắc đến tên Dương đại ca.					
128	128		1091	Ta nghĩ Nạp Lan cô nương và Dương đại ca chắc có quan hệ mật thiết nên ra tay cứu giúp, không ngờ họ người đông thế mạnh, ta không cứu được Nạp Lan cô nương, nhưng cách ăn mặc của họ giống với người của Phi Long Bảo.					
128	128		415	Tử Hiên ... xin lỗi, giờ Chân Nhi là người quan trọng nhất của ta. Thế nhưng người của Phi Long Bảo sao lại bắt cóc Chân Nhi? Không lẽ Nguyệt My Nhi ... Không được, ta phải đến chỗ Phi Long Bảo một chuyến.					
129	129		415	Tại hạ là Dương Ảnh Phong của Bi Ma Sơn Trang, mau gọi Nguyệt My Nhi ra đây gặp ta!					
129	129		1113	Thật không đúng lúc, Nguyệt Thiếu Bảo Chủ hôm nay có việc ra ngoài vẫn chưa về, nếu Dương huynh có việc tìm thiếu chủ chi bằng ở lại Phi Long Bảo vài ngày chờ thiếu chủ quay về.					
129	129		415	Hừ! Rõ ràng là làm chuyện xấu, không dám ra gặp ta. Hừ! Các ngươi bắt Chân Nhi, có phải muốn lấy Võ Đạo Đức Kinh? Nói thật, ta không có Võ Đạo Đức Kinh gì cả, ta tới đây là để đòi người.					
129	129		1113	Tuy ta võ công kém cỏi nhưng cũng không cần phải dùng thủ đoạn đê hèn như vậy để đoạt lấy【Võ Đạo Đức Kinh】, hơn nữa chúng tôi cũng không bắt cóc Chân Nhi cô nương. 					
129	129		415	Hừ! Tận mắt nhìn thấy còn có thể là giả sao? Hôm nay các ngươi không giao Chân Nhi, đừng trách ta không khách sáo.					
129	129		1113	Dương huynh, Phi Long Bảo tuy không có tiếng tăm gì trên giang hồ nhưng cũng không phải dễ xem thường. Các huynh đệ, nếu có người đến kiếm chuyện, chúng ta buộc phải ra tay bảo vệ Phi Long Bảo thôi!					
129	129				(Dương huynh hiện rất sốt ruột, e rằng sẽ không nghe khuyên can, chỉ còn cách động thủ thôi!)				
6135	6135		1098	Dương đại ca, đa tạ đã cứu ta. Huynh sẽ gặp cha ta để cầu thân chứ?					
6135	6135		415	Ta không thể làm thế...					
6135	6135		1098	Dương đại ca đã có ý trung nhân rồi sao?					
6135	6135		415	Tường Vi cô nương, ta sẽ đưa nàng về Lạc Diệp Cốc.					
6137	6137		1103	Dương Ảnh Phong, ngươi đã cứu mạng con gái ta, ơn nghĩa này lão phu phải báo đáp thế nào?					
6137	6137		415	Chỉ là chuyện nhỏ, có gì mà báo đáp, là chuyện ta nên làm!					
6137	6137		1103	Ngươi không phải muốn học võ công của ta sao, sao không chịu để ta truyền thụ võ công tuyệt học cho ngươi?					
6137	6137		415	Dương Ảnh Phong: Vãn bối rất kính phục võ công của tiền bối, nhưng... vãn bối cứu Tường Vi không phải vì mục đích này.					
6137	6137		1103	Nhiều người xin vào mà không được, ngươi có ơn với ta mà lại... Dương Ảnh Phong, ngươi quả thật hơn người, thảo nào Tường Vi luôn một lòng với ngươi.					
6137	6137		1103	Dương thiếu hiệp, sao Phi Long Bảo lại muốn bắt con gái ta? Năm xưa Thượng Quan Phi Long lập ra Phi Long Bảo rất nghiêm khắc với đệ tử, giờ sao lại làm chuyện như vậy?					
6137	6137		415	Vãn bối cũng thấy lạ, chúng không chỉ bắt Tường Vi, mà còn bắt cả Nạp Lan Chân, vãn bối sẽ điều tra rõ.					
6138	6138		1210	Trang chủ, ngài đã về!					
6139	6139		1210	Trang chủ, khi ngài đi vắng, Nguyệt My Nhi của Phi Long Bảo đến tìm ngài.					
6139	6139		415	Hả? Cô ấy đâu? Ta đang định tìm cô ấy.					
6139	6139		1210	Biết trang chủ đi vắng nên cô ấy nhắn sẽ gặp người trên đỉnh Lăng Tuyệt Phong.					
6139	6139		415	Đỉnh Lăng Tuyệt Phong!? Chẳng phải là nơi cha ta và cha cô ấy quyết đấu sao? Xem ra hôm nay ta và Nguyệt My Nhi sẽ có trận sinh tử đây...					
131	131		1113	Dương Ảnh Phong, xem như ngươi lợi hại, đợi thiếu bảo chủ chúng ta về sẽ tìm ngươi tính sổ.					
131	131		415	Không biết Chân Nhi đang bị giam ở đâu, để ta tìm xung quanh xem.					
131	131				(Xem ra Nạp Lan cô nương không có ở đây thật) Dương huynh, Nạp Lan cô nương và Nguyệt cô nương hình như không có ở đây, chúng ta hãy mau tới chỗ khác tìm!				
131	131		415	...Thôi được! Quay về Bi Ma Sơn Trang rồi tính.					
132	132		415	Nguyệt My Nhi! Sao bắt cóc Chân Nhi? Ân oán đời trước...có trả thù thì cũng đừng dùng thủ đoạn bỉ ổi chứ!					
132	132		1097	Dương Ảnh Phong! Ta không tìm ngươi báo thù, ngươi còn đến Phi Long Bảo ta, thật khi người quá đáng. Năm xưa, cha ngươi ép cha ta tỉ võ, hại ta nhà tan cửa nát...					
132	132		1097	Ngươi dám đến làm loạn ở Phi Long Bảo của ta ư. Hừ, nếu hôm nay ta không về kịp thì ngươi định san bằng nơi này luôn chứ gì? Ta nói cho ngươi biết, Nạp Lan Chân đã bị ta diệt rồi! Hôm nay ta sẽ tính sổ luôn với ngươi.					
132	132		415	Cái gì? Chân Nhi! Ngươi! Nguyệt My Nhi...ta sẽ lấy mạng ngươi để báo thù cho Chân Nhi!					
132	132		1097	Được rồi! Ta cũng muốn xem xem Dương Ảnh Phong ngươi có bản lĩnh gì mà dám đến làm loạn Phi Long Bảo ta! Lư tổng quản, ngươi hãy lui xuống! Chuyện này để ta giải quyết!					
134	134		415	Chân Nhi! Thì ra nàng còn sống...nhưng sao lại ngăn cản ta? Không phải bị Nguyệt My Nhi bắt cóc sao?...Rốt cuộc chuyện này là sao?					
134	134		1101	Ảnh Phong ca! Huynh quá hồ đồ! Sao huynh lại có thể... ôi!					
134	134				Hai vị...chuyện này để nói sau đi, Nguyệt cô nương đang bị trọng thương, hãy cứu Nguyệt cô nương trước!				
134	134		415	Đi thôi! Chúng ta về Vong Ưu Đảo tìm Hồ Thần Y!					
135	135		1101	Hồ Thần Y! Nguyệt cô nương bị trọng thương, xin hãy cứu cô ấy!					
135	135		417	Vết thương của cô nương này rất nặng, ta chỉ tạm thời giữ được tính mạng cô ấy. Muốn trị khỏi cần phải dùng chân khí Tiên Thiên Vô Cực đả thông kinh mạch, sau đó uống 12 Ngân Ti Thảo mới khỏi. Người có được công lực này chỉ có Mạnh Tri Thu.					
135	135				Chúng ta chia hai đường, ta và Dương huynh đưa Nguyệt cô nương đến tìm Mạnh tiền bối. Hồ Thần Y, làm phiền người cùng Nạp Lan cô nương đi hái ít Ngân Ti Thảo về!				
136	136		1103	Muốn lão phu cứu người cũng được, nhưng ngươi phải hứa với ta một chuyện là thành thân với Tường Vi. Thế nào? Không khó chứ? Ngươi đã cứu tiểu nữ, ta vốn không nên đưa ra điều kiện gì nhưng vì hạnh phúc của Vi Nhi nên ta chỉ có cách này thôi, mong ngươi hiểu cho ta.					
136	136		415	Tiền bối... Vãn bối khó lòng nghe theo...					
136	136		1103	Dương Ảnh Phong, xét về tướng mạo và võ công, tiểu nữ có chỗ nào không xứng với ngươi, sao ngươi lại nhiều lần từ chối? Ta cho ngươi một ngày để suy nghĩ cho thật kỹ.					
136	136		719	Mạnh Tri Thu đi vào trong nhà					
6136	6136				Dương huynh, chắc phải nhờ Tường Vi cô nương thuyết phục Mạnh tiền bối thôi. Chúng ta hãy tìm Tường Vi cô nương xem cô ấy có đồng ý giúp không.				
6136	6136		415	Ngươi nói đúng, giờ chỉ hy vọng Tường Vi có thể thuyết phục được.					
137	137		415	Tường Vi! Cuối cùng cũng tìm được nàng!					
137	137		719	Dương Ảnh Phong kể cho Tường Vi chuyện đã xảy ra...					
137	137		1099	Ảnh Phong ca, cha ta vô lý quá! Để ta đi nói chuyện với người!					
138	138		1099	Cha... Sao cha lại làm khó Ảnh Phong ca vậy??					
138	138		1103	Vi Nhi, ta làm vậy chỉ là nghĩ cho con thôi!					
138	138		1099	Chuyện của con và Ảnh Phong ca cha đừng xen vào, cha hãy mau giúp Ảnh Phong ca cứu người đi.					
138	138		1103	Đúng là con gái lớn... Thôi, các ngươi về nghỉ ngơi trước đi, đêm nay ta sẽ đi cứu người.					
138	138		415	Vãn bối thay Nguyệt cô nương đa tạ tiền bối cứu giúp.					
139	139				Tường Vi cô nương, Nguyệt cô nương thế nào rồi?				
139	139		1099	Cha nói Nguyệt cô nương không sao, giờ cha ta phải bế quan tu luyện một thời gian, người dặn chúng ta dùng Ngân Ti Thảo trị thương cho cô ấy.					
139	139		415	Vi Nhi, lần này cảm ơn nàng...					
139	139		1099	Dương đại ca, hy vọng huynh sẽ giữ kỹ đồ ta tặng, vết thương Nguyệt cô nương rất nặng, các người hãy mau đi.					
140	140		413	Ảnh Phong ca, Mạnh tiền bối có hứa sẽ trị thương cho Nguyệt cô nương không? Thảo dược đã hái về rồi!					
140	140				Mạnh tiền bối đã trị thương cho Nguyệt cô nương!				
140	140		413	Hay lắm! Ta nấu thuốc xong sẽ cho My Nhi tỷ uống, hãy giúp ta giao nguyên liệu thuốc cho Hồ Thần Y.					
6140	6140				Hồ Thần Y, đây là nguyên liệu Nạp Lan cô nương bảo tại hạ mang đến.				
6140	6140		417	Có số thuốc này, và được Mạnh Tri Thu truyền công, xem như Nguyệt My Nhi có thể sống sót.					
6141	6141				Nạp Lan cô nương sao lại đến đây? Chẳng lẽ Nguyệt cô nương đã xảy ra chuyện gì?				
141	141				Nạp Lan cô nương, Nguyệt cô nương thế nào rồi?				
141	141		413	My Nhi tỷ không sao, nhưng phải tịnh dưỡng, phải rồi, cho các ngươi biết một bí mật, Thượng Quan Phi Long sinh thời là sư huynh đệ với cha ta, ta và My Nhi tỷ là tỷ muội! Tỷ ấy có một mảnh ngọc bội tương phản với ta.					
141	141				Sao chứ? Có việc này ư? Thật trùng hợp!				
141	141		413	Trước khi mẹ mất có nói với My Nhi tỷ rằng người có lưu một bức thư ở mật thất chỗ cấm địa của Vong Ưu Đảo, hai mảnh ngọc bội chính là chìa khóa. Các ngươi hãy ở lại đây, để ta đến mật thất xem thử!					
141	141				(Vong Ưu Đảo là nơi Nạp Lan sinh sống từ nhỏ, chắc không sao) Nạp Lan cô nương hãy cẩn thận.				
142	142		1097	Dương Ảnh Phong, tuy ngươi đã cứu ta nhưng ân oán giữa chúng ta vẫn còn.					
142	142		415	...Nguyệt My Nhi, nàng có biết ai giả mạo người của Phi Long Bảo bắt cóc Chân Nhi và Tường Vi không? Ta nghĩ họ cố tình gây hiểu lầm giữa chúng ta.					
142	142		1097	Thì ra ngươi cũng không ngốc. Nhưng ta cũng không biết! Ta vốn cũng đang điều tra chuyện này nhưng ngươi lại thừa cơ lúc ta đi vắng đã chạy đến Phi Long Bảo.					
142	142		415	(Đỏ mặt) Xin lỗi...Ta chỉ lo cho Chân Nhi...A, Chân Nhi đâu rồi, cô ấy mang ngọc bội đến Cấm Địa Vong Ưu Đảo sao mãi đến giờ chưa về? Chẳng lẽ xảy ra chuyện! Chúng ta đi xem thử!					
142	142		1097	Đợi chút, nếu các ngươi gặp được Nạp Lan Tiềm Lẫm thì nên cẩn thận.					
142	142				Cẩn thận Đảo Chủ? Nghĩa là sao?				
142	142		1097	Chân Nhi nói với ngươi rồi chứ, ta và cô ấy là tỷ muội, cha ta và Nạp Lan Tiềm Lẫm là đồ đệ của Vô Ưu Giáo Chủ Nguyệt Trùng Thiên, Nạp Lan Tiềm Lẫm vì「Võ Đạo Đức Kinh」mà ám hại sư phụ, Chân Nhi lần này đi là để hủy 「Võ Đạo Đức Kinh」!					
142	142				Có chuyện như thế thật sao? Nếu hắn ác độc vậy, e rằng Chân Nhi sẽ không ổn! Để ta xem thử!				
143	143				Sao? Lúc nãy có một bóng người lướt qua, không lẽ ta nhìn lầm?				
143	143				Lại có người đi ra! Hình như bị thương! Hình như... là Nạp Lan cô nương?				
144	144		413	Ảnh Phong ca...					
144	144		415	Chân Nhi, sao rồi? Ai đã làm nàng bị thương?					
144	144		413	Là Mạnh...Mạnh Tri Thu...Ta phát hiện di thư và「Võ Đạo Đức Kinh」mẹ để lại ở trong mật thất. Nó là cuốn sách không may nên ta muốn hủy nó, không ngờ Mạnh Tri Thu xuất hiện đả thương ta và đoạt mất「Võ Đạo Đức Kinh」					
144	144		415	Không ngờ... Mạnh Tri Thu lại nham hiểm đến thế. Ta phải tìm hắn để lấy lại bí kíp, trả lại sự công bằng cho Chân Nhi! My Nhi, hãy ở lại chăm sóc Chân Nhi!					
145	145		415	Mạnh Tri Thu ngươi thật hèn hạ! Không chỉ cướp「Võ Đạo Đức Kinh」mà còn đả thương Chân Nhi!					
145	145		1099	Không thể nào? Cha ta chưa từng rời khỏi Lạc Diệp Cốc. Ảnh Phong ca, có phải huynh nhìn lầm không?					
145	145		1103	Nói nhảm! Ta đoạt「Võ Đạo Đức Kinh」, đả thương Nạp Lan cô nương khi nào? Thật tức cười, sau khi ngươi rời Lạc Diệp Cốc, ta đã bế quan tu luyện hồi phục nguyên khí.					
145	145		1103	Sau khi xuất quan thì gặp Võ Đang Thiên Tinh Đạo Trưởng đến thăm, rồi cùng tỷ thí võ công với người thì sao có thể đi đoạt kinh thư và đả thương người khác được? Ngươi có thể hỏi Thiên Tinh Đạo Trưởng.					
145	145		415	Để ta đi một chuyến, nhất định phải điều tra việc này rõ ràng mới được.					
145	145		1099	Ảnh Phong ca, cùng đi nào. Ta tin cha ta bị hãm hại, ta sẽ lấy lại trong sạch cho cha ta.					
146	146		415	Thiên Tinh Đạo Trưởng, tại hạ lần này đến đây xin đạo trưởng giải đáp cho một việc. Xin hỏi đạo trưởng có từng đến Thiên Sơn Lạc Diệp Cốc không?					
146	146		1392	Không sai, bần đạo có đến đó. Bần đạo biết được Vô Ưu Giáo mất tích mấy chục năm trước đã tái xuất nên đến tìm Minh Chủ bàn kế sách.					
146	146		415	Thì ra là vậy! Đa tạ đạo trưởng, vãn bối xin cáo từ.					
147	147		1092	Dương đại ca! Ta tìm người khắp nơi đấy!					
148	148		1092	Dương đại ca, người còn nhớ Trương Trọng Thiên không? Thì ra hắn còn sống, quyển bí kíp đó thật ra là giả. Hắn là người của Ma Giáo!					
148	148		415	Ta biết rồi, quyển bí kíp giả kia đúng là hại ta. Không ngờ Trương huynh lại là người của Vô Ưu Giáo.					
148	148		1099	Nạp Lan Tiềm Lẫm trước đó tung tin đồn về「Võ Đạo Đức Kinh」để gây phân tranh. Giờ không biết từ đâu mà hắn có được「Võ Đạo Đức Kinh」thật, bị Trương Trọng Thiên vô tình phát hiện...					
148	148		415	A! Thì ra là hắn ta? Chính hắn đã cướp「Võ Đạo Đức Kinh」!					
148	148		1099	Trương Trọng Thiên trung thành với Nạp Lan Tiềm Lẫm, nhưng Nạp Lan Tiềm Lẫm không muốn bí mật bại lộ nên đã hại hắn, hắn không cam lòng nên liều mạng đến cho chúng ta biết, thế lực Ma Giáo ngày càng mạnh, Dương đại ca cũng là mục tiêu của chúng, huynh phải cẩn thận!					
148	148		415	Đa tạ Tử Hiên đã báo cho ta biết. Thì ra là hắn đả thương Chân Nhi! Sao đến con gái của mình hắn cũng không tha vậy?					
148	148		1099	Xem ra Nạp Lan Tiềm Lẫm muốn chia rẽ ngươi và cha ta, rồi làm ngư ông đắc lợi.					
148	148		415	Vi Nhi, ta vốn nghi ngờ Nạp Lan Tiềm Lẫm nhưng chưa dám khẳng định, giờ thì chắc chắn rồi. Nạp Lan Tiềm Lẫm giả làm Mạnh tiền bối, đoạt lấy bí kíp, đánh Chân Nhi bị thương!					
148	148		1099	Chân Nhi tỷ và My Nhi tỷ đang gặp nguy sao? Quay về Vong Ưu Đảo thôi!					
151	151				Đáng ghét! Phải xông vào cấm địa Vô Ưu Giáo cứu họ thôi!				
151	151		1146	Bắt lại! Giáo chủ rất hứng thú với hai người này!					
152	152		415	My Nhi và Chân Nhi nhất định ở trong địa lao bên trong Vô Ưu Cấm Địa, đi thôi!					
153	153		415	Đi thôi! Chúng ta hãy đi cứu họ!					
155	155				Dương đại ca, chúng ta nên mau rời khỏi nơi nguy hiểm này!				
155	155		415	My Nhi, Chân Nhi, hãy cố chịu đựng, chúng ta phải rời khỏi đây.					
156	156		1147	Dương Ảnh Phong! Giáo chủ lệnh ta bắt các ngươi về, các ngươi chạy không thoát đâu. Các huynh đệ, xông lên!					
156	156				(Dương huynh thất thần, phải mau tìm cách thoát thân)				
157	157		1147	Ngoan ngoãn giơ tay chịu trói đi! Theo ta về gặp giáo chủ.					
157	157				Ngươi nghĩ chúng ta sẽ đầu hàng sao?				
157	157		1147	(Chỉ vài người ở đây đối phó với chúng e là tổn thất không nhỏ) Hãy đưa họ về Trích Tinh Lâu. Muốn cứu họ thì hãy đến Trích Tinh Lâu.					
157	157		415	Chân Nhi, My Nhi, Tường Vi... Ta nhất định sẽ cứu mọi người ra!					
158	158				Dương đại ca, đó rõ ràng là cái bẫy, chúng ta không thể tùy tiện đến đó!				
158	158		415	Chúng ta hãy quay về tìm Mạnh tiền bối giúp đỡ.					
159	159		415	Tiền bối... Sao lại như vậy?					
159	159		1103	Nạp Lan Tiềm Lẫm... sẽ không tha cho ta đâu... Vi Nhi đâu... nó không phải ở cùng với ngươi sao?					
159	159		415	Vi Nhi...đã bị người của Ma Giáo bắt đi. Ta thật vô dụng!					
159	159		1103	Ngươi chưa phải là đối thủ của Nạp Lan Tiềm Lẫm, ta muốn truyền công lực cho ngươi. Ta không sống được bao lâu ... Nhưng Vi Nhi còn nhỏ, sau khi ta mất, Vi Nhi sẽ không còn người thân, ngươi hãy chăm sóc nó thật tốt.					
159	159		415	Xin tiền bối hãy yên tâm.					
160	160		415	Chính là nơi đây! Chúng ta xông vào thôi!					
161	161		1148	Đại hiệp tha mạng! Chúng tôi sẽ cho ngài biết Tử Hiên cô nương bị giam ở đâu!					
161	161				(Cả Tử Hiên cô nương cũng bị bắt? Bọn này chưa bị bức cung đã khai hết, vô dụng thật) Muốn sống thì nói mau!				
164	164		1092	Dương đại ca! $N, đúng là mọi người sao? Muội tưởng là không còn được gặp mọi người nữa.					
164	164		415	Tử Hiên, vết thương thế nào rồi? Đã tìm thấy Nguyệt My Nhi chưa?					
164	164		1092	Nghỉ ngơi một thời gian sẽ khỏi. Nghe nói họ đang bị giam tại Phi Long Bảo.					
164	164				Ở đây nguy hiểm, chúng ta đưa Tử Hiên cô nương rời khỏi đây, rồi đến Phi Long Bảo cứu người!				
165	165		1092	Ra khỏi cửa này là an toàn rồi, các ngươi đừng lo cho ta nữa, hãy mau đi cứu Nguyệt My Nhi đi. Võ công của Nạp Lan Tiềm Lẫm rất cao cường, các ngươi hãy cẩn thận.					
165	165		415	Chúng ta đến Phi Long Bảo cứu họ rồi sẽ đến tìm nàng.					
165	165				Tử Hiên cô nương đừng lo lắng, ta sẽ cứu họ ra!				
165	165		1092	Bảo trọng, nhất định phải trở về...					
166	166				Không ổn! Xem ra Phi Long Bảo cũng bị phá hủy rồi! Chúng ta mau nhanh lên!				
166	166				Xem ra nơi đây từng xảy ra một trận đại chiến! Muốn biết họ đi đâu cũng hơi khó...				
167	167		1149	(Âm thanh từ xa vọng đến) Nguyệt My Nhi, ngươi đã bị bao vây, mau theo ta về gặp giáo chủ. Ta biết ngươi đã bị trọng thương rồi, hãy mau đầu hàng.					
167	167		1097	Hừ! Có bản lĩnh thì cứ bắt ta về.					
167	167		415	Là My Nhi! Các ngươi dừng tay! My Nhi đừng sợ, ta đến đây.					
168	168		415	My Nhi! Sao nàng trốn ra được? Nàng biết tung tích Nạp Lan Chân và Tường Vi không?					
168	168		1097	Muội bị giam trong Thông Thiên Tháp của Phi Long Bảo, nhờ có tổng quản Lư Triệu Hạo liều mình cứu giúp, nhưng ông ta đã...Họ cũng bị giam ở Thông Thiên Tháp, muội vốn định cứu họ nhưng cao thủ trong Thông Thiên Tháp rất nhiều nên đành đi ra trước, không ngờ gặp được huynh.					
168	168		415	Ta thấy thương tích của nàng không nhẹ, hãy mau đến Hàn Ba Cốc dưỡng thương, Tử Hiên đang ở Hàn Ba Cốc.					
168	168		1097	Không sao, muội tự đi được, huynh hãy mau đi cứu người đi!					
170	170		415	Vi Nhi! Còn Chân Nhi đâu?					
170	170		1099	Ảnh Phong ca! Cuối cùng muội cũng chờ được huynh, hu hu... Huynh có biết muội nhớ huynh lắm không? Nếu huynh không về chắc muội sẽ tự vẫn. Chân Nhi tỷ tỷ hình như lại hòa thuận với cha mình rồi, họ đã rời khỏi Phi Long Bảo, không biết đi đâu.					
170	170		415	Vi Nhi! Không sao rồi, chúng ta mau rời khỏi đây thôi.					
170	170		1099	Ảnh Phong ca...muội muốn về Lạc Diệp Cốc, huynh dẫn muội đi được không?					
170	170		415	Được...					
171	171		1099	Ảnh Phong ca...muội sợ không còn gặp được huynh nữa...huynh thật tốt với muội...dẫu mai có nhắm mắt xuôi tay ta cũng mãn nguyện.					
171	171		415	Vi Nhi, nàng sao thế? Sao lại khóc, có chuyện gì giấu ta phải không?					
171	171		1099	Ảnh Phong ca...Muội sợ mình sẽ không qua khỏi. Khi ở Phi Long Bảo, tên Bốc Phong định vô lễ với muội, may nhờ Chân Nhi giải quyết hắn nhưng muội đã bị trúng độc Xuyên Trường Tuyết Thù, chỉ có thể sống thêm 10 ngày nữa.					
171	171		415	Bốc Phong có thuốc giải không? Chân Nhi thì sao? Cô ấy đâu rồi? Chúng ta phải đi tìm thuốc giải thôi.					
