TemplateId	Name	Kind	ShowType	ItemType	DetailType	Level	RequireLevel	RealLevel	Icon	BigIcon	ObjID	Intro	Price	Quality	ItemValue	Sellable	ClassName	ResEffect	FightPower	Attrib1Type	Attrib1Value1	Attrib1Value2	Attrib1Value3	Attrib2Type	Attrib2Value1	Attrib2Value2	Attrib2Value3	Attrib3Type	Attrib3Value1	Attrib3Value2	Attrib3Value3	Attrib4Type	Attrib4Value1	Attrib4Value2	Attrib4Value3	Attrib5Type	Attrib5Value1	Attrib5Value2	Attrib5Value3	Attrib6Type	Attrib6Value1	Attrib6Value2	Attrib6Value3	Attrib7Type	Attrib7Value1	Attrib7Value2	Attrib7Value3	Attrib8Type	Attrib8Value1	Attrib8Value2	Attrib8Value3	Attrib9Type	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3	HoleCount	InsetLevel	FactionLimit
4386	Ngoại Trang Vũ Khí Đào Hoa T1-Màu 2	T1_THWeaponWaiyi_Q2	12110	14	1	1	1					[FFFE0D]Chỉ Đào Hoa được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													3
4387	Ngoại Trang Vũ Khí Đào Hoa T1-Màu 3	T1_THWeaponWaiyi_Q3	12111	14	1	1	1					[FFFE0D]Chỉ Đào Hoa được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													3
4388	Ngoại Trang Vũ Khí Đào Hoa T1-Màu 4	T1_THWeaponWaiyi_Q4	12112	14	1	1	1					[FFFE0D]Chỉ Đào Hoa được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													3
6191	Ngoại Trang Vũ Khí Đào Hoa T1-Màu 5	T1_THWeaponWaiyi_Q5	12159	14	1	1	1					[FFFE0D]Chỉ Đào Hoa được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													3
4389	Ngoại Trang Vũ Khí Tiêu Dao T1-Màu 1	T1_XYWeaponWaiyi_Q1	12113	14	1	1	1					[FFFE0D]Chỉ Tiêu Dao được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													4
4390	Ngoại Trang Vũ Khí Tiêu Dao T1-Màu 2	T1_XYWeaponWaiyi_Q2	12114	14	1	1	1					[FFFE0D]Chỉ Tiêu Dao được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													4
4391	Ngoại Trang Vũ Khí Tiêu Dao T1-Màu 3	T1_XYWeaponWaiyi_Q3	12115	14	1	1	1					[FFFE0D]Chỉ Tiêu Dao được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													4
4392	Ngoại Trang Vũ Khí Tiêu Dao T1-Màu 4	T1_XYWeaponWaiyi_Q4	12116	14	1	1	1					[FFFE0D]Chỉ Tiêu Dao được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													4
6192	Ngoại Trang Vũ Khí Tiêu Dao T1-Màu 5	T1_XYWeaponWaiyi_Q5	12160	14	1	1	1					[FFFE0D]Chỉ Tiêu Dao được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													4
4393	Ngoại Trang Vũ Khí Võ Đang T1-Màu 1	T1_WDWeaponWaiyi_Q1	12117	14	1	1	1					[FFFE0D]Chỉ Võ Đang được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													5
4394	Ngoại Trang Vũ Khí Võ Đang T1-Màu 2	T1_WDWeaponWaiyi_Q2	12118	14	1	1	1					[FFFE0D]Chỉ Võ Đang được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													5
4395	Ngoại Trang Vũ Khí Võ Đang T1-Màu 3	T1_WDWeaponWaiyi_Q3	12119	14	1	1	1					[FFFE0D]Chỉ Võ Đang được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													5
4396	Ngoại Trang Vũ Khí Võ Đang T1-Màu 4	T1_WDWeaponWaiyi_Q4	12120	14	1	1	1					[FFFE0D]Chỉ Võ Đang được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													5
6193	Ngoại Trang Vũ Khí Võ Đang T1-Màu 5	T1_WDWeaponWaiyi_Q5	12161	14	1	1	1					[FFFE0D]Chỉ Võ Đang được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													5
4397	Ngoại Trang Vũ Khí Thiên Nhẫn T1-Màu 1	T1_TRWeaponWaiyi_Q1	12121	14	1	1	1					[FFFE0D]Chỉ Thiên Nhẫn được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													6
4398	Ngoại Trang Vũ Khí Thiên Nhẫn T1-Màu 2	T1_TRWeaponWaiyi_Q2	12122	14	1	1	1					[FFFE0D]Chỉ Thiên Nhẫn được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													6
4399	Ngoại Trang Vũ Khí Thiên Nhẫn T1-Màu 3	T1_TRWeaponWaiyi_Q3	12123	14	1	1	1					[FFFE0D]Chỉ Thiên Nhẫn được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													6
4400	Ngoại Trang Vũ Khí Thiên Nhẫn T1-Màu 4	T1_TRWeaponWaiyi_Q4	12124	14	1	1	1					[FFFE0D]Chỉ Thiên Nhẫn được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													6
6194	Ngoại Trang Vũ Khí Thiên Nhẫn T1-Màu 5	T1_TRWeaponWaiyi_Q5	12162	14	1	1	1					[FFFE0D]Chỉ Thiên Nhẫn được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													6
4401	Ngoại Trang Vũ Khí Thiếu Lâm T1-Màu 1	T1_SLWeaponWaiyi_Q1	12125	14	1	1	1					[FFFE0D]Chỉ Thiếu Lâm được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													7
4402	Ngoại Trang Vũ Khí Thiếu Lâm T1-Màu 2	T1_SLWeaponWaiyi_Q2	12126	14	1	1	1					[FFFE0D]Chỉ Thiếu Lâm được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													7
4403	Ngoại Trang Vũ Khí Thiếu Lâm T1-Màu 3	T1_SLWeaponWaiyi_Q3	12127	14	1	1	1					[FFFE0D]Chỉ Thiếu Lâm được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													7
4404	Ngoại Trang Vũ Khí Thiếu Lâm T1-Màu 4	T1_SLWeaponWaiyi_Q4	12128	14	1	1	1					[FFFE0D]Chỉ Thiếu Lâm được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													7
6195	Ngoại Trang Vũ Khí Thiếu Lâm T1-Màu 5	T1_SLWeaponWaiyi_Q5	12163	14	1	1	1					[FFFE0D]Chỉ Thiếu Lâm được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													7
4405	Ngoại Trang Vũ Khí Thúy Yên T1-Màu 1	T1_CYWeaponWaiyi_Q1	12129	14	1	1	1					[FFFE0D]Chỉ Thúy Yên được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													8
4406	Ngoại Trang Vũ Khí Thúy Yên T1-Màu 2	T1_CYWeaponWaiyi_Q2	12130	14	1	1	1					[FFFE0D]Chỉ Thúy Yên được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													8
4407	Ngoại Trang Vũ Khí Thúy Yên T1-Màu 3	T1_CYWeaponWaiyi_Q3	12131	14	1	1	1					[FFFE0D]Chỉ Thúy Yên được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													8
4408	Ngoại Trang Vũ Khí Thúy Yên T1-Màu 4	T1_CYWeaponWaiyi_Q4	12132	14	1	1	1					[FFFE0D]Chỉ Thúy Yên được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													8
6196	Ngoại Trang Vũ Khí Thúy Yên T1-Màu 5	T1_CYWeaponWaiyi_Q5	12164	14	1	1	1					[FFFE0D]Chỉ Thúy Yên được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													8
4409	Ngoại Trang Vũ Khí Đường Môn T1-Màu 1	T1_TMWeaponWaiyi_Q1	12133	14	1	1	1					[FFFE0D]Chỉ Đường Môn được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													9
4410	Ngoại Trang Vũ Khí Đường Môn T1-Màu 2	T1_TMWeaponWaiyi_Q2	12134	14	1	1	1					[FFFE0D]Chỉ Đường Môn được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													9
4411	Ngoại Trang Vũ Khí Đường Môn T1-Màu 3	T1_TMWeaponWaiyi_Q3	12135	14	1	1	1					[FFFE0D]Chỉ Đường Môn được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													9
4412	Ngoại Trang Vũ Khí Đường Môn T1-Màu 4	T1_TMWeaponWaiyi_Q4	12136	14	1	1	1					[FFFE0D]Chỉ Đường Môn được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													9
6197	Ngoại Trang Vũ Khí Đường Môn T1-Màu 5	T1_TMWeaponWaiyi_Q5	12165	14	1	1	1					[FFFE0D]Chỉ Đường Môn được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													9
4413	Ngoại Trang Vũ Khí Côn Lôn T1-Màu 1	T1_KLWeaponWaiyi_Q1	12137	14	1	1	1					[FFFE0D]Chỉ Côn Lôn được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													10
4414	Ngoại Trang Vũ Khí Côn Lôn T1-Màu 2	T1_KLWeaponWaiyi_Q2	12138	14	1	1	1					[FFFE0D]Chỉ Côn Lôn được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													10
4415	Ngoại Trang Vũ Khí Côn Lôn T1-Màu 3	T1_KLWeaponWaiyi_Q3	12139	14	1	1	1					[FFFE0D]Chỉ Côn Lôn được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													10
4416	Ngoại Trang Vũ Khí Côn Lôn T1-Màu 4	T1_KLWeaponWaiyi_Q4	12140	14	1	1	1					[FFFE0D]Chỉ Côn Lôn được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													10
6198	Ngoại Trang Vũ Khí Côn Lôn T1-Màu 5	T1_KLWeaponWaiyi_Q5	12166	14	1	1	1					[FFFE0D]Chỉ Côn Lôn được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													10
4417	Ngoại Trang Vũ Khí Cái Bang T1-Màu 1	T1_GBWeaponWaiyi_Q1	12141	14	1	1	1					[FFFE0D]Chỉ Cái Bang được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													11
4418	Ngoại Trang Vũ Khí Cái Bang T1-Màu 2	T1_GBWeaponWaiyi_Q2	12142	14	1	1	1					[FFFE0D]Chỉ Cái Bang được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													11
4419	Ngoại Trang Vũ Khí Cái Bang T1-Màu 3	T1_GBWeaponWaiyi_Q3	12143	14	1	1	1					[FFFE0D]Chỉ Cái Bang được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													11
4420	Ngoại Trang Vũ Khí Cái Bang T1-Màu 4	T1_GBWeaponWaiyi_Q4	12144	14	1	1	1					[FFFE0D]Chỉ Cái Bang được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													11
6199	Ngoại Trang Vũ Khí Cái Bang T1-Màu 5	T1_GBWeaponWaiyi_Q5	12167	14	1	1	1					[FFFE0D]Chỉ Cái Bang được dùng[-]\n\nDùng xong thay đổi ngoại hình không thay đổi thuộc tính trang bị\n[FFFE0D]Dùng Thuốc Nhuộm để thay đổi màu[-]\nKhông dùng chung phái khác	25000	5	25000	1	waiyi																																													11
4421	Ngoại Trang Vũ Khí Ngũ Độc T1-Màu 1	T1_WUDUWeaponWaiyi_Q1	12145	14	1	1	1					[FFFE0D]Chỉ Ngũ Độc dùng[-]\n\nMặc sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể dùng Thuốc Nhuộm thay đổi màu[-]\nKhông dùng chung với phái khác	25000	5	25000	1	waiyi																																													12
4422	Ngoại Trang Vũ Khí Ngũ Độc T1-Màu 2	T1_WUDUWeaponWaiyi_Q2	12146	14	1	1	1					[FFFE0D]Chỉ Ngũ Độc dùng[-]\n\nMặc sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể dùng Thuốc Nhuộm thay đổi màu[-]\nKhông dùng chung với phái khác	25000	5	25000	1	waiyi																																													12
4423	Ngoại Trang Vũ Khí Ngũ Độc T1-Màu 3	T1_WUDUWeaponWaiyi_Q3	12147	14	1	1	1					[FFFE0D]Chỉ Ngũ Độc dùng[-]\n\nMặc sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể dùng Thuốc Nhuộm thay đổi màu[-]\nKhông dùng chung với phái khác	25000	5	25000	1	waiyi																																													12
4424	Ngoại Trang Vũ Khí Ngũ Độc T1-Màu 4	T1_WUDUWeaponWaiyi_Q4	12148	14	1	1	1					[FFFE0D]Chỉ Ngũ Độc dùng[-]\n\nMặc sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể dùng Thuốc Nhuộm thay đổi màu[-]\nKhông dùng chung với phái khác	25000	5	25000	1	waiyi																																													12
6200	Ngoại Trang Vũ Khí Ngũ Độc T1-Màu 5	T1_WUDUWeaponWaiyi_Q5	12168	14	1	1	1					[FFFE0D]Chỉ Ngũ Độc dùng[-]\n\nMặc sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính trang bị\n[FFFE0D]Có thể dùng Thuốc Nhuộm thay đổi màu[-]\nKhông dùng chung với phái khác	25000	5	25000	1	waiyi																																													12
5351	Ngoại Trang Vũ Khí Tàng Kiếm T1-Màu 1	T1_CJWeaponWaiyi_Q1	12149	14	1	1	1					[FFFE0D]Chỉ Tàng Kiếm được dùng[-]\n\nMặc vào đổi hình ảnh hiện tại, không ảnh hưởng thuộc tính ngoại trang\n[FFFE0D]Có thể dùng Thuốc Nhuộm đổi màu[-]\nKhông thể dùng chung phái khác	25000	5	25000	1	waiyi																																													13
5352	Ngoại Trang Vũ Khí Tàng Kiếm T1-Màu 2	T1_CJWeaponWaiyi_Q2	12150	14	1	1	1					[FFFE0D]Chỉ Tàng Kiếm được dùng[-]\n\nMặc vào đổi hình ảnh hiện tại, không ảnh hưởng thuộc tính ngoại trang\n[FFFE0D]Có thể dùng Thuốc Nhuộm đổi màu[-]\nKhông thể dùng chung phái khác	25000	5	25000	1	waiyi																																													13
5353	Ngoại Trang Vũ Khí Tàng Kiếm T1-Màu 3	T1_CJWeaponWaiyi_Q3	12151	14	1	1	1					[FFFE0D]Chỉ Tàng Kiếm được dùng[-]\n\nMặc vào đổi hình ảnh hiện tại, không ảnh hưởng thuộc tính ngoại trang\n[FFFE0D]Có thể dùng Thuốc Nhuộm đổi màu[-]\nKhông thể dùng chung phái khác	25000	5	25000	1	waiyi																																													13
5354	Ngoại Trang Vũ Khí Tàng Kiếm T1-Màu 4	T1_CJWeaponWaiyi_Q4	12152	14	1	1	1					[FFFE0D]Chỉ Tàng Kiếm được dùng[-]\n\nMặc vào đổi hình ảnh hiện tại, không ảnh hưởng thuộc tính ngoại trang\n[FFFE0D]Có thể dùng Thuốc Nhuộm đổi màu[-]\nKhông thể dùng chung phái khác	25000	5	25000	1	waiyi																																													13
6201	Ngoại Trang Vũ Khí Tàng Kiếm T1-Màu 5	T1_CJWeaponWaiyi_Q5	12169	14	1	1	1					[FFFE0D]Chỉ Tàng Kiếm được dùng[-]\n\nMặc vào đổi hình ảnh hiện tại, không ảnh hưởng thuộc tính ngoại trang\n[FFFE0D]Có thể dùng Thuốc Nhuộm đổi màu[-]\nKhông thể dùng chung phái khác	25000	5	25000	1	waiyi																																													13
5355	Ngoại Trang Vũ Khí Trường Ca T1-Màu 1	T1_CGWeaponWaiyi_Q1	12153	14	1	1	1					[FFFE0D]Chỉ Trường Ca được dùng[-]\n\nMặc vào đổi hình ảnh hiện tại, không ảnh hưởng thuộc tính ngoại trang\n[FFFE0D]Có thể dùng Thuốc Nhuộm đổi màu[-]\nKhông thể dùng chung phái khác	25000	5	25000	1	waiyi																																													14
5356	Ngoại Trang Vũ Khí Trường Ca T1-Màu 2	T1_CGWeaponWaiyi_Q2	12154	14	1	1	1					[FFFE0D]Chỉ Trường Ca được dùng[-]\n\nMặc vào đổi hình ảnh hiện tại, không ảnh hưởng thuộc tính ngoại trang\n[FFFE0D]Có thể dùng Thuốc Nhuộm đổi màu[-]\nKhông thể dùng chung phái khác	25000	5	25000	1	waiyi																																													14
5357	Ngoại Trang Vũ Khí Trường Ca T1-Màu 3	T1_CGWeaponWaiyi_Q3	12155	14	1	1	1					[FFFE0D]Chỉ Trường Ca được dùng[-]\n\nMặc vào đổi hình ảnh hiện tại, không ảnh hưởng thuộc tính ngoại trang\n[FFFE0D]Có thể dùng Thuốc Nhuộm đổi màu[-]\nKhông thể dùng chung phái khác	25000	5	25000	1	waiyi																																													14
5358	Ngoại Trang Vũ Khí Trường Ca T1-Màu 4	T1_CGWeaponWaiyi_Q4	12156	14	1	1	1					[FFFE0D]Chỉ Trường Ca được dùng[-]\n\nMặc vào đổi hình ảnh hiện tại, không ảnh hưởng thuộc tính ngoại trang\n[FFFE0D]Có thể dùng Thuốc Nhuộm đổi màu[-]\nKhông thể dùng chung phái khác	25000	5	25000	1	waiyi																																													14
6202	Ngoại Trang Vũ Khí Trường Ca T1-Màu 5	T1_CGWeaponWaiyi_Q5	12170	14	1	1	1					[FFFE0D]Chỉ Trường Ca được dùng[-]\n\nMặc vào đổi hình ảnh hiện tại, không ảnh hưởng thuộc tính ngoại trang\n[FFFE0D]Có thể dùng Thuốc Nhuộm đổi màu[-]\nKhông thể dùng chung phái khác	25000	5	25000	1	waiyi																																													14
6701	Ngoại Trang Vũ Khí Thiên Sơn T1-Màu 1	T1_TSWeaponWaiyi_Q1	12201	14	1	1	1					[FFFE0D]Dành cho Thiên Sơn[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]\nKhông dùng cho phái khác	25000	5	25000	1	waiyi																																													15
6702	Ngoại Trang Vũ Khí Thiên Sơn T1-Màu 2	T1_TSWeaponWaiyi_Q2	12202	14	1	1	1					[FFFE0D]Dành cho Thiên Sơn[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]\nKhông dùng cho phái khác	25000	5	25000	1	waiyi																																													15
6703	Ngoại Trang Vũ Khí Thiên Sơn T1-Màu 3	T1_TSWeaponWaiyi_Q3	12203	14	1	1	1					[FFFE0D]Dành cho Thiên Sơn[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]\nKhông dùng cho phái khác	25000	5	25000	1	waiyi																																													15
6704	Ngoại Trang Vũ Khí Thiên Sơn T1-Màu 4	T1_TSWeaponWaiyi_Q4	12204	14	1	1	1					[FFFE0D]Dành cho Thiên Sơn[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]\nKhông dùng cho phái khác	25000	5	25000	1	waiyi																																													15
6705	Ngoại Trang Vũ Khí Thiên Sơn T1-Màu 5	T1_TSWeaponWaiyi_Q5	12171	14	1	1	1					[FFFE0D]Dành cho Thiên Sơn[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]\nKhông dùng cho phái khác	25000	5	25000	1	waiyi																																													15
7515	Ngoại Trang Vũ Khí Bá Đao T1-Màu 1	T1_BDWeaponWaiyi_Q1	12209	14	1	1	1					[FFFE0D]Chỉ Bá Đao được dùng[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]\nKhông dùng cho phái khác	25000	5	25000	1	waiyi																																													16
7516	Ngoại Trang Vũ Khí Bá Đao T1-Màu 2	T1_BDWeaponWaiyi_Q2	12210	14	1	1	1					[FFFE0D]Chỉ Bá Đao được dùng[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]\nKhông dùng cho phái khác	25000	5	25000	1	waiyi																																													16
7517	Ngoại Trang Vũ Khí Bá Đao T1-Màu 3	T1_BDWeaponWaiyi_Q3	12211	14	1	1	1					[FFFE0D]Chỉ Bá Đao được dùng[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]\nKhông dùng cho phái khác	25000	5	25000	1	waiyi																																													16
7518	Ngoại Trang Vũ Khí Bá Đao T1-Màu 4	T1_BDWeaponWaiyi_Q4	12212	14	1	1	1					[FFFE0D]Chỉ Bá Đao được dùng[-]\n\nDùng sẽ thay đổi ngoại hình, không ảnh hưởng thuộc tính kèm theo\n[FFFE0D]Có thể nhuộm[-]\nKhông dùng cho phái khác	25000	5	25000	1	waiyi																																													16
