TemplateId	Name	Kind	ShowType	ItemType	DetailType	Level	RequireLevel	RealLevel	Icon	BigIcon	ObjID	Intro	Price	Quality	ItemValue	Sellable	ClassName	ResEffect	FightPower	Attrib1Type	Attrib1Value1	Attrib1Value2	Attrib1Value3	Attrib2Type	Attrib2Value1	Attrib2Value2	Attrib2Value3	Attrib3Type	Attrib3Value1	Attrib3Value2	Attrib3Value3	Attrib4Type	Attrib4Value1	Attrib4Value2	Attrib4Value3	Attrib5Type	Attrib5Value1	Attrib5Value2	Attrib5Value3	Attrib6Type	Attrib6Value1	Attrib6Value2	Attrib6Value3	Attrib7Type	Attrib7Value1	Attrib7Value2	Attrib7Value3	Attrib8Type	Attrib8Value1	Attrib8Value2	Attrib8Value3	Attrib9Type	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3	Attrib9Value1	Attrib9Value2	Attrib9Value3	Attrib10Type	Attrib10Value1	Attrib10Value2	Attrib10Value3
8452	Bí Kíp Phong Tống Tử Hà-Trung	HS_Book_Lv2_4		12		1	40		8452	8452		Bí Kíp Môn Phái	5600000	4	5600000		SkillBook																																																	
9883	Bí Kíp Phần Sơn Phệ Xuyên-Trung	MJ_Book_Lv2_1		12		1	40		9883	9883		Bí Kíp Môn Phái	5600000	4	5600000		SkillBook																																																	
9884	Bí Kíp Điện Quang Thạch Hỏa-Trung	MJ_Book_Lv2_2		12		1	40		9884	9884		Bí Kíp Môn Phái	5600000	4	5600000		SkillBook																																																	
9885	Bí Kíp Hỏa Quang Tàn Ảnh-Trung	MJ_Book_Lv2_3		12		1	40		9885	9885		Bí Kíp Môn Phái	5600000	4	5600000		SkillBook																																																	
9886	Bí Kíp Hủy Thiên Diệt Địa-Trung	MJ_Book_Lv2_4		12		1	40		9886	9886		Bí Kíp Môn Phái	5600000	4	5600000		SkillBook																																																	
10541	Bí Kíp Nhất Dương Chỉ-Trung	DS_Book_Lv2_1		12		1	40		110541	110541		Bí Kíp Môn Phái	5600000	4	5600000		SkillBook																																																	
10542	Bí Kíp Ngũ La Khinh Yên-Trung	DS_Book_Lv2_2		12		1	40		110542	110542		Bí Kíp Môn Phái	5600000	4	5600000		SkillBook																																																	
10543	Bí Kíp Lục Mạch Thần Kiếm-Trung	DS_Book_Lv2_3		12		1	40		110543	110543		Bí Kíp Môn Phái	5600000	4	5600000		SkillBook																																																	
10544	Bí Kíp Thủy Long Ngục-Trung	DS_Book_Lv2_4		12		1	40		110544	110544		Bí Kíp Môn Phái	5600000	4	5600000		SkillBook																																																	
11277	Bí Kíp Chấp Dĩnh Điểm Mặc-Trung	WH_Book_Lv2_1		12		1	40		111277	111277		Bí Kíp Môn Phái	5600000	4	5600000		SkillBook																																																	
11278	Bí Kíp Lan Tồi Ngọc Chiết-Trung	WH_Book_Lv2_2		12		1	40		111278	111278		Bí Kíp Môn Phái	5600000	4	5600000		SkillBook																																																	
11279	Bí Kíp Mặc Hổ Như Sinh-Trung	WH_Book_Lv2_3		12		1	40		111279	111279		Bí Kíp Môn Phái	5600000	4	5600000		SkillBook																																																	
11280	Bí Kíp Hội Hổ Điểm Tình-Trung	WH_Book_Lv2_4		12		1	40		111280	111280		Bí Kíp Môn Phái	5600000	4	5600000		SkillBook																																																	
3317	Bí Kíp Nhất Kích Sát Thần-Cao	TW_Book_Lv3_1		12		1	40		6311	6311		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3318	Bí Kíp Huyết Chiến Bát Phương-Cao	TW_Book_Lv3_2		12		1	40		6312	6312		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3319	Bí Kíp Bá Vương Nộ Hống-Cao	TW_Book_Lv3_3		12		1	40		6314	6314		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3320	Bí Kíp Kim Chung Tráo-Cao	TW_Book_Lv3_4		12		1	40		6313	6313		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3321	Bí Kíp Thiên Vũ Bảo Luân-Cao	EM_Book_Lv3_1		12		1	40		6322	6322		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3322	Bí Kíp Từ Hàng Phổ Độ-Cao	EM_Book_Lv3_2		12		1	40		6323	6323		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3323	Bí Kíp Bạch Lộ Ngưng Sương-Cao	EM_Book_Lv3_3		12		1	40		6324	6324		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3324	Bí Kíp Giang Hải Ngưng Ba-Cao	EM_Book_Lv3_4		12		1	40		6321	6321		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3325	Bí Kíp Thất Thám Xà Bàn-Cao	XY_Book_Lv3_1		12		1	40		6332	6332		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3326	Bí Kíp Đẩu Chuyển Tinh Di-Cao	XY_Book_Lv3_2		12		1	40		6333	6333		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3327	Bí Kíp Phong Quyển Tàn Vân-Cao	XY_Book_Lv3_3		12		1	40		6334	6334		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3328	Bí Kíp Bạch Hồng Quán Nhật-Cao	XY_Book_Lv3_4		12		1	40		6331	6331		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3329	Bí Kíp Phi Hỏa Lưu Tinh-Cao	TH_Book_Lv3_1		12		1	40		6341	6341		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3330	Bí Kíp Hỏa Phượng Liêu Nguyên-Cao	TH_Book_Lv3_2		12		1	40		6343	6343		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3331	Bí Kíp Xuyên Vân Phá Nguyệt-Cao	TH_Book_Lv3_3		12		1	40		6344	6344		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3332	Bí Kíp Cửu Diệu Liên Châu-Cao	TH_Book_Lv3_4		12		1	40		6342	6342		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3333	Bí Kíp Vô Ngã Vô Kiếm-Cao	WD_Book_Lv3_1		12		1	40		6351	6351		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3334	Bí Kíp Tọa Vọng Vô Ngã-Cao	WD_Book_Lv3_2		12		1	40		6352	6352		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3335	Bí Kíp Thiên Địa Vô Cực-Cao	WD_Book_Lv3_3		12		1	40		6353	6353		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3336	Bí Kíp Nhân Kiếm Hợp Nhất-Cao	WD_Book_Lv3_4		12		1	40		6354	6354		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3337	Bí Kíp Ma Diệm Tại Thiên-Cao	TR_Book_Lv3_1		12		1	40		6362	6362		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3338	Bí Kíp Huyết Nguyệt Chi Ảnh-Cao	TR_Book_Lv3_2		12		1	40		6363	6363		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3339	Bí Kíp Nhiếp Hồn Loạn Tâm-Cao	TR_Book_Lv3_3		12		1	40		6364	6364		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3340	Bí Kíp Tử Vong Hồi Toàn-Cao	TR_Book_Lv3_4		12		1	40		6361	6361		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3341	Bí Kíp Hàng Long Côn-Cao	SL_Book_Lv3_1		12		1	40		6371	6371		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3342	Bí Kíp Đại Lực Kim Cang Chỉ-Cao	SL_Book_Lv3_2		12		1	40		6372	6372		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3343	Bí Kíp Kim Cang Phục Ma-Cao	SL_Book_Lv3_3		12		1	40		6373	6373		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3344	Bí Kíp Thập Nhị Cầm Long Thủ-Cao	SL_Book_Lv3_4		12		1	40		6374	6374		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3345	Bí Kíp Tuyền Cơ La Vũ-Cao	CY_Book_Lv3_1		12		1	40		6381	6381		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3346	Bí Kíp Vũ Đả Lê Hoa-Cao	CY_Book_Lv3_2		12		1	40		6382	6382		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3347	Bí Kíp Triệu Hồi Bảo Bảo-Cao	CY_Book_Lv3_3		12		1	40		6383	6383		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3348	Bí Kíp Băng Tung Vô Ảnh-Cao	CY_Book_Lv3_4		12		1	40		6384	6384		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3349	Bí Kíp Triền Thân Thích-Cao	TM_Book_Lv3_1		12		1	40		6385	6385		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3350	Bí Kíp Bạo Vũ Lê Hoa-Cao	TM_Book_Lv3_2		12		1	40		6386	6386		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3351	Bí Kíp Mê Ảnh Tung-Cao	TM_Book_Lv3_3		12		1	40		6387	6387		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3352	Bí Kíp Cửu Cung Phi Tinh-Cao	TM_Book_Lv3_4		12		1	40		6388	6388		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3353	Bí Kíp Tiên Nhân Chỉ Lộ-Cao	KL_Book_Lv3_1		12		1	40		6389	6389		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3354	Bí Kíp Tiếu Phong Tam Liên Kích-Cao	KL_Book_Lv3_2		12		1	40		6390	6390		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3355	Bí Kíp Hỗn Độn Kiếm Trận-Cao	KL_Book_Lv3_3		12		1	40		6391	6391		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
3356	Bí Kíp Lôi Động Cửu Thiên-Cao	KL_Book_Lv3_4		12		1	40		6392	6392		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
4037	Bí Kíp Hàng Long Hữu Hối-Cao	GB_Book_Lv3_1		12		1	40		4037	4037		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
4038	Bí Kíp Khốn Long Công-Cao	GB_Book_Lv3_2		12		1	40		4038	4038		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
4039	Bí Kíp Túy Điệp Cuồng Vũ-Cao	GB_Book_Lv3_3		12		1	40		4039	4039		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
4040	Bí Kíp Long Chiến Vu Dã-Cao	GB_Book_Lv3_4		12		1	40		4040	4040		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
4041	Bí Kíp Âm Phong Thực Cốt-Cao	WUDU_Book_Lv3_1		12		1	40		4041	4041		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
4042	Bí Kíp Triệu Hồi Độc Trùng-Cao	WUDU_Book_Lv3_2		12		1	40		4042	4042		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
4043	Bí Kíp Mê Tâm Cổ-Cao	WUDU_Book_Lv3_3		12		1	40		4043	4043		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
4044	Bí Kíp Vạn Cổ Thực Tâm-Cao	WUDU_Book_Lv3_4		12		1	40		4044	4044		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
5217	Bí Kíp Đoạn Triều-Cao	CJ_Book_Lv3_1		12		1	40		5217	5217		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
5218	Bí Kíp Tâm Kiếm-Cao	CJ_Book_Lv3_2		12		1	40		5218	5218		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
5219	Bí Kíp Ngọc Tuyền Ngư Dược-Cao	CJ_Book_Lv3_3		12		1	40		5219	5219		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
5220	Bí Kíp Phong Tháp Vân Cảnh-Cao	CJ_Book_Lv3_4		12		1	40		5220	5220		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
5221	Bí Kíp Bình Sa Nhạn Lạc-Cao	CG_Book_Lv3_1		12		1	40		5221	5221		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
5222	Bí Kíp Vân Sinh Kết Hải-Cao	CG_Book_Lv3_2		12		1	40		5222	5222		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
5223	Bí Kíp Thanh Âm Trường Khiếu-Cao	CG_Book_Lv3_3		12		1	40		5223	5223		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
5224	Bí Kíp Giang Trục Nguyệt Thiên-Cao	CG_Book_Lv3_4		12		1	40		5224	5224		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
6682	Bí Kíp Phi Yến Lăng Ba-Cao	TS_Book_Lv3_1		12		1	40		6682	6682		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
6683	Bí Kíp Ngân Bình Ngọc Toái-Cao	TS_Book_Lv3_2		12		1	40		6683	6683		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
6684	Bí Kíp Không Sơn Ngưng Vân-Cao	TS_Book_Lv3_3		12		1	40		6684	6684		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
6685	Bí Kíp Thủy Long Ngâm-Cao	TS_Book_Lv3_4		12		1	40		6685	6685		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
7528	Bí Kíp Hóa Huyết Kiếp Quang-Cao	BD_Book_Lv3_1		12		1	40		7528	7528		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
7529	Bí Kíp Hiệp Sơn Siêu Hải-Cao	BD_Book_Lv3_2		12		1	40		7529	7529		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
7530	Bí Kíp Nghịch Huyết Tiệt Mạch-Cao	BD_Book_Lv3_3		12		1	40		7530	7530		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
7531	Bí Kíp Dục Huyết Đạo Phong-Cao	BD_Book_Lv3_4		12		1	40		7531	7531		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
8453	Bí Kíp Tiêu Sử Thừa Long-Cao	HS_Book_Lv3_1		12		1	40		8453	8453		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
8454	Bí Kíp Thiên Thân Đảo Huyền-Cao	HS_Book_Lv3_2		12		1	40		8454	8454		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
8455	Bí Kíp Triều Dương Kiếm Khí-Cao	HS_Book_Lv3_3		12		1	40		8455	8455		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
8456	Bí Kíp Phong Tống Tử Hà-Cao	HS_Book_Lv3_4		12		1	40		8456	8456		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
9887	Bí Kíp Phần Sơn Phệ Xuyên-Cao	MJ_Book_Lv3_1		12		1	40		9887	9887		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
9888	Bí Kíp Điện Quang Thạch Hỏa-Cao	MJ_Book_Lv3_2		12		1	40		9888	9888		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
9889	Bí Kíp Hỏa Quang Tàn Ảnh-Cao	MJ_Book_Lv3_3		12		1	40		9889	9889		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
9890	Bí Kíp Hủy Thiên Diệt Địa-Cao	MJ_Book_Lv3_4		12		1	40		9890	9890		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
10545	Bí Kíp Nhất Dương Chỉ-Cao	DS_Book_Lv3_1		12		1	40		110545	110545		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
10546	Bí Kíp Ngũ La Khinh Yên-Cao	DS_Book_Lv3_2		12		1	40		110546	110546		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
10547	Bí Kíp Lục Mạch Thần Kiếm-Cao	DS_Book_Lv3_3		12		1	40		110547	110547		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
10548	Bí Kíp Thủy Long Ngục-Cao	DS_Book_Lv3_4		12		1	40		110548	110548		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
11281	Bí Kíp Chấp Dĩnh Điểm Mặc-Cao	WH_Book_Lv3_1		12		1	40		111281	111281		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
11282	Bí Kíp Lan Tồi Ngọc Chiết-Cao	WH_Book_Lv3_2		12		1	40		111282	111282		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
11283	Bí Kíp Mặc Hổ Như Sinh-Cao	WH_Book_Lv3_3		12		1	40		111283	111283		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
11284	Bí Kíp Hội Hổ Điểm Tình-Cao	WH_Book_Lv3_4		12		1	40		111284	111284		Bí Kíp Môn Phái	5600000	5	5600000		SkillBook																																																	
