Faction	SkillId	Desc	GainLevel	IsBaseSkill	BtnName	IconAltlas	BtnIcon	SortInUI	IsAnger	LevelUpGroup
15	4613	Thủy Long Ngâm	30		Skill4	UI/Atlas/SkillIcon/TS_Skill.prefab	TianshanSkill_05	6		6
15	4619	Phượng Thê Ngô Đồng	40			UI/Atlas/SkillIcon/TS_Skill.prefab	Tianshan_bd03	7		7
15	4622	Xuy Vân Kình	50			UI/Atlas/SkillIcon/TS_Skill.prefab	Tianshan_bd02	8		8
15	4624	Thủy Mộ Thiên Hoa	60			UI/Atlas/SkillIcon/TS_Skill.prefab	Tianshan_bd04	9		9
15	4626	Nghịch Thủy Hàn	70			UI/Atlas/SkillIcon/TS_Skill.prefab	Tianshan_bd07	10		10
15	4629	Kiếm Đảm Cầm Tâm	80			UI/Atlas/SkillIcon/TS_Skill.prefab	Tianshan_bd06	11		11
15	4634	Cầm Sắt Hòa Minh	90			UI/Atlas/SkillIcon/TS_Skill.prefab	Tianshan_bd05	12		12
16	5001	Bá Đao Đao Quyết	1	1	Attack	UI/Atlas/SkillIcon/BD_Skill.prefab	BadaoSkill_01	1		1
16	5020	Thiên Phong Đoạn Nhạc Trảm	1		Skill5	UI/Atlas/SkillIcon/BD_Skill.prefab	Badao_nq01		1	13
16	5005	Hóa Huyết Kiếp Quang	1		Skill2	UI/Atlas/SkillIcon/BD_Skill.prefab	BadaoSkill_02	2		2
16	1013	Ngồi thiền	9		BtnDazuo	UI/Atlas/SkillIcon/SkillIcon.prefab	Skill_Meditation			
16	1045	Khinh Công	3		SkillDodge	UI/Atlas/SkillIcon/SkillIcon.prefab	Skill_Dodge			
16	5008	Hiệp Sơn Siêu Hải	4		Skill1	UI/Atlas/SkillIcon/BD_Skill.prefab	BadaoSkill_03	3		3
16	5011	Nghịch Huyết Tiệt Mạch	10		Skill3	UI/Atlas/SkillIcon/BD_Skill.prefab	BadaoSkill_04	4		4
16	5023	Thiết Sách Hoành Giang	20			UI/Atlas/SkillIcon/BD_Skill.prefab	Badao_bd01	5		5
16	5015	Dục Huyết Đạo Phong	30		Skill4	UI/Atlas/SkillIcon/BD_Skill.prefab	BadaoSkill_05	6		6
16	5024	Tàn Dương Ánh Huyết	40			UI/Atlas/SkillIcon/BD_Skill.prefab	Badao_bd05	7		7
16	5025	Đao Pháp-Cao	50			UI/Atlas/SkillIcon/BD_Skill.prefab	Badao_bd03	8		8
16	5026	Tị Thực Tựu Hư	60			UI/Atlas/SkillIcon/BD_Skill.prefab	Badao_bd06	9		9
16	5028	Bĩ Cực Thái Lai	70			UI/Atlas/SkillIcon/BD_Skill.prefab	Badao_bd02	10		10
16	5031	Trấn Hải Quyết	80			UI/Atlas/SkillIcon/BD_Skill.prefab	Badao_bd04	11		11
16	5032	Thừa Thắng Trục Bắc	90			UI/Atlas/SkillIcon/BD_Skill.prefab	Badao_bd07	12		12
17	5201	Hoa Sơn Kiếm Pháp	1	1	Attack	UI/Atlas/SkillIcon/HS_Skill.prefab	HuaShanSkill_01	1		1
17	5230	Hoa Sơn Nộ Khí	1		Skill5	UI/Atlas/SkillIcon/HS_Skill.prefab	HuaShan_nq01		1	13
17	5206	Tiêu Sử Thừa Long	1		Skill2	UI/Atlas/SkillIcon/HS_Skill.prefab	HuaShanSkill_02	2		2
17	1013	Ngồi thiền	9		BtnDazuo	UI/Atlas/SkillIcon/SkillIcon.prefab	Skill_Meditation			
17	1049	Khinh Công	3		SkillDodge	UI/Atlas/SkillIcon/SkillIcon.prefab	Skill_Dodge			
17	5209	Thiên Thân Đảo Huyền	4		Skill1	UI/Atlas/SkillIcon/HS_Skill.prefab	HuaShanSkill_03	3		3
17	5212	Triều Dương Kiếm Khí	10		Skill3	UI/Atlas/SkillIcon/HS_Skill.prefab	HuaShanSkill_04	4		4
17	5219	Bão Nguyên Kình	20			UI/Atlas/SkillIcon/HS_Skill.prefab	HuaShan_bd01	5		5
17	5215	Phong Tống Tử Hà	30		Skill4	UI/Atlas/SkillIcon/HS_Skill.prefab	HuaShanSkill_05	6		6
17	5220	Thức Phá	40			UI/Atlas/SkillIcon/HS_Skill.prefab	HuaShan_bd02	7		7
17	5223	Kiếm Pháp-Cao	50			UI/Atlas/SkillIcon/HS_Skill.prefab	HuaShan_bd03	8		8
17	5224	Tử Hà Thần Công	60			UI/Atlas/SkillIcon/HS_Skill.prefab	HuaShan_bd04	9		9
17	5225	Vân Thiên Hồ Quang	70			UI/Atlas/SkillIcon/HS_Skill.prefab	HuaShan_bd05	10		10
17	5227	Hỗn Nguyên Công	80			UI/Atlas/SkillIcon/HS_Skill.prefab	HuaShan_bd06	11		11
17	5228	Thiên Quang Vân Ảnh	90			UI/Atlas/SkillIcon/HS_Skill.prefab	HuaShan_bd07	12		12
18	5501	Minh Giáo Ngự Hoàn Quyết	1	1	Attack	UI/Atlas/SkillIcon/MJ_Skill.prefab	MingJiaoSkill_01	1		1
18	5521	Minh Giáo Nộ Khí	1		Skill5	UI/Atlas/SkillIcon/MJ_Skill.prefab	MingJiao_nq01		1	13
18	5506	Phần Sơn Phệ Xuyên	1		Skill2	UI/Atlas/SkillIcon/MJ_Skill.prefab	MingJiaoSkill_02	2		2
18	1013	Ngồi thiền	9		BtnDazuo	UI/Atlas/SkillIcon/SkillIcon.prefab	Skill_Meditation			
18	3467	Khinh Công	3		SkillDodge	UI/Atlas/SkillIcon/SkillIcon.prefab	Skill_Dodge			
18	5508	Điện Quang Thạch Hỏa	4		Skill1	UI/Atlas/SkillIcon/MJ_Skill.prefab	MingJiaoSkill_03	3		3
18	5511	Hỏa Quang Tàn Ảnh	10		Skill3	UI/Atlas/SkillIcon/MJ_Skill.prefab	MingJiaoSkill_04	4		4
18	5514	Quang Minh Dẫn	20			UI/Atlas/SkillIcon/MJ_Skill.prefab	MingJiao_bd01	5		5
18	5515	Hủy Thiên Diệt Địa	30		Skill4	UI/Atlas/SkillIcon/MJ_Skill.prefab	MingJiaoSkill_05	6		6
18	5524	Thánh Hỏa Thao Thiên	40			UI/Atlas/SkillIcon/MJ_Skill.prefab	MingJiao_bd02	7		7
18	5526	Kiếm Pháp-Cao	50			UI/Atlas/SkillIcon/MJ_Skill.prefab	MingJiao_bd03	8		8
18	5527	Dẫn Hỏa Thiêu Thân	60			UI/Atlas/SkillIcon/MJ_Skill.prefab	MingJiao_bd04	9		9
18	5530	Tinh Hỏa Liêu Nguyên	70			UI/Atlas/SkillIcon/MJ_Skill.prefab	MingJiao_bd05	10		10
18	5533	Minh Tôn Thánh Thể	80			UI/Atlas/SkillIcon/MJ_Skill.prefab	MingJiao_bd06	11		11
18	5534	Hỏa Vũ Lăng Thiên	90			UI/Atlas/SkillIcon/MJ_Skill.prefab	MingJiao_bd07	12		12
19	5601	Đoàn Thị Phiến Quyết	1	1	Attack	UI/Atlas/SkillIcon/DS_Skill.prefab	DuanShiSkill_01	1		1
19	5631	Hãn Hải Bách Trượng Băng	1		Skill5	UI/Atlas/SkillIcon/DS_Skill.prefab	DuanShi_nq01		1	13
19	5606	Nhất Dương Chỉ	1		Skill2	UI/Atlas/SkillIcon/DS_Skill.prefab	DuanShiSkill_02	2		2
19	1013	Ngồi thiền	9		BtnDazuo	UI/Atlas/SkillIcon/SkillIcon.prefab	Skill_Meditation			
19	1081	Khinh Công	3		SkillDodge	UI/Atlas/SkillIcon/SkillIcon.prefab	Skill_Dodge			
19	5608	Ngũ La Khinh Yên	4		Skill1	UI/Atlas/SkillIcon/DS_Skill.prefab	DuanShiSkill_03	3		3
19	5611	Lục Mạch Thần Kiếm	10		Skill3	UI/Atlas/SkillIcon/DS_Skill.prefab	DuanShiSkill_04	4		4
19	5625	Đoàn Thị Tâm Pháp	20			UI/Atlas/SkillIcon/DS_Skill.prefab	DuanShi_bd01	5		5
19	5626	Thủy Long Ngục	30		Skill4	UI/Atlas/SkillIcon/DS_Skill.prefab	DuanShiSkill_05	6		6
19	5633	Diệu Đế Chỉ	40			UI/Atlas/SkillIcon/DS_Skill.prefab	DuanShi_bd03	7		7
19	5635	Phiến Quyết-Cao	50			UI/Atlas/SkillIcon/DS_Skill.prefab	DuanShi_bd02	8		8
19	5637	Họa Địa Vi Lao	60			UI/Atlas/SkillIcon/DS_Skill.prefab	DuanShi_bd04	9		9
19	5642	Khô Vinh Thiền Công	70			UI/Atlas/SkillIcon/DS_Skill.prefab	DuanShi_bd07	10		10
19	5645	Thiên Long Thần Công	80			UI/Atlas/SkillIcon/DS_Skill.prefab	DuanShi_bd06	11		11
19	5646	Bắc Minh Thần Công	90			UI/Atlas/SkillIcon/DS_Skill.prefab	DuanShi_bd05	12		12
20	5801	Vạn Hoa Bút Pháp	1	1	Attack	UI/Atlas/SkillIcon/WHua_Skill.prefab	WanHuaSkill_01	1		1
20	5820	Chấp Bút Họa Giang Sơn	1		Skill5	UI/Atlas/SkillIcon/WHua_Skill.prefab	WanHuashan_nq01		1	13
20	5805	Chấp Dĩnh Điểm Mặc	1		Skill2	UI/Atlas/SkillIcon/WHua_Skill.prefab	WanHuaSkill_02	2		2
20	1013	Ngồi thiền	9		BtnDazuo	UI/Atlas/SkillIcon/SkillIcon.prefab	Skill_Meditation			
20	1081	Khinh Công	3		SkillDodge	UI/Atlas/SkillIcon/SkillIcon.prefab	Skill_Dodge			
20	5808	Lan Tồi Ngọc Chiết	4		Skill1	UI/Atlas/SkillIcon/WHua_Skill.prefab	WanHuaSkill_03	3		3
20	5810	Mặc Hổ Như Sinh	10		Skill3	UI/Atlas/SkillIcon/WHua_Skill.prefab	WanHuaSkill_04	4		4
20	5824	Vạn Hoa Tâm Pháp	20			UI/Atlas/SkillIcon/WHua_Skill.prefab	WanHua_bd01	5		5
20	5812	Hội Hổ Điểm Tình	30		Skill4	UI/Atlas/SkillIcon/WHua_Skill.prefab	WanHuaSkill_05	6		6
20	5831	Mặc Thủ Thành Quy	40			UI/Atlas/SkillIcon/WHua_Skill.prefab	WanHua_bd02	7		7
20	5835	Cao Cấp Phổ Công	50			UI/Atlas/SkillIcon/WHua_Skill.prefab	WanHua_bd03	8		8
20	5837	Dữ Hổ Thiêm Dực	60			UI/Atlas/SkillIcon/WHua_Skill.prefab	WanHua_bd04	9		9
20	5844	Hổ Khiếu Sơn Lâm	70			UI/Atlas/SkillIcon/WHua_Skill.prefab	WanHua_bd05	10		10
20	5849	Thanh Tâm Tĩnh Khí	80			UI/Atlas/SkillIcon/WHua_Skill.prefab	WanHua_bd06	11		11
20	5850	Mặc Nhiễm Thất Sắc	90			UI/Atlas/SkillIcon/WHua_Skill.prefab	WanHua_bd07	12		12
