MissileId	MissileName	MoveKind	Speed	DmgRangeType	DmgRange	DmgRangeY	IgnoreDmgRange	DmgInterval	LifeTime	DelayDeleteFrame	IsDmgVanish	CanRepeatDmg	MissileResID	CollResID	DmgRangeSpeed	IsDrag	PosOffsetLenght	IsNoChangeDir	MissRate	CollSoundID	FlySoundID	VanishSoundID	ColFollowTarget	AcceSpeed	CollBrigth	CollBrigthFrame	IsIgnoreBarrier	AutoExplode	VanishResID	MissileHeight	HeightSpeed	EnemyResID	IsRepresent	IsChildInheritDir	MissileParam1	MissileParam2	MissileParam3	MissileParam1Des	MissileParam2Des	MissileParam3Des	IsChildInheritPowerAdd	IsNotHeightSpeed	InheritPos	IsHitFloat
1338	Kinh Lôi_Sát thương	0	0	1	34				3																																			
1339	Kinh Lôi_Hiệu quả Địa Liệt	0	0	1	10				25				1318																															
1340	Long Chiến Thiên_Đánh Thường	1	60	0	5				10				1340	3412						16340																								
1341	Tiêu Động Trần_Xung Phong Tụ Lực	1	60	0	5				3											16340																								
1342	Thất Sát Sứ Đánh Thường	0	0	0	1				3					168																														
1344	Tiêu Động Trần_Xung Phong_Sát thương	1	140	0	12				6					3027			110										0																	
1345	Tiêu Động Trần_Xung Phong_Hiệu quả	0	0	0	6				30				18				0										1																	
1346	Hào Hỏa Cầu Liên Đạn (Sát thương)	0	0	1	8				3		1																1																	
1347	Hào Hỏa Cầu Liên Đạn	1	50	1	5			4	12		1		1323														1																	
1348	Hào Hỏa Cầu Liên Đạn_Phụ (Nổ) 	0	0	1	8				25				4323														1																	
1349	Cửu Vĩ Đánh Thường	0	0	0	1				3					3027																														
1350	Ngũ Tinh Liên Châu	1	40	1	2				30				1350	3027			100										1																	
1351	Lôi Linh Phá	0	0	0	10				30				1314				100										1																	
1352	Lôi Linh Phá_Sát thương	0	0	0	10				15		1			3027													1																	
1353	Lôi Linh Phá_Hiệu quả Địa Liệt	0	0	0	10				25				1318				100										1																	
1354	Ngũ Tinh Liên Châu_Phụ	0	0	0	2			1	30				1350				100										1																	
1356	Kim Cang Trụy_Phụ	0	0	1	25				3					3024													1																	
1357	Trọng Quyền Tam Kích	0	0	0	11				3					3024			100										1																	
1358	Trọng Quyền Tam Kích_Phụ	0	0	0	11				3					3024			100										1																	
1359	Độc Tí-Đánh Thường	0	0	0	8				3					3024			100										1																	
1360	Kim Cang Trụy_Hiệu quả	0	0	0	6				30				18				80										1																	
1362	Lang Vương Trảo Kích	0	0	0	1				3					3022																														
1364	Cuồng Bôn Đột Tập_Phụ 1	0	0	0	5				2		1			3022																														
1365	Cuồng Bôn Đột Tập_Phụ 2	0	0	0	0				25				6508																															
1368	Cơ Quan Địa Thích	0	0	1	17				3					3024																														
1369	Cơ Quan Địa Thích_Hiệu quả biểu hiện 1	0	0	1	17				25				1368														1																	
1370	Đoạt Hồn Liên	1	350	0	5				3														1		1000	3																		
1371	Đoạt Hồn Liên_Phụ 1	1	120	0	5				10					3024									1																					
1372	Đoạt Hồn Liên_Phụ 2	0	0	0	5				30				1370										1																					
1374	Lôi Kích	0	0	1	17				3					3027																														
1375	Lôi Kích_Hiệu quả	0	0	1	17				25				1375														1																	
1376	Băng Tỏa Liên Hoàn	1	80	0	2				15		1		1376	341													1																	
1377	Bạo Phong Tuyết	0	0	1	10				25				1377					1									1																	
1378	Bạo Phong Tuyết_Sát thương	0	0	1	34				3					3025													1																	
1380	Tinh Nguyệt	1	60	1	5				10				1380	167										5			1																	
1381	Liên Hoàn Tinh Nguyệt	1	60	1	2				10				1381	167			70							5			1																	
1382	Liên Hoàn Tinh Nguyệt_Phụ	0	0	1	2			1	7				1381				70										1																	
1383	Liệt Diệm Thương	0	0	1	7				30				1383				80																											
1384	Liệt Diệm Thương_Sát thương	1	40	1	7				11																																			
1385	Tường Lửa	0	0	0	6			15	90			1	52					1																										
1386	Bán Nguyệt Trảm	0	0	1	8				3					167			100										1																	
1387	Kiếm Liệt	1	180	0	6				3																		1																	
1388	Kiếm Liệt_Hiệu quả	0	0	0	6				30				1307				250										1																	
1390	Toàn Phong Trảm_Phụ 1	0	0	1	20				3					3024																														
1392	Toàn Phiến	6	50	0	5				20				1392				100						1	1																				
1393	Toàn Phiến_Phụ	6	55	0	10				20					3027									1	1																				
1394	Tiêu Hình Quạt	1	40	1	5				25				1394	167			70							5			1																	
1395	Tiêu Hình Quạt_Phụ	0	0	1	5			1	7				1394				70										1																	
1396	Sương Độc	0	0	1	25				90			1	1396					1									1																	
1397	Sương Độc_Phụ	0	0	1	25			15	90			1						1									1																	
1398	Bẫy Phun Lửa	0	0	0	6				30				1398														1																	
1399	Bẫy Phun Lửa_Phụ	0	0	0	6				25					3026													1																	
1451	Báo động vòng tròn bán kính 4,5 ô_Điểm mục tiêu	0	0	1	34				38				1328																															
1452	Báo động thường hình quạt 90 độ 6m	0	0	0	11				30				1452														1																	
1453	Báo động vòng tròn bán kính 3 ô_Điểm mục tiêu	0	0	1	25				38				1453																															
1454	Báo động vòng tròn bán kính 1.5 ô_Điểm mục tiêu	0	0	1	16				30				1454																															
1456	Báo động vòng tròn bán kính 0.8 ô_Điểm mục tiêu	0	0	1	25				30				14																															
1459	Phạm Vi Dung Nham Phun Trào-Cảnh Báo	0	0	1	34				38				1458																															
1460	Thiểm Điện Liệm	2	60	1	5				90			1	1460										1																					
1462	Toàn Phong_Phụ 1	0	0	1	25				3					3024																														
1464	Bom Hẹn Giờ	2	80	1	2				10				1464																															
1465	Bom Hẹn Giờ_Phụ 1	2	80	1	5				120				1465																															
1466	Bom Hẹn Giờ_Phụ 2	0	0	1	5				15				1466																															
1467	Bom Hẹn Giờ_Phụ 3	0	0	1	25				6																																			
1468	Lôi Kích	0	0	1	17				3					3027																														
1469	Lôi Kích_Hiệu quả	0	0	1	17				25				1375														1																	
1470	Băng Tỏa Liên Hoàn	1	80	0	3				15		1		1376	341													1																	
1472	Bạo Phong Tuyết	0	0	1	10				25				1377					1									1																	
1473	Bạo Phong Tuyết_Sát thương	0	0	1	34				3					3025													1																	
1475	Kim Cang Trụy_Phụ	0	0	1	25				3					3024													1																	
1476	Kim Cang Trụy_Hiệu quả	0	0	0	6				30				18				80										1																	
1478	Trọng Quyền Tam Kích	0	0	0	15				3					3024			100										1																	
1479	Trọng Quyền Tam Kích_Phụ	0	0	0	15				3					3024			100										1																	
1481	Kiếm Vũ	0	0	1	6				15								300										1																	
1482	Kiếm Vũ_Sát thương	0	0	1	16				3																		1																	
1483	Kiếm Vũ_Hiệu Quả Lạc Kiếm	0	0	1	6				25				1481														1																	
1484	Kiếm Vũ_Hiệu Quả Địa Liệt	0	0	1	10				25				1865														1																	
1485	Phi Kiếm	1	60	1	4				30				1485				100							5			1																	
1486	Thập Tự Kiếm	0	0	0	18				3								230																											
1487	Thập Tự Kiếm_Phụ 1	0	0	0	18				3								230																											
1488	Thập Tự Kiếm_Hiệu Quả 1	0	0	0	15				15				1488				150																											
1489	Thập Tự Kiếm_Hiệu Quả 2	0	0	0	15				15				1489				150																											
1490	Cổ Vũ Kiếm Trận	3	0	1	25			15	150			1	1492														1																	
1491	Cổ Vũ Kiếm Trận_BUFF	0	0	0	25				8																																			
1492	Cổ Vũ Kiếm Trận_Hiệu quả	3	0	1	25			29	30		1		1485														1																	
1493	Cổ Vũ Kiếm Trận_Sát thương	1	60	1	6				20				1485	3027													1																	
1494	Cổ Vũ Kiếm Trận_Thu Chiêu	3	0	1	25				25				4492														1																	
1495	Cổ Vũ Kiếm Trận_Nổ Điểm	3	0	1	25				5				1493														1																	
1496	Trác Phi Phàm Đánh Thường	0	0	0	15				3					167			200																											
1497	Từ Thiết Tâm-Đánh Thường	0	0	0	15				3					3024			200										1																	
1498	Pháo Xa	1	120	0	12				30				132											10			1																	
1499	Pháo Xa_Phụ	1	120	0	12				30					3403										10			1																	
1503	Vòng Trị Liệu	0	0	1	42				16																																			
1504	Vòng Cường Thể	0	0	1	42				16																																			
1505	Vòng Cường Thể_Phụ	0	0	1	42				16																																			
1506	Vòng Trị Liệu_Phụ	0	0	1	42				16																																			
1507	buff_Hồi Sinh Lực	0	0	0	5				16					1507																														
1508	buff_Tấn công	0	0	0	5				16					1508																														
1509	buff_Kháng tính	0	0	0	5				16					1509																														
1510	buff_Tốc chạy	0	0	0	5				16					1510																														
1512	buffball	0	0	0	5				16					1512																														
1513	buffball	0	0	0	5				16					1513																														
1515	Xuất trận đánh lui	0	0	1	35				3																		1																	
1531	Hùng-Địa Liệt	0	0	1	11				25				24				120																											
1532	Hùng-Địa Liệt_Phụ	0	0	1	11				5								120																											
1533	Vòng Nhanh Nhẹn	0	0	1	42				16																																			
1534	Vòng Nhanh Nhẹn_Phụ	0	0	1	42				16																																			
1535	Vòng Cổ Vũ	0	0	1	42				16																																			
1536	Vòng Cổ Vũ_Phụ	0	0	1	42				16																																			
1539	Phủ Xung_Phụ	1	140	0	12				6					3027			110								1000	3	0																	
1540	Cửu Tinh Liên Hoàn	1	40	1	5				30				1350	3027			100										1																	
1541	Cửu Tinh Liên Hoàn_Phụ	0	0	0	15			1	30				1350				100										1																	
1548	Bài Sơn Đáo Hải	1	50	0	4				8					3027	1																													
1549	Bài Sơn Đáo Hải_Hiệu quả	0	0	0	4				30				1548				50										1																	
1550	Song Long Xuất Hải	1	50	0	4				8					3027	1																													
1551	Song Long Xuất Hải_Hiệu Quả	0	0	0	4				30				1548				150										1																	
1552	Cơ quan-Đánh lui	0	0	1	23				25				18																															
1553	Cơ quan-Đánh lui_Phụ	0	0	1	23				5																																			
1554	Cơ quan-Đóng băng	0	0	1	15				25				1554																															
1555	Cơ quan-Đóng băng_Phụ	0	0	1	15				5																																			
1556	Cơ Quan-Hồi Phục	0	0	1	17				35				9030																															
1559	Cơ Quan-Tường Lửa Hình Quạt	0	0	0	6			15	90			1	52					1																										
1560	Cơ Quan-Tường Lửa Hình Quạt_Phụ	0	0	0	6			15	90			1	52					1																										
1561	Cơ Quan-Tường Lửa Chữ Thập	0	0	0	6			15	90			1	52					1																										
1562	Cơ Quan-Tường Lửa Chữ Thập_Phụ	0	0	0	6			15	90			1	52				300	1																										
1563	Cơ Quan-Tường Lửa Hình Tròn	0	0	0	6			15	90			1	52					1																										
1564	Cơ Quan-Tường Lửa Hình Tròn_Phụ	0	0	0	11			15	90			1						1																										
1565	Thiên Vũ Pháp Trận	0	0	1	24			15	90			1	313	3312																		6312												
1566	Thiên Vũ Pháp Trận_Phụ	0	0	1	24			7	90			1		3313						5313																								
1567	Ngân Châm Xạ	1	60	0	2				15				1394																															
1568	Cơ Quan-Hỗn Loạn	0	0	1	15				25				1808																															
1569	Cơ Quan-Hỗn Loạn_Phụ	0	0	1	15				5																																			
1570	Hoa Kiếm 	1	80	0	5				30				1570				50																											
1571	Lạc Hoa	0	0	1	15				60				1571																															
1572	Lạc Hoa_Phụ	0	0	1	15				3																																			
1574	Yến Vũ_Phụ 1	0	0	1	17				3																																			
1576	Hoa Kiếm Phiến	1	60	1	2				30				1570				70										1																	
1577	Hoa Kiếm Phiến_Phụ	0	0	1	2				22				1570				70										1																	
1578	Mị Hoặc	0	0	1	10				60				1578														1																	
1579	Mị Hoặc_Phụ	0	0	1	10				5																		1																	
1580	Cửu Vĩ Đánh Thường	0	0	0	1				3					3027																														
1581	Ngũ Tinh Liên Châu	1	40	1	2				30				1350	3027			100										1																	
1582	Ngũ Tinh Liên Châu_Phụ	0	0	0	2			1	17				1350				100										1																	
1583	Lôi Linh Phá	0	0	0	10				30				1314				100										1																	
1584	Lôi Linh Phá_Sát thương	0	0	0	10				15		1			3027													1																	
1585	Lôi Linh Phá_Hiệu quả Địa Liệt	0	0	0	10				25				1318				100										1																	
1586	Cửu Tinh Liên Hoàn	1	40	1	2				30				1350	3027			100										1																	
1587	Cửu Tinh Liên Hoàn_Phụ	0	0	0	2			1	17				1350				100										1																	
1588	Tiêu Động Trần_Đánh Thường	0	0	1	14				3					167			120										1																	
1589	Hoành Tảo	0	0	0	15				3					4305			120										1																	
1590	Kinh Lôi	0	0	1	6				25				1314																															
1591	Kinh Lôi_Sát thương	0	0	1	34				3																																			
1592	Kinh Lôi_Hiệu quả Địa Liệt	0	0	1	10				25				1318																															
1595	Tiêu Động Trần_Xung Phong_Sát thương	1	140	0	12				6					3027			110										0																	
1596	Tiêu Động Trần_Xung Phong_Hiệu quả	0	0	0	6				30				18				0										1																	
1597	Hàn Băng Trảm	1	80	0	5				8				3304	342			50																											
1599	Huyền Băng Trảm_Phụ 1	1	140	0	5				5				3304	342																														
1600	Huyền Băng Trảm_Phụ 2	0	0	0	0				25				6508																															
1601	Hàn Nguyệt Loan Đao	0	0	1	15				3					167			120										1																	
1602	Phi Trảm	1	80	0	10				10				3304	342			50																											
1603	Hàn Băng Trảm	1	80	0	5				8				3304	342			50																											
1604	Cơ Quan Địa Thích	0	0	1	17				3					3024																														
1605	Cơ Quan Địa Thích_Hiệu quả biểu hiện 1	0	0	1	17				25				1368														1																	
1606	Đoạt Hồn Liên	1	350	0	5				3														1		1000	3																		
1607	Đoạt Hồn Liên_Phụ 1	1	120	0	5				10					3024									1																					
1608	Đoạt Hồn Liên_Phụ 2	0	0	0	5				30				1370										1																					
1609	Cơ Quan Địa Thích-Chữ Nhật	1	50	1	4				13																																			
1610	Cơ Quan Địa Thích-Chữ Nhật_Sát thương liên tục	0	0	1	4				120				1609	3024													1																	
1611	Chim Tự Nổ	2	40	0	5				60		1		1611	3412			50																											
1612	Phách Không Chưởng	0	0	0	14				20				122				250										1																	
1613	Sương Độc	0	0	1	20				120			1	1396					1									1																	
1614	Sương Độc_Phụ	0	0	1	20			15	120			1						1									1																	
1615	Ngân Châm	1	90	0	3				8				41	3027																														
1616	Châm Tán	0	0	1	12				5					3027																														
1617	Châm Tán_Hiệu quả	1	20	1	12				8				41																															
1618	Cầu Đạn Xạ	2	60	1	4				90			1	1460										1																					
1619	Cầu Trầm Mặc	1	60	0	2				15				1464																															
1620	Vòng Tử Độc	3	0	1	15				150				1620																															
1621	Vòng Tử Độc_Phụ	0	0	1	15				3					3027																														
1622	Toàn Phiến	6	50	0	5				20				1392				100						1	1																				
1623	Toàn Phiến_Phụ	6	55	0	10				20					3027									1	1																				
1624	Cửu Cung Phi Tinh	1	80	0	5				20				1394				100						1	1																				
1625	Cửu Cung Phi Tinh_Phụ	1	80	0	10				20					3027									1	1																				
1626	Cuồng Bạo	0	0	0	5				16					1508																														
1627	Hỏa Diệm Chưởng	1	50	1	2				15				1323				-50							5			1																	
1628	Hàn Băng Chưởng	1	50	1	2				15				2560				-50							5			1																	
1629	Tiêu Độc	1	90	0	3				8				41	3027																														
1630	Hỏa Diệm Chưởng_Phụ	1	80	0	6				8					3026	1					5408					1000	3	1																	
1631	Hàn Băng Chưởng_Phụ	1	80	0	6				8					3025	1					5408					1000	3	1																	
1632	Hỏa Cầu Thuật	1	60	0	6				15				1835	3026			50										1																	
1633	Bom	0	0	0	6				30				139														1																	
1634	Bom_Phụ 1	0	0	0	6				25				4139														1																	
1635	Bom_Phụ 2	0	0	0	6				3					3026													1																	
1636	Bom Liên Hoàn	1	60	0	6				6			1					-100										1																	
1637	Bom Liên Hoàn_Phụ 1	0	0	0	6				30			1	139														1																	
1638	Bom Liên Hoàn_Phụ 2	0	0	0	6				25				4139				50										1																	
1639	Bom Liên Hoàn_Phụ 3	0	0	0	6				3				401	3026			50										1																	
1640	Tường Lửa	0	0	0	6			7	90			1	52				150	1																										
1641	Phi Hỏa	1	50	1	2				15				1323				-50							5			1																	
1642	Phi Hỏa_Phụ	1	80	0	6				8					3026	1					5408					1000	3	1																	
1643	Băng Nhũ	1	60	0	5				30				2560	3025			50																											
1644	Quang Huân	0	0	1	7				20					3025	2																													
1645	Cầu Đạn Xạ	2	60	1	4				90			1	308	3025									1																					
1646	Bạo Phong Tuyết	0	0	1	28			7	45			1		3025													1																	
1647	Bạo Phong Tuyết_Hiệu ứng	0	0	1	10				25			1	1377					1									1																	
1648	Tinh Nguyệt	1	60	1	5				10				1380	167										5			1																	
1649	Song Tinh Nguyệt	1	60	1	8				10				1380											5			1																	
1650	Song Tinh Nguyệt_Phụ	1	60	1	8				10					167										5			1																	
1651	Liên Hoàn Tinh Nguyệt	1	60	1	2				10				1381				70							5			1																	
1652	Liên Hoàn Tinh Nguyệt_Phụ 1	0	0	1	2			1	7				1381				70										1																	
1653	Cuồng Nộ	0	0	0	5				16					1508																														
1654	Liên Hoàn Tinh Nguyệt_Phụ 1	1	60	0	6				8					167	2					5408					1000	3	1																	
1655	Dương Anh-Đánh Thường	0	0	0	10				6					4305			120										1																	
1657	Huyền Băng Trảm_Phụ 1	0	0	0	9				5					342			120																											
1658	Huyền Băng Trảm_Phụ 2	0	0	0	0				25				6508																															
1659	Thái Ất Sinh Phong	1	60	0	8				15				62														1																	
1660	Hình quạt bán nguyệt	0	0	0	10				6					168			120										1																	
1661	Khối Tuyết	0	0	0	8				3					3025													1																	
1662	Khối Tuyết_Hiệu ứng	0	0	0	8				25				1661														1																	
1663	Kiếm Phách	0	0	1	4				30				1866				100										1																	
1664	Kiếm Phách_Phụ	1	1	1	4				30				1866	3027			100							30			1																	
1665	Bom Hẹn Giờ	2	80	1	2				10				1464																															
1666	Bom Hẹn Giờ_Phụ 1	2	80	1	5				45				1465																															
1667	Bom Hẹn Giờ_Phụ 2	0	0	1	5				15				1466																															
1668	Bom Hẹn Giờ_Phụ 3	0	0	1	25				6																																			
1669	Phi Trảm	1	80	0	10				10				3304	342			50																											
1671	Trọng Toàn	0	0	1	15				3																																			
1673	Trọng Toàn Tán Kiếm_Phụ 1	3	0	1	17				91																																			
1674	Thượng Quan Phi Long Đánh Thường	0	0	0	9				6					4305			120										1																	
1675	Trọng Toàn Tán Kiếm_Phụ 2	1	120	1	5				10				1866	3024																														
1680	Trọng Chùy Tạp Địa	0	0	0	15				25				18																															
1681	Trọng Chùy Tạp Địa_Phụ	0	0	0	15				3					3026																														
1682	Hỏa Pháo	0	0	0	15				25				1808																															
1683	Hỏa Pháo_Phụ	0	0	0	15				3					3026		1																												
1685	Vô Hình Cổ	0	0	1	36				16																		1																	
1686	Vô Hình Cổ_Phụ	3	100	1	15			5	31			1	401	3027													1																	
1687	Vệ Sĩ Phản Đòn	0	0	0	36				16																																			
1689	Độc Thích	1	40	1	5				25		1		1394	3027			70							5			1																	
1694	Dự báo 3m bán kính hình tròn_Mục tiêu (1 giây) 	0	0	1	25				23				1453																															
1701	Tiễn Tháp	4	100	1	5				13				1701				30										1			250	70													
1702	Tiễn Tháp_Hiệu ứng	0	0	1	17				30				26														1																	
1703	Tiễn Tháp_Phụ	0	0	1	17				3																		1																	
1704	Tiễn Tháp-Truy Tung Đạn	2	120	1	5				100		1		1701	3026													1			250	50													
1705	buff_Tấn công	0	0	0	5				16					1508																														
1706	buff_Hồi Sinh Lực	0	0	0	5				16					1507																														
1707	buff_Kháng tính	0	0	0	5				16					1509																														
1718	Công Thành Xa-Va Chạm	0	0	1	6				20				178														1																	
1719	Công Thành Xa-Va Chạm_Phụ	1	200	1	6				3					3024													1																	
1721	Kình Nỏ Xa-Đánh Thường	1	120	0	12				15				132											10			1																	
1722	Kình Nỏ Xa-Đánh Thường_Sát thương	1	120	0	12				9					3403										10			1																	
1723	Kình Nỏ Xa-Nỏ Hình Quạt	1	140	0	8				8					3407	2												1																	
1724	Kình Nỏ Xa-Nỏ Hình Quạt_Hiệu quả	1	120	0	8				15				132											10			1																	
1725	Thiết Pháo Xa-Thường	0	0	1	13				5					3026													1																	
1726	Thiết Pháo Xa-Thường_Hiệu ứng 1	0	0	1	13				25				1327					1									1																	
1727	Thiết Pháo Xa-Thường_Hiệu ứng 2	0	0	1	13				30				26														1																	
1728	Thiết Pháo Xa-Đặc Biệt	0	0	1	26				5					3026													1																	
1729	Thiết Pháo Xa-Đặc Biệt_Hiệu ứng 1	0	0	1	26				25				1327					1									1																	
1730	Thiết Pháo Xa-Đặc Biệt_Hiệu ứng 2	0	0	1	26				30				26														1																	
1731	Thần Xạ Thủ-Đánh Thường	1	120	0	3				9				2722	3401										10			1																	
1732	Cổ Vũ Chiến Hống	0	0	1	71				16																																			
1733	Cổ Vũ Chiến Hống_Phụ	0	0	1	71				16																																			
1751	Thương Lam Vũ Kiếm	1	60	0	3				15			1					-100										1																	
1752	Thương Lam Vũ Kiếm_Phụ 1	1	20	0	3				10			1															1																	
1753	Thương Lam Vũ Kiếm_Hiệu quả Lạc Kiếm	0	0	0	10			6	40				1481														1																	
1754	Thương Lam Vũ Kiếm_Hiệu quả Địa Liệt	0	0	1	10				25				1865														1																	
1755	Thương Lam Vũ Kiếm_Sát thương	0	0	0	64			7	30		0	1		3027													1																	
1756	Chém	0	0	0	10				3					3027			120										1																	
1758	Thiên Ngoại Phi Tiên_Phụ	1	140	0	12				6					3027			110																											
1759	Tuyết Nhất Đao	1	100	1	14				14				1380	167													1																	
1760	Mộng Điệp Kiếm	1	80	1	12				15				1570											5			1																	
1761	Mộng Điệp Kiếm_Phụ	1	80	1	12				15					3027										5			1																	
1762	Tuyệt Tình Đoạn Kiếm	0	0	0	10				3					167			120										1																	
1763	Liệt Hỏa Tình Thiên	1	100	1	12				15				56											5			1																	
1764	Liệt Hỏa Tình Thiên_Phụ 1	1	100	1	12				15					3026										5			1																	
1767	Trấn Ngục Phá Thiên Kình_Phụ 2	0	0	1	20				3					3024													1																	
1768	Hoa Phi Hồ Điệp Kiếm	0	0	1	4				15				1570				100										1																	
1769	Hoa Phi Hồ Điệp Kiếm_Phụ	2	60	1	4				30		1		1570	3027			100							5			1																	
1771	Nhạc Gia Thương	1	70	0	4				12				2564	3601																														
1773	Trung Quán Bạch Nhật _Phụ	2	70	0	4				13				2564	3601										15			1																	
1774	Tùy Ý Khúc-Định Thân	0	0	0	1				2																																			
1775	Tùy Ý Khúc-Tàn Phế	0	0	0	1				2																																			
1776	Tùy Ý Khúc-Làm Chậm	0	0	0	1				2																																			
1777	Tùy Ý Khúc-Tê Liệt	0	0	0	1				2																																			
1778	Tùy Ý Khúc-Choáng	0	0	0	1				2																																			
1779	Kinh Kha Thích	0	0	0	5				3					3701																														
1782	Ám Ảnh Thích_Đánh Thường 1	0	0	0	8				3					3703			100										1																	
1783	Ám Ảnh Thích_Đánh Thường 2	0	0	0	8				3					3703			100										1																	
1784	Kinh Kha Thích 2	0	0	0	5				3					3701																														
1785	Đường Giản-Đánh Thường	5	80	0	5				16		1		949	34001			50			5929							1																	
1786	Đường Giản-Đánh Thường_Phụ	1	80	1	4				11		1		949	34001													1																	
1787	Cửu Cung Phi Tinh	0	0	1	4				7				24012														1																	
1788	Cửu Cung Phi Tinh_Phụ 1	5	100	1	4				15		1		24012	34012										5			1																	
1789	Cửu Cung Phi Tinh_Phụ 2	1	87	1	4				3				24025														1																	
1790	Xuyên Tâm Tiêu	0	0	1	4				5				24012														1																	
1791	Xuyên Tâm Tiêu_Phụ 1	1	100	1	4				15				24012	34012										5			1																	
1792	Xuyên Tâm Tiêu_Phụ 2	1	87	1	4				3				24025														1																	
1793	Quỷ Cốc Tử-Công Thường	0	0	1	10				5					34002													1																	
1794	Quỷ Cốc Tử-Công thường_Hiệu ứng	0	0	1	10				30				2842				-250										1						1											
1795	Hợp Tung Liên Hoành	0	0	0	64				3					34002													1																	
1796	Hợp Tung Liên Hoành_Hiệu ứng	0	0	0	64				20				13206														1						1											
1801	Cường Đạo Đao Trọng Kích	0	0	1	8				3																																			
1803	Cường Đạo Toàn Phong Trảm_Phụ 1	0	0	1	17				3					3024																														
1804	Liên Nguyệt Trảm	1	60	1	5				10				1381	167			70							5			1																	
1805	Cường Đạo Đao Trọng Kích_Phụ	0	0	1	8				15				178																															
1806	Chùy Trọng Kích	0	0	1	10				3					180																														
1807	Chùy Đánh Thường	0	0	0	1				3					3021																														
1808	Trọng Chùy Liệt Địa	0	0	0	15				25				1808				200																											
1809	Trọng Chùy Liệt Địa_Phụ	0	0	0	15				3					3026			200																											
1810	Trọng Chùy Liệt Địa_Cảnh báo	0	0	1	15				30				1454				200																											
1811	Liệt Diệm Bán Nguyệt	1	80	0	5				10				1340	3412			50																											
1812	Hỏa Diệm Duy Trì-Bán Nguyệt Trảm	1	80	0	5				10				1812	3412			50																											
1813	Hỏa Diệm Duy Trì-Bán Nguyệt Trảm_Phụ	1	80	0	5				10				1813	3412			50																											
1814	Hỏa Cầu nhiều tầng	1	50	1	2				15				1323	3026			-50							5			1																	
1815	Tường Lửa	0	0	0	6			7	90			1	52				150	1																										
1816	Hàn Băng Trảm	1	80	0	5				8				3304	342			50																											
1818	Huyền Băng Trảm_Phụ 1	1	140	0	5				5				3304	342																														
1819	Huyền Băng Trảm_Phụ 2	0	0	0	0				25				6508																															
1820	Hàn Nguyệt Loan Đao	0	0	1	15				3					167			120										1																	
1821	Phi Trảm	1	80	0	10				10				3304	342			50																											
1823	Đinh Quyền Tam Kích	0	0	0	11				3					3024			100										1																	
1824	Đinh Quyền Tam Kích_Phụ	0	0	1	20				3					3024			180										1																	
1825	Hoành Tảo-Phải sang trái	0	0	1	15				3					167			120										1																	
1826	Lang Nha Địa Thích	1	50	1	4				10																		1																	
1827	Lang Nha Địa Thích_Hiệu quả	0	0	0	3				20				1827														1																	
1828	Lang Nha Địa Thích_Sát thương	0	0	1	32				5																		1																	
1829	Lang Nha Địa Thích_Vị trí xuất hiện	0	0	0	3				3								130										1																	
1830	Hồng Anh Thương	1	100	0	5				10				401	3401										5			1																	
1831	Hồng Anh Phong	1	40	0	10				25				62														1																	
1832	Hồng Anh Phong_Phụ	1	40	0	10				25					3027													1																	
1834	Hàn Băng Tiễn	1	80	0	6				15				1376	3025			50										1																	
1835	Hỏa Cầu Thuật	1	60	0	6				15				1835	3026			50										1																	
1836	Quét Hàn Băng Tiễn	1	50	1	5			4	12		1		1376				50										1																	
1837	Quét Hàn Băng Tiễn (Nổ) 	0	0	1	8				25				1837														1																	
1838	Quét Hàn Băng Tiễn (Sát thương) 	0	0	1	8				3		1			3025													1																	
1839	Quét Hỏa Cầu Thuật	1	50	1	5			4	12		1		1323				50										1																	
1840	Quét Hỏa Cầu Thuật (Gây Nổ)	0	0	1	8				25				4323														1																	
1841	Quét Hỏa Cầu Thuật (Sát Thương)	0	0	1	8				3		1																1																	
1842	Đinh Quyền Tam Kích_Hiệu quả	0	0	0	11				25				1808				180										1																	
1843	Kim Sắc Bán Nguyệt Trảm	1	100	0	6				6				1843	166			50										1																	
1844	Liên Kim Bán Nguyệt Trảm	1	100	0	6				15				1843	166			50										1																	
1845	Phong Lâm Vệ-Đao Trọng Kích	0	0	1	10				3																																			
1846	Phong Lâm Vệ-Đao Trọng Kích_Phụ	0	0	1	10				15				178																															
1847	Kim Thoái Trảm	1	100	0	6				15				1843	166			50										1																	
1848	Lôi Kích	0	0	1	10				3					3027																														
1849	Lôi Kích_Hiệu quả	0	0	1	10				25				1375														1																	
1850	Lôi Thần Nộ_Dự báo	0	0	1	3				30				1453				200										1																	
1851	Lôi Thần Nộ	1	40	1	4				20				1850														1																	
1852	Lôi Thần Nộ_Sát thương	0	0	1	7				20						2												1																	
1853	Lôi Thần Nộ_Vị trí xuất hiện	0	0	1	3				3								200										1																	
1854	Cuồng Lôi	0	0	1	6				25				1314																															
1855	Cuồng Lôi_Sát thương	0	0	1	15				3					3027																														
1856	Cuồng Lôi_Hiệu quả Địa Liệt	0	0	1	10				25				1318																															
1857	Cuồng Lôi 2	0	0	1	6				25				1314																															
1858	Cuồng Lôi 3	0	0	1	6				25				1314																															
1859	Cuồng Lôi_Sát thương 2	0	0	1	15				24					3027																														
1860	Cuồng Lôi_Sát thương 3	0	0	1	15				39					3027																														
1863	Trọng Kiếm Phá Trần	0	0	1	34				3																																			
