SkillId		MagicDesc
995	Bi Tô Thanh Phong	Khiến địch giảm [00ff00]basic_damage_v1[-] tấn công, duy trì [00ff00]skill_statetime1/15[-] giây
998	Nhân Kiếm Hợp Nhất	Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
999	Trị Liệu Thuật 	Mỗi [00ff00]vitality_recover_life2/15[-] giây, hồi phục [00ff00]Thể chất*vitality_recover_life1%[-] sinh lực hiện tại, duy trì [00ff00]skill_statetime1/15[-] giây
1101		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
1105	Kim Chung Tráo	Tăng [00ff00]all_series_resist_v1[-] kháng tất cả và [00ff00]resist_allseriesstate_rate_v1[-] điểm kháng tỉ lệ thuộc tính, cách [00ff00]recover_life_v2/15[-] giây hồi [00ff00]recover_life_v1[-] sinh lực, duy trì [00ff00]skill_statetime1/15[-] giây
1109		Tăng vĩnh viễn [00ff00]lifemax_p1%[-] sinh lực tối đa, [00ff00]physics_potentialdamage_p1%[-] tấn công cơ bản
1111	Hồi Phong Lạc Nhạn	Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
1115	Đoạn Hồn Thích	Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản, gây [00ff00]state_fixed_attack2/15[-] giây Định Thân
1131		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
1136		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
1139		Vĩnh viễn tăng [00ff00]lifemax_p1%[-] sinh lực cơ bản, [00ff00]physics_potentialdamage_p1%[-] tấn công cơ bản
1140	Nga Mi Kiếm Pháp	Tấn công cơ bản, gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
1144	Thiên Vũ Bảo Luân	Địch trong trận mỗi [00ff00]0.5[-] giây chịu [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản; đồng đội trong trận mỗi [00ff00]1[-] giây hồi [00ff00] thể chất *vitality_recover_life1%[-] sinh lực. Trận pháp duy trì [00ff00]10[-] giây
1181		[00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
1188	Phi Hỏa Lưu Tinh	Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
1190		Tăng vĩnh viễn [00ff00]runspeed_v1[-] di chuyển, [00ff00]physics_potentialdamage_p1%[-] tấn công cơ bản
1191	Đào Hoa Tiễn Thuật	[00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
1195	Hỏa Phượng Liêu Nguyên	Tăng [00ff00]runspeed_v1[-] điểm di chuyển, [00ff00]attackspeed_v1[-] điểm tốc đánh và [00ff00]defense_v1[-] né tránh, duy trì [00ff00]skill_statetime1/15[-] giây
1221		[00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
1232		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
1234		[00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
1238		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản và [00ff00]state_zhican_attack2/15[-] giây tàn phế
1261		Tấn công cơ bản, gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
1262		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
1270		Tấn công cơ bản, gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
1271		Tấn công cơ bản, gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
1274		Tấn công cơ bản, gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
1276		Tấn công cơ bản, gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
1278		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
1280		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
1281		Tấn công cơ bản, gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
1282		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
1283		Tấn công cơ bản, gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
1284		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
1286		Tấn công cơ bản, gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
1287		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
1289		Tấn công cơ bản, gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
1289		Tấn công cơ bản, gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
1290		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
1293		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
1295		Tấn công cơ bản, gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
1296		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản, chuyển [00ff00]attack_steallife_p1%[-] sát thương gây ra thành hồi sinh lực
1300		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
1772	Trung Quán Bạch Nhật	Mỗi 1 điểm nhanh nhẹn ngăn [00ff00]magicshield1/100[-] điểm sát thương, duy trì [00ff00]magicshield2/15[-] giây. Sau khi phá thuẫn mỗi lần sát thương gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản và gây [00ff00]state_stun_attack2/15[-] giây choáng
1780	Ám Ảnh Thích	Bản thân ẩn mình trong [00ff00]userdesc_1041/15[-] giây, khi ẩn mình tăng [00ff00]runspeed_v1[-] điểm di chuyển và lần đánh thường kế tiếp tăng [00ff00]attackspeed_v1[-] tốc đánh, [00ff00]ignore_defense_v1[-] bỏ qua né tránh và [00ff00]deadlystrike_v1[-] bạo kích
1901	【Sơ】Chính Xác	Tăng [00ff00]attackrate_v1[-] điểm chính xác
1902	【Trung】Chính Xác	Tăng [00ff00]attackrate_v1[-] điểm chính xác
1903	【Cao】Chính Xác	Tăng [00ff00]attackrate_v1[-] điểm chính xác
1904	【Sơ】Né Tránh	Tăng [00ff00]defense_v1[-] điểm né tránh
1905	【Trung】Né Tránh	Tăng [00ff00]defense_v1[-] điểm né tránh
1906	【Cao】Né Tránh	Tăng [00ff00]defense_v1[-] điểm né tránh
1907	【Sơ】Bỏ Qua Né Tránh	Tăng [00ff00]ignore_defense_v1[-] điểm bỏ qua né tránh
1908	【Trung】Bỏ Qua Né Tránh	Tăng [00ff00]ignore_defense_v1[-] điểm bỏ qua né tránh
1909	【Cao】Bỏ Qua Né Tránh	Tăng [00ff00]ignore_defense_v1[-] điểm bỏ qua né tránh
1910	【Sơ】Tỉ Lệ Kháng Bạo Kích	Tăng [00ff00]weaken_deadlystrike_v1[-] điểm tỉ lệ kháng bạo kích
1911	【Trung】Tỉ Lệ Kháng Bạo Kích	Tăng [00ff00]weaken_deadlystrike_v1[-] điểm tỉ lệ kháng bạo kích
1912	【Cao】Tỉ Lệ Kháng Bạo Kích	Tăng [00ff00]weaken_deadlystrike_v1[-] điểm tỉ lệ kháng bạo kích
1913	【Sơ】Hồi Phục Sinh Lực	Tăng [00ff00]recover_life_v1[-] điểm hồi sinh lực
1914	【Trung】Hồi Phục Sinh Lực	Tăng [00ff00]recover_life_v1[-] điểm hồi sinh lực
1915	【Cao】Hồi Sinh Lực	Tăng [00ff00]recover_life_v1[-] điểm hồi sinh lực
1916	【Sơ】Hiệu Quả Kháng Bị Thương	Tăng [00ff00]state_hurt_resistrate1[-] điểm kháng tỉ lệ bị thương, [00ff00]state_hurt_resisttime1[-] điểm kháng thời gian bị thương
1917	【Trung】Kháng Bị Thương	Tăng [00ff00]state_hurt_resistrate1[-] điểm kháng tỉ lệ bị thương, [00ff00]state_hurt_resisttime1[-] điểm kháng thời gian bị thương
1918	【Cao】Kháng Bị Thương	Tăng [00ff00]state_hurt_resistrate1[-] điểm kháng tỉ lệ bị thương, [00ff00]state_hurt_resisttime1[-] điểm kháng thời gian bị thương
1919	【Sơ】Hiệu Quả Kháng Làm Chậm	Tăng [00ff00]state_slowall_resistrate1[-] điểm kháng tỉ lệ làm chậm, [00ff00]state_slowall_resisttime1[-] điểm kháng thời gian làm chậm
1920	【Trung】Kháng Làm Chậm	Tăng [00ff00]state_slowall_resistrate1[-] điểm kháng tỉ lệ làm chậm, [00ff00]state_slowall_resisttime1[-] điểm kháng thời gian làm chậm
1921	【Cao】Kháng Làm Chậm	Tăng [00ff00]state_slowall_resistrate1[-] điểm kháng tỉ lệ làm chậm, [00ff00]state_slowall_resisttime1[-] điểm kháng thời gian làm chậm
1922	【Sơ】Kháng Tàn Phế	Tăng [00ff00]state_zhican_resistrate1[-] kháng tỉ lệ tàn phế, [00ff00]state_zhican_resisttime1[-] điểm kháng thời gian tàn phế
1923	【Trung】Kháng Tàn Phế	Tăng [00ff00]state_zhican_resistrate1[-] kháng tỉ lệ tàn phế, [00ff00]state_zhican_resisttime1[-] điểm kháng thời gian tàn phế
1924	【Cao】Kháng Tàn Phế	Tăng [00ff00]state_zhican_resistrate1[-] kháng tỉ lệ tàn phế, [00ff00]state_zhican_resisttime1[-] điểm kháng thời gian tàn phế
1925	【Sơ】Hiệu Quả Kháng Tê Liệt	Tăng [00ff00]state_palsy_resistrate1[-] điểm kháng tỉ lệ tê liệt, [00ff00]state_palsy_resisttime1[-] điểm kháng thời gian tê kiệt
1926	【Trung】Kháng Tê Liệt	Tăng [00ff00]state_palsy_resistrate1[-] điểm kháng tỉ lệ tê liệt, [00ff00]state_palsy_resisttime1[-] điểm kháng thời gian tê kiệt
1927	【Cao】Kháng Tê Liệt	Tăng [00ff00]state_palsy_resistrate1[-] điểm kháng tỉ lệ tê liệt, [00ff00]state_palsy_resisttime1[-] điểm kháng thời gian tê kiệt
1928	【Sơ】Hiệu Quả Kháng Choáng	Tăng [00ff00]state_stun_resistrate1[-] điểm kháng tỉ lệ choáng, [00ff00]state_stun_resisttime1[-] điểm kháng thời gian choáng
1929	【Trung】Kháng Choáng	Tăng [00ff00]state_stun_resistrate1[-] điểm kháng tỉ lệ choáng, [00ff00]state_stun_resisttime1[-] điểm kháng thời gian choáng
1930	【Cao】Kháng Choáng	Tăng [00ff00]state_stun_resistrate1[-] điểm kháng tỉ lệ choáng, [00ff00]state_stun_resisttime1[-] điểm kháng thời gian choáng
1931	【Sơ】Tỉ Lệ Bạo Kích	Tăng [00ff00]deadlystrike_v1[-] điểm tỉ lệ bạo kích
1932	【Trung】Tỉ Lệ Bạo Kích	Tăng [00ff00]deadlystrike_v1[-] điểm tỉ lệ bạo kích
1933	【Cao】Tỉ Lệ Bạo Kích	Tăng [00ff00]deadlystrike_v1[-] điểm tỉ lệ bạo kích
1934	【Sơ】Tấn Công	Tăng [00ff00]basic_damage_v1[-] điểm tấn công
1935	【Trung】Tấn Công	Tăng [00ff00]basic_damage_v1[-] điểm tấn công
1936	【Cao】Tấn Công	Tăng [00ff00]basic_damage_v1[-] điểm tấn công
1937	【Sơ】Sinh Lực	Tăng [00ff00]lifemax_v1[-] điểm sinh lực
1938	【Trung】Sinh Lực	Tăng [00ff00]lifemax_v1[-] điểm sinh lực
1939	【Cao】Sinh Lực	Tăng [00ff00]lifemax_v1[-] điểm sinh lực
1940	【Sơ】Di Chuyển	Tăng [00ff00]runspeed_v1[-] điểm di chuyển
1941	【Trung】Di Chuyển	Tăng [00ff00]runspeed_v1[-] điểm di chuyển
1942	【Cao】Di Chuyển	Tăng [00ff00]runspeed_v1[-] điểm di chuyển
1943	【Sơ】Kháng Kim	Tăng [00ff00]metal_resist_v1[-] điểm kháng Kim
1944	【Trung】Kháng Kim	Tăng [00ff00]metal_resist_v1[-] điểm kháng Kim
1945	【Cao】Kháng Kim	Tăng [00ff00]metal_resist_v1[-] điểm kháng Kim
1946	【Sơ】Kháng Mộc	Tăng [00ff00]wood_resist_v1[-] điểm kháng Mộc
1947	【Trung】Kháng Mộc	Tăng [00ff00]wood_resist_v1[-] điểm kháng Mộc
1948	【Cao】Kháng Mộc	Tăng [00ff00]wood_resist_v1[-] điểm kháng Mộc
1949	【Sơ】Kháng Thủy	Tăng [00ff00]water_resist_v1[-] điểm kháng Thủy
1950	【Trung】Kháng Thủy	Tăng [00ff00]water_resist_v1[-] điểm kháng Thủy
1951	【Cao】Kháng Thủy	Tăng [00ff00]water_resist_v1[-] điểm kháng Thủy
1952	【Sơ】Kháng Hỏa	Tăng [00ff00]fire_resist_v1[-] điểm kháng Hỏa
1953	【Trung】Kháng Hỏa	Tăng [00ff00]fire_resist_v1[-] điểm kháng Hỏa
1954	【Cao】Kháng Hỏa	Tăng [00ff00]fire_resist_v1[-] điểm kháng Hỏa
1955	【Sơ】Kháng Thổ	Tăng [00ff00]earth_resist_v1[-] điểm kháng Thổ
1956	【Trung】Kháng Thổ	Tăng [00ff00]earth_resist_v1[-] điểm kháng Thổ
1957	【Cao】Kháng Thổ	Tăng [00ff00]earth_resist_v1[-] điểm kháng Thổ
1958	【Sơ】Kháng Hiệu Quả Thuộc Tính	Tăng [00ff00]resist_allseriesstate_rate_v1[-] điểm kháng tỉ lệ thuộc tính, [00ff00]resist_allseriesstate_time_v1[-] kháng thời gian thuộc tính
1959	【Trung】Kháng Thuộc Tính	Tăng [00ff00]resist_allseriesstate_rate_v1[-] điểm kháng tỉ lệ thuộc tính, [00ff00]resist_allseriesstate_time_v1[-] kháng thời gian thuộc tính
1960	【Cao】Kháng Thuộc Tính	Tăng [00ff00]resist_allseriesstate_rate_v1[-] điểm kháng tỉ lệ thuộc tính, [00ff00]resist_allseriesstate_time_v1[-] kháng thời gian thuộc tính
1961	【Sơ】Hút Sinh Lực	Tăng [00ff00]steallife_p1%[-] hút sinh lực
1962	【Trung】Hút Sinh Lực	Tăng [00ff00]steallife_p1%[-] hút sinh lực
1963	【Cao】Hút Sinh Lực	Tăng [00ff00]steallife_p1%[-] hút sinh lực
1964	【Sơ】Hiệu Quả Bị Thương	Đánh thường gây [00ff00]state_hurt_normalattack1%[-] tỉ lệ bị thương, duy trì [00ff00]state_hurt_normalattack2/15[-] giây
1965	【Trung】Hiệu Quả Bị Thương	Đánh thường gây [00ff00]state_hurt_normalattack1%[-] tỉ lệ bị thương, duy trì [00ff00]state_hurt_normalattack2/15[-] giây
1966	【Cao】Hiệu Quả Bị Thương	Đánh thường gây [00ff00]state_hurt_normalattack1%[-] tỉ lệ bị thương, duy trì [00ff00]state_hurt_normalattack2/15[-] giây
1967	【Sơ】Hiệu Quả Làm Chậm	Đánh thường gây [00ff00]state_slowall_normalattack1%[-] tỉ lệ Làm Chậm, duy trì [00ff00]state_slowall_normalattack2/15[-] giây
1968	【Trung】Hiệu Quả Làm Chậm	Đánh thường gây [00ff00]state_slowall_normalattack1%[-] tỉ lệ Làm Chậm, duy trì [00ff00]state_slowall_normalattack2/15[-] giây
1969	【Cao】Hiệu Quả Làm Chậm	Đánh thường gây [00ff00]state_slowall_normalattack1%[-] tỉ lệ Làm Chậm, duy trì [00ff00]state_slowall_normalattack2/15[-] giây
1970	【Sơ】Tàn Phế	Đánh thường gây [00ff00]state_zhican_normalattack1%[-] tỉ lệ tàn phế, duy trì [00ff00]state_zhican_normalattack2/15[-] giây
1971	【Trung】Tàn Phế	Đánh thường gây [00ff00]state_zhican_normalattack1%[-] tỉ lệ tàn phế, duy trì [00ff00]state_zhican_normalattack2/15[-] giây
1972	【Cao】Tàn Phế	Đánh thường gây [00ff00]state_zhican_normalattack1%[-] tỉ lệ tàn phế, duy trì [00ff00]state_zhican_normalattack2/15[-] giây
1973	【Sơ】Hiệu Quả Tê Liệt	Đánh thường gây [00ff00]state_palsy_normalattack1%[-] tỉ lệ Tê Liệt, duy trì [00ff00]state_palsy_normalattack2/15[-] giây
1974	【Trung】Hiệu Quả Tê Liệt	Đánh thường gây [00ff00]state_palsy_normalattack1%[-] tỉ lệ Tê Liệt, duy trì [00ff00]state_palsy_normalattack2/15[-] giây
1975	【Cao】Hiệu Quả Tê Liệt	Đánh thường gây [00ff00]state_palsy_normalattack1%[-] tỉ lệ Tê Liệt, duy trì [00ff00]state_palsy_normalattack2/15[-] giây
1976	【Sơ】Hiệu Quả Choáng	Đánh thường gây [00ff00]state_stun_normalattack1%[-] tỉ lệ Gây Choáng, duy trì [00ff00]state_stun_normalattack2/15[-] giây
1977	【Trung】Hiệu Quả Choáng	Đánh thường gây [00ff00]state_stun_normalattack1%[-] tỉ lệ Gây Choáng, duy trì [00ff00]state_stun_normalattack2/15[-] giây
1978	【Cao】Hiệu Quả Choáng	Đánh thường gây [00ff00]state_stun_normalattack1%[-] tỉ lệ Gây Choáng, duy trì [00ff00]state_stun_normalattack2/15[-] giây
1979	【Sơ】Kháng Tất Cả	Tăng [00ff00]all_series_resist_v1[-] điểm kháng tất cả
1980	【Trung】Kháng Tất Cả	Tăng [00ff00]all_series_resist_v1[-] điểm kháng tất cả
1981	【Cao】Kháng Tất Cả	Tăng [00ff00]all_series_resist_v1[-] điểm kháng tất cả
1982	【Sơ】Bỏ Qua Kháng Tất Cả	Tăng [00ff00]ignore_all_resist_v2[-] điểm bỏ qua tính kháng toàn bộ 
1983	【Trung】Bỏ Qua Kháng Tất Cả	Tăng [00ff00]ignore_all_resist_v2[-] điểm bỏ qua tính kháng toàn bộ 
1984	【Cao】Bỏ Qua Kháng Tất Cả	Tăng [00ff00]ignore_all_resist_v2[-] điểm bỏ qua tính kháng toàn bộ 
1985	【Sơ】Phản Kích	[00ff00]userdesc_1071%[-] phản kích mục tiêu gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
1988	【Trung】Phản Kích	[00ff00]userdesc_1071%[-] phản kích mục tiêu gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
1991	【Cao】Phản Kích	[00ff00]userdesc_1071%[-] phản kích mục tiêu gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
1994	【Sơ】Tốc Đánh	Tăng [00ff00]attackspeed_v1[-] điểm tốc đánh
1995	【Trung】Tốc Đánh	Tăng [00ff00]attackspeed_v1[-] điểm tốc đánh
1996	【Cao】Tốc Đánh	Tăng [00ff00]attackspeed_v1[-] điểm tốc đánh
2291	Hàng Long Côn-Trung	Tăng [00ff00]add_usebasedmg_p12%[-] tấn công cơ bản, chuyển hóa [00ff00]add_steallife_p2/100%[-] sát thương gây ra thành hồi sinh lực
2292	Đại Lực Kim Cang Chỉ-Trung	Tăng [00ff00]add_usebasedmg_p12%[-] tấn công cơ bản, có [00ff00]add_fixed_r2%[-] gây [00ff00]add_fixed_t2/15[-] giây Định Thân
2293	Kim Cang Phục Ma-Trung	Mỗi lần giảm chờ Kim Cang Phục Ma [00ff00]reduce_cd_time12/15[-] giây; Kim Cang Phục Ma tăng duy trì [00ff00]add_state_time12/15[-] giây
2295	Thập Nhị Cầm Long Thủ-Trung	Tăng [00ff00]add_usebasedmg_p12%[-] tấn công cơ bản. Có [00ff00]state_forceatk_attack1%[-] gây [00ff00]state_forceatk_attack2/15[-] giây Khiêu Khích kẻ địch. Trong [00ff00]skill_statetime1/15[-] giây giảm [00ff00]physics_potentialdamage_p1%[-] tấn công cơ bản của địch
2501		Tấn công cơ bản, gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2502		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2504		Đồng Hành tăng [00ff00]physics_potentialdamage_p1%[-] tấn công cơ bản
2505		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2508		Tấn công cơ bản, gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2509	Hoành Tảo Thiên Quân	Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2511		Đồng Hành tăng [00ff00]attackspeed_v1[-] Tốc Đánh
2512		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2513		Tấn công cơ bản, gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2513		Tấn công cơ bản, gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2514		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2516	Vạn Tiễn Tề Phát	Gây cho mục tiêu trên đường thẳng [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2518		Tấn công cơ bản, gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2518		Tấn công cơ bản, gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2519	Kim Xà Kiếm Quyết	Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản, gây [00ff00]state_stun_attack2/15[-] giây Choáng
2522		Tăng [00ff00]physics_potentialdamage_p1%[-] tấn công cơ bản và chia sẻ đồng đội xung quanh
2523		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2524		Tấn công cơ bản, gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2525		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản, gây [00ff00]state_palsy_attack2/15[-] giây Tê liệt
2527		Tăng [00ff00]deadlystrike_v1[-] Bạo Kích, [00ff00]deadlystrike_damage_p1%[-] hiệu quả Bạo Kích và chia sẻ đồng đội xung quanh
2528		Tấn công cơ bản, gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2529		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản và giảm [00ff00]all_series_resist_v1[-] Kháng tất cả, duy trì [00ff00]skill_statetime1/15[-] giây 
2530		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2532		Tấn công cơ bản, gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2533		Tăng [00ff00]basic_damage_v1[-] tấn công, tối đa cộng dồn [00ff00]add_mult_proc_sate12[-] tầng, duy trì [00ff00]skill_statetime1/15[-] giây
2535		Đồng Hành tăng [00ff00]attackrate_v1[-] Chính Xác, [00ff00]deadlystrike_v1[-] Bạo Kích
2536		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2539		Tấn công cơ bản, gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2541		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2540	Mãnh Lực	Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản, phe địch mỗi khi mất 1% sinh lực, sát thương + [00ff00]loselife_dmg_p1/100%[-] 
2544	Phong Vũ Nhẫn	Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2545	Phi Sa Bộ Pháp	Khi né tránh tấn công gần, có [00ff00]userdesc_1011%[-] gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản xung quanh, chờ [00ff00]userdesc_1012/15[-] giây
2547		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2549		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2551		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2552		Tấn công cơ bản, gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2553		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2554		Đồng Hành tăng [00ff00]deadlystrike_v1[-] điểm bạo kích, [00ff00]defense_v1[-] điểm né tránh, [00ff00]lifemax_p1%[-] sinh lực cơ bản
2555		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2558		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2560		Tấn công cơ bản, gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2561		Cứ cách [00ff00]vitality_recover_life2/15[-] giây, hồi phục [00ff00]Thể chất*vitality_recover_life1%[-] điểm sinh lực, duy trì [00ff00]skill_statetime1/15[-] giây
2564		Tấn công cơ bản, gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2565		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2568		Tấn công cơ bản, gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2569		Mỗi lần gây [00ff00]dotdamage_wood1%[-] tấn công cơ bản và bay lên không trung [00ff00]state_float_attack2/15[-] giây
2572		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2574		Tấn công cơ bản, gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2575		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2578		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2581		Tấn công cơ bản, gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2582		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2587		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2591		Gây [00ff00]attack_usebasedamage_p1%[-] tấn công cơ bản
2593		Tăng [00ff00]lifemax_v1[-] sinh lực 
2594		Tăng [00ff00]physical_damage_v1[-] tấn công
2595		Tăng [00ff00]attackrate_v1[-] chính xác, [00ff00]deadlystrike_v1[-] tỉ lệ bạo kích
2596		Tăng [00ff00]all_series_resist_v1[-] kháng tất cả, [00ff00]defense_v1[-] né tránh
2597		Tăng [00ff00]all_series_resist_v1[-] kháng tất cả, [00ff00]defense_v1[-] né tránh, [00ff00]attackrate_v1[-] chính xác, [00ff00]deadlystrike_v1[-] tỉ lệ bạo kích
2598		Tăng [00ff00]lifemax_v1[-] Sinh Lực , [00ff00]physical_damage_v1[-] tấn công
2603		Tăng [00ff00]lifemax_v1[-] sinh lực 
2604		Tăng [00ff00]physical_damage_v1[-] tấn công
2605		Tăng [00ff00]attackrate_v1[-] chính xác, [00ff00]deadlystrike_v1[-] tỉ lệ bạo kích
2606		Tăng [00ff00]all_series_resist_v1[-] kháng tất cả, [00ff00]defense_v1[-] né tránh
2607		Tăng [00ff00]all_series_resist_v1[-] kháng tất cả, [00ff00]defense_v1[-] né tránh, [00ff00]attackrate_v1[-] chính xác, [00ff00]deadlystrike_v1[-] tỉ lệ bạo kích
2608		Tăng [00ff00]lifemax_v1[-] Sinh Lực , [00ff00]physical_damage_v1[-] tấn công
2609		Tăng [00ff00]physical_damage_v1[-] tấn công, [00ff00]attackrate_v1[-] chính xác, [00ff00]deadlystrike_v1[-] tỉ lệ bạo kích
2613	Bất Động Như Sơn Trận	Khi cùng ra trận giúp chủ nhân tăng [00ff00]strength_v1[-] sức mạnh, [00ff00]wood_resist_v1[-] kháng Mộc và [00ff00]all_series_resist_v1[-] kháng tất cả
2614	Ngạo Hàn Bất Diệt Thể	Khi cùng ra trận giúp chủ nhân tăng [00ff00]ignore_all_resist_v2[-] điểm bỏ qua kháng tất cả, [00ff00]fire_resist_v1[-] điểm kháng Hỏa và [00ff00]state_palsy_resisttime1[-] điểm kháng thời gian tê liệt 
2615	Đạp Tinh Trích Nguyệt Bộ	Khi cùng ra trận giúp chủ nhân tăng [00ff00]strength_v1[-] sức mạnh, [00ff00]earth_resist_v1[-] kháng Thổ và [00ff00]defense_v1[-] né tránh
2616	Hồng Loan Khiên Ti Thủ	Khi cùng ra trận giúp chủ nhân tăng [00ff00]ignore_all_resist_v2[-] điểm bỏ qua kháng tất cả, [00ff00]metal_resist_v1[-] điểm kháng Kim và [00ff00]state_hurt_resisttime1[-] điểm kháng thời gian bị thương 
2617	Nhất Xuyên Trấn Hải Quyết	Khi cùng ra trận giúp chủ nhân tăng [00ff00]basic_damage_v1[-] tấn công, [00ff00]water_resist_v1[-] kháng Thủy và [00ff00]defense_v1[-] né tránh
2618	Thiên Hỏa Lưu Ly Bộ	Khi cùng ra trận giúp chủ nhân tăng [00ff00]deadlystrike_damage_p1%[-] Sát thương bạo kích, [00ff00]energy_v1[-] linh hoạt và [00ff00]attackrate_v1[-] chính xác
