StateEffectId	StateName	EffectResID1	SlotID1	EffectResID2	SlotID2	HeadResID	Alpha	ChangeSize	ChangeSizeSpeed	RunActID	HeadWord	MagicDesc	Icon	IconAtlas	NotShowTime	HideBody	HideHead	ShowSort	HightLightSkill	RequireSuperpose
3194	Diệu Thủ Hồi Xuân					4507						Mỗi [00ff00]recover_life_p2/15[-] giây hồi [00ff00]recover_life_p1%[-] sinh lực	buff_recover	UI/Atlas/NewAtlas/Buff/Buff.prefab						
3195	Bất Động Minh Vương	1504										Trạng thái miễn khống chế	ShaolinSkill_04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
3196	Nhanh Như Chớp					4510						Di chuyển +[00ff00]runspeed_v1[-]	buff_runspeed	UI/Atlas/NewAtlas/Buff/Buff.prefab						
3197	Ẩn Thân											(Dùng kỹ năng lập tức phá Ẩn Thân)	hd_changecard_gq	UI/Atlas/Item/Item/Item5.prefab						
3198	Hiệu quả thuốc					4507						Mỗi [00ff00]recover_life_p2/15[-] giây hồi phục [00ff00]recover_life_p1%[-] sinh lực\n(Hiệu quả sẽ mất khi bị tấn công)	buff_recover	UI/Atlas/NewAtlas/Buff/Buff.prefab						
3217	Kích Nộ					13217		133	5											
3272	Thức Tỉnh_Lớn	13272						120	120											
3273	Thức Tỉnh_Thường	13273						120	120											
3274	Thức Tỉnh_Động vật mặt đất 1	13274						120	120											
3275	Thức Tỉnh_Động vật mặt đất 2	13275						120	120											
3255	Luân Hồi Vãng Sinh	2849																		
3256	Luân Hồi Vãng Sinh	6306																		
3263	Kim Cang-Cao	3306																		
3366	Đạp Băng Quyết	13366										Di chuyển +[00ff00]runspeed_v1[-]	BUFF_Wood	UI/Atlas/NewAtlas/Buff/Buff.prefab						
3367	Thừa Sương Thức	13367										Tốc độ bay của Tuyết Cầu +[00ff00]100%[-]	BUFF_Water	UI/Atlas/NewAtlas/Buff/Buff.prefab						
3370	Tuyết Ảnh Vũ	13370										Trạng thái miễn khống chế	BUFF_Gold	UI/Atlas/NewAtlas/Buff/Buff.prefab						
3371	Kiên Băng Ngự	13371										Sát thương -[00ff00]100%[-]	BUFF_Fire	UI/Atlas/NewAtlas/Buff/Buff.prefab						
3399	Biến thành Người Tuyết															1	1			
3450	Bí Kíp-Cao: Kim Chung Tráo											Kháng tất cả cơ bản +[00ff00]all_series_resist_p1%[-]\nHiệu suất hồi phục +[00ff00]lifereplenish_p1%[-]	TianwangSkill_03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
3458	Bí Kíp-Cao: Kim Cang Phục Ma											Mục tiêu tấn công tối đa của Đại Lực Kim Cang Chỉ +[00ff00]addms_hittotal_c12[-]	Sl_mj03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
3549	Ẩn tên																1			
3550	Đồng Lòng											Sát thương thuộc tính +[00ff00]physical_damage_v1[-]\nSinh lực tối đa+[00ff00]lifemax_v1[-]\nKháng tất cả +[00ff00]all_series_resist_v1[-]\nNé tránh +[00ff00]defense_v1[-]	tongxinguo	UI/Atlas/Item/Item/Item9.prefab						
3551	Tân Nhân Chúc Phúc											Sát thương thuộc tính +[00ff00]physical_damage_v1[-]\nSinh lực tối đa +[00ff00]lifemax_v1[-]\nKháng tất cả +[00ff00]all_series_resist_v1[-]	ArborDay_01	UI/Atlas/Item/Item/Item7.prefab						
3701	Thử nghiệm-Kim											Ngăn sát thương nhân vật +[00ff00]playerdmg_npc_p1%[-]	BUFF_Gold	UI/Atlas/NewAtlas/Buff/Buff.prefab						
3702	Thử nghiệm-Mộc											Né tránh hoàn toàn +[00ff00]miss_alldmg_v1[-]	BUFF_Wood	UI/Atlas/NewAtlas/Buff/Buff.prefab						
3703	Thử nghiệm-Thủy											Kháng hút sinh lực +[00ff00]steallife_resist_v1[-]	BUFF_Water	UI/Atlas/NewAtlas/Buff/Buff.prefab						
3704	Thử nghiệm-Hỏa											Kháng hút sinh lực +[00ff00]steallife_resist_p1%[-]	BUFF_Fire	UI/Atlas/NewAtlas/Buff/Buff.prefab						
3705	Thử nghiệm-Thổ											Hút sinh lực tăng [00ff00]steallife_p1%[-]	BUFF_Earth	UI/Atlas/NewAtlas/Buff/Buff.prefab						
3716	Ký hiệu đối tượng hận thù					13716														
3767	Ký hiệu Tháp Phòng					13767														
3805	Trạng thái miễn dịch	13805										Miễn dịch thuộc tính\nMiễn hiệu quả bất lợi	Wudang_bd02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
3921	Sức Mạnh Nữ Đế	13921																		
3928	Hợp Tung Liên Hoành	2886										Triệt tiêu sát thương cuối [FF3030]giảm reduce_final_damage_p1%[-]	mingcaqiuhao	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab						
3932	Âm Dương Quyết	13932										Tấn công cơ bản +[00ff00]physics_potentialdamage_p1%[-]\nHút sinh lực +[00ff00]steallife_p1%[-]	chunyangwujigong	UI/Atlas/NewAtlas/CompanionSkill/CompanionSkill_02.prefab						
4015	Tôi Độc Thuật											Tấn công cơ bản +[00ff00]physics_potentialdamage_p1%[-]\nSát thương bạo kích +[00ff00]deadlystrike_damage_p1%[-]	Tangmen_bd01_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4016	Tôi Độc Thuật											Sát thương bạo kích +[00ff00]deadlystrike_damage_p1%[-]	Tangmen_bd01_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4020	Tâm Nhãn											Bỏ qua né tránh cơ bản +[00ff00]ignore_defense_vp1%[-]\nTỉ lệ bạo kích cơ bản +[00ff00]deadlystrike_p1%[-]	Tangmen_bd06_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4028	Di Hình Hoán Ảnh											Ẩn Thân\nGiải trừ và miễn dịch hiệu quả thuộc tính\nGiải trừ và miễn dịch hiệu quả bất lợi	Tangmen_bd07_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4046	Bí Kíp-Trung: Mê Ảnh Tung											Né tránh cơ bản +[00ff00]defense_p1%[-]\nMiễn dịch bất lợi\nMiễn dịch thuộc tính	Tm_mj02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4119	Hỗn Nguyên Càn Khôn											Hút sinh lực tăng [00ff00]steallife_p1%[-]	Kunlun_bd02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4120	Hỗn Nguyên Càn Khôn											Hiệu suất hồi sinh lực [FF3030] giảm lifereplenish_p1%[-]\nDi chuyển [FF3030] giảm runspeed_p1%[-]	Kunlun_bd02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4121	Ngự Phong Hành	613										Giảm sát thương: [00ff00]t_magicshield1[-]	WudangSkill_04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4131	Nhất Khí Tam Thanh	613										Giảm sát thương: [00ff00]t_magicshield1[-]	WudangSkill_04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4134	Bí Kíp-Sơ: Tiên Nhân Chỉ Lộ											Tỉ lệ bạo kích cơ bản +[00ff00]deadlystrike_p1%[-]\nThời gian gây choáng +[00ff00]state_stun_attacktime1[-]	Kl_mj03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4140	Bí Kíp-Trung: Tiên Nhân Chỉ Lộ											Miễn dịch hiệu quả Làm Chậm\nMiễn hiệu quả bất lợi	Kl_mj03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4143	Bí Kíp-Trung: Hỗn Độn Kiếm Trận											Kháng tất cả cơ bản [FF3030] giảm all_series_resist_p1%[-]	Kl_mj01_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4150	Bí Kíp-Cao: Hỗn Độn Kiếm Trận											Kháng sát thương tầm xa +[00ff00]remote_dmg_p1%[-]	Kl_mj01_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4153	Thiên Thanh Địa Trọc											Tốc đánh -[00ff00]attackspeed_v1[-] điểm\nTấn công cơ bản-[00ff00]physics_potentialdamage_p1%[-]\nKháng cơ bản +[00ff00]all_series_resist_p1%[-]\nNé tránh cơ bản +[00ff00]defense_p1%[-]	Kunlun_bd08_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4155	Bí Kíp-Cao: Tiếu Phong Tam Liên Kích	14432										Né tránh cơ bản [FF3030]giảm defense_p1%[-]\nTỉ lệ kháng thuộc tính [FF3030] giảm resist_allseriesstate_rate_v1[-]\nTỉ lệ kháng bất lợi [FF3030] giảm resist_allspecialstate_rate_v1[-]	Kunlun_bd08_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4156	Bí Kíp-Cao: Lôi Động Cửu Thiên											Giải trừ và miễn dịch thuộc tính	Kl_mj03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4211	Túy Điệp Cuồng Vũ	24211								31		Di chuyển +[00ff00]runspeed_v1[-]\nNé tránh cơ bản +[00ff00]defense_p1%[-]	GaibangSkill_05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4219	Bá Vương Tạ Giáp											Bỏ qua kháng tính cuối +[00ff00]ignore_all_resist2%[-]	Gaibang_bd06_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4223	Du Long Quyết											Tấn công cơ bản +[00ff00]physics_potentialdamage_p1%[-]	Gaibang_bd01_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4241	Bí Kíp: Túy Điệp Cuồng Vũ											Di chuyển +[00ff00]runspeed_v1[-]\nNé tránh cơ bản +[00ff00]defense_p1%[-]	Gb_mj04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4250	Bí Kíp: Khốn Long Công											Kháng tất cả cơ bản [FF3030] giảm all_series_resist_p1%[-]	Gb_mj02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4301	Trúng Độc	14305																		
4312	Triệu hồi Linh Xà											Linh Xà	WuduSkill_02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4314	Triệu hồi Bích Thiềm											Bích Thiềm	WuduSkill_02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4316	Triệu Hồi Xích Hạt											Sát thương bạo kích +[00ff00]deadlystrike_damage_p1%[-]	WuduSkill_02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4318	Triệu hồi Phong Ngô											Phong Ngô	WuduSkill_02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4320	Triệu hồi Mặc Tri											Nhện Đen	WuduSkill_02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4336	Mê Tâm Cổ					24336						Tăng sát thương độc công phải chịu [00ff00]recdot_wood_p1%[-]	WuduSkill_04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4341	Bách Độc Xuyên Tâm											Tỉ lệ bạo kích cơ bản +[00ff00]deadlystrike_p1%[-]	Wudu_bd05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4342	Bách Độc Xuyên Tâm											Tỉ lệ bạo kích cơ bản +[00ff00]deadlystrike_p1%[-]	Wudu_bd05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4348	Hồi Hồn Mật Chú	14348										Sát thương phải chịu chuyển thành hồi sinh lực	Wudu_bd07_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4325	Bích Thiềm											Kháng Mộc [FF3030] giảm wood_resist_v1[-] điểm	WuduSkill_02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4330	Phong Ngô											Né tránh [FF3030] giảm defense_v1[-] điểm	WuduSkill_02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4371	Bí kíp: Âm Phong Thực Cốt											Tốc đánh +[00ff00]attackspeed_v1[-]	Wdu_mj03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4375	Bí Kíp: Bích Thiềm											Kháng Mộc [FF3030] giảm wood_resist_v1[-] điểm	Wdu_mj04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4378	Bí Kíp: Phong Ngô											Né tránh [FF3030] giảm defense_v1[-] điểm	Wdu_mj04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4381	Bí Kíp: Mê Tâm Cổ											Thời gian chờ kỹ năng chủ động +[00ff00]allfactionskill_cd_point1/15[-] giây	Wdu_mj01_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4410	Tâm Kiếm	34410										Tấn công cơ bản +[00ff00]physics_potentialdamage_p1%[-]\nTỉ lệ bạo kích cơ bản +[00ff00]deadlystrike_p1%[-]\nSát thương với NPC +[00ff00]damage4npc_p1%[-]	CangjianSkill_05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4418	Hạc Quy Cô Sơn											Tấn công cơ bản +[00ff00]physics_potentialdamage_p1%[-]	Cangjian_bd02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4419	Hạc Quy Cô Sơn											Tấn công cơ bản [FF3030] giảm physics_potentialdamage_p1%[-]\nSát thương Độc công [FF3030] giảm add_dottype_wood_p2%[-]	Cangjian_bd02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4423	Ánh Ba Tỏa Lan	2849										Kháng tất cả cơ bản + [00ff00]all_series_resist_p1%[-]\nMiễn dịch hiệu quả Tàn Phế\nMiễn hiệu quả bất lợi\n	Cangjian_bd04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4439	Bí Kíp-Trung: Đoạn Triều											Đoạn Triều tăng tấn công cơ bản [00ff00]add_usebasedmg_p12%[-]\nĐoạn Triều có [00ff00]add_fixed_r2%[-] Định Thân [00ff00]add_fixed_t2/15[-] giây	Cj_mj02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4443	Bí Kíp-Cao: Tâm Kiếm 	2849										Miễn hiệu quả Tàn phế\nMiễn hiệu quả bất lợi	CangjianSkill_05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4451	Bí Kíp-Sơ: Ngọc Tuyền Ngư Dược	14432										Di chuyển [FF3030] giảm runspeed_v1[-]	Cj_mj03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4462	Bí Kíp-Cao: Phong Tháp Vân Cảnh											Sát thương bạo kích [FF3030] giảm deadlystrike_damage_p1%[-]	Cj_mj04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4488	Tâm Kiếm	34410										Công thường chính xác tăng thuộc tính bản thân:\nTấn công cơ bản +[00ff00]physics_potentialdamage_p1%[-]	CangjianSkill_05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4489	Tâm Kiếm											Tấn công cơ bản +[00ff00]physics_potentialdamage_p1%[-]	CangjianSkill_05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4509	Vân Sinh Kết Hải	1008										Tấn công cơ bản +[00ff00]physics_potentialdamage_p1%[-]\nKháng tất cả cơ bản +[00ff00]all_series_resist_p1%[-]\nPhản đòn cận chiến +[00ff00]meleedamagereturn_p1%[-]\nPhản đòn tầm xa +[00ff00]rangedamagereturn_p1%[-]	ChanggeSkill_03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4510	Vân Sinh Kết Hải	1008										Tấn công cơ bản +[00ff00]physics_potentialdamage_p1%[-]\nKháng tất cả cơ bản +[00ff00]all_series_resist_p1%[-]\nPhản đòn cận chiến +[00ff00]meleedamagereturn_p1%[-]\nPhản đòn tầm xa +[00ff00]rangedamagereturn_p1%[-]	ChanggeSkill_03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4519	Giang Trục Nguyệt Thiên											Chính xác cơ bản [FF3030] giảm attackrate_p1%[-]\nBạo kích cơ bản [FF3030] giảm deadlystrike_p1%[-]	ChanggeSkill_02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4520	Giang Trục Nguyệt Thiên											Tấn công cơ bản +[00ff00]physics_potentialdamage_p1%[-]\nTốc đánh +[00ff00]attackspeed_v1[-]\nDi chuyển +[00ff00]runspeed_v1[-]	ChanggeSkill_02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4523	Dạ Dẫn Phong Lam											Né tránh cơ bản +[00ff00]defense_p1%[-]\nKháng thời gian thuộc tính +[00ff00]resist_allseriesstate_time_v1[-] điểm	Tangmen_bd07_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4528	Ma Âm Triền Nhiễu	14528										Tấn công cơ bản [FF3030] giảm physics_potentialdamage_p1%[-]\nChính xác cơ bản [FF3030] giảm attackrate_p1%[-]\nBạo kích cơ bản [FF3030] giảm deadlystrike_p1%[-]\nKháng tất cả cơ bản [FF3030] giảm all_series_resist_p1%[-]	Changge_bd05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4542	Dương Xuân Bạch Tuyết	14542										Hiệu quả hồi phục vô hiệu	Changge_bd02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4572	Bình Sa Nhạn Lạc											Tấn công cơ bản [FF3030]giảm physics_potentialdamage_p1%[-]	Changge_bd02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4610	Ngân Bình Ngọc Toái					24610						Tấn công cơ bản [FF3030] giảm physics_potentialdamage_p1%[-]\nBị tấn công sẽ mất 1 tầng hiệu quả	TianshanSkill_03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4620	Phượng Thê Ngô Đồng											Tấn công cơ bản +[00ff00]physics_potentialdamage_p1%[-]	Tianshan_bd03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4624	Thủy Mộ Thiên Hoa											Bỏ qua tỉ lệ né tránh cuối của địch +[00ff00]ignore_defense_p1%[-]\nMiễn sát thương bạo kích +[00ff00]weaken_deadlystrike_damage_p1%[-]	Tianshan_bd04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4625	Thủy Mộ Thiên Hoa											Miễn sát thương bạo kích +[00ff00]weaken_deadlystrike_damage_p1%[-]	Tianshan_bd04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4627	Nghịch Thủy Hàn	14627										Hút sinh lực +[00ff00]steallife_p1%[-]\nKháng tất cả cơ bản +[00ff00]all_series_resist_p1%[-]\nGiải trừ và miễn dịch thuộc tính, hiệu quả bất lợi	Tianshan_bd07_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4632	Không Sơn Ngưng Vân	24611										Tấn công cơ bản +[00ff00]physics_potentialdamage_p1%[-]\nTốc đánh +[00ff00]attackspeed_v1[-]\nBị tấn công sẽ mất 1 tầng hiệu quả	TianshanSkill_04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4650	Bí Kíp-Cao: Phi Yến Lăng Ba											Tỉ lệ bạo kích cơ bản +[00ff00]deadlystrike_p1%[-]	TianshanSkill_02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4652	Bí Kíp-Cao: Ngân Bình Ngọc Toái											Miễn sát thương bạo kích [FF3030] giảm weaken_deadlystrike_damage_p1%[-]	TianshanSkill_03_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4655	Bí Kíp-Cao: Không Sơn Ngưng Vân											Giải trừ và miễn dịch bất lợi	TianshanSkill_04_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4656	Bí Kíp-Sơ: Thủy Long Ngâm	14656										[00ff00]ignore_dmgskill1/100%[-] không nhận được một phần hiệu quả tăng ích	TianshanSkill_05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4706	Vận Hành_Thể hình tăng							150	3			Thể hình phóng to 50%	BUFF_zhuxiudan	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4707	Vận Hành_Tăng sát thương cuối											Tăng sát thương cuối +[00ff00]enhance_final_damage_p1%[-]	BUFF_zhuxiudan	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4708	Vận Hành_HP cơ bản											Sinh lực cơ bản tối đa +[00ff00]lifemax_p1%[-]	BUFF_zhuxiudan	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4709	Vận Hành_Sinh lực hiện tại											Sinh lực hiện tại +[00ff00]lifecurmax_p1%[-]	BUFF_zhuxiudan	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4710	Hiệu ứng mở khóa Môn Khách 1	4710																		
4711	Hiệu ứng mở khóa Môn Khách 2	4711																		
4712	Ngươi là heo à?							100	10			Khò khò...	PetPig	UI/Atlas/Item/Item/Item19.prefab						
4713	Phóng to đến 120%							120	10											
4714	Phóng to đến 140%							140	10											
4715	Phóng to đến 160%							160	10											
4716	Phóng to đến 180%							180	10											
4717	Phóng to đến 200%							200	10											
4718	Phóng to đến 220%							220	10											
4719	Phóng to đến 240%							240	10											
4720	Phóng to đến 260%							260	10											
4721	Phóng to đến 280%							280	10											
4722	Phóng to đến 300%							300	10											
4723	Phóng to đến 320%							320	10											
4724	Phóng to đến 340%							340	10											
4725	Phóng to đến 360%							360	10											
4726	Phóng to đến 380%							380	10											
4727	Phóng to đến 400%							400	10											
4728	Phóng to đến 420%							420	10											
4729	Phóng to đến 440%							440	10											
4730	Phóng to đến 460%							460	10											
4731	Phóng to đến 480%							480	10											
4732	Phóng to đến 500%							500	10											
4751	Mứt Quả											Chua chua ngọt ngọt, rất ngon miệng	Toys_tanghulu	UI/Atlas/Item/Item/Item17.prefab						
4752	Hiệu ứng Đầu Rồng	9298																		
4753	Hiệu ứng Mình Rồng	9299																		
4754	Hiệu ứng Đuôi Rồng	9300																		
4808	Xung Mạch-U Môn	2849										Miễn dịch thuộc tính và hiệu quả bất lợi	buff_jingmai1	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4812	Âm Khiêu-Công Tôn	14812										Hiệu suất hồi sinh lực [FF3030]giảm lifereplenish_p1%[-]	jm_skill05	UI/Atlas/SkillIcon/MeridianSkill.prefab						
4814	Dương Duy-Kim Môn	7367	1	7368	2							Bỏ qua kháng tính cơ bản +[00ff00]ignore_all_resist_vp1%[-]	jm_skill06	UI/Atlas/SkillIcon/MeridianSkill.prefab						
4902	Vương Tọa	14902																		
4903	Trụ Vô Địch	14903																		
4905	Tâm Linh Hộ	14905										Đỡ sát thương +[00ff00]100%[-]	BUFF_zhuxiudan	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4906	Tiệc Bang Hội											Trong bản đồ Tiệc Bang Hội mỗi [00ff00]15[-] giây nhận EXP 1 lần, [00ff00]đoán đúng mỗi câu thành ngữ EXP nhận tăng gấp 1 lần[-]	Head_jh_zhuozi02	UI/Atlas/Home/HomeScreenAtlas2.prefab						
4951	Chúc Phúc Thú Cưng											Sát thương quái +[00ff00]damage4npc_p1%[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4952	Chúc Phúc Thú Cưng											EXP đánh quái +[00ff00]enhance_exp_p1%[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4953	Chúc Phúc Thú Cưng											EXP đánh quái +[00ff00]enhance_exp_p1%[-]\nEXP đánh quái chia sẻ +[00ff00]userdesc_1011%[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4954	Chúc Phúc Thú Cưng											Bạc nhận +[00ff00]exp_coin_contrib2%[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4955	Chúc Phúc Thú Cưng											Bạc nhận +[00ff00]exp_coin_contrib2%[-]\nCống hiến nhận +[00ff00]exp_coin_contrib3%[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4956	Chúc Phúc Thú Cưng											Ngũ Hành nhược hóa +[00ff00]series_abate_v1[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4957	Chúc Phúc Thú Cưng											Ngũ Hành nhược hóa +[00ff00]series_abate_v1[-]\nNgũ Hành cường hóa +[00ff00]series_enhance_v1[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4958	Chúc Phúc Thú Cưng											Kháng tất cả cơ bản +[00ff00]all_series_resist_p1%[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4959	Chúc Phúc Thú Cưng											Kháng tất cả cơ bản +[00ff00]all_series_resist_p1%[-]\nHiệu suất hồi phục +[00ff00]lifereplenish_p1%[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4960	Chúc Phúc Thú Cưng											Sinh lực cơ bản tối đa +[00ff00]lifemax_p1%[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4961	Chúc Phúc Thú Cưng											Sinh lực cơ bản tối đa +[00ff00]lifemax_p1%[-]\nPhản đòn cận chiến +[00ff00]meleedamagereturn_p1%[-]\nPhản đòn tầm xa +[00ff00]rangedamagereturn_p1%[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4962	Chúc Phúc Thú Cưng											Tỉ lệ kháng thuộc tính +[00ff00]resist_allseriesstate_rate_v1[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4963	Chúc Phúc Thú Cưng											Tỉ lệ kháng thuộc tính +[00ff00]resist_allseriesstate_rate_v1[-]\nDi chuyển +[00ff00]runspeed_v1[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4964	Chúc Phúc Thú Cưng											Bỏ qua kháng tính cơ bản +[00ff00]ignore_all_resist_vp1%[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4965	Chúc Phúc Thú Cưng											Bỏ qua kháng tính cơ bản +[00ff00]ignore_all_resist_vp1%[-]\nHút sinh lực +[00ff00]steallife_p1%[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4966	Chúc Phúc Thú Cưng											Bỏ qua né tránh cơ bản +[00ff00]ignore_defense_vp1%[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4967	Chúc Phúc Thú Cưng											Bỏ qua né tránh cơ bản +[00ff00]ignore_defense_vp1%[-]\nTấn công cơ bản +[00ff00]physics_potentialdamage_p1%[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4968	Chúc Phúc Thú Cưng											Sát thương bạo kích +[00ff00]deadlystrike_damage_p1%[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4969	Chúc Phúc Thú Cưng											Sát thương bạo kích +[00ff00]deadlystrike_damage_p1%[-]\nTỉ lệ bạo kích cơ bản +[00ff00]deadlystrike_p1%[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4970	Chúc Phúc Thú Cưng											Tốc Đánh +[00ff00]attackspeed_v1[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
4971	Chúc Phúc Thú Cưng											Tốc Đánh +[00ff00]attackspeed_v1[-]\nTỉ lệ thuộc tính +[00ff00]add_seriesstate_rate_v1[-]	Buff_dog	UI/Atlas/NewAtlas/Buff/Buff.prefab						
5015	Dục Huyết Đạo Phong	25015						120	15			Miễn dịch thuộc tính\nMiễn dịch bất lợi\nSinh lực cơ bản tối đa +[00ff00]lifemax_p1%[-]\nTấn công cơ bản +[00ff00]physics_potentialdamage_p1%[-]\nMỗi [00ff00]2 giây[-] giảm chờ Hóa Huyết Kiếp Quang [00ff00]reduce_cd_time_point12/15[-] giây	BadaoSkill_05_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab					5005	
5019	Bĩ Cực Thái Lai	25006										Gần chết sẽ trừ [00ff00]1[-] tầng miễn tử, hồi [00ff00]dir_recover_life_pp1/100%[-] sinh lực tối đa, Vô Địch [00ff00]skill_statetime1/15[-] giây	Badao_bd02_buff	UI/Atlas/NewAtlas/Buff/Buff.prefab						
