SkillId	SkillName	Property	SkillType	MeleeForm	StartPosType	StartDirType	Icon	IconAtlas	WaitTime	ChildID	ChildCount	MissileForm	MSGenerate	MSGenerateParam	Relation	TimePerCast	IsUseAR	Series	CastActionId	ActionEventID	ActionFrontPer	ActionBackPer	StateEffectId	SkillStyle	IsMelee	StatePriority	StateType	StateTime	StartSkillID	FlySkillId	FlyEventInterval	FlyActEventId	FlyActId	HitSkillID	HitSkillID2	VanishedSkillId	EventSkillLevel	AttackRadius	ClassName	MaxUsePoint	UsePointRecover	Param1	Param1Des	Param2	Param2Des	Param3	Param3Des	Param4	Param4Des	Param5	Param5Des	Param6	Param6Des	CostType	CostValue	FlagAddLevel	FactionLimit	ReqLevel	IsLinkSubSkill	IsAura	Desc	SelectorRange	SelectorType	CollisionSkillId	TargetSelf	DeathActEventID	AttackAnger	CastSoundID	AcceSpeedInfo1	AcceSpeedInfo2	AcceSpeedInfo3	InitSpeed	CastEffectRestId	NotChangeActFrame	NotChangeDir	CanDoSkillPri	UseLimitType	IgnoreObstacleJump	IsActPerFrame	IsPeaceCanUse	IsNotJumpObstacle	IsIgnoreInvincible	IsOnlySyncSelf	IsShareDmgRecord
542	Tiêu Dao Ngự Phong_Phụ-Tăng thuộc tính	Kỹ năng môn phái	2		2		Xiaoyao_bd02	UI/Atlas/SkillIcon/XY_Skill.prefab							self	0		2	16	1			542	buff_sp	1			0										1000	xy_xyyf_child																		4	1			[Hỗ Trợ] 																							
543	Duy Ngã Độc Tôn	Kỹ năng môn phái	3				Xiaoyao_bd03	UI/Atlas/SkillIcon/XY_Skill.prefab							self	0		2	1						1			0											xy_wwdz																		4	1			[Hỗ Trợ] Tâm pháp trấn phái Tiêu Dao, tăng toàn diện sức chiến đấu																							
544	Bạch Hồng Quán Nhật-Sơ	Bí Kíp Phái-Sơ	3				Xy_mj03	UI/Atlas/SkillIcon/XY_Skill.prefab							self	0		2	1						1			0											xy_book1																	2	4	1			Hiệu quả: [8dccf7]<Bạch Hồng Quán Nhật>[-] tăng tỉ lệ Tàn Phế và thêm tỉ lệ Định Thân																							
545	Bạch Hồng Quán Nhật-Trung	Bí Kíp Phái-Trung	3				Xy_mj03	UI/Atlas/SkillIcon/XY_Skill.prefab							self	0		2	1						1			0											xy_book1																	2	4	1			Hiệu quả: [8dccf7]<Bạch Hồng Quán Nhật>[-] tăng sát thương, tỉ lệ Tàn Phế và thêm tỉ lệ Định Thân																							
546	Thất Thám Xà Bàn-Trung	Bí Kíp Phái-Trung	3				Xiaoyao_bd04	UI/Atlas/SkillIcon/XY_Skill.prefab							self	0		2	1						1			0											xy_book2																	2	4	1			Hiệu quả: [8dccf7]<Thất Thám Xà Bàn>[-] giảm chờ, đánh trúng kẻ địch trạng thái Phù Không hoặc Khinh Công, gây thêm sát thương và xóa trạng thái Phù Không																							
548	Đẩu Chuyển Tinh Di-Trung	Bí Kíp Phái-Trung	3				Xy_mj01	UI/Atlas/SkillIcon/XY_Skill.prefab							self	0		2	1						1			0											xy_book3																	2	4	1			Hiệu quả: [8dccf7]<Đẩu Chuyển Tinh Di>[-] tăng sát thương, thời gian duy trì Tàn Phế và chuyển hóa sát thương thành hồi sinh lực																							
549	Phong Quyển Tàn Vân-Trung	Bí Kíp Phái-Trung	3				Xy_mj02	UI/Atlas/SkillIcon/XY_Skill.prefab							self	0		2	1						1			0											xy_book4																	2	4	1			Hiệu quả: [8dccf7]<Phong Quyển Tàn Vân>[-] giảm chờ, trúng mục tiêu gây Tàn Phế và giảm kháng tất cả																							
552	Bạch Hồng Quán Nhật-Cao	Bí Kíp Phái-Cao	3				Xy_mj03	UI/Atlas/SkillIcon/XY_Skill.prefab							self	0		2	1						1			0											xy_book1																	2	4	1			Hiệu quả: [8dccf7]<Bạch Hồng Quán Nhật>[-] tăng sát thương, sát thương bạo kích, tỉ lệ Tàn Phế và thêm tỉ lệ Định Thân																							
554	Thất Thám Xà Bàn-Cao	Bí Kíp Phái-Cao	3				Xiaoyao_bd04	UI/Atlas/SkillIcon/XY_Skill.prefab							self	0		2	1						1			0											xy_book2																	2	4	1			Hiệu quả: [8dccf7]<Thất Thám Xà Bàn>[-] giảm chờ, đánh trúng kẻ địch trạng thái Phù Không hoặc Khinh Công, gây thêm sát thương và xóa trạng thái Phù Không, giảm kháng tỉ lệ bất lợi trong một thời gian																							
556	Đẩu Chuyển Tinh Di-Cao	Bí Kíp Phái-Cao	3				Xy_mj01	UI/Atlas/SkillIcon/XY_Skill.prefab							self	0		2	1						1			0											xy_book3																	2	4	1			Hiệu quả: [8dccf7]<Đẩu Chuyển Tinh Di>[-] tăng sát thương, thời gian duy trì Tàn Phế, chuyển hóa sát thương thành hồi sinh lực và giảm chờ																							
558	Phong Quyển Tàn Vân-Cao	Bí Kíp Phái-Cao	3				Xy_mj02	UI/Atlas/SkillIcon/XY_Skill.prefab							self	0		2	1						1			0											xy_book4																	2	4	1			Hiệu quả: Giảm chờ và tăng sát thương [8dccf7]<Phong Quyển Tàn Vân >[-], trúng mục tiêu sẽ gây Tàn Phế và giảm kháng tất cả																							
561	Bi Tô Thanh Phong	Kỹ năng môn phái	3				Xiaoyao_bd08	UI/Atlas/SkillIcon/XY_Skill.prefab							self	0		2	1						1			0											xy_90_bsqf																		4	1			[Hỗ Trợ] Mỗi kẻ địch xung quanh sẽ tăng 1 tầng kháng tất cả cơ bản và tấn công cơ bản																							
562	Bi Tô Thanh Phong_Phụ-Tăng thuộc tính	Kỹ năng môn phái	2				Xiaoyao_bd08	UI/Atlas/SkillIcon/XY_Skill.prefab							self	0		2	16	1			562	buff_attack	1			0										1000	xy_90_bsqf_child																		4	1			[Hỗ Trợ] 																							
601	Võ Đang Kiếm Pháp	Kỹ năng môn phái	5		2		WudangSkill_01	UI/Atlas/SkillIcon/WD_Skill.prefab		601	1				enemy	0	1	5	16	601				normal_melee	1			0										250	wd_pg1																		5	1			[Cơ Bản]  Kiếm Pháp Cơ Bản Võ Đang. Tấn công địch phạm vi nhỏ					80001																		
602	Võ Đang Kiếm Pháp 2	Kỹ năng môn phái	5		2		WudangSkill_01	UI/Atlas/SkillIcon/WD_Skill.prefab		602	1				enemy	0	1	5	17	602				normal_melee	1			0										250	wd_pg2																		5	1	1		[Cơ Bản]  Kiếm Pháp Cơ Bản Võ Đang. Tấn công địch phạm vi nhỏ					80001																		
603	Võ Đang Kiếm Pháp 3	Kỹ năng môn phái	5		2		WudangSkill_01	UI/Atlas/SkillIcon/WD_Skill.prefab		603	1				enemy	0	1	5	18	603				normal_melee	1			0										250	wd_pg3																		5	1	1		[Cơ Bản]  Kiếm Pháp Cơ Bản Võ Đang. Tấn công địch phạm vi nhỏ					80002																		
604	Võ Đang Kiếm Pháp 4	Kỹ năng môn phái	5		2		WudangSkill_01	UI/Atlas/SkillIcon/WD_Skill.prefab		604	1				enemy	0	1	5	19	604				normal_melee	1			0										250	wd_pg4																		5	1	1		[Cơ Bản]  Kiếm Pháp Cơ Bản Võ Đang. Tấn công địch phạm vi nhỏ					80002																		
605	Nhân Kiếm Hợp Nhất. Kích hoạt Kiếm Phi Kinh Thiên bị động	Kỹ năng môn phái	3				Wudang_bd01	UI/Atlas/SkillIcon/WD_Skill.prefab							self	0		5	1									0											wd_rjhy_bd																		5	1																										
606	Nhân Kiếm Hợp Nhất. Kiếm Phi Kinh Thiên tấn công đường thẳng	Kỹ năng môn phái	5		2	0	Wudang_bd05	UI/Atlas/SkillIcon/WD_Skill.prefab		606	1				enemy	0	1	5	16	1				skill_trigger	1			0										1000	wd_rjhy_bd_child																		5	1																										
607	Nhân Kiếm Hợp Nhất. Kích hoạt Kiếm Phi Kinh Thiên đơn thể dùng	Kỹ năng môn phái	2		1		Wudang_bd05	UI/Atlas/SkillIcon/WD_Skill.prefab							enemy	0	1	5	16	1				logic	1			0							606		-1	1000	empty																		5	1																										
608	Nhân Kiếm Hợp Nhất. Chờ tái lập	Kỹ năng môn phái	2				WudangSkill_04	UI/Atlas/SkillIcon/WD_Skill.prefab							self	0	0	5	23	1				logic				0										1000	wd_rjhy_child2																		5	1																										
609	Vô Ngã Vô Kiếm	Kỹ năng môn phái	5		2		WudangSkill_02	UI/Atlas/SkillIcon/WD_Skill.prefab		609	1				enemy	0	1	5	24	609				skill_melee	1			0									-1	350	wd_wwwj																		5	1			[Cận Chiến]  Tấn công địch phạm vi nhỏ, sinh lực mục tiêu càng cao, sát thương gây ra càng cao. Thi triển nhiều lần liên tục							5608								1								
611	Nhân Kiếm Hợp Nhất	Kỹ năng môn phái	1	2			WudangSkill_03	UI/Atlas/SkillIcon/WD_Skill.prefab							enemy	0	0	5	22	611				skill_melee	1			0	608									750	wd_rjhy			8	Frame tối thiểu của động tác		Cự ly điểm mục tiêu	750	Độ dài bức phá										5	1			[Cận Chiến]  Xông lên tấn công địch dọc đường, tái lập chờ kỹ năng khác. Sau khi học, bị tấn công kỹ năng có tỉ lệ phản kích bằng [8dccf7]<Kiếm Phi Kinh Thiên>[-], gây sát thương địch dọc đường					80002		5606	0|1|82	-7|83|100		250		1		1								
612	Nhân Kiếm Hợp Nhất-Sát Thương Đường Thẳng	Kỹ năng môn phái	5		2		WudangSkill_03	UI/Atlas/SkillIcon/WD_Skill.prefab		612	1				enemy	0	1	5	22	1				skill_melee	1			0										750	wd_rjhy_child																		5	1																										
613	Tọa Vọng Vô Ngã	Kỹ năng môn phái	2				WudangSkill_04	UI/Atlas/SkillIcon/WD_Skill.prefab							self	600		5	23	613			613	logic,buff_melee		1		0										0	wd_zwww																		5	1			[Đặc Trợ] Trong thời gian nhất định nhận hộ thuẫn đỡ sát thương, giảm tỉ lệ bị Bùa Chú				1			5607								1								
614	Mê Tung Huyễn Ảnh	Kỹ năng môn phái	3				Wudang_bd01	UI/Atlas/SkillIcon/WD_Skill.prefab							self	0		5	1									0											wd_mzhy																		5	1			[Hỗ Trợ] Nội công cơ bản Võ Đang, tăng sức chiến đấu cơ bản																							
615	Thiên Địa Vô Cực	Kỹ năng môn phái	5		2		WudangSkill_05	UI/Atlas/SkillIcon/WD_Skill.prefab		615	1				enemy	0	1	5	21	615				skill_melee	1			0										250	wd_tdwj																		5	1			[Cận Chiến] Tấn công địch 2 lần ở phạm vi lớn xung quanh, gây sát thương và choáng					80001		5609								1								
616	Thiên Địa Vô Cực-Sát Thương Đòn 2	Kỹ năng môn phái	5		2		WudangSkill_05	UI/Atlas/SkillIcon/WD_Skill.prefab		616	1				enemy	0	1	5	21	1				skill_melee	1			0										250	wd_tdwj																		5	1								80001										1								
617	Thái Nhất Chân Khí	Kỹ năng môn phái	3				Wudang_bd02	UI/Atlas/SkillIcon/WD_Skill.prefab							self	0		5	1									0											wd_tyzq																		5	1			[Hỗ Trợ] Miễn dịch vĩnh viễn Đóng Băng, tăng khả năng tấn công hút sinh lực, bị tấn công sẽ giải trừ và miễn dịch thuộc tính phải chịu, duy trì thời gian nhất định																							
618	Thái Nhất Chân Khí_Phụ-Miễn dịch khống chế	Kỹ năng môn phái	2				Wudang_bd02	UI/Atlas/SkillIcon/WD_Skill.prefab							self	0		5	16	1			618	buff_attack				0										1000	wd_tyzq_child																		5	1																										
619	Kiếm Pháp-Cao	Kỹ năng môn phái	3				Wudang_bd03	UI/Atlas/SkillIcon/WD_Skill.prefab							self	0		5	1									0											wd_gjjf																		5	1			[Hỗ Trợ] Tăng uy lực [Võ Đang Kiếm Pháp]																							
620	Kiếm pháp Cao_Phụ	Kỹ năng môn phái	5		1		Wudang_bd03	UI/Atlas/SkillIcon/WD_Skill.prefab		601	1				enemy	0		5	16	601				show				0										800	wd_gjjf_child																		5	1																		1								
621	Vô Ngã Vô Kiếm-Sơ	Bí Kíp Phái-Sơ	3				Wd_mj01	UI/Atlas/SkillIcon/WD_Skill.prefab							self	0		5	1									0											wd_book1																	2	5	1			Hiệu quả: Bản thân vĩnh viễn tăng sát thương bạo kích																							
624	Tọa Vọng Vô Ngã-Sơ	Bí Kíp Phái-Sơ	3				Wudang_bd05	UI/Atlas/SkillIcon/WD_Skill.prefab							self	0		5	1									0											wd_book3																	2	5	1			Hiệu quả: Thời gian [8dccf7]<Tọa Vọng Vô Ngã>[-] liên tục tạo mới buff tăng ích, tăng uy lực [8dccf7]<Kiếm Phi Kinh Thiên >[-]																							
625	Tọa Vọng Vô Ngã-Sơ_Phụ-Tăng sát thương kiếm bay	Bí Kíp Phái-Sơ	2		2		Wudang_bd05	UI/Atlas/SkillIcon/WD_Skill.prefab		625					self	0	0	5	16	1			625	buff_attack	1			0										1000	wd_book3_child1																		5	1																										
626	Thiên Địa Vô Cực-Sơ	Bí Kíp Phái-Sơ	3				Wd_mj02	UI/Atlas/SkillIcon/WD_Skill.prefab							self	0		5	1									0											wd_book2																	2	5	1			Hiệu quả: Đòn 2 của [8dccf7]<Thiên Địa Vô Cực>[-] khi trúng địch sẽ gây thêm 1 lần sát thương phạm vi																							
627	Thiên Địa Vô Cực-Sơ_Sát thương phạm vi bản thân	Bí Kíp Phái-Sơ	5		2		WudangSkill_05	UI/Atlas/SkillIcon/WD_Skill.prefab		627	1				enemy	0	1	5	21	615				skill_melee	1			0										1000	wd_book2_child1																		5	1								80001		5609								1								
630	Huyền Thiên Tâm Pháp	Kỹ năng môn phái	3				Wudang_bd07	UI/Atlas/SkillIcon/WD_Skill.prefab							self	0		5	1									0											wd_xtxf																		5	1			[Hỗ Trợ] Khi bị sát thương khiến sinh lực giảm xuống dưới 50%, có tỉ lệ nhất định nhận hiệu quả [8dccf7]<Tọa Vọng Vô Ngã>[-] theo cấp đã học																							
631	Vạn Kiếm Phong Thiên Quyết	Kỹ Năng Nộ Phái	5		2		Wudang_nq01	UI/Atlas/SkillIcon/WD_Skill.prefab		631	4	3	1	11	enemy	0		5	25	631				logic				0	634	632	5							1000	empty			3												3	1000		5	1			[Nộ Khí] Gây sát thương lớn cho kẻ địch toàn màn hình																							
632	Vạn Kiếm Phong Thiên Quyết_Phụ 1-Biểu hiện	Kỹ năng Nộ Khí	5		0		Wudang_nq01	UI/Atlas/SkillIcon/WD_Skill.prefab		632	2	3	1	7	enemy	0		5	16	1				show				0								633		1000	empty																		5	1																										
633	Vạn Kiếm Phong Thiên Quyết_Lạc Kiếm-Biểu hiện	Kỹ năng Nộ Khí	5		0		Wudang_nq01	UI/Atlas/SkillIcon/WD_Skill.prefab		633	1				enemy	0		5	16	1				show				0	635									1000	empty																		5	1																										
634	Vạn Kiếm Phong Thiên Quyết_Sát thương	Kỹ Năng Nộ Phái	5		0		Wudang_nq01	UI/Atlas/SkillIcon/WD_Skill.prefab	25	634	1				enemy	0		5	16	1				skill_melee	1			0										1000	wd_wjftj																		5	1																										
635	Vạn Kiếm Phong Thiên Quyết_Địa Liệt-Biểu hiện	Kỹ năng Nộ Khí	5		0		Wudang_nq01	UI/Atlas/SkillIcon/WD_Skill.prefab	6	635	1				enemy	0		5	16	1				show				0										1000	empty																		5	1																										
636	Vạn Kiếm Phong Thiên Quyết_Phụ 4 (Miễn dịch)	Kỹ năng Nộ Khí	2				Wudang_nq01	UI/Atlas/SkillIcon/WD_Skill.prefab							self	0		5	16	1				logic				0										1000	wd_wjftj_child																		5	1							1											1								
644	Thái Cực Vô Ý	Kỹ năng môn phái	3				Wudang_bd06	UI/Atlas/SkillIcon/WD_Skill.prefab							self	0		5	1									0											wd_tjwy																		5	1			[Hỗ Trợ] Tâm pháp trấn phái Võ Đang, tăng toàn diện sức chiến đấu																							
645	Chân Võ Thất Tiệt	Kỹ năng môn phái	4				Wudang_bd04	UI/Atlas/SkillIcon/WD_Skill.prefab		645	1				self	0		5	1	1			645	aura				45	646										wd_zwqj																		5	1		1	[Hỗ Trợ] Bản thân và đồng đội trong phạm vi tăng tấn công																							
646	Chân Võ Thất Tiệt_Đồng đội	Kỹ năng môn phái	4				Wudang_bd04	UI/Atlas/SkillIcon/WD_Skill.prefab		646	1				teamnoself	0		5	1	1			646	aura_ex				45											wd_zwqj_team																		5	1		1																								
647	Nhân Kiếm Hợp Nhất-Sơ	Bí Kíp Phái-Sơ	3				Wd_mj03	UI/Atlas/SkillIcon/WD_Skill.prefab							self	0		5	1									0											wd_book4																	2	5	1			Hiệu quả: [8dccf7]<Kiếm Phi Kinh Thiên >[-] sau khi xuyên thấu gây thêm sát thương																							
648	Nhân Kiếm Hợp Nhất-Trung	Bí Kíp Phái-Trung	3				Wd_mj03	UI/Atlas/SkillIcon/WD_Skill.prefab							self	0		5	1									0											wd_book4																	2	5	1			Hiệu quả: [8dccf7]<Kiếm Phi Kinh Thiên >[-] sau khi xuyên thấu gây thêm sát thương. Sau khi thi triển [8dccf7]<Nhân Kiếm Hợp Nhất>[-] bản thân tăng tấn công và Tốc Đánh trong thời gian ngắn																							
649	Vô Ngã Vô Kiếm-Trung	Bí Kíp Phái-Trung	3				Wd_mj01	UI/Atlas/SkillIcon/WD_Skill.prefab							self	0		5	1									0											wd_book1																	2	5	1			Hiệu quả: Bản thân vĩnh viễn tăng sát thương bạo kích. Sau khi thi triển [8dccf7]<Vô Ngã Vô Kiếm>[-], [8dccf7]<Võ Đang Kiếm Pháp>[-] lần kế sẽ kích hoạt [8dccf7]<Kiếm Phi Kinh Thiên >[-]																							
650	Vô Ngã Vô Kiếm-Trung_Đòn kế kích hoạt Phản Kích	Bí Kíp Phái-Sơ	2		0		Wd_mj02	UI/Atlas/SkillIcon/WD_Skill.prefab							self	0		5	16	1			650	buff_attack				0										1000	wd_book1_child2																		5	1																										
651	Vô Ngã Vô Kiếm-Trung_Xóa buff và kích hoạt Phản Kích	Bí Kíp Phái-Sơ	2		0		Wd_mj02	UI/Atlas/SkillIcon/WD_Skill.prefab							self	0		5	16	1				logic				0	606								-2	1000	wd_book1_child2c																		5	1																										
652	Tọa Vọng Vô Ngã-Trung	Bí Kíp Phái-Trung	3				Wudang_bd05	UI/Atlas/SkillIcon/WD_Skill.prefab							self	0		5	1									0											wd_book3																	2	5	1			Hiệu quả: Thời gian [8dccf7]<Tọa Vọng Vô Ngã>[-] liên tục tạo mới buff tăng ích, tăng uy lực [8dccf7]<Kiếm Phi Kinh Thiên >[-]. Tăng lượng hút hộ thuẫn của [8dccf7]<Tọa Vọng Vô Ngã>[-]																							
654	Thiên Địa Vô Cực-Trung	Bí Kíp Phái-Trung	3				Wd_mj02	UI/Atlas/SkillIcon/WD_Skill.prefab							self	0		5	1									0											wd_book2																	2	5	1			Hiệu quả: Đòn 2 của [8dccf7]<Thiên Địa Vô Cực>[-] khi trúng địch sẽ gây thêm 1 lần sát thương phạm vi, sau khi thi triển bản thân tăng Bỏ Qua Kháng và hút sinh lực																							
655	Thiên Địa Vô Cực-Trung_Tăng miễn sát thương	Bí Kíp Phái-Trung	2		0		Wd_mj02	UI/Atlas/SkillIcon/WD_Skill.prefab							self	0		5	16	1			655	buff_attack				0										1000	wd_book2_child2																		5	1																										
656	Nhân Kiếm Hợp Nhất-Cao	Bí Kíp Phái-Cao	3				Wd_mj03	UI/Atlas/SkillIcon/WD_Skill.prefab							self	0		5	1									0											wd_book4																	2	5	1			Hiệu quả: [8dccf7]<Kiếm Phi Kinh Thiên >[-] sau khi xuyên thấu gây thêm sát thương. Sau khi thi triển [8dccf7]<Nhân Kiếm Hợp Nhất>[-] bản thân tăng tấn công và Tốc Đánh trong thời gian ngắn. Bản thân tăng vĩnh viễn sát thương kỹ năng tấn công trực tiếp																							
657	Nhân Kiếm Hợp Nhất-Trung_Tăng bạo kích cơ bản và hút sinh lực	Bí Kíp Phái-Trung	2		0		Wd_mj02	UI/Atlas/SkillIcon/WD_Skill.prefab							self	0		5	16	1			657	buff_attack				0										1000	wd_book4_child2																		5	1																										
658	Vô Ngã Vô Kiếm-Cao	Bí Kíp Phái-Cao	3				Wd_mj01	UI/Atlas/SkillIcon/WD_Skill.prefab							self	0		5	1									0											wd_book1																	2	5	1			Hiệu quả: Bản thân vĩnh viễn tăng sát thương bạo kích. Sau khi thi triển [8dccf7]<Vô Ngã Vô Kiếm>[-], [8dccf7]<Võ Đang Kiếm Pháp>[-] lần kế sẽ kích hoạt [8dccf7]<Kiếm Phi Kinh Thiên >[-]. Rút ngắn giãn cách thi triển [8dccf7]<Vô Ngã Vô Kiếm>[-]																							
661	Tọa Vọng Vô Ngã-Cao	Bí Kíp Phái-Cao	3				Wudang_bd05	UI/Atlas/SkillIcon/WD_Skill.prefab							self	0		5	1									0											wd_book3																	2	5	1			Hiệu quả: Thời gian [8dccf7]<Tọa Vọng Vô Ngã>[-] liên tục tạo mới buff tăng ích, tăng uy lực [8dccf7]<Kiếm Phi Kinh Thiên >[-]. Tăng lượng hút hộ thuẫn của [8dccf7]<Tọa Vọng Vô Ngã>[-]. Sau khi thi triển [8dccf7]<Kiếm Phi Kinh Thiên >[-] bản thân giảm sát thương phải chịu trong thời gian ngắn																							
662	Tọa Vọng Vô Ngã-Sơ_Phụ-Xóa Bùa Chú và tăng miễn thương	Bí Kíp Phái-Sơ	2		2		Wudang_bd05	UI/Atlas/SkillIcon/WD_Skill.prefab		625					self	0	0	5	16	1			662	buff_attack	1			0										1000	wd_book3_child3																		5	1																										
663	Thiên Địa Vô Cực-Cao	Bí Kíp Phái-Cao	3				Wd_mj02	UI/Atlas/SkillIcon/WD_Skill.prefab							self	0		5	1									0											wd_book2																	2	5	1			Hiệu quả: Tăng hiệu quả bạo kích và định thân của [8dccf7]<Thiên Địa Vô Cực>[-], đòn 2 khi trúng địch sẽ gây thêm 1 lần sát thương phạm vi, sau khi thi triển bản thân tăng Bỏ Qua Kháng và hút sinh lực																							
665	Thất Tinh Quyết	Kỹ năng môn phái	3				Wudang_bd08	UI/Atlas/SkillIcon/WD_Skill.prefab							self	0		5	1									0											wd_90_qxj																		5	1			[Hỗ Trợ] Mượn lực trợ lực, sau khi thi triển kỹ năng, giảm tỉ lệ bạo kích và di chuyển của địch gần trong thời gian ngắn, tăng tỉ lệ bạo kích và di chuyển của bản thân																							
666	Thất Tinh Quyết-Bùa Chú phạm vi bản thân	Bí Kíp Phái-Sơ	4		2		WudangSkill_05	UI/Atlas/SkillIcon/WD_Skill.prefab		666	1				enemy	0	1	5	21	615			666	curse	1			0	667									1000	wd_90_qxj_child1																		5	1								80001		5609								1								
667	Thất Tinh Quyết-Buff bản thân	Bí Kíp Phái-Sơ	2		0		Wd_mj02	UI/Atlas/SkillIcon/WD_Skill.prefab							self	0		5	16	1			667	buff_attack				0										1000	wd_90_qxj_child2																		5	1																										
701	Thiên Nhẫn Thích Sát Thuật	Kỹ năng môn phái	5		2		TianrenSkill_01	UI/Atlas/SkillIcon/TR_Skill.prefab		701	1				enemy	0	1	4	16	701				normal_melee	1			0										250	tr_pg1																		6	1			[Cơ Bản] Đao pháp cơ bản Thiên Nhẫn, tấn công mục tiêu phạm vi nhỏ phía trước																							
702	Thiên Nhẫn Thích Sát Thuật 2	Kỹ năng môn phái	5		2		TianrenSkill_01	UI/Atlas/SkillIcon/TR_Skill.prefab		702	1				enemy	0	1	4	17	702				normal_melee	1			0										250	tr_pg2																		6	1	1		[Cơ Bản] Đao pháp cơ bản Thiên Nhẫn, tấn công mục tiêu phạm vi nhỏ phía trước																							
703	Thiên Nhẫn Thích Sát Thuật 3	Kỹ năng môn phái	5		2		TianrenSkill_01	UI/Atlas/SkillIcon/TR_Skill.prefab		703	1				enemy	0	1	4	18	703				normal_melee	1			0										250	tr_pg3																		6	1	1		[Cơ Bản] Đao pháp cơ bản Thiên Nhẫn, tấn công mục tiêu phạm vi nhỏ phía trước					80001																		
704	Thiên Nhẫn Thích Sát Thuật 4	Kỹ năng môn phái	5		2		TianrenSkill_01	UI/Atlas/SkillIcon/TR_Skill.prefab		704	1				enemy	0	1	4	19	704				normal_melee	1			0										250	tr_pg4																		6	1	1		[Cơ Bản] Đao pháp cơ bản Thiên Nhẫn, tấn công mục tiêu phạm vi nhỏ phía trước					80001																		
705	Ma Diệm Tại Thiên	Kỹ năng môn phái-doHitskill	5		2		TianrenSkill_02	UI/Atlas/SkillIcon/TR_Skill.prefab		705	1				enemy	375	0	4	21	705				skill_melee	1			0	706					707			-1	600	tr_myzt																		6	1			[Cận Chiến] Mỗi nửa giây phóng Hỏa Cầu tấn công 1 kẻ địch ở gần, gây sát thương và giảm di chuyển, tổng cộng 6 lần. Sử dụng kỹ năng này không bị phá ẩn thân				1			5707								1								
706	Ma Diệm Tại Thiên_Phụ 1	Kỹ năng môn phái	2				TianrenSkill_02	UI/Atlas/SkillIcon/TR_Skill.prefab							self	0		4	21	1			706	logic	1			225										1000	empty																		6	1							1											1								
707	Ma Diệm Tại Thiên_Phụ 2	Kỹ năng môn phái	5		2		TianrenSkill_02	UI/Atlas/SkillIcon/TR_Skill.prefab		707	1				enemy	0	1	4	21	707			707	skill_melee	1			0										600	tr_myzt_child2																		6	1																		1								
708	Tử Vong Hồi Toàn	Kỹ năng môn phái	5		2		TianrenSkill_03	UI/Atlas/SkillIcon/TR_Skill.prefab		708	1				enemy	300	1	4	22	708				skill_melee	1			0	709									700	tr_swhx																		6	1			[Cận Chiến] Song thích xoay chuyển tấn công mục tiêu							5706								1								
709	Tử Vong Hồi Toàn_Phụ_Biểu hiện	Kỹ năng môn phái	5		2		TianrenSkill_03	UI/Atlas/SkillIcon/TR_Skill.prefab		709	1				enemy	0		4	22	1				show	1			0										700	empty																		6	1																		1								
711	Huyết Nguyệt Chi Ảnh	Kỹ năng môn phái	2		2		TianrenSkill_04	UI/Atlas/SkillIcon/TR_Skill.prefab							self	525		4	23	711			711	logic,buff_melee	1			0										1000	tr_xyzy																		6	1			[Khí Kình] Ẩn thân một thời gian, dùng kỹ năng sẽ hiện thân. Khi ẩn thân và một thời gian ngắn sau khi hiện hình sẽ tăng mạnh tốc đánh và tấn công. Thời gian ngắn sau hiện hình, tăng mạnh sát thương liên chiêu đánh thường							5709								1								
712	Huyết Nguyệt Chi Ảnh_Phá ẩn thân tăng BUFF	Kỹ năng môn phái	2		2		TianrenSkill_04	UI/Atlas/SkillIcon/TR_Skill.prefab							self	0		4	16	713			712	buff_ex	1			0										1000	tr_xyzy_child2																		6	1																		1								
713	Huyết Nguyệt Chi Ảnh_Đánh thường thoát ẩn thân tăng Buff	Kỹ năng môn phái	2		2		TianrenSkill_04	UI/Atlas/SkillIcon/TR_Skill.prefab							self	0		4	16	713			713	logic	1			0	712									1000	tr_xyzy_child1																		6	1																		1								
714	Huyết Nguyệt Chi Ảnh_Đánh Thường 1	Kỹ năng môn phái	5		2		TianrenSkill_01	UI/Atlas/SkillIcon/TR_Skill.prefab		714	1				enemy	0	1	4	16	714				normal_melee	1			0										250	tr_xyzy_gongji1																		6	1			[Cơ Bản] Tấn công mục tiêu phạm vi nhỏ phía trước																							
715	Huyết Nguyệt Chi Ảnh_Đánh Thường 2	Kỹ năng môn phái	5		2		TianrenSkill_01	UI/Atlas/SkillIcon/TR_Skill.prefab		715	1				enemy	0	1	4	17	715				normal_melee	1			0										250	tr_xyzy_gongji2																		6	1	1		[Cơ Bản] Tấn công mục tiêu phạm vi nhỏ phía trước																							
716	Huyết Nguyệt Chi Ảnh_Đánh Thường 3	Kỹ năng môn phái	5		2		TianrenSkill_01	UI/Atlas/SkillIcon/TR_Skill.prefab		716	1				enemy	0	1	4	18	716				normal_melee	1			0										250	tr_xyzy_gongji3																		6	1	1		[Cơ Bản] Tấn công mục tiêu phạm vi nhỏ phía trước					80001																		
717	Huyết Nguyệt Chi Ảnh_Đánh Thường 4	Kỹ năng môn phái	5		2		TianrenSkill_01	UI/Atlas/SkillIcon/TR_Skill.prefab		717	1				enemy	0	1	4	19	717				normal_melee	1			0										250	tr_xyzy_gongji4																		6	1	1		[Cơ Bản] Tấn công mục tiêu phạm vi nhỏ phía trước					80001																		
