InteractID	Type	MainShape	MainParam	PassivityShape	PassivityParam	Desc	Name	Icon	IconAtlas	SendChat	RefuseChat	AcceptChat	MsgBoxConent
4	CommonAct	M2	Act|33;ActEvent|10006;Len|53;X|-12	M1	Act|53;ActEvent|10007	Ôm	Ôm	Action1	UI/Atlas/NewAtlas/ActionEmotions/ActionEmotions.prefab		「$P」nhìn xung quanh, sau đó mỉm cười, huơ tay từ chối yêu cầu của「$M」.	「$P」ngã vào lòng「$M」, hai người cùng trải qua khoảng thời gian tĩnh lặng.	「$M」giang tay và cười ấm áp, như thể nói với ngươi hãy sà vào vòng tay đó.
4	CommonAct	M2	Act|53;ActEvent|10007;Len|18;X|5	M2	Act|55;ActEvent|10011	Ôm	Ôm	Action1	UI/Atlas/NewAtlas/ActionEmotions/ActionEmotions.prefab		「$P」nhìn xung quanh, sau đó mỉm cười, huơ tay từ chối yêu cầu của「$M」.	「$P」ngã vào lòng「$M」, hai người cùng trải qua khoảng thời gian tĩnh lặng.	「$M」giang tay và cười ấm áp, như thể nói với ngươi hãy sà vào vòng tay đó.
4	CommonAct	M2	Act|73;ActEvent|10008;Len|48	F1	Act|53;ActEvent|10007	Ôm	Ôm	Action1	UI/Atlas/NewAtlas/ActionEmotions/ActionEmotions.prefab		「$P」nhìn xung quanh, sau đó mỉm cười, huơ tay từ chối yêu cầu của「$M」.	「$P」ngã vào lòng「$M」, hai người cùng trải qua khoảng thời gian tĩnh lặng.	「$M」giang tay và cười ấm áp, như thể nói với ngươi hãy sà vào vòng tay đó.
4	CommonAct	M2	Act|93;ActEvent|10009;Len|47;X|7	F2	Act|53;ActEvent|10007	Ôm	Ôm	Action1	UI/Atlas/NewAtlas/ActionEmotions/ActionEmotions.prefab		「$P」nhìn xung quanh, sau đó mỉm cười, huơ tay từ chối yêu cầu của「$M」.	「$P」ngã vào lòng「$M」, hai người cùng trải qua khoảng thời gian tĩnh lặng.	「$M」giang tay và cười ấm áp, như thể nói với ngươi hãy sà vào vòng tay đó.
4	CommonAct	F1	Act|33;ActEvent|10006;Len|50;X|5	M1	Act|73;ActEvent|10008	Ôm	Ôm	Action1	UI/Atlas/NewAtlas/ActionEmotions/ActionEmotions.prefab		「$P」nhìn xung quanh, sau đó mỉm cười, huơ tay từ chối yêu cầu của「$M」.	「$P」ngã vào lòng「$M」, hai người cùng trải qua khoảng thời gian tĩnh lặng.	「$M」giang tay và cười ấm áp, như thể nói với ngươi hãy sà vào vòng tay đó.
4	CommonAct	F1	Act|53;ActEvent|10007;Len|48;X|-1	M2	Act|73;ActEvent|10008	Ôm	Ôm	Action1	UI/Atlas/NewAtlas/ActionEmotions/ActionEmotions.prefab		「$P」nhìn xung quanh, sau đó mỉm cười, huơ tay từ chối yêu cầu của「$M」.	「$P」ngã vào lòng「$M」, hai người cùng trải qua khoảng thời gian tĩnh lặng.	「$M」giang tay và cười ấm áp, như thể nói với ngươi hãy sà vào vòng tay đó.
4	CommonAct	F1	Act|73;ActEvent|10008;Len|30	F1	Act|75;ActEvent|10012	Ôm	Ôm	Action1	UI/Atlas/NewAtlas/ActionEmotions/ActionEmotions.prefab		「$P」nhìn xung quanh, sau đó mỉm cười, huơ tay từ chối yêu cầu của「$M」.	「$P」ngã vào lòng「$M」, hai người cùng trải qua khoảng thời gian tĩnh lặng.	「$M」giang tay và cười ấm áp, như thể nói với ngươi hãy sà vào vòng tay đó.
4	CommonAct	F1	Act|93;ActEvent|10009;Len|62;X|10	F2	Act|73;ActEvent|10008	Ôm	Ôm	Action1	UI/Atlas/NewAtlas/ActionEmotions/ActionEmotions.prefab		「$P」nhìn xung quanh, sau đó mỉm cười, huơ tay từ chối yêu cầu của「$M」.	「$P」ngã vào lòng「$M」, hai người cùng trải qua khoảng thời gian tĩnh lặng.	「$M」giang tay và cười ấm áp, như thể nói với ngươi hãy sà vào vòng tay đó.
4	CommonAct	F2	Act|33;ActEvent|10006;Len|33;X|15	M1	Act|93;ActEvent|10009	Ôm	Ôm	Action1	UI/Atlas/NewAtlas/ActionEmotions/ActionEmotions.prefab		「$P」nhìn xung quanh, sau đó mỉm cười, huơ tay từ chối yêu cầu của「$M」.	「$P」ngã vào lòng「$M」, hai người cùng trải qua khoảng thời gian tĩnh lặng.	「$M」giang tay và cười ấm áp, như thể nói với ngươi hãy sà vào vòng tay đó.
4	CommonAct	F2	Act|53;ActEvent|10007;Len|47;X|7	M2	Act|93;ActEvent|10009	Ôm	Ôm	Action1	UI/Atlas/NewAtlas/ActionEmotions/ActionEmotions.prefab		「$P」nhìn xung quanh, sau đó mỉm cười, huơ tay từ chối yêu cầu của「$M」.	「$P」ngã vào lòng「$M」, hai người cùng trải qua khoảng thời gian tĩnh lặng.	「$M」giang tay và cười ấm áp, như thể nói với ngươi hãy sà vào vòng tay đó.
4	CommonAct	F2	Act|73;ActEvent|10008;Len|62;X|10	F1	Act|93;ActEvent|10009	Ôm	Ôm	Action1	UI/Atlas/NewAtlas/ActionEmotions/ActionEmotions.prefab		「$P」nhìn xung quanh, sau đó mỉm cười, huơ tay từ chối yêu cầu của「$M」.	「$P」ngã vào lòng「$M」, hai người cùng trải qua khoảng thời gian tĩnh lặng.	「$M」giang tay và cười ấm áp, như thể nói với ngươi hãy sà vào vòng tay đó.
4	CommonAct	F2	Act|93;ActEvent|10009;Len|25;X|-5	F2	Act|95;ActEvent|10013	Ôm	Ôm	Action1	UI/Atlas/NewAtlas/ActionEmotions/ActionEmotions.prefab		「$P」nhìn xung quanh, sau đó mỉm cười, huơ tay từ chối yêu cầu của「$M」.	「$P」ngã vào lòng「$M」, hai người cùng trải qua khoảng thời gian tĩnh lặng.	「$M」giang tay và cười ấm áp, như thể nói với ngươi hãy sà vào vòng tay đó.
