TemplateId	Name	Kind	ShowType	ItemType	BigIcon	CDType	ClassName	DetailType	Icon	Intro	ItemValue	Level	ObjID	Price	Quality	RequireLevel	Sellable	Stack	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10
10341	Mảnh Nhẫn Kế Thừa Bậc 16	T16_Ring_Q3_piece		34	4926		EquipMeterial	99	4926	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Nhẫn[FFFE0D]【Kế Thừa】Bậc 16[-]	2120000	13	1	2120000	4	1		999										
10342	Mảnh Nhẫn Kế Thừa Bậc 17	T17_Ring_Q3_piece		34	4927		EquipMeterial	99	4927	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Nhẫn[FFFE0D]【Kế Thừa】Bậc 17[-]	2320000	14	1	2320000	4	1		999										
10343	Mảnh Nhẫn Kế Thừa Bậc 18	T18_Ring_Q3_piece		34	4928		EquipMeterial	99	4928	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Nhẫn[FFFE0D]【Kế Thừa】Bậc 18[-]	1923600	15	1	1920000	4	1		999										
10344	Mảnh Nhẫn Kế Thừa Bậc 19	T19_Ring_Q3_piece		34	4929		EquipMeterial	99	4929	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Nhẫn[FFFE0D]【Kế Thừa】Bậc 19[-]	1923600	16	1	1920000	4	1		999										
10345	Mảnh Nhẫn Kế Thừa Bậc 20	T20_Ring_Q3_piece		34	4930		EquipMeterial	99	4930	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Nhẫn[FFFE0D]【Kế Thừa】Bậc 20[-]	1923600	17	1	1920000	4	1		999										
2106	Mảnh Ngọc Bội Hiếm Bậc 4	T4_Pendant_Q2_piece		34	34		EquipMeterial	99	34	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Ngọc Bội[FFFE0D]【Hiếm】Bậc 4[-]	120000	1	1	120000	6	1		999										
2107	Mảnh Ngọc Bội Hiếm Bậc 5	T5_Pendant_Q2_piece		34	35		EquipMeterial	99	35	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Ngọc Bội[FFFE0D]【Hiếm】Bậc 5[-]	250000	2	1	250000	6	1		999										
2108	Mảnh Ngọc Bội Hiếm Bậc 6	T6_Pendant_Q2_piece		34	36		EquipMeterial	99	36	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Ngọc Bội[FFFE0D]【Hiếm】Bậc 6[-]	300000	3	1	300000	6	1		999										
2961	Mảnh Ngọc Bội Hiếm Bậc 7	T7_Pendant_Q2_piece		34	37		EquipMeterial	99	37	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Ngọc Bội[FFFE0D]【Hiếm】Bậc 7[-]	400000	4	1	400000	6	1		999										
2962	Mảnh Ngọc Bội Hiếm Bậc 8	T8_Pendant_Q2_piece		34	38		EquipMeterial	99	38	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Ngọc Bội[FFFE0D]【Hiếm】Bậc 8[-]	540000	5	1	600000	6	1		999										
2963	Mảnh Ngọc Bội Hiếm Bậc 9	T9_Pendant_Q2_piece		34	39		EquipMeterial	99	39	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Ngọc Bội[FFFE0D]【Hiếm】Bậc 9[-]	800000	6	1	800000	6	1		999										
3673	Mảnh Ngọc Bội Hiếm Bậc 10	T10_Pendant_Q2_piece		34	40		EquipMeterial	99	40	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Ngọc Bội[FFFE0D]【Hiếm】Bậc 10[-]	1000000	7	1	1000000	6	1		999										
5791	Mảnh Ngọc Bội Hiếm Bậc 11	T11_Pendant_Q2_piece		34	4931		EquipMeterial	99	4931	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Ngọc Bội[FFFE0D]【Hiếm】Bậc 11[-]	1250000	8	1	1250000	6	1		999										
5792	Mảnh Ngọc Bội Hiếm Bậc 12	T12_Pendant_Q2_piece		34	4932		EquipMeterial	99	4932	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Ngọc Bội[FFFE0D]【Hiếm】Bậc 12[-]	1368000	9	1	1368000	6	1		999										
5793	Mảnh Ngọc Bội Hiếm Bậc 13	T13_Pendant_Q2_piece		34	4933		EquipMeterial	99	4933	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Ngọc Bội[FFFE0D]【Hiếm】Bậc 13[-]	1424000	10	1	1424000	6	1		999										
5794	Mảnh Ngọc Bội Hiếm Bậc 14	T14_Pendant_Q2_piece		34	4934		EquipMeterial	99	4934	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Ngọc Bội[FFFE0D]【Hiếm】Bậc 14[-]	1566000	11	1	1566000	6	1		999										
5795	Mảnh Ngọc Bội Hiếm Bậc 15	T15_Pendant_Q2_piece		34	4935		EquipMeterial	99	4935	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Ngọc Bội[FFFE0D]【Hiếm】Bậc 15[-]	1725600	12	1	1726000	6	1		999										
10346	Mảnh Ngọc Bội Hiếm Bậc 16	T16_Pendant_Q2_piece		34	4936		EquipMeterial	99	4936	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Ngọc Bội[FFFE0D]【Hiếm】Bậc 16[-]	1900000	13	1	1900000	6	1		999										
10347	Mảnh Ngọc Bội Hiếm Bậc 17	T17_Pendant_Q2_piece		34	4937		EquipMeterial	99	4937	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Ngọc Bội[FFFE0D]【Hiếm】Bậc 17[-]	2090000	14	1	2090000	6	1		999										
10348	Mảnh Ngọc Bội Hiếm Bậc 18	T18_Pendant_Q2_piece		34	4938		EquipMeterial	99	4938	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Ngọc Bội[FFFE0D]【Hiếm】Bậc 18[-]	540000	15	1	600000	6	1		999										
10349	Mảnh Ngọc Bội Hiếm Bậc 19	T19_Pendant_Q2_piece		34	4939		EquipMeterial	99	4939	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Ngọc Bội[FFFE0D]【Hiếm】Bậc 19[-]	800000	16	1	800000	6	1		999										
10350	Mảnh Ngọc Bội Hiếm Bậc 20	T20_Pendant_Q2_piece		34	4940		EquipMeterial	99	4940	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Ngọc Bội[FFFE0D]【Hiếm】Bậc 20[-]	1000000	17	1	1000000	6	1		999										
2109	Mảnh Ngọc Bội Kế Thừa Bậc 4	T4_Pendant_Q3_piece		34	34		EquipMeterial	99	34	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Ngọc Bội[FFFE0D]【Kế Thừa】Bậc 4[-]	80000	1	1	80000	4	1		999										
2110	Mảnh Ngọc Bội Kế Thừa Bậc 5	T5_Pendant_Q3_piece		34	35		EquipMeterial	99	35	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Ngọc Bội[FFFE0D]【Kế Thừa】Bậc 5[-]	180000	2	1	180000	4	1		999										
2111	Mảnh Ngọc Bội Kế Thừa Bậc 6	T6_Pendant_Q3_piece		34	36		EquipMeterial	99	36	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Ngọc Bội[FFFE0D]【Kế Thừa】Bậc 6[-]	240000	3	1	240000	4	1		999										
2964	Mảnh Ngọc Bội Kế Thừa Bậc 7	T7_Pendant_Q3_piece		34	37		EquipMeterial	99	37	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Ngọc Bội[FFFE0D]【Kế Thừa】Bậc 7[-]	320000	4	1	320000	4	1		999										
2965	Mảnh Ngọc Bội Kế Thừa Bậc 8	T8_Pendant_Q3_piece		34	38		EquipMeterial	99	38	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Ngọc Bội[FFFE0D]【Kế Thừa】Bậc 8[-]	480000	5	1	480000	4	1		999										
2966	Mảnh Ngọc Bội Kế Thừa Bậc 9	T9_Pendant_Q3_piece		34	39		EquipMeterial	99	39	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Ngọc Bội[FFFE0D]【Kế Thừa】Bậc 9[-]	720000	6	1	720000	4	1		999										
3674	Mảnh Ngọc Bội Kế Thừa Bậc 10	T10_Pendant_Q3_piece		34	40		EquipMeterial	99	40	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Ngọc Bội[FFFE0D]【Kế Thừa】Bậc 10[-]	960000	7	1	960000	4	1		999										
5796	Mảnh Ngọc Bội Kế Thừa Bậc 11	T11_Pendant_Q3_piece		34	4931		EquipMeterial	99	4931	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Ngọc Bội[FFFE0D]【Kế Thừa】Bậc 11[-]	1280000	8	1	1280000	4	1		999										
5797	Mảnh Ngọc Bội Kế Thừa Bậc 12	T12_Pendant_Q3_piece		34	4932		EquipMeterial	99	4932	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Ngọc Bội[FFFE0D]【Kế Thừa】Bậc 12[-]	1440000	9	1	1536000	4	1		999										
5798	Mảnh Ngọc Bội Kế Thừa Bậc 13	T13_Pendant_Q3_piece		34	4933		EquipMeterial	99	4933	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Ngọc Bội[FFFE0D]【Kế Thừa】Bậc 13[-]	1584000	10	1	1584000	4	1		999										
5799	Mảnh Ngọc Bội Kế Thừa Bậc 14	T14_Pendant_Q3_piece		34	4934		EquipMeterial	99	4934	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Ngọc Bội[FFFE0D]【Kế Thừa】Bậc 14[-]	1740000	11	1	1740000	4	1		999										
5800	Mảnh Ngọc Bội Kế Thừa Bậc 15	T15_Pendant_Q3_piece		34	4935		EquipMeterial	99	4935	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Ngọc Bội[FFFE0D]【Kế Thừa】Bậc 15[-]	1923600	12	1	1920000	4	1		999										
10351	Mảnh Ngọc Bội Kế Thừa Bậc 16	T16_Pendant_Q3_piece		34	4936		EquipMeterial	99	4936	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Ngọc Bội[FFFE0D]【Kế Thừa】Bậc 16[-]	2120000	13	1	2120000	4	1		999										
10352	Mảnh Ngọc Bội Kế Thừa Bậc 17	T17_Pendant_Q3_piece		34	4937		EquipMeterial	99	4937	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Ngọc Bội[FFFE0D]【Kế Thừa】Bậc 17[-]	2320000	14	1	2320000	4	1		999										
10353	Mảnh Ngọc Bội Kế Thừa Bậc 18	T18_Pendant_Q3_piece		34	4938		EquipMeterial	99	4938	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Ngọc Bội[FFFE0D]【Kế Thừa】Bậc 18[-]	480000	15	1	480000	4	1		999										
10354	Mảnh Ngọc Bội Kế Thừa Bậc 19	T19_Pendant_Q3_piece		34	4939		EquipMeterial	99	4939	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Ngọc Bội[FFFE0D]【Kế Thừa】Bậc 19[-]	720000	16	1	720000	4	1		999										
10355	Mảnh Ngọc Bội Kế Thừa Bậc 20	T20_Pendant_Q3_piece		34	4940		EquipMeterial	99	4940	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Ngọc Bội[FFFE0D]【Kế Thừa】Bậc 20[-]	960000	17	1	960000	4	1		999										
2112	Mảnh Hộ Thân Phù Hiếm Bậc 4	T4_Amulet_Q2_piece		34	44		EquipMeterial	99	44	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Hộ Thân Phù[FFFE0D]【Hiếm】Bậc 4[-]	120000	1	1	120000	6	1		999										
2113	Mảnh Hộ Thân Phù Hiếm Bậc 5	T5_Amulet_Q2_piece		34	45		EquipMeterial	99	45	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Hộ Thân Phù[FFFE0D]【Hiếm】Bậc 5[-]	250000	2	1	250000	6	1		999										
2114	Mảnh Hộ Thân Phù Hiếm Bậc 6	T6_Amulet_Q2_piece		34	46		EquipMeterial	99	46	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Hộ Thân Phù[FFFE0D]【Hiếm】Bậc 6[-]	300000	3	1	300000	6	1		999										
2967	Mảnh Hộ Thân Phù Hiếm Bậc 7	T7_Amulet_Q2_piece		34	47		EquipMeterial	99	47	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Hộ Thân Phù[FFFE0D]【Hiếm】Bậc 7[-]	400000	4	1	400000	6	1		999										
2968	Mảnh Hộ Thân Phù Hiếm Bậc 8	T8_Amulet_Q2_piece		34	48		EquipMeterial	99	48	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Hộ Thân Phù[FFFE0D]【Hiếm】Bậc 8[-]	540000	5	1	600000	6	1		999										
2969	Mảnh Hộ Thân Phù Hiếm Bậc 9	T9_Amulet_Q2_piece		34	49		EquipMeterial	99	49	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Hộ Thân Phù[FFFE0D]【Hiếm】Bậc 9[-]	800000	6	1	800000	6	1		999										
3675	Mảnh Hộ Thân Phù Hiếm Bậc 10	T10_Amulet_Q2_piece		34	50		EquipMeterial	99	50	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Hộ Thân Phù[FFFE0D]【Hiếm】Bậc 10[-]	1000000	7	1	1000000	6	1		999										
5801	Mảnh Hộ Thân Phù Hiếm Bậc 11	T11_Amulet_Q2_piece		34	4941		EquipMeterial	99	4941	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Hộ Thân Phù[FFFE0D]【Hiếm】Bậc 11[-]	1250000	8	1	1250000	6	1		999										
5802	Mảnh Hộ Thân Phù Hiếm Bậc 12	T12_Amulet_Q2_piece		34	4942		EquipMeterial	99	4942	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Hộ Thân Phù[FFFE0D]【Hiếm】Bậc 12[-]	1368000	9	1	1368000	6	1		999										
5803	Mảnh Hộ Thân Phù Hiếm Bậc 13	T13_Amulet_Q2_piece		34	4943		EquipMeterial	99	4943	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Hộ Thân Phù[FFFE0D]【Hiếm】Bậc 13[-]	1424000	10	1	1424000	6	1		999										
5804	Mảnh Hộ Thân Phù Hiếm Bậc 14	T14_Amulet_Q2_piece		34	4944		EquipMeterial	99	4944	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Hộ Thân Phù[FFFE0D]【Hiếm】Bậc 14[-]	1566000	11	1	1566000	6	1		999										
5805	Mảnh Hộ Thân Phù Hiếm Bậc 15	T15_Amulet_Q2_piece		34	4945		EquipMeterial	99	4945	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Hộ Thân Phù[FFFE0D]【Hiếm】Bậc 15[-]	1725600	12	1	1726000	6	1		999										
10356	Mảnh Hộ Thân Phù Hiếm Bậc 16	T16_Amulet_Q2_piece		34	4946		EquipMeterial	99	4946	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Hộ Thân Phù[FFFE0D]【Hiếm】Bậc 16[-]	1900000	13	1	1900000	6	1		999										
10357	Mảnh Hộ Thân Phù Hiếm Bậc 17	T17_Amulet_Q2_piece		34	4947		EquipMeterial	99	4947	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Hộ Thân Phù[FFFE0D]【Hiếm】Bậc 17[-]	2090000	14	1	2090000	6	1		999										
10358	Mảnh Hộ Thân Phù Hiếm Bậc 18	T18_Amulet_Q2_piece		34	4948		EquipMeterial	99	4948	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Hộ Thân Phù[FFFE0D]【Hiếm】Bậc 18[-]	540000	15	1	600000	6	1		999										
10359	Mảnh Hộ Thân Phù Hiếm Bậc 19	T19_Amulet_Q2_piece		34	4949		EquipMeterial	99	4949	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Hộ Thân Phù[FFFE0D]【Hiếm】Bậc 19[-]	800000	16	1	800000	6	1		999										
10360	Mảnh Hộ Thân Phù Hiếm Bậc 20	T20_Amulet_Q2_piece		34	4950		EquipMeterial	99	4950	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Hộ Thân Phù[FFFE0D]【Hiếm】Bậc 20[-]	1000000	17	1	1000000	6	1		999										
2115	Mảnh Hộ Thân Phù Kế Thừa Bậc 4	T4_Amulet_Q3_piece		34	44		EquipMeterial	99	44	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Hộ Thân Phù[FFFE0D]【Kế Thừa】Bậc 4[-]	80000	1	1	80000	4	1		999										
2116	Mảnh Hộ Thân Phù Kế Thừa Bậc 5	T5_Amulet_Q3_piece		34	45		EquipMeterial	99	45	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Hộ Thân Phù[FFFE0D]【Kế Thừa】Bậc 5[-]	180000	2	1	180000	4	1		999										
2117	Mảnh Hộ Thân Phù Kế Thừa Bậc 6	T6_Amulet_Q3_piece		34	46		EquipMeterial	99	46	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Hộ Thân Phù[FFFE0D]【Kế Thừa】Bậc 6[-]	240000	3	1	240000	4	1		999										
2970	Mảnh Hộ Thân Phù Kế Thừa Bậc 7	T7_Amulet_Q3_piece		34	47		EquipMeterial	99	47	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Hộ Thân Phù[FFFE0D]【Kế Thừa】Bậc 7[-]	320000	4	1	320000	4	1		999										
2971	Mảnh Hộ Thân Phù Kế Thừa Bậc 8	T8_Amulet_Q3_piece		34	48		EquipMeterial	99	48	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Hộ Thân Phù[FFFE0D]【Kế Thừa】Bậc 8[-]	480000	5	1	480000	4	1		999										
2972	Mảnh Hộ Thân Phù Kế Thừa Bậc 9	T9_Amulet_Q3_piece		34	49		EquipMeterial	99	49	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Hộ Thân Phù[FFFE0D]【Kế Thừa】Bậc 9[-]	720000	6	1	720000	4	1		999										
3676	Mảnh Hộ Thân Phù Kế Thừa Bậc 10	T10_Amulet_Q3_piece		34	50		EquipMeterial	99	50	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Hộ Thân Phù[FFFE0D]【Kế Thừa】Bậc 10[-]	960000	7	1	960000	4	1		999										
5806	Mảnh Hộ Thân Phù Kế Thừa Bậc 11	T11_Amulet_Q3_piece		34	4941		EquipMeterial	99	4941	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Hộ Thân Phù[FFFE0D]【Kế Thừa】Bậc 11[-]	1280000	8	1	1280000	4	1		999										
5807	Mảnh Hộ Thân Phù Kế Thừa Bậc 12	T12_Amulet_Q3_piece		34	4942		EquipMeterial	99	4942	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Hộ Thân Phù[FFFE0D]【Kế Thừa】Bậc 12[-]	1440000	9	1	1536000	4	1		999										
5808	Mảnh Hộ Thân Phù Kế Thừa Bậc 13	T13_Amulet_Q3_piece		34	4943		EquipMeterial	99	4943	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Hộ Thân Phù[FFFE0D]【Kế Thừa】Bậc 13[-]	1584000	10	1	1584000	4	1		999										
5809	Mảnh Hộ Thân Phù Kế Thừa Bậc 14	T14_Amulet_Q3_piece		34	4944		EquipMeterial	99	4944	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Hộ Thân Phù[FFFE0D]【Kế Thừa】Bậc 14[-]	1740000	11	1	1740000	4	1		999										
5810	Mảnh Hộ Thân Phù Kế Thừa Bậc 15	T15_Amulet_Q3_piece		34	4945		EquipMeterial	99	4945	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Hộ Thân Phù[FFFE0D]【Kế Thừa】Bậc 15[-]	1923600	12	1	1920000	4	1		999										
10361	Mảnh Hộ Thân Phù Kế Thừa Bậc 16	T16_Amulet_Q3_piece		34	4946		EquipMeterial	99	4946	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Hộ Thân Phù[FFFE0D]【Kế Thừa】Bậc 16[-]	2120000	13	1	2120000	4	1		999										
10362	Mảnh Hộ Thân Phù Kế Thừa Bậc 17	T17_Amulet_Q3_piece		34	4947		EquipMeterial	99	4947	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Hộ Thân Phù[FFFE0D]【Kế Thừa】Bậc 17[-]	2320000	14	1	2320000	4	1		999										
10363	Mảnh Hộ Thân Phù Kế Thừa Bậc 18	T18_Amulet_Q3_piece		34	4948		EquipMeterial	99	4948	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Hộ Thân Phù[FFFE0D]【Kế Thừa】Bậc 18[-]	480000	15	1	480000	4	1		999										
10364	Mảnh Hộ Thân Phù Kế Thừa Bậc 19	T19_Amulet_Q3_piece		34	4949		EquipMeterial	99	4949	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Hộ Thân Phù[FFFE0D]【Kế Thừa】Bậc 19[-]	720000	16	1	720000	4	1		999										
10365	Mảnh Hộ Thân Phù Kế Thừa Bậc 20	T20_Amulet_Q3_piece		34	4950		EquipMeterial	99	4950	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Hộ Thân Phù[FFFE0D]【Kế Thừa】Bậc 20[-]	960000	17	1	960000	4	1		999										
2118	Mảnh Nón Hiếm Bậc 4	T4_Helm_Q2_piece	5704	34	10204		EquipMeterial	99	10204	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Nón[FFFE0D]【Hiếm】Bậc 4[-]	60000	1	1	60000	6	1		999										
2119	Mảnh Nón Hiếm Bậc 5	T5_Helm_Q2_piece	5705	34	10205		EquipMeterial	99	10205	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Nón[FFFE0D]【Hiếm】Bậc 5[-]	125000	2	1	125000	6	1		999										
2120	Mảnh Nón Hiếm Bậc 6	T6_Helm_Q2_piece	5706	34	10206		EquipMeterial	99	10206	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Nón[FFFE0D]【Hiếm】Bậc 6[-]	150000	3	1	150000	6	1		999										
2973	Mảnh Nón Hiếm Bậc 7	T7_Helm_Q2_piece	5707	34	10207		EquipMeterial	99	10207	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Nón[FFFE0D]【Hiếm】Bậc 7[-]	200000	4	1	200000	6	1		999										
2974	Mảnh Nón Hiếm Bậc 8	T8_Helm_Q2_piece	5708	34	10208		EquipMeterial	99	10208	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Nón[FFFE0D]【Hiếm】Bậc 8[-]	270000	5	1	270000	6	1		999										
2975	Mảnh Nón Hiếm Bậc 9	T9_Helm_Q2_piece	5709	34	10209		EquipMeterial	99	10209	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Nón[FFFE0D]【Hiếm】Bậc 9[-]	400000	6	1	400000	6	1		999										
3677	Mảnh Nón Hiếm Bậc 10	T10_Helm_Q2_piece	5710	34	10210		EquipMeterial	99	10210	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Nón[FFFE0D]【Hiếm】Bậc 10[-]	500000	7	1	500000	6	1		999										
5811	Mảnh Nón Hiếm Bậc 11	T11_Helm_Q2_piece	5711	34			EquipMeterial	99		Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Nón[FFFE0D]【Hiếm】Bậc 11[-]	625000	8	1	625000	6	1		999										
5812	Mảnh Nón Hiếm Bậc 12	T12_Helm_Q2_piece	5712	34			EquipMeterial	99		Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Nón[FFFE0D]【Hiếm】Bậc 12[-]	684000	9	1	684000	6	1		999										
5813	Mảnh Nón Hiếm Bậc 13	T13_Helm_Q2_piece	5713	34			EquipMeterial	99		Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Nón[FFFE0D]【Hiếm】Bậc 13[-]	712000	10	1	712000	6	1		999										
5814	Mảnh Nón Hiếm Bậc 14	T14_Helm_Q2_piece	5714	34			EquipMeterial	99		Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Nón[FFFE0D]【Hiếm】Bậc 14[-]	783000	11	1	783000	6	1		999										
5815	Mảnh Nón Hiếm Bậc 15	T15_Helm_Q2_piece	5715	34			EquipMeterial	99		Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Nón[FFFE0D]【Hiếm】Bậc 15[-]	862800	12	1	863000	6	1		999										
10366	Mảnh Nón Hiếm Bậc 16	T16_Helm_Q2_piece	5716	34			EquipMeterial	99	10206	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Nón[FFFE0D]【Hiếm】Bậc 16[-]	950000	13	1	950000	6	1		999										
10367	Mảnh Nón Hiếm Bậc 17	T17_Helm_Q2_piece	5717	34			EquipMeterial	99	10207	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Nón[FFFE0D]【Hiếm】Bậc 17[-]	1045000	14	1	1045000	6	1		999										
10368	Mảnh Nón Hiếm Bậc 18	T18_Helm_Q2_piece	5718	34			EquipMeterial	99	10208	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Nón[FFFE0D]【Hiếm】Bậc 18[-]	270000	15	1	270000	6	1		999										
10369	Mảnh Nón Hiếm Bậc 19	T19_Helm_Q2_piece	5719	34			EquipMeterial	99	10209	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Nón[FFFE0D]【Hiếm】Bậc 19[-]	400000	16	1	400000	6	1		999										
10370	Mảnh Nón Hiếm Bậc 20	T20_Helm_Q2_piece	5720	34			EquipMeterial	99	10210	Cần [FFFE0D]10 mảnh[-] để ghép thành 1 Nón[FFFE0D]【Hiếm】Bậc 20[-]	500000	17	1	500000	6	1		999										
2121	Mảnh Nón Kế Thừa Bậc 4	T4_Helm_Q3_piece	5804	34	10204		EquipMeterial	99	10204	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Nón[FFFE0D]【Kế Thừa】Bậc 4[-]	40000	1	1	40000	4	1		999										
2122	Mảnh Nón Kế Thừa Bậc 5	T5_Helm_Q3_piece	5805	34	10205		EquipMeterial	99	10205	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Nón[FFFE0D]【Kế Thừa】Bậc 5[-]	90000	2	1	90000	4	1		999										
2123	Mảnh Nón Kế Thừa Bậc 6	T6_Helm_Q3_piece	5806	34	10206		EquipMeterial	99	10206	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Nón[FFFE0D]【Kế Thừa】Bậc 6[-]	120000	3	1	120000	4	1		999										
2976	Mảnh Nón Kế Thừa Bậc 7	T7_Helm_Q3_piece	5807	34	10207		EquipMeterial	99	10207	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Nón[FFFE0D]【Kế Thừa】Bậc 7[-]	160000	4	1	160000	4	1		999										
2977	Mảnh Nón Kế Thừa Bậc 8	T8_Helm_Q3_piece	5808	34	10208		EquipMeterial	99	10208	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Nón[FFFE0D]【Kế Thừa】Bậc 8[-]	240000	5	1	240000	4	1		999										
2978	Mảnh Nón Kế Thừa Bậc 9	T9_Helm_Q3_piece	5809	34	10209		EquipMeterial	99	10209	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Nón[FFFE0D]【Kế Thừa】Bậc 9[-]	360000	6	1	360000	4	1		999										
3678	Mảnh Nón Kế Thừa Bậc 10	T10_Helm_Q3_piece	5810	34	10210		EquipMeterial	99	10210	Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Nón[FFFE0D]【Kế Thừa】Bậc 10[-]	480000	7	1	480000	4	1		999										
5816	Mảnh Nón Kế Thừa Bậc 11	T11_Helm_Q3_piece	5811	34			EquipMeterial	99		Cần [FFFE0D]5 mảnh[-] để ghép thành 1 Nón[FFFE0D]【Kế Thừa】Bậc 11[-]	640000	8	1	640000	4	1		999										
