TemplateId	Name	Kind	ItemType	Icon	BigIcon	CDType	ClassName	DetailType	Intro	ItemValue	Level	ObjID	Price	Quality	RequireLevel	Sellable	Stack	ExtParam1	ExtParam2	ExtParam3	ExtParam4	ExtParam5	ExtParam6	ExtParam7	ExtParam8	ExtParam9	ExtParam10	ShowType
2762	Quà Xuất Sư (Thường) 	TeacherStudent_bag1	34	2435	2435		RandomItem	1	Quà Xuất Sư, đồ đệ đạt 50 Mục tiêu sư đồ và xuất sư sẽ nhận được.\nDùng nhận: [FFFE0D]500000 Nguyên Bảo, 500 Ngân Sức, 20000 cống hiến, Thủy Tinh Lam x50, Đá Hồn Lv4 Ngẫu Nhiên x5[-]		1	1		4	1	0	99999	2762										
2763	Quà Xuất Sư (Đỉnh) 	TeacherStudent_bag2	34	2302	2302		RandomItem	1	Quà Xuất Sư, đồ đệ đạt 60 Mục tiêu sư đồ và xuất sư sẽ nhận được.\nDùng nhận: [FFFE0D]1000000 Nguyên Bảo, 1000 Ngân Sức, 20000 cống hiến, 10000 Nguyên Bảo, Thủy Tinh Lam x50, Đá Hồn Lv4 Ngẫu Nhiên x5[-]		1	1		5	1	0	99999	2763										
2794	Hoàng Kim Đồ Phổ (Vũ Khí)	Blueprint_weapon	34	1407	1407		GoldEvoMaterialMap	1	Ghi lại cách chế tạo Vũ Khí Hoàng Kim. Tiêu hao [FFFE0D]Hòa Thị Bích[-] chế tạo 1 [FFFE0D]Vũ Khí Hoàng Kim[-] Bậc 6\nTrang bị Hoàng Kim sẽ cộng thêm cho [FFFE0D]thuộc tính Hiếm[-] của cấp tương ứng, cùng lúc trang bị nhiều món Hoàng Kim sẽ kích hoạt [FFFE0D]thuộc tính Bộ[-]	18000000	1	1	1	6	1	0	99											
2795	Hoàng Kim Đồ Phổ (Áo)	Blueprint_armor	34	1408	1408		GoldEvoMaterialMap	1	Ghi lại cách chế tạo Áo Hoàng Kim. Tiêu hao [FFFE0D]Hòa Thị Bích[-] chế tạo 1 [FFFE0D]Áo Hoàng Kim[-]  Bậc 6\nTrang bị Hoàng Kim sẽ cộng thêm cho [FFFE0D]thuộc tính Hiếm[-] của cấp tương ứng, cùng lúc trang bị nhiều món Hoàng Kim sẽ kích hoạt [FFFE0D]thuộc tính Bộ[-]	10800000	1	1	1	6	1	0	99											
2796	Hoàng Kim Đồ Phổ (Nón)	Blueprint_helm	34	1409	1409		GoldEvoMaterialMap	1	Ghi lại cách chế tạo Nón Hoàng Kim. Tiêu hao [FFFE0D]Hòa Thị Bích[-] chế tạo 1 [FFFE0D]Nón Hoàng Kim[-]  Bậc 6\nTrang bị Hoàng Kim sẽ cộng thêm cho [FFFE0D]thuộc tính Hiếm[-] của cấp tương ứng, cùng lúc trang bị nhiều món Hoàng Kim sẽ kích hoạt [FFFE0D]thuộc tính Bộ[-]	3600000	1	1	1	6	1	0	99											
2797	Hoàng Kim Đồ Phổ (Đai)	Blueprint_belt	34	1410	1410		GoldEvoMaterialMap	1	Ghi lại cách chế tạo Đai Hoàng Kim. Tiêu hao [FFFE0D]Hòa Thị Bích[-], có thể chế tạo 1 [FFFE0D]Đai Hoàng Kim[-]  Bậc 6\nTrang bị Hoàng Kim sẽ cộng thêm cho [FFFE0D]thuộc tính Hiếm[-] của cấp tương ứng, cùng lúc trang bị nhiều món Hoàng Kim sẽ kích hoạt [FFFE0D]thuộc tính Bộ[-]	3600000	1	1	1	6	1	0	99											
2798	Hoàng Kim Đồ Phổ (Hộ Uyển)	Blueprint_cuff	34	1411	1411		GoldEvoMaterialMap	1	Ghi lại cách chế tạo Bao Tay Hoàng Kim. Tiêu hao [FFFE0D]Hòa Thị Bích[-], có thể chế tạo 1 [FFFE0D]Bao Tay Hoàng Kim[-]  Bậc 6\nTrang bị Hoàng Kim sẽ cộng thêm cho [FFFE0D]thuộc tính Hiếm[-] của cấp tương ứng, cùng lúc trang bị nhiều món Hoàng Kim sẽ kích hoạt [FFFE0D]thuộc tính Bộ[-]	3600000	1	1	1	6	1	0	99											
2799	Hoàng Kim Đồ Phổ (Giày)	Blueprint_boots	34	1412	1412		GoldEvoMaterialMap	1	Ghi lại cách chế tạo Giày Hoàng Kim. Tiêu hao [FFFE0D]Hòa Thị Bích[-], có thể chế tạo 1 [FFFE0D]Giày Hoàng Kim[-]  Bậc 6\nTrang bị Hoàng Kim sẽ cộng thêm cho [FFFE0D]thuộc tính Hiếm[-] của cấp tương ứng, cùng lúc trang bị nhiều món Hoàng Kim sẽ kích hoạt [FFFE0D]thuộc tính Bộ[-]	3600000	1	1	1	6	1	0	99											
2800	Hoàng Kim Đồ Phổ (Dây Chuyền)	Blueprint_necklace	34	1413	1413		GoldEvoMaterialMap	1	Ghi lại cách chế tạo Dây Chuyền Hoàng Kim. Tiêu hao [FFFE0D]Hòa Thị Bích[-], có thể chế tạo 1 [FFFE0D]Dây Chuyền Hoàng Kim[-]  Bậc 6\nTrang bị Hoàng Kim sẽ cộng thêm cho [FFFE0D]thuộc tính Hiếm[-] của cấp tương ứng, cùng lúc trang bị nhiều món Hoàng Kim sẽ kích hoạt [FFFE0D]thuộc tính Bộ[-]	7200000	1	1	1	6	1	0	99											
2801	Hoàng Kim Đồ Phổ (Nhẫn)	Blueprint_ring	34	1414	1414		GoldEvoMaterialMap	1	Ghi lại cách chế tạo Nhẫn Hoàng Kim. Tiêu hao [FFFE0D]Hòa Thị Bích[-], có thể chế tạo 1 [FFFE0D]Nhẫn Hoàng Kim[-]  Bậc 6\nTrang bị Hoàng Kim sẽ cộng thêm cho [FFFE0D]thuộc tính Hiếm[-] của cấp tương ứng, cùng lúc trang bị nhiều món Hoàng Kim sẽ kích hoạt [FFFE0D]thuộc tính Bộ[-]	7200000	1	1	1	6	1	0	99											
2802	Hoàng Kim Đồ Phổ (Ngọc Bội)	Blueprint_pendant	34	1415	1415		GoldEvoMaterialMap	1	Ghi lại cách chế tạo Ngọc Bội Hoàng Kim. Tiêu hao [FFFE0D]Hòa Thị Bích[-], có thể chế tạo 1 [FFFE0D]Ngọc Bội Hoàng Kim[-]  Bậc 6\nTrang bị Hoàng Kim sẽ cộng thêm cho [FFFE0D]thuộc tính Hiếm[-] của cấp tương ứng, cùng lúc trang bị nhiều món Hoàng Kim sẽ kích hoạt [FFFE0D]thuộc tính Bộ[-]	7200000	1	1	1	6	1	0	99											
2803	Hoàng Kim Đồ Phổ (Hộ Thân Phù)	Blueprint_amulet	34	1416	1416		GoldEvoMaterialMap	1	Ghi lại cách chế tạo Hộ Thân Phù Hoàng Kim. Tiêu hao [FFFE0D]Hòa Thị Bích[-] chế tạo 1 [FFFE0D]Hộ Thân Phù Hoàng Kim[-]  Bậc 6\nTrang bị Hoàng Kim sẽ cộng thêm cho [FFFE0D]thuộc tính Hiếm[-] của cấp tương ứng, cùng lúc trang bị nhiều món Hoàng Kim sẽ kích hoạt [FFFE0D]thuộc tính Bộ[-]	7200000	1	1	1	6	1	0	99											
2804	Hòa Thị Bích	Golden_Stuff	34	1417	1417		GoldEvoMaterial	1	Ngọc quý vô giá, nguyên liệu dùng chế tạo [FFFE0D]trang bị Hoàng Kim[-].	600000	1	1	1	6	1	0	9999											
10004	Bạch Kim Đồ Phổ (Vũ Khí)	Blueprint_weapon_Pt	34	1507	1507		PlatinumEvoMaterialMap	1	Ghi lại cách chế tạo Vũ Khí Bạch Kim. Tiêu hao [FFFE0D]Tùy Hầu Châu[-] tiến hóa Vũ Khí Hoàng Kim bậc 10 thành [FFFE0D]Vũ Khí Bạch Kim[-]\nTrang bị Bạch Kim sẽ cộng thêm cho [FFFE0D]thuộc tính Hiếm[-] của cấp tương ứng, cùng lúc trang bị nhiều món Bạch Kim sẽ kích hoạt [FFFE0D]thuộc tính Bộ[-]	18000000	1	1	1	7	1	0	99											
10005	Bạch Kim Đồ Phổ (Áo)	Blueprint_armor_Pt	34	1508	1508		PlatinumEvoMaterialMap	1	Ghi lại cách chế tạo Áo Bạch Kim. Tiêu hao [FFFE0D]Tùy Hầu Châu[-] tiến hóa Áo Hoàng Kim bậc 10 thành [FFFE0D]Áo Bạch Kim[-]\nTrang bị Bạch Kim sẽ cộng thêm cho [FFFE0D]thuộc tính Hiếm[-] của cấp tương ứng, cùng lúc trang bị nhiều món Bạch Kim sẽ kích hoạt [FFFE0D]thuộc tính Bộ[-]	10800000	1	1	1	7	1	0	99											
10006	Bạch Kim Đồ Phổ (Nón)	Blueprint_helm_Pt	34	1509	1509		PlatinumEvoMaterialMap	1	Ghi lại cách chế tạo Nón Bạch Kim. Tiêu hao [FFFE0D]Tùy Hầu Châu[-] tiến hóa Nón Hoàng Kim bậc 10 thành [FFFE0D]Nón Bạch Kim[-]\nTrang bị Bạch Kim sẽ cộng thêm cho [FFFE0D]thuộc tính Hiếm[-] của cấp tương ứng, cùng lúc trang bị nhiều món Bạch Kim sẽ kích hoạt [FFFE0D]thuộc tính Bộ[-]	3600000	1	1	1	7	1	0	99											
10007	Bạch Kim Đồ Phổ (Đai)	Blueprint_belt_Pt	34	1510	1510		PlatinumEvoMaterialMap	1	Ghi lại cách chế tạo Đai Bạch Kim. Tiêu hao [FFFE0D]Tùy Hầu Châu[-] tiến hóa Đai Hoàng Kim bậc 10 thành [FFFE0D]Đai Bạch Kim[-]\nTrang bị Bạch Kim sẽ cộng thêm cho [FFFE0D]thuộc tính Hiếm[-] của cấp tương ứng, cùng lúc trang bị nhiều món Bạch Kim sẽ kích hoạt [FFFE0D]thuộc tính Bộ[-]	3600000	1	1	1	7	1	0	99											
10008	Bạch Kim Đồ Phổ (Hộ Uyển)	Blueprint_cuff_Pt	34	1511	1511		PlatinumEvoMaterialMap	1	Ghi lại cách chế tạo Bao Tay Bạch Kim. Tiêu hao [FFFE0D]Tùy Hầu Châu[-] tiến hóa Bao Tay Hoàng Kim bậc 10 thành [FFFE0D]Bao Tay Bạch Kim[-]\nTrang bị Bạch Kim sẽ cộng thêm cho [FFFE0D]thuộc tính Hiếm[-] của cấp tương ứng, cùng lúc trang bị nhiều món Bạch Kim sẽ kích hoạt [FFFE0D]thuộc tính Bộ[-]	3600000	1	1	1	7	1	0	99											
10009	Bạch Kim Đồ Phổ (Giày)	Blueprint_boots_Pt	34	1512	1512		PlatinumEvoMaterialMap	1	Ghi lại cách chế tạo Giày Bạch Kim. Tiêu hao [FFFE0D]Tùy Hầu Châu[-] tiến hóa Giày Hoàng Kim bậc 10 thành [FFFE0D]Giày Bạch Kim[-]\nTrang bị Bạch Kim sẽ cộng thêm cho [FFFE0D]thuộc tính Hiếm[-] của cấp tương ứng, cùng lúc trang bị nhiều món Bạch Kim sẽ kích hoạt [FFFE0D]thuộc tính Bộ[-]	3600000	1	1	1	7	1	0	99											
10010	Bạch Kim Đồ Phổ (Dây Chuyền)	Blueprint_necklace_Pt	34	1513	1513		PlatinumEvoMaterialMap	1	Ghi lại cách chế tạo Dây Chuyền Bạch Kim. Tiêu hao [FFFE0D]Tùy Hầu Châu[-] tiến hóa Dây Chuyền Hoàng Kim bậc 10 thành [FFFE0D]Dây Chuyền Bạch Kim[-]\nTrang bị Bạch Kim sẽ cộng thêm cho [FFFE0D]thuộc tính Hiếm[-] của cấp tương ứng, cùng lúc trang bị nhiều món Bạch Kim sẽ kích hoạt [FFFE0D]thuộc tính Bộ[-]	7200000	1	1	1	7	1	0	99											
10011	Bạch Kim Đồ Phổ (Nhẫn)	Blueprint_ring_Pt	34	1514	1514		PlatinumEvoMaterialMap	1	Ghi lại cách chế tạo Nhẫn Bạch Kim. Tiêu hao [FFFE0D]Tùy Hầu Châu[-] tiến hóa Nhẫn Hoàng Kim bậc 10 thành [FFFE0D]Nhẫn Bạch Kim[-]\nTrang bị Bạch Kim sẽ cộng thêm cho [FFFE0D]thuộc tính Hiếm[-] của cấp tương ứng, cùng lúc trang bị nhiều món Bạch Kim sẽ kích hoạt [FFFE0D]thuộc tính Bộ[-]	7200000	1	1	1	7	1	0	99											
10012	Bạch Kim Đồ Phổ (Ngọc Bội)	Blueprint_pendant_Pt	34	1515	1515		PlatinumEvoMaterialMap	1	Ghi lại cách chế tạo Ngọc Bội Bạch Kim. Tiêu hao [FFFE0D]Tùy Hầu Châu[-] tiến hóa Ngọc Bội Hoàng Kim bậc 10 thành [FFFE0D]Ngọc Bội Bạch Kim[-]\nTrang bị Bạch Kim sẽ cộng thêm cho [FFFE0D]thuộc tính Hiếm[-] của cấp tương ứng, cùng lúc trang bị nhiều món Bạch Kim sẽ kích hoạt [FFFE0D]thuộc tính Bộ[-]	7200000	1	1	1	7	1	0	99											
10013	Bạch Kim Đồ Phổ (Hộ Thân Phù)	Blueprint_amulet_Pt	34	1516	1516		PlatinumEvoMaterialMap	1	Ghi chép cách chế tạo Hộ Thân Phù Bạch Kim. Tiêu hao [FFFE0D]Tùy Hầu Châu[-] số lượng nhất định có thể tiến hóa Hộ Thân Phù Hoàng Kim Bậc 10 trở lên thành [FFFE0D]Hộ Thân Phù Bạch Kim[-]\nTrang bị Bạch Kim sẽ cộng thêm cho [FFFE0D]thuộc tính hiếm[-] cấp tương ứng, cùng lúc trang bị nhiều trang bị Bạch Kim có thể kích hoạt [FFFE0D] thuộc tính Bộ[-]	7200000	1	1	1	7	1	0	99											
10014	Tùy Hầu Châu	Pt_Stuff	34	1517	1517		PlatinumEvoMaterial	1	Còn gọi là Linh Xà Châu, nguyên liệu dùng chế tạo [FFFE0D]trang bị Bạch Kim[-].	600000	1	1	1	7	1	0	9999											
10015	Tùy Hầu Ngọc	Pt_Stuff_Material	34	1517	1517			1	Ngọc quý tinh xảo, nguyên liệu dùng chế tạo [FFFE0D]trang bị Bạch Kim[-].	600000	1	1	1	6	1	0	9999											
2805	Tung Hoành Nhất Bang (30 Ngày) 	HK_Title_Item1	34	790	790		AddTitleItem	11	Dùng nhận danh hiệu [FFFE0D]Tung Hoành Nhất Bang[-]		1	1	1000	3	1	0	99999	2500	2592000									
2806	Nhị Lộ Đại Bang (30 Ngày) 	HK_Title_Item2	34	790	790		AddTitleItem	11	Dùng nhận danh hiệu [FFFE0D]Nhị Lộ Đại Bang[-]		1	1	1000	3	1	0	99999	2501	2592000									
2807	Hải Tuyến Đệ Nhất (30 Ngày) 	HK_Title_Item3	34	790	790		AddTitleItem	11	Dùng nhận danh hiệu [FFFE0D]Hải Tuyến Đệ Nhất[-]		1	1	1000	3	1	0	99999	2502	2592000									
2808	Người Nắm Quyền (30 Ngày) 	HK_Title_Item4	34	790	790		AddTitleItem	11	Dùng nhận danh hiệu [FFFE0D]Người Nắm Quyền[-]		1	1	1000	3	1	0	99999	2503	2592000									
2809	Kim Bài Đả Thủ (30 Ngày) 	HK_Title_Item5	34	790	790		AddTitleItem	11	Dùng nhận danh hiệu [FFFE0D]Kim Bài Đả Thủ[-]		1	1	1000	3	1	0	99999	2504	2592000									
2810	Cổ Hoặc Tử (30 Ngày) 	HK_Title_Item6	34	790	790		AddTitleItem	11	Dùng nhận danh hiệu [FFFE0D]Cổ Hoặc Tử[-]		1	1	1000	3	1	0	99999	2505	2592000									
2811	Trọc Thủy Khê Chủ (30 Ngày) 	HK_Title_Item7	34	790	790		AddTitleItem	11	Dùng nhận danh hiệu [FFFE0D]Trọc Thủy Khê Chủ[-]		1	1	1000	3	1	0	99999	2506	2592000									
2812	Thiên Hạ Đệ Nhất Bang (30 Ngày) 	HK_Title_Item8	34	790	790		AddTitleItem	11	Dùng nhận danh hiệu [FFFE0D]Thiên Hạ Đệ Nhất Bang[-]		1	1	1000	3	1	0	99999	2507	2592000									
2813	Sơn Tuyến Vô Địch (30 Ngày) 	HK_Title_Item9	34	790	790		AddTitleItem	11	Dùng nhận danh hiệu [FFFE0D]Sơn Tuyến Vô Địch[-]		1	1	1000	3	1	0	99999	2508	2592000									
2814	Tung Hoành Giang Hồ (30 Ngày) 	HK_Title_Item10	34	790	790		AddTitleItem	11	Dùng nhận danh hiệu [FFFE0D]Tung Hoành Giang Hồ[-]		1	1	1000	3	1	0	99999	2509	2592000									
2815	Ngạo Thị Quần Hùng (30 Ngày) 	HK_Title_Item11	34	790	790		AddTitleItem	11	Dùng nhận danh hiệu [FFFE0D]Ngạo Thị Quần Hùng[-]		1	1	1000	3	1	0	99999	2510	2592000									
2816	Vượt Trội Hơn Người (30 Ngày) 	HK_Title_Item12	34	790	790		AddTitleItem	11	Dùng nhận danh hiệu [FFFE0D]Vượt Trội Hơn Người[-]		1	1	1000	3	1	0	99999	2511	2592000									
2817	Độc Cô Cầu Bại (30 Ngày) 	HK_Title_Item13	34	790	790		AddTitleItem	11	Dùng nhận danh hiệu [FFFE0D]Độc Cô Cầu Bại[-]		1	1	1000	3	1	0	99999	2512	2592000									
2818	Cái Thế Vô Song (30 Ngày) 	HK_Title_Item14	34	790	790		AddTitleItem	11	Dùng nhận danh hiệu [FFFE0D]Cái Thế Vô Song[-]		1	1	1000	3	1	0	99999	2513	2592000									
2819	Cao Thủ Tuyệt Đỉnh (30 Ngày) 	HK_Title_Item15	34	790	790		AddTitleItem	11	Dùng nhận danh hiệu [FFFE0D]Cao Thủ Tuyệt Đỉnh[-]		1	1	1000	3	1	0	99999	2514	2592000									
2820	Khó Ai Địch Lại (30 Ngày) 	HK_Title_Item16	34	790	790		AddTitleItem	11	Dùng nhận danh hiệu [FFFE0D]Khó Ai Địch Lại[-]		1	1	1000	3	1	0	99999	2515	2592000									
2821	Quà Siêu Giá Trị 5,000 VNĐ	HK_Recharge_Gift_1	34	1242	1242		RandomItem	1	Dùng nhận: [FFFE0D]100 Nguyên Bảo, 200 cống hiến, Thủy Tinh Trắng x15, Rương Hoàng Kim x4, Tàng Bảo Đồ x5[-]		1	1	1000	2	1	0	99999	2821										
2822	Quà Siêu Giá Trị 10,000 VNĐ	HK_Recharge_Gift_2	34	2518	2518		RandomItem	1	Dùng nhận: [FFFE0D]200 Nguyên Bảo, 400 cống hiến, Bạch Câu Hoàn, Tẩy Tủy Đơn x3, Thủy Tinh Trắng x20[-]		1	1	1000	3	1	0	99999	2822										
2823	Quà Siêu Giá Trị 20,000 VNĐ	HK_Recharge_Gift_3	34	2519	2519		RandomItem	1	Dùng nhận: [FFFE0D]250 Nguyên Bảo, 800 cống hiến, Đá Hồn Lv2 Ngẫu Nhiên, Rương Hoàng Kim x5[-]		1	1	1000	3	1	0	99999	2823										
2841	Túi Đạo Tặc	QSHL_RobberBag1	34	2841	2841		RandomItemByLevel	1	Trên người Đạo Tặc có Bảo Rương.		1	1	1	3	1	0	99	87	1									
2842	Túi Đạo Tặc	QSHL_RobberBag2	34	2842	2842		RandomItemByLevel	1	Bảo Rương của Đạo Tặc Đầu Mục có nhiều bảo vật quý.		1	1	1	4	1	0	99	88	1									
2843	Rương Cổ Kim	QSHL_GoldBox	34	2843	2843		RandomItemByLevel	1	Rương Vàng Cổ, khá nặng chắc là có nhiều báu vật.		1	1	1	5	1	0	99	89	1									
2844	Túi Sĩ Binh	QSHL_Solder1	34	2841	2841		RandomItemByLevel	1	Rương của Tần Lăng Sĩ Binh, trong chứa bảo vật		1	1	1	3	1	0	99	90	1									
2845	Hành Lý Bách Tướng	QSHL_Solder2	34	2842	2842		RandomItemByLevel	1	Rương của Tần Lăng Bách Tướng, trong chứa bảo vật		1	1	1	4	1	0	99	91	1									
2853	Rương Hoa Sơn Luận Kiếm	hslj_box	34	2153	2153		RandomItemByLevel	1	Tham gia Hoa Sơn Luận Kiếm, kết thúc mùa giải sẽ nhận Bảo Rương, mở nhận phần thưởng ngẫu nhiên.	220000	1	1	1	4	1	0	99	92										
2854	Rương Nguyên Bảo	Return_GoldBox	34	2435	2435		RegressionGift	1	Thưởng người cũ trở về, căn cứ mức nạp lúc trước, mở rương theo cấp nhận được Nguyên Bảo		1	1	1000	4	1	0	99999											
2855	Quà Trở Về Lv1	Return_LevelBox_lv1	34	2519	2519		RandomItem	1	Tái xuất giang hồ, đạt cấp chỉ định sẽ nhận nhiều thưởng.\nĐiều kiện: [FFFE0D]Lv1[-]\nMở nhận: Người Khai Phá		1	1	1000	3	1	0	99999	2855										
2856	Quà Trở Về Lv10	Return_LevelBox_lv10	34	2519	2519			1	Tái xuất giang hồ, đạt cấp chỉ định sẽ nhận nhiều thưởng.\nĐiều kiện: [FFFE0D]Lv10[-]		1	1	1000	3	10	0	99999											
2857	Quà Trở Về Lv20	Return_LevelBox_lv20	34	2519	2519		RandomItem	1	Tái xuất giang hồ, đạt cấp chỉ định sẽ nhận nhiều thưởng.\nĐiều kiện: [FFFE0D]Lv20[-]\nMở nhận: [FFFE0D]Áo Hiếm Bậc 2, 10000 Bạc[-]		1	1	1000	3	20	0	99999	2857										
2858	Quà Trở Về Lv30	Return_LevelBox_lv30	34	2519	2519		RandomItem	1	Tái xuất giang hồ, đạt cấp chỉ định sẽ nhận nhiều thưởng.\nĐiều kiện: [FFFE0D]Lv30[-]\nMở nhận: [FFFE0D]Thủy Tinh Trắng x50, Đá Hồn Lv1 Ngẫu Nhiên x10[-]		1	1	1000	3	30	0	99999	2858										
2859	Quà Trở Về Lv40	Return_LevelBox_lv40	34	2519	2519		RandomItem	1	Tái xuất giang hồ, đạt cấp chỉ định sẽ nhận nhiều thưởng.\nĐiều kiện: [FFFE0D]Lv40[-]\nMở nhận: [FFFE0D]10000 cống hiến[-]		1	1	1000	3	40	0	99999	2859										
2860	Quà Trở Về Lv50	Return_LevelBox_lv50	34	2519	2519		RandomItem	1	Tái xuất giang hồ, đạt cấp chỉ định sẽ nhận nhiều thưởng.\nĐiều kiện: [FFFE0D]Lv50[-]\nMở nhận: [FFFE0D]Thủy Tinh Lục x20[-]		1	1	1000	3	50	0	99999	2860										
2861	Quà Trở Về Lv60	Return_LevelBox_lv60	34	2519	2519		RandomItem	1	Tái xuất giang hồ, đạt cấp chỉ định sẽ nhận nhiều thưởng.\nĐiều kiện: [FFFE0D]Lv60[-]\nMở nhận: [FFFE0D]Đá Hồn Lv3 Ngẫu Nhiên x2[-]		1	1	1000	3	60	0	99999	2861										
2862	Triệu Tập Lệnh	Return_key_1	34	791	791		RegressionAwardItem	1	Triệu tập các anh hùng hào kiệt trên giang hồ.\nDùng nhận được phúc lợi từ Tái Xuất Giang Hồ		1	1	1000	4	1	0	99999	1483128000										
2863	Triệu Tập Lệnh	Return_key_2	34	791	791		RegressionAwardItem	1	Triệu tập các anh hùng hào kiệt trên giang hồ.\nDùng nhận được phúc lợi từ Tái Xuất Giang Hồ		1	1	1000	4	1	0	99999	1483128000										
3644	Triệu Tập Lệnh	Return_key_3	34	791	791		RegressionAwardItem	1	Triệu tập các anh hùng hào kiệt trên giang hồ.\nDùng nhận được phúc lợi từ Tái Xuất Giang Hồ		1	1	1000	4	1	0	99999	1485878399										
4784	Triệu Tập Lệnh	Return_key_4	34	791	791		RegressionAwardItem	1	Triệu tập các anh hùng hào kiệt trên giang hồ.\nDùng nhận được phúc lợi từ Tái Xuất Giang Hồ		1	1	1000	4	1	0	99999											
2879	Triệu Tập Lệnh	Return_key_0	34	791	791		RegressionAwardItem	1	Triệu tập các anh hùng hào kiệt trên giang hồ.\nDùng nhận được phúc lợi từ Tái Xuất Giang Hồ		1	1	1000	4	1	0	99999	1483128000										
4274	Triệu Tập Lệnh	Return_key_Item	34	791	791		RegressionAwardItem	1	Triệu tập các anh hùng hào kiệt trên giang hồ.\nDùng nhận được phúc lợi từ Tái Xuất Giang Hồ		1	1	1000	4	1	0	99999	1493567999										
2864	Kinh Hồng Hiệp Ảnh	HK_Title_Item17	34	790	790		AddTitleItem	11	Dùng nhận danh hiệu [FFFE0D]Kinh Hồng Hiệp Ảnh[-]		1	1	1000	6	1	0	99999	2516										
2865	Danh Trấn Trung Nguyên	HK_Title_Item18	34	790	790		AddTitleItem	11	Dùng nhận danh hiệu [FFFE0D]Danh Trấn Trung Nguyên [-]		1	1	1000	6	1	0	99999	2517										
2866	Lẫy Lừng Xưa Nay	HK_Title_Item19	34	790	790		AddTitleItem	11	Dùng nhận danh hiệu [FFFE0D]Lẫy Lừng Xưa Nay[-]		1	1	1000	6	1	0	99999	2518										
2867	Người Nổi Bật (30 ngày) 	HK_Title_Item20	34	790	790		AddTitleItem	11	Dùng nhận danh hiệu [FFFE0D]Người Nổi Bật[-]		1	1	1000	4	1	0	99999	2519	2592000									
2868	Dẫn Đầu Trào Lưu (30 ngày) 	HK_Title_Item21	34	790	790		AddTitleItem	11	Dùng nhận danh hiệu [FFFE0D]Dẫn Đầu Trào Lưu[-]		1	1	1000	4	1	0	99999	2520	2592000									
2869	Ngôi Sao Ngoại Trang (30 ngày) 	HK_Title_Item22	34	790	790		AddTitleItem	11	Dùng nhận danh hiệu [FFFE0D]Ngôi Sao Ngoại Trang[-]		1	1	1000	4	1	0	99999	2521	2592000									
2872	Bột Mì Tinh Chế	hd_zhongqiu_jzmt	34	2844	2844		ComposeMeterial	1	Nguyên liệu làm Bánh Trung Thu, dùng bột mì, dầu, nước đường làm thành. Chuẩn bị [FFFE0D]3 Bột Mì Tinh Chế, 1 Nhân Bánh, 1 Lòng Đỏ Trứng[-] để làm Bánh Trung Thu.	12000	1	1	1000	1	1	1	99											
2873	Nhân Bánh	hd_zhongqiu_ybx	34	2845	2845		ComposeMeterial	1	Nhân Bánh Trung Thu, gồm Lá Dong 2 trứng, 5 loại đậu, đậu đỏ. Chuẩn bị [FFFE0D]3 Bột Mì Tinh Chế, 1 Nhân Bánh, 1 Lòng Đỏ Trứng[-] để làm Bánh Trung Thu.\n[FFFE0D]Thánh nhân nói: Bánh Trung Thu Nhân Đậu vừa ngon vừa tốt cho sức khỏe![-]	12000	1	1	1000	1	1	1	99											
2874	Lòng Đỏ Trứng	hd_zhongqiu_dhy	34	2846	2846		ComposeMeterial	1	Nguyên liệu làm Bánh Trung Thu, hỗn hợp lòng đỏ và lòng trắng quậy đều, thoa lên mặt Bánh Trung Thu trong lúc nướng. Chuẩn bị [FFFE0D]3 Bột Mì Tinh Chế, 1 Nhân Bánh, 1 Lòng Đỏ Trứng[-] có thể làm Bánh Trung Thu.	12000	1	1	1000	1	1	1	99											
2875	Bánh Trung Thu	hd_zhongqiu_ybbox	34	2849	2849		RandomItem	1	Mở nhận 1 loại Bánh Trung Thu	62800	1	1	1000	3	1	0	99	2591	1									
2876	Nguyệt Mãn Tây Lâu	hd_zhongqiu_ymxl	34	2847	2847		SkillPointBook	1	Bánh Trung Thu hiếm, độ khó chế tạo cực cao cao, công thức và cách làm của Hằng Nga. Dùng nhận vĩnh viễn [FFFE0D]1[-] điểm kỹ năng, mỗi người chỉ được dùng [FFFE0D]1[-].	500000	1	1	1000	5	1	0	1											
2877	Thái Vân Truy Nguyệt	hd_zhongqiu_cyzy	34	2848	2848		AddPlayerAttributeItem	1	Bánh Trung Thu thượng hạng, độ khó chế tạo khá cao, do Nguyệt Cung làm. Dùng tăng vĩnh viễn [FFFE0D]5 điểm sức mạnh, 5 điểm thể chất, 5 điểm nhanh nhẹn, 5 điểm linh hoạt[-], tối đa dùng [FFFE0D]5[-].	100000	1	1	1000	4	1	0	1											
2878	Thương Hải Nguyệt Minh	hd_zhongqiu_chym	34	2849	2849		AddBuffItem	1	Bánh Trung Thu do cung đình làm. Dùng tăng EXP đánh quái ở [FFFE0D]bản đồ dã ngoại[-], tối đa dùng [FFFE0D]100[-], duy trì [FFFE0D]30 phút[-]:\nEXP đánh quái dã ngoại: +20%	30000	1	1	1000	3	1	0	99	2313	1	27000	1							
2886	Nguyên Liệu Làm Bánh	hd_zhongqiu_ybcl	34	2844	2844		RandomItem	1	Mở nhận 1 loại nguyên liệu làm bánh	12000	1	1	1000	3	1	0	99	2593	1									
