TemplateId	NextTemplateId	Name	Debris	InsetType	FightPower	Weapon	Helm	Cuff	Armor	Belt	Boots	Necklace	Ring	Pendant	Amulet	AttribType1	Value11	Value21	Value31	AttribType2	Value12	Value22	Value32
1775	1853	Đá Hồn Tiểu Võ-Trung		0	450										1	earth_resist_v	60			lifemax_v	384		
1776	1854	Đá Hồn Tô Mặc Vân-Trung		0	150				1							lifemax_v	640						
1777	1855	Đá Hồn Tiêu Động Trần-Trung		0	150										1	earth_resist_v	48						
1778	1856	Đá Hồn Hồ Thần Y-Trung		0	150									1		state_palsy_resistrate	48						
1779	1857	Đá Hồn Tần Mộc Bạch-Trung		0	150							1				state_slowall_resistrate	48						
1780	1858	Đá Hồn Trương Trọng Thiên-Trung		0	150										1	state_stun_resistrate	48						
1781	1859	Đá Hồn Lộ Đạt-Trung		0	150								1			state_zhican_resistrate	48						
1782	1860	Đá Hồn Bạch Mi Hầu Vương-Trung		1	450					1						metal_resist_v	72						
1783	1861	Đá Hồn Đại Địa Lang Vương-Trung		2	450					1						wood_resist_v	72						
1784	1862	Đá Hồn Hàn Ngọc Lộc Vương-Trung		3	450					1						fire_resist_v	72						
1785	1863	Đá Hồn Tường Vi-Trung		0	150					1						vitality_v	32						
1786	1864	Đá Hồn Tử Hiên-Trung		0	150						1					dexterity_v	32						
1787	1865	Đá Hồn Trác Phi Phàm-Trung		4	450							1				deadlystrike_v	48						
1788	1866	Đá Hồn Nguyệt Minh Dao-Trung		0	450		1									metal_resist_v	60			lifemax_v	384		
1789	1867	Đá Hồn Long Ngạo Thiên-Trung		0	450				1							state_zhican_resisttime	60			lifemax_v	384		
1790	1868	Đá Hồn Mạt Thiên Nhiên-Trung		0	450				1							state_hurt_resisttime	60			lifemax_v	384		
1791	1869	Đá Hồn Tiểu Ảnh Phong-Trung		5	1350				1							meleedamagereturn_p	7			lifemax_v	1000		
1792	1870	Đá Hồn Nam Cung Thái Hồng-Trung		0	150			1								energy_v	32						
1793	1871	Đá Hồn Lâm Hải-Trung		0	150						1					lifemax_v	640						
1794	1873	Đá Hồn Lục Văn Long-Trung		0	150		1									state_zhican_resisttime	48						
1795	1872	Đá Hồn Triệu Vô Song-Trung		0	150									1		fire_resist_v	48						
1796	1874	Đá Hồn Vô Tướng-Trung		0	150					1						lifemax_v	640						
1797	1875	Đá Hồn Đường Tiêu-Trung		0	450			1								energy_v	38			lifemax_v	384		
1798	1876	Đá Hồn Trương Như Mộng-Trung		0	150	1										strength_v	32						
1799	1877	Đá Hồn Trương Lâm Tâm-Trung		0	450				1							recover_life_v	192	75		lifemax_v	384		
1800	1878	Đá Hồn Phong Ngọc Thư-Trung		0	450								1			wood_resist_v	60			lifemax_v	384		
1801	1879	Đá Hồn Triệu Tiết-Trung		0	150								1			wood_resist_v	48						
1802	1880	Đá Hồn Thiệu Kỵ Phong-Trung		0	150		1									metal_resist_v	48						
1803	1881	Đá Hồn Hà Mộ Tuyết-Trung		0	450									1		fire_resist_v	60			lifemax_v	384		
1804	1882	Đá Hồn Triệu Thăng Quyền-Trung		0	450			1								energy_v	38			attackrate_v	76		
1805	1883	Đá Hồn Nạp Lan Chân-Trung		0	450					1						vitality_v	38			lifemax_v	384		
1806	1884	Đá Hồn Sài Tung-Trung		0	450							1				water_resist_v	60			lifemax_v	384		
1807	1885	Đá Hồn Khúc Hà-Trung		0	1350										1	lifemax_p	12			recover_life_v	140	75	
1808	1886	Đá Hồn Gia Luật Tị Li-Trung 		53	1350	1										basic_damage_v	105		105				
1809	1887	Đá Hồn Dương Thiết Tâm-Trung		6	1350								1			basic_damage_v	84		84	state_zhican_resistrate	42		
1810	1888	Đá Hồn Vô Tưởng-Trung		0	1350				1							all_series_resist_v	28			recover_life_v	140	75	
1811	1889	Đá Hồn Liễu Tiêu Đình-Trung		7	1350										1	resist_allseriesstate_rate_v	28			state_stun_resisttime	42		
1812	1890	Đá Hồn Lý Điềm Nhi-Trung		8	1350					1						rangedamagereturn_p	7			lifemax_v	1000		
1813	1891	Đá Hồn Lý Thiên Mục-Trung		9	1350			1								attackspeed_v	8			attackrate_v	140		
1814	1892	Đá Hồn Hoàn Nhan Tương-Trung		10	1350		1									deadlystrike_damage_p	5			state_hurt_resistrate	42		
2849	2851	Đá Hồn Huyền Từ-Trung 		49	1350										1	lifemax_p	18						
1815	1893	Đá Hồn Thiệu Hồng Uyên-Trung		0	450	1										strength_v	38			attackrate_v	76		
1816	1894	Đá Hồn Bạch Ngạn Kính-Trung		0	450					1						vitality_v	38			attackrate_v	76		
1817	1895	Đá Hồn Gia Luật Sở Tài-Trung		11	1350									1		weaken_deadlystrike_damage_p	5			state_palsy_resistrate	42		
1818	1896	Đá Hồn Lôi Phong-Trung		0	450				1							state_stun_resistrate	60			lifemax_v	384		
1819	1897	Đá Hồn Lôi Đồng-Trung		0	450				1							state_slowall_resistrate	60			lifemax_v	384		
1820	1898	Đá Hồn Đường Quyên Quyên-Trung		0	450				1							state_palsy_resistrate	60			lifemax_v	384		
1821	1899	Đá Hồn Lôi Chấn Thiên-Trung		12	1350							1				add_seriesstate_rate_v	28			state_slowall_resistrate	42		
1822	1900	Đá Hồn Đoạt Bảo Tặc-Trung		0	450						1					dexterity_v	38			attackrate_v	76		
1823	1901	Đá Hồn Song Dị Thú-Trung		13	450					1						earth_resist_v	72						
1824	1902	Đá Hồn Bôn Diệm Báo Vương-Trung		14	450						1					all_series_resist_v	24						
1825	1903	Đá Hồn Cửu Vĩ Hồ Vương-Trung		15	450					1						water_resist_v	72						
2537	2546	Đá Hồn Dương Anh-Trung		30	4000	1										steallife_p	11			strength_v	40		
2538	2547	Đá Hồn Thanh Hiểu Sư Thái-Trung		34	4000				1							vitality_v	80			all_series_resist_v	20		
2539	2548	Đá Hồn Chúc Tử Hư-Trung		35	4000									1		energy_v	80			defense_v	80		
2540	2549	Đá Hồn Hoàng Ngọc Anh-Trung		32	4000							1				deadlystrike_v	80			ignore_defense_v	80		
2541	2550	Đá Hồn Đạo Nhất Chân Nhân-Trung		38	4000						1					ignore_all_resist_v	100	40		dexterity_v	40		
2542	2551	Đá Hồn Đoan Mộc Duệ-Trung		31	4000		1									deadlystrike_damage_p	6			metal_resist_v	80		
2850	2852	Đá Hồn Huyền Nhân-Trung 		50	4000	1										ignore_defense_v	160			strength_v	40		
1826	1904	Đá Hồn Cao Trường Cung-Trung		0	1350	1										physical_firedamage_v	84			attackrate_v	112		
1827	1905	Đá Hồn Triết Biệt-Trung		17	1350	1										deadlystrike_v	56			attackrate_v	112		
1828	1906	Đá Hồn Tần Lương Ngọc-Trung		0	1350	1										physical_waterdamage_v	84			attackrate_v	112		
1829	1907	Đá Hồn Viên Thừa Chí-Trung		0	1350	1										physical_earthdamage_v	84			attackrate_v	112		
1830	1908	Đá Hồn Ngao Bái-Trung		0	1350	1										physical_metaldamage_v	84			attackrate_v	112		
1831	1909	Đá Hồn Hàn Thế Trung-Trung		0	1350	1										physical_wooddamage_v	84			attackrate_v	112		
1832	1910	Đá Hồn Xích Tinh Hổ Hoàng-Trung		22	4000			1								metal_resist_v	120			lifemax_v	1450		
1833	1911	Đá Hồn Hám Thiên Hùng Hoàng-Trung		23	4000			1								wood_resist_v	120			lifemax_v	1450		
1834	1912	Đá Hồn Tử Bối Ngạc Hoàng-Trung		24	4000										1	all_series_resist_v	40			lifemax_v	1450		
1835	1913	Đá Hồn Định Hải Kim Cang-Trung		25	4000			1								water_resist_v	120			lifemax_v	1450		
1836	1914	Đá Hồn Kim Sí Bằng Hoàng-Trung		26	4000			1								earth_resist_v	120			lifemax_v	1450		
1837	1915	Đá Hồn Ngân Giác Tê Hoàng-Trung		27	4000			1								fire_resist_v	120			lifemax_v	1450		
2543	2552	Đá Hồn Mạnh Tri Thu-Trung		33	4000								1			strength_v	80			wood_resist_v	60		
2544	2553	Đá Hồn Lý Hiển Trung-Trung		36	4000					1						all_series_resist_v	40			recover_life_v	200	75	
2545	2554	Đá Hồn Đồ Đơn Khắc Ninh-Trung		37	4000										1	dexterity_v	80			resist_allseriesstate_rate_v	20		
2669	2670	Đá Hồn Độc Cô Kiếm-Trung		39	4000		1									ignore_all_resist_v	100	40		basic_damage_v	60		60
2882	2884	Đá Hồn Nam Cung Phi-Trung 		51	4000								1			energy_v	80			ignore_all_resist_v	100	20	
2883	2885	Đá Hồn Dương Ảnh Phong-Trung 		52	4000					1						vitality_v	80			defense_v	80		
2675	2678	Đá Hồn Kinh Kha-Trung		42	4000						1					ignore_all_resist_v	100	40		defense_v	80		
2676	2679	Đá Hồn Ngu Cơ-Trung		41	4000									1		fire_resist_v	120			state_palsy_resistrate	60		
2677	2680	Đá Hồn Nhạc Phi-Trung		40	4000							1				water_resist_v	120			state_slowall_resistrate	60		
2697	2698	Đá Hồn Hoàn Nhan Hồng Liệt-Trung		43	4000										1	basic_damage_v	120		120	lifemax_p	9		
2829	2834	Đá Hồn Huyền Thiên Võ Cơ-Trung 		46	4000							1				dexterity_v	120						
2830	2835	Đá Hồn Bạch Khởi-Trung 		47	4000				1							all_series_resist_v	60						
2831	2836	Đá Hồn Lý Tư-Trung 		48	4000									1		weaken_deadlystrike_v	120						
3023	3024	Đá Hồn Lôi-Trung 		54	4000				1							defense_v	336						
2832	2837	Đá Hồn Tần Thủy Hoàng-Trung (Âm) 		44	12000		1									series_abate_v	420			basic_damage_v	84		84
2833	2838	Đá Hồn Tần Thủy Hoàng-Trung (Dương) 		45	12000					1						series_enhance_v	420			lifemax_p	12		
1838	1916	Đá Hồn Trương Phong-Trung		0	450	1										strength_v	38			lifemax_v	384		
1839	1917	Đá Hồn Nguyệt My Nhi-Trung		0	450						1					dexterity_v	38			lifemax_v	384		
1840	1918	Đá Hồn Thiên Tinh Đạo Trưởng-Trung		0	1350								1			ignore_defense_v	112			lifemax_v	1000		
1841	1919	Đá Hồn Yên Nhược Tuyết-Trung		0	1350									1		defense_v	112			lifemax_v	1000		
1842	1920	Đá Hồn Dương Hi Liệt-Trung		0	1350			1								add_seriesstate_time_v	28			lifemax_v	1000		
1843	1921	Đá Hồn Thượng Quan Phi Long-Trung		28	1350									1		weaken_deadlystrike_v	56			lifemax_v	1000		
1844	1922	Đá Hồn Nạp Lan Tiềm Lẫm-Trung		29	1350						1					ignore_all_resist_v	100	28		lifemax_v	1000		
1845	1923	Đá Hồn Phương Miễn-Trung		0	1350		1									resist_allseriesstate_time_v	28			lifemax_v	1000		
1846	1924	Đá Hồn Nam Cung Diệt-Trung		0	1350					1						lifemax_p	12			recover_life_v	140	75	
1848	1925	Đá Hồn Đường Ảnh-Trung		0	1350							1				ignore_defense_v	112			lifemax_v	1000		
1847	1926	Đá Hồn Thu Y Thủy-Trung		0	1350						1					defense_v	112			lifemax_v	1000		
3218	3221	Đá Hồn Lý Nguyên Bá-Trung		56	4000						1					vitality_v	120						
3219	3222	Đá Hồn Triệu Vân-Trung		55	4000								1			ignore_defense_v	240						
3220	3223	Đá Hồn Lý Quảng-Trung		57	4000			1								energy_v	120						
3374	3377	Đá Hồn Doãn Hàm Yên-Trung 		58	4000					1						lifemax_v	4320						
3375	3378	Đá Hồn Tuyền Cơ Tử-Trung 		59	4000		1									basic_damage_v	150		150				
3376	3379	Đá Hồn Huyền Thiên Đạo Nhân-Trung 		60	4000	1										deadlystrike_v	120						
3710	3711	Đá Hồn Niên Thú-Trung		61	4000						1					all_series_resist_v	60						
3857	3860	Đá Hồn Hắc Diện Lang Quân-Trung		63	4000	1										strength_v	80			attackrate_v	160		
3858	3861	Đá Hồn Hà Nhân Ngã-Trung		65	4000									1		weaken_deadlystrike_damage_p	10						
3859	3862	Đá Hồn Đường Cừu-Trung		64	4000							1				add_seriesstate_rate_v	60						
3898	3899	Đá Hồn Đường Giản-Trung		62	12000								1			strength_v	112			dexterity_v	56		
4054	4055	Đá Hồn Hoàn Nhan Hồng Liệt-Trung (Chân)		66	12000				1							all_series_resist_p	35						
4543	4546	Đá Hồn Băng Lân Tích Hoàng-Trung		67	4000										1	meleedamagereturn_p	9			recover_life_v	200	75	
4544	4547	Đá Hồn Ngân Câu Hạt Hoàng-Trung		68	4000										1	defense_p	9			lifemax_v	1450		
4545	4548	Đá Hồn Cuồng Tông Ngao Hoàng-Trung		69	4000										1	rangedamagereturn_p	9			recover_life_v	200	75	
4596	4597	Đá Hồn Hạng Vũ-Trung		70	12000	1										enhance_final_damage_p	9						
4850	4851	Đá Hồn Đường Hiểu-Trung		71	12000							1				deadlystrike_p	35						
4875	4877	Đá Hồn Tống Thu Thạch-Trung		73	4000								1			basic_damage_v	120		120	earth_resist_v	60		
4876	4878	Đá Hồn Cổ Yên Nhiên-Trung		74	4000				1							lifemax_v	3450			resist_allseriesstate_time_v	40		
5434	5436	Đá Hồn Doãn Tiêu Vũ-Trung		75	4000		1									ignore_defense_vp	15						
5435	5437	Đá Hồn Thạch Hiên Viên-Trung		72	4000					1						ignore_all_resist_vp	20						
6071	6075	Đá Hồn Diệp Thanh Dương-Trung		76	4000							1				weaken_deadlystrike_v	96			lifemax_v	1450		
6072	6076	Đá Hồn Băng Nghi-Trung		77	4000						1					dexterity_v	80			lifemax_v	1450		
6073	6077	Đá Hồn Dương Tái Hưng-Trung		78	4000								1			ignore_defense_v	160			basic_damage_v	75		75
6074	6078	Đá Hồn Hoàn Nhan Lâu Thất-Trung		79	4000									1		weaken_deadlystrike_damage_p	6			lifemax_v	1450		
6102	6104	Đá Hồn Tiêu Ngọc Trúc-Trung		80	4000		1									resist_allseriesstate_rate_v	40			lifemax_v	1450		
6103	6105	Đá Hồn Kim Ngột Thuật-Trung		81	4000					1						all_series_resist_v	40			add_seriesstate_time_v	40		
6113	6114	Đá Hồn Ngu Cơ Tuyệt Thế-Trung		82	12000						1					reduce_final_damage_p	9						
6131	6136	Đá Hồn Võ Tắc Thiên-Trung (Âm)		83	12000										1	steallife_resist_p	15			basic_damage_v	84		84
6132	6137	Đá Hồn Võ Tắc Thiên-Trung (Dương)		84	12000									1		steallife_resist_p	15			lifemax_p	12		
6133	6138	Đá Hồn Địch Nhân Kiệt-Trung 		85	4000	1										basic_damage_v	150		150				
6134	6139	Đá Hồn Lý Nguyên Phương-Trung		86	4000			1								all_series_resist_v	40			lifemax_v	1450		
6135	6140	Đá Hồn Vô Tự Bi-Trung 		87	4000				1							add_seriesstate_rate_v	40			recover_life_v	200	75	
6286	6287	Đá Hồn Hàn Mông-Trung 		88	4000					1						lifemax_p	18			ignore_defense_v	80		
7375	7376	Đá Hồn Hà Linh Phiêu-Trung		89	4000			1								energy_v	80			lifemax_v	1450		
7378	7379	Đá Hồn Ngu Doãn Văn-Trung		90	12000			1								physics_potentialdamage_p	9			resist_allseriesstate_time_v	56		
7430	7431	Đá Hồn Long Văn Sư Vương-Trung		91	4000									1		ignore_deadlystrike_vp	15			state_palsy_resisttime	60		
7433	7434	Đá Hồn Cự Ngao Phong Hậu-Trung		92	4000							1				ignore_defense_vp	9			lifemax_v	1450		
7651	7654	Đá Hồn Vương Đằng-Trung		93	12000				1							vitality_v	112			energy_v	56		
7652	7655	Đá Hồn Vương Vân Tiêu-Trung		94	4000		1									resist_allseriesstate_time_v	90						
7653	7656	Đá Hồn Kinh Tuyết-Trung		95	4000								1			deadlystrike_damage_p	6			lifemax_v	1450		
7742	7743	Đá Hồn Không Tướng-Trung		96	4000	1										ignore_all_resist_v	100	40		strength_v	40		
9399	9400	Đá Hồn Lâm Thanh Vũ-Trung		97	4000				1							meleedamagereturn_p	9			resist_allseriesstate_rate_v	40		
9402	9403	Đá Hồn Mạnh Thương Lam-Trung		98	12000		1									dexterity_v	112			energy_v	56		
9972	9973	Đá Hồn Phong Hành Chu-Trung		99	4000						1					lifemax_v	3500			ignore_all_resist_v	100	40	
9978	9979	Đá Hồn Quỷ Cốc Tử-Trung (Âm)		100	12000					1						return_resist_p	15			deadlystrike_v	60		
9981	9982	Đá Hồn Quỷ Cốc Tử-Trung (Dương)		101	12000			1								return_resist_p	15			all_series_resist_v	30		
9975	9976	Đá Hồn Phương Công Vọng-Trung		102	12000										1	reduce_final_damage_p	9						
10129	10132	Đá Hồn Huyền Băng Điêu Hoàng-Trung		103	12000							1				lifemax_p	35						
10130	10133	Đá Hồn Vạn Độc Cúc Hoàng-Trung		104	12000						1					ignore_all_resist_vp	35						
10131	10134	Đá Hồn Hoàn Nhan Tông Hàn-Trung		105	12000								1			ignore_defense_vp	12			physics_potentialdamage_p	5		
10150	10151	Đá Hồn Diệp Vô Tâm-Trung		106	12000									1		defense_p	12			add_seriesstate_rate_v	56		
10450	10451	Đá Hồn Thiên Âm-Trung		107	12000				1							defense_v	500			resist_allseriesstate_time_v	78		
10476	10477	Đá Hồn Vân Hạo Nhiên-Trung		108	12000								1			energy_v	112			ignore_defense_v	112		
10628	10630	Đá Hồn Bản Trần-Trung		109	12000	1										deadlystrike_damage_p	12						
10629	10631	Đá Hồn Đoàn Trí Hưng-Trung		110	12000		1									ignore_all_resist_v	100	140		resist_allseriesstate_rate_v	56		
10913	10914	Đá Hồn Bản Nhân-Trung		111	12000					1						add_allspecialstate_rate_v	80			rangedamagereturn_p	7		
10947	10948	Đá Hồn Bản Quan-Trung		112	12000			1								add_allspecialstate_time_v	80			meleedamagereturn_p	7		
11062	11063	Đá Hồn Bản Tướng-Trung		113	12000										1	lifemax_p	28			dexterity_v	56		
1849		Đá Hồn Lý Tam-Cao		0	450	1										attackrate_v	192						
1850		Đá Hồn Lư Thanh-Cao		0	450							1				water_resist_v	72						
1851		Đá Hồn Oanh Nhi-Cao		0	450				1							recover_life_v	240	75					
1852		Đá Hồn Cố Võ-Cao		0	450			1								attackrate_v	192						
1853		Đá Hồn Tiểu Võ-Cao		0	1350										1	earth_resist_v	84			lifemax_v	560		
1854		Đá Hồn Tô Mặc Vân-Cao		0	450				1							lifemax_v	960						
1855		Đá Hồn Tiêu Động Trần-Cao		0	450										1	earth_resist_v	72						
1856		Đá Hồn Hồ Thần Y-Cao		0	450									1		state_palsy_resistrate	72						
1857		Đá Hồn Tần Mộc Bạch-Cao		0	450							1				state_slowall_resistrate	72						
1858		Đá Hồn Trương Trọng Thiên-Cao		0	450										1	state_stun_resistrate	72						
1859		Đá Hồn Lộ Đạt-Cao		0	450								1			state_zhican_resistrate	72						
1860		Đá Hồn Bạch Mi Hầu Vương-Cao		1	1350					1						metal_resist_v	105						
1861		Đá Hồn Đại Địa Lang Vương-Cao		2	1350					1						wood_resist_v	105						
1862		Đá Hồn Hàn Ngọc Lộc Vương-Cao		3	1350					1						fire_resist_v	105						
1863		Đá Hồn Tường Vi-Cao		0	450					1						vitality_v	48						
1864		Đá Hồn Tử Hiên-Cao		0	450						1					dexterity_v	48						
1865		Đá Hồn Trác Phi Phàm-Cao		4	1350							1				deadlystrike_v	70						
1866		Đá Hồn Nguyệt Minh Dao-Cao		0	1350		1									metal_resist_v	84			lifemax_v	560		
1867		Đá Hồn Long Ngạo Thiên-Cao		0	1350				1							state_zhican_resisttime	84			lifemax_v	560		
1868		Đá Hồn Mạt Thiên Nhiên-Cao		0	1350				1							state_hurt_resisttime	84			lifemax_v	560		
1869		Đá Hồn Tiểu Ảnh Phong-Cao		5	4000				1							meleedamagereturn_p	9			lifemax_v	1450		
1870		Đá Hồn Nam Cung Thái Hồng-Cao		0	450			1								energy_v	48						
1871		Đá Hồn Lâm Hải-Cao		0	450						1					lifemax_v	960						
1873		Đá Hồn Lục Văn Long-Cao		0	450		1									state_zhican_resisttime	72						
1872		Đá Hồn Triệu Vô Song-Cao		0	450									1		fire_resist_v	72						
1874		Đá Hồn Vô Tướng-Cao		0	450					1						lifemax_v	960						
1875		Đá Hồn Đường Tiêu-Cao		0	1350			1								energy_v	56			lifemax_v	560		
1876		Đá Hồn Trương Như Mộng-Cao		0	450	1										strength_v	48						
1877		Đá Hồn Trương Lâm Tâm-Cao		0	1350				1							recover_life_v	280	75		lifemax_v	560		
1878		Đá Hồn Phong Ngọc Thư-Cao		0	1350								1			wood_resist_v	84			lifemax_v	560		
1879		Đá Hồn Triệu Tiết-Cao		0	450								1			wood_resist_v	72						
1880		Đá Hồn Thiệu Kỵ Phong-Cao		0	450		1									metal_resist_v	72						
1881		Đá Hồn Hà Mộ Tuyết-Cao		0	1350									1		fire_resist_v	84			lifemax_v	560		
1882		Đá Hồn Triệu Thăng Quyền-Cao		0	1350			1								energy_v	56			attackrate_v	112		
1883		Đá Hồn Nạp Lan Chân-Cao		0	1350					1						vitality_v	56			lifemax_v	560		
1884		Đá Hồn Sài Tung-Cao		0	1350							1				water_resist_v	84			lifemax_v	560		
1885		Đá Hồn Khúc Hà-Cao		0	4000										1	lifemax_p	18			recover_life_v	200	75	
1886		Đá Hồn Gia Luật Tị Li-Cao 		53	4000	1										basic_damage_v	150		150				
1887		Đá Hồn Dương Thiết Tâm-Cao		6	4000								1			basic_damage_v	120		120	state_zhican_resistrate	60		
1888		Đá Hồn Vô Tưởng-Cao		0	4000				1							all_series_resist_v	40			recover_life_v	200	75	
1889		Đá Hồn Liễu Tiêu Đình-Cao		7	4000										1	resist_allseriesstate_rate_v	40			state_stun_resisttime	60		
1890		Đá Hồn Lý Điềm Nhi-Cao		8	4000					1						rangedamagereturn_p	9			lifemax_v	1450		
1891		Đá Hồn Lý Thiên Mục-Cao		9	4000			1								attackspeed_v	10			attackrate_v	200		
1892		Đá Hồn Hoàn Nhan Tương-Cao		10	4000		1									deadlystrike_damage_p	6			state_hurt_resistrate	60		
2851		Đá Hồn Huyền Từ-Cao 		49	4000										1	lifemax_p	27						
1893		Đá Hồn Thiệu Hồng Uyên-Cao		0	1350	1										strength_v	56			attackrate_v	112		
1894		Đá Hồn Bạch Ngạn Kính-Cao		0	1350					1						vitality_v	56			attackrate_v	112		
1895		Đá Hồn Gia Luật Sở Tài-Cao		11	4000									1		weaken_deadlystrike_damage_p	6			state_palsy_resistrate	60		
1896		Đá Hồn Lôi Phong-Cao		0	1350				1							state_stun_resistrate	84			lifemax_v	560		
1897		Đá Hồn Lôi Đồng-Cao		0	1350				1							state_slowall_resistrate	84			lifemax_v	560		
1898		Đá Hồn Đường Quyên Quyên-Cao		0	1350				1							state_palsy_resistrate	84			lifemax_v	560		
1899		Đá Hồn Lôi Chấn Thiên-Cao		12	4000							1				add_seriesstate_rate_v	40			state_slowall_resistrate	60		
1900		Đá Hồn Đoạt Bảo Tặc-Cao		0	1350						1					dexterity_v	56			attackrate_v	112		
1901		Đá Hồn Song Dị Thú-Cao		13	1350					1						earth_resist_v	105						
1902		Đá Hồn Bôn Diệm Báo Vương-Cao		14	1350						1					all_series_resist_v	35						
1903		Đá Hồn Cửu Vĩ Hồ Vương-Cao		15	1350					1						water_resist_v	105						
2546		Đá Hồn Dương Anh-Cao		30	12000	1										steallife_p	13			strength_v	56		
2547		Đá Hồn Thanh Hiểu Sư Thái-Cao		34	12000				1							vitality_v	112			all_series_resist_v	28		
2548		Đá Hồn Chúc Tử Hư-Cao		35	12000									1		energy_v	112			defense_v	112		
2549		Đá Hồn Hoàng Ngọc Anh-Cao		32	12000							1				deadlystrike_v	112			ignore_defense_v	112		
2550		Đá Hồn Đạo Nhất Chân Nhân-Cao		38	12000						1					ignore_all_resist_v	100	56		dexterity_v	56		
2551		Đá Hồn Đoan Mộc Duệ-Cao		31	12000		1									deadlystrike_damage_p	7			metal_resist_v	112		
2852		Đá Hồn Huyền Nhân-Cao 		50	12000	1										ignore_defense_v	224			strength_v	56		
1904		Đá Hồn Cao Trường Cung-Cao		0	4000	1										physical_firedamage_v	120			attackrate_v	160		
1905		Đá Hồn Triết Biệt-Cao		17	4000	1										deadlystrike_v	80			attackrate_v	160		
1906		Đá Hồn Tần Lương Ngọc-Cao		0	4000	1										physical_waterdamage_v	120			attackrate_v	160		
1907		Đá Hồn Viên Thừa Chí-Cao		0	4000	1										physical_earthdamage_v	120			attackrate_v	160		
1908		Đá Hồn Ngao Bái-Cao		0	4000	1										physical_metaldamage_v	120			attackrate_v	160		
1909		Đá Hồn Hàn Thế Trung-Cao		0	4000	1										physical_wooddamage_v	120			attackrate_v	160		
1910		Đá Hồn Xích Tinh Hổ Hoàng-Cao		22	12000			1								metal_resist_v	168			lifemax_v	2000		
1911		Đá Hồn Hám Thiên Hùng Hoàng-Cao		23	12000			1								wood_resist_v	168			lifemax_v	2000		
1912		Đá Hồn Tử Bối Ngạc Hoàng-Cao		24	12000										1	all_series_resist_v	56			lifemax_v	2000		
1913		Đá Hồn Định Hải Kim Cang-Cao		25	12000			1								water_resist_v	168			lifemax_v	2000		
1914		Đá Hồn Kim Sí Bằng Hoàng-Cao		26	12000			1								earth_resist_v	168			lifemax_v	2000		
1915		Đá Hồn Ngân Giác Tê Hoàng-Cao		27	12000			1								fire_resist_v	168			lifemax_v	2000		
2552		Đá Hồn Mạnh Tri Thu-Cao		33	12000								1			strength_v	112			wood_resist_v	84		
2553		Đá Hồn Lý Hiển Trung-Cao		36	12000					1						all_series_resist_v	56			recover_life_v	280	75	
2554		Đá Hồn Đồ Đơn Khắc Ninh-Cao		37	12000										1	dexterity_v	112			resist_allseriesstate_rate_v	28		
2670		Đá Hồn Độc Cô Kiếm-Cao		39	12000		1									ignore_all_resist_v	100	56		basic_damage_v	84		84
2884		Đá Hồn Nam Cung Phi-Cao 		51	12000								1			energy_v	112			ignore_all_resist_v	100	29	
2885		Đá Hồn Dương Ảnh Phong-Cao 		52	12000					1						vitality_v	112			defense_v	112		
2678		Đá Hồn Kinh Kha-Cao		42	12000						1					ignore_all_resist_v	100	56		defense_v	112		
2679		Đá Hồn Ngu Cơ-Cao		41	12000									1		fire_resist_v	168			state_palsy_resistrate	84		
2680		Đá Hồn Nhạc Phi-Cao		40	12000							1				water_resist_v	168			state_slowall_resistrate	84		
2698		Đá Hồn Hoàn Nhan Hồng Liệt-Cao		43	12000										1	basic_damage_v	168		168	lifemax_p	12		
2834		Đá Hồn Huyền Thiên Võ Cơ-Cao 		46	12000							1				dexterity_v	168						
2835		Đá Hồn Bạch Khởi-Cao 		47	12000				1							all_series_resist_v	84						
2836		Đá Hồn Lý Tư-Cao 		48	12000									1		weaken_deadlystrike_v	168						
3024		Đá Hồn Lôi-Cao 		54	12000				1							defense_v	480						
2837		Đá Hồn Tần Thủy Hoàng-Cao (Âm) 		44	36000		1									series_abate_v	600			basic_damage_v	120		120
2838		Đá Hồn Tần Thủy Hoàng-Cao (Dương) 		45	36000					1						series_enhance_v	600			lifemax_p	18		
1916		Đá Hồn Trương Phong-Cao		0	1350	1										strength_v	56			lifemax_v	560		
1917		Đá Hồn Nguyệt My Nhi-Cao		0	1350						1					dexterity_v	56			lifemax_v	560		
1918		Đá Hồn Thiên Tinh Đạo Trưởng-Cao		0	4000								1			ignore_defense_v	160			lifemax_v	1450		
1919		Đá Hồn Yên Nhược Tuyết-Cao		0	4000									1		defense_v	160			lifemax_v	1450		
1920		Đá Hồn Dương Hi Liệt-Cao		0	4000			1								add_seriesstate_time_v	40			lifemax_v	1450		
1921		Đá Hồn Thượng Quan Phi Long-Cao		28	4000									1		weaken_deadlystrike_v	80			lifemax_v	1450		
1922		Đá Hồn Nạp Lan Tiềm Lẫm-Cao		29	4000						1					ignore_all_resist_v	100	40		lifemax_v	1450		
1923		Đá Hồn Phương Miễn-Cao		0	4000		1									resist_allseriesstate_time_v	40			lifemax_v	1450		
1924		Đá Hồn Nam Cung Diệt-Cao		0	4000					1						lifemax_p	18			recover_life_v	200	75	
1925		Đá Hồn Đường Ảnh-Cao		0	4000							1				ignore_defense_v	160			lifemax_v	1450		
1926		Đá Hồn Thu Y Thủy-Cao		0	4000						1					defense_v	160			lifemax_v	1450		
3221		Đá Hồn Lý Nguyên Bá-Cao		56	12000						1					vitality_v	168						
