szHelpKey	szBigTitle	nHead	nIndex	szTitle	Function	FunParam	szContent
FactionBattleHelp	Thi Đấu Môn Phái		4	Thưởng tham gia			Phần thưởng thi đấu mỗi giai đoạn sẽ tốt hơn giai đoạn trước, quá trình thi đấu sau khi hỗn chiến sẽ [FFFE0D]ngẫu nhiên xuất hiện Rương[-]. [FFFE0D]Tân Vương[-] xuất hiện đừng vội thoát, Tân Vương ngoại trừ nhận được [FFFE0D]danh hiệu[-] còn có thể [FFFE0D]nhấp Cờ Phái[-] [FFFE0D]phát thưởng[-] cho tất cả đệ tử môn phái!
FactionBattleHelp	Thi Đấu Môn Phái		5	Điều kiện			Khi người tham gia đạt Lv4 trở lên sẽ mở Thi Đấu Môn Phái. Nếu không quá 16 người sẽ bỏ qua Vòng Sơ Loại, trực tiếp vào Top 16.
WhiteTigerFubenHelp	Bạch Hổ Đường		1	Giới thiệu			Bạch Hổ Đường là nơi tranh đoạt cực kỳ nguy hiểm, nhận vật ≥ Lv30 được tham gia, mỗi người [FFFE0D]chỉ có 1 cơ hội [-], thất bại sẽ bị trục xuất, tồn tại càng lâu cơ hội đoạt kho báu càng lớn!
WhiteTigerFubenHelp	Bạch Hổ Đường		2	Báo Danh			Bạch Hổ Đường gồm 8 lối vào, người chơi ở lối vào khác nhau sẽ vào giai đoạn chiến đấu khác nhau, thành viên cùng đội nên vào cùng lối vào, tránh phân tán!
WhiteTigerFubenHelp	Bạch Hổ Đường		3	Đợt tham gia			Bạch Hổ Đường gồm 4 tầng, mỗi tầng sau khi kết thúc sẽ [FFFE0D]tạo mới thủ lĩnh [-], đội diệt Thủ Lĩnh được thưởng, đồng thời mở lối vào tiếp theo, gặp đội thắng khác.
WhiteTigerFubenHelp	Bạch Hổ Đường		4	Gợi ý			Lập đội với [FFFE0D]thành viên Bang Hội[-] và [FFFE0D]hảo hữu[-] sẽ tăng tỉ lệ sinh tồn!\nNếu gặp đội mạnh thì tạm tránh mặt đợi cơ hội.
WhiteTigerFubenHelp	Bạch Hổ Đường		5	Tầng 5			Mở máy chủ [FFFE0D]89 ngày[-] sau, Bạch Hổ Đường sẽ mở tầng 5. Tầng 5 là [FFFE0D]Liên SV[-]. Bang gây sát thương cao nhất cho người bảo vệ tầng 4 mới có tư cách vào tầng 5
TeamBattleHelp	Thông Thiên Tháp		1	Giới thiệu			Thông Thiên Tháp được khiêu chiến [FFFE0D]5 lần[-], mỗi tầng sẽ gặp một đội đại hiệp [FFFE0D]tương ứng[-], hãy so tài với họ! Thắng sẽ tới tầng kế, thua sẽ ở lại chiến đấu tiếp với đội đại hiệp khác.
TeamBattleHelp	Thông Thiên Tháp		2	Quy tắc			Thông Thiên Tháp cũng có thể báo danh cá nhân, khi thi đấu sẽ ghép đội ngẫu nhiên. Nên tổ đội với [FFFE0D]thành viên bang hội[-] hoặc [FFFE0D]hảo hữu[-] để đạt thành tích tốt nhất!
TeamBattleHelp	Thông Thiên Tháp		3	Chuỗi Thi Đấu			Thông Thiên Tháp là tính năng sẽ ra mắt khi [FFFE0D]mở cấp tối đa 109[-], chia thành hai giai đoạn [FFFE0D]đấu tháng, đấu quý[-]. Hằng ngày thi đấu trong Thông Thiên Tháp giành được kết quả tốt sẽ nhận được tư cách tham gia đấu tháng, đấu quý. Mỗi giai đoạn thi đấu đều có nhiều thưởng!
BattleHelp	Chiến Trường		1	Giới thiệu			Vào thời gian cố định mỗi ngày, nhân vật ≥Lv24 có thể báo danh, báo danh xong tất cả người chơi được chia ngẫu nhiên vào「Tống」hoặc「Kim」giao đấu, không thể tổ đội trước, mục đích là đánh bại [FFFE0D]người chơi phe đối phương[-], bên có [FFFE0D]tổng điểm[-] cuối cùng cao sẽ thắng.
BattleHelp	Chiến Trường		2	Nhận điểm			1. [FFFE0D]Diệt đối phương [-] được nhận điểm, số liên trảm càng cao thì điểm càng nhiều. \n2. Diệt [FFFE0D]Sinh Vật Hoang Dã[-] sẽ nhận hiệu ứng tăng lợi ích và điểm\n3. Diệt [FFFE0D]Đại Tướng[-] đối phương sẽ nhận điểm lớn. 
BattleHelp	Chiến Trường		3	Tính thưởng			Cuối cùng dựa vào hạng [FFFE0D]tích lũy cá nhân[-] phát thưởng, hạng càng cao thưởng càng tốt; [FFFE0D]Phe thắng[-] khi tổng kết tích lũy cá nhân sẽ tăng điểm;
BattleHelp	Chiến Trường		4	Gợi ý			Cần phải nhớ ngũ hành của mỗi phái để tấn công khắc chế, như vậy sẽ hạ mục tiêu dễ hơn. Gặp phái khắc chế bản thân thì phải suy nghĩ kỹ trước khi đánh! Ngoài ra phải nhớ đi đến chỗ không có người để ngồi thiền hồi sinh lực!
BattleHelp	Chiến Trường		5	Chiến Trường Liên SV			Sau khi mở [FFFE0D]Lv79[-] sẽ mở Chiến Trường Liên SV. [FFFE0D]20:30 và 22:30 thứ 4, 6 hàng tuần[-] có thể vào Chiến Trường Tống Kim chiến đấu với người chơi máy chủ khác.
BattleHelp	Chiến Trường		6	Chuỗi Thi Đấu			Chiến Trường là tính năng sẽ ra mắt khi [FFFE0D]mở cấp tối đa 109[-], chia thành hai giai đoạn [FFFE0D]đấu tháng, đấu quý[-]. Hằng ngày thi đấu trong Chiến Trường giành được kết quả tốt sẽ nhận được tư cách tham gia đấu tháng, đấu quý. Mỗi giai đoạn thi đấu đều có nhiều thưởng!
DomainHelp	Công Thành Chiến		1	Giới thiệu			Công Thành Chiến tham gia theo Bang Hội, sau khi tuyên chiến, vào bản đồ để tranh đoạt lãnh địa. Mỗi Bang Hội chỉ có thể chiếm [FFFE0D]1[-] lãnh địa, cuối cùng chiếm lĩnh Tương Dương Thành, đoạt ngôi Thành Chủ. Công Thành Chiến lần đầu chỉ mở lãnh địa dã ngoại, sau đó lần lượt mở thôn trấn và thành chính Tương Dương.
DomainHelp	Công Thành Chiến		2	Thời gian hoạt động			21:00-21:30 mỗi thứ 3 và thứ 7 là thời gian công thành chiến. 0 giờ cùng ngày đến trước khi hoạt động bắt đầu là thời gian tuyên chiến, trước khi hoạt động bắt đầu mục tiêu tuyên chiến có thể thay đổi, [FFFE0D]sau khi bắt đầu chỉ được tấn công mục tiêu tuyên chiến[-] và thủ lãnh địa bang hội đã có.
DomainHelp	Công Thành Chiến		3	Quy tắc tuyên chiến			Bang Hội phải [FFFE0D]Tuyên chiến[-] xong mới có tư cách Công Thành Chiến. Bang Hội không có lãnh địa có thể vào giao diện [FFFE0D]Bang Hội-Lãnh Địa[-] tuyên chiến. Khi đã có lãnh địa Bang hội, hệ thống sẽ tự động giúp tuyên chiến lãnh địa cấp cao hơn liền kề. Bang Hội chiếm cứ thôn trấn mới được tuyên chiến thành chính Tương Dương.
DomainHelp	Công Thành Chiến		4	Doanh Địa			Khi tấn công một lãnh địa, hệ thống sẽ mặc định chia cho Bang Hội một [FFFE0D]Doanh Địa[-], nơi này sẽ là điểm hồi sinh khi trọng thương. Để tránh Doanh Địa bị phe địch vây đánh, Bang Chủ, Bang Phó và Trưởng Lão có thể vào giao diện [FFFE0D]Chiến Báo[-] đổi Doanh Địa, như vậy thành viên Bang Hội sẽ hồi sinh ở Doanh Địa mới.
DomainHelp	Công Thành Chiến		5	Giới thiệu Lãnh địa			Lãnh địa chia 3 cấp: Thành thị, thôn trấn và dã ngoại. Bản đồ dã ngoại không có [FFFE0D]cổng thành[-], chỉ cần [FFFE0D]đoạt Long Trụ[-] để sở hữu. Thành thị và thôn trấn có [FFFE0D]cổng thành[-] nhằm ngăn phe công tiếp cận Long Trụ, phe thủ có thể [FFFE0D]xuất thành[-] ngăn phe công phá cổng thành.
DomainHelp	Công Thành Chiến		6	Quy tắc thắng thua			Long Trụ chia làm [FFFE0D]Long Trụ Nhật Diệu[-], [FFFE0D]Long Trụ Nguyệt Hoa[-] và [FFFE0D]Long Trụ Tinh Huy[-]. Khi Công Thành Chiến kết thúc, dựa theo số Long Trụ mà Bang Hội chiếm để quyết định quyền sở hữu lãnh địa. Khi số lượng bằng nhau, Bang Hội chiếm [FFFE0D]Long Trụ Nhật Diệu[-] sẽ chiến thắng.
DomainHelp	Công Thành Chiến		7	Phần thưởng			Công Thành Chiến kết thúc sẽ căn cứ tình trạng [FFFE0D]Long Trụ chiếm[-] để phát thưởng. Cá nhân có thể diệt địch và phá hủy Long Trụ để nhận [FFFE0D]điểm[-], tích lũy điểm nhận thưởng.
DomainHelp	Công Thành Chiến		8	Tương Dương Thành Chủ			Thủ Lĩnh Bang Hội chiếm Tương Dương sẽ trở thành [FFFE0D]Tương Dương Thành Chủ[-], nhận [FFFE0D]danh hiệu[-] riêng, [FFFE0D]Ngựa Thành Chủ[-] và được [FFFE0D]dựng tượng[-] cá nhân tại Tương Dương. Các phần thưởng này sẽ mất khi Công Thành Chiến lần sau kết thúc. Các Thủ Lĩnh hãy tích cực cùng Bang Hội chiếm Tương Dương, nhận thưởng vinh quang.
DomainHelp	Công Thành Chiến		9	Thương Nhân Lãnh Địa			Vào [FFFE0D]19:10[-] mỗi ngày,  đấu giá Bang Hội sẽ xuất hiện [FFFE0D]Thương Nhân Lãnh Địa[-]. Căn cứ theo [FFFE0D]cấp Lãnh địa[-] thành viên tham gia đấu giá có thể nhận lợi tức đấu giá.
DomainHelp	Công Thành Chiến		10	Tăng thưởng			Tấn công [FFFE0D]Cổng Thành[-] và khi kết thúc chiếm [FFFE0D]Long Trụ[-] có thể tăng phần thưởng cuối cùng của [FFFE0D]Bang Hội[-]. Nhấp biểu tượng chữ [FFFE0D]Thưởng[-] ở góc phải giao diện chiến đấu có thể xem hiệu quả tăng thêm
DomainItemHelp	Đạo cụ công thành		1	Giới thiệu đạo cụ			Công Thành Chiến có thể dùng một số đạo cụ, gồm [FFFE0D]đạo cụ biến thân[-] (Công Thành Xa, Kình Nỏ Xa và Thiết Pháo Xa) và [FFFE0D]đạo cụ triệu hồi[-] (Thần Xạ Thủ và Cờ Cổ Vũ), giúp Bang Hội thắng dễ hơn. Sau khi dùng đạo cụ biến thân sẽ xuất hiện NPC, đối thoại sẽ biến thân.
DomainItemHelp	Đạo cụ công thành		2	Công dụng đạo cụ			Công Thành Xa sẽ gây nhiều sát thương cho Cổng Thành và Long Trụ. Kình Nỏ Xa và Thiết Pháo Xa là vũ khí tấn công, người chơi [FFFE0D]yếu[-] vào sẽ thêm sức mạnh. Thần Xạ Thủ giúp phòng thủ một số cứ điểm quan trọng, Cờ Cổ Vũ tăng sức mạnh cho thành viên Bang Hội xung quanh.
DomainItemHelp	Đạo cụ công thành		3	Cách nhận			Đạo cụ công thành có thể mua ở [FFFE0D]Quân Nhu Phường[-]. Trưởng Lão, Bang Phó và Bang Chủ mới có thể mua. Sau khi mua, đạo cụ tự thêm vào giao diện Bang Hội-Lãnh Địa.
DomainItemHelp	Đạo cụ công thành		4	Quy tắc dùng			Bang Chủ, Bang Phó và Trưởng Lão có quyền sử dụng, mỗi cuộc đấu có giới hạn lần dùng. Công Thành Xa (4) chỉ dùng trong Doanh Địa thành thị và thôn trấn, Kình Nỏ Xa (5) và Thiết Pháo Xa (3) dùng ở khu an toàn, Thần Xạ Thủ (10) và Cờ Cổ Vũ (2) chỉ dùng trong khu vực chiến đấu.
DomainHelpAward	Tăng phần thưởng công thành		1	Quy tắc			Tấn công [FFFE0D]Cổng Thành[-] và khi kết thúc chiếm [FFFE0D]Long Trụ[-] có thể tăng phần thưởng cuối cùng của [FFFE0D]Bang Hội[-]
DomainHelpAward	Tăng phần thưởng công thành		2	Cổng Thành cộng thêm			Khi bang hội tấn công cổng thành, căn cứ vào [FFFE0D]tỉ lệ sát thương gây ra[-] để tăng phần thưởng. [FFFE0D]Chú ý: Mỗi Cổng Thành đều có thể nhận hiệu quả cộng thêm.[-]
DomainHelpAward	Tăng phần thưởng công thành		3	Long Trụ cộng thêm			[FFFE0D]Kết thúc Công Thành Chiến[-] nếu có thể chiếm Long Trụ tấn công lãnh địa sẽ tăng phần thưởng cuối cùng bang hội
SkillHelp	Kỹ năng môn phái		1	Điểm kỹ năng			Tốn 1 điểm kỹ năng để tăng 1 cấp kỹ năng tương ứng.\nMỗi tăng 1 cấp nhân vật sẽ nhận 1 điểm kỹ năng, có thể dùng đạo cụ tăng thêm
CardCollection_1Help	Thu Thập Lăng Tuyệt Phong		1	Giới thiệu			Sau khi mở cấp tối đa Lv59, tham gia Lăng Tuyệt Phong có thể nhận các loại Thẻ Khiêu Chiến, thu thập để nhận thưởng xếp hạng.
CardCollection_1Help	Thu Thập Lăng Tuyệt Phong		2	Giới thiệu			Sử dụng Thẻ sẽ đưa vào Sách Thu Thập kích hoạt mục tương ứng. Mỗi thẻ đều có độ quý hiếm, Sách Thu Thập dựa vào loại thẻ đã nhận để tích lũy độ quý hiếm, cuối cùng xếp hạng theo tổng độ quý hiếm và độ hoàn thành của Sách Thu Thập.
CardCollection_1Help	Thu Thập Lăng Tuyệt Phong		3	Thời gian hoạt động			Nếu mở lần đầu sau ngày 20 trong tháng, sẽ dời sang tháng sau mở lần đầu. Mỗi tháng mở hoạt động 1 lần, cuối tháng phát thưởng, ngày 1 mỗi tháng bắt đầu lượt mới.
ControlHelp	Thao tác		1	Hướng dẫn			Mở【Thao tác chính xác】, trước khi thi triển kỹ năng, tự chọn vị trí và hướng thi triển để thao tác chính xác
ControlHelp	Thao tác		2	Phạm vi dùng			Dạng này phù hợp cho kỹ năng định hướng và kỹ năng xác định vị trí diện rộng, không phù hợp với kỹ năng tác động bản thân hoặc quanh bản thân
ControlHelp	Thao tác		3	Thao tác cần biết			Sau khi nhấn nút kỹ năng sẽ xuất hiện khung gợi ý hướng thi triển. Lúc này di chuyển ngón tay để đổi hướng. Sau khi chọn xong, buông tay để thi triển kỹ năng
ArenaHelp	Tỉ Võ Trường		1	Giới thiệu			Phe lên Lôi Đài đầu tiên sẽ trở thành Chủ Lôi Đài và chờ người khác khiêu chiến. Khi bị khiêu chiến, cần Chủ Lôi Đài xác nhận, trong [FFFE0D]60 giây[-] phải chấp nhận khiêu chiến.
ArenaHelp	Tỉ Võ Trường		2	Thắng Thua			Tỉ Võ Trường PK thắng hay thua cũng sẽ không có thưởng và phạt, phe thắng trở thành Chủ Lôi Đài mới, phe thua sẽ rời khỏi Lôi Đài.
HuaShanLunJianHelp	Hướng Dẫn Hoa Sơn Luận Kiếm		1	Giới thiệu			Hoa Sơn Luận Kiếm là việc lớn giang hồ, mỗi tháng 1 mùa đấu, mọi người có thể lập Chiến Đội tỉ thí. Xếp hạng dựa trên điểm, số trận thắng và thời gian thi đấu ở [FFFE0D]Vòng Sơ Loại[-], [FFFE0D]Top 8[-] sẽ vào [FFFE0D]chung kết[-] giành vinh dự Võ Lâm Chí Tôn.
HuaShanLunJianHelp	Hướng Dẫn Hoa Sơn Luận Kiếm		2	Mở hoạt động			Hoa Sơn Luận Kiếm sẽ mở sau khi máy chủ mở [FFFE0D]Lv69[-], đại hiệp [FFFE0D]Lv60[-] trở lên có thể tham gia. [FFFE0D]Ngày 7[-] hàng tháng bắt đầu mùa thi đấu. Khi mở nếu chưa vượt quá [FFFE0D]ngày 15[-] sẽ mở thi đấu, nếu quá ngày sẽ mở vào ngày 7 tháng sau.
HuaShanLunJianHelp	Hướng Dẫn Hoa Sơn Luận Kiếm		3	Thời gian hoạt động			Vòng Sơ Loại từ [FFFE0D]ngày 7-27[-], thi đấu vào [FFFE0D]thứ 2, 4, 6, CN[-], thời gian mở khu thi đấu là [FFFE0D]21:30[-], mỗi [FFFE0D]3[-] phút mở 1 trận, tổng cộng [FFFE0D]8[-] trận. Chung kết bắt đầu vào [FFFE0D]ngày 28[-], thời gian giống với Vòng Sơ Loại, lần lượt đấu [FFFE0D]tứ kết[-], [FFFE0D]bán kết[-] và [FFFE0D]Quán Quân[-] (3 trận thắng 2) .
HuaShanLunJianHelp	Hướng Dẫn Hoa Sơn Luận Kiếm		4	Quy tắc			Sau này Hoa Sơn Luận Kiếm sẽ có nhiều loại thi đấu, mỗi loại yêu cầu số người chiến đội khác nhau, hình thức thi đấu cũng có nhiều thay đổi. Đợt 1 Song Đấu, chỉ cho phép đội 2 người có Đồng Hành trợ chiến, có thể đổi Đồng Hành tại Sảnh Chờ.
HuaShanLunJianHelp	Hướng Dẫn Hoa Sơn Luận Kiếm		5	Quy tắc thắng thua			Khi thi đấu căn cứ vào số địch diệt, số Đồng Hành còn lại và sát thương để định thắng thua.
HuaShanLunJianHelp	Hướng Dẫn Hoa Sơn Luận Kiếm		6	Chiến đội			Tham gia Hoa Sơn Luận Kiếm phải vào [FFFE0D]Chiến Đội[-]. Khi Vòng Sơ Loại bắt đầu, có thể vào [FFFE0D]giao diện thi đấu[-] (Mở từ lịch hoạt động) để tiến hành thao tác Chiến Đội. Thao tác Chiến Đội phải thực hiện trên mục tiêu đơn độc.
HuaShanLunJianHelp	Hướng Dẫn Hoa Sơn Luận Kiếm		7	Vòng Sơ Loại			Sau khi mùa đấu bắt đầu, mỗi tuần được tham gia Vòng Sơ Loại [FFFE0D]16 lần[-], tối đa [FFFE0D]32 lần[-]. Xếp hạng Vòng Sơ Loại sẽ căn cứ vào [FFFE0D]điểm[-], [FFFE0D]số trận thắng[-] và [FFFE0D]thời gian thi đấu[-]. Thắng, hòa, thua sẽ phân biệt nhận 3, 1, 0 điểm, thời gian tiêu hao mỗi trận đấu sẽ được tính vào thời gian thi đấu.
HuaShanLunJianHelp	Hướng Dẫn Hoa Sơn Luận Kiếm		8	Chung kết			[FFFE0D]0 giờ ngày 28[-], [FFFE0D]Top 8[-] Vòng Sơ Loại sẽ vào chung kết, có thể vào [FFFE0D]quan chiến[-], lần lượt tiến hành [FFFE0D]tứ kết[-] (Thi đấu 1 trận), [FFFE0D]bán kết[-] (Thi đấu 1 trận) và [FFFE0D]Quán Quân[-] (3 trận thắng 2). Chung kết hòa sẽ dựa vào xếp hạng Vòng Sơ Loại để định thắng thua.
HuaShanLunJianHelp	Hướng Dẫn Hoa Sơn Luận Kiếm		9	Dự Đoán			Sau khi có danh sách chung kết, có thể vào【[FFFE0D]Chiến Báo[-]】để xem thông tin Chiến Đội vào chung kết và dự đoán Quán Quân. Có thể mở từ [FFFE0D]tin mới[-], [FFFE0D]lịch hoạt động[-] và nút [FFFE0D]chiến báo[-] trong trận chung kết.
HuaShanLunJianHelp	Hướng Dẫn Hoa Sơn Luận Kiếm		10	Tam Quyết Đấu			Sau khi 3 người lập thành Chiến Đội, thành viên sẽ được đánh số và đấu với người cùng số hiệu của Chiến Đội khác, kết thúc sẽ dựa vào thắng thua của thành viên để quyết định Chiến Đội thắng. Có thể thay đổi số hiệu thành viên tại nút【Chiến Đội】trong giao diện thi đấu. Khi chiến đấu, Đồng Hành đã ra trận sẽ ra trận trợ chiến.
ChampionGuessHelp	Đoán Quán Quân		1	Giới thiệu			Có thể dự đoán Quán Quân vòng chung kết tại【[FFFE0D]Chiến Báo[-]】. Khi kết thúc, người chơi [FFFE0D]dự đoán chính xác[-] sẽ nhận thưởng Nguyên Bảo.
ChampionGuessHelp	Đoán Quán Quân		2	Dự đoán			Trước chung kết có thể tùy ý đổi dự đoán đội Quán Quân. Dự đoán chính xác sẽ nhận thưởng [FFFE0D]200 Nguyên Bảo[-].
TeacherStudentHelp1	Sư đồ cần biết		1	Điều kiện bái sư	AddTeacherHelp		Có thể gửi yêu cầu bái sư cho đại hiệp [FFFE0D]≥ bản thân %d cấp[-] ([00FF00]Đủ[-]/[FF0000]Không đủ[-]) \n[FFFE0D]Điều kiện: [-]%s
TeacherStudentHelp1	Sư đồ cần biết		2	Điều kiện nhận đồ đệ	AddStudentHelp		Có thể gửi yêu cầu nhận đồ đệ cho đại hiệp [FFFE0D]≤ bản thân %d cấp[-] ([00FF00]Đủ[-]/[FF0000]Không đủ[-]) \n[FFFE0D]Điều kiện: [-]%s
TeacherStudentHelp1	Sư đồ cần biết		3	Giãn cách nhận đồ đệ			Mỗi lần nhận đồ đệ thành công cần chờ [FFFE0D]7 ngày[-] mới được nhận đồ tiếp.\n[FFFE0D](2 đồ đệ đầu không cần chờ)[-]
TeacherStudentHelp1	Sư đồ cần biết		4	Nghi thức bái sư			Sau khi thiết lập quan hệ sư đồ, 2 người có thể tổ đội đến [FFFE0D]Thượng Quan Phi Long[-] làm nghi thức bái sư, người khác trong đội sẽ trở thành người chứng giám nghi thức bái sư.
TeacherStudentHelp1	Sư đồ cần biết		5	Sư đồ truyền công			Mỗi ngày sư phụ có thể truyền công cho mỗi [FFFE0D]đồ đệ chưa xuất sư[-] 1 lần, cấp sư phụ phải cao hơn đồ đệ mới có thể truyền công.\n[FFFE0D](Truyền công sư đồ không tiêu hao số lần Bang Hội Truyền Công)[-]
TeacherStudentHelp1	Sư đồ cần biết		6	Mục tiêu sư đồ			Đồ đệ sau khi đạt mục tiêu sư đồ có thể hồi báo cho sư phụ [FFFE0D]online[-], đồ đệ nhận [FFFE0D]EXP[-], sư phụ nhận [FFFE0D]danh vọng[-] (Dùng trong Cửa Hàng Danh Vọng)\n[FFFE0D](Mục tiêu đạt trước khi kết thành sư đồ không thể nhận thưởng)[-]
TeacherStudentHelp1	Sư đồ cần biết		7	Xóa quan hệ-Sư đồ chưa xuất sư			Có thể đến Vong Ưu Đảo tìm Thượng Quan Phi Long xin hủy [FFFE0D]quan hệ sư đồ chưa xuất sư[-], cần [FFFE0D]ít nhất 24 giờ[-] xác nhận, trong thời gian này có thể hủy xin.\n[FFFE0D](Xóa quan hệ sư đồ, người đề nghị sẽ không được Bái Sư/Nhận Đệ Tử trong 24 giờ)[-]
TeacherStudentHelp1	Sư đồ cần biết		8	Xóa quan hệ-Sư đồ đã xuất sư			Có thể đến Vong Ưu Đảo tìm Thượng Quan Phi Long xin giải trừ [FFFE0D]quan hệ sư đồ đã xuất sư[-], cần [FFFE0D]14 ngày[-] thời gian xác nhận. Người đăng ký có thể dùng [FFFE0D]1000 Nguyên Bảo[-] để đăng ký, trong thời gian này có thể hủy đăng ký bất cứ lúc nào.\n[FFFE0D](Nguyên Bảo sau khi hủy sẽ tự động hoàn trả) [-]
TeacherStudentHelp1	Sư đồ cần biết		9	Sư Đồ Xuất Sư			[FFFE0D]Điều kiện xuất sư: Thời gian bái sư trên 14 ngày, đạt 50 mục tiêu sư đồ trở lên, đã tiến hành qua nghi thức bái sư[-]\nSư đồ tổ đội do sư phụ dẫn đội đến Vong Ưu Đảo tìm Thượng Quan Phi Long làm nghi thức xuất sư, hai bên đều nhận được thưởng xuất sư, sư phụ còn có [FFFE0D]1 lần[-] cơ hội tặng quà xuất sư cho đồ đệ.
TeacherStudentHelp1	Sư đồ cần biết		10	Đánh giá xuất sư			[FFFE0D]Thường: [-]Đồ đệ đạt [FFFE0D]50[-] mục tiêu sư đồ trở lên. Xuất sư xong sư đồ nhận [FFFE0D]thưởng xuất sư thường[-]\n[FFFE0D]Kiệt xuất: [-]Đồ đệ đạt [FFFE0D]60[-] mục tiêu sư đồ trở lên. Xuất sư xong sư đồ nhận [FFFE0D]thưởng xuất sư đỉnh[-]
TeacherStudentHelp1	Sư đồ cần biết		11	Nhiệm vụ sư đồ-Sơ lược			Đồ đệ sau khi xuất sư, sư phụ mỗi tuần có thể từ nhiệm vụ sư đồ chọn ra [FFFE0D]8[-] nhiệm vụ phát cho đồ đệ.\nĐồ đệ hoàn thành và trả nhiệm vụ, sư đồ hai bên sẽ nhận thưởng.\n[FFFE0D]Gợi ý: Đồ đệ trả nhiệm vụ sẽ không có hạn chế thời gian, có thể giao lại khi hoàn thành tất cả nhiệm vụ[-]
TeacherStudentHelp1	Sư đồ cần biết		12	Nhiệm vụ sư đồ-Hạn chế			 -Khi cấp đồ đệ ≥ cấp sư phụ, sư phụ không thể giao nhiệm vụ cho đồ đệ được nữa.\n -Sư phụ mỗi tuần chỉ có thể sắp xếp [FFFE0D]1 lần[-] nhiệm vụ cho đồ đệ.
TeacherStudentHelp1	Sư đồ cần biết		13	Nhiệm vụ sư đồ-Phần thưởng			Đồ đệ sau khi trả nhiệm vụ, sư phụ có thể nhận [FFFE0D]thưởng danh vọng[-], đồ đệ có thể nhận [FFFE0D]thưởng EXP[-].\nSố lượng nhiệm vụ đồ đệ hoàn thành càng nhiều, phần thưởng hai bên càng cao. Phần thưởng mỗi tuần của sư phụ sẽ tính theo [FFFE0D]2 đồ đệ có số lượng nhiệm vụ hoàn thành nhiều nhất[-]
TeacherStudentHelp2	Tặng Sư Đồ		1	Quy tắc tặng			Sau khi đồ đệ xuất sư, sư phụ có [FFFE0D]1 lần[-] cơ hội tặng quà xuất sư cho đồ đệ.\n[FFFE0D](Gợi ý: Quà tặng là vật phẩm trong hành trang của sư phụ) [-]
TeacherStudentHelp2	Tặng Sư Đồ		2	Vật phẩm có thể tặng			[FFFE0D]Ngoại Trang, Trục Lộc Lệnh, Danh Tướng Lệnh, Minh Chủ Lệnh, Ô Vân Đạp Tuyết, trang bị hiếm bậc 4 trở lên, Đá Hồn-Sơ Lv2, Đá Hồn-Trung Lv3, Đá Hồn-Cao Lv4, Đá Hồn-Sơ Lv3, Đá Hồn-Trung Lv4, Đá Hồn-Cao Lv5, Đá Hồn-Sơ Lv4, Đá Hồn-Trung Lv5, Đá Hồn-Sơ Lv5[-]
BtnInvitationHelp	Mời hảo hữu		1	Quy tắc mời			Mỗi lần mời 1 hảo hữu sẽ tích lũy số lần thưởng, khi đạt 5 lần sẽ được nhận Thủy Tinh Trắng x5
ImperialTombHelp	Hướng dẫn Tần Lăng		1	Quy tắc tham gia			Cấp ≥60 có thể đến Tần Lăng, mỗi ngày người chơi chỉ có thể ở trong đó [FFFE0D]30 phút[-], thời gian có thể tích lũy, 4:00 mỗi ngày nhận, [FFFE0D]tối đa tích lũy đến 210 phút [-].
ImperialTombHelp	Hướng dẫn Tần Lăng		2	Quy tắc bản đồ			Trong Tần Lăng mặc định là dạng Bang Hội, [FFFE0D]không thể mở Tu Luyện Châu[-], [FFFE0D]EXP/Tăng tỉ lệ rơi của Tu Luyện Châu[-] đều [FFFE0D]vô hiệu[-] trong Tần Lăng.
ImperialTombHelp	Hướng dẫn Tần Lăng		3	Vào mật thất			Sau khi diệt quái Tần Lăng sẽ có tỉ lệ khá thấp xuất hiện Bách Tướng, diệt tướng sẽ có cơ hội phát hiện lối vào mật thất. Bách Tướng ở mỗi tầng Tần Lăng đều tương ứng với mật thất khác nhau.
ImperialTombHelp	Hướng dẫn Tần Lăng		4	Quy tắc mật thất			Mật thất mặc định dạng Bang Hội, vào sẽ có [FFFE0D]3 phút[-] bảo vệ, trong mật thất bị trọng thương sẽ rời khỏi và không thể quay lại. Trong mật thất mỗi [FFFE0D]3 phút[-] sẽ ngẫu nhiên tạo mới Đạo Mộ Tặc, Bảo Rương và Thủ Lĩnh! Có thể ở trong mật thất tối đa [FFFE0D]10 phút[-], [FFFE0D]không tiêu hao[-] thời gian Tần Lăng.
ImperialTombEmperorHelp	Hướng dẫn Thủy Hoàng Giáng Thế		1	Quy tắc tham gia			Sau khi mở cấp tối đa Lv79, Thủy Hoàng sẽ xuất hiện ở Tần Lăng vào [FFFE0D]22:00 thứ 5, CN[-], người chơi cấp ≥60 và [FFFE0D]vào bang hội[-]  được tham gia. Vào Hoàng Lăng lúc Thủy Hoàng Giáng Thế, [FFFE0D]không tiêu hao thời gian Tần Lăng[-].
ImperialTombEmperorHelp	Hướng dẫn Thủy Hoàng Giáng Thế		2	Hoàng Lăng Biến Hóa			Khi Thủy Hoàng Giáng Thế, đại hiệp ở Tần Lăng sẽ bị dịch chuyển ra khỏi lãnh địa, cần [FFFE0D]tiêu hao 1 Dạ Minh Châu[-] mới có thể vào lại. Trong thời gian Thủy Hoàng Giáng Thế, sĩ binh trong Hoàng Lăng sẽ tạm thời biến mất.
