TimeFrame	Day	Name	ScriptFunc	WeekDay	Time1	Time2	Time3	Time4	Time5	Time6	Time7	Time8	Time9	Time10	Param1	Param2	Param3	Param4	Param5
OpenLevel109	41	Mở ô Môn Khách thứ 2	SendTimeFrameMail		4:05										OpenDay290	1	Dự báo mở vị trí Môn Khách\n    【Dự báo】%date mở nội dung mới: Vị trí Môn Khách 2, có thể thiết lập Môn Khách cho đồng hành thứ 2!	Coin|1000	1
OpenLevel109	41	Môn Khách 3 Sao	SendTimeFrameMail		4:05										OpenDay290	1	Dự báo mở cấp sao môn khách\n    【Dự báo】%date mở nội dung mới: Môn Khách 3 Sao, có thể tăng cấp Môn Khách đến 3 sao!	Coin|1000	1
OpenLevel119	1	Mở ô Môn Khách thứ 3	SendTimeFrameMail		4:05										OpenLevel119	1	Dự báo mở vị trí Môn Khách\n    【Dự báo】%date mở nội dung mới: Vị trí Môn Khách 3, có thể thiết lập Môn Khách cho đồng hành thứ 3!	Coin|1000	1
OpenLevel119	1	Trân Bảo Các giảm giá	SendTimeFrameMail	1	4:05										OpenLevel119	1	Giảm giá mua giới hạn mỗi tuần\n    Máy chủ mở giới hạn cấp tối đa Lv119, Chủ Thương Hội Vạn Kim Tài quyết định giảm giá một số vật phẩm trong Trân Bảo Các【Mua Giới Hạn Tuần】, giúp các vị sớm trở thành trụ cột võ lâm.\n    [FFFE0D]Thủy Tinh Lam[-]\n    Giá gốc: 120 Nguyên Bảo        Giá bán: 100 Nguyên Bảo\n    [FFFE0D]Thủy Tinh Tím[-]\n    Gốc: 580 Nguyên Bảo        Giá: 480 Nguyên Bảo\n    [FFFE0D]Khoáng Thạch Thần Bí-Vỡ[-]\n    Gốc: 20 Nguyên Bảo          Giá: 15 Nguyên Bảo\n    [FFFE0D]Khoáng Thạch Thần Bí Lv2[-]\n    Gốc: 100 Nguyên Bảo        Giá: 80 Nguyên Bảo\n    [FFFE0D]Khoáng Thạch Thần Bí Lv3[-]\n    Gốc: 480 Nguyên Bảo        Giá: 400 Nguyên Bảo		
OpenLevel129	1	Thương Nhân Tây Vực	SendTimeFrameMail		4:05											1	Thư Giả Hữu Tiền\nĐại hiệp thân mến,\n    Giang hồ ai cũng biết đến Thương Hội Vạn Kim Tài mà ít ai biết đến Thương Nhân Tây Vực Giả Hữu Tiền ta. Lần buôn này có nhiều thu hoạch, nhân dịp gặp lại ta sẽ ở lại Đấu Giá [FFFE0D]3 ngày[-], [FFFE0D]mỗi ngày 19:05[-] mở đấu giá bán [FFFE0D]các loại vật phẩm hiếm[-], các vị đại hiệp nhớ đừng bỏ lỡ!	Coin|1000	
OpenLevel129	5	Nữ Đế Hồi Sinh	SendTimeFrameMail		4:05										OpenLevel129Add10	1	Giới thiệu\n    【Dự báo】Nội dung mới %date: Nữ Đế Hồi Sinh\n   Nữ đế Võ Tắc Thiên sẽ thức tỉnh, các vị đại hiệp hãy sẵn sàng cùng thành viên bang đến đây.\n   Chi tiết hoạt động xem giao diện Lịch hoạt động!	Coin|1000	
OpenLevel129	-2	Nữ Đế Hồi Sinh rơi trang bị Hoàng Kim mới	SendTimeFrameMail		4:05										OpenLevel129Add30	1	Giới thiệu\n    Tái hiện thời kỳ hưng thịnh Đại Đường! Hoàng Kim Đồ Phổ mới sắp tái xuất!\n    Từ %date [FFFE0D]Nữ Đế Hồi Sinh[-] sẽ ra mắt [FFFE0D]「Hoàng Kim Đồ Phổ-Nhẫn」, 「Hoàng Kim Đồ Phổ-Hộ Uyển」[-]!\n   Chi tiết hoạt động xem ở giao diện lịch giới thiệu Nữ Đế Hồi Sinh!	Coin|1000	
OpenDay353	-1	Danh Tướng Liên SV mở	SendActNewInfomation		4:05										Danh Tướng Liên SV mở	CrossLDMJ	OpenDay353	3	
OpenLevel139	-2	Nhân vật Lv139	SendTimeFrameMail		4:05										OpenLevel139	1	Giới thiệu\n 【Dự báo】%date mở nội dung mới: Kiến trúc bang (Binh giáp, trang sức, phòng cụ) mở chế tạo trang bị bậc 12, giới hạn nhân vật mở đến Lv139	Coin|1000	
OpenLevel139	1	Thương Nhân Tây Vực	SendTimeFrameMail		4:05											1	Thư Giả Hữu Tiền\nĐại hiệp thân mến,\n    Giang hồ ai cũng biết đến Thương Hội Vạn Kim Tài mà ít ai biết đến Thương Nhân Tây Vực Giả Hữu Tiền ta. Lần buôn này có nhiều thu hoạch, nhân dịp gặp lại ta sẽ ở lại Đấu Giá [FFFE0D]3 ngày[-], [FFFE0D]mỗi ngày 19:05[-] mở đấu giá bán [FFFE0D]các loại vật phẩm hiếm[-], các vị đại hiệp nhớ đừng bỏ lỡ!	Coin|1000	
OpenLevel89	-2	Mở Minh Chủ Võ Lâm Liên SV	SendNewInfomation		4:05										Mở Minh Chủ Võ Lâm Liên SV	CrossWLMZ	Mở Minh Chủ Võ Lâm Liên SV\n    Giang hồ sắp mở Minh Chủ Võ Lâm Liên SV! Các vị hào hiệp có thể tăng tốc rèn luyện, cùng thành viên bang hội của mình tái chiến giang hồ!\n   Cách nhận quyền tham gia Minh Chủ Võ Lâm Liên SV: [FFFE0D]Bang hội có biểu hiện tốt trong Minh Chủ Võ Lâm thường từ T2 đến T5, T7 và CN[-]. (Sẽ tổng kết và công bố vào mỗi tối T5 sau khi kết thúc Minh Chủ Võ Lâm thường) \n   Thời gian trận: [FFFE0D]12:30 và 19:30 T6 sau khi nhận tư cách lần đầu (Tổng 2 trận) [-].	OpenLevel89	1
OpenLevel99	1	Thí Luyện Bang Hội-Mới	SendTimeFrameMail	5	4:05											1	Giới thiệu\n Hoàn Nhan Hồng Liệt dẫn quân đánh Tương Dương. Triều đình kêu gọi nhân sĩ giang hồ giúp sức!\n [FFFE0D]「Thí Luyện Bang Hội-Thủ Tương Dương」mới[-], [FFFE0D]khó hơn, thưởng nhiều hơn[-], hẹn các đại hiệp [FFFE0D]21:00[-] tối nay!	Coin|1000	
OpenLevel119	-1	Công Thành Liên SV	SendTimeFrameMail	6	4:05										OpenCrossDomainBattle	1	Giới thiệu\n    【Dự báo】%date mở nội dung mới: Công Thành Liên SV.\n   Các đồng đạo võ lâm, hãy cùng đến tranh đoạt lãnh địa cho Bang Hội của mình! Mục tiêu cuối của chúng ta là tranh đoạt Lâm An Thành Vương Tọa, trở thành Lâm An Thành Chủ.\n   Chi tiết hoạt động xem tại giao diện Lịch!	Coin|1000	1
OpenLevel129	2	Thủ Lĩnh Dã Ngoại Lv120	SendTimeFrameMail		4:05										OpenLevel129	1	Giới thiệu\n    【Dự báo】%date mở nội dung mới: Thủ Lĩnh Dã Ngoại Lv120.\n   Chi tiết hoạt động xem giới thiệu Thủ Lĩnh Dã Ngoại ở giao diện Lịch hoạt động!	Coin|1000	
OpenLevel149	-2	Nhân Vật Lv149	SendTimeFrameMail		4:05										OpenLevel149	1	Giới thiệu\n    【Dự báo】%date mở nội dung mới: Kiến trúc Bang Hội (Binh Giáp, Trang Sức, Phòng Cụ) mở Chế Tạo Trang Bị Bậc 13, giới hạn cấp nhân vật mở đến Lv149.	Coin|1000	
OpenLevel149	1	Thương Nhân Tây Vực	SendTimeFrameMail		4:05											1	Thư Giả Hữu Tiền\nĐại hiệp thân mến,\n    Giang hồ ai cũng biết đến Thương Hội Vạn Kim Tài mà ít ai biết đến Thương Nhân Tây Vực Giả Hữu Tiền ta. Lần buôn này có nhiều thu hoạch, nhân dịp gặp lại ta sẽ ở lại Đấu Giá [FFFE0D]3 ngày[-], [FFFE0D]mỗi ngày 19:05[-] mở đấu giá bán [FFFE0D]các loại vật phẩm hiếm[-], các vị đại hiệp nhớ đừng bỏ lỡ!	Coin|1000	
OpenLevel159	-2	Nhân vật Lv159	SendTimeFrameMail		4:05										OpenLevel159	1	Giới thiệu\n    【Dự báo】%date mở: Kiến trúc Bang Hội (Binh Giáp, Trang Sức, Phòng Cụ) mở Chế Tạo Trang Bị Bậc 14, cấp tối đa nhân vật mở đến Lv159.	Coin|1000	
OpenLevel159	1	Thương Nhân Tây Vực	SendTimeFrameMail		4:05											1	Thư Giả Hữu Tiền\nĐại hiệp thân mến,\n    Giang hồ ai cũng biết đến Thương Hội Vạn Kim Tài mà ít ai biết đến Thương Nhân Tây Vực Giả Hữu Tiền ta. Lần buôn này có nhiều thu hoạch, nhân dịp gặp lại ta sẽ ở lại Đấu Giá [FFFE0D]3 ngày[-], [FFFE0D]mỗi ngày 19:05[-] mở đấu giá bán [FFFE0D]các loại vật phẩm hiếm[-], các vị đại hiệp nhớ đừng bỏ lỡ!	Coin|1000	
OpenLevel169	-2	Nhân vật Lv169	SendTimeFrameMail		4:05										OpenLevel169	1	Giới thiệu\n    【Dự báo】%date mở nội dung mới: Kiến trúc bang (Binh Giáp, Trang Sức, Phòng Cụ) mở chế tạo trang bị bậc 15, giới hạn cấp nhân vật mở đến Lv169. 	Coin|1000	
OpenLevel169	1	Thương Nhân Tây Vực	SendTimeFrameMail		4:05											1	Thư Giả Hữu Tiền\nĐại hiệp thân mến,\n    Giang hồ ai cũng biết đến Thương Hội Vạn Kim Tài mà ít ai biết đến Thương Nhân Tây Vực Giả Hữu Tiền ta. Lần buôn này có nhiều thu hoạch, nhân dịp gặp lại ta sẽ ở lại Đấu Giá [FFFE0D]3 ngày[-], [FFFE0D]mỗi ngày 19:05[-] mở đấu giá bán [FFFE0D]các loại vật phẩm hiếm[-], các vị đại hiệp nhớ đừng bỏ lỡ!	Coin|1000	
OpenLevel129	1	Mở Môn Khách 4	SendTimeFrameMail		4:05										OpenLevel129	1	Dự báo mở vị trí Môn Khách\n    【Dự báo】%date mở nội dung mới: Vị trí Môn Khách 4, có thể thiết lập Môn Khách cho đồng hành thứ 4!	Coin|1000	1
