Level	LevelMin	FightPowerWeapon	FightPowerCloth	FightPowerJewelry	FightPowerArmor	ValueWeapon	ValueArmorCloth	ValueJewelry	ValueArmor	ConsumeItem	ConsumeCountWeapon	ConsumeCountCloth	ConsumeCountJewelry	ConsumeCountArmor	Probility	BreakItem	BreakCountWeapon	BreakCountCloth	BreakCountJewelry	BreakCountArmor
264	13	7163991	4298366	2865625	1432740	7163943365	4298366019	2865577346	1432788673	crystal_7	40	30	30	1	100					
265	13	7206658	4323966	2882692	1441273	7206610030	4323966018	2882644012	1441322006	crystal_7	40	30	30	1	100					
266	13	7249325	4349566	2899759	1449806	7249276695	4349566017	2899710678	1449855339	crystal_7	40	30	30	1	100					
267	13	7291992	4375166	2916826	1458339	7291943360	4375166016	2916777344	1458388672	crystal_7	40	30	30	1	100					
268	13	7334659	4400766	2933893	1466872	7334610025	4400766015	2933844010	1466922005	crystal_7	40	30	30	1	100					
269	13	7377326	4426366	2950960	1475405	7377276690	4426366014	2950910676	1475455338	crystal_7	40	30	30	1	100					
270	13	7419993	4451966	2968027	1483938	7419943355	4451966013	2967977342	1483988671	crystal_7	40	30	30	1	100					
271	13	7462660	4477566	2985094	1492471	7462610020	4477566012	2985044008	1492522004	crystal_7	40	30	30	1	100					
272	13	7505327	4503166	3002161	1501004	7505276685	4503166011	3002110674	1501055337	crystal_7	40	30	30	1	100					
273	13	7547994	4528766	3019228	1509537	7547943350	4528766010	3019177340	1509588670	crystal_7	40	30	30	1	100					
274	13	7590661	4554366	3036295	1518070	7590610015	4554366009	3036244006	1518122003	crystal_7	40	30	30	1	100					
275	13	7633328	4579966	3053362	1526603	7633276680	4579966008	3053310672	1526655336	crystal_7	40	30	30	1	100					
276	13	7675995	4605566	3070429	1535136	7675943345	4605566007	3070377338	1535188669	crystal_7	40	30	30	1	100					
277	13	7718662	4631166	3087496	1543669	7718610010	4631166006	3087444004	1543722002	crystal_7	40	30	30	1	100					
278	13	7761329	4656766	3104563	1552202	7761276675	4656766005	3104510670	1552255335	crystal_7	40	30	30	1	100					
279	13	7803996	4682366	3121630	1560735	7803943340	4682366004	3121577336	1560788668	crystal_7	40	30	30	1	100					
280	13	7846663	4707966	3138697	1569268	7846610005	4707966003	3138644002	1569322001	crystal_7	40	30	30	1	100					
281	13	7889330	4733566	3155764	1577801	7889276670	4733566002	3155710668	1577855334	crystal_7	40	30	30	1	100					
282	13	7931997	4759166	3172831	1586334	7931943335	4759166001	3172777334	1586388667	crystal_7	40	30	30	1	100					
283	13	7974664	4784766	3189898	1594867	7974610000	4784766000	3189844000	1594922000	crystal_7	40	30	30	1	100					
284	13	8017331	4810366	3206965	1603400	8017276665	4810365999	3206910666	1603455333	crystal_7	40	30	30	1	100					
285	13	8059998	4835966	3224032	1611933	8059943330	4835965998	3223977332	1611988666	crystal_7	40	30	30	1	100					
286	13	8102665	4861566	3241099	1620466	8102609995	4861565997	3241043998	1620521999	crystal_7	40	30	30	1	100					
287	13	8145332	4887166	3258166	1628999	8145276660	4887165996	3258110664	1629055332	crystal_7	40	30	30	1	100					
288	13	8187999	4912766	3275233	1637532	8187943325	4912765995	3275177330	1637588665	crystal_7	40	30	30	1	100					
289	13	8230666	4938366	3292300	1646065	8230609990	4938365994	3292243996	1646121998	crystal_7	40	30	30	1	100					
290	13	8273333	4963966	3309367	1654598	8273276655	4963965993	3309310662	1654655331	crystal_7	40	30	30	1	100					
291	13	8316000	4989566	3326434	1663131	8315943320	4989565992	3326377328	1663188664	crystal_7	40	30	30	1	100					
292	13	8358667	5015166	3343501	1671664	8358609985	5015165991	3343443994	1671721997	crystal_7	40	30	30	1	100					
293	13	8401334	5040766	3360568	1680197	8401276650	5040765990	3360510660	1680255330	crystal_7	40	30	30	1	100					
294	13	8444001	5066366	3377635	1688730	8443943315	5066365989	3377577326	1688788663	crystal_7	40	30	30	1	100					
295	13	8486668	5091966	3394702	1697263	8486609980	5091965988	3394643992	1697321996	crystal_7	40	30	30	1	100					
296	13	8529335	5117566	3411769	1705796	8529276645	5117565987	3411710658	1705855329	crystal_7	40	30	30	1	100					
297	13	8572002	5143166	3428836	1714329	8571943310	5143165986	3428777324	1714388662	crystal_7	40	30	30	1	100					
298	13	8614669	5168766	3445903	1722862	8614609975	5168765985	3445843990	1722921995	crystal_7	40	30	30	1	100					
299	13	8657336	5194366	3462970	1731395	8657276640	5194365984	3462910656	1731455328	crystal_7	40	30	30	1	100					
300	13	8700003	5219966	3480037	1739928	8699943305	5219965983	3479977322	1739988661	crystal_7	40	30	30	1	100					
301	13	8742670	5245566	3497104	1748461	8742609970	5245565982	3497043988	1748521994	crystal_7	40	30	30	1	100					
302	13	8785337	5271166	3514171	1756994	8785276635	5271165981	3514110654	1757055327	crystal_7	40	30	30	1	100					
303	13	8828004	5296766	3531238	1765527	8827943300	5296765980	3531177320	1765588660	crystal_7	40	30	30	1	100					
304	13	8870671	5322366	3548305	1774060	8870609965	5322365979	3548243986	1774121993	crystal_7	40	30	30	1	100					
305	13	8913338	5347966	3565372	1782593	8913276630	5347965978	3565310652	1782655326	crystal_7	40	30	30	1	100					
306	13	8956005	5373566	3582439	1791126	8955943295	5373565977	3582377318	1791188659	crystal_7	40	30	30	1	100					
307	13	8998672	5399166	3599506	1799659	8998609960	5399165976	3599443984	1799721992	crystal_7	40	30	30	1	100					
308	13	9041339	5424766	3616573	1808192	9041276625	5424765975	3616510650	1808255325	crystal_7	40	30	30	1	100					
309	13	9084006	5450366	3633640	1816725	9083943290	5450365974	3633577316	1816788658	crystal_7	40	30	30	1	100					
310	13	9126673	5475966	3650707	1825258	9126609955	5475965973	3650643982	1825321991	crystal_7	40	30	30	1	100					
311	13	9169340	5501566	3667774	1833791	9169276620	5501565972	3667710648	1833855324	crystal_7	40	30	30	1	100					
312	13	9212007	5527166	3684841	1842324	9211943285	5527165971	3684777314	1842388657	crystal_7	40	30	30	1	100					
313	13	9254674	5552766	3701908	1850857	9254609950	5552765970	3701843980	1850921990	crystal_7	40	30	30	1	100					
314	13	9297341	5578366	3718975	1859390	9297276615	5578365969	3718910646	1859455323	crystal_7	40	30	30	1	100					
315	13	9340008	5603966	3736042	1867923	9339943280	5603965968	3735977312	1867988656	crystal_7	40	30	30	1	100					
316	13	9382675	5629566	3753109	1876456	9382609945	5629565967	3753043978	1876521989	crystal_7	40	30	30	1	100					
317	13	9425342	5655166	3770176	1884989	9425276610	5655165966	3770110644	1885055322	crystal_7	40	30	30	1	100					
318	13	9468009	5680766	3787243	1893522	9467943275	5680765965	3787177310	1893588655	crystal_7	40	30	30	1	100					
319	13	9510676	5706366	3804310	1902055	9510609940	5706365964	3804243976	1902121988	crystal_7	40	30	30	1	100					
320	13	9553343	5731966	3821377	1910588	9553276605	5731965963	3821310642	1910655321	crystal_7	40	30	30	1	100					
321	13	9596010	5757566	3838444	1919121	9595943270	5757565962	3838377308	1919188654	crystal_7	40	30	30	1	100					
322	13	9638677	5783166	3855511	1927654	9638609935	5783165961	3855443974	1927721987	crystal_7	40	30	30	1	100					
323	13	9681344	5808766	3872578	1936187	9681276600	5808765960	3872510640	1936255320	crystal_7	40	30	30	1	100					
324	13	9724011	5834366	3889645	1944720	9723943265	5834365959	3889577306	1944788653	crystal_7	40	30	30	1	100					
325	13	9766678	5859966	3906712	1953253	9766609930	5859965958	3906643972	1953321986	crystal_7	40	30	30	1	100					
326	13	9809345	5885566	3923779	1961786	9809276595	5885565957	3923710638	1961855319	crystal_7	40	30	30	1	100					
327	13	9852012	5911166	3940846	1970319	9851943260	5911165956	3940777304	1970388652	crystal_7	40	30	30	1	100					
328	13	9894679	5936766	3957913	1978852	9894609925	5936765955	3957843970	1978921985	crystal_7	40	30	30	1	100					
329	13	9937346	5962366	3974980	1987385	9937276590	5962365954	3974910636	1987455318	crystal_7	40	30	30	1	100					
330	13	9980013	5987966	3992047	1995918	9979943255	5987965953	3991977302	1995988651	crystal_7	40	30	30	1	100					
331	13	10022680	6013566	4009114	2004451	10022609920	6013565952	4009043968	2004521984	crystal_7	40	30	30	1	100					
332	13	10065347	6039166	4026181	2012984	10065276585	6039165951	4026110634	2013055317	crystal_7	40	30	30	1	100					
333	13	10108014	6064766	4043248	2021517	10107943250	6064765950	4043177300	2021588650	crystal_7	40	30	30	1	100					
334	13	10150681	6090366	4060315	2030050	10150609915	6090365949	4060243966	2030121983	crystal_7	40	30	30	1	100					
335	13	10193348	6115966	4077382	2038583	10193276580	6115965948	4077310632	2038655316	crystal_7	40	30	30	1	100					
336	13	10236015	6141566	4094449	2047116	10235943245	6141565947	4094377298	2047188649	crystal_7	40	30	30	1	100					
337	13	10278682	6167166	4111516	2055649	10278609910	6167165946	4111443964	2055721982	crystal_7	40	30	30	1	100					
338	13	10321349	6192766	4128583	2064182	10321276575	6192765945	4128510630	2064255315	crystal_7	40	30	30	1	100					
339	13	10364016	6218366	4145650	2072715	10363943240	6218365944	4145577296	2072788648	crystal_7	40	30	30	1	100					
340	13	10406683	6243966	4162717	2081248	10406609905	6243965943	4162643962	2081321981	crystal_7	40	30	30	1	100					
341	13	10449350	6269566	4179784	2089781	10449276570	6269565942	4179710628	2089855314	crystal_7	40	30	30	1	100					
342	13	10492017	6295166	4196851	2098314	10491943235	6295165941	4196777294	2098388647	crystal_7	40	30	30	1	100					
343	13	10534684	6320766	4213918	2106847	10534609900	6320765940	4213843960	2106921980	crystal_7	40	30	30	1	100					
344	13	10577351	6346366	4230985	2115380	10577276565	6346365939	4230910626	2115455313	crystal_7	40	30	30	1	100					
345	13	10620018	6371966	4248052	2123913	10619943230	6371965938	4247977292	2123988646	crystal_7	40	30	30	1	100					
346	13	10662685	6397566	4265119	2132446	10662609895	6397565937	4265043958	2132521979	crystal_7	40	30	30	1	100					
347	13	10705352	6423166	4282186	2140979	10705276560	6423165936	4282110624	2141055312	crystal_7	40	30	30	1	100					
348	13	10748019	6448766	4299253	2149512	10747943225	6448765935	4299177290	2149588645	crystal_7	40	30	30	1	100					
349	13	10790686	6474366	4316320	2158045	10790609890	6474365934	4316243956	2158121978	crystal_7	40	30	30	1	100					
350	13	10833353	6499966	4333387	2166578	10833276555	6499965933	4333310622	2166655311	crystal_7	40	30	30	1	100					
351	13	10876020	6525566	4350454	2175111	10875943220	6525565932	4350377288	2175188644	crystal_7	40	30	30	1	100					
352	13	10918687	6551166	4367521	2183644	10918609885	6551165931	4367443954	2183721977	crystal_7	40	30	30	1	100					
353	13	10961354	6576766	4384588	2192177	10961276550	6576765930	4384510620	2192255310	crystal_7	40	30	30	1	100					
354	13	11004021	6602366	4401655	2200710	11003943215	6602365929	4401577286	2200788643	crystal_7	40	30	30	1	100					
355	13	11046688	6627966	4418722	2209243	11046609880	6627965928	4418643952	2209321976	crystal_7	40	30	30	1	100					
356	13	11089355	6653566	4435789	2217776	11089276545	6653565927	4435710618	2217855309	crystal_7	40	30	30	1	100					
357	13	11132022	6679166	4452856	2226309	11131943210	6679165926	4452777284	2226388642	crystal_7	40	30	30	1	100					
358	13	11174689	6704766	4469923	2234842	11174609875	6704765925	4469843950	2234921975	crystal_7	40	30	30	1	100					
359	13	11217356	6730366	4486990	2243375	11217276540	6730365924	4486910616	2243455308	crystal_7	40	30	30	1	100					
360	13	11260023	6755966	4504057	2251908	11259943205	6755965923	4503977282	2251988641	crystal_7	40	30	30	1	100					
361	13	11302690	6781566	4521124	2260441	11302609870	6781565922	4521043948	2260521974	crystal_7	40	30	30	1	100					
362	13	11345357	6807166	4538191	2268974	11345276535	6807165921	4538110614	2269055307	crystal_7	40	30	30	1	100					
363	13	11388024	6832766	4555258	2277507	11387943200	6832765920	4555177280	2277588640	crystal_7	40	30	30	1	100					
364	13	11430691	6858366	4572325	2286040	11430609865	6858365919	4572243946	2286121973	crystal_7	40	30	30	1	100					
365	13	11473358	6883966	4589392	2294573	11473276530	6883965918	4589310612	2294655306	crystal_7	40	30	30	1	100					
366	13	11516025	6909566	4606459	2303106	11515943195	6909565917	4606377278	2303188639	crystal_7	40	30	30	1	100					
367	13	11558692	6935166	4623526	2311639	11558609860	6935165916	4623443944	2311721972	crystal_7	40	30	30	1	100					
368	13	11601359	6960766	4640593	2320172	11601276525	6960765915	4640510610	2320255305	crystal_7	40	30	30	1	100					
369	13	11644026	6986366	4657660	2328705	11643943190	6986365914	4657577276	2328788638	crystal_7	40	30	30	1	100					
370	13	11686693	7011966	4674727	2337238	11686609855	7011965913	4674643942	2337321971	crystal_7	40	30	30	1	100					
371	13	11729360	7037566	4691794	2345771	11729276520	7037565912	4691710608	2345855304	crystal_7	40	30	30	1	100					
372	13	11772027	7063166	4708861	2354304	11771943185	7063165911	4708777274	2354388637	crystal_7	40	30	30	1	100					
373	13	11814694	7088766	4725928	2362837	11814609850	7088765910	4725843940	2362921970	crystal_7	40	30	30	1	100					
374	13	11857361	7114366	4742995	2371370	11857276515	7114365909	4742910606	2371455303	crystal_7	40	30	30	1	100					
375	13	11900028	7139966	4760062	2379903	11899943180	7139965908	4759977272	2379988636	crystal_7	40	30	30	1	100					
376	13	11942695	7165566	4777129	2388436	11942609845	7165565907	4777043938	2388521969	crystal_7	40	30	30	1	100					
377	13	11985362	7191166	4794196	2396969	11985276510	7191165906	4794110604	2397055302	crystal_7	40	30	30	1	100					
378	13	12028029	7216766	4811263	2405502	12027943175	7216765905	4811177270	2405588635	crystal_7	40	30	30	1	100					
379	13	12070696	7242366	4828330	2414035	12070609840	7242365904	4828243936	2414121968	crystal_7	40	30	30	1	100					
380	13	12113363	7267966	4845397	2422568	12113276505	7267965903	4845310602	2422655301	crystal_7	40	30	30	1	100					
381	13	12156030	7293566	4862464	2431101	12155943170	7293565902	4862377268	2431188634	crystal_7	40	30	30	1	100					
382	13	12198697	7319166	4879531	2439634	12198609835	7319165901	4879443934	2439721967	crystal_7	40	30	30	1	100					
383	13	12241364	7344766	4896598	2448167	12241276500	7344765900	4896510600	2448255300	crystal_7	40	30	30	1	100					
384	13	12284031	7370366	4913665	2456700	12283943165	7370365899	4913577266	2456788633	crystal_7	40	30	30	1	100					
385	13	12326698	7395966	4930732	2465233	12326609830	7395965898	4930643932	2465321966	crystal_7	40	30	30	1	100					
386	13	12369365	7421566	4947799	2473766	12369276495	7421565897	4947710598	2473855299	crystal_7	40	30	30	1	100					
387	13	12412032	7447166	4964866	2482299	12411943160	7447165896	4964777264	2482388632	crystal_7	40	30	30	1	100					
388	13	12454699	7472766	4981933	2490832	12454609825	7472765895	4981843930	2490921965	crystal_7	40	30	30	1	100					
389	13	12497366	7498366	4999000	2499365	12497276490	7498365894	4998910596	2499455298	crystal_7	40	30	30	1	100					
390	13	12540033	7523966	5016067	2507898	12539943155	7523965893	5015977262	2507988631	crystal_7	40	30	30	1	100					
391	13	12582700	7549566	5033134	2516431	12582609820	7549565892	5033043928	2516521964	crystal_7	40	30	30	1	100					
392	13	12625367	7575166	5050201	2524964	12625276485	7575165891	5050110594	2525055297	crystal_7	40	30	30	1	100					
393	13	12668034	7600766	5067268	2533497	12667943150	7600765890	5067177260	2533588630	crystal_7	40	30	30	1	100					
394	13	12710701	7626366	5084335	2542030	12710609815	7626365889	5084243926	2542121963	crystal_7	40	30	30	1	100					
395	13	12753368	7651966	5101402	2550563	12753276480	7651965888	5101310592	2550655296	crystal_7	40	30	30	1	100					
396	13	12796035	7677566	5118469	2559096	12795943145	7677565887	5118377258	2559188629	crystal_7	40	30	30	1	100					
397	13	12838702	7703166	5135536	2567629	12838609810	7703165886	5135443924	2567721962	crystal_7	40	30	30	1	100					
398	13	12881369	7728766	5152603	2576162	12881276475	7728765885	5152510590	2576255295	crystal_7	40	30	30	1	100					
399	13	12924036	7754366	5169670	2584695	12923943140	7754365884	5169577256	2584788628	crystal_7	40	30	30	1	100					
400	13	12966703	7779966	5186737	2593228	12966609805	7779965883	5186643922	2593321961	crystal_7	40	30	30	1	100					
401	13	13009370	7805566	5203804	2601761	13009276470	7805565882	5203710588	2601855294	crystal_7	40	30	30	1	100					
402	13	13052037	7831166	5220871	2610294	13051943135	7831165881	5220777254	2610388627	crystal_7	40	30	30	1	100					
403	13	13094704	7856766	5237938	2618827	13094609800	7856765880	5237843920	2618921960	crystal_7	40	30	30	1	100					
404	13	13137371	7882366	5255005	2627360	13137276465	7882365879	5254910586	2627455293	crystal_7	40	30	30	1	100					
405	13	13180038	7907966	5272072	2635893	13179943130	7907965878	5271977252	2635988626	crystal_7	40	30	30	1	100					
406	13	13222705	7933566	5289139	2644426	13222609795	7933565877	5289043918	2644521959	crystal_7	40	30	30	1	100					
407	13	13265372	7959166	5306206	2652959	13265276460	7959165876	5306110584	2653055292	crystal_7	40	30	30	1	100					
408	13	13308039	7984766	5323273	2661492	13307943125	7984765875	5323177250	2661588625	crystal_7	40	30	30	1	100					
409	13	13350706	8010366	5340340	2670025	13350609790	8010365874	5340243916	2670121958	crystal_7	40	30	30	1	100					
410	13	13393373	8035966	5357407	2678558	13393276455	8035965873	5357310582	2678655291	crystal_7	40	30	30	1	100					
411	13	13436040	8061566	5374474	2687091	13435943120	8061565872	5374377248	2687188624	crystal_7	40	30	30	1	100					
412	13	13478707	8087166	5391541	2695624	13478609785	8087165871	5391443914	2695721957	crystal_7	40	30	30	1	100					
413	13	13521374	8112766	5408608	2704157	13521276450	8112765870	5408510580	2704255290	crystal_7	40	30	30	1	100					
414	13	13564041	8138366	5425675	2712690	13563943115	8138365869	5425577246	2712788623	crystal_7	40	30	30	1	100					
415	13	13606708	8163966	5442742	2721223	13606609780	8163965868	5442643912	2721321956	crystal_7	40	30	30	1	100					
416	13	13649375	8189566	5459809	2729756	13649276445	8189565867	5459710578	2729855289	crystal_7	40	30	30	1	100					
417	13	13692042	8215166	5476876	2738289	13691943110	8215165866	5476777244	2738388622	crystal_7	40	30	30	1	100					
418	13	13734709	8240766	5493943	2746822	13734609775	8240765865	5493843910	2746921955	crystal_7	40	30	30	1	100					
419	13	13777376	8266366	5511010	2755355	13777276440	8266365864	5510910576	2755455288	crystal_7	40	30	30	1	100					
420	13	13820043	8291966	5528077	2763888	13819943105	8291965863	5527977242	2763988621	crystal_7	40	30	30	1	100					
421	13	13862710	8317566	5545144	2772421	13862609770	8317565862	5545043908	2772521954	crystal_7	40	30	30	1	100					
422	13	13905377	8343166	5562211	2780954	13905276435	8343165861	5562110574	2781055287	crystal_7	40	30	30	1	100					
423	13	13948044	8368766	5579278	2789487	13947943100	8368765860	5579177240	2789588620	crystal_7	40	30	30	1	100					
424	13	13990711	8394366	5596345	2798020	13990609765	8394365859	5596243906	2798121953	crystal_7	40	30	30	1	100					
425	13	14033378	8419966	5613412	2806553	14033276430	8419965858	5613310572	2806655286	crystal_7	40	30	30	1	100					
426	13	14076045	8445566	5630479	2815086	14075943095	8445565857	5630377238	2815188619	crystal_7	40	30	30	1	100					
427	13	14118712	8471166	5647546	2823619	14118609760	8471165856	5647443904	2823721952	crystal_7	40	30	30	1	100					
428	13	14161379	8496766	5664613	2832152	14161276425	8496765855	5664510570	2832255285	crystal_7	40	30	30	1	100					
429	13	14204046	8522366	5681680	2840685	14203943090	8522365854	5681577236	2840788618	crystal_7	40	30	30	1	100					
430	13	14246713	8547966	5698747	2849218	14246609755	8547965853	5698643902	2849321951	crystal_7	40	30	30	1	100					
431	13	14289380	8573566	5715814	2857751	14289276420	8573565852	5715710568	2857855284	crystal_7	40	30	30	1	100					
432	13	14332047	8599166	5732881	2866284	14331943085	8599165851	5732777234	2866388617	crystal_7	40	30	30	1	100					
433	13	14374714	8624766	5749948	2874817	14374609750	8624765850	5749843900	2874921950	crystal_7	40	30	30	1	100					
434	13	14417381	8650366	5767015	2883350	14417276415	8650365849	5766910566	2883455283	crystal_7	40	30	30	1	100					
435	13	14460048	8675966	5784082	2891883	14459943080	8675965848	5783977232	2891988616	crystal_7	40	30	30	1	100					
436	13	14502715	8701566	5801149	2900416	14502609745	8701565847	5801043898	2900521949	crystal_7	40	30	30	1	100					
437	13	14545382	8727166	5818216	2908949	14545276410	8727165846	5818110564	2909055282	crystal_7	40	30	30	1	100					
438	13	14588049	8752766	5835283	2917482	14587943075	8752765845	5835177230	2917588615	crystal_7	40	30	30	1	100					
439	13	14630716	8778366	5852350	2926015	14630609740	8778365844	5852243896	2926121948	crystal_7	40	30	30	1	100					
440	13	14673383	8803966	5869417	2934548	14673276405	8803965843	5869310562	2934655281	crystal_7	40	30	30	1	100					
441	13	14716050	8829566	5886484	2943081	14715943070	8829565842	5886377228	2943188614	crystal_7	40	30	30	1	100					
442	13	14758717	8855166	5903551	2951614	14758609735	8855165841	5903443894	2951721947	crystal_7	40	30	30	1	100					
443	13	14801384	8880766	5920618	2960147	14801276400	8880765840	5920510560	2960255280	crystal_7	40	30	30	1	100					
444	13	14844051	8906366	5937685	2968680	14843943065	8906365839	5937577226	2968788613	crystal_7	40	30	30	1	100					
445	13	14886718	8931966	5954752	2977213	14886609730	8931965838	5954643892	2977321946	crystal_7	40	30	30	1	100					
446	13	14929385	8957566	5971819	2985746	14929276395	8957565837	5971710558	2985855279	crystal_7	40	30	30	1	100					
447	13	14972052	8983166	5988886	2994279	14971943060	8983165836	5988777224	2994388612	crystal_7	40	30	30	1	100					
448	13	15014719	9008766	6005953	3002812	15014609725	9008765835	6005843890	3002921945	crystal_7	40	30	30	1	100					
449	13	15057386	9034366	6023020	3011345	15057276390	9034365834	6022910556	3011455278	crystal_7	40	30	30	1	100					
450	13	15100053	9059966	6040087	3019878	15099943055	9059965833	6039977222	3019988611	crystal_7	40	30	30	1	100					
451	13	15142720	9085566	6057154	3028411	15142609720	9085565832	6057043888	3028521944	crystal_7	40	30	30	1	100					
452	13	15185387	9111166	6074221	3036944	15185276385	9111165831	6074110554	3037055277	crystal_7	40	30	30	1	100					
453	13	15228054	9136766	6091288	3045477	15227943050	9136765830	6091177220	3045588610	crystal_7	40	30	30	1	100					
454	13	15270721	9162366	6108355	3054010	15270609715	9162365829	6108243886	3054121943	crystal_7	40	30	30	1	100					
455	13	15313388	9187966	6125422	3062543	15313276380	9187965828	6125310552	3062655276	crystal_7	40	30	30	1	100					
456	13	15356055	9213566	6142489	3071076	15355943045	9213565827	6142377218	3071188609	crystal_7	40	30	30	1	100					
457	13	15398722	9239166	6159556	3079609	15398609710	9239165826	6159443884	3079721942	crystal_7	40	30	30	1	100					
458	13	15441389	9264766	6176623	3088142	15441276375	9264765825	6176510550	3088255275	crystal_7	40	30	30	1	100					
459	13	15484056	9290366	6193690	3096675	15483943040	9290365824	6193577216	3096788608	crystal_7	40	30	30	1	100					
460	13	15526723	9315966	6210757	3105208	15526609705	9315965823	6210643882	3105321941	crystal_7	40	30	30	1	100					
461	13	15569390	9341566	6227824	3113741	15569276370	9341565822	6227710548	3113855274	crystal_7	40	30	30	1	100					
462	13	15612057	9367166	6244891	3122274	15611943035	9367165821	6244777214	3122388607	crystal_7	40	30	30	1	100					
463	13	15654724	9392766	6261958	3130807	15654609700	9392765820	6261843880	3130921940	crystal_7	40	30	30	1	100					
464	13	15697391	9418366	6279025	3139340	15697276365	9418365819	6278910546	3139455273	crystal_7	40	30	30	1	100					
465	13	15740058	9443966	6296092	3147873	15739943030	9443965818	6295977212	3147988606	crystal_7	40	30	30	1	100					
466	13	15782725	9469566	6313159	3156406	15782609695	9469565817	6313043878	3156521939	crystal_7	40	30	30	1	100					
467	13	15825392	9495166	6330226	3164939	15825276360	9495165816	6330110544	3165055272	crystal_7	40	30	30	1	100					
468	13	15868059	9520766	6347293	3173472	15867943025	9520765815	6347177210	3173588605	crystal_7	40	30	30	1	100					
469	13	15910726	9546366	6364360	3182005	15910609690	9546365814	6364243876	3182121938	crystal_7	40	30	30	1	100					
470	13	15953393	9571966	6381427	3190538	15953276355	9571965813	6381310542	3190655271	crystal_7	40	30	30	1	100					
471	13	15996060	9597566	6398494	3199071	15995943020	9597565812	6398377208	3199188604	crystal_7	40	30	30	1	100					
472	13	16038727	9623166	6415561	3207604	16038609685	9623165811	6415443874	3207721937	crystal_7	40	30	30	1	100					
473	13	16081394	9648766	6432628	3216137	16081276350	9648765810	6432510540	3216255270	crystal_7	40	30	30	1	100					
474	13	16124061	9674366	6449695	3224670	16123943015	9674365809	6449577206	3224788603	crystal_7	40	30	30	1	100					
475	13	16166728	9699966	6466762	3233203	16166609680	9699965808	6466643872	3233321936	crystal_7	40	30	30	1	100					
476	13	16209395	9725566	6483829	3241736	16209276345	9725565807	6483710538	3241855269	crystal_7	40	30	30	1	100					
477	13	16252062	9751166	6500896	3250269	16251943010	9751165806	6500777204	3250388602	crystal_7	40	30	30	1	100					
478	13	16294729	9776766	6517963	3258802	16294609675	9776765805	6517843870	3258921935	crystal_7	40	30	30	1	100					
479	13	16337396	9802366	6535030	3267335	16337276340	9802365804	6534910536	3267455268	crystal_7	40	30	30	1	100					
480	13	16380063	9827966	6552097	3275868	16379943005	9827965803	6551977202	3275988601	crystal_7	40	30	30	1	100					
481	13	16422730	9853566	6569164	3284401	16422609670	9853565802	6569043868	3284521934	crystal_7	40	30	30	1	100					
482	13	16465397	9879166	6586231	3292934	16465276335	9879165801	6586110534	3293055267	crystal_7	40	30	30	1	100					
483	13	16508064	9904766	6603298	3301467	16507943000	9904765800	6603177200	3301588600	crystal_7	40	30	30	1	100					
484	13	16550731	9930366	6620365	3310000	16550609665	9930365799	6620243866	3310121933	crystal_7	40	30	30	1	100					
485	13	16593398	9955966	6637432	3318533	16593276330	9955965798	6637310532	3318655266	crystal_7	40	30	30	1	100					
486	13	16636065	9981566	6654499	3327066	16635942995	9981565797	6654377198	3327188599	crystal_7	40	30	30	1	100					
487	13	16678732	10007166	6671566	3335599	16678609660	10007165796	6671443864	3335721932	crystal_7	40	30	30	1	100					
488	13	16721399	10032766	6688633	3344132	16721276325	10032765795	6688510530	3344255265	crystal_7	40	30	30	1	100					
489	13	16764066	10058366	6705700	3352665	16763942990	10058365794	6705577196	3352788598	crystal_7	40	30	30	1	100					
490	13	16806733	10083966	6722767	3361198	16806609655	10083965793	6722643862	3361321931	crystal_7	40	30	30	1	100					
491	13	16849400	10109566	6739834	3369731	16849276320	10109565792	6739710528	3369855264	crystal_7	40	30	30	1	100					
492	13	16892067	10135166	6756901	3378264	16891942985	10135165791	6756777194	3378388597	crystal_7	40	30	30	1	100					
493	13	16934734	10160766	6773968	3386797	16934609650	10160765790	6773843860	3386921930	crystal_7	40	30	30	1	100					
494	13	16977401	10186366	6791035	3395330	16977276315	10186365789	6790910526	3395455263	crystal_7	40	30	30	1	100					
495	13	17020068	10211966	6808102	3403863	17019942980	10211965788	6807977192	3403988596	crystal_7	40	30	30	1	100					
496	13	17062735	10237566	6825169	3412396	17062609645	10237565787	6825043858	3412521929	crystal_7	40	30	30	1	100					
497	13	17105402	10263166	6842236	3420929	17105276310	10263165786	6842110524	3421055262	crystal_7	40	30	30	1	100					
498	13	17148069	10288766	6859303	3429462	17147942975	10288765785	6859177190	3429588595	crystal_7	40	30	30	1	100					
499	13	17190736	10314366	6876370	3437995	17190609640	10314365784	6876243856	3438121928	crystal_7	40	30	30	1	100					
500	13	17233403	10339966	6893437	3446528	17233276305	10339965783	6893310522	3446655261	crystal_7	40	30	30	1	100					
