AttribType	Level	Value1	Value2	Value3
all_series_resist_v	326	2641		
all_series_resist_v	327	2652		
all_series_resist_v	328	2663		
all_series_resist_v	329	2674		
all_series_resist_v	330	2685		
all_series_resist_v	331	2696		
all_series_resist_v	332	2707		
all_series_resist_v	333	2718		
all_series_resist_v	334	2729		
all_series_resist_v	335	2740		
all_series_resist_v	336	2751		
all_series_resist_v	337	2762		
all_series_resist_v	338	2773		
all_series_resist_v	339	2784		
all_series_resist_v	340	2795		
all_series_resist_v	341	2806		
all_series_resist_v	342	2817		
all_series_resist_v	343	2828		
all_series_resist_v	344	2839		
all_series_resist_v	345	2850		
all_series_resist_v	346	2861		
all_series_resist_v	347	2872		
all_series_resist_v	348	2883		
all_series_resist_v	349	2894		
all_series_resist_v	350	2905		
all_series_resist_v	351	2916		
all_series_resist_v	352	2927		
all_series_resist_v	353	2938		
all_series_resist_v	354	2949		
all_series_resist_v	355	2960		
all_series_resist_v	356	2971		
all_series_resist_v	357	2982		
all_series_resist_v	358	2993		
all_series_resist_v	359	3004		
all_series_resist_v	360	3015		
all_series_resist_v	361	3026		
all_series_resist_v	362	3037		
all_series_resist_v	363	3048		
all_series_resist_v	364	3059		
all_series_resist_v	365	3070		
all_series_resist_v	366	3081		
all_series_resist_v	367	3092		
all_series_resist_v	368	3103		
all_series_resist_v	369	3114		
all_series_resist_v	370	3125		
all_series_resist_v	371	3136		
all_series_resist_v	372	3147		
all_series_resist_v	373	3158		
all_series_resist_v	374	3169		
all_series_resist_v	375	3180		
all_series_resist_v	376	3191		
all_series_resist_v	377	3202		
all_series_resist_v	378	3213		
all_series_resist_v	379	3224		
all_series_resist_v	380	3235		
all_series_resist_v	381	3246		
all_series_resist_v	382	3257		
all_series_resist_v	383	3268		
all_series_resist_v	384	3279		
all_series_resist_v	385	3290		
all_series_resist_v	386	3301		
all_series_resist_v	387	3312		
all_series_resist_v	388	3323		
all_series_resist_v	389	3334		
all_series_resist_v	390	3345		
all_series_resist_v	391	3356		
all_series_resist_v	392	3367		
all_series_resist_v	393	3378		
all_series_resist_v	394	3389		
all_series_resist_v	395	3400		
all_series_resist_v	396	3411		
all_series_resist_v	397	3422		
all_series_resist_v	398	3433		
all_series_resist_v	399	3444		
all_series_resist_v	400	3455		
all_series_resist_v	401	3466		
all_series_resist_v	402	3477		
all_series_resist_v	403	3488		
all_series_resist_v	404	3499		
all_series_resist_v	405	3510		
all_series_resist_v	406	3521		
all_series_resist_v	407	3532		
all_series_resist_v	408	3543		
all_series_resist_v	409	3554		
all_series_resist_v	410	3565		
all_series_resist_v	411	3576		
all_series_resist_v	412	3587		
all_series_resist_v	413	3598		
all_series_resist_v	414	3609		
all_series_resist_v	415	3620		
all_series_resist_v	416	3631		
all_series_resist_v	417	3642		
all_series_resist_v	418	3653		
all_series_resist_v	419	3664		
all_series_resist_v	420	3675		
all_series_resist_v	421	3686		
all_series_resist_v	422	3697		
all_series_resist_v	423	3708		
all_series_resist_v	424	3719		
all_series_resist_v	425	3730		
all_series_resist_v	426	3741		
all_series_resist_v	427	3752		
all_series_resist_v	428	3763		
all_series_resist_v	429	3774		
all_series_resist_v	430	3785		
all_series_resist_v	431	3796		
all_series_resist_v	432	3807		
all_series_resist_v	433	3818		
all_series_resist_v	434	3829		
all_series_resist_v	435	3840		
all_series_resist_v	436	3851		
all_series_resist_v	437	3862		
all_series_resist_v	438	3873		
all_series_resist_v	439	3884		
all_series_resist_v	440	3895		
all_series_resist_v	441	3906		
all_series_resist_v	442	3917		
all_series_resist_v	443	3928		
all_series_resist_v	444	3939		
all_series_resist_v	445	3950		
all_series_resist_v	446	3961		
all_series_resist_v	447	3972		
all_series_resist_v	448	3983		
all_series_resist_v	449	3994		
all_series_resist_v	450	4005		
all_series_resist_v	451	4016		
all_series_resist_v	452	4027		
all_series_resist_v	453	4038		
all_series_resist_v	454	4049		
all_series_resist_v	455	4060		
all_series_resist_v	456	4071		
all_series_resist_v	457	4082		
all_series_resist_v	458	4093		
all_series_resist_v	459	4104		
all_series_resist_v	460	4115		
all_series_resist_v	461	4126		
all_series_resist_v	462	4137		
all_series_resist_v	463	4148		
all_series_resist_v	464	4159		
all_series_resist_v	465	4170		
all_series_resist_v	466	4181		
all_series_resist_v	467	4192		
all_series_resist_v	468	4203		
all_series_resist_v	469	4214		
all_series_resist_v	470	4225		
all_series_resist_v	471	4236		
all_series_resist_v	472	4247		
all_series_resist_v	473	4258		
all_series_resist_v	474	4269		
all_series_resist_v	475	4280		
all_series_resist_v	476	4291		
all_series_resist_v	477	4302		
all_series_resist_v	478	4313		
all_series_resist_v	479	4324		
all_series_resist_v	480	4335		
all_series_resist_v	481	4346		
all_series_resist_v	482	4357		
all_series_resist_v	483	4368		
all_series_resist_v	484	4379		
all_series_resist_v	485	4390		
all_series_resist_v	486	4401		
all_series_resist_v	487	4412		
all_series_resist_v	488	4423		
all_series_resist_v	489	4434		
all_series_resist_v	490	4445		
all_series_resist_v	491	4456		
all_series_resist_v	492	4467		
all_series_resist_v	493	4478		
all_series_resist_v	494	4489		
all_series_resist_v	495	4500		
all_series_resist_v	496	4511		
all_series_resist_v	497	4522		
all_series_resist_v	498	4533		
all_series_resist_v	499	4544		
all_series_resist_v	500	4555		
attackrate_v	1	16		
attackrate_v	2	32		
attackrate_v	3	48		
attackrate_v	4	64		
attackrate_v	5	80		
attackrate_v	6	96		
attackrate_v	7	112		
attackrate_v	8	128		
attackrate_v	9	144		
attackrate_v	10	160		
attackrate_v	11	176		
attackrate_v	12	192		
attackrate_v	13	208		
attackrate_v	14	224		
attackrate_v	15	240		
attackrate_v	16	256		
attackrate_v	17	272		
attackrate_v	18	288		
attackrate_v	19	304		
attackrate_v	20	320		
attackrate_v	21	336		
attackrate_v	22	352		
attackrate_v	23	368		
attackrate_v	24	384		
attackrate_v	25	400		
attackrate_v	26	416		
attackrate_v	27	432		
attackrate_v	28	448		
attackrate_v	29	464		
attackrate_v	30	480		
attackrate_v	31	496		
attackrate_v	32	512		
attackrate_v	33	528		
attackrate_v	34	544		
attackrate_v	35	560		
attackrate_v	36	576		
attackrate_v	37	592		
attackrate_v	38	608		
attackrate_v	39	624		
attackrate_v	40	640		
attackrate_v	41	656		
attackrate_v	42	672		
attackrate_v	43	688		
attackrate_v	44	704		
attackrate_v	45	720		
attackrate_v	46	736		
attackrate_v	47	752		
attackrate_v	48	768		
attackrate_v	49	784		
attackrate_v	50	800		
attackrate_v	51	816		
attackrate_v	52	832		
attackrate_v	53	848		
attackrate_v	54	864		
attackrate_v	55	880		
attackrate_v	56	896		
attackrate_v	57	912		
attackrate_v	58	928		
attackrate_v	59	944		
attackrate_v	60	960		
attackrate_v	61	976		
attackrate_v	62	992		
attackrate_v	63	1008		
attackrate_v	64	1024		
attackrate_v	65	1040		
attackrate_v	66	1056		
attackrate_v	67	1072		
attackrate_v	68	1088		
attackrate_v	69	1104		
attackrate_v	70	1120		
attackrate_v	71	1136		
attackrate_v	72	1152		
attackrate_v	73	1168		
attackrate_v	74	1184		
attackrate_v	75	1200		
attackrate_v	76	1216		
attackrate_v	77	1232		
attackrate_v	78	1248		
attackrate_v	79	1264		
attackrate_v	80	1280		
attackrate_v	81	1312		
attackrate_v	82	1344		
attackrate_v	83	1376		
attackrate_v	84	1408		
attackrate_v	85	1440		
attackrate_v	86	1472		
attackrate_v	87	1504		
attackrate_v	88	1536		
attackrate_v	89	1568		
attackrate_v	90	1600		
attackrate_v	91	1640		
attackrate_v	92	1680		
attackrate_v	93	1720		
attackrate_v	94	1760		
attackrate_v	95	1800		
attackrate_v	96	1840		
attackrate_v	97	1880		
attackrate_v	98	1920		
attackrate_v	99	1960		
attackrate_v	100	2000		
attackrate_v	101	2080		
attackrate_v	102	2160		
attackrate_v	103	2240		
attackrate_v	104	2320		
attackrate_v	105	2400		
attackrate_v	106	2480		
attackrate_v	107	2560		
attackrate_v	108	2640		
attackrate_v	109	2720		
attackrate_v	110	2800		
attackrate_v	111	2920		
attackrate_v	112	3040		
attackrate_v	113	3160		
attackrate_v	114	3280		
attackrate_v	115	3400		
attackrate_v	116	3520		
attackrate_v	117	3640		
attackrate_v	118	3760		
attackrate_v	119	3880		
attackrate_v	120	4000		
attackrate_v	121	4120		
attackrate_v	122	4240		
attackrate_v	123	4360		
attackrate_v	124	4480		
attackrate_v	125	4600		
attackrate_v	126	4720		
attackrate_v	127	4840		
attackrate_v	128	4960		
attackrate_v	129	5080		
attackrate_v	130	5200		
attackrate_v	131	5320		
attackrate_v	132	5440		
attackrate_v	133	5560		
attackrate_v	134	5680		
attackrate_v	135	5800		
attackrate_v	136	5920		
attackrate_v	137	6040		
attackrate_v	138	6160		
attackrate_v	139	6280		
attackrate_v	140	6400		
attackrate_v	141	6520		
attackrate_v	142	6640		
attackrate_v	143	6760		
attackrate_v	144	6880		
attackrate_v	145	7000		
attackrate_v	146	7120		
attackrate_v	147	7240		
attackrate_v	148	7360		
attackrate_v	149	7480		
attackrate_v	150	7600		
attackrate_v	151	7720		
attackrate_v	152	7840		
attackrate_v	153	7960		
attackrate_v	154	8080		
attackrate_v	155	8200		
attackrate_v	156	8320		
attackrate_v	157	8440		
attackrate_v	158	8560		
attackrate_v	159	8680		
attackrate_v	160	8800		
attackrate_v	161	8920		
attackrate_v	162	9040		
attackrate_v	163	9160		
attackrate_v	164	9280		
attackrate_v	165	9400		
attackrate_v	166	9520		
attackrate_v	167	9640		
attackrate_v	168	9760		
attackrate_v	169	9880		
attackrate_v	170	10000		
attackrate_v	171	10120		
attackrate_v	172	10240		
attackrate_v	173	10360		
attackrate_v	174	10480		
attackrate_v	175	10600		
attackrate_v	176	10720		
attackrate_v	177	10840		
attackrate_v	178	10960		
attackrate_v	179	11080		
attackrate_v	180	11200		
attackrate_v	181	11320		
attackrate_v	182	11440		
attackrate_v	183	11560		
attackrate_v	184	11680		
attackrate_v	185	11800		
attackrate_v	186	11920		
attackrate_v	187	12040		
attackrate_v	188	12160		
attackrate_v	189	12280		
attackrate_v	190	12400		
attackrate_v	191	12520		
attackrate_v	192	12640		
attackrate_v	193	12760		
attackrate_v	194	12880		
attackrate_v	195	13000		
attackrate_v	196	13120		
attackrate_v	197	13240		
attackrate_v	198	13360		
attackrate_v	199	13480		
attackrate_v	200	13600		
attackrate_v	201	13720		
attackrate_v	202	13840		
attackrate_v	203	13960		
attackrate_v	204	14080		
attackrate_v	205	14200		
attackrate_v	206	14320		
attackrate_v	207	14440		
attackrate_v	208	14560		
attackrate_v	209	14680		
attackrate_v	210	14800		
attackrate_v	211	14920		
attackrate_v	212	15040		
attackrate_v	213	15160		
attackrate_v	214	15280		
attackrate_v	215	15400		
attackrate_v	216	15520		
attackrate_v	217	15640		
attackrate_v	218	15760		
attackrate_v	219	15880		
attackrate_v	220	16000		
attackrate_v	221	16120		
attackrate_v	222	16240		
attackrate_v	223	16360		
attackrate_v	224	16480		
attackrate_v	225	16600		
attackrate_v	226	16720		
attackrate_v	227	16840		
attackrate_v	228	16960		
attackrate_v	229	17080		
attackrate_v	230	17200		
attackrate_v	231	17320		
attackrate_v	232	17440		
attackrate_v	233	17560		
attackrate_v	234	17680		
attackrate_v	235	17800		
attackrate_v	236	17920		
attackrate_v	237	18040		
attackrate_v	238	18160		
attackrate_v	239	18280		
attackrate_v	240	18400		
attackrate_v	241	18520		
attackrate_v	242	18640		
attackrate_v	243	18760		
attackrate_v	244	18880		
attackrate_v	245	19000		
attackrate_v	246	19120		
attackrate_v	247	19240		
attackrate_v	248	19360		
attackrate_v	249	19480		
attackrate_v	250	19600		
attackrate_v	251	19720		
attackrate_v	252	19840		
attackrate_v	253	19960		
attackrate_v	254	20080		
attackrate_v	255	20200		
attackrate_v	256	20320		
attackrate_v	257	20440		
attackrate_v	258	20560		
attackrate_v	259	20680		
attackrate_v	260	20800		
attackrate_v	261	20920		
attackrate_v	262	21040		
attackrate_v	263	21160		
attackrate_v	264	21280		
attackrate_v	265	21400		
attackrate_v	266	21520		
attackrate_v	267	21640		
attackrate_v	268	21760		
attackrate_v	269	21880		
attackrate_v	270	22000		
attackrate_v	271	22120		
attackrate_v	272	22240		
attackrate_v	273	22360		
attackrate_v	274	22480		
attackrate_v	275	22600		
attackrate_v	276	22720		
attackrate_v	277	22840		
attackrate_v	278	22960		
attackrate_v	279	23080		
attackrate_v	280	23200		
attackrate_v	281	23320		
attackrate_v	282	23440		
attackrate_v	283	23560		
attackrate_v	284	23680		
attackrate_v	285	23800		
attackrate_v	286	23920		
attackrate_v	287	24040		
attackrate_v	288	24160		
attackrate_v	289	24280		
attackrate_v	290	24400		
attackrate_v	291	24520		
attackrate_v	292	24640		
attackrate_v	293	24760		
attackrate_v	294	24880		
attackrate_v	295	25000		
attackrate_v	296	25120		
attackrate_v	297	25240		
attackrate_v	298	25360		
attackrate_v	299	25480		
attackrate_v	300	25600		
attackrate_v	301	25720		
attackrate_v	302	25840		
attackrate_v	303	25960		
attackrate_v	304	26080		
attackrate_v	305	26200		
attackrate_v	306	26320		
attackrate_v	307	26440		
attackrate_v	308	26560		
attackrate_v	309	26680		
attackrate_v	310	26800		
attackrate_v	311	26920		
attackrate_v	312	27040		
attackrate_v	313	27160		
attackrate_v	314	27280		
attackrate_v	315	27400		
attackrate_v	316	27520		
attackrate_v	317	27640		
attackrate_v	318	27760		
attackrate_v	319	27880		
attackrate_v	320	28000		
attackrate_v	321	28120		
attackrate_v	322	28240		
attackrate_v	323	28360		
attackrate_v	324	28480		
attackrate_v	325	28600		
attackrate_v	326	28720		
attackrate_v	327	28840		
attackrate_v	328	28960		
attackrate_v	329	29080		
attackrate_v	330	29200		
attackrate_v	331	29320		
attackrate_v	332	29440		
attackrate_v	333	29560		
attackrate_v	334	29680		
attackrate_v	335	29800		
attackrate_v	336	29920		
attackrate_v	337	30040		
attackrate_v	338	30160		
attackrate_v	339	30280		
attackrate_v	340	30400		
attackrate_v	341	30520		
attackrate_v	342	30640		
attackrate_v	343	30760		
attackrate_v	344	30880		
attackrate_v	345	31000		
attackrate_v	346	31120		
attackrate_v	347	31240		
attackrate_v	348	31360		
attackrate_v	349	31480		
attackrate_v	350	31600		
attackrate_v	351	31720		
attackrate_v	352	31840		
attackrate_v	353	31960		
attackrate_v	354	32080		
attackrate_v	355	32200		
attackrate_v	356	32320		
attackrate_v	357	32440		
attackrate_v	358	32560		
attackrate_v	359	32680		
attackrate_v	360	32800		
attackrate_v	361	32920		
attackrate_v	362	33040		
attackrate_v	363	33160		
attackrate_v	364	33280		
attackrate_v	365	33400		
attackrate_v	366	33520		
attackrate_v	367	33640		
attackrate_v	368	33760		
attackrate_v	369	33880		
attackrate_v	370	34000		
attackrate_v	371	34120		
attackrate_v	372	34240		
attackrate_v	373	34360		
attackrate_v	374	34480		
attackrate_v	375	34600		
attackrate_v	376	34720		
attackrate_v	377	34840		
attackrate_v	378	34960		
attackrate_v	379	35080		
attackrate_v	380	35200		
attackrate_v	381	35320		
attackrate_v	382	35440		
attackrate_v	383	35560		
attackrate_v	384	35680		
attackrate_v	385	35800		
attackrate_v	386	35920		
attackrate_v	387	36040		
attackrate_v	388	36160		
attackrate_v	389	36280		
attackrate_v	390	36400		
attackrate_v	391	36520		
attackrate_v	392	36640		
attackrate_v	393	36760		
attackrate_v	394	36880		
attackrate_v	395	37000		
attackrate_v	396	37120		
attackrate_v	397	37240		
attackrate_v	398	37360		
attackrate_v	399	37480		
attackrate_v	400	37600		
attackrate_v	401	37720		
attackrate_v	402	37840		
attackrate_v	403	37960		
attackrate_v	404	38080		
attackrate_v	405	38200		
attackrate_v	406	38320		
attackrate_v	407	38440		
attackrate_v	408	38560		
attackrate_v	409	38680		
attackrate_v	410	38800		
attackrate_v	411	38920		
attackrate_v	412	39040		
attackrate_v	413	39160		
attackrate_v	414	39280		
attackrate_v	415	39400		
attackrate_v	416	39520		
attackrate_v	417	39640		
attackrate_v	418	39760		
attackrate_v	419	39880		
attackrate_v	420	40000		
attackrate_v	421	40120		
attackrate_v	422	40240		
attackrate_v	423	40360		
attackrate_v	424	40480		
attackrate_v	425	40600		
attackrate_v	426	40720		
attackrate_v	427	40840		
attackrate_v	428	40960		
attackrate_v	429	41080		
attackrate_v	430	41200		
attackrate_v	431	41320		
attackrate_v	432	41440		
attackrate_v	433	41560		
attackrate_v	434	41680		
attackrate_v	435	41800		
attackrate_v	436	41920		
attackrate_v	437	42040		
attackrate_v	438	42160		
attackrate_v	439	42280		
attackrate_v	440	42400		
attackrate_v	441	42520		
attackrate_v	442	42640		
attackrate_v	443	42760		
attackrate_v	444	42880		
attackrate_v	445	43000		
attackrate_v	446	43120		
attackrate_v	447	43240		
attackrate_v	448	43360		
attackrate_v	449	43480		
attackrate_v	450	43600		
attackrate_v	451	43720		
attackrate_v	452	43840		
attackrate_v	453	43960		
attackrate_v	454	44080		
attackrate_v	455	44200		
attackrate_v	456	44320		
attackrate_v	457	44440		
attackrate_v	458	44560		
attackrate_v	459	44680		
attackrate_v	460	44800		
attackrate_v	461	44920		
attackrate_v	462	45040		
attackrate_v	463	45160		
attackrate_v	464	45280		
attackrate_v	465	45400		
attackrate_v	466	45520		
attackrate_v	467	45640		
attackrate_v	468	45760		
attackrate_v	469	45880		
attackrate_v	470	46000		
attackrate_v	471	46120		
attackrate_v	472	46240		
attackrate_v	473	46360		
attackrate_v	474	46480		
attackrate_v	475	46600		
attackrate_v	476	46720		
attackrate_v	477	46840		
attackrate_v	478	46960		
attackrate_v	479	47080		
attackrate_v	480	47200		
attackrate_v	481	47320		
attackrate_v	482	47440		
attackrate_v	483	47560		
attackrate_v	484	47680		
attackrate_v	485	47800		
attackrate_v	486	47920		
attackrate_v	487	48040		
attackrate_v	488	48160		
attackrate_v	489	48280		
attackrate_v	490	48400		
attackrate_v	491	48520		
attackrate_v	492	48640		
attackrate_v	493	48760		
attackrate_v	494	48880		
attackrate_v	495	49000		
attackrate_v	496	49120		
attackrate_v	497	49240		
attackrate_v	498	49360		
attackrate_v	499	49480		
attackrate_v	500	49600		
defense_v	1	8		
defense_v	2	8		
defense_v	3	8		
defense_v	4	8		
defense_v	5	8		
defense_v	6	9		
defense_v	7	9		
defense_v	8	10		
defense_v	9	10		
defense_v	10	12		
defense_v	11	12		
defense_v	12	14		
defense_v	13	14		
defense_v	14	16		
defense_v	15	20		
defense_v	16	20		
defense_v	17	20		
defense_v	18	20		
defense_v	19	20		
defense_v	20	20		
defense_v	21	25		
defense_v	22	26		
defense_v	23	27		
defense_v	24	28		
defense_v	25	29		
defense_v	26	30		
defense_v	27	31		
defense_v	28	32		
defense_v	29	33		
defense_v	30	34		
defense_v	31	34		
defense_v	32	34		
defense_v	33	34		
defense_v	34	34		
defense_v	35	34		
defense_v	36	34		
defense_v	37	34		
defense_v	38	34		
defense_v	39	34		
defense_v	40	34		
defense_v	41	34		
defense_v	42	34		
defense_v	43	34		
defense_v	44	34		
defense_v	45	34		
defense_v	46	34		
defense_v	47	34		
defense_v	48	34		
defense_v	49	34		
defense_v	50	34		
defense_v	51	34		
defense_v	52	34		
defense_v	53	34		
defense_v	54	34		
defense_v	55	34		
defense_v	56	34		
defense_v	57	34		
defense_v	58	34		
defense_v	59	34		
defense_v	60	34		
defense_v	61	34		
defense_v	62	34		
defense_v	63	34		
defense_v	64	34		
defense_v	65	34		
defense_v	66	34		
defense_v	67	34		
defense_v	68	34		
defense_v	69	34		
defense_v	70	34		
defense_v	71	34		
defense_v	72	34		
defense_v	73	34		
defense_v	74	34		
defense_v	75	34		
defense_v	76	34		
defense_v	77	34		
defense_v	78	34		
defense_v	79	34		
defense_v	80	34		
defense_v	81	34		
defense_v	82	34		
defense_v	83	34		
defense_v	84	34		
defense_v	85	34		
defense_v	86	34		
defense_v	87	34		
defense_v	88	34		
defense_v	89	34		
defense_v	90	34		
defense_v	91	34		
defense_v	92	34		
defense_v	93	34		
defense_v	94	34		
defense_v	95	34		
defense_v	96	34		
defense_v	97	34		
defense_v	98	34		
defense_v	99	34		
defense_v	100	34		
defense_v	101	34		
defense_v	102	34		
defense_v	103	34		
defense_v	104	34		
defense_v	105	34		
defense_v	106	34		
defense_v	107	34		
defense_v	108	34		
defense_v	109	34		
defense_v	110	34		
defense_v	111	34		
defense_v	112	34		
defense_v	113	34		
defense_v	114	34		
defense_v	115	34		
defense_v	116	34		
defense_v	117	34		
defense_v	118	34		
defense_v	119	34		
defense_v	120	34		
defense_v	121	34		
defense_v	122	34		
defense_v	123	34		
defense_v	124	34		
defense_v	125	34		
defense_v	126	34		
defense_v	127	34		
defense_v	128	34		
defense_v	129	34		
defense_v	130	34		
defense_v	131	34		
defense_v	132	34		
defense_v	133	34		
defense_v	134	34		
defense_v	135	34		
defense_v	136	34		
defense_v	137	34		
defense_v	138	34		
defense_v	139	34		
defense_v	140	34		
defense_v	141	34		
defense_v	142	34		
defense_v	143	34		
defense_v	144	34		
defense_v	145	34		
defense_v	146	34		
defense_v	147	34		
defense_v	148	34		
defense_v	149	34		
defense_v	150	34		
defense_v	151	34		
defense_v	152	34		
defense_v	153	34		
defense_v	154	34		
defense_v	155	34		
defense_v	156	34		
defense_v	157	34		
defense_v	158	34		
defense_v	159	34		
defense_v	160	34		
defense_v	161	34		
defense_v	162	34		
defense_v	163	34		
defense_v	164	34		
defense_v	165	34		
defense_v	166	34		
defense_v	167	34		
defense_v	168	34		
defense_v	169	34		
defense_v	170	34		
defense_v	171	34		
defense_v	172	34		
defense_v	173	34		
defense_v	174	34		
defense_v	175	34		
defense_v	176	34		
defense_v	177	34		
defense_v	178	34		
defense_v	179	34		
defense_v	180	34		
defense_v	181	34		
defense_v	182	34		
defense_v	183	34		
defense_v	184	34		
defense_v	185	34		
defense_v	186	34		
defense_v	187	34		
defense_v	188	34		
defense_v	189	34		
defense_v	190	34		
defense_v	191	34		
defense_v	192	34		
defense_v	193	34		
defense_v	194	34		
defense_v	195	34		
defense_v	196	34		
defense_v	197	34		
defense_v	198	34		
defense_v	199	34		
defense_v	200	34		
defense_v	201	34		
defense_v	202	34		
defense_v	203	34		
defense_v	204	34		
defense_v	205	34		
defense_v	206	34		
defense_v	207	34		
defense_v	208	34		
defense_v	209	34		
defense_v	210	34		
defense_v	211	34		
defense_v	212	34		
defense_v	213	34		
defense_v	214	34		
defense_v	215	34		
defense_v	216	34		
defense_v	217	34		
defense_v	218	34		
defense_v	219	34		
defense_v	220	34		
defense_v	221	34		
defense_v	222	34		
defense_v	223	34		
defense_v	224	34		
defense_v	225	34		
defense_v	226	34		
defense_v	227	34		
defense_v	228	34		
defense_v	229	34		
defense_v	230	34		
defense_v	231	34		
defense_v	232	34		
defense_v	233	34		
defense_v	234	34		
defense_v	235	34		
defense_v	236	34		
defense_v	237	34		
defense_v	238	34		
defense_v	239	34		
defense_v	240	34		
defense_v	241	34		
defense_v	242	34		
defense_v	243	34		
defense_v	244	34		
defense_v	245	34		
defense_v	246	34		
defense_v	247	34		
defense_v	248	34		
defense_v	249	34		
defense_v	250	34		
defense_v	251	34		
defense_v	252	34		
defense_v	253	34		
defense_v	254	34		
defense_v	255	34		
defense_v	256	34		
defense_v	257	34		
defense_v	258	34		
defense_v	259	34		
defense_v	260	34		
defense_v	261	34		
defense_v	262	34		
defense_v	263	34		
defense_v	264	34		
defense_v	265	34		
defense_v	266	34		
defense_v	267	34		
defense_v	268	34		
defense_v	269	34		
defense_v	270	34		
defense_v	271	34		
defense_v	272	34		
defense_v	273	34		
defense_v	274	34		
defense_v	275	34		
defense_v	276	34		
defense_v	277	34		
defense_v	278	34		
defense_v	279	34		
defense_v	280	34		
defense_v	281	34		
defense_v	282	34		
defense_v	283	34		
defense_v	284	34		
defense_v	285	34		
defense_v	286	34		
defense_v	287	34		
defense_v	288	34		
defense_v	289	34		
defense_v	290	34		
defense_v	291	34		
defense_v	292	34		
defense_v	293	34		
defense_v	294	34		
defense_v	295	34		
defense_v	296	34		
defense_v	297	34		
defense_v	298	34		
defense_v	299	34		
defense_v	300	34		
defense_v	301	34		
defense_v	302	34		
defense_v	303	34		
defense_v	304	34		
defense_v	305	34		
defense_v	306	34		
defense_v	307	34		
defense_v	308	34		
defense_v	309	34		
defense_v	310	34		
defense_v	311	34		
defense_v	312	34		
defense_v	313	34		
defense_v	314	34		
defense_v	315	34		
defense_v	316	34		
defense_v	317	34		
defense_v	318	34		
defense_v	319	34		
defense_v	320	34		
defense_v	321	34		
defense_v	322	34		
defense_v	323	34		
defense_v	324	34		
defense_v	325	34		
defense_v	326	34		
defense_v	327	34		
defense_v	328	34		
defense_v	329	34		
defense_v	330	34		
defense_v	331	34		
defense_v	332	34		
defense_v	333	34		
defense_v	334	34		
defense_v	335	34		
defense_v	336	34		
defense_v	337	34		
defense_v	338	34		
defense_v	339	34		
defense_v	340	34		
defense_v	341	34		
defense_v	342	34		
defense_v	343	34		
defense_v	344	34		
defense_v	345	34		
defense_v	346	34		
defense_v	347	34		
defense_v	348	34		
defense_v	349	34		
defense_v	350	34		
defense_v	351	34		
defense_v	352	34		
defense_v	353	34		
defense_v	354	34		
defense_v	355	34		
defense_v	356	34		
defense_v	357	34		
defense_v	358	34		
defense_v	359	34		
defense_v	360	34		
defense_v	361	34		
defense_v	362	34		
defense_v	363	34		
defense_v	364	34		
defense_v	365	34		
defense_v	366	34		
defense_v	367	34		
defense_v	368	34		
defense_v	369	34		
defense_v	370	34		
defense_v	371	34		
defense_v	372	34		
defense_v	373	34		
defense_v	374	34		
defense_v	375	34		
defense_v	376	34		
defense_v	377	34		
defense_v	378	34		
defense_v	379	34		
defense_v	380	34		
defense_v	381	34		
defense_v	382	34		
defense_v	383	34		
defense_v	384	34		
defense_v	385	34		
defense_v	386	34		
defense_v	387	34		
defense_v	388	34		
defense_v	389	34		
defense_v	390	34		
defense_v	391	34		
defense_v	392	34		
defense_v	393	34		
defense_v	394	34		
defense_v	395	34		
defense_v	396	34		
defense_v	397	34		
defense_v	398	34		
defense_v	399	34		
defense_v	400	34		
defense_v	401	34		
defense_v	402	34		
defense_v	403	34		
defense_v	404	34		
defense_v	405	34		
defense_v	406	34		
defense_v	407	34		
defense_v	408	34		
defense_v	409	34		
defense_v	410	34		
defense_v	411	34		
defense_v	412	34		
defense_v	413	34		
defense_v	414	34		
defense_v	415	34		
defense_v	416	34		
defense_v	417	34		
defense_v	418	34		
defense_v	419	34		
defense_v	420	34		
defense_v	421	34		
defense_v	422	34		
defense_v	423	34		
defense_v	424	34		
defense_v	425	34		
defense_v	426	34		
defense_v	427	34		
defense_v	428	34		
defense_v	429	34		
defense_v	430	34		
defense_v	431	34		
defense_v	432	34		
defense_v	433	34		
defense_v	434	34		
defense_v	435	34		
defense_v	436	34		
defense_v	437	34		
defense_v	438	34		
defense_v	439	34		
defense_v	440	34		
defense_v	441	34		
defense_v	442	34		
defense_v	443	34		
defense_v	444	34		
defense_v	445	34		
defense_v	446	34		
defense_v	447	34		
defense_v	448	34		
defense_v	449	34		
defense_v	450	34		
defense_v	451	34		
defense_v	452	34		
defense_v	453	34		
defense_v	454	34		
defense_v	455	34		
defense_v	456	34		
defense_v	457	34		
defense_v	458	34		
defense_v	459	34		
defense_v	460	34		
defense_v	461	34		
defense_v	462	34		
defense_v	463	34		
defense_v	464	34		
defense_v	465	34		
defense_v	466	34		
defense_v	467	34		
defense_v	468	34		
defense_v	469	34		
defense_v	470	34		
defense_v	471	34		
defense_v	472	34		
defense_v	473	34		
defense_v	474	34		
defense_v	475	34		
defense_v	476	34		
defense_v	477	34		
defense_v	478	34		
defense_v	479	34		
defense_v	480	34		
defense_v	481	34		
defense_v	482	34		
defense_v	483	34		
defense_v	484	34		
defense_v	485	34		
defense_v	486	34		
defense_v	487	34		
defense_v	488	34		
defense_v	489	34		
defense_v	490	34		
defense_v	491	34		
